year,bula_h,regtyp,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Thuringa,Rural regions,Yes,0.12848,57,468,0.09813,0.15884
1996,Thuringa,Rural regions,No,0.87152,411,468,0.84116,0.90187
1997,Schleswig-Holstein,Urban regions,No,0.88728,116,116,0.82948,0.94508
1997,Schleswig-Holstein,Rural regions,No,0.91650,127,127,0.86819,0.96480
1997,Hamburg,Urban regions,No,0.86857,109,109,0.80485,0.93229
1997,Lower Saxony,Urban regions,Yes,0.15306,66,511,0.12181,0.18431
1997,Lower Saxony,Urban regions,No,0.84694,445,511,0.81569,0.87819
1997,Lower Saxony,Rural regions,Yes,0.14860,67,519,0.11797,0.17924
1997,Lower Saxony,Rural regions,No,0.85140,452,519,0.82076,0.88203
1997,Bremen,Urban regions,No,0.85427,79,79,0.77596,0.93257
1997,North Rhine-Westphalia,Urban regions,Yes,0.13136,304,2432,0.11793,0.14479
1997,North Rhine-Westphalia,Urban regions,No,0.86864,2128,2432,0.85521,0.88207
1997,North Rhine-Westphalia,Rural regions,No,0.89808,62,62,0.82215,0.97400
1997,Hesse,Urban regions,Yes,0.14061,82,707,0.11497,0.16625
1997,Hesse,Urban regions,No,0.85939,625,707,0.83375,0.88503
1997,Hesse,Rural regions,No,0.81710,108,108,0.74385,0.89035
1997,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12407,67,568,0.09693,0.15120
1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87593,501,568,0.84880,0.90307
1997,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88694,125,125,0.83120,0.94268
1997,Baden-Wuerttemberg,Urban regions,Yes,0.12101,183,1491,0.10445,0.13757
1997,Baden-Wuerttemberg,Urban regions,No,0.87899,1308,1491,0.86243,0.89555
1997,Baden-Wuerttemberg,Rural regions,No,0.84950,178,178,0.79682,0.90217
1997,Bavaria,Urban regions,Yes,0.13260,108,815,0.10931,0.15590
1997,Bavaria,Urban regions,No,0.86740,707,815,0.84410,0.89069
1997,Bavaria,Rural regions,Yes,0.11536,101,803,0.09325,0.13747
1997,Bavaria,Rural regions,No,0.88464,702,803,0.86253,0.90675
1997,Berlin,Urban regions,Yes,0.08949,47,509,0.06467,0.11432
1997,Berlin,Urban regions,No,0.91051,462,509,0.88568,0.93533
1997,Brandenburg,Rural regions,Yes,0.14059,72,566,0.11193,0.16926
1997,Brandenburg,Rural regions,No,0.85941,494,566,0.83074,0.88807
1997,Mecklenburg-Western Pomerania,Urban regions,No,0.95429,54,54,0.89806,1.01052
1997,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13107,40,331,0.09466,0.16748
1997,Mecklenburg-Western Pomerania,Rural regions,No,0.86893,291,331,0.83252,0.90534
1997,Saxony,Urban regions,Yes,0.11949,59,557,0.09252,0.14645
1997,Saxony,Urban regions,No,0.88051,498,557,0.85355,0.90748
1997,Saxony,Rural regions,Yes,0.11906,57,528,0.09141,0.14671
1997,Saxony,Rural regions,No,0.88094,471,528,0.85329,0.90859
1997,Saxony-Anhalt,Urban regions,No,0.83817,118,118,0.77143,0.90491
1997,Saxony-Anhalt,Rural regions,Yes,0.15152,67,524,0.12079,0.18225
1997,Saxony-Anhalt,Rural regions,No,0.84848,457,524,0.81775,0.87921
1997,Thuringa,Urban regions,No,0.89707,175,175,0.85192,0.94222
1997,Thuringa,Rural regions,Yes,0.12497,55,467,0.09495,0.15500
1997,Thuringa,Rural regions,No,0.87503,412,467,0.84500,0.90505
1998,Schleswig-Holstein,Urban regions,No,0.92191,170,170,0.88146,0.96237
1998,Schleswig-Holstein,Rural regions,No,0.88278,144,144,0.83005,0.93550
1998,Hamburg,Urban regions,No,0.83248,135,135,0.76925,0.89571
1998,Lower Saxony,Urban regions,Yes,0.11606,63,580,0.08997,0.14215
1998,Lower Saxony,Urban regions,No,0.88394,517,580,0.85785,0.91003
1998,Lower Saxony,Rural regions,Yes,0.13252,71,615,0.10570,0.15934
1998,Lower Saxony,Rural regions,No,0.86748,544,615,0.84066,0.89430
1998,Bremen,Urban regions,No,0.89398,90,90,0.83002,0.95794
1998,North Rhine-Westphalia,Urban regions,Yes,0.12122,320,2769,0.10907,0.13338
1998,North Rhine-Westphalia,Urban regions,No,0.87878,2449,2769,0.86662,0.89093
1998,North Rhine-Westphalia,Rural regions,No,0.92456,58,58,0.85599,0.99312
1998,Hesse,Urban regions,Yes,0.11467,98,797,0.09254,0.13681
1998,Hesse,Urban regions,No,0.88533,699,797,0.86319,0.90746
1998,Hesse,Rural regions,No,0.86560,128,128,0.80628,0.92492
1998,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13410,78,620,0.10725,0.16094
1998,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86590,542,620,0.83906,0.89275
1998,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88364,160,160,0.83380,0.93348
1998,Baden-Wuerttemberg,Urban regions,Yes,0.11376,190,1607,0.09823,0.12929
1998,Baden-Wuerttemberg,Urban regions,No,0.88624,1417,1607,0.87071,0.90177
1998,Baden-Wuerttemberg,Rural regions,No,0.87630,179,179,0.82793,0.92467
1998,Bavaria,Urban regions,Yes,0.16261,128,915,0.13869,0.18654
1998,Bavaria,Urban regions,No,0.83739,787,915,0.81346,0.86131
1998,Bavaria,Rural regions,Yes,0.14356,129,954,0.12130,0.16582
1998,Bavaria,Rural regions,No,0.85644,825,954,0.83418,0.87870
1998,Berlin,Urban regions,Yes,0.10122,49,529,0.07550,0.12695
1998,Berlin,Urban regions,No,0.89878,480,529,0.87305,0.92450
1998,Brandenburg,Rural regions,Yes,0.15480,89,588,0.12554,0.18407
1998,Brandenburg,Rural regions,No,0.84520,499,588,0.81593,0.87446
1998,Mecklenburg-Western Pomerania,Urban regions,No,0.90033,48,48,0.81468,0.98597
1998,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13258,49,354,0.09720,0.16795
1998,Mecklenburg-Western Pomerania,Rural regions,No,0.86742,305,354,0.83205,0.90280
1998,Saxony,Urban regions,Yes,0.10262,47,580,0.07790,0.12734
1998,Saxony,Urban regions,No,0.89738,533,580,0.87266,0.92210
1998,Saxony,Rural regions,Yes,0.11806,59,598,0.09218,0.14395
1998,Saxony,Rural regions,No,0.88194,539,598,0.85605,0.90782
1998,Saxony-Anhalt,Urban regions,No,0.86958,118,118,0.80855,0.93060
1998,Saxony-Anhalt,Rural regions,Yes,0.15804,83,555,0.12767,0.18842
1998,Saxony-Anhalt,Rural regions,No,0.84196,472,555,0.81158,0.87233
1998,Thuringa,Urban regions,Yes,0.17028,40,219,0.12039,0.22018
1998,Thuringa,Urban regions,No,0.82972,179,219,0.77982,0.87961
1998,Thuringa,Rural regions,Yes,0.14992,68,512,0.11897,0.18088
1998,Thuringa,Rural regions,No,0.85008,444,512,0.81912,0.88103
1999,Schleswig-Holstein,Urban regions,No,0.95090,152,152,0.91643,0.98536
1999,Schleswig-Holstein,Rural regions,No,0.85539,138,138,0.79650,0.91429
1999,Hamburg,Urban regions,No,0.91890,124,124,0.87065,0.96714
1999,Lower Saxony,Urban regions,Yes,0.12570,65,575,0.09858,0.15282
1999,Lower Saxony,Urban regions,No,0.87430,510,575,0.84718,0.90142
1999,Lower Saxony,Rural regions,Yes,0.12521,78,591,0.09851,0.15192
1999,Lower Saxony,Rural regions,No,0.87479,513,591,0.84808,0.90149
1999,Bremen,Urban regions,No,0.85729,76,76,0.77813,0.93645
1999,North Rhine-Westphalia,Urban regions,Yes,0.14037,327,2624,0.12708,0.15367
1999,North Rhine-Westphalia,Urban regions,No,0.85963,2297,2624,0.84633,0.87292
1999,North Rhine-Westphalia,Rural regions,No,0.84723,59,59,0.75464,0.93982
1999,Hesse,Urban regions,Yes,0.11465,86,753,0.09188,0.13742
1999,Hesse,Urban regions,No,0.88535,667,753,0.86258,0.90812
1999,Hesse,Rural regions,No,0.87769,123,123,0.81955,0.93583
1999,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11972,73,592,0.09354,0.14589
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88028,519,592,0.85411,0.90646
1999,"Rhineland-Palatinate, Saarland",Rural regions,No,0.84294,151,151,0.78471,0.90117
1999,Baden-Wuerttemberg,Urban regions,Yes,0.11857,178,1528,0.10235,0.13478
1999,Baden-Wuerttemberg,Urban regions,No,0.88143,1350,1528,0.86522,0.89765
1999,Baden-Wuerttemberg,Rural regions,No,0.85707,175,175,0.80506,0.90908
1999,Bavaria,Urban regions,Yes,0.14786,111,891,0.12454,0.17118
1999,Bavaria,Urban regions,No,0.85214,780,891,0.82882,0.87546
1999,Bavaria,Rural regions,Yes,0.12447,100,900,0.10289,0.14605
1999,Bavaria,Rural regions,No,0.87553,800,900,0.85395,0.89711
1999,Berlin,Urban regions,Yes,0.11711,55,513,0.08926,0.14496
1999,Berlin,Urban regions,No,0.88289,458,513,0.85504,0.91074
1999,Brandenburg,Urban regions,No,0.82037,31,31,0.68300,0.95774
1999,Brandenburg,Rural regions,Yes,0.15745,82,559,0.12723,0.18767
1999,Brandenburg,Rural regions,No,0.84255,477,559,0.81233,0.87277
1999,Mecklenburg-Western Pomerania,Urban regions,No,0.91024,47,47,0.82764,0.99284
1999,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13348,44,346,0.09759,0.16936
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.86652,302,346,0.83064,0.90241
1999,Saxony,Urban regions,Yes,0.13345,67,561,0.10528,0.16161
1999,Saxony,Urban regions,No,0.86655,494,561,0.83839,0.89472
1999,Saxony,Rural regions,Yes,0.10708,58,589,0.08208,0.13207
1999,Saxony,Rural regions,No,0.89292,531,589,0.86793,0.91792
1999,Saxony-Anhalt,Urban regions,No,0.85594,115,115,0.79148,0.92040
1999,Saxony-Anhalt,Rural regions,Yes,0.13732,70,556,0.10869,0.16596
1999,Saxony-Anhalt,Rural regions,No,0.86268,486,556,0.83404,0.89131
1999,Thuringa,Urban regions,Yes,0.15442,34,225,0.10710,0.20174
1999,Thuringa,Urban regions,No,0.84558,191,225,0.79826,0.89290
1999,Thuringa,Rural regions,Yes,0.17706,74,493,0.14333,0.21079
1999,Thuringa,Rural regions,No,0.82294,419,493,0.78921,0.85667
2000,Schleswig-Holstein,Urban regions,No,0.90976,267,267,0.87533,0.94420
2000,Schleswig-Holstein,Rural regions,Yes,0.12924,51,417,0.09700,0.16148
2000,Schleswig-Holstein,Rural regions,No,0.87076,366,417,0.83852,0.90300
2000,Hamburg,Urban regions,No,0.90061,270,270,0.86486,0.93637
2000,Lower Saxony,Urban regions,Yes,0.11265,102,967,0.09272,0.13259
2000,Lower Saxony,Urban regions,No,0.88735,865,967,0.86741,0.90728
2000,Lower Saxony,Rural regions,Yes,0.15484,149,1055,0.13300,0.17668
2000,Lower Saxony,Rural regions,No,0.84516,906,1055,0.82332,0.86700
2000,Bremen,Urban regions,No,0.85834,159,159,0.80396,0.91271
2000,North Rhine-Westphalia,Urban regions,Yes,0.12394,597,4993,0.11480,0.13309
2000,North Rhine-Westphalia,Urban regions,No,0.87606,4396,4993,0.86691,0.88520
2000,North Rhine-Westphalia,Rural regions,No,0.91137,129,129,0.86213,0.96061
2000,Hesse,Urban regions,Yes,0.10385,140,1338,0.08750,0.12021
2000,Hesse,Urban regions,No,0.89615,1198,1338,0.87979,0.91250
2000,Hesse,Rural regions,Yes,0.13138,46,332,0.09498,0.16777
2000,Hesse,Rural regions,No,0.86862,286,332,0.83223,0.90502
2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13123,148,1099,0.11126,0.15120
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86877,951,1099,0.84880,0.88874
2000,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14250,47,361,0.10639,0.17861
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85750,314,361,0.82139,0.89361
2000,Baden-Wuerttemberg,Urban regions,Yes,0.11302,297,2638,0.10093,0.12510
2000,Baden-Wuerttemberg,Urban regions,No,0.88698,2341,2638,0.87490,0.89907
2000,Baden-Wuerttemberg,Rural regions,Yes,0.14623,45,302,0.10631,0.18615
2000,Baden-Wuerttemberg,Rural regions,No,0.85377,257,302,0.81385,0.89369
2000,Bavaria,Urban regions,Yes,0.11285,187,1620,0.09744,0.12826
2000,Bavaria,Urban regions,No,0.88715,1433,1620,0.87174,0.90256
2000,Bavaria,Rural regions,Yes,0.11694,199,1747,0.10187,0.13202
2000,Bavaria,Rural regions,No,0.88306,1548,1747,0.86798,0.89813
2000,Berlin,Urban regions,Yes,0.10446,87,807,0.08334,0.12557
2000,Berlin,Urban regions,No,0.89554,720,807,0.87443,0.91666
2000,Brandenburg,Urban regions,No,0.87079,60,60,0.78520,0.95638
2000,Brandenburg,Rural regions,Yes,0.13384,122,948,0.11216,0.15553
2000,Brandenburg,Rural regions,No,0.86616,826,948,0.84447,0.88784
2000,Mecklenburg-Western Pomerania,Urban regions,No,0.86067,66,66,0.77648,0.94485
2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13203,63,489,0.10199,0.16206
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.86797,426,489,0.83794,0.89801
2000,Saxony,Urban regions,Yes,0.10134,85,835,0.08086,0.12182
2000,Saxony,Urban regions,No,0.89866,750,835,0.87818,0.91914
2000,Saxony,Rural regions,Yes,0.11942,102,934,0.09862,0.14023
2000,Saxony,Rural regions,No,0.88058,832,934,0.85977,0.90138
2000,Saxony-Anhalt,Urban regions,Yes,0.15714,34,206,0.10732,0.20695
2000,Saxony-Anhalt,Urban regions,No,0.84286,172,206,0.79305,0.89268
2000,Saxony-Anhalt,Rural regions,Yes,0.14067,111,853,0.11732,0.16402
2000,Saxony-Anhalt,Rural regions,No,0.85933,742,853,0.83598,0.88268
2000,Thuringa,Urban regions,No,0.89370,255,255,0.85579,0.93161
2000,Thuringa,Rural regions,Yes,0.14764,103,767,0.12252,0.17276
2000,Thuringa,Rural regions,No,0.85236,664,767,0.82724,0.87748
2001,Schleswig-Holstein,Urban regions,No,0.91732,255,255,0.88345,0.95119
2001,Schleswig-Holstein,Rural regions,Yes,0.11074,40,369,0.07868,0.14280
2001,Schleswig-Holstein,Rural regions,No,0.88926,329,369,0.85720,0.92132
2001,Hamburg,Urban regions,Yes,0.17664,46,273,0.13132,0.22196
2001,Hamburg,Urban regions,No,0.82336,227,273,0.77804,0.86868
2001,Lower Saxony,Urban regions,Yes,0.10932,105,888,0.08878,0.12985
2001,Lower Saxony,Urban regions,No,0.89068,783,888,0.87015,0.91122
2001,Lower Saxony,Rural regions,Yes,0.16944,147,962,0.14572,0.19316
2001,Lower Saxony,Rural regions,No,0.83056,815,962,0.80684,0.85428
2001,Bremen,Urban regions,No,0.88486,142,142,0.83217,0.93755
2001,North Rhine-Westphalia,Urban regions,Yes,0.12062,531,4510,0.11111,0.13012
2001,North Rhine-Westphalia,Urban regions,No,0.87938,3979,4510,0.86988,0.88889
2001,North Rhine-Westphalia,Rural regions,No,0.92230,109,109,0.87181,0.97279
2001,Hesse,Urban regions,Yes,0.12180,144,1177,0.10311,0.14049
2001,Hesse,Urban regions,No,0.87820,1033,1177,0.85951,0.89689
2001,Hesse,Rural regions,Yes,0.15659,40,302,0.11553,0.19765
2001,Hesse,Rural regions,No,0.84341,262,302,0.80235,0.88447
2001,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13639,133,1023,0.11534,0.15743
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86361,890,1023,0.84257,0.88466
2001,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16496,44,326,0.12461,0.20531
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83504,282,326,0.79469,0.87539
2001,Baden-Wuerttemberg,Urban regions,Yes,0.11335,252,2335,0.10049,0.12621
2001,Baden-Wuerttemberg,Urban regions,No,0.88665,2083,2335,0.87379,0.89951
2001,Baden-Wuerttemberg,Rural regions,Yes,0.20149,50,256,0.15226,0.25072
2001,Baden-Wuerttemberg,Rural regions,No,0.79851,206,256,0.74928,0.84774
2001,Bavaria,Urban regions,Yes,0.12295,174,1473,0.10617,0.13972
2001,Bavaria,Urban regions,No,0.87705,1299,1473,0.86028,0.89383
2001,Bavaria,Rural regions,Yes,0.12228,191,1555,0.10599,0.13857
2001,Bavaria,Rural regions,No,0.87772,1364,1555,0.86143,0.89401
2001,Berlin,Urban regions,Yes,0.08833,76,788,0.06851,0.10816
2001,Berlin,Urban regions,No,0.91167,712,788,0.89184,0.93149
2001,Brandenburg,Urban regions,No,0.81906,58,58,0.71912,0.91900
2001,Brandenburg,Rural regions,Yes,0.10953,98,885,0.08894,0.13012
2001,Brandenburg,Rural regions,No,0.89047,787,885,0.86988,0.91106
2001,Mecklenburg-Western Pomerania,Urban regions,No,0.90457,59,59,0.82896,0.98019
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13479,58,443,0.10295,0.16663
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.86521,385,443,0.83337,0.89705
2001,Saxony,Urban regions,Yes,0.11756,92,788,0.09506,0.14007
2001,Saxony,Urban regions,No,0.88244,696,788,0.85993,0.90494
2001,Saxony,Rural regions,Yes,0.12586,98,850,0.10355,0.14817
2001,Saxony,Rural regions,No,0.87414,752,850,0.85183,0.89645
2001,Saxony-Anhalt,Urban regions,No,0.84552,158,158,0.78899,0.90206
2001,Saxony-Anhalt,Rural regions,Yes,0.12900,104,812,0.10593,0.15207
2001,Saxony-Anhalt,Rural regions,No,0.87100,708,812,0.84793,0.89407
2001,Thuringa,Urban regions,No,0.90852,257,257,0.87321,0.94384
2001,Thuringa,Rural regions,Yes,0.13945,86,687,0.11353,0.16538
2001,Thuringa,Rural regions,No,0.86055,601,687,0.83462,0.88647
2002,Schleswig-Holstein,Urban regions,No,0.89411,282,282,0.85813,0.93009
2002,Schleswig-Holstein,Rural regions,Yes,0.09800,41,409,0.06915,0.12685
2002,Schleswig-Holstein,Rural regions,No,0.90200,368,409,0.87315,0.93085
2002,Hamburg,Urban regions,Yes,0.11887,37,324,0.08357,0.15416
2002,Hamburg,Urban regions,No,0.88113,287,324,0.84584,0.91643
2002,Lower Saxony,Urban regions,Yes,0.12650,112,960,0.10546,0.14754
2002,Lower Saxony,Urban regions,No,0.87350,848,960,0.85246,0.89454
2002,Lower Saxony,Rural regions,Yes,0.14030,133,1017,0.11895,0.16166
2002,Lower Saxony,Rural regions,No,0.85970,884,1017,0.83834,0.88105
2002,Bremen,Urban regions,No,0.82886,147,147,0.76777,0.88996
2002,North Rhine-Westphalia,Urban regions,Yes,0.12266,558,4733,0.11331,0.13201
2002,North Rhine-Westphalia,Urban regions,No,0.87734,4175,4733,0.86799,0.88669
2002,North Rhine-Westphalia,Rural regions,No,0.90174,107,107,0.84508,0.95841
2002,Hesse,Urban regions,Yes,0.13222,165,1337,0.11406,0.15039
2002,Hesse,Urban regions,No,0.86778,1172,1337,0.84961,0.88594
2002,Hesse,Rural regions,Yes,0.13874,42,301,0.09962,0.17786
2002,Hesse,Rural regions,No,0.86126,259,301,0.82214,0.90038
2002,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.10724,124,1036,0.08839,0.12609
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.89276,912,1036,0.87391,0.91161
2002,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14359,43,338,0.10615,0.18103
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85641,295,338,0.81897,0.89385
2002,Baden-Wuerttemberg,Urban regions,Yes,0.12234,279,2538,0.10959,0.13509
2002,Baden-Wuerttemberg,Urban regions,No,0.87766,2259,2538,0.86491,0.89041
2002,Baden-Wuerttemberg,Rural regions,Yes,0.13799,36,258,0.09582,0.18015
2002,Baden-Wuerttemberg,Rural regions,No,0.86201,222,258,0.81985,0.90418
2002,Bavaria,Urban regions,Yes,0.13146,192,1632,0.11506,0.14786
2002,Bavaria,Urban regions,No,0.86854,1440,1632,0.85214,0.88494
2002,Bavaria,Rural regions,Yes,0.12726,189,1615,0.11101,0.14352
2002,Bavaria,Rural regions,No,0.87274,1426,1615,0.85648,0.88899
2002,Berlin,Urban regions,Yes,0.09190,72,825,0.07217,0.11162
2002,Berlin,Urban regions,No,0.90810,753,825,0.88838,0.92783
2002,Brandenburg,Urban regions,No,0.91493,60,60,0.84374,0.98612
2002,Brandenburg,Rural regions,Yes,0.13501,116,893,0.11258,0.15744
2002,Brandenburg,Rural regions,No,0.86499,777,893,0.84256,0.88742
2002,Mecklenburg-Western Pomerania,Urban regions,No,0.94702,66,66,0.89257,1.00148
2002,Mecklenburg-Western Pomerania,Rural regions,Yes,0.14780,58,442,0.11468,0.18092
2002,Mecklenburg-Western Pomerania,Rural regions,No,0.85220,384,442,0.81908,0.88532
2002,Saxony,Urban regions,Yes,0.11064,78,798,0.08886,0.13242
2002,Saxony,Urban regions,No,0.88936,720,798,0.86758,0.91114
2002,Saxony,Rural regions,Yes,0.13960,97,850,0.11629,0.16291
2002,Saxony,Rural regions,No,0.86040,753,850,0.83709,0.88371
2002,Saxony-Anhalt,Urban regions,Yes,0.16708,31,180,0.11243,0.22173
2002,Saxony-Anhalt,Urban regions,No,0.83292,149,180,0.77827,0.88757
2002,Saxony-Anhalt,Rural regions,Yes,0.15167,108,791,0.12666,0.17668
2002,Saxony-Anhalt,Rural regions,No,0.84833,683,791,0.82332,0.87334
2002,Thuringa,Urban regions,Yes,0.12495,31,287,0.08662,0.16327
2002,Thuringa,Urban regions,No,0.87505,256,287,0.83673,0.91338
2002,Thuringa,Rural regions,Yes,0.12964,84,679,0.10435,0.15492
2002,Thuringa,Rural regions,No,0.87036,595,679,0.84508,0.89565
2003,Schleswig-Holstein,Urban regions,Yes,0.18719,45,287,0.14198,0.23240
2003,Schleswig-Holstein,Urban regions,No,0.81281,242,287,0.76760,0.85802
2003,Schleswig-Holstein,Rural regions,Yes,0.09537,42,377,0.06568,0.12505
2003,Schleswig-Holstein,Rural regions,No,0.90463,335,377,0.87495,0.93432
2003,Hamburg,Urban regions,Yes,0.14083,36,293,0.10093,0.18073
2003,Hamburg,Urban regions,No,0.85917,257,293,0.81927,0.89907
2003,Lower Saxony,Urban regions,Yes,0.10610,103,921,0.08620,0.12600
2003,Lower Saxony,Urban regions,No,0.89390,818,921,0.87400,0.91380
2003,Lower Saxony,Rural regions,Yes,0.12219,110,985,0.10173,0.14265
2003,Lower Saxony,Rural regions,No,0.87781,875,985,0.85735,0.89827
2003,Bremen,Urban regions,No,0.93249,161,161,0.89361,0.97137
2003,North Rhine-Westphalia,Urban regions,Yes,0.13229,568,4531,0.12243,0.14216
2003,North Rhine-Westphalia,Urban regions,No,0.86771,3963,4531,0.85784,0.87757
2003,North Rhine-Westphalia,Rural regions,No,0.87207,95,95,0.80454,0.93959
2003,Hesse,Urban regions,Yes,0.11089,127,1225,0.09330,0.12848
2003,Hesse,Urban regions,No,0.88911,1098,1225,0.87152,0.90670
2003,Hesse,Rural regions,Yes,0.12398,32,268,0.08445,0.16351
2003,Hesse,Rural regions,No,0.87602,236,268,0.83649,0.91555
2003,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.14023,130,1029,0.11900,0.16145
2003,"Rhineland-Palatinate, Saarland",Urban regions,No,0.85977,899,1029,0.83855,0.88100
2003,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14729,42,322,0.10852,0.18606
2003,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85271,280,322,0.81394,0.89148
2003,Baden-Wuerttemberg,Urban regions,Yes,0.10638,271,2443,0.09415,0.11860
2003,Baden-Wuerttemberg,Urban regions,No,0.89362,2172,2443,0.88140,0.90585
2003,Baden-Wuerttemberg,Rural regions,No,0.89893,201,201,0.85716,0.94071
2003,Bavaria,Urban regions,Yes,0.10708,165,1590,0.09187,0.12228
2003,Bavaria,Urban regions,No,0.89292,1425,1590,0.87772,0.90813
2003,Bavaria,Rural regions,Yes,0.13403,187,1525,0.11693,0.15114
2003,Bavaria,Rural regions,No,0.86597,1338,1525,0.84886,0.88307
2003,Berlin,Urban regions,Yes,0.11216,82,822,0.09057,0.13374
2003,Berlin,Urban regions,No,0.88784,740,822,0.86626,0.90943
2003,Brandenburg,Urban regions,No,0.91538,62,62,0.84553,0.98522
2003,Brandenburg,Rural regions,Yes,0.14964,121,872,0.12595,0.17333
2003,Brandenburg,Rural regions,No,0.85036,751,872,0.82667,0.87405
2003,Mecklenburg-Western Pomerania,Urban regions,No,0.92358,66,66,0.85899,0.98816
2003,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13581,55,452,0.10419,0.16743
2003,Mecklenburg-Western Pomerania,Rural regions,No,0.86419,397,452,0.83257,0.89581
2003,Saxony,Urban regions,Yes,0.12786,93,777,0.10437,0.15136
2003,Saxony,Urban regions,No,0.87214,684,777,0.84864,0.89563
2003,Saxony,Rural regions,Yes,0.13396,101,829,0.11076,0.15716
2003,Saxony,Rural regions,No,0.86604,728,829,0.84284,0.88924
2003,Saxony-Anhalt,Urban regions,Yes,0.21121,34,178,0.15108,0.27134
2003,Saxony-Anhalt,Urban regions,No,0.78879,144,178,0.72866,0.84892
2003,Saxony-Anhalt,Rural regions,Yes,0.13210,94,754,0.10792,0.15629
2003,Saxony-Anhalt,Rural regions,No,0.86790,660,754,0.84371,0.89208
2003,Thuringa,Urban regions,No,0.91443,260,260,0.88037,0.94850
2003,Thuringa,Rural regions,Yes,0.13910,84,665,0.11278,0.16542
2003,Thuringa,Rural regions,No,0.86090,581,665,0.83458,0.88722
2004,Schleswig-Holstein,Urban regions,No,0.91207,258,258,0.87744,0.94669
2004,Schleswig-Holstein,Rural regions,Yes,0.11095,47,379,0.07929,0.14261
2004,Schleswig-Holstein,Rural regions,No,0.88905,332,379,0.85739,0.92071
2004,Hamburg,Urban regions,Yes,0.09344,32,293,0.06006,0.12683
2004,Hamburg,Urban regions,No,0.90656,261,293,0.87317,0.93994
2004,Lower Saxony,Urban regions,Yes,0.14552,117,905,0.12253,0.16850
2004,Lower Saxony,Urban regions,No,0.85448,788,905,0.83150,0.87747
2004,Lower Saxony,Rural regions,Yes,0.12882,121,979,0.10782,0.14982
2004,Lower Saxony,Rural regions,No,0.87118,858,979,0.85018,0.89218
2004,Bremen,Urban regions,No,0.87668,149,149,0.82370,0.92965
2004,North Rhine-Westphalia,Urban regions,Yes,0.13859,563,4424,0.12841,0.14878
2004,North Rhine-Westphalia,Urban regions,No,0.86141,3861,4424,0.85122,0.87159
2004,North Rhine-Westphalia,Rural regions,No,0.92812,100,100,0.87725,0.97900
2004,Hesse,Urban regions,Yes,0.12561,138,1185,0.10673,0.14449
2004,Hesse,Urban regions,No,0.87439,1047,1185,0.85551,0.89327
2004,Hesse,Rural regions,Yes,0.13167,31,255,0.09009,0.17325
2004,Hesse,Rural regions,No,0.86833,224,255,0.82675,0.90991
2004,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11556,117,995,0.09569,0.13544
2004,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88444,878,995,0.86456,0.90431
2004,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.13134,39,309,0.09362,0.16907
2004,"Rhineland-Palatinate, Saarland",Rural regions,No,0.86866,270,309,0.83093,0.90638
2004,Baden-Wuerttemberg,Urban regions,Yes,0.12517,266,2352,0.11179,0.13855
2004,Baden-Wuerttemberg,Urban regions,No,0.87483,2086,2352,0.86145,0.88821
2004,Baden-Wuerttemberg,Rural regions,No,0.90399,205,205,0.86356,0.94442
2004,Bavaria,Urban regions,Yes,0.11175,162,1527,0.09594,0.12756
2004,Bavaria,Urban regions,No,0.88825,1365,1527,0.87244,0.90406
