year,bula_h,quintil_oecd,hospitalyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Baden-Wuerttemberg,4th Quintile,No,0.79026,590,651,0.75896,0.82156
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.08801,69,721,0.06732,0.10871
2016,Baden-Wuerttemberg,5th Quintile,No,0.78044,652,721,0.75020,0.81068
2016,Bavaria,1st Quintile,Yes,0.12751,93,562,0.09991,0.15511
2016,Bavaria,1st Quintile,No,0.69696,469,562,0.65893,0.73499
2016,Bavaria,2nd Quintile,Yes,0.13720,126,814,0.11355,0.16085
2016,Bavaria,2nd Quintile,No,0.65295,688,814,0.62023,0.68568
2016,Bavaria,3rd Quintile,Yes,0.11773,100,737,0.09444,0.14101
2016,Bavaria,3rd Quintile,No,0.69370,637,737,0.66039,0.72700
2016,Bavaria,4th Quintile,Yes,0.10844,104,822,0.08717,0.12971
2016,Bavaria,4th Quintile,No,0.74482,718,822,0.71500,0.77465
2016,Bavaria,5th Quintile,Yes,0.10595,102,932,0.08618,0.12572
2016,Bavaria,5th Quintile,No,0.78326,830,932,0.75680,0.80973
2016,Berlin,1st Quintile,No,0.68857,192,192,0.62289,0.75424
2016,Berlin,2nd Quintile,No,0.68289,137,137,0.60468,0.76110
2016,Berlin,3rd Quintile,No,0.68858,139,139,0.61132,0.76584
2016,Berlin,4th Quintile,No,0.81023,167,167,0.75057,0.86988
2016,Berlin,5th Quintile,No,0.77022,153,153,0.70334,0.83710
2016,Brandenburg,1st Quintile,Yes,0.19700,38,228,0.14526,0.24874
2016,Brandenburg,1st Quintile,No,0.60060,190,228,0.53688,0.66431
2016,Brandenburg,2nd Quintile,Yes,0.15915,40,255,0.11416,0.20414
2016,Brandenburg,2nd Quintile,No,0.72474,215,255,0.66981,0.77967
2016,Brandenburg,3rd Quintile,Yes,0.15685,35,205,0.10695,0.20676
2016,Brandenburg,3rd Quintile,No,0.70172,170,205,0.63894,0.76450
2016,Brandenburg,4th Quintile,No,0.81376,118,118,0.74322,0.88431
2016,Brandenburg,5th Quintile,No,0.66315,104,104,0.57188,0.75443
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.66212,123,123,0.57819,0.74605
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.67978,109,109,0.59179,0.76778
2016,Mecklenburg-Western Pomerania,3rd Quintile,No,0.79594,96,96,0.71489,0.87698
2016,Mecklenburg-Western Pomerania,4th Quintile,No,0.72620,66,66,0.61780,0.83461
2016,Mecklenburg-Western Pomerania,5th Quintile,No,0.82842,49,49,0.72176,0.93508
2016,Saxony,1st Quintile,Yes,0.08754,42,331,0.05704,0.11803
2016,Saxony,1st Quintile,No,0.69717,289,331,0.64759,0.74674
2016,Saxony,2nd Quintile,Yes,0.10484,59,410,0.07515,0.13453
2016,Saxony,2nd Quintile,No,0.76841,351,410,0.72752,0.80929
2016,Saxony,3rd Quintile,Yes,0.10778,47,327,0.07412,0.14145
2016,Saxony,3rd Quintile,No,0.75409,280,327,0.70734,0.80083
2016,Saxony,4th Quintile,No,0.82546,208,208,0.77375,0.87717
2016,Saxony,5th Quintile,No,0.83533,136,136,0.77277,0.89790
2016,Saxony-Anhalt,1st Quintile,Yes,0.14167,38,255,0.09879,0.18456
2016,Saxony-Anhalt,1st Quintile,No,0.66556,217,255,0.60753,0.72358
2016,Saxony-Anhalt,2nd Quintile,No,0.74718,183,183,0.68403,0.81032
2016,Saxony-Anhalt,3rd Quintile,No,0.76672,137,137,0.69564,0.83780
2016,Saxony-Anhalt,4th Quintile,No,0.79384,111,111,0.71824,0.86944
2016,Saxony-Anhalt,5th Quintile,No,0.81513,74,74,0.72608,0.90418
2016,Thuringa,1st Quintile,Yes,0.17412,39,213,0.12307,0.22517
2016,Thuringa,1st Quintile,No,0.62830,174,213,0.56325,0.69335
2016,Thuringa,2nd Quintile,Yes,0.09742,33,247,0.06036,0.13447
2016,Thuringa,2nd Quintile,No,0.78096,214,247,0.72927,0.83264
2016,Thuringa,3rd Quintile,No,0.69476,150,150,0.62081,0.76870
2016,Thuringa,4th Quintile,No,0.78077,134,134,0.71046,0.85109
2016,Thuringa,5th Quintile,No,0.77635,89,89,0.68929,0.86341
2017,Schleswig-Holstein,1st Quintile,Yes,0.15204,37,186,0.10030,0.20379
2017,Schleswig-Holstein,1st Quintile,No,0.55118,149,186,0.47950,0.62285
2017,Schleswig-Holstein,2nd Quintile,No,0.69438,134,134,0.61609,0.77268
2017,Schleswig-Holstein,3rd Quintile,No,0.69984,157,157,0.62792,0.77177
2017,Schleswig-Holstein,4th Quintile,No,0.73950,122,122,0.66129,0.81771
2017,Schleswig-Holstein,5th Quintile,No,0.81737,107,107,0.74382,0.89092
2017,Hamburg,1st Quintile,No,0.60944,60,60,0.48495,0.73393
2017,Hamburg,2nd Quintile,No,0.63061,48,48,0.49262,0.76859
2017,Hamburg,3rd Quintile,No,0.63678,62,62,0.51609,0.75747
2017,Hamburg,4th Quintile,No,0.86356,73,73,0.78427,0.94285
2017,Hamburg,5th Quintile,No,0.84350,101,101,0.77229,0.91471
2017,Lower Saxony,1st Quintile,Yes,0.13114,78,509,0.10179,0.16050
2017,Lower Saxony,1st Quintile,No,0.61403,431,509,0.57170,0.65637
2017,Lower Saxony,2nd Quintile,Yes,0.11960,62,450,0.08958,0.14961
2017,Lower Saxony,2nd Quintile,No,0.66933,388,450,0.62581,0.71284
2017,Lower Saxony,3rd Quintile,Yes,0.12172,46,403,0.08975,0.15368
2017,Lower Saxony,3rd Quintile,No,0.74041,357,403,0.69755,0.78327
2017,Lower Saxony,4th Quintile,Yes,0.13144,51,430,0.09947,0.16342
2017,Lower Saxony,4th Quintile,No,0.73902,379,430,0.69746,0.78058
2017,Lower Saxony,5th Quintile,Yes,0.11125,53,426,0.08136,0.14115
2017,Lower Saxony,5th Quintile,No,0.82258,373,426,0.78626,0.85890
2017,Bremen,1st Quintile,No,0.61209,54,54,0.48090,0.74328
2017,Bremen,2nd Quintile,No,0.73793,35,35,0.59011,0.88575
2017,Bremen,5th Quintile,No,0.85253,36,36,0.73506,0.97000
2017,North Rhine-Westphalia,1st Quintile,Yes,0.13065,181,1075,0.11050,0.15081
2017,North Rhine-Westphalia,1st Quintile,No,0.60442,894,1075,0.57517,0.63366
2017,North Rhine-Westphalia,2nd Quintile,Yes,0.12802,127,921,0.10643,0.14961
2017,North Rhine-Westphalia,2nd Quintile,No,0.70891,794,921,0.67956,0.73827
2017,North Rhine-Westphalia,3rd Quintile,Yes,0.11192,105,835,0.09052,0.13332
2017,North Rhine-Westphalia,3rd Quintile,No,0.71798,730,835,0.68744,0.74852
2017,North Rhine-Westphalia,4th Quintile,Yes,0.11103,109,880,0.09026,0.13180
2017,North Rhine-Westphalia,4th Quintile,No,0.77854,771,880,0.75109,0.80599
2017,North Rhine-Westphalia,5th Quintile,Yes,0.11860,132,991,0.09846,0.13874
2017,North Rhine-Westphalia,5th Quintile,No,0.77806,859,991,0.75217,0.80395
2017,Hesse,1st Quintile,Yes,0.17073,68,308,0.12864,0.21282
2017,Hesse,1st Quintile,No,0.55447,240,308,0.49887,0.61007
2017,Hesse,2nd Quintile,No,0.72241,230,230,0.66441,0.78041
2017,Hesse,3rd Quintile,Yes,0.09552,36,287,0.06146,0.12959
2017,Hesse,3rd Quintile,No,0.70927,251,287,0.65664,0.76189
2017,Hesse,4th Quintile,Yes,0.09799,33,303,0.06446,0.13152
2017,Hesse,4th Quintile,No,0.77102,270,303,0.72363,0.81841
2017,Hesse,5th Quintile,Yes,0.09790,44,387,0.06826,0.12755
2017,Hesse,5th Quintile,No,0.74900,343,387,0.70575,0.79226
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.11955,42,276,0.08121,0.15790
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.64146,234,276,0.58478,0.69814
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.14413,55,334,0.10640,0.18185
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.65471,279,334,0.60364,0.70578
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.12791,37,256,0.08692,0.16890
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.70645,219,256,0.65056,0.76235
2017,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.11791,34,262,0.07879,0.15704
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.75524,228,262,0.70308,0.80740
2017,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.11323,33,246,0.07355,0.15291
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.81331,213,246,0.76452,0.86210
2017,Baden-Wuerttemberg,1st Quintile,Yes,0.15850,58,322,0.11854,0.19845
2017,Baden-Wuerttemberg,1st Quintile,No,0.61503,264,322,0.56180,0.66826
2017,Baden-Wuerttemberg,2nd Quintile,Yes,0.14929,66,441,0.11599,0.18259
2017,Baden-Wuerttemberg,2nd Quintile,No,0.62784,375,441,0.58267,0.67300
2017,Baden-Wuerttemberg,3rd Quintile,Yes,0.09091,54,521,0.06620,0.11562
2017,Baden-Wuerttemberg,3rd Quintile,No,0.71888,467,521,0.68024,0.75752
2017,Baden-Wuerttemberg,4th Quintile,Yes,0.10483,72,638,0.08104,0.12862
2017,Baden-Wuerttemberg,4th Quintile,No,0.75845,566,638,0.72521,0.79169
2017,Baden-Wuerttemberg,5th Quintile,Yes,0.09084,62,709,0.06967,0.11201
2017,Baden-Wuerttemberg,5th Quintile,No,0.79816,647,709,0.76860,0.82773
2017,Bavaria,1st Quintile,Yes,0.13309,95,514,0.10370,0.16249
2017,Bavaria,1st Quintile,No,0.65472,419,514,0.61358,0.69587
2017,Bavaria,2nd Quintile,Yes,0.13456,105,752,0.11015,0.15897
2017,Bavaria,2nd Quintile,No,0.66981,647,752,0.63617,0.70344
2017,Bavaria,3rd Quintile,Yes,0.12608,99,729,0.10196,0.15019
2017,Bavaria,3rd Quintile,No,0.68187,630,729,0.64804,0.71571
2017,Bavaria,4th Quintile,Yes,0.09153,84,783,0.07132,0.11174
2017,Bavaria,4th Quintile,No,0.76677,699,783,0.73713,0.79641
2017,Bavaria,5th Quintile,Yes,0.12498,106,823,0.10238,0.14759
2017,Bavaria,5th Quintile,No,0.74347,717,823,0.71361,0.77332
2017,Berlin,1st Quintile,No,0.71752,186,186,0.65264,0.78239
2017,Berlin,2nd Quintile,No,0.73456,159,159,0.66571,0.80342
2017,Berlin,3rd Quintile,No,0.77940,120,120,0.70489,0.85390
2017,Berlin,4th Quintile,No,0.75453,138,138,0.68246,0.82660
2017,Berlin,5th Quintile,No,0.80666,154,154,0.74408,0.86924
2017,Brandenburg,1st Quintile,Yes,0.17777,48,229,0.12814,0.22739
2017,Brandenburg,1st Quintile,No,0.59194,181,229,0.52814,0.65574
2017,Brandenburg,2nd Quintile,Yes,0.21541,44,220,0.16096,0.26986
2017,Brandenburg,2nd Quintile,No,0.64914,176,220,0.58594,0.71235
2017,Brandenburg,3rd Quintile,Yes,0.19473,46,212,0.14130,0.24816
2017,Brandenburg,3rd Quintile,No,0.66960,166,212,0.60614,0.73307
2017,Brandenburg,4th Quintile,No,0.69881,99,99,0.60797,0.78964
2017,Brandenburg,5th Quintile,No,0.71528,99,99,0.62593,0.80463
2017,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.18769,31,137,0.12206,0.25331
2017,Mecklenburg-Western Pomerania,1st Quintile,No,0.62411,106,137,0.54270,0.70551
2017,Mecklenburg-Western Pomerania,2nd Quintile,No,0.67063,108,108,0.58158,0.75968
2017,Mecklenburg-Western Pomerania,3rd Quintile,No,0.72996,89,89,0.63720,0.82273
2017,Mecklenburg-Western Pomerania,4th Quintile,No,0.78090,52,52,0.66738,0.89443
2017,Mecklenburg-Western Pomerania,5th Quintile,No,0.73123,56,56,0.61407,0.84840
2017,Saxony,1st Quintile,Yes,0.12318,51,328,0.08756,0.15880
2017,Saxony,1st Quintile,No,0.69902,277,328,0.64930,0.74873
2017,Saxony,2nd Quintile,Yes,0.11111,57,373,0.07917,0.14304
2017,Saxony,2nd Quintile,No,0.71827,316,373,0.67255,0.76398
2017,Saxony,3rd Quintile,Yes,0.08057,31,314,0.05041,0.11072
2017,Saxony,3rd Quintile,No,0.77127,283,314,0.72473,0.81780
2017,Saxony,4th Quintile,No,0.78162,205,205,0.72492,0.83831
2017,Saxony,5th Quintile,No,0.80796,134,134,0.74102,0.87491
2017,Saxony-Anhalt,1st Quintile,Yes,0.14006,45,243,0.09633,0.18378
2017,Saxony-Anhalt,1st Quintile,No,0.62761,198,243,0.56669,0.68852
2017,Saxony-Anhalt,2nd Quintile,No,0.68640,157,157,0.61359,0.75920
2017,Saxony-Anhalt,3rd Quintile,No,0.71999,117,117,0.63828,0.80170
2017,Saxony-Anhalt,4th Quintile,No,0.84467,107,107,0.77572,0.91363
2017,Saxony-Anhalt,5th Quintile,No,0.69730,84,84,0.59846,0.79614
2017,Thuringa,1st Quintile,No,0.69614,155,155,0.62350,0.76878
2017,Thuringa,2nd Quintile,Yes,0.07718,35,263,0.04487,0.10950
2017,Thuringa,2nd Quintile,No,0.77880,228,263,0.72855,0.82906
2017,Thuringa,3rd Quintile,No,0.74235,139,139,0.66938,0.81532
2017,Thuringa,4th Quintile,No,0.81674,113,113,0.74509,0.88839
2017,Thuringa,5th Quintile,No,0.79182,86,86,0.70551,0.87813
2018,Schleswig-Holstein,1st Quintile,Yes,0.11931,35,180,0.07182,0.16680
2018,Schleswig-Holstein,1st Quintile,No,0.62146,145,180,0.55041,0.69251
2018,Schleswig-Holstein,2nd Quintile,No,0.67172,179,179,0.60274,0.74071
2018,Schleswig-Holstein,3rd Quintile,No,0.72624,165,165,0.65800,0.79448
2018,Schleswig-Holstein,4th Quintile,No,0.71183,134,134,0.63485,0.78880
2018,Schleswig-Holstein,5th Quintile,No,0.80019,139,139,0.73348,0.86691
2018,Hamburg,1st Quintile,No,0.63372,61,61,0.51181,0.75563
2018,Hamburg,2nd Quintile,No,0.80679,67,67,0.71153,0.90204
2018,Hamburg,3rd Quintile,No,0.70099,76,76,0.59738,0.80461
2018,Hamburg,4th Quintile,No,0.74017,70,70,0.63669,0.84365
2018,Hamburg,5th Quintile,No,0.70455,93,93,0.61132,0.79778
2018,Lower Saxony,1st Quintile,Yes,0.09553,73,525,0.07036,0.12070
2018,Lower Saxony,1st Quintile,No,0.66325,452,525,0.62278,0.70371
2018,Lower Saxony,2nd Quintile,Yes,0.08347,55,484,0.05880,0.10814
2018,Lower Saxony,2nd Quintile,No,0.71824,429,484,0.67812,0.75836
2018,Lower Saxony,3rd Quintile,Yes,0.13057,65,483,0.10049,0.16065
2018,Lower Saxony,3rd Quintile,No,0.70436,418,483,0.66362,0.74510
2018,Lower Saxony,4th Quintile,Yes,0.10754,48,460,0.07920,0.13588
2018,Lower Saxony,4th Quintile,No,0.77681,412,460,0.73871,0.81490
2018,Lower Saxony,5th Quintile,Yes,0.10506,48,528,0.07888,0.13124
2018,Lower Saxony,5th Quintile,No,0.81185,480,528,0.77848,0.84522
2018,Bremen,1st Quintile,No,0.61018,52,52,0.47632,0.74403
2018,Bremen,2nd Quintile,No,0.53145,36,36,0.36613,0.69677
2018,Bremen,5th Quintile,No,0.88977,45,45,0.79724,0.98231
2018,North Rhine-Westphalia,1st Quintile,Yes,0.13223,181,1088,0.11209,0.15237
2018,North Rhine-Westphalia,1st Quintile,No,0.62316,907,1088,0.59435,0.65197
2018,North Rhine-Westphalia,2nd Quintile,Yes,0.14472,140,1033,0.12326,0.16619
2018,North Rhine-Westphalia,2nd Quintile,No,0.69103,893,1033,0.66283,0.71922
2018,North Rhine-Westphalia,3rd Quintile,Yes,0.12944,133,980,0.10841,0.15046
2018,North Rhine-Westphalia,3rd Quintile,No,0.72884,847,980,0.70099,0.75669
2018,North Rhine-Westphalia,4th Quintile,Yes,0.12586,127,966,0.10493,0.14679
2018,North Rhine-Westphalia,4th Quintile,No,0.75494,839,966,0.72781,0.78208
2018,North Rhine-Westphalia,5th Quintile,Yes,0.10277,117,1074,0.08460,0.12094
2018,North Rhine-Westphalia,5th Quintile,No,0.79877,957,1074,0.77478,0.82276
2018,Hesse,1st Quintile,No,0.64669,240,240,0.58609,0.70729
2018,Hesse,2nd Quintile,No,0.71107,243,243,0.65396,0.76817
2018,Hesse,3rd Quintile,Yes,0.12907,34,304,0.09131,0.16682
2018,Hesse,3rd Quintile,No,0.74483,270,304,0.69574,0.79392
2018,Hesse,4th Quintile,Yes,0.06962,32,333,0.04224,0.09700
2018,Hesse,4th Quintile,No,0.77524,301,333,0.73033,0.82014
2018,Hesse,5th Quintile,Yes,0.11640,55,432,0.08612,0.14668
2018,Hesse,5th Quintile,No,0.75135,377,432,0.71055,0.79216
2018,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.14012,45,284,0.09968,0.18057
2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.58783,239,284,0.53048,0.64517
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.15101,44,282,0.10915,0.19288
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.61837,238,282,0.56157,0.67517
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.12128,40,270,0.08226,0.16029
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.69024,230,270,0.63498,0.74549
2018,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.17136,45,282,0.12730,0.21542
2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.71793,237,282,0.66531,0.77054
2018,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.08827,31,254,0.05331,0.12323
2018,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.81681,223,254,0.76914,0.86447
2018,Baden-Wuerttemberg,1st Quintile,Yes,0.17810,48,285,0.13360,0.22259
2018,Baden-Wuerttemberg,1st Quintile,No,0.58093,237,285,0.52354,0.63832
2018,Baden-Wuerttemberg,2nd Quintile,Yes,0.09388,65,493,0.06811,0.11966
2018,Baden-Wuerttemberg,2nd Quintile,No,0.69366,428,493,0.65293,0.73440
2018,Baden-Wuerttemberg,3rd Quintile,Yes,0.11082,69,539,0.08429,0.13734
2018,Baden-Wuerttemberg,3rd Quintile,No,0.69213,470,539,0.65312,0.73114
2018,Baden-Wuerttemberg,4th Quintile,Yes,0.09702,71,646,0.07418,0.11987
2018,Baden-Wuerttemberg,4th Quintile,No,0.74464,575,646,0.71099,0.77829
2018,Baden-Wuerttemberg,5th Quintile,Yes,0.08835,66,744,0.06794,0.10876
2018,Baden-Wuerttemberg,5th Quintile,No,0.79792,678,744,0.76904,0.82679
2018,Bavaria,1st Quintile,Yes,0.14873,86,546,0.11886,0.17861
2018,Bavaria,1st Quintile,No,0.63408,460,546,0.59364,0.67452
2018,Bavaria,2nd Quintile,Yes,0.12676,109,716,0.10237,0.15114
2018,Bavaria,2nd Quintile,No,0.67556,607,716,0.64125,0.70988
2018,Bavaria,3rd Quintile,Yes,0.11329,85,710,0.08996,0.13662
2018,Bavaria,3rd Quintile,No,0.71746,625,710,0.68431,0.75060
2018,Bavaria,4th Quintile,Yes,0.08927,92,843,0.07001,0.10854
2018,Bavaria,4th Quintile,No,0.76072,751,843,0.73190,0.78954
2018,Bavaria,5th Quintile,Yes,0.08897,127,978,0.07112,0.10683
2018,Bavaria,5th Quintile,No,0.80122,851,978,0.77619,0.82624
2018,Berlin,1st Quintile,No,0.65051,184,184,0.58142,0.71959
2018,Berlin,2nd Quintile,No,0.74285,147,147,0.67196,0.81375
2018,Berlin,3rd Quintile,No,0.75443,123,123,0.67805,0.83081
2018,Berlin,4th Quintile,No,0.75899,154,154,0.69121,0.82676
2018,Berlin,5th Quintile,No,0.76175,158,158,0.69511,0.82838
2018,Brandenburg,1st Quintile,Yes,0.15457,45,235,0.10825,0.20089
2018,Brandenburg,1st Quintile,No,0.65564,190,235,0.59476,0.71652
2018,Brandenburg,2nd Quintile,Yes,0.12871,43,241,0.08635,0.17108
2018,Brandenburg,2nd Quintile,No,0.67357,198,241,0.61425,0.73290
2018,Brandenburg,3rd Quintile,Yes,0.14657,35,212,0.09884,0.19429
2018,Brandenburg,3rd Quintile,No,0.68679,177,212,0.62421,0.74937
2018,Brandenburg,4th Quintile,No,0.75215,112,112,0.67183,0.83248
2018,Brandenburg,5th Quintile,No,0.64668,102,102,0.55346,0.73990
2018,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.18910,35,165,0.12917,0.24903
2018,Mecklenburg-Western Pomerania,1st Quintile,No,0.57843,130,165,0.50285,0.65400
2018,Mecklenburg-Western Pomerania,2nd Quintile,No,0.69393,134,134,0.61561,0.77226
2018,Mecklenburg-Western Pomerania,3rd Quintile,No,0.71396,74,74,0.61029,0.81762
2018,Mecklenburg-Western Pomerania,4th Quintile,No,0.81610,73,73,0.72662,0.90559
2018,Mecklenburg-Western Pomerania,5th Quintile,No,0.80108,52,52,0.69152,0.91064
2018,Saxony,1st Quintile,Yes,0.13522,43,327,0.09810,0.17234
2018,Saxony,1st Quintile,No,0.65251,284,327,0.60082,0.70420
2018,Saxony,2nd Quintile,Yes,0.12778,67,471,0.09759,0.15796
2018,Saxony,2nd Quintile,No,0.71108,404,471,0.67010,0.75206
2018,Saxony,3rd Quintile,Yes,0.07405,37,347,0.04646,0.10164
2018,Saxony,3rd Quintile,No,0.77749,310,347,0.73366,0.82132
2018,Saxony,4th Quintile,No,0.84047,229,229,0.79294,0.88800
2018,Saxony,5th Quintile,No,0.84963,155,155,0.79318,0.90608
2018,Saxony-Anhalt,1st Quintile,Yes,0.12158,44,259,0.08170,0.16145
2018,Saxony-Anhalt,1st Quintile,No,0.66376,215,259,0.60611,0.72141
2018,Saxony-Anhalt,2nd Quintile,No,0.75414,174,174,0.68998,0.81831
2018,Saxony-Anhalt,3rd Quintile,Yes,0.17979,32,169,0.12172,0.23786
2018,Saxony-Anhalt,3rd Quintile,No,0.61890,137,169,0.54546,0.69234
2018,Saxony-Anhalt,4th Quintile,No,0.75069,106,106,0.66794,0.83343
2018,Saxony-Anhalt,5th Quintile,No,0.75988,89,89,0.67063,0.84912
2018,Thuringa,1st Quintile,Yes,0.17013,36,193,0.11698,0.22328
2018,Thuringa,1st Quintile,No,0.61464,157,193,0.54580,0.68348
2018,Thuringa,2nd Quintile,Yes,0.12056,33,251,0.08020,0.16093
2018,Thuringa,2nd Quintile,No,0.70834,218,251,0.65200,0.76469
2018,Thuringa,3rd Quintile,No,0.68392,166,166,0.61298,0.75486
2018,Thuringa,4th Quintile,No,0.76102,135,135,0.68881,0.83322
2018,Thuringa,5th Quintile,No,0.76402,83,83,0.67212,0.85593
2019,Schleswig-Holstein,1st Quintile,Yes,0.18976,41,169,0.13046,0.24905
2019,Schleswig-Holstein,1st Quintile,No,0.44525,128,169,0.37010,0.52040
2019,Schleswig-Holstein,2nd Quintile,No,0.73540,178,178,0.67041,0.80039
2019,Schleswig-Holstein,3rd Quintile,No,0.70401,144,144,0.62920,0.77883
2019,Schleswig-Holstein,4th Quintile,No,0.68863,126,126,0.60745,0.76981
2019,Schleswig-Holstein,5th Quintile,No,0.74100,130,130,0.66540,0.81660
2019,Hamburg,1st Quintile,No,0.62070,88,88,0.51874,0.72266
2019,Hamburg,2nd Quintile,No,0.69446,48,48,0.56277,0.82615
2019,Hamburg,3rd Quintile,No,0.74340,65,65,0.63640,0.85041
2019,Hamburg,4th Quintile,No,0.70761,89,89,0.61257,0.80265
2019,Hamburg,5th Quintile,No,0.80511,90,90,0.72281,0.88740
2019,Lower Saxony,1st Quintile,Yes,0.13295,90,476,0.10241,0.16348
2019,Lower Saxony,1st Quintile,No,0.62470,386,476,0.58115,0.66824
2019,Lower Saxony,2nd Quintile,Yes,0.09146,59,458,0.06503,0.11789
2019,Lower Saxony,2nd Quintile,No,0.69684,399,458,0.65470,0.73899
2019,Lower Saxony,3rd Quintile,Yes,0.16185,55,432,0.12708,0.19662
2019,Lower Saxony,3rd Quintile,No,0.70572,377,432,0.66270,0.74875
2019,Lower Saxony,4th Quintile,Yes,0.09860,57,458,0.07127,0.12594
2019,Lower Saxony,4th Quintile,No,0.75602,401,458,0.71664,0.79540
2019,Lower Saxony,5th Quintile,Yes,0.08415,45,489,0.05951,0.10878
2019,Lower Saxony,5th Quintile,No,0.82058,444,489,0.78653,0.85462
2019,Bremen,1st Quintile,No,0.61285,61,61,0.48959,0.73610
2019,Bremen,2nd Quintile,No,0.61490,31,31,0.44077,0.78904
2019,Bremen,4th Quintile,No,0.85277,39,39,0.74011,0.96544
2019,Bremen,5th Quintile,No,0.94516,36,36,0.86973,1.02059
2019,North Rhine-Westphalia,1st Quintile,Yes,0.12205,171,991,0.10166,0.14244
2019,North Rhine-Westphalia,1st Quintile,No,0.61187,820,991,0.58152,0.64223
2019,North Rhine-Westphalia,2nd Quintile,Yes,0.11797,142,1002,0.09799,0.13795
2019,North Rhine-Westphalia,2nd Quintile,No,0.71350,860,1002,0.68549,0.74151
2019,North Rhine-Westphalia,3rd Quintile,Yes,0.09995,108,848,0.07975,0.12015
2019,North Rhine-Westphalia,3rd Quintile,No,0.75435,740,848,0.72536,0.78334
2019,North Rhine-Westphalia,4th Quintile,Yes,0.13458,121,913,0.11243,0.15673
2019,North Rhine-Westphalia,4th Quintile,No,0.73938,792,913,0.71089,0.76787
2019,North Rhine-Westphalia,5th Quintile,Yes,0.13283,127,1042,0.11221,0.15344
2019,North Rhine-Westphalia,5th Quintile,No,0.77145,915,1042,0.74595,0.79696
2019,Hesse,1st Quintile,No,0.62686,217,217,0.56236,0.69136
2019,Hesse,2nd Quintile,No,0.71877,215,215,0.65854,0.77901
2019,Hesse,3rd Quintile,No,0.79216,245,245,0.74125,0.84308
2019,Hesse,4th Quintile,No,0.76895,248,248,0.71638,0.82151
2019,Hesse,5th Quintile,Yes,0.15328,59,408,0.11828,0.18828
2019,Hesse,5th Quintile,No,0.71194,349,408,0.66794,0.75594
2019,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.17050,46,288,0.12699,0.21401
2019,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.59957,242,288,0.54288,0.65625
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.09939,37,293,0.06508,0.13371
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.69760,256,293,0.64492,0.75028
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.09344,34,238,0.05639,0.13050
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.76305,204,238,0.70891,0.81718
2019,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.15432,35,233,0.10783,0.20081
2019,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.71340,198,233,0.65521,0.77158
2019,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.12181,32,262,0.08213,0.16149
2019,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.79039,230,262,0.74101,0.83977
2019,Baden-Wuerttemberg,1st Quintile,Yes,0.11549,41,308,0.07974,0.15124
2019,Baden-Wuerttemberg,1st Quintile,No,0.65852,267,308,0.60548,0.71157
2019,Baden-Wuerttemberg,2nd Quintile,Yes,0.12158,61,405,0.08971,0.15344
2019,Baden-Wuerttemberg,2nd Quintile,No,0.67433,344,405,0.62863,0.72003
2019,Baden-Wuerttemberg,3rd Quintile,Yes,0.09711,60,494,0.07097,0.12324
2019,Baden-Wuerttemberg,3rd Quintile,No,0.67180,434,494,0.63035,0.71325
2019,Baden-Wuerttemberg,4th Quintile,Yes,0.07217,56,538,0.05028,0.09406
2019,Baden-Wuerttemberg,4th Quintile,No,0.73432,482,538,0.69696,0.77168
