"hlf0094","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Sehr guenstig","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1993","Hessen","Westdeutschland","54","0.124048759388018","0.0927829027530946","0.155314616022941"
"Sehr guenstig","1993","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1993","Rheinland-Pfalz,Saarland","Westdeutschland","66","0.153923101610149","0.120506221115379","0.187339982104918"
"Sehr guenstig","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1993","Baden-Wuerttemberg","Westdeutschland","141","0.161052441283237","0.138360644349326","0.183744238217148"
"Sehr guenstig","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1993","Bayern","Westdeutschland","146","0.145224496050931","0.123052326203994","0.167396665897868"
"Sehr guenstig","1993","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1993","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1993","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1993","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1993","Brandenburg","Ostdeutschland","","","",""
"Sehr guenstig","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1993","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr guenstig","1993","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1993","Sachsen","Ostdeutschland","","","",""
"Sehr guenstig","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1993","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1993","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1993","Thueringen","Ostdeutschland","","","",""
"Guenstig","1993","Schleswig-Holstein","Westdeutschland","68","0.33840149138616","0.269846995894027","0.406955986878292"
"Guenstig","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1993","Hamburg","Westdeutschland","","","",""
"Guenstig","1993","Hamburg","Ostdeutschland","","","",""
"Guenstig","1993","Niedersachsen","Westdeutschland","218","0.328866680291577","0.292034924712525","0.365698435870628"
"Guenstig","1993","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1993","Bremen","Westdeutschland","","","",""
"Guenstig","1993","Bremen","Ostdeutschland","","","",""
"Guenstig","1993","Nordrhein-Westfalen","Westdeutschland","392","0.330215818724157","0.303847716833795","0.356583920614519"
"Guenstig","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1993","Hessen","Westdeutschland","173","0.443338052220614","0.396218904613138","0.490457199828089"
"Guenstig","1993","Hessen","Ostdeutschland","","","",""
"Guenstig","1993","Rheinland-Pfalz,Saarland","Westdeutschland","183","0.409561297172623","0.364025185060773","0.455097409284474"
"Guenstig","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1993","Baden-Wuerttemberg","Westdeutschland","289","0.284886297756403","0.257022445706728","0.312750149806078"
"Guenstig","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1993","Bayern","Westdeutschland","367","0.38044526656505","0.349892667841477","0.410997865288622"
"Guenstig","1993","Bayern","Ostdeutschland","","","",""
"Guenstig","1993","Berlin","Westdeutschland","","","",""
"Guenstig","1993","Berlin","Ostdeutschland","","","",""
"Guenstig","1993","Brandenburg","Westdeutschland","","","",""
"Guenstig","1993","Brandenburg","Ostdeutschland","103","0.341312454162629","0.286928289884627","0.39569661844063"
"Guenstig","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1993","Mecklenburg-Vorpommern","Ostdeutschland","69","0.383338023338684","0.317735371022163","0.448940675655205"
"Guenstig","1993","Sachsen","Westdeutschland","","","",""
"Guenstig","1993","Sachsen","Ostdeutschland","92","0.252558984898346","0.21050317148935","0.294614798307342"
"Guenstig","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1993","Sachsen-Anhalt","Ostdeutschland","83","0.226869788736215","0.182287444858306","0.271452132614124"
"Guenstig","1993","Thueringen","Westdeutschland","","","",""
"Guenstig","1993","Thueringen","Ostdeutschland","129","0.332566845112167","0.286851566281077","0.378282123943258"
"Angemessen","1993","Schleswig-Holstein","Westdeutschland","75","0.393952221385427","0.323158008927715","0.464746433843139"
"Angemessen","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1993","Hamburg","Westdeutschland","","","",""
"Angemessen","1993","Hamburg","Ostdeutschland","","","",""
"Angemessen","1993","Niedersachsen","Westdeutschland","201","0.339673199409787","0.302543777674929","0.376802621144645"
"Angemessen","1993","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1993","Bremen","Westdeutschland","","","",""
"Angemessen","1993","Bremen","Ostdeutschland","","","",""
"Angemessen","1993","Nordrhein-Westfalen","Westdeutschland","537","0.424708850966913","0.396994673721422","0.452423028212404"
"Angemessen","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1993","Hessen","Westdeutschland","182","0.397142028169349","0.35073170609965","0.443552350239048"
"Angemessen","1993","Hessen","Ostdeutschland","","","",""
"Angemessen","1993","Rheinland-Pfalz,Saarland","Westdeutschland","159","0.364355400656224","0.319791944006683","0.408918857305765"
"Angemessen","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1993","Baden-Wuerttemberg","Westdeutschland","461","0.451376162941739","0.420655932313673","0.482096393569806"
"Angemessen","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1993","Bayern","Westdeutschland","391","0.415821451692495","0.384805260037636","0.446837643347355"
"Angemessen","1993","Bayern","Ostdeutschland","","","",""
"Angemessen","1993","Berlin","Westdeutschland","","","",""
"Angemessen","1993","Berlin","Ostdeutschland","","","",""
"Angemessen","1993","Brandenburg","Westdeutschland","","","",""
"Angemessen","1993","Brandenburg","Ostdeutschland","132","0.434130605876322","0.377281325701122","0.490979886051522"
"Angemessen","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1993","Mecklenburg-Vorpommern","Ostdeutschland","101","0.415784970819354","0.349284056034273","0.482285885604435"
"Angemessen","1993","Sachsen","Westdeutschland","","","",""
"Angemessen","1993","Sachsen","Ostdeutschland","206","0.48463288805261","0.436257890684284","0.533007885420936"
"Angemessen","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1993","Sachsen-Anhalt","Ostdeutschland","173","0.535149046190217","0.482055408365911","0.588242684014524"
"Angemessen","1993","Thueringen","Westdeutschland","","","",""
"Angemessen","1993","Thueringen","Ostdeutschland","167","0.408599162446963","0.360900333904197","0.45629799098973"
"Etwas zu hoch","1993","Schleswig-Holstein","Westdeutschland","","","",""
"Etwas zu hoch","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1993","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Niedersachsen","Westdeutschland","37","0.0429746066957038","0.0270753885417855","0.0588738248496221"
"Etwas zu hoch","1993","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1993","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Nordrhein-Westfalen","Westdeutschland","58","0.0486119613975816","0.036554305002097","0.0606696177930662"
"Etwas zu hoch","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Hessen","Westdeutschland","","","",""
"Etwas zu hoch","1993","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Rheinland-Pfalz,Saarland","Westdeutschland","32","0.0572223972469697","0.0357145602548396","0.0787302342390998"
"Etwas zu hoch","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Baden-Wuerttemberg","Westdeutschland","100","0.0923229714530163","0.0744524023086758","0.110193540597357"
"Etwas zu hoch","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Bayern","Westdeutschland","42","0.0350720186381668","0.023495177981015","0.0466488592953187"
"Etwas zu hoch","1993","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1993","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1993","Brandenburg","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1993","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1993","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1993","Sachsen","Ostdeutschland","69","0.160436301541338","0.12491128329964","0.195961319783037"
"Etwas zu hoch","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1993","Sachsen-Anhalt","Ostdeutschland","40","0.124199565501946","0.0890911800062708","0.15930795099762"
"Etwas zu hoch","1993","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1993","Thueringen","Ostdeutschland","71","0.15773414106684","0.12236655161823","0.193101730515451"
"Viel zu hoch","1993","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1993","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1993","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1993","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1993","Niedersachsen","Westdeutschland","","","",""
"Viel zu hoch","1993","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1993","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1993","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1993","Nordrhein-Westfalen","Westdeutschland","","","",""
"Viel zu hoch","1993","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1993","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1993","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1993","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1993","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","1993","Baden-Wuerttemberg","Westdeutschland","","","",""
"Viel zu hoch","1993","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","1993","Bayern","Westdeutschland","","","",""
"Viel zu hoch","1993","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","1993","Berlin","Westdeutschland","","","",""
"Viel zu hoch","1993","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","1993","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","1993","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","1993","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","1993","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","1993","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","1993","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","1993","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","1993","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","1993","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","1993","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","1994","Schleswig-Holstein","Westdeutschland","","","",""
"Sehr guenstig","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","1994","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","1994","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","1994","Niedersachsen","Westdeutschland","131","0.212437761765417","0.179978288031097","0.244897235499738"
"Sehr guenstig","1994","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","1994","Bremen","Westdeutschland","","","",""
"Sehr guenstig","1994","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","1994","Nordrhein-Westfalen","Westdeutschland","210","0.182749243716623","0.160892671758414","0.204605815674832"
"Sehr guenstig","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1994","Hessen","Westdeutschland","75","0.218232628753275","0.178635968042687","0.257829289463864"
"Sehr guenstig","1994","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1994","Rheinland-Pfalz,Saarland","Westdeutschland","75","0.173811190887197","0.138403282377419","0.209219099396975"
"Sehr guenstig","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1994","Baden-Wuerttemberg","Westdeutschland","142","0.1687439695465","0.14565768477905","0.191830254313951"
"Sehr guenstig","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1994","Bayern","Westdeutschland","174","0.182012442894904","0.157879169372408","0.2061457164174"
"Sehr guenstig","1994","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1994","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1994","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1994","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1994","Brandenburg","Ostdeutschland","","","",""
"Sehr guenstig","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr guenstig","1994","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1994","Sachsen","Ostdeutschland","31","0.0586777411805024","0.0370829877103724","0.0802724946506324"
"Sehr guenstig","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1994","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1994","Thueringen","Ostdeutschland","","","",""
"Guenstig","1994","Schleswig-Holstein","Westdeutschland","63","0.320610503675239","0.252991178321501","0.388229829028977"
"Guenstig","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1994","Hamburg","Westdeutschland","","","",""
"Guenstig","1994","Hamburg","Ostdeutschland","","","",""
"Guenstig","1994","Niedersachsen","Westdeutschland","195","0.308106169131629","0.271466368678125","0.344745969585134"
"Guenstig","1994","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1994","Bremen","Westdeutschland","","","",""
"Guenstig","1994","Bremen","Ostdeutschland","","","",""
"Guenstig","1994","Nordrhein-Westfalen","Westdeutschland","361","0.30373219622847","0.277724004429776","0.329740388027164"
"Guenstig","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1994","Hessen","Westdeutschland","149","0.345447808627016","0.299862666652524","0.391032950601507"
"Guenstig","1994","Hessen","Ostdeutschland","","","",""
"Guenstig","1994","Rheinland-Pfalz,Saarland","Westdeutschland","179","0.401865125376048","0.356055000597551","0.447675250154546"
"Guenstig","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1994","Baden-Wuerttemberg","Westdeutschland","309","0.300057932241451","0.271808734583294","0.328307129899608"
"Guenstig","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1994","Bayern","Westdeutschland","282","0.280985000279412","0.252872278747871","0.309097721810953"
"Guenstig","1994","Bayern","Ostdeutschland","","","",""
"Guenstig","1994","Berlin","Westdeutschland","","","",""
"Guenstig","1994","Berlin","Ostdeutschland","","","",""
"Guenstig","1994","Brandenburg","Westdeutschland","","","",""
"Guenstig","1994","Brandenburg","Ostdeutschland","84","0.283630454374646","0.231929131788432","0.335331776960861"
"Guenstig","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Guenstig","1994","Mecklenburg-Vorpommern","Ostdeutschland","81","0.432685230891993","0.362967168818043","0.502403292965944"
"Guenstig","1994","Sachsen","Westdeutschland","","","",""
"Guenstig","1994","Sachsen","Ostdeutschland","131","0.276618973769159","0.235516597347933","0.317721350190385"
"Guenstig","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Guenstig","1994","Sachsen-Anhalt","Ostdeutschland","72","0.214262964648397","0.170390642797623","0.25813528649917"
"Guenstig","1994","Thueringen","Westdeutschland","","","",""
"Guenstig","1994","Thueringen","Ostdeutschland","123","0.336272103311238","0.290982302974672","0.381561903647804"
"Angemessen","1994","Schleswig-Holstein","Westdeutschland","88","0.488407983088872","0.415985101183475","0.560830864994269"
"Angemessen","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Angemessen","1994","Hamburg","Westdeutschland","","","",""
"Angemessen","1994","Hamburg","Ostdeutschland","","","",""
"Angemessen","1994","Niedersachsen","Westdeutschland","245","0.401974707843728","0.363066402668486","0.440883013018971"
"Angemessen","1994","Niedersachsen","Ostdeutschland","","","",""
"Angemessen","1994","Bremen","Westdeutschland","","","",""
"Angemessen","1994","Bremen","Ostdeutschland","","","",""
"Angemessen","1994","Nordrhein-Westfalen","Westdeutschland","559","0.454683687754437","0.426522204919528","0.482845170589347"
"Angemessen","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Angemessen","1994","Hessen","Westdeutschland","152","0.389368002447311","0.342623573494961","0.436112431399662"
"Angemessen","1994","Hessen","Ostdeutschland","","","",""
"Angemessen","1994","Rheinland-Pfalz,Saarland","Westdeutschland","155","0.343799376282427","0.299418832989299","0.388179919575555"
"Angemessen","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Angemessen","1994","Baden-Wuerttemberg","Westdeutschland","468","0.446650570404804","0.416005812623587","0.477295328186021"
"Angemessen","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Angemessen","1994","Bayern","Westdeutschland","442","0.456595722168679","0.425441293393393","0.487750150943965"
"Angemessen","1994","Bayern","Ostdeutschland","","","",""
"Angemessen","1994","Berlin","Westdeutschland","","","",""
"Angemessen","1994","Berlin","Ostdeutschland","","","",""
"Angemessen","1994","Brandenburg","Westdeutschland","","","",""
"Angemessen","1994","Brandenburg","Ostdeutschland","153","0.53546436406539","0.478259696025893","0.592669032104888"
"Angemessen","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Angemessen","1994","Mecklenburg-Vorpommern","Ostdeutschland","83","0.419209314935943","0.349775263096158","0.488643366775728"
"Angemessen","1994","Sachsen","Westdeutschland","","","",""
"Angemessen","1994","Sachsen","Ostdeutschland","207","0.463046256499981","0.417229639497429","0.508862873502532"
"Angemessen","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Angemessen","1994","Sachsen-Anhalt","Ostdeutschland","175","0.549253722171144","0.496051345796244","0.602456098546044"
"Angemessen","1994","Thueringen","Westdeutschland","","","",""
"Angemessen","1994","Thueringen","Ostdeutschland","176","0.389570501200831","0.342821672021646","0.436319330380017"
"Etwas zu hoch","1994","Schleswig-Holstein","Westdeutschland","","","",""
"Etwas zu hoch","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Hamburg","Westdeutschland","","","",""
"Etwas zu hoch","1994","Hamburg","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Niedersachsen","Westdeutschland","30","0.0597980576110314","0.0409816252274999","0.078614489994563"
"Etwas zu hoch","1994","Niedersachsen","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Bremen","Westdeutschland","","","",""
"Etwas zu hoch","1994","Bremen","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Nordrhein-Westfalen","Westdeutschland","62","0.0551150392416914","0.0422087582529539","0.068021320230429"
"Etwas zu hoch","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Hessen","Westdeutschland","35","0.0341549371776655","0.0167432671709403","0.0515666071843906"
"Etwas zu hoch","1994","Hessen","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Rheinland-Pfalz,Saarland","Westdeutschland","30","0.080060846507745","0.0547030569551096","0.10541863606038"
"Etwas zu hoch","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Baden-Wuerttemberg","Westdeutschland","71","0.0692590295497886","0.0536086407895764","0.0849094183100009"
"Etwas zu hoch","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Bayern","Westdeutschland","71","0.0699373414183589","0.0539857869660596","0.0858888958706582"
"Etwas zu hoch","1994","Bayern","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Berlin","Westdeutschland","","","",""
"Etwas zu hoch","1994","Berlin","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Brandenburg","Westdeutschland","","","",""
"Etwas zu hoch","1994","Brandenburg","Ostdeutschland","37","0.0950361944837904","0.0613992305955791","0.128673158372002"
"Etwas zu hoch","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Etwas zu hoch","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Etwas zu hoch","1994","Sachsen","Westdeutschland","","","",""
"Etwas zu hoch","1994","Sachsen","Ostdeutschland","65","0.139556542132144","0.107716131411171","0.171396952853118"
"Etwas zu hoch","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Etwas zu hoch","1994","Sachsen-Anhalt","Ostdeutschland","56","0.137431111073151","0.100616698411465","0.174245523734837"
"Etwas zu hoch","1994","Thueringen","Westdeutschland","","","",""
"Etwas zu hoch","1994","Thueringen","Ostdeutschland","83","0.186327026454761","0.149000049188848","0.223654003720674"
"Viel zu hoch","1994","Schleswig-Holstein","Westdeutschland","","","",""
"Viel zu hoch","1994","Schleswig-Holstein","Ostdeutschland","","","",""
"Viel zu hoch","1994","Hamburg","Westdeutschland","","","",""
"Viel zu hoch","1994","Hamburg","Ostdeutschland","","","",""
"Viel zu hoch","1994","Niedersachsen","Westdeutschland","","","",""
"Viel zu hoch","1994","Niedersachsen","Ostdeutschland","","","",""
"Viel zu hoch","1994","Bremen","Westdeutschland","","","",""
"Viel zu hoch","1994","Bremen","Ostdeutschland","","","",""
"Viel zu hoch","1994","Nordrhein-Westfalen","Westdeutschland","","","",""
"Viel zu hoch","1994","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Viel zu hoch","1994","Hessen","Westdeutschland","","","",""
"Viel zu hoch","1994","Hessen","Ostdeutschland","","","",""
"Viel zu hoch","1994","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Viel zu hoch","1994","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Viel zu hoch","1994","Baden-Wuerttemberg","Westdeutschland","","","",""
"Viel zu hoch","1994","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Viel zu hoch","1994","Bayern","Westdeutschland","","","",""
"Viel zu hoch","1994","Bayern","Ostdeutschland","","","",""
"Viel zu hoch","1994","Berlin","Westdeutschland","","","",""
"Viel zu hoch","1994","Berlin","Ostdeutschland","","","",""
"Viel zu hoch","1994","Brandenburg","Westdeutschland","","","",""
"Viel zu hoch","1994","Brandenburg","Ostdeutschland","","","",""
"Viel zu hoch","1994","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Viel zu hoch","1994","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Viel zu hoch","1994","Sachsen","Westdeutschland","","","",""
"Viel zu hoch","1994","Sachsen","Ostdeutschland","","","",""
"Viel zu hoch","1994","Sachsen-Anhalt","Westdeutschland","","","",""
"Viel zu hoch","1994","Sachsen-Anhalt","Ostdeutschland","","","",""
"Viel zu hoch","1994","Thueringen","Westdeutschland","","","",""
"Viel zu hoch","1994","Thueringen","Ostdeutschland","","","",""
"Sehr guenstig","1995","Schleswig-Holstein","Westdeutschland","36","0.178740812256912","0.124965521216544","0.232516103297279"
"Sehr guenstig","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"Sehr guenstig","1995","Hamburg","Westdeutschland","","","",""
"Sehr guenstig","1995","Hamburg","Ostdeutschland","","","",""
"Sehr guenstig","1995","Niedersachsen","Westdeutschland","135","0.2297004712984","0.197560469004443","0.261840473592356"
"Sehr guenstig","1995","Niedersachsen","Ostdeutschland","","","",""
"Sehr guenstig","1995","Bremen","Westdeutschland","","","",""
"Sehr guenstig","1995","Bremen","Ostdeutschland","","","",""
"Sehr guenstig","1995","Nordrhein-Westfalen","Westdeutschland","225","0.174494145941318","0.153537907660061","0.195450384222575"
"Sehr guenstig","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Sehr guenstig","1995","Hessen","Westdeutschland","42","0.122661896146875","0.0907913710317259","0.154532421262025"
"Sehr guenstig","1995","Hessen","Ostdeutschland","","","",""
"Sehr guenstig","1995","Rheinland-Pfalz,Saarland","Westdeutschland","83","0.183430407037334","0.148366732115395","0.218494081959272"
"Sehr guenstig","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Sehr guenstig","1995","Baden-Wuerttemberg","Westdeutschland","139","0.15358696170484","0.13126241871208","0.1759115046976"
"Sehr guenstig","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Sehr guenstig","1995","Bayern","Westdeutschland","142","0.151941476996095","0.129803471669169","0.174079482323022"
"Sehr guenstig","1995","Bayern","Ostdeutschland","","","",""
"Sehr guenstig","1995","Berlin","Westdeutschland","","","",""
"Sehr guenstig","1995","Berlin","Ostdeutschland","","","",""
"Sehr guenstig","1995","Brandenburg","Westdeutschland","","","",""
"Sehr guenstig","1995","Brandenburg","Ostdeutschland","","","",""
"Sehr guenstig","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Sehr guenstig","1995","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Sehr guenstig","1995","Sachsen","Westdeutschland","","","",""
"Sehr guenstig","1995","Sachsen","Ostdeutschland","31","0.0638967903118327","0.0410448468194937","0.0867487338041717"
"Sehr guenstig","1995","Sachsen-Anhalt","Westdeutschland","","","",""
"Sehr guenstig","1995","Sachsen-Anhalt","Ostdeutschland","","","",""
"Sehr guenstig","1995","Thueringen","Westdeutschland","","","",""
"Sehr guenstig","1995","Thueringen","Ostdeutschland","","","",""
"Guenstig","1995","Schleswig-Holstein","Westdeutschland","63","0.352511217105152","0.285455875331036","0.419566558879268"
"Guenstig","1995","Schleswig-Holstein","Ostdeutschland","","","",""
"Guenstig","1995","Hamburg","Westdeutschland","","","",""
"Guenstig","1995","Hamburg","Ostdeutschland","","","",""
"Guenstig","1995","Niedersachsen","Westdeutschland","213","0.2929888416719","0.258213306786405","0.327764376557395"
"Guenstig","1995","Niedersachsen","Ostdeutschland","","","",""
"Guenstig","1995","Bremen","Westdeutschland","","","",""
"Guenstig","1995","Bremen","Ostdeutschland","","","",""
"Guenstig","1995","Nordrhein-Westfalen","Westdeutschland","354","0.28997265718466","0.264918552982917","0.315026761386404"
"Guenstig","1995","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Guenstig","1995","Hessen","Westdeutschland","147","0.373669551009576","0.326669697512429","0.420669404506722"
"Guenstig","1995","Hessen","Ostdeutschland","","","",""
"Guenstig","1995","Rheinland-Pfalz,Saarland","Westdeutschland","161","0.356879707337132","0.313475463143561","0.400283951530703"
"Guenstig","1995","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Guenstig","1995","Baden-Wuerttemberg","Westdeutschland","335","0.345329059614403","0.315888753244545","0.37476936598426"
"Guenstig","1995","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Guenstig","1995","Bayern","Westdeutschland","340","0.331599071919964","0.302564690389536","0.360633453450391"
"Guenstig","1995","Bayern","Ostdeutschland","","","",""
"Guenstig","1995","Berlin","Westdeutschland","","","",""
"Guenstig","1995","Berlin","Ostdeutschland","","","",""
"Guenstig","1995","Brandenburg","Westdeutschland","","","",""
"Guenstig","1995","Brandenburg","Ostdeutschland","101","0.425134333320137","0.367840042260549","0.482428624379725"
"Guenstig","1995","Mecklenburg-Vorpommern","Westdeutschland","","","",""
