"hlf0094","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr guenstig","1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr guenstig","1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr guenstig","1995","2","Staedtischer Raum","199","0.171313686089958","0.148359123094509","0.194268249085408"
"Sehr guenstig","1995","2","Laendlicher Raum","90","0.137086818751926","0.11432380844792","0.159849829055932"
"Sehr guenstig","1995","3","Staedtischer Raum","124","0.146044039062704","0.122427776746905","0.169660301378503"
"Sehr guenstig","1995","3","Laendlicher Raum","58","0.128447578295777","0.0992368395775578","0.157658317013996"
"Sehr guenstig","1995","4","Staedtischer Raum","96","0.137566783009169","0.110776286856302","0.164357279162035"
"Sehr guenstig","1995","4","Laendlicher Raum","60","0.234373287774799","0.183657486805654","0.285089088743944"
"Sehr guenstig","1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr guenstig","1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Guenstig","1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Guenstig","1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Guenstig","1995","2","Staedtischer Raum","349","0.369072370414807","0.339673986543887","0.398470754285727"
"Guenstig","1995","2","Laendlicher Raum","272","0.339370867298857","0.308033361001398","0.370708373596316"
"Guenstig","1995","3","Staedtischer Raum","283","0.334038841628663","0.302497915329158","0.365579767928168"
"Guenstig","1995","3","Laendlicher Raum","175","0.333346797621572","0.292191006792707","0.374502588450438"
"Guenstig","1995","4","Staedtischer Raum","171","0.272614749931681","0.237979514158175","0.307249985705187"
"Guenstig","1995","4","Laendlicher Raum","71","0.314136335638799","0.25856399636577","0.369708674911829"
"Guenstig","1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Guenstig","1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Angemessen","1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Angemessen","1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Angemessen","1995","2","Staedtischer Raum","417","0.391731963936944","0.361993405073095","0.421470522800792"
"Angemessen","1995","2","Laendlicher Raum","398","0.430853767645062","0.398080090248468","0.463627445041656"
"Angemessen","1995","3","Staedtischer Raum","338","0.397259826085537","0.364536766533481","0.429982885637594"
"Angemessen","1995","3","Laendlicher Raum","218","0.459535083352131","0.416026402771296","0.503043763932966"
"Angemessen","1995","4","Staedtischer Raum","290","0.457080450749062","0.418334591918282","0.495826309579841"
"Angemessen","1995","4","Laendlicher Raum","110","0.37944440531969","0.321348554202232","0.437540256437149"
"Angemessen","1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Angemessen","1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu hoch","1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu hoch","1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu hoch","1995","2","Staedtischer Raum","67","0.0670337899630588","0.05179825315679","0.0822693267693276"
"Etwas zu hoch","1995","2","Laendlicher Raum","96","0.0736241119130127","0.0563398057613731","0.0909084180646523"
"Etwas zu hoch","1995","3","Staedtischer Raum","90","0.100041904139405","0.0799762358840179","0.120107572394793"
"Etwas zu hoch","1995","3","Laendlicher Raum","50","0.0736972298076809","0.0508867255534691","0.0965077340618927"
"Etwas zu hoch","1995","4","Staedtischer Raum","66","0.120100419969181","0.0948161716685451","0.145384668269818"
"Etwas zu hoch","1995","4","Laendlicher Raum","23","","",""
"Etwas zu hoch","1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu hoch","1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu hoch","1995","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu hoch","1995","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu hoch","1995","2","Staedtischer Raum","3","","",""
"Viel zu hoch","1995","2","Laendlicher Raum","21","","",""
"Viel zu hoch","1995","3","Staedtischer Raum","24","","",""
"Viel zu hoch","1995","3","Laendlicher Raum","3","","",""
"Viel zu hoch","1995","4","Staedtischer Raum","12","","",""
"Viel zu hoch","1995","4","Laendlicher Raum","4","","",""
"Viel zu hoch","1995","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu hoch","1995","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr guenstig","1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr guenstig","1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr guenstig","1996","2","Staedtischer Raum","131","0.144313378967943","0.122445688219331","0.166181069716555"
"Sehr guenstig","1996","2","Laendlicher Raum","103","0.147581220816069","0.124587087400775","0.170575354231362"
"Sehr guenstig","1996","3","Staedtischer Raum","134","0.166515452929115","0.141957169561626","0.191073736296604"
"Sehr guenstig","1996","3","Laendlicher Raum","63","0.129768175130415","0.102652297538902","0.156884052721928"
"Sehr guenstig","1996","4","Staedtischer Raum","112","0.176202194158466","0.147733349450668","0.204671038866263"
"Sehr guenstig","1996","4","Laendlicher Raum","54","0.199982328779002","0.154795647702821","0.245169009855182"
"Sehr guenstig","1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr guenstig","1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Guenstig","1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Guenstig","1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Guenstig","1996","2","Staedtischer Raum","333","0.367184199635881","0.337187539369669","0.397180859902093"
"Guenstig","1996","2","Laendlicher Raum","315","0.340688843466139","0.309963329136148","0.37141435779613"
"Guenstig","1996","3","Staedtischer Raum","283","0.328585793848926","0.297622895064141","0.35954869263371"
"Guenstig","1996","3","Laendlicher Raum","179","0.294757075960635","0.257967602368571","0.3315465495527"
"Guenstig","1996","4","Staedtischer Raum","204","0.296315795593446","0.262194919425797","0.330436671761095"
"Guenstig","1996","4","Laendlicher Raum","73","0.273544505134439","0.22318478042344","0.323904229845439"
"Guenstig","1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Guenstig","1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Angemessen","1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Angemessen","1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Angemessen","1996","2","Staedtischer Raum","419","0.39798631426705","0.367526341822454","0.428446286711645"
"Angemessen","1996","2","Laendlicher Raum","435","0.449832561745682","0.41758121316213","0.482083910329234"
"Angemessen","1996","3","Staedtischer Raum","354","0.380204308389874","0.348203956653444","0.412204660126303"
"Angemessen","1996","3","Laendlicher Raum","278","0.495062606416858","0.45471935338117","0.535405859452546"
"Angemessen","1996","4","Staedtischer Raum","305","0.434428879040953","0.397390085802098","0.471467672279808"
"Angemessen","1996","4","Laendlicher Raum","133","0.41365702935818","0.358020387456151","0.469293671260209"
"Angemessen","1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Angemessen","1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Etwas zu hoch","1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Etwas zu hoch","1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Etwas zu hoch","1996","2","Staedtischer Raum","85","0.0781867246567635","0.0614804258742151","0.0948930234393119"
"Etwas zu hoch","1996","2","Laendlicher Raum","52","0.0518374193388199","0.0374647284501723","0.0662101102274674"
"Etwas zu hoch","1996","3","Staedtischer Raum","85","0.091879660554886","0.0728380643653881","0.110921256744384"
"Etwas zu hoch","1996","3","Laendlicher Raum","65","0.0714352546903531","0.0506533916015551","0.0922171177791511"
"Etwas zu hoch","1996","4","Staedtischer Raum","57","0.0656474309671162","0.0471411934621936","0.0841536684720388"
"Etwas zu hoch","1996","4","Laendlicher Raum","36","0.0929471649058195","0.0601452491072924","0.125749080704347"
"Etwas zu hoch","1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Etwas zu hoch","1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Viel zu hoch","1996","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Viel zu hoch","1996","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Viel zu hoch","1996","2","Staedtischer Raum","24","","",""
"Viel zu hoch","1996","2","Laendlicher Raum","9","","",""
"Viel zu hoch","1996","3","Staedtischer Raum","28","","",""
"Viel zu hoch","1996","3","Laendlicher Raum","5","","",""
"Viel zu hoch","1996","4","Staedtischer Raum","10","","",""
"Viel zu hoch","1996","4","Laendlicher Raum","5","","",""
"Viel zu hoch","1996","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Viel zu hoch","1996","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr guenstig","1997","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr guenstig","1997","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
