year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,5413,0.62703,0.58006,0.67399,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1985,female,5610,1.28874,1.21032,1.36716,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,male,5231,0.69286,0.64099,0.74472,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1986,female,5351,1.37111,1.28654,1.45568,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,male,5172,0.78594,0.73001,0.84187,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1987,female,5280,1.49170,1.40028,1.58312,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1988,male,4929,0.81445,0.75503,0.87386,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1988,female,5039,1.48809,1.39439,1.58180,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,male,4760,0.85287,0.79116,0.91457,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1989,female,4901,1.62706,1.52197,1.73216,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,male,6764,0.39755,0.35944,0.43566,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1990,female,7114,1.33874,1.25561,1.42188,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,6459,1.04796,0.98651,1.10942,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,female,6850,1.96195,1.86308,2.06083,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1993,male,6365,1.03805,0.97514,1.10097,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1993,female,6736,2.03459,1.92865,2.14054,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,6410,1.06997,1.00584,1.13410,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1995,female,6874,2.11668,2.00868,2.22468,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,6207,1.12855,1.05859,1.19851,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1997,female,6618,2.22699,2.10913,2.34485,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,6607,1.03170,0.96855,1.09484,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1999,female,7065,2.10351,1.99046,2.21656,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,10524,1.00479,0.95386,1.05573,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2001,female,11396,1.91408,1.83146,1.99670,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2002,male,,,,,,,,,,,,
2002,female,,,,,,,,,,,,
2003,male,10677,1.08370,1.02922,1.13819,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2003,female,11488,2.08101,1.99174,2.17028,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
2004,male,,,,,,,,,,,,
2004,female,,,,,,,,,,,,
