year,bula_h,sampreg,ple0187,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,Schleswig-Holstein,West,No,0.03616061311836156,923,26375,0.03611617899368472,0.0362050472430384
2017,Hamburg,West,No,0.02281507993578587,455,26375,0.022779541707136437,0.022850618164435305
2017,Lower Saxony,West,Yes,0.002653124567081443,91,26375,0.0026408812714021745,0.002665367862760712
2017,Lower Saxony,West,No,0.09473197489237017,2606,26375,0.09466227481056663,0.09480167497417372
2017,Bremen,West,No,0.008859170987723264,213,26375,0.008836868124186775,0.008881473851259753
2017,North Rhine-Westphalia,West,Yes,0.005715956148206636,162,26375,0.005698013105911049,0.005733899190502222
2017,North Rhine-Westphalia,West,No,0.21258152656588028,5362,26375,0.2124841483166289,0.21267890481513166
2017,Hesse,West,Yes,0.002230184444139159,51,26375,0.002218956972321147,0.0022414119159571712
2017,Hesse,West,No,0.07330853657817295,1738,26375,0.07324650093947993,0.07337057221686596
2017,"Rhineland-Palatinate, Saarland",West,Yes,0.0015443244089260095,40,26375,0.001534978316649505,0.001553670501202514
2017,"Rhineland-Palatinate, Saarland",West,No,0.056706506189592595,1484,26375,0.05665145885864989,0.0567615535205353
2017,Baden-Wuerttemberg,West,Yes,0.004418706544993972,96,26375,0.004402920172516607,0.0044344929174713376
2017,Baden-Wuerttemberg,West,No,0.12877317819118547,2922,26375,0.1286934568259224,0.12885289955644855
2017,Bavaria,West,Yes,0.00537053719013333,139,26375,0.005353141729805861,0.005387932650460799
2017,Bavaria,West,No,0.14813298248725573,4072,26375,0.14804843354339473,0.14821753143111674
2017,Berlin,West,No,0.024816156809054107,533,26375,0.024779130799170532,0.024853182818937683
2017,Berlin,East,No,0.017259152403595122,412,26375,0.01722815497719339,0.017290149829996854
2017,Brandenburg,East,No,0.02969145670669415,1005,26375,0.029651058035353763,0.029731855378034536
2017,Mecklenburg-Western Pomerania,East,No,0.01813815236100303,560,26375,0.01810638960949148,0.018169915112514583
2017,Saxony,East,Yes,0.0009773915925910025,37,26375,0.0009699542401976022,0.0009848289449844029
2017,Saxony,East,No,0.05239928356229487,1616,26375,0.05234624743962317,0.05245231968496657
2017,Saxony-Anhalt,East,No,0.027333402199549415,906,26375,0.02729459384326712,0.02737221055583171
2017,Thuringa,East,No,0.025382602115409967,952,26375,0.025345166795174224,0.02542003743564571
2019,Schleswig-Holstein,West,Yes,0.001312439817565583,32,25555,0.0013038168394930434,0.0013210627956381227
2019,Schleswig-Holstein,West,No,0.035595771967458674,924,25555,0.03555164221172851,0.03563990172318884
2019,Hamburg,West,No,0.022407752963417665,510,25555,0.022372501204531117,0.022443004722304212
2019,Lower Saxony,West,Yes,0.0038687106143280646,89,25555,0.003853924836500606,0.003883496392155523
2019,Lower Saxony,West,No,0.09412093748316538,2404,25555,0.09405139006761454,0.09419048489871623
2019,Bremen,West,No,0.009231594991701996,217,25555,0.009208816382250145,0.009254373601153847
2019,North Rhine-Westphalia,West,Yes,0.0077927779797511455,214,25555,0.007771834438997036,0.007813721520505256
2019,North Rhine-Westphalia,West,No,0.2117658093865946,5192,25555,0.21166849919706232,0.21186311957612686
2019,Hesse,West,Yes,0.002733666481916652,61,25555,0.0027212304706842254,0.0027461024931490787
2019,Hesse,West,No,0.0748441286160474,1650,25555,0.07478145437471011,0.0749068028573847
2019,"Rhineland-Palatinate, Saarland",West,Yes,0.001463899711452261,37,25555,0.0014547934459046821,0.00147300597699984
2019,"Rhineland-Palatinate, Saarland",West,No,0.055829659569520663,1429,25555,0.055774975550036965,0.05588434358900436
2019,Baden-Wuerttemberg,West,Yes,0.004200388469608027,89,25555,0.004184984471103859,0.004215792468112195
2019,Baden-Wuerttemberg,West,No,0.12918436793194754,2710,25555,0.12910448189933804,0.12926425396455704
2019,Bavaria,West,Yes,0.005545795403426736,130,25555,0.005528107470668018,0.005563483336185454
2019,Bavaria,West,No,0.14393872765512922,3821,25555,0.14385512038998668,0.14402233492027175
2019,Berlin,West,Yes,0.0013888048947990241,36,25555,0.0013799349361092873,0.001397674853488761
