year,age_gr,quintil_oecd,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,46-65 y.,1st Quintile,Never,0.15928,121,368,0.12184,0.19672
2009,46-65 y.,2nd Quintile,"Yes, depending on situation",0.18938,147,363,0.14901,0.22974
2009,46-65 y.,2nd Quintile,Rather not,0.18721,132,363,0.14703,0.22740
2009,46-65 y.,2nd Quintile,Never,0.12583,84,363,0.09166,0.15999
2009,46-65 y.,3rd Quintile,"Yes, depending on situation",0.18808,228,524,0.15459,0.22158
2009,46-65 y.,3rd Quintile,Rather not,0.20123,179,524,0.16687,0.23559
2009,46-65 y.,3rd Quintile,Never,0.13246,117,524,0.10341,0.16151
2009,46-65 y.,4th Quintile,"Yes, depending on situation",0.21115,305,685,0.18056,0.24174
2009,46-65 y.,4th Quintile,Rather not,0.18489,251,685,0.15579,0.21398
2009,46-65 y.,4th Quintile,Never,0.10031,129,685,0.07780,0.12283
2009,46-65 y.,5th Quintile,"Yes, happily",0.03316,73,1412,0.02382,0.04250
2009,46-65 y.,5th Quintile,"Yes, depending on situation",0.24233,610,1412,0.21997,0.26469
2009,46-65 y.,5th Quintile,Rather not,0.24291,530,1412,0.22054,0.26529
2009,46-65 y.,5th Quintile,Never,0.08953,199,1412,0.07463,0.10443
2009,66 and older,1st Quintile,Rather not,0.06914,50,123,0.02412,0.11416
2009,66 and older,1st Quintile,Never,0.10247,73,123,0.04865,0.15628
2009,66 and older,2nd Quintile,"Yes, depending on situation",0.06838,76,223,0.03518,0.10159
2009,66 and older,2nd Quintile,Rather not,0.06770,70,223,0.03465,0.10075
2009,66 and older,2nd Quintile,Never,0.08345,77,223,0.04707,0.11983
2009,66 and older,3rd Quintile,"Yes, depending on situation",0.08535,78,216,0.04800,0.12269
2009,66 and older,3rd Quintile,Rather not,0.08508,73,216,0.04779,0.12237
2009,66 and older,3rd Quintile,Never,0.06836,65,216,0.03463,0.10209
2009,66 and older,4th Quintile,"Yes, depending on situation",0.11871,72,192,0.07284,0.16458
2009,66 and older,4th Quintile,Rather not,0.10371,76,192,0.06047,0.14695
2009,66 and older,4th Quintile,Never,0.07145,44,192,0.03492,0.10798
2009,66 and older,5th Quintile,"Yes, depending on situation",0.14758,146,325,0.10896,0.18621
2009,66 and older,5th Quintile,Rather not,0.12859,107,325,0.09214,0.16504
2009,66 and older,5th Quintile,Never,0.08948,72,325,0.05840,0.12056
2014,17-29 y.,1st Quintile,"Yes, happily",0.11515,155,1432,0.09861,0.13169
2014,17-29 y.,1st Quintile,"Yes, depending on situation",0.36359,495,1432,0.33867,0.38852
2014,17-29 y.,1st Quintile,Rather not,0.22459,377,1432,0.20297,0.24622
2014,17-29 y.,1st Quintile,Never,0.21961,405,1432,0.19816,0.24105
2014,17-29 y.,2nd Quintile,"Yes, happily",0.06871,78,854,0.05174,0.08569
2014,17-29 y.,2nd Quintile,"Yes, depending on situation",0.33972,288,854,0.30794,0.37151
2014,17-29 y.,2nd Quintile,Rather not,0.22919,242,854,0.20098,0.25740
2014,17-29 y.,2nd Quintile,Never,0.23344,246,854,0.20505,0.26183
2014,17-29 y.,3rd Quintile,"Yes, happily",0.09562,71,750,0.07456,0.11668
2014,17-29 y.,3rd Quintile,"Yes, depending on situation",0.33111,261,750,0.29741,0.36481
2014,17-29 y.,3rd Quintile,Rather not,0.28498,233,750,0.25266,0.31731
2014,17-29 y.,3rd Quintile,Never,0.20487,185,750,0.17597,0.23378
2014,17-29 y.,4th Quintile,"Yes, happily",0.07227,58,712,0.05324,0.09130
2014,17-29 y.,4th Quintile,"Yes, depending on situation",0.35946,266,712,0.32419,0.39473
2014,17-29 y.,4th Quintile,Rather not,0.26913,194,712,0.23653,0.30173
2014,17-29 y.,4th Quintile,Never,0.23244,194,712,0.20139,0.26348
2014,17-29 y.,5th Quintile,"Yes, happily",0.05237,41,471,0.03223,0.07251
2014,17-29 y.,5th Quintile,"Yes, depending on situation",0.33384,177,471,0.29121,0.37648
2014,17-29 y.,5th Quintile,Rather not,0.28331,145,471,0.24258,0.32405
2014,17-29 y.,5th Quintile,Never,0.24712,108,471,0.20812,0.28612
2014,30-45 y.,1st Quintile,"Yes, happily",0.05723,106,1843,0.04662,0.06784
2014,30-45 y.,1st Quintile,"Yes, depending on situation",0.24838,438,1843,0.22865,0.26812
2014,30-45 y.,1st Quintile,Rather not,0.23972,462,1843,0.22022,0.25921
2014,30-45 y.,1st Quintile,Never,0.42325,837,1843,0.40069,0.44581
2014,30-45 y.,2nd Quintile,"Yes, happily",0.05719,104,1882,0.04670,0.06768
2014,30-45 y.,2nd Quintile,"Yes, depending on situation",0.29047,520,1882,0.26995,0.31099
2014,30-45 y.,2nd Quintile,Rather not,0.26894,532,1882,0.24890,0.28898
2014,30-45 y.,2nd Quintile,Never,0.35780,726,1882,0.33614,0.37947
2014,30-45 y.,3rd Quintile,"Yes, happily",0.05714,97,1664,0.04598,0.06829
2014,30-45 y.,3rd Quintile,"Yes, depending on situation",0.30221,506,1664,0.28014,0.32428
2014,30-45 y.,3rd Quintile,Rather not,0.29618,473,1664,0.27424,0.31812
2014,30-45 y.,3rd Quintile,Never,0.30915,588,1664,0.28693,0.33136
2014,30-45 y.,4th Quintile,"Yes, happily",0.05201,95,1540,0.04092,0.06310
2014,30-45 y.,4th Quintile,"Yes, depending on situation",0.36423,505,1540,0.34019,0.38827
2014,30-45 y.,4th Quintile,Rather not,0.30738,494,1540,0.28432,0.33043
2014,30-45 y.,4th Quintile,Never,0.25978,446,1540,0.23787,0.28169
2014,30-45 y.,5th Quintile,"Yes, happily",0.06652,90,1410,0.05351,0.07953
2014,30-45 y.,5th Quintile,"Yes, depending on situation",0.38675,538,1410,0.36132,0.41218
2014,30-45 y.,5th Quintile,Rather not,0.31832,442,1410,0.29399,0.34264
2014,30-45 y.,5th Quintile,Never,0.20629,340,1410,0.18516,0.22742
2014,46-65 y.,1st Quintile,"Yes, happily",0.03778,61,1611,0.02847,0.04710
2014,46-65 y.,1st Quintile,"Yes, depending on situation",0.20894,338,1611,0.18908,0.22880
2014,46-65 y.,1st Quintile,Rather not,0.24144,423,1611,0.22054,0.26235
2014,46-65 y.,1st Quintile,Never,0.49031,789,1611,0.46589,0.51473
2014,46-65 y.,2nd Quintile,"Yes, happily",0.01954,43,1412,0.01232,0.02676
2014,46-65 y.,2nd Quintile,"Yes, depending on situation",0.24087,364,1412,0.21856,0.26318
2014,46-65 y.,2nd Quintile,Rather not,0.29638,405,1412,0.27255,0.32020
2014,46-65 y.,2nd Quintile,Never,0.41051,600,1412,0.38484,0.43618
2014,46-65 y.,3rd Quintile,"Yes, happily",0.03975,58,1628,0.03025,0.04924
2014,46-65 y.,3rd Quintile,"Yes, depending on situation",0.24048,436,1628,0.21972,0.26125
2014,46-65 y.,3rd Quintile,Rather not,0.30895,490,1628,0.28650,0.33140
2014,46-65 y.,3rd Quintile,Never,0.39059,644,1628,0.36688,0.41430
2014,46-65 y.,4th Quintile,"Yes, happily",0.03090,65,1929,0.02317,0.03862
2014,46-65 y.,4th Quintile,"Yes, depending on situation",0.24820,512,1929,0.22891,0.26748
2014,46-65 y.,4th Quintile,Rather not,0.33597,629,1929,0.31488,0.35705
2014,46-65 y.,4th Quintile,Never,0.36048,723,1929,0.33905,0.38191
2014,46-65 y.,5th Quintile,"Yes, happily",0.05132,129,2526,0.04272,0.05993
2014,46-65 y.,5th Quintile,"Yes, depending on situation",0.31695,871,2526,0.29881,0.33510
2014,46-65 y.,5th Quintile,Rather not,0.29458,824,2526,0.27680,0.31237
2014,46-65 y.,5th Quintile,Never,0.30786,702,2526,0.28986,0.32587
2014,66 and older,1st Quintile,"Yes, depending on situation",0.09230,73,771,0.07186,0.11275
2014,66 and older,1st Quintile,Rather not,0.18289,142,771,0.15559,0.21020
2014,66 and older,1st Quintile,Never,0.66990,556,771,0.63669,0.70312
2014,66 and older,2nd Quintile,"Yes, depending on situation",0.10149,129,1216,0.08451,0.11847
2014,66 and older,2nd Quintile,Rather not,0.19376,250,1216,0.17153,0.21598
2014,66 and older,2nd Quintile,Never,0.65147,837,1216,0.62467,0.67826
2014,66 and older,3rd Quintile,"Yes, depending on situation",0.11867,135,1016,0.09877,0.13857
2014,66 and older,3rd Quintile,Rather not,0.26554,267,1016,0.23837,0.29271
2014,66 and older,3rd Quintile,Never,0.56566,614,1016,0.53517,0.59615
2014,66 and older,4th Quintile,"Yes, depending on situation",0.17658,164,848,0.15090,0.20226
2014,66 and older,4th Quintile,Rather not,0.24832,215,848,0.21922,0.27741
2014,66 and older,4th Quintile,Never,0.50973,469,848,0.47607,0.54340
2014,66 and older,5th Quintile,"Yes, happily",0.03776,38,896,0.02527,0.05024
2014,66 and older,5th Quintile,"Yes, depending on situation",0.24331,227,896,0.21520,0.27142
2014,66 and older,5th Quintile,Rather not,0.23488,233,896,0.20710,0.26265
2014,66 and older,5th Quintile,Never,0.45034,398,896,0.41774,0.48293
2019,17-29 y.,1st Quintile,"Yes, happily",0.09756,127,1061,0.07970,0.11542
2019,17-29 y.,1st Quintile,"Yes, depending on situation",0.30188,367,1061,0.27425,0.32952
2019,17-29 y.,1st Quintile,Rather not,0.26200,301,1061,0.23553,0.28847
2019,17-29 y.,1st Quintile,Never,0.18926,266,1061,0.16567,0.21284
2019,17-29 y.,2nd Quintile,"Yes, happily",0.09053,80,814,0.07080,0.11025
2019,17-29 y.,2nd Quintile,"Yes, depending on situation",0.29700,282,814,0.26559,0.32841
2019,17-29 y.,2nd Quintile,Rather not,0.30051,250,814,0.26900,0.33203
2019,17-29 y.,2nd Quintile,Never,0.19682,202,814,0.16949,0.22415
2019,17-29 y.,3rd Quintile,"Yes, happily",0.06007,46,688,0.04231,0.07784
2019,17-29 y.,3rd Quintile,"Yes, depending on situation",0.29952,240,688,0.26527,0.33377
2019,17-29 y.,3rd Quintile,Rather not,0.32245,239,688,0.28749,0.35740
2019,17-29 y.,3rd Quintile,Never,0.21263,163,688,0.18203,0.24322
2019,17-29 y.,4th Quintile,"Yes, happily",0.06830,35,547,0.04714,0.08946
2019,17-29 y.,4th Quintile,"Yes, depending on situation",0.33258,210,547,0.29306,0.37210
2019,17-29 y.,4th Quintile,Rather not,0.24365,172,547,0.20765,0.27966
2019,17-29 y.,4th Quintile,Never,0.24982,130,547,0.21351,0.28613
2019,17-29 y.,5th Quintile,"Yes, happily",0.04620,34,414,0.02596,0.06645
2019,17-29 y.,5th Quintile,"Yes, depending on situation",0.24898,134,414,0.20727,0.29068
2019,17-29 y.,5th Quintile,Rather not,0.37438,158,414,0.32771,0.42106
2019,17-29 y.,5th Quintile,Never,0.23224,88,414,0.19151,0.27297
2019,30-45 y.,1st Quintile,"Yes, happily",0.06907,83,1196,0.05469,0.08345
2019,30-45 y.,1st Quintile,"Yes, depending on situation",0.25998,293,1196,0.23511,0.28485
2019,30-45 y.,1st Quintile,Rather not,0.24128,291,1196,0.21702,0.26554
2019,30-45 y.,1st Quintile,Never,0.34272,529,1196,0.31581,0.36963
2019,30-45 y.,2nd Quintile,"Yes, happily",0.08088,75,1220,0.06558,0.09619
2019,30-45 y.,2nd Quintile,"Yes, depending on situation",0.23081,299,1220,0.20716,0.25446
2019,30-45 y.,2nd Quintile,Rather not,0.30072,364,1220,0.27497,0.32646
2019,30-45 y.,2nd Quintile,Never,0.36041,482,1220,0.33346,0.38736
2019,30-45 y.,3rd Quintile,"Yes, happily",0.06428,74,1204,0.05042,0.07813
2019,30-45 y.,3rd Quintile,"Yes, depending on situation",0.28583,339,1204,0.26030,0.31136
2019,30-45 y.,3rd Quintile,Rather not,0.24491,328,1204,0.22061,0.26921
2019,30-45 y.,3rd Quintile,Never,0.36651,463,1204,0.33928,0.39374
2019,30-45 y.,4th Quintile,"Yes, happily",0.06726,60,1012,0.05182,0.08270
2019,30-45 y.,4th Quintile,"Yes, depending on situation",0.30337,326,1012,0.27504,0.33171
2019,30-45 y.,4th Quintile,Rather not,0.30065,320,1012,0.27238,0.32892
2019,30-45 y.,4th Quintile,Never,0.28431,306,1012,0.25651,0.31212
2019,30-45 y.,5th Quintile,"Yes, happily",0.11141,76,920,0.09107,0.13175
2019,30-45 y.,5th Quintile,"Yes, depending on situation",0.31198,318,920,0.28203,0.34194
2019,30-45 y.,5th Quintile,Rather not,0.32146,295,920,0.29126,0.35165
2019,30-45 y.,5th Quintile,Never,0.24385,231,920,0.21609,0.27161
2019,46-65 y.,1st Quintile,"Yes, happily",0.06428,77,1292,0.05090,0.07766
2019,46-65 y.,1st Quintile,"Yes, depending on situation",0.20306,261,1292,0.18112,0.22500
2019,46-65 y.,1st Quintile,Rather not,0.23711,313,1292,0.21391,0.26031
2019,46-65 y.,1st Quintile,Never,0.45923,641,1292,0.43205,0.48642
2019,46-65 y.,2nd Quintile,"Yes, happily",0.04383,63,1432,0.03322,0.05444
2019,46-65 y.,2nd Quintile,"Yes, depending on situation",0.21314,348,1432,0.19192,0.23436
2019,46-65 y.,2nd Quintile,Rather not,0.26041,376,1432,0.23767,0.28315
2019,46-65 y.,2nd Quintile,Never,0.44359,645,1432,0.41785,0.46933
2019,46-65 y.,3rd Quintile,"Yes, happily",0.05137,80,1585,0.04050,0.06224
2019,46-65 y.,3rd Quintile,"Yes, depending on situation",0.23242,426,1585,0.21162,0.25322
2019,46-65 y.,3rd Quintile,Rather not,0.29951,479,1585,0.27695,0.32207
2019,46-65 y.,3rd Quintile,Never,0.38877,600,1585,0.36477,0.41278
2019,46-65 y.,4th Quintile,"Yes, happily",0.04967,84,1799,0.03963,0.05972
2019,46-65 y.,4th Quintile,"Yes, depending on situation",0.26572,531,1799,0.24530,0.28614
2019,46-65 y.,4th Quintile,Rather not,0.30829,538,1799,0.28694,0.32963
2019,46-65 y.,4th Quintile,Never,0.35766,646,1799,0.33551,0.37982
2019,46-65 y.,5th Quintile,"Yes, happily",0.06176,142,2427,0.05218,0.07134
2019,46-65 y.,5th Quintile,"Yes, depending on situation",0.33317,844,2427,0.31441,0.35192
2019,46-65 y.,5th Quintile,Rather not,0.30700,768,2427,0.28864,0.32535
2019,46-65 y.,5th Quintile,Never,0.27232,673,2427,0.25460,0.29003
2019,66 and older,1st Quintile,"Yes, depending on situation",0.10020,75,708,0.07806,0.12233
2019,66 and older,1st Quintile,Rather not,0.17484,146,708,0.14684,0.20284
2019,66 and older,1st Quintile,Never,0.67156,487,708,0.63694,0.70618
2019,66 and older,2nd Quintile,"Yes, depending on situation",0.10823,144,1168,0.09040,0.12605
2019,66 and older,2nd Quintile,Rather not,0.21363,252,1168,0.19011,0.23715
2019,66 and older,2nd Quintile,Never,0.64758,772,1168,0.62017,0.67499
2019,66 and older,3rd Quintile,"Yes, depending on situation",0.17707,163,931,0.15253,0.20160
2019,66 and older,3rd Quintile,Rather not,0.24410,233,931,0.21649,0.27170
2019,66 and older,3rd Quintile,Never,0.54503,535,931,0.51303,0.57704
2019,66 and older,4th Quintile,"Yes, depending on situation",0.17625,168,797,0.14978,0.20272
2019,66 and older,4th Quintile,Rather not,0.29841,241,797,0.26662,0.33019
2019,66 and older,4th Quintile,Never,0.45732,388,797,0.42272,0.49193
2019,66 and older,5th Quintile,"Yes, depending on situation",0.20678,230,887,0.18012,0.23345
2019,66 and older,5th Quintile,Rather not,0.30802,293,887,0.27762,0.33842
2019,66 and older,5th Quintile,Never,0.43101,364,887,0.39840,0.46362
