year,age_gr,migback,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,No migration background,"Yes, happily",0.07103,196,1886,0.05943,0.08263
2009,17-29 y.,No migration background,"Yes, depending on situation",0.31747,852,1886,0.29646,0.33849
2009,17-29 y.,No migration background,Rather not,0.25353,610,1886,0.23389,0.27317
2009,17-29 y.,No migration background,Never,0.11263,228,1886,0.09836,0.12691
2009,17-29 y.,Direct migration background,"Yes, depending on situation",0.19917,45,130,0.13025,0.26808
2009,17-29 y.,Direct migration background,Rather not,0.28051,49,130,0.20298,0.35804
2009,17-29 y.,Direct migration background,Never,0.18978,36,130,0.12211,0.25744
2009,17-29 y.,Indirect migration background,"Yes, depending on situation",0.20966,106,278,0.16172,0.25760
2009,17-29 y.,Indirect migration background,Rather not,0.32783,106,278,0.27255,0.38311
2009,17-29 y.,Indirect migration background,Never,0.14010,66,278,0.09923,0.18098
2009,30-45 y.,No migration background,"Yes, happily",0.04555,168,2624,0.03757,0.05353
2009,30-45 y.,No migration background,"Yes, depending on situation",0.28499,1118,2624,0.26772,0.30227
2009,30-45 y.,No migration background,Rather not,0.23521,937,2624,0.21898,0.25144
2009,30-45 y.,No migration background,Never,0.11084,401,2624,0.09882,0.12285
2009,30-45 y.,Direct migration background,"Yes, depending on situation",0.14599,80,316,0.10699,0.18498
2009,30-45 y.,Direct migration background,Rather not,0.24759,128,316,0.19992,0.29525
2009,30-45 y.,Direct migration background,Never,0.21220,108,316,0.16705,0.25735
2009,30-45 y.,Indirect migration background,"Yes, depending on situation",0.13804,44,170,0.08603,0.19005
2009,30-45 y.,Indirect migration background,Rather not,0.25204,66,170,0.18658,0.31750
2009,30-45 y.,Indirect migration background,Never,0.26853,60,170,0.20171,0.33535
2009,46-65 y.,No migration background,"Yes, happily",0.02550,134,3066,0.01992,0.03108
2009,46-65 y.,No migration background,"Yes, depending on situation",0.21871,1334,3066,0.20408,0.23334
2009,46-65 y.,No migration background,Rather not,0.19691,1078,3066,0.18283,0.21099
2009,46-65 y.,No migration background,Never,0.10117,520,3066,0.09049,0.11184
2009,46-65 y.,Direct migration background,"Yes, depending on situation",0.11668,69,322,0.08156,0.15181
2009,46-65 y.,Direct migration background,Rather not,0.21915,128,322,0.17389,0.26440
2009,46-65 y.,Direct migration background,Never,0.21210,125,322,0.16738,0.25682
2009,66 and older,No migration background,"Yes, happily",0.01273,48,1044,0.00593,0.01954
2009,66 and older,No migration background,"Yes, depending on situation",0.08772,376,1044,0.07055,0.10488
2009,66 and older,No migration background,Rather not,0.08752,353,1044,0.07037,0.10467
2009,66 and older,No migration background,Never,0.07109,267,1044,0.05550,0.08669
2009,66 and older,Direct migration background,Never,0.19651,63,63,0.09760,0.29542
2014,17-29 y.,No migration background,"Yes, happily",0.09097,259,2620,0.07996,0.10198
2014,17-29 y.,No migration background,"Yes, depending on situation",0.37281,992,2620,0.35429,0.39133
2014,17-29 y.,No migration background,Rather not,0.25393,752,2620,0.23726,0.27060
2014,17-29 y.,No migration background,Never,0.19482,617,2620,0.17965,0.20999
2014,17-29 y.,Direct migration background,"Yes, happily",0.07262,79,779,0.05438,0.09085
2014,17-29 y.,Direct migration background,"Yes, depending on situation",0.33842,250,779,0.30517,0.37167
2014,17-29 y.,Direct migration background,Rather not,0.23237,198,779,0.20269,0.26205
2014,17-29 y.,Direct migration background,Never,0.29534,252,779,0.26328,0.32740
2014,17-29 y.,Indirect migration background,"Yes, happily",0.07335,65,822,0.05551,0.09118
2014,17-29 y.,Indirect migration background,"Yes, depending on situation",0.24967,245,822,0.22006,0.27928
2014,17-29 y.,Indirect migration background,Rather not,0.27001,242,822,0.23964,0.30038
2014,17-29 y.,Indirect migration background,Never,0.30179,270,822,0.27039,0.33319
2014,30-45 y.,No migration background,"Yes, happily",0.06377,340,5328,0.05721,0.07034
2014,30-45 y.,No migration background,"Yes, depending on situation",0.34923,1776,5328,0.33643,0.36203
2014,30-45 y.,No migration background,Rather not,0.29983,1619,5328,0.28753,0.31214
2014,30-45 y.,No migration background,Never,0.26359,1593,5328,0.25176,0.27542
2014,30-45 y.,Direct migration background,"Yes, happily",0.04118,117,2328,0.03310,0.04925
2014,30-45 y.,Direct migration background,"Yes, depending on situation",0.25290,562,2328,0.23524,0.27056
2014,30-45 y.,Direct migration background,Rather not,0.26896,599,2328,0.25094,0.28697
2014,30-45 y.,Direct migration background,Never,0.41648,1050,2328,0.39645,0.43651
2014,30-45 y.,Indirect migration background,"Yes, happily",0.05563,35,683,0.03842,0.07283
2014,30-45 y.,Indirect migration background,"Yes, depending on situation",0.27257,169,683,0.23915,0.30598
2014,30-45 y.,Indirect migration background,Rather not,0.23295,185,683,0.20123,0.26468
2014,30-45 y.,Indirect migration background,Never,0.37325,294,683,0.33695,0.40955
2014,46-65 y.,No migration background,"Yes, happily",0.03918,299,7382,0.03475,0.04360
2014,46-65 y.,No migration background,"Yes, depending on situation",0.27431,2214,7382,0.26413,0.28449
2014,46-65 y.,No migration background,Rather not,0.30422,2298,7382,0.29372,0.31471
2014,46-65 y.,No migration background,Never,0.35610,2571,7382,0.34518,0.36703
2014,46-65 y.,Direct migration background,"Yes, happily",0.02424,50,1557,0.01660,0.03188
2014,46-65 y.,Direct migration background,"Yes, depending on situation",0.16748,264,1557,0.14892,0.18603
2014,46-65 y.,Direct migration background,Rather not,0.26034,422,1557,0.23854,0.28215
2014,46-65 y.,Direct migration background,Never,0.52273,821,1557,0.49791,0.54755
2014,46-65 y.,Indirect migration background,"Yes, depending on situation",0.21785,43,165,0.15467,0.28102
2014,46-65 y.,Indirect migration background,Rather not,0.33619,53,165,0.26389,0.40850
2014,46-65 y.,Indirect migration background,Never,0.36399,69,165,0.29035,0.43763
2014,66 and older,No migration background,"Yes, happily",0.01928,93,4378,0.01520,0.02335
2014,66 and older,No migration background,"Yes, depending on situation",0.14208,688,4378,0.13174,0.15243
2014,66 and older,No migration background,Rather not,0.22561,1010,4378,0.21322,0.23799
2014,66 and older,No migration background,Never,0.57350,2587,4378,0.55885,0.58815
2014,66 and older,Direct migration background,"Yes, depending on situation",0.09827,40,420,0.06977,0.12678
2014,66 and older,Direct migration background,Rather not,0.20467,94,420,0.16604,0.24331
2014,66 and older,Direct migration background,Never,0.64983,286,420,0.60415,0.69550
2019,17-29 y.,No migration background,"Yes, happily",0.08874,258,2619,0.07784,0.09963
