year,age_gr,migback,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,17-29 y.,No migration background,"Yes, depending on situation",0.32426,976,2619,0.30633,0.34219
2019,17-29 y.,No migration background,Rather not,0.28616,828,2619,0.26885,0.30347
2019,17-29 y.,No migration background,Never,0.19333,557,2619,0.17820,0.20845
2019,17-29 y.,Direct migration background,"Yes, happily",0.06825,44,388,0.04312,0.09337
2019,17-29 y.,Direct migration background,"Yes, depending on situation",0.23177,111,388,0.18973,0.27381
2019,17-29 y.,Direct migration background,Rather not,0.20677,112,388,0.16642,0.24712
2019,17-29 y.,Direct migration background,Never,0.21918,121,388,0.17796,0.26040
2019,17-29 y.,Indirect migration background,"Yes, happily",0.05386,51,693,0.03704,0.07068
2019,17-29 y.,Indirect migration background,"Yes, depending on situation",0.24792,212,693,0.21574,0.28009
2019,17-29 y.,Indirect migration background,Rather not,0.35708,231,693,0.32138,0.39278
2019,17-29 y.,Indirect migration background,Never,0.25426,199,693,0.22181,0.28670
2019,30-45 y.,No migration background,"Yes, happily",0.08701,303,4074,0.07836,0.09567
2019,30-45 y.,No migration background,"Yes, depending on situation",0.31007,1303,4074,0.29587,0.32428
2019,30-45 y.,No migration background,Rather not,0.29521,1213,4074,0.28120,0.30922
2019,30-45 y.,No migration background,Never,0.27886,1255,4074,0.26508,0.29263
2019,30-45 y.,Direct migration background,"Yes, happily",0.06901,88,1550,0.05638,0.08163
2019,30-45 y.,Direct migration background,"Yes, depending on situation",0.21862,363,1550,0.19804,0.23920
2019,30-45 y.,Direct migration background,Rather not,0.24282,413,1550,0.22147,0.26417
2019,30-45 y.,Direct migration background,Never,0.37855,686,1550,0.35439,0.40270
2019,30-45 y.,Indirect migration background,"Yes, happily",0.04876,37,541,0.03060,0.06693
2019,30-45 y.,Indirect migration background,"Yes, depending on situation",0.23631,129,541,0.20048,0.27214
2019,30-45 y.,Indirect migration background,Rather not,0.27431,147,541,0.23668,0.31194
2019,30-45 y.,Indirect migration background,Never,0.41552,228,541,0.37395,0.45709
2019,46-65 y.,No migration background,"Yes, happily",0.06011,523,8416,0.05503,0.06519
2019,46-65 y.,No migration background,"Yes, depending on situation",0.28425,2623,8416,0.27462,0.29389
2019,46-65 y.,No migration background,Rather not,0.28979,2421,8416,0.28009,0.29948
2019,46-65 y.,No migration background,Never,0.33984,2849,8416,0.32972,0.34996
2019,46-65 y.,Direct migration background,"Yes, happily",0.02961,59,1466,0.02093,0.03829
2019,46-65 y.,Direct migration background,"Yes, depending on situation",0.17423,287,1466,0.15481,0.19366
2019,46-65 y.,Direct migration background,Rather not,0.27704,396,1466,0.25412,0.29995
2019,46-65 y.,Direct migration background,Never,0.47207,724,1466,0.44651,0.49763
2019,46-65 y.,Indirect migration background,"Yes, depending on situation",0.16756,63,261,0.12216,0.21295
2019,46-65 y.,Indirect migration background,Rather not,0.26559,78,261,0.21191,0.31928
2019,46-65 y.,Indirect migration background,Never,0.46392,120,261,0.40331,0.52454
2019,66 and older,No migration background,"Yes, happily",0.02071,118,4597,0.01659,0.02483
2019,66 and older,No migration background,"Yes, depending on situation",0.15431,847,4597,0.14386,0.16475
2019,66 and older,No migration background,Rather not,0.24605,1160,4597,0.23360,0.25850
2019,66 and older,No migration background,Never,0.55080,2472,4597,0.53642,0.56518
2019,66 and older,Direct migration background,"Yes, depending on situation",0.12697,51,422,0.09517,0.15877
2019,66 and older,Direct migration background,Rather not,0.20647,99,422,0.16780,0.24513
2019,66 and older,Direct migration background,Never,0.62973,272,422,0.58360,0.67585
