year,bula_h,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Schleswig-Holstein,"Yes, depending on situation",0.14459,91,214,0.09736,0.19182
2009,Schleswig-Holstein,Rather not,0.15055,87,214,0.10253,0.19858
2009,Schleswig-Holstein,Never,0.07219,36,214,0.03744,0.10695
2009,Hamburg,"Yes, depending on situation",0.20854,77,149,0.14308,0.27399
2009,Hamburg,Rather not,0.28110,72,149,0.20867,0.35352
2009,Lower Saxony,"Yes, happily",0.02619,57,962,0.01610,0.03629
2009,Lower Saxony,"Yes, depending on situation",0.18988,395,962,0.16508,0.21468
2009,Lower Saxony,Rather not,0.17407,328,962,0.15010,0.19805
2009,Lower Saxony,Never,0.09026,182,962,0.07214,0.10837
2009,Bremen,"Yes, depending on situation",0.22700,35,35,0.08619,0.36780
2009,North Rhine-Westphalia,"Yes, happily",0.02041,80,1980,0.01418,0.02664
2009,North Rhine-Westphalia,"Yes, depending on situation",0.16219,735,1980,0.14595,0.17843
2009,North Rhine-Westphalia,Rather not,0.15603,680,1980,0.14004,0.17202
2009,North Rhine-Westphalia,Never,0.11653,485,1980,0.10239,0.13066
2009,Hesse,"Yes, happily",0.02000,35,792,0.01024,0.02976
2009,Hesse,"Yes, depending on situation",0.18598,301,792,0.15887,0.21310
2009,Hesse,Rather not,0.19093,290,792,0.16354,0.21832
2009,Hesse,Never,0.12769,166,792,0.10443,0.15095
2009,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.15431,200,550,0.12409,0.18453
2009,"Rhineland-Palatinate, Saarland",Rather not,0.17373,214,550,0.14203,0.20542
2009,"Rhineland-Palatinate, Saarland",Never,0.11376,136,550,0.08720,0.14033
2009,Baden-Wuerttemberg,"Yes, happily",0.01737,48,1166,0.00987,0.02487
2009,Baden-Wuerttemberg,"Yes, depending on situation",0.14637,377,1166,0.12607,0.16667
2009,Baden-Wuerttemberg,Rather not,0.19622,464,1166,0.17342,0.21903
2009,Baden-Wuerttemberg,Never,0.12312,277,1166,0.10425,0.14199
2009,Bavaria,"Yes, happily",0.01882,62,1408,0.01172,0.02592
2009,Bavaria,"Yes, depending on situation",0.10723,388,1408,0.09106,0.12340
2009,Bavaria,Rather not,0.18508,587,1408,0.16479,0.20537
