year,age_gr,bula_h,plj0045,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,Lower Saxony,"Yes, depending on situation",0.31553,86,148,0.24040,0.39066
2009,17-29 y.,Lower Saxony,Rather not,0.28218,62,148,0.20943,0.35494
2009,17-29 y.,North Rhine-Westphalia,"Yes, depending on situation",0.28948,174,400,0.24498,0.33398
2009,17-29 y.,North Rhine-Westphalia,Rather not,0.26291,154,400,0.21971,0.30610
2009,17-29 y.,North Rhine-Westphalia,Never,0.13640,72,400,0.10273,0.17008
2009,17-29 y.,Hesse,"Yes, depending on situation",0.33467,62,117,0.24879,0.42054
2009,17-29 y.,Hesse,Rather not,0.26034,55,117,0.18048,0.34019
2009,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.15088,36,89,0.07609,0.22566
2009,17-29 y.,"Rhineland-Palatinate, Saarland",Rather not,0.32077,53,89,0.22324,0.41829
2009,17-29 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.22409,106,301,0.17691,0.27128
2009,17-29 y.,Baden-Wuerttemberg,Rather not,0.32401,127,301,0.27105,0.37697
2009,17-29 y.,Baden-Wuerttemberg,Never,0.18052,68,301,0.13700,0.22405
2009,17-29 y.,Bavaria,"Yes, depending on situation",0.17746,105,305,0.13451,0.22040
2009,17-29 y.,Bavaria,Rather not,0.31663,127,305,0.26434,0.36892
2009,17-29 y.,Bavaria,Never,0.14427,73,305,0.10477,0.18377
2009,17-29 y.,Berlin,"Yes, depending on situation",0.41992,55,55,0.28828,0.55156
2009,17-29 y.,Brandenburg,"Yes, depending on situation",0.48352,55,55,0.35024,0.61681
2009,17-29 y.,Saxony,"Yes, depending on situation",0.41826,119,162,0.34207,0.49446
2009,17-29 y.,Saxony,Rather not,0.17051,43,162,0.11242,0.22860
2009,17-29 y.,Saxony-Anhalt,"Yes, depending on situation",0.47206,70,70,0.35426,0.58985
2009,17-29 y.,Thuringa,"Yes, depending on situation",0.44635,61,61,0.32056,0.57214
2009,30-45 y.,Lower Saxony,"Yes, depending on situation",0.28594,123,310,0.23556,0.33633
2009,30-45 y.,Lower Saxony,Rather not,0.28903,128,310,0.23849,0.33957
2009,30-45 y.,Lower Saxony,Never,0.12345,59,310,0.08677,0.16013
2009,30-45 y.,North Rhine-Westphalia,"Yes, happily",0.04117,32,654,0.02593,0.05640
2009,30-45 y.,North Rhine-Westphalia,"Yes, depending on situation",0.23483,238,654,0.20231,0.26734
2009,30-45 y.,North Rhine-Westphalia,Rather not,0.21770,224,654,0.18605,0.24936
2009,30-45 y.,North Rhine-Westphalia,Never,0.16819,160,654,0.13950,0.19688
2009,30-45 y.,Hesse,"Yes, depending on situation",0.25804,88,222,0.20035,0.31573
2009,30-45 y.,Hesse,Rather not,0.26846,84,222,0.21003,0.32689
2009,30-45 y.,Hesse,Never,0.18203,50,222,0.13115,0.23290
2009,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.21599,58,165,0.15301,0.27897
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Rather not,0.23823,66,165,0.17303,0.30343
2009,30-45 y.,"Rhineland-Palatinate, Saarland",Never,0.16883,41,165,0.11150,0.22616
2009,30-45 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.22156,120,374,0.17941,0.26371
2009,30-45 y.,Baden-Wuerttemberg,Rather not,0.27200,159,374,0.22684,0.31716
2009,30-45 y.,Baden-Wuerttemberg,Never,0.16773,95,374,0.12981,0.20565
2009,30-45 y.,Bavaria,"Yes, depending on situation",0.16382,121,417,0.12825,0.19938
2009,30-45 y.,Bavaria,Rather not,0.23607,181,417,0.19526,0.27687
2009,30-45 y.,Bavaria,Never,0.18216,115,417,0.14507,0.21925
2009,30-45 y.,Berlin,"Yes, depending on situation",0.35339,61,93,0.25571,0.45107
2009,30-45 y.,Berlin,Rather not,0.22417,32,93,0.13895,0.30939
2009,30-45 y.,Brandenburg,"Yes, depending on situation",0.48686,84,127,0.39959,0.57414
2009,30-45 y.,Brandenburg,Rather not,0.24264,43,127,0.16779,0.31749
2009,30-45 y.,Mecklenburg-Western Pomerania,"Yes, depending on situation",0.37060,40,40,0.21902,0.52218
2009,30-45 y.,Saxony,"Yes, depending on situation",0.31480,111,196,0.24961,0.37998
2009,30-45 y.,Saxony,Rather not,0.23449,85,196,0.17502,0.29396
2009,30-45 y.,Saxony-Anhalt,"Yes, depending on situation",0.42066,68,68,0.30246,0.53887
2009,30-45 y.,Thuringa,"Yes, depending on situation",0.41362,76,109,0.32073,0.50650
2009,30-45 y.,Thuringa,Rather not,0.14757,33,109,0.08067,0.21446
2009,46-65 y.,Schleswig-Holstein,"Yes, depending on situation",0.15587,32,32,0.02818,0.28356
2009,46-65 y.,Hamburg,"Yes, depending on situation",0.32853,34,34,0.16828,0.48878
2009,46-65 y.,Lower Saxony,"Yes, depending on situation",0.22692,140,297,0.17921,0.27464
2009,46-65 y.,Lower Saxony,Rather not,0.19261,101,297,0.14769,0.23754
2009,46-65 y.,Lower Saxony,Never,0.11487,56,297,0.07855,0.15120
2009,46-65 y.,North Rhine-Westphalia,"Yes, depending on situation",0.19665,260,654,0.16617,0.22714
2009,46-65 y.,North Rhine-Westphalia,Rather not,0.19002,224,654,0.15993,0.22011
2009,46-65 y.,North Rhine-Westphalia,Never,0.14296,170,654,0.11611,0.16980
2009,46-65 y.,Hesse,"Yes, depending on situation",0.20743,115,300,0.16147,0.25339
2009,46-65 y.,Hesse,Rather not,0.27391,126,300,0.22336,0.32446
2009,46-65 y.,Hesse,Never,0.14093,59,300,0.10149,0.18037
2009,46-65 y.,"Rhineland-Palatinate, Saarland","Yes, depending on situation",0.23133,84,218,0.17523,0.28744
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Rather not,0.20346,78,218,0.14989,0.25702
2009,46-65 y.,"Rhineland-Palatinate, Saarland",Never,0.12319,56,218,0.07946,0.16692
2009,46-65 y.,Baden-Wuerttemberg,"Yes, depending on situation",0.14466,103,323,0.10624,0.18308
2009,46-65 y.,Baden-Wuerttemberg,Rather not,0.24723,142,323,0.20011,0.29435
2009,46-65 y.,Baden-Wuerttemberg,Never,0.14850,78,323,0.10966,0.18734
2009,46-65 y.,Bavaria,"Yes, depending on situation",0.12100,128,472,0.09154,0.15045
2009,46-65 y.,Bavaria,Rather not,0.21919,216,472,0.18183,0.25655
2009,46-65 y.,Bavaria,Never,0.13652,128,472,0.10552,0.16753
