,Unnamed: 0,year,pgisced97,quintil_oecd,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1101,1101,2009,Second Stage of Tertiary Education,1st Quintile,Never,0.63925,122,16868,0.55023,0.73592
1102,1102,2009,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.2566,77,16868,0.20735,0.31323
1103,1103,2009,Second Stage of Tertiary Education,2nd Quintile,Never,0.7434,190,16868,0.64466,0.85313
1104,1104,2009,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.06734,38,16868,0.04281,0.09624
1105,1105,2009,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.13672,55,16868,0.0977,0.18311
1106,1106,2009,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.21852,125,16868,0.17909,0.25487
1107,1107,2009,Second Stage of Tertiary Education,3rd Quintile,Never,0.57742,351,16868,0.52584,0.63372
1108,1108,2009,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.0911,80,16868,0.07454,0.11007
1109,1109,2009,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.09968,88,16868,0.07922,0.12083
1110,1110,2009,Second Stage of Tertiary Education,4th Quintile,Seldom,0.2944,237,16868,0.25696,0.33375
1111,1111,2009,Second Stage of Tertiary Education,4th Quintile,Never,0.51483,392,16868,0.46237,0.56468
1112,1112,2009,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.0738,173,16868,0.06236,0.08642
1113,1113,2009,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.09719,211,16868,0.08411,0.11098
1114,1114,2009,Second Stage of Tertiary Education,5th Quintile,Seldom,0.31883,663,16868,0.28827,0.35439
1115,1115,2009,Second Stage of Tertiary Education,5th Quintile,Never,0.51018,1080,16868,0.47972,0.55099
1116,1116,2011,Pre-primary Level,1st Quintile,Never,1.0,38,20605,0.71618,1.24902
1117,1117,2011,Pre-primary Level,4th Quintile,Seldom,0.4406,31,20605,0.25078,0.64054
1118,1118,2011,Pre-primary Level,4th Quintile,Never,0.5594,38,20605,0.35416,0.8246
1119,1119,2011,Pre-primary Level,5th Quintile,Never,1.0,34,20605,0.68777,1.3697
1120,1120,2011,Primary Level,1st Quintile,Never,1.0,137,20605,0.77098,1.22712
1121,1121,2011,Primary Level,2nd Quintile,Never,1.0,33,20605,0.58902,1.39764
1122,1122,2011,Lower Secondary Level,1st Quintile,At least once per week,0.11718,77,20605,0.09164,0.14264
1123,1123,2011,Lower Secondary Level,1st Quintile,At least once per month,0.09497,56,20605,0.07429,0.11833
1124,1124,2011,Lower Secondary Level,1st Quintile,Seldom,0.22642,170,20605,0.18923,0.261
1125,1125,2011,Lower Secondary Level,1st Quintile,Never,0.56143,589,20605,0.50587,0.61963
1126,1126,2011,Lower Secondary Level,2nd Quintile,At least once per week,0.089,51,20605,0.07118,0.10873
1127,1127,2011,Lower Secondary Level,2nd Quintile,At least once per month,0.11045,52,20605,0.08135,0.13852
1128,1128,2011,Lower Secondary Level,2nd Quintile,Seldom,0.25906,134,20605,0.21215,0.31167
1129,1129,2011,Lower Secondary Level,2nd Quintile,Never,0.5415,313,20605,0.47837,0.61506
1130,1130,2011,Lower Secondary Level,3rd Quintile,At least once per month,0.16615,40,20605,0.12473,0.21457
1131,1131,2011,Lower Secondary Level,3rd Quintile,Seldom,0.26952,104,20605,0.22388,0.32051
1132,1132,2011,Lower Secondary Level,3rd Quintile,Never,0.56433,166,20605,0.48562,0.64764
1133,1133,2011,Lower Secondary Level,4th Quintile,Seldom,0.33877,64,20605,0.26017,0.41131
1134,1134,2011,Lower Secondary Level,4th Quintile,Never,0.66123,95,20605,0.51829,0.78517
1135,1135,2011,Lower Secondary Level,5th Quintile,Seldom,0.3741,43,20605,0.26639,0.46066
1136,1136,2011,Lower Secondary Level,5th Quintile,Never,0.6259,54,20605,0.47677,0.79405
1137,1137,2011,Upper Secondary Level,1st Quintile,At least once per week,0.0792,184,20605,0.06717,0.09298
1138,1138,2011,Upper Secondary Level,1st Quintile,At least once per month,0.05704,158,20605,0.04648,0.0686
1139,1139,2011,Upper Secondary Level,1st Quintile,Seldom,0.20143,457,20605,0.17994,0.22462
1140,1140,2011,Upper Secondary Level,1st Quintile,Never,0.66233,1614,20605,0.62042,0.69556
1141,1141,2011,Upper Secondary Level,2nd Quintile,At least once per week,0.0852,217,20605,0.07333,0.09794
1142,1142,2011,Upper Secondary Level,2nd Quintile,At least once per month,0.07367,228,20605,0.06393,0.08522
1143,1143,2011,Upper Secondary Level,2nd Quintile,Seldom,0.2945,670,20605,0.26946,0.31725
1144,1144,2011,Upper Secondary Level,2nd Quintile,Never,0.54663,1420,20605,0.51158,0.58079
1145,1145,2011,Upper Secondary Level,3rd Quintile,At least once per week,0.07221,157,20605,0.05997,0.08398
1146,1146,2011,Upper Secondary Level,3rd Quintile,At least once per month,0.08088,201,20605,0.07079,0.0954
1147,1147,2011,Upper Secondary Level,3rd Quintile,Seldom,0.28231,640,20605,0.26188,0.30641
1148,1148,2011,Upper Secondary Level,3rd Quintile,Never,0.5646,1209,20605,0.52147,0.60397
1149,1149,2011,Upper Secondary Level,4th Quintile,At least once per week,0.07401,162,20605,0.06547,0.08556
1150,1150,2011,Upper Secondary Level,4th Quintile,At least once per month,0.08798,182,20605,0.07351,0.1022
1151,1151,2011,Upper Secondary Level,4th Quintile,Seldom,0.30832,617,20605,0.28454,0.33457
1152,1152,2011,Upper Secondary Level,4th Quintile,Never,0.5297,929,20605,0.49425,0.56681
1153,1153,2011,Upper Secondary Level,5th Quintile,At least once per week,0.06415,112,20605,0.05276,0.07766
1154,1154,2011,Upper Secondary Level,5th Quintile,At least once per month,0.09354,169,20605,0.08043,0.11
1155,1155,2011,Upper Secondary Level,5th Quintile,Seldom,0.32476,508,20605,0.2963,0.35805
1156,1156,2011,Upper Secondary Level,5th Quintile,Never,0.51756,755,20605,0.48126,0.55773
1157,1157,2011,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.29822,70,20605,0.20392,0.41704
1158,1158,2011,Post-secondary Non-tertiary Level,1st Quintile,Never,0.70178,153,20605,0.56448,0.8567
1159,1159,2011,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.0583,31,20605,0.03867,0.09393
1160,1160,2011,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.42182,98,20605,0.28256,0.55202
1161,1161,2011,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.51989,146,20605,0.40887,0.66315
1162,1162,2011,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.1245,36,20605,0.07485,0.18365
1163,1163,2011,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.33207,102,20605,0.25373,0.42338
1164,1164,2011,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.54343,169,20605,0.43275,0.65941
1165,1165,2011,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.13952,37,20605,0.09445,0.20818
1166,1166,2011,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.31402,95,20605,0.23708,0.4284
1167,1167,2011,Post-secondary Non-tertiary Level,4th Quintile,Never,0.54646,162,20605,0.43194,0.68341
1168,1168,2011,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.38265,107,20605,0.31752,0.47351
1169,1169,2011,Post-secondary Non-tertiary Level,5th Quintile,Never,0.61735,175,20605,0.50883,0.72045
1170,1170,2011,First Stage of Tertiary Education,1st Quintile,Seldom,0.26039,43,20605,0.17931,0.35167
1171,1171,2011,First Stage of Tertiary Education,1st Quintile,Never,0.73961,93,20605,0.58453,0.91826
1172,1172,2011,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.1105,36,20605,0.0723,0.15908
1173,1173,2011,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.07607,31,20605,0.05525,0.09492
1174,1174,2011,First Stage of Tertiary Education,2nd Quintile,Seldom,0.28886,75,20605,0.20685,0.37919
1175,1175,2011,First Stage of Tertiary Education,2nd Quintile,Never,0.52457,133,20605,0.43074,0.6268
1176,1176,2011,First Stage of Tertiary Education,3rd Quintile,Seldom,0.33572,90,20605,0.25625,0.43131
1177,1177,2011,First Stage of Tertiary Education,3rd Quintile,Never,0.66428,170,20605,0.54249,0.76949
1178,1178,2011,First Stage of Tertiary Education,4th Quintile,At least once per month,0.10945,38,20605,0.07255,0.1522
1179,1179,2011,First Stage of Tertiary Education,4th Quintile,Seldom,0.38669,128,20605,0.31199,0.46367
1180,1180,2011,First Stage of Tertiary Education,4th Quintile,Never,0.50385,179,20605,0.42691,0.58508
1181,1181,2011,First Stage of Tertiary Education,5th Quintile,At least once per week,0.09022,34,20605,0.05576,0.1247
1182,1182,2011,First Stage of Tertiary Education,5th Quintile,At least once per month,0.08841,35,20605,0.06373,0.1131
1183,1183,2011,First Stage of Tertiary Education,5th Quintile,Seldom,0.3249,124,20605,0.24938,0.40448
1184,1184,2011,First Stage of Tertiary Education,5th Quintile,Never,0.49647,174,20605,0.40877,0.59008
1185,1185,2011,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.0805,31,20605,0.04754,0.12212
1186,1186,2011,Second Stage of Tertiary Education,1st Quintile,Seldom,0.26349,90,20605,0.20812,0.3217
1187,1187,2011,Second Stage of Tertiary Education,1st Quintile,Never,0.65601,195,20605,0.52782,0.79665
1188,1188,2011,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.0978,64,20605,0.06783,0.12963
1189,1189,2011,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.05542,42,20605,0.03184,0.08282
1190,1190,2011,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.25431,125,20605,0.19903,0.31421
1191,1191,2011,Second Stage of Tertiary Education,2nd Quintile,Never,0.59247,274,20605,0.50751,0.67487
1192,1192,2011,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.03828,47,20605,0.02642,0.04987
1193,1193,2011,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.09585,93,20605,0.07039,0.11949
1194,1194,2011,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.21886,172,20605,0.18038,0.26396
1195,1195,2011,Second Stage of Tertiary Education,3rd Quintile,Never,0.64701,434,20605,0.58182,0.71462
1196,1196,2011,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.08895,98,20605,0.06785,0.11526
1197,1197,2011,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.11202,123,20605,0.08672,0.14324
1198,1198,2011,Second Stage of Tertiary Education,4th Quintile,Seldom,0.26202,302,20605,0.2292,0.30341
1199,1199,2011,Second Stage of Tertiary Education,4th Quintile,Never,0.537,559,20605,0.48138,0.59429
1200,1200,2011,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.06924,177,20605,0.05607,0.08062
1201,1201,2011,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.1113,262,20605,0.09418,0.12618
1202,1202,2011,Second Stage of Tertiary Education,5th Quintile,Seldom,0.3439,734,20605,0.31182,0.37181
1203,1203,2011,Second Stage of Tertiary Education,5th Quintile,Never,0.47555,1111,20605,0.44172,0.51204
1204,1204,2013,Pre-primary Level,1st Quintile,Never,1.0,75,24357,0.76224,1.35708
1205,1205,2013,Pre-primary Level,2nd Quintile,Never,1.0,53,24357,0.74462,1.38547
1206,1206,2013,Pre-primary Level,3rd Quintile,Never,1.0,49,24357,0.67821,1.39261
1207,1207,2013,Pre-primary Level,4th Quintile,Never,1.0,43,24357,0.73577,1.25404
1208,1208,2013,Pre-primary Level,5th Quintile,Never,1.0,31,24357,0.55953,1.53385
1209,1209,2013,Primary Level,1st Quintile,Seldom,0.16805,31,24357,0.10564,0.21799
1210,1210,2013,Primary Level,1st Quintile,Never,0.83195,159,24357,0.68047,0.99204
1211,1211,2013,Primary Level,2nd Quintile,Never,1.0,47,24357,0.7039,1.31318
1212,1212,2013,Lower Secondary Level,1st Quintile,At least once per week,0.12085,96,24357,0.10273,0.14382
1213,1213,2013,Lower Secondary Level,1st Quintile,At least once per month,0.07402,72,24357,0.05511,0.0916
1214,1214,2013,Lower Secondary Level,1st Quintile,Seldom,0.18462,180,24357,0.15319,0.21535
1215,1215,2013,Lower Secondary Level,1st Quintile,Never,0.62052,689,24357,0.568,0.68634
1216,1216,2013,Lower Secondary Level,2nd Quintile,At least once per week,0.11736,71,24357,0.0964,0.13649
1217,1217,2013,Lower Secondary Level,2nd Quintile,At least once per month,0.12612,71,24357,0.10183,0.14808
1218,1218,2013,Lower Secondary Level,2nd Quintile,Seldom,0.19596,152,24357,0.16594,0.2285
1219,1219,2013,Lower Secondary Level,2nd Quintile,Never,0.56056,388,24357,0.4999,0.62455
1220,1220,2013,Lower Secondary Level,3rd Quintile,At least once per week,0.12552,53,24357,0.10169,0.14874
1221,1221,2013,Lower Secondary Level,3rd Quintile,At least once per month,0.11655,51,24357,0.08862,0.14851
1222,1222,2013,Lower Secondary Level,3rd Quintile,Seldom,0.19656,99,24357,0.16797,0.23335
1223,1223,2013,Lower Secondary Level,3rd Quintile,Never,0.56137,235,24357,0.50784,0.63433
1224,1224,2013,Lower Secondary Level,4th Quintile,Seldom,0.37845,78,24357,0.29751,0.46903
1225,1225,2013,Lower Secondary Level,4th Quintile,Never,0.62155,140,24357,0.52914,0.70055
1226,1226,2013,Lower Secondary Level,5th Quintile,Seldom,0.4969,45,24357,0.37911,0.62
1227,1227,2013,Lower Secondary Level,5th Quintile,Never,0.5031,71,24357,0.41984,0.59839
1228,1228,2013,Upper Secondary Level,1st Quintile,At least once per week,0.0718,208,24357,0.05964,0.08495
1229,1229,2013,Upper Secondary Level,1st Quintile,At least once per month,0.05823,161,24357,0.04816,0.06828
1230,1230,2013,Upper Secondary Level,1st Quintile,Seldom,0.18717,524,24357,0.16983,0.20859
1231,1231,2013,Upper Secondary Level,1st Quintile,Never,0.6828,1828,24357,0.64611,0.71628
1232,1232,2013,Upper Secondary Level,2nd Quintile,At least once per week,0.07381,218,24357,0.0637,0.08464
1233,1233,2013,Upper Secondary Level,2nd Quintile,At least once per month,0.07848,240,24357,0.06735,0.0891
1234,1234,2013,Upper Secondary Level,2nd Quintile,Seldom,0.25697,720,24357,0.23624,0.27571
1235,1235,2013,Upper Secondary Level,2nd Quintile,Never,0.59074,1762,24357,0.56079,0.62298
1236,1236,2013,Upper Secondary Level,3rd Quintile,At least once per week,0.09031,233,24357,0.07871,0.10357
1237,1237,2013,Upper Secondary Level,3rd Quintile,At least once per month,0.07761,251,24357,0.06821,0.08653
1238,1238,2013,Upper Secondary Level,3rd Quintile,Seldom,0.284,796,24357,0.26413,0.29972
1239,1239,2013,Upper Secondary Level,3rd Quintile,Never,0.54808,1383,24357,0.51825,0.57818
1240,1240,2013,Upper Secondary Level,4th Quintile,At least once per week,0.07422,185,24357,0.06555,0.08492
1241,1241,2013,Upper Secondary Level,4th Quintile,At least once per month,0.07959,209,24357,0.06953,0.08882
1242,1242,2013,Upper Secondary Level,4th Quintile,Seldom,0.30579,720,24357,0.28426,0.32535
1243,1243,2013,Upper Secondary Level,4th Quintile,Never,0.5404,1176,24357,0.50941,0.57272
1244,1244,2013,Upper Secondary Level,5th Quintile,At least once per week,0.07438,156,24357,0.0616,0.08692
1245,1245,2013,Upper Secondary Level,5th Quintile,At least once per month,0.08176,163,24357,0.06912,0.0951
1246,1246,2013,Upper Secondary Level,5th Quintile,Seldom,0.31279,545,24357,0.28539,0.33329
1247,1247,2013,Upper Secondary Level,5th Quintile,Never,0.53107,869,24357,0.4975,0.57022
1248,1248,2013,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.16707,62,24357,0.12125,0.23206
1249,1249,2013,Post-secondary Non-tertiary Level,1st Quintile,Never,0.83293,189,24357,0.66156,0.98463
1250,1250,2013,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.04902,33,24357,0.03206,0.07283
1251,1251,2013,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.05622,33,24357,0.03658,0.07876
1252,1252,2013,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.29014,109,24357,0.2238,0.35257
1253,1253,2013,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.60462,183,24357,0.50279,0.73638
1254,1254,2013,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.06187,38,24357,0.04375,0.08329
1255,1255,2013,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.39183,129,24357,0.30066,0.47473
1256,1256,2013,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.54631,163,24357,0.45115,0.66261
1257,1257,2013,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.12196,43,24357,0.07708,0.1718
1258,1258,2013,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.25895,108,24357,0.19595,0.33104
1259,1259,2013,Post-secondary Non-tertiary Level,4th Quintile,Never,0.6191,196,24357,0.52488,0.72034
1260,1260,2013,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.06536,31,24357,0.03952,0.09406
1261,1261,2013,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.34419,121,24357,0.28167,0.40519
1262,1262,2013,Post-secondary Non-tertiary Level,5th Quintile,Never,0.59045,203,24357,0.50499,0.69761
1263,1263,2013,First Stage of Tertiary Education,1st Quintile,Seldom,0.33059,52,24357,0.21258,0.47269
1264,1264,2013,First Stage of Tertiary Education,1st Quintile,Never,0.66941,75,24357,0.52646,0.80254
1265,1265,2013,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.13411,32,24357,0.07935,0.19887
1266,1266,2013,First Stage of Tertiary Education,2nd Quintile,Seldom,0.21306,68,24357,0.15694,0.26998
1267,1267,2013,First Stage of Tertiary Education,2nd Quintile,Never,0.65282,165,24357,0.53497,0.78802
1268,1268,2013,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.09603,32,24357,0.05793,0.1509
1269,1269,2013,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.09495,56,24357,0.07331,0.121
1270,1270,2013,First Stage of Tertiary Education,3rd Quintile,Seldom,0.33622,123,24357,0.26504,0.39995
1271,1271,2013,First Stage of Tertiary Education,3rd Quintile,Never,0.4728,171,24357,0.42044,0.54562
1272,1272,2013,First Stage of Tertiary Education,4th Quintile,At least once per week,0.12323,39,24357,0.08296,0.16131
1273,1273,2013,First Stage of Tertiary Education,4th Quintile,At least once per month,0.09942,50,24357,0.06954,0.13961
1274,1274,2013,First Stage of Tertiary Education,4th Quintile,Seldom,0.25189,141,24357,0.20785,0.30123
1275,1275,2013,First Stage of Tertiary Education,4th Quintile,Never,0.52546,196,24357,0.44904,0.61983
1276,1276,2013,First Stage of Tertiary Education,5th Quintile,At least once per week,0.07082,34,24357,0.04603,0.09548
1277,1277,2013,First Stage of Tertiary Education,5th Quintile,At least once per month,0.0969,47,24357,0.06682,0.13439
1278,1278,2013,First Stage of Tertiary Education,5th Quintile,Seldom,0.35424,151,24357,0.30587,0.41761
1279,1279,2013,First Stage of Tertiary Education,5th Quintile,Never,0.47804,184,24357,0.4097,0.56912
1280,1280,2013,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.08447,37,24357,0.05563,0.12709
1281,1281,2013,Second Stage of Tertiary Education,1st Quintile,Seldom,0.29711,97,24357,0.24521,0.3602
1282,1282,2013,Second Stage of Tertiary Education,1st Quintile,Never,0.61841,229,24357,0.516,0.73291
1283,1283,2013,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.05496,59,24357,0.04059,0.07733
1284,1284,2013,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.09665,62,24357,0.06397,0.13649
1285,1285,2013,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.24877,144,24357,0.20515,0.3026
1286,1286,2013,Second Stage of Tertiary Education,2nd Quintile,Never,0.59962,336,24357,0.5351,0.69617
1287,1287,2013,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.08114,78,24357,0.06063,0.10353
1288,1288,2013,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.09541,109,24357,0.07302,0.12256
1289,1289,2013,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.24665,230,24357,0.20205,0.29219
1290,1290,2013,Second Stage of Tertiary Education,3rd Quintile,Never,0.57681,439,24357,0.51015,0.63925
1291,1291,2013,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.09139,131,24357,0.0737,0.11038
1292,1292,2013,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.09845,162,24357,0.08116,0.11393
1293,1293,2013,Second Stage of Tertiary Education,4th Quintile,Seldom,0.28387,401,24357,0.25782,0.32015
1294,1294,2013,Second Stage of Tertiary Education,4th Quintile,Never,0.52629,641,24357,0.48369,0.57403
1295,1295,2013,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.0764,213,24357,0.06562,0.08941
1296,1296,2013,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.10938,302,24357,0.09513,0.12221
1297,1297,2013,Second Stage of Tertiary Education,5th Quintile,Seldom,0.30768,817,24357,0.28265,0.33511
1298,1298,2013,Second Stage of Tertiary Education,5th Quintile,Never,0.50655,1287,24357,0.47851,0.54177
1299,1299,2015,Pre-primary Level,1st Quintile,Never,1.0,65,23792,0.74954,1.36269
1300,1300,2015,Pre-primary Level,2nd Quintile,Never,1.0,45,23792,0.68414,1.35287
1301,1301,2015,Pre-primary Level,3rd Quintile,Never,1.0,34,23792,0.69482,1.39677
1302,1302,2015,Primary Level,1st Quintile,Seldom,0.17834,48,23792,0.13462,0.23664
1303,1303,2015,Primary Level,1st Quintile,Never,0.82166,185,23792,0.66076,0.95353
1304,1304,2015,Primary Level,2nd Quintile,Never,1.0,48,23792,0.68252,1.24884
1305,1305,2015,Lower Secondary Level,1st Quintile,At least once per week,0.11101,93,23792,0.08822,0.13786
1306,1306,2015,Lower Secondary Level,1st Quintile,At least once per month,0.06954,67,23792,0.05137,0.08801
1307,1307,2015,Lower Secondary Level,1st Quintile,Seldom,0.17769,195,23792,0.15107,0.20673
1308,1308,2015,Lower Secondary Level,1st Quintile,Never,0.64176,724,23792,0.58655,0.70404
1309,1309,2015,Lower Secondary Level,2nd Quintile,At least once per week,0.12387,75,23792,0.09627,0.15084
1310,1310,2015,Lower Secondary Level,2nd Quintile,At least once per month,0.10199,69,23792,0.08389,0.12193
1311,1311,2015,Lower Secondary Level,2nd Quintile,Seldom,0.23197,175,23792,0.19268,0.27217
1312,1312,2015,Lower Secondary Level,2nd Quintile,Never,0.54218,428,23792,0.4883,0.59953
1313,1313,2015,Lower Secondary Level,3rd Quintile,At least once per week,0.10601,39,23792,0.08185,0.13921
1314,1314,2015,Lower Secondary Level,3rd Quintile,At least once per month,0.0797,49,23792,0.05922,0.10007
1315,1315,2015,Lower Secondary Level,3rd Quintile,Seldom,0.23372,122,23792,0.1938,0.28995
1316,1316,2015,Lower Secondary Level,3rd Quintile,Never,0.58057,255,23792,0.52409,0.64888
1317,1317,2015,Lower Secondary Level,4th Quintile,Seldom,0.34897,85,23792,0.2896,0.41549
1318,1318,2015,Lower Secondary Level,4th Quintile,Never,0.65103,134,23792,0.52408,0.77778
1319,1319,2015,Lower Secondary Level,5th Quintile,Seldom,0.26574,34,23792,0.1846,0.37782
1320,1320,2015,Lower Secondary Level,5th Quintile,Never,0.73426,71,23792,0.55296,0.94406
1321,1321,2015,Upper Secondary Level,1st Quintile,At least once per week,0.07918,182,23792,0.06518,0.09519
1322,1322,2015,Upper Secondary Level,1st Quintile,At least once per month,0.07157,163,23792,0.05826,0.08444
1323,1323,2015,Upper Secondary Level,1st Quintile,Seldom,0.17554,427,23792,0.15575,0.19657
1324,1324,2015,Upper Secondary Level,1st Quintile,Never,0.67371,1644,23792,0.63785,0.7105
1325,1325,2015,Upper Secondary Level,2nd Quintile,At least once per week,0.08302,215,23792,0.07211,0.09465
1326,1326,2015,Upper Secondary Level,2nd Quintile,At least once per month,0.06606,219,23792,0.0568,0.07492
1327,1327,2015,Upper Secondary Level,2nd Quintile,Seldom,0.25102,668,23792,0.22887,0.27038
1328,1328,2015,Upper Secondary Level,2nd Quintile,Never,0.5999,1812,23792,0.57123,0.63027
1329,1329,2015,Upper Secondary Level,3rd Quintile,At least once per week,0.06798,170,23792,0.05809,0.07747
1330,1330,2015,Upper Secondary Level,3rd Quintile,At least once per month,0.07357,232,23792,0.0632,0.08515
1331,1331,2015,Upper Secondary Level,3rd Quintile,Seldom,0.25353,653,23792,0.2315,0.27911
1332,1332,2015,Upper Secondary Level,3rd Quintile,Never,0.60491,1427,23792,0.5687,0.6387
1333,1333,2015,Upper Secondary Level,4th Quintile,At least once per week,0.05942,157,23792,0.05073,0.06865
1334,1334,2015,Upper Secondary Level,4th Quintile,At least once per month,0.07653,224,23792,0.06742,0.0862
1335,1335,2015,Upper Secondary Level,4th Quintile,Seldom,0.29421,668,23792,0.27241,0.31352
1336,1336,2015,Upper Secondary Level,4th Quintile,Never,0.56984,1192,23792,0.54331,0.60666
1337,1337,2015,Upper Secondary Level,5th Quintile,At least once per week,0.06596,127,23792,0.05819,0.07601
1338,1338,2015,Upper Secondary Level,5th Quintile,At least once per month,0.08106,158,23792,0.06659,0.09263
1339,1339,2015,Upper Secondary Level,5th Quintile,Seldom,0.30501,510,23792,0.27765,0.33643
1340,1340,2015,Upper Secondary Level,5th Quintile,Never,0.54797,793,23792,0.51498,0.59101
1341,1341,2015,Post-secondary Non-tertiary Level,1st Quintile,Seldom,0.22888,78,23792,0.14708,0.34131
1342,1342,2015,Post-secondary Non-tertiary Level,1st Quintile,Never,0.77112,209,23792,0.64179,0.9083
1343,1343,2015,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.10707,41,23792,0.06999,0.14804
1344,1344,2015,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.06101,37,23792,0.03243,0.09905
1345,1345,2015,Post-secondary Non-tertiary Level,2nd Quintile,Seldom,0.20482,112,23792,0.15883,0.25369
1346,1346,2015,Post-secondary Non-tertiary Level,2nd Quintile,Never,0.6271,219,23792,0.53085,0.73417
1347,1347,2015,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.07503,48,23792,0.0466,0.10947
1348,1348,2015,Post-secondary Non-tertiary Level,3rd Quintile,Seldom,0.29806,130,23792,0.23419,0.36532
1349,1349,2015,Post-secondary Non-tertiary Level,3rd Quintile,Never,0.62691,238,23792,0.50925,0.72282
1350,1350,2015,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.08498,39,23792,0.05788,0.11677
1351,1351,2015,Post-secondary Non-tertiary Level,4th Quintile,Seldom,0.298,118,23792,0.23755,0.37435
1352,1352,2015,Post-secondary Non-tertiary Level,4th Quintile,Never,0.61701,222,23792,0.52765,0.71373
1353,1353,2015,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.06156,35,23792,0.03602,0.08689
1354,1354,2015,Post-secondary Non-tertiary Level,5th Quintile,Seldom,0.33945,108,23792,0.24943,0.4114
1355,1355,2015,Post-secondary Non-tertiary Level,5th Quintile,Never,0.59899,199,23792,0.49815,0.70696
1356,1356,2015,First Stage of Tertiary Education,1st Quintile,Never,1.0,71,23792,0.74398,1.26808
1357,1357,2015,First Stage of Tertiary Education,2nd Quintile,Seldom,0.29315,65,23792,0.2213,0.37528
1358,1358,2015,First Stage of Tertiary Education,2nd Quintile,Never,0.70685,166,23792,0.61263,0.81313
1359,1359,2015,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.0975,34,23792,0.0545,0.14552
1360,1360,2015,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.09729,43,23792,0.06671,0.1309
1361,1361,2015,First Stage of Tertiary Education,3rd Quintile,Seldom,0.30759,94,23792,0.23165,0.40888
1362,1362,2015,First Stage of Tertiary Education,3rd Quintile,Never,0.49762,168,23792,0.42081,0.58161
