year,bula_h,pli0098_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,Schleswig-Holstein,Never,0.5471014492753623,18165,0.5398625460896267,0.5543403524610979
1990,Schleswig-Holstein,Seldom,0.3804347826086957,18165,0.3733745015021062,0.38749506371528514
1990,Schleswig-Holstein,At least once per month,0.03985507246376811,18165,0.03701029323859924,0.04269985168893699
1990,Schleswig-Holstein,At least once per week,0.03260869565217391,18165,0.030025804089573404,0.03519158721477442
1990,Hamburg,Never,0.6566265060240963,18165,0.6497212313397288,0.6635317807084639
1990,Hamburg,Seldom,0.24096385542168675,18165,0.2347444975082406,0.24718321333513288
1990,Hamburg,At least once per week,0.07228915662650602,18165,0.06852314838872518,0.07605516486428686
1990,Hamburg,At least once per month,0.030120481927710843,18165,0.027634899199705062,0.032606064655716624
1990,Lower Saxony,Never,0.4895397489539749,18165,0.48227010207703014,0.49680939583091965
1990,Lower Saxony,Seldom,0.3493723849372385,18165,0.34243894266884367,0.3563058272056333
1990,Lower Saxony,At least once per week,0.08577405857740586,18165,0.0817017271069545,0.08984639004785722
1990,Lower Saxony,At least once per month,0.07531380753138076,18165,0.07147609130227629,0.07915152376048522
1990,Bremen,Never,0.6796116504854369,18165,0.672825755483974,0.6863975454868998
1990,Bremen,Seldom,0.1650485436893204,18165,0.15965002223230745,0.17044706514633334
1990,Bremen,At least once per month,0.0970873786407767,18165,0.09278169001446875,0.10139306726708465
1990,Bremen,At least once per week,0.05825242718446602,18165,0.05484628605974816,0.061658568309183884
1990,North Rhine-Westphalia,Never,0.43955164131305047,18165,0.43233373693772825,0.4467695456883727
1990,North Rhine-Westphalia,Seldom,0.28823058446757405,18165,0.2816437300808555,0.29481743885429257
1990,North Rhine-Westphalia,At least once per week,0.16413130504403523,18165,0.15874484910429537,0.16951776098377508
1990,North Rhine-Westphalia,At least once per month,0.10808646917534027,18165,0.10357118164030597,0.11260175671037458
1990,Hesse,Never,0.38219895287958117,18165,0.37513240287097627,0.38926550288818607
1990,Hesse,Seldom,0.36020942408376966,18165,0.3532281478073193,0.36719070036022
1990,Hesse,At least once per month,0.13717277486910995,18165,0.13216973167569598,0.1421758180625239
1990,Hesse,At least once per week,0.12041884816753927,18165,0.11568598921549983,0.1251517071195787
1990,"Rhineland-Palatinate, Saarland",Seldom,0.3535660091047041,18165,0.3466135936592021,0.3605184245502061
