"pli0098_h","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Nie","2003","Bayern","Ost","","","",""
"Nie","2003","Saarland","West","123","0.434126313287781","0.378040209861511","0.490212416714051"
"Nie","2003","Saarland","Ost","","","",""
"Nie","2003","Berlin","West","276","0.60435425537936","0.559023456674198","0.649685054084523"
"Nie","2003","Berlin","Ost","307","0.840392702223962","0.803225387621549","0.877560016826375"
"Nie","2003","Brandenburg","West","","","",""
"Nie","2003","Brandenburg","Ost","736","0.777701167186272","0.751106763212707","0.804295571159837"
"Nie","2003","Mecklenburg-Vorpommern","West","","","",""
"Nie","2003","Mecklenburg-Vorpommern","Ost","403","0.751678187815302","0.71472160156212","0.788634774068483"
"Nie","2003","Sachsen","West","","","",""
"Nie","2003","Sachsen","Ost","1156","0.729262836536327","0.707524487828479","0.751001185244174"
"Nie","2003","Sachsen-Anhalt","West","","","",""
"Nie","2003","Sachsen-Anhalt","Ost","749","0.828779865553913","0.804569372755715","0.852990358352112"
"Nie","2003","Thüringen","West","","","",""
"Nie","2003","Thüringen","Ost","655","0.725409532749752","0.697073698858195","0.753745366641309"
"Taeglich","2004","Schleswig-Holstein","West","","","",""
"Taeglich","2004","Schleswig-Holstein","Ost","","","",""
"Taeglich","2004","Hamburg","West","","","",""
"Taeglich","2004","Hamburg","Ost","","","",""
"Taeglich","2004","Niedersachsen","West","","","",""
"Taeglich","2004","Niedersachsen","Ost","","","",""
"Taeglich","2004","Bremen","West","","","",""
"Taeglich","2004","Bremen","Ost","","","",""
"Taeglich","2004","Nordrhein-Westfalen","West","","","",""
"Taeglich","2004","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2004","Hessen","West","","","",""
"Taeglich","2004","Hessen","Ost","","","",""
"Taeglich","2004","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2004","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2004","Baden-Württemberg","West","","","",""
"Taeglich","2004","Baden-Württemberg","Ost","","","",""
"Taeglich","2004","Bayern","West","","","",""
"Taeglich","2004","Bayern","Ost","","","",""
"Taeglich","2004","Saarland","West","","","",""
"Taeglich","2004","Saarland","Ost","","","",""
"Taeglich","2004","Berlin","West","","","",""
"Taeglich","2004","Berlin","Ost","","","",""
"Taeglich","2004","Brandenburg","West","","","",""
"Taeglich","2004","Brandenburg","Ost","","","",""
"Taeglich","2004","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2004","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2004","Sachsen","West","","","",""
"Taeglich","2004","Sachsen","Ost","","","",""
"Taeglich","2004","Sachsen-Anhalt","West","","","",""
"Taeglich","2004","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2004","Thüringen","West","","","",""
"Taeglich","2004","Thüringen","Ost","","","",""
"Min 1x pro Woche","2004","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","2004","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2004","Hamburg","West","","","",""
"Min 1x pro Woche","2004","Hamburg","Ost","","","",""
"Min 1x pro Woche","2004","Niedersachsen","West","","","",""
"Min 1x pro Woche","2004","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2004","Bremen","West","","","",""
"Min 1x pro Woche","2004","Bremen","Ost","","","",""
"Min 1x pro Woche","2004","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Woche","2004","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2004","Hessen","West","","","",""
"Min 1x pro Woche","2004","Hessen","Ost","","","",""
"Min 1x pro Woche","2004","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Woche","2004","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2004","Baden-Württemberg","West","","","",""
"Min 1x pro Woche","2004","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2004","Bayern","West","","","",""
"Min 1x pro Woche","2004","Bayern","Ost","","","",""
"Min 1x pro Woche","2004","Saarland","West","","","",""
"Min 1x pro Woche","2004","Saarland","Ost","","","",""
"Min 1x pro Woche","2004","Berlin","West","","","",""
"Min 1x pro Woche","2004","Berlin","Ost","","","",""
"Min 1x pro Woche","2004","Brandenburg","West","","","",""
"Min 1x pro Woche","2004","Brandenburg","Ost","","","",""
"Min 1x pro Woche","2004","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2004","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2004","Sachsen","West","","","",""
"Min 1x pro Woche","2004","Sachsen","Ost","","","",""
"Min 1x pro Woche","2004","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2004","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","2004","Thüringen","West","","","",""
"Min 1x pro Woche","2004","Thüringen","Ost","","","",""
"Min 1x pro Monat","2004","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","2004","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2004","Hamburg","West","","","",""
"Min 1x pro Monat","2004","Hamburg","Ost","","","",""
"Min 1x pro Monat","2004","Niedersachsen","West","","","",""
"Min 1x pro Monat","2004","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2004","Bremen","West","","","",""
"Min 1x pro Monat","2004","Bremen","Ost","","","",""
"Min 1x pro Monat","2004","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Monat","2004","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2004","Hessen","West","","","",""
"Min 1x pro Monat","2004","Hessen","Ost","","","",""
"Min 1x pro Monat","2004","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Monat","2004","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2004","Baden-Württemberg","West","","","",""
"Min 1x pro Monat","2004","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2004","Bayern","West","","","",""
"Min 1x pro Monat","2004","Bayern","Ost","","","",""
"Min 1x pro Monat","2004","Saarland","West","","","",""
"Min 1x pro Monat","2004","Saarland","Ost","","","",""
"Min 1x pro Monat","2004","Berlin","West","","","",""
"Min 1x pro Monat","2004","Berlin","Ost","","","",""
"Min 1x pro Monat","2004","Brandenburg","West","","","",""
"Min 1x pro Monat","2004","Brandenburg","Ost","","","",""
"Min 1x pro Monat","2004","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2004","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2004","Sachsen","West","","","",""
"Min 1x pro Monat","2004","Sachsen","Ost","","","",""
"Min 1x pro Monat","2004","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2004","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","2004","Thüringen","West","","","",""
"Min 1x pro Monat","2004","Thüringen","Ost","","","",""
"Seltener","2004","Schleswig-Holstein","West","","","",""
"Seltener","2004","Schleswig-Holstein","Ost","","","",""
"Seltener","2004","Hamburg","West","","","",""
"Seltener","2004","Hamburg","Ost","","","",""
"Seltener","2004","Niedersachsen","West","","","",""
"Seltener","2004","Niedersachsen","Ost","","","",""
"Seltener","2004","Bremen","West","","","",""
"Seltener","2004","Bremen","Ost","","","",""
"Seltener","2004","Nordrhein-Westfalen","West","","","",""
"Seltener","2004","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2004","Hessen","West","","","",""
"Seltener","2004","Hessen","Ost","","","",""
"Seltener","2004","Rheinland-Pfalz,Saarland","West","","","",""
"Seltener","2004","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","2004","Baden-Württemberg","West","","","",""
"Seltener","2004","Baden-Württemberg","Ost","","","",""
"Seltener","2004","Bayern","West","","","",""
"Seltener","2004","Bayern","Ost","","","",""
"Seltener","2004","Saarland","West","","","",""
"Seltener","2004","Saarland","Ost","","","",""
"Seltener","2004","Berlin","West","","","",""
"Seltener","2004","Berlin","Ost","","","",""
"Seltener","2004","Brandenburg","West","","","",""
"Seltener","2004","Brandenburg","Ost","","","",""
"Seltener","2004","Mecklenburg-Vorpommern","West","","","",""
"Seltener","2004","Mecklenburg-Vorpommern","Ost","","","",""
"Seltener","2004","Sachsen","West","","","",""
"Seltener","2004","Sachsen","Ost","","","",""
"Seltener","2004","Sachsen-Anhalt","West","","","",""
"Seltener","2004","Sachsen-Anhalt","Ost","","","",""
"Seltener","2004","Thüringen","West","","","",""
"Seltener","2004","Thüringen","Ost","","","",""
"Nie","2004","Schleswig-Holstein","West","","","",""
"Nie","2004","Schleswig-Holstein","Ost","","","",""
"Nie","2004","Hamburg","West","","","",""
"Nie","2004","Hamburg","Ost","","","",""
"Nie","2004","Niedersachsen","West","","","",""
"Nie","2004","Niedersachsen","Ost","","","",""
"Nie","2004","Bremen","West","","","",""
"Nie","2004","Bremen","Ost","","","",""
"Nie","2004","Nordrhein-Westfalen","West","","","",""
"Nie","2004","Nordrhein-Westfalen","Ost","","","",""
"Nie","2004","Hessen","West","","","",""
"Nie","2004","Hessen","Ost","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","West","","","",""
"Nie","2004","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","2004","Baden-Württemberg","West","","","",""
"Nie","2004","Baden-Württemberg","Ost","","","",""
"Nie","2004","Bayern","West","","","",""
"Nie","2004","Bayern","Ost","","","",""
"Nie","2004","Saarland","West","","","",""
"Nie","2004","Saarland","Ost","","","",""
"Nie","2004","Berlin","West","","","",""
"Nie","2004","Berlin","Ost","","","",""
"Nie","2004","Brandenburg","West","","","",""
"Nie","2004","Brandenburg","Ost","","","",""
"Nie","2004","Mecklenburg-Vorpommern","West","","","",""
"Nie","2004","Mecklenburg-Vorpommern","Ost","","","",""
"Nie","2004","Sachsen","West","","","",""
"Nie","2004","Sachsen","Ost","","","",""
"Nie","2004","Sachsen-Anhalt","West","","","",""
"Nie","2004","Sachsen-Anhalt","Ost","","","",""
"Nie","2004","Thüringen","West","","","",""
"Nie","2004","Thüringen","Ost","","","",""
"Taeglich","2005","Schleswig-Holstein","West","","","",""
"Taeglich","2005","Schleswig-Holstein","Ost","","","",""
"Taeglich","2005","Hamburg","West","","","",""
"Taeglich","2005","Hamburg","Ost","","","",""
"Taeglich","2005","Niedersachsen","West","","","",""
"Taeglich","2005","Niedersachsen","Ost","","","",""
"Taeglich","2005","Bremen","West","","","",""
"Taeglich","2005","Bremen","Ost","","","",""
"Taeglich","2005","Nordrhein-Westfalen","West","","","",""
"Taeglich","2005","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2005","Hessen","West","","","",""
"Taeglich","2005","Hessen","Ost","","","",""
"Taeglich","2005","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2005","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2005","Baden-Württemberg","West","","","",""
"Taeglich","2005","Baden-Württemberg","Ost","","","",""
"Taeglich","2005","Bayern","West","","","",""
"Taeglich","2005","Bayern","Ost","","","",""
"Taeglich","2005","Saarland","West","","","",""
"Taeglich","2005","Saarland","Ost","","","",""
"Taeglich","2005","Berlin","West","","","",""
"Taeglich","2005","Berlin","Ost","","","",""
"Taeglich","2005","Brandenburg","West","","","",""
"Taeglich","2005","Brandenburg","Ost","","","",""
"Taeglich","2005","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2005","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2005","Sachsen","West","","","",""
"Taeglich","2005","Sachsen","Ost","","","",""
"Taeglich","2005","Sachsen-Anhalt","West","","","",""
"Taeglich","2005","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2005","Thüringen","West","","","",""
"Taeglich","2005","Thüringen","Ost","","","",""
"Min 1x pro Woche","2005","Schleswig-Holstein","West","33","0.0460236752151078","0.029865538495147","0.0621818119350686"
"Min 1x pro Woche","2005","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2005","Hamburg","West","","","",""
"Min 1x pro Woche","2005","Hamburg","Ost","","","",""
"Min 1x pro Woche","2005","Niedersachsen","West","143","0.0805270186847764","0.0678683157379325","0.0931857216316204"
"Min 1x pro Woche","2005","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2005","Bremen","West","","","",""
"Min 1x pro Woche","2005","Bremen","Ost","","","",""
"Min 1x pro Woche","2005","Nordrhein-Westfalen","West","463","0.108262250801036","0.0990011555668762","0.117523346035197"
"Min 1x pro Woche","2005","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2005","Hessen","West","116","0.0915434709990203","0.0762281783400858","0.106858763657955"
"Min 1x pro Woche","2005","Hessen","Ost","","","",""
"Min 1x pro Woche","2005","Rheinland-Pfalz,Saarland","West","106","0.117083973141635","0.0968817066001563","0.137286239683114"
"Min 1x pro Woche","2005","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2005","Baden-Württemberg","West","276","0.114709231046931","0.102222562305549","0.127195899788314"
"Min 1x pro Woche","2005","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2005","Bayern","West","386","0.13699193014503","0.124443038084592","0.149540822205469"
"Min 1x pro Woche","2005","Bayern","Ost","","","",""
"Min 1x pro Woche","2005","Saarland","West","34","0.140239295436855","0.0985109726501744","0.181967618223535"
"Min 1x pro Woche","2005","Saarland","Ost","","","",""
"Min 1x pro Woche","2005","Berlin","West","","","",""
"Min 1x pro Woche","2005","Berlin","Ost","","","",""
"Min 1x pro Woche","2005","Brandenburg","West","","","",""
"Min 1x pro Woche","2005","Brandenburg","Ost","","","",""
"Min 1x pro Woche","2005","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2005","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2005","Sachsen","West","","","",""
"Min 1x pro Woche","2005","Sachsen","Ost","63","0.0405539937453859","0.0306310783185267","0.0504769091722452"
"Min 1x pro Woche","2005","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2005","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","2005","Thüringen","West","","","",""
"Min 1x pro Woche","2005","Thüringen","Ost","37","0.0403199135856964","0.0273819880850956","0.0532578390862971"
"Min 1x pro Monat","2005","Schleswig-Holstein","West","54","0.06659982708859","0.0473732346048132","0.0858264195723668"
"Min 1x pro Monat","2005","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2005","Hamburg","West","","","",""
"Min 1x pro Monat","2005","Hamburg","Ost","","","",""
"Min 1x pro Monat","2005","Niedersachsen","West","158","0.0893142849684865","0.076046646241326","0.102581923695647"
"Min 1x pro Monat","2005","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2005","Bremen","West","","","",""
"Min 1x pro Monat","2005","Bremen","Ost","","","",""
"Min 1x pro Monat","2005","Nordrhein-Westfalen","West","425","0.0920980382762782","0.0834791765075844","0.100716900044972"
"Min 1x pro Monat","2005","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2005","Hessen","West","117","0.0787038533842096","0.0644031577783468","0.0930045489900725"
"Min 1x pro Monat","2005","Hessen","Ost","","","",""
"Min 1x pro Monat","2005","Rheinland-Pfalz,Saarland","West","98","0.099426996278325","0.0806250289952645","0.118228963561386"
"Min 1x pro Monat","2005","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2005","Baden-Württemberg","West","309","0.120022735628592","0.107288528055913","0.13275694320127"
"Min 1x pro Monat","2005","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2005","Bayern","West","417","0.128850294919633","0.116622741511665","0.141077848327602"
"Min 1x pro Monat","2005","Bayern","Ost","","","",""
"Min 1x pro Monat","2005","Saarland","West","30","0.0829328701715351","0.0497914446928896","0.116074295650181"
"Min 1x pro Monat","2005","Saarland","Ost","","","",""
"Min 1x pro Monat","2005","Berlin","West","","","",""
"Min 1x pro Monat","2005","Berlin","Ost","","","",""
"Min 1x pro Monat","2005","Brandenburg","West","","","",""
"Min 1x pro Monat","2005","Brandenburg","Ost","32","0.0275674400758211","0.016712677210199","0.0384222029414432"
"Min 1x pro Monat","2005","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2005","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2005","Sachsen","West","","","",""
"Min 1x pro Monat","2005","Sachsen","Ost","83","0.0560568211337906","0.0444850625500088","0.0676285797175725"
"Min 1x pro Monat","2005","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2005","Sachsen-Anhalt","Ost","47","0.048838786873672","0.0346788085785794","0.0629987651687645"
"Min 1x pro Monat","2005","Thüringen","West","","","",""
"Min 1x pro Monat","2005","Thüringen","Ost","53","0.0430503441151965","0.0297005531004179","0.0564001351299752"
"Seltener","2005","Schleswig-Holstein","West","272","0.454391265376871","0.415995133344308","0.492787397409435"
"Seltener","2005","Schleswig-Holstein","Ost","","","",""
"Seltener","2005","Hamburg","West","83","0.271011687904308","0.219408093367705","0.322615282440911"
"Seltener","2005","Hamburg","Ost","","","",""
"Seltener","2005","Niedersachsen","West","649","0.335772690544895","0.313802695376392","0.357742685713397"
"Seltener","2005","Niedersachsen","Ost","","","",""
"Seltener","2005","Bremen","West","41","0.341050163603314","0.263351172325858","0.41874915488077"
"Seltener","2005","Bremen","Ost","","","",""
"Seltener","2005","Nordrhein-Westfalen","West","1452","0.32045557471819","0.306546504777845","0.334364644658535"
"Seltener","2005","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2005","Hessen","West","488","0.33533980657819","0.310267059093266","0.360412554063114"
"Seltener","2005","Hessen","Ost","","","",""
"Seltener","2005","Rheinland-Pfalz,Saarland","West","357","0.35107856116722","0.321087634354031","0.38106948798041"
"Seltener","2005","Rheinland-Pfalz,Saarland","Ost","","","",""
"Seltener","2005","Baden-Württemberg","West","854","0.348217908384364","0.329550621520501","0.366885195248226"
"Seltener","2005","Baden-Württemberg","Ost","","","",""
"Seltener","2005","Bayern","West","1037","0.343816948664133","0.326481838409225","0.36115205891904"
"Seltener","2005","Bayern","Ost","","","",""
"Seltener","2005","Saarland","West","107","0.378741258289662","0.320448468831023","0.4370340477483"
"Seltener","2005","Saarland","Ost","","","",""
"Seltener","2005","Berlin","West","84","0.211361283043141","0.17198589646445","0.250736669621832"
"Seltener","2005","Berlin","Ost","45","0.109409024124608","0.0763263387049407","0.142491709544276"
"Seltener","2005","Brandenburg","West","","","",""
"Seltener","2005","Brandenburg","Ost","136","0.164371121005559","0.13980074212049","0.188941499890628"
"Seltener","2005","Mecklenburg-Vorpommern","West","","","",""
"Seltener","2005","Mecklenburg-Vorpommern","Ost","94","0.199064689533082","0.164030372637915","0.234099006428248"
"Seltener","2005","Sachsen","West","","","",""
"Seltener","2005","Sachsen","Ost","273","0.175161048090356","0.156039830055169","0.194282266125544"
"Seltener","2005","Sachsen-Anhalt","West","","","",""
"Seltener","2005","Sachsen-Anhalt","Ost","121","0.120002999667501","0.0986534000610639","0.141352599273938"
"Seltener","2005","Thüringen","West","","","",""
"Seltener","2005","Thüringen","Ost","206","0.221070288970187","0.19377699628913","0.248363581651243"
"Nie","2005","Schleswig-Holstein","West","287","0.432985232319431","0.394776242204385","0.471194222434477"
"Nie","2005","Schleswig-Holstein","Ost","","","",""
"Nie","2005","Hamburg","West","165","0.635710505558448","0.579840504603531","0.691580506513365"
"Nie","2005","Hamburg","Ost","","","",""
"Nie","2005","Niedersachsen","West","825","0.494386005801842","0.471126978971033","0.517645032632652"
"Nie","2005","Niedersachsen","Ost","","","",""
"Nie","2005","Bremen","West","88","0.565073490405794","0.483820289476432","0.646326691335155"
"Nie","2005","Bremen","Ost","","","",""
"Nie","2005","Nordrhein-Westfalen","West","1984","0.479184136204496","0.464294003564537","0.494074268844454"
"Nie","2005","Nordrhein-Westfalen","Ost","","","",""
"Nie","2005","Hessen","West","641","0.49441286903858","0.467860551938739","0.52096518613842"
"Nie","2005","Hessen","Ost","","","",""
"Nie","2005","Rheinland-Pfalz,Saarland","West","412","0.432410469412819","0.401282057898035","0.463538880927604"
"Nie","2005","Rheinland-Pfalz,Saarland","Ost","","","",""
"Nie","2005","Baden-Württemberg","West","1063","0.417050124940113","0.397729811273446","0.43637043860678"
"Nie","2005","Baden-Württemberg","Ost","","","",""
"Nie","2005","Bayern","West","1044","0.390340826271204","0.372536890940628","0.40814476160178"
"Nie","2005","Bayern","Ost","","","",""
"Nie","2005","Saarland","West","95","0.398086576101949","0.339261424685143","0.456911727518755"
"Nie","2005","Saarland","Ost","","","",""
"Nie","2005","Berlin","West","280","0.668551411009128","0.623152173658469","0.713950648359786"
"Nie","2005","Berlin","Ost","286","0.859999436598409","0.823224747223243","0.896774125973574"
"Nie","2005","Brandenburg","West","","","",""
"Nie","2005","Brandenburg","Ost","683","0.78411577847258","0.75683900969713","0.81139254724803"
"Nie","2005","Mecklenburg-Vorpommern","West","","","",""
"Nie","2005","Mecklenburg-Vorpommern","Ost","386","0.777057174992723","0.740537991773345","0.813576358212102"
"Nie","2005","Sachsen","West","","","",""
"Nie","2005","Sachsen","Ost","1099","0.728228137030467","0.705848750442457","0.750607523618477"
"Nie","2005","Sachsen-Anhalt","West","","","",""
"Nie","2005","Sachsen-Anhalt","Ost","696","0.808572439128976","0.782725162698735","0.834419715559217"
"Nie","2005","Thüringen","West","","","",""
"Nie","2005","Thüringen","Ost","592","0.695559453328921","0.665293107964885","0.725825798692956"
"Taeglich","2006","Schleswig-Holstein","West","","","",""
"Taeglich","2006","Schleswig-Holstein","Ost","","","",""
"Taeglich","2006","Hamburg","West","","","",""
"Taeglich","2006","Hamburg","Ost","","","",""
"Taeglich","2006","Niedersachsen","West","","","",""
"Taeglich","2006","Niedersachsen","Ost","","","",""
"Taeglich","2006","Bremen","West","","","",""
"Taeglich","2006","Bremen","Ost","","","",""
"Taeglich","2006","Nordrhein-Westfalen","West","","","",""
"Taeglich","2006","Nordrhein-Westfalen","Ost","","","",""
"Taeglich","2006","Hessen","West","","","",""
"Taeglich","2006","Hessen","Ost","","","",""
"Taeglich","2006","Rheinland-Pfalz,Saarland","West","","","",""
"Taeglich","2006","Rheinland-Pfalz,Saarland","Ost","","","",""
"Taeglich","2006","Baden-Württemberg","West","","","",""
"Taeglich","2006","Baden-Württemberg","Ost","","","",""
"Taeglich","2006","Bayern","West","","","",""
"Taeglich","2006","Bayern","Ost","","","",""
"Taeglich","2006","Saarland","West","","","",""
"Taeglich","2006","Saarland","Ost","","","",""
"Taeglich","2006","Berlin","West","","","",""
"Taeglich","2006","Berlin","Ost","","","",""
"Taeglich","2006","Brandenburg","West","","","",""
"Taeglich","2006","Brandenburg","Ost","","","",""
"Taeglich","2006","Mecklenburg-Vorpommern","West","","","",""
"Taeglich","2006","Mecklenburg-Vorpommern","Ost","","","",""
"Taeglich","2006","Sachsen","West","","","",""
"Taeglich","2006","Sachsen","Ost","","","",""
"Taeglich","2006","Sachsen-Anhalt","West","","","",""
"Taeglich","2006","Sachsen-Anhalt","Ost","","","",""
"Taeglich","2006","Thüringen","West","","","",""
"Taeglich","2006","Thüringen","Ost","","","",""
"Min 1x pro Woche","2006","Schleswig-Holstein","West","","","",""
"Min 1x pro Woche","2006","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Woche","2006","Hamburg","West","","","",""
"Min 1x pro Woche","2006","Hamburg","Ost","","","",""
"Min 1x pro Woche","2006","Niedersachsen","West","","","",""
"Min 1x pro Woche","2006","Niedersachsen","Ost","","","",""
"Min 1x pro Woche","2006","Bremen","West","","","",""
"Min 1x pro Woche","2006","Bremen","Ost","","","",""
"Min 1x pro Woche","2006","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Woche","2006","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Woche","2006","Hessen","West","","","",""
"Min 1x pro Woche","2006","Hessen","Ost","","","",""
"Min 1x pro Woche","2006","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Woche","2006","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Woche","2006","Baden-Württemberg","West","","","",""
"Min 1x pro Woche","2006","Baden-Württemberg","Ost","","","",""
"Min 1x pro Woche","2006","Bayern","West","","","",""
"Min 1x pro Woche","2006","Bayern","Ost","","","",""
"Min 1x pro Woche","2006","Saarland","West","","","",""
"Min 1x pro Woche","2006","Saarland","Ost","","","",""
"Min 1x pro Woche","2006","Berlin","West","","","",""
"Min 1x pro Woche","2006","Berlin","Ost","","","",""
"Min 1x pro Woche","2006","Brandenburg","West","","","",""
"Min 1x pro Woche","2006","Brandenburg","Ost","","","",""
"Min 1x pro Woche","2006","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Woche","2006","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Woche","2006","Sachsen","West","","","",""
"Min 1x pro Woche","2006","Sachsen","Ost","","","",""
"Min 1x pro Woche","2006","Sachsen-Anhalt","West","","","",""
"Min 1x pro Woche","2006","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Woche","2006","Thüringen","West","","","",""
"Min 1x pro Woche","2006","Thüringen","Ost","","","",""
"Min 1x pro Monat","2006","Schleswig-Holstein","West","","","",""
"Min 1x pro Monat","2006","Schleswig-Holstein","Ost","","","",""
"Min 1x pro Monat","2006","Hamburg","West","","","",""
"Min 1x pro Monat","2006","Hamburg","Ost","","","",""
"Min 1x pro Monat","2006","Niedersachsen","West","","","",""
"Min 1x pro Monat","2006","Niedersachsen","Ost","","","",""
"Min 1x pro Monat","2006","Bremen","West","","","",""
"Min 1x pro Monat","2006","Bremen","Ost","","","",""
"Min 1x pro Monat","2006","Nordrhein-Westfalen","West","","","",""
"Min 1x pro Monat","2006","Nordrhein-Westfalen","Ost","","","",""
"Min 1x pro Monat","2006","Hessen","West","","","",""
"Min 1x pro Monat","2006","Hessen","Ost","","","",""
"Min 1x pro Monat","2006","Rheinland-Pfalz,Saarland","West","","","",""
"Min 1x pro Monat","2006","Rheinland-Pfalz,Saarland","Ost","","","",""
"Min 1x pro Monat","2006","Baden-Württemberg","West","","","",""
"Min 1x pro Monat","2006","Baden-Württemberg","Ost","","","",""
"Min 1x pro Monat","2006","Bayern","West","","","",""
"Min 1x pro Monat","2006","Bayern","Ost","","","",""
"Min 1x pro Monat","2006","Saarland","West","","","",""
"Min 1x pro Monat","2006","Saarland","Ost","","","",""
"Min 1x pro Monat","2006","Berlin","West","","","",""
"Min 1x pro Monat","2006","Berlin","Ost","","","",""
"Min 1x pro Monat","2006","Brandenburg","West","","","",""
"Min 1x pro Monat","2006","Brandenburg","Ost","","","",""
"Min 1x pro Monat","2006","Mecklenburg-Vorpommern","West","","","",""
"Min 1x pro Monat","2006","Mecklenburg-Vorpommern","Ost","","","",""
"Min 1x pro Monat","2006","Sachsen","West","","","",""
"Min 1x pro Monat","2006","Sachsen","Ost","","","",""
"Min 1x pro Monat","2006","Sachsen-Anhalt","West","","","",""
"Min 1x pro Monat","2006","Sachsen-Anhalt","Ost","","","",""
"Min 1x pro Monat","2006","Thüringen","West","","","",""
"Min 1x pro Monat","2006","Thüringen","Ost","","","",""
"Seltener","2006","Schleswig-Holstein","West","","","",""
"Seltener","2006","Schleswig-Holstein","Ost","","","",""
"Seltener","2006","Hamburg","West","","","",""
"Seltener","2006","Hamburg","Ost","","","",""
"Seltener","2006","Niedersachsen","West","","","",""
"Seltener","2006","Niedersachsen","Ost","","","",""
"Seltener","2006","Bremen","West","","","",""
"Seltener","2006","Bremen","Ost","","","",""
"Seltener","2006","Nordrhein-Westfalen","West","","","",""
"Seltener","2006","Nordrhein-Westfalen","Ost","","","",""
"Seltener","2006","Hessen","West","","","",""
"Seltener","2006","Hessen","Ost","","","",""
"Seltener","2006","Rheinland-Pfalz,Saarland","West","","","",""
