"pli0098_h","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","2001","35-65 Jahre alt","(Fach-)Abitur","98","0.0994084696704718","0.0795831733280097","0.119233766012934"
"Min 1x pro Monat","2001","35-65 Jahre alt","AkademikerInnen","209","0.0875116820715691","0.0764057024889237","0.0986176616542145"
"Min 1x pro Monat","2001","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2001","66 und älter","Hauptschulabschluss","354","0.147640978233328","0.133334824667534","0.161947131799121"
"Min 1x pro Monat","2001","66 und älter","Realschulabschluss","56","0.134135127712922","0.100653784024285","0.167616471401558"
"Min 1x pro Monat","2001","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2001","66 und älter","AkademikerInnen","48","0.104004402190844","0.0749135324097574","0.13309527197193"
"Seltener","2001","16-34 Jahre alt","(noch) kein Abschluss","190","0.31874191473845","0.28157940422332","0.355904425253581"
"Seltener","2001","16-34 Jahre alt","Hauptschulabschluss","462","0.268754045854776","0.246670344957404","0.290837746752148"
"Seltener","2001","16-34 Jahre alt","Realschulabschluss","585","0.264524573708301","0.246042890274048","0.283006257142553"
"Seltener","2001","16-34 Jahre alt","(Fach-)Abitur","378","0.332978141515414","0.30648952968703","0.359466753343799"
"Seltener","2001","16-34 Jahre alt","AkademikerInnen","207","0.321899067163636","0.285445465689797","0.358352668637476"
"Seltener","2001","35-65 Jahre alt","(noch) kein Abschluss","57","0.273885421176598","0.211925823532969","0.335845018820227"
"Seltener","2001","35-65 Jahre alt","Hauptschulabschluss","1750","0.330166079276625","0.317691056752","0.34264110180125"
"Seltener","2001","35-65 Jahre alt","Realschulabschluss","922","0.296139287676268","0.280251154270498","0.312027421082038"
"Seltener","2001","35-65 Jahre alt","(Fach-)Abitur","305","0.346626350502327","0.315094049794892","0.378158651209763"
"Seltener","2001","35-65 Jahre alt","AkademikerInnen","706","0.296596137126284","0.278644861378783","0.314547412873785"
"Seltener","2001","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2001","66 und älter","Hauptschulabschluss","616","0.260451038800635","0.24275179722137","0.2781502803799"
"Seltener","2001","66 und älter","Realschulabschluss","109","0.278076002295294","0.234057622837779","0.322094381752808"
"Seltener","2001","66 und älter","(Fach-)Abitur","44","0.319874751886437","0.246445911180389","0.393303592592486"
"Seltener","2001","66 und älter","AkademikerInnen","96","0.230815134675826","0.190661449121368","0.270968820230285"
"Nie","2001","16-34 Jahre alt","(noch) kein Abschluss","332","0.547976761894627","0.508285850301137","0.587667673488117"
"Nie","2001","16-34 Jahre alt","Hauptschulabschluss","901","0.627332776066389","0.603246359044843","0.651419193087935"
"Nie","2001","16-34 Jahre alt","Realschulabschluss","1356","0.617209376108616","0.596842644730431","0.637576107486801"
"Nie","2001","16-34 Jahre alt","(Fach-)Abitur","702","0.562253914732894","0.534369683021279","0.590138146444509"
"Nie","2001","16-34 Jahre alt","AkademikerInnen","340","0.55145674192046","0.512651418859288","0.590262064981632"
"Nie","2001","35-65 Jahre alt","(noch) kein Abschluss","92","0.444867457515806","0.375821983550574","0.513912931481037"
"Nie","2001","35-65 Jahre alt","Hauptschulabschluss","2537","0.467579510661487","0.454343818428233","0.480815202894742"
"Nie","2001","35-65 Jahre alt","Realschulabschluss","1762","0.557643158588083","0.540359086654263","0.574927230521903"
"Nie","2001","35-65 Jahre alt","(Fach-)Abitur","369","0.445136461431549","0.412207067113002","0.478065855750096"
"Nie","2001","35-65 Jahre alt","AkademikerInnen","1360","0.525484722579436","0.505859465915288","0.545109979243583"
"Nie","2001","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2001","66 und älter","Hauptschulabschluss","979","0.404239426979726","0.384448626592791","0.42403022736666"
"Nie","2001","66 und älter","Realschulabschluss","160","0.396119608084381","0.348069409216491","0.444169806952271"
"Nie","2001","66 und älter","(Fach-)Abitur","63","0.373690135594926","0.297529127342495","0.449851143847356"
"Nie","2001","66 und älter","AkademikerInnen","214","0.482758674348461","0.435138655999687","0.530378692697235"
"Taeglich","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2002","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2002","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2002","66 und älter","Realschulabschluss","","","",""
"Taeglich","2002","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2002","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Woche","2002","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2002","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Woche","2002","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Woche","2002","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2002","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"Min 1x pro Monat","2002","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2002","66 und älter","Hauptschulabschluss","","","",""
"Min 1x pro Monat","2002","66 und älter","Realschulabschluss","","","",""
"Min 1x pro Monat","2002","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2002","66 und älter","AkademikerInnen","","","",""
"Seltener","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"Seltener","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"Seltener","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Seltener","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Seltener","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"Seltener","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Seltener","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"Seltener","2002","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2002","66 und älter","Hauptschulabschluss","","","",""
"Seltener","2002","66 und älter","Realschulabschluss","","","",""
"Seltener","2002","66 und älter","(Fach-)Abitur","","","",""
"Seltener","2002","66 und älter","AkademikerInnen","","","",""
"Nie","2002","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2002","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2002","16-34 Jahre alt","Realschulabschluss","","","",""
"Nie","2002","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2002","16-34 Jahre alt","AkademikerInnen","","","",""
"Nie","2002","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Nie","2002","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Nie","2002","35-65 Jahre alt","Realschulabschluss","","","",""
"Nie","2002","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Nie","2002","35-65 Jahre alt","AkademikerInnen","","","",""
"Nie","2002","66 und älter","(noch) kein Abschluss","","","",""
"Nie","2002","66 und älter","Hauptschulabschluss","","","",""
"Nie","2002","66 und älter","Realschulabschluss","","","",""
"Nie","2002","66 und älter","(Fach-)Abitur","","","",""
"Nie","2002","66 und älter","AkademikerInnen","","","",""
"Taeglich","2003","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2003","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2003","16-34 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2003","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2003","16-34 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Taeglich","2003","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Taeglich","2003","35-65 Jahre alt","Realschulabschluss","","","",""
"Taeglich","2003","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Taeglich","2003","35-65 Jahre alt","AkademikerInnen","","","",""
"Taeglich","2003","66 und älter","(noch) kein Abschluss","","","",""
"Taeglich","2003","66 und älter","Hauptschulabschluss","","","",""
"Taeglich","2003","66 und älter","Realschulabschluss","","","",""
"Taeglich","2003","66 und älter","(Fach-)Abitur","","","",""
"Taeglich","2003","66 und älter","AkademikerInnen","","","",""
"Min 1x pro Woche","2003","16-34 Jahre alt","(noch) kein Abschluss","49","0.094512725036635","0.0723117784296848","0.116713671643585"
"Min 1x pro Woche","2003","16-34 Jahre alt","Hauptschulabschluss","67","0.0488492574735352","0.036923667122055","0.0607748478250155"
"Min 1x pro Woche","2003","16-34 Jahre alt","Realschulabschluss","83","0.0364260349272491","0.0279640663269879","0.0448880035275103"
"Min 1x pro Woche","2003","16-34 Jahre alt","(Fach-)Abitur","63","0.0426197371693004","0.031501496190758","0.0537379781478429"
"Min 1x pro Woche","2003","16-34 Jahre alt","AkademikerInnen","34","0.0580294420977229","0.0387512311071548","0.077307653088291"
"Min 1x pro Woche","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2003","35-65 Jahre alt","Hauptschulabschluss","457","0.0918200973207244","0.0836096901926782","0.100030504448771"
"Min 1x pro Woche","2003","35-65 Jahre alt","Realschulabschluss","226","0.0582599654964298","0.0504540573212039","0.0660658736716556"
"Min 1x pro Woche","2003","35-65 Jahre alt","(Fach-)Abitur","90","0.082702406315777","0.0657075808806099","0.099697231750944"
"Min 1x pro Woche","2003","35-65 Jahre alt","AkademikerInnen","252","0.0868871019389936","0.0771325007928281","0.096641703085159"
"Min 1x pro Woche","2003","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2003","66 und älter","Hauptschulabschluss","418","0.180443478680134","0.165200539737845","0.195686417622423"
"Min 1x pro Woche","2003","66 und älter","Realschulabschluss","77","0.178431382453139","0.142073311532523","0.214789453373754"
"Min 1x pro Woche","2003","66 und älter","(Fach-)Abitur","34","0.239649742802565","0.172448458331751","0.306851027273379"
"Min 1x pro Woche","2003","66 und älter","AkademikerInnen","75","0.151667709956393","0.12234907593691","0.180986343975877"
"Min 1x pro Monat","2003","16-34 Jahre alt","(noch) kein Abschluss","56","0.0648720812228151","0.0461803468227344","0.0835638156228958"
"Min 1x pro Monat","2003","16-34 Jahre alt","Hauptschulabschluss","81","0.0554575670427058","0.0427951278997653","0.0681200061856462"
"Min 1x pro Monat","2003","16-34 Jahre alt","Realschulabschluss","113","0.054953236802726","0.0446601361537332","0.0652463374517188"
"Min 1x pro Monat","2003","16-34 Jahre alt","(Fach-)Abitur","78","0.0562133029808745","0.0435354724481134","0.0688911335136356"
"Min 1x pro Monat","2003","16-34 Jahre alt","AkademikerInnen","36","0.0614395088761732","0.0416388852312091","0.0812401325211372"
"Min 1x pro Monat","2003","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2003","35-65 Jahre alt","Hauptschulabschluss","512","0.0991997976630695","0.0907005691549959","0.107699026171143"
"Min 1x pro Monat","2003","35-65 Jahre alt","Realschulabschluss","296","0.0818698298588737","0.0727331820742294","0.0910064776435179"
"Min 1x pro Monat","2003","35-65 Jahre alt","(Fach-)Abitur","120","0.106480292251725","0.0874480834769381","0.125512501026511"
"Min 1x pro Monat","2003","35-65 Jahre alt","AkademikerInnen","309","0.105488203620013","0.09485009044914","0.116126316790886"
"Min 1x pro Monat","2003","66 und älter","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2003","66 und älter","Hauptschulabschluss","309","0.13091008071494","0.117540199128163","0.144279962301717"
"Min 1x pro Monat","2003","66 und älter","Realschulabschluss","59","0.137196064442147","0.104524481474956","0.169867647409337"
"Min 1x pro Monat","2003","66 und älter","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2003","66 und älter","AkademikerInnen","71","0.106947764738275","0.0816874675578956","0.132208061918653"
"Seltener","2003","16-34 Jahre alt","(noch) kein Abschluss","203","0.300553098940994","0.265757593107205","0.335348604774783"
"Seltener","2003","16-34 Jahre alt","Hauptschulabschluss","393","0.301793452633352","0.276396997973249","0.327189907293455"
"Seltener","2003","16-34 Jahre alt","Realschulabschluss","533","0.290786072132728","0.270274527823262","0.311297616442194"
"Seltener","2003","16-34 Jahre alt","(Fach-)Abitur","414","0.327250702637344","0.301424807427458","0.353076597847229"
"Seltener","2003","16-34 Jahre alt","AkademikerInnen","170","0.314181706522","0.275906385058529","0.352457027985472"
"Seltener","2003","35-65 Jahre alt","(noch) kein Abschluss","40","0.255849585553559","0.188864670385425","0.322834500721693"
"Seltener","2003","35-65 Jahre alt","Hauptschulabschluss","1607","0.34233431932149","0.328843519922338","0.355825118720642"
"Seltener","2003","35-65 Jahre alt","Realschulabschluss","1001","0.281893520940475","0.266899787707789","0.296887254173162"
"Seltener","2003","35-65 Jahre alt","(Fach-)Abitur","354","0.358395990805917","0.328807854289226","0.387984127322609"
"Seltener","2003","35-65 Jahre alt","AkademikerInnen","915","0.266132759789161","0.250827963932717","0.281437555645605"
"Seltener","2003","66 und älter","(noch) kein Abschluss","","","",""
"Seltener","2003","66 und älter","Hauptschulabschluss","696","0.290353216740157","0.272360650946476","0.308345782533838"
"Seltener","2003","66 und älter","Realschulabschluss","115","0.261197183113334","0.219482225438529","0.302912140788139"
"Seltener","2003","66 und älter","(Fach-)Abitur","40","0.257643592543071","0.188794511843574","0.326492673242568"
"Seltener","2003","66 und älter","AkademikerInnen","147","0.24772151781285","0.212436905123376","0.283006130502324"
"Nie","2003","16-34 Jahre alt","(noch) kein Abschluss","359","0.540062094799556","0.502239038095874","0.577885151503238"
"Nie","2003","16-34 Jahre alt","Hauptschulabschluss","708","0.59029130831756","0.563083283752284","0.617499332882836"
"Nie","2003","16-34 Jahre alt","Realschulabschluss","1151","0.615434975474216","0.593461492092156","0.637408458856276"
"Nie","2003","16-34 Jahre alt","(Fach-)Abitur","708","0.569626916667168","0.542374421801905","0.596879411532431"
"Nie","2003","16-34 Jahre alt","AkademikerInnen","324","0.561268825286059","0.520351373913071","0.602186276659048"
"Nie","2003","35-65 Jahre alt","(noch) kein Abschluss","78","0.486681823299057","0.409950944267359","0.563412702330755"
"Nie","2003","35-65 Jahre alt","Hauptschulabschluss","2155","0.464423879713954","0.450243830159394","0.478603929268514"
