year,pli0098_h,quintil_oecd,sex,proportion,n,lower_confidence,upper_confidence
1990,At least once per week,1st Quintile,female,0.2636363636363636,18165,0.25722888460693716,0.27004384266579007
1990,At least once per week,1st Quintile,male,0.1972027972027972,18165,0.19141653871327194,0.20298905569232248
1990,At least once per week,2nd Quintile,female,0.15454545454545454,18165,0.14928877357851983,0.15980213551238925
1990,At least once per week,2nd Quintile,male,0.11398601398601399,18165,0.10936449818284068,0.1186075297891873
1990,At least once per week,3rd Quintile,female,0.0972027972027972,18165,0.09289482537987917,0.10151076902571524
1990,At least once per week,3rd Quintile,male,0.07202797202797202,18165,0.0682682442025576,0.07578769985338644
1990,At least once per week,4th Quintile,female,0.04055944055944056,18165,0.03769068605196417,0.04342819506691695
1990,At least once per week,4th Quintile,male,0.03986013986013986,18165,0.03701518729765581,0.04270509242262391
1990,At least once per week,5th Quintile,female,0.012587412587412588,18165,0.010966140395640776,0.0142086847791844
1990,At least once per week,5th Quintile,male,0.008391608391608392,18165,0.007065035643707191,0.009718181139509592
1990,At least once per month,1st Quintile,female,0.24548736462093862,18165,0.23922863485157667,0.25174609439030055
1990,At least once per month,2nd Quintile,female,0.1796028880866426,18165,0.17402066627071155,0.18518510990257364
1990,At least once per month,1st Quintile,male,0.17057761732851986,18165,0.1651076180677167,0.17604761658932302
1990,At least once per month,2nd Quintile,male,0.13898916967509026,18165,0.13395841478944334,0.14401992456073717
1990,At least once per month,3rd Quintile,female,0.08483754512635379,18165,0.08078543244104218,0.0888896578116654
1990,At least once per month,3rd Quintile,male,0.0812274368231047,18165,0.07725466379618663,0.08520020985002276
1990,At least once per month,4th Quintile,female,0.0388086642599278,18165,0.03599994946741416,0.04161737905244144
1990,At least once per month,4th Quintile,male,0.02707581227436823,18165,0.02471550460443692,0.02943611994429954
1990,At least once per month,5th Quintile,female,0.018050541516245487,18165,0.01611444031070991,0.019986642721781064
1990,At least once per month,5th Quintile,male,0.015342960288808664,18165,0.013555503935543192,0.017130416642074136
1990,Seldom,1st Quintile,female,0.187824282255275,18165,0.1821444012182867,0.1935041632922633
1990,Seldom,1st Quintile,male,0.17018332756831547,18165,0.16471835540740234,0.1756482997292286
1990,Seldom,2nd Quintile,male,0.15565548253199585,18165,0.15038342154905357,0.16092754351493813
1990,Seldom,2nd Quintile,female,0.15565548253199585,18165,0.15038342154905357,0.16092754351493813
1990,Seldom,3rd Quintile,female,0.09650639916983743,18165,0.09221223180993213,0.10080056652974273
1990,Seldom,3rd Quintile,male,0.09616049809754411,18165,0.09187321283162925,0.10044778336345897
1990,Seldom,4th Quintile,male,0.05084745762711865,18165,0.04765267731459215,0.054042237939645146
1990,Seldom,4th Quintile,female,0.048426150121065374,18165,0.04530438954569981,0.051547910696430936
1990,Seldom,5th Quintile,female,0.01937046004842615,18165,0.017366168829823128,0.021374751267029174
1990,Seldom,5th Quintile,male,0.01937046004842615,18165,0.017366168829823128,0.021374751267029174
1990,Never,1st Quintile,female,0.20541820094687008,18165,0.1995429403118039,0.21129346158193626
1990,Never,1st Quintile,male,0.18595476065228828,18165,0.18029671703190042,0.19161280427267613
1990,Never,2nd Quintile,male,0.16412414518674381,18165,0.1587377836652562,0.16951050670823142
1990,Never,2nd Quintile,female,0.13203577064702787,18165,0.1271127111293427,0.13695883016471305
1990,Never,3rd Quintile,male,0.10915307732772225,18165,0.10461827976648504,0.11368787488895947
1990,Never,3rd Quintile,female,0.08074697527617043,18165,0.07678493363652128,0.08470901691581958
1990,Never,4th Quintile,male,0.05286691215149921,18165,0.04961277504488178,0.056121049258116645
1990,Never,4th Quintile,female,0.03498158863755918,18165,0.0323096533593951,0.03765352391572326
1990,Never,5th Quintile,male,0.021567596002104155,18165,0.01945505739821148,0.02368013460599683
1990,Never,5th Quintile,female,0.013150973172014729,18165,0.01149427774008812,0.014807668603941337
1992,At least once per week,1st Quintile,female,0.21528288023512124,17350,0.20916687789215835,0.22139888257808413
1992,At least once per week,1st Quintile,male,0.16825863335782512,17350,0.16269204430503817,0.17382522241061207
1992,At least once per week,2nd Quintile,female,0.1609110947832476,17350,0.15544341192876662,0.1663787776377286
1992,At least once per week,2nd Quintile,male,0.12564290962527552,17350,0.12071094739000923,0.1305748718605418
1992,At least once per week,3rd Quintile,female,0.09919177075679647,17350,0.09474381636010701,0.10363972515348593
1992,At least once per week,3rd Quintile,male,0.07641440117560618,17350,0.07246134928646072,0.08036745306475163
1992,At least once per week,4th Quintile,female,0.06465833945628215,17350,0.060998991185725264,0.06831768772683902
1992,At least once per week,4th Quintile,male,0.05437178545187362,17350,0.05099772126711465,0.05774584963663259
1992,At least once per week,5th Quintile,female,0.018368846436443792,17350,0.016370727020124327,0.020366965852763257
1992,At least once per week,5th Quintile,male,0.01689933872152829,17350,0.014981375913617773,0.018817301529438803
1992,At least once per month,1st Quintile,female,0.20844564240790656,17350,0.2024013827360582,0.2144899020797549
1992,At least once per month,2nd Quintile,female,0.18059299191374664,17350,0.1748688997815961,0.1863170840458972
1992,At least once per month,2nd Quintile,male,0.14375561545372867,17350,0.13853504923148802,0.14897618167596932
1992,At least once per month,1st Quintile,male,0.132973944294699,17350,0.12792145174451672,0.13802643684488128
1992,At least once per month,3rd Quintile,female,0.10332434860736747,17350,0.09879510835554903,0.10785358885918592
1992,At least once per month,3rd Quintile,male,0.07906558849955077,17350,0.07505032143740828,0.08308085556169326
1992,At least once per month,4th Quintile,female,0.0664869721473495,17350,0.06277986788189441,0.07019407641280459
1992,At least once per month,4th Quintile,male,0.053009883198562445,17350,0.04967594550898512,0.05634382088813977
1992,At least once per month,5th Quintile,female,0.018867924528301886,17350,0.016843357619929878,0.020892491436673894
1992,At least once per month,5th Quintile,male,0.013477088948787063,17350,0.011761323306153086,0.01519285459142104
1992,Seldom,1st Quintile,female,0.17067307692307693,17350,0.1650748342153004,0.17627131963085346
1992,Seldom,2nd Quintile,female,0.16015625,17350,0.15469895381727447,0.16561354618272553
1992,Seldom,2nd Quintile,male,0.13912259615384615,17350,0.1339729685650105,0.14427222374268178
1992,Seldom,1st Quintile,male,0.13251201923076922,17350,0.1274669666043578,0.13755707185718064
1992,Seldom,3rd Quintile,male,0.10486778846153846,17350,0.10030877390087838,0.10942680302219855
1992,Seldom,3rd Quintile,female,0.10366586538461539,17350,0.0991300101172503,0.10820172065198048
1992,Seldom,4th Quintile,female,0.07061298076923077,17350,0.06680103331645522,0.07442492822200632
1992,Seldom,4th Quintile,male,0.0694110576923077,17350,0.06562924855517108,0.07319286682944431
1992,Seldom,5th Quintile,female,0.024939903846153848,17350,0.022619468827680716,0.02726033886462698
1992,Seldom,5th Quintile,male,0.02403846153846154,17350,0.0217592952216613,0.02631762785526178
1992,Never,1st Quintile,female,0.24131678058306597,17350,0.2349498468115762,0.24768371435455572
1992,Never,1st Quintile,male,0.2088157344120519,17350,0.20276752579404758,0.2148639430300562
1992,Never,2nd Quintile,male,0.13516529502022598,17350,0.13007778257426547,0.14025280746618649
1992,Never,2nd Quintile,female,0.12372715859952574,17350,0.11882758227552692,0.12862673492352455
1992,Never,3rd Quintile,male,0.08494908634398103,17350,0.08080042182205298,0.08909775086590908
1992,Never,3rd Quintile,female,0.0662574975589343,17350,0.06255634139126681,0.06995865372660179
1992,Never,4th Quintile,male,0.060398939880039054,17350,0.05685413170308572,0.06394374805699239
1992,Never,4th Quintile,female,0.04226530896917283,17350,0.039271521507334574,0.04525909643101108
1992,Never,5th Quintile,male,0.021341888687404102,17350,0.01919139457941171,0.023492382795396494
1992,Never,5th Quintile,female,0.015762309945599108,17350,0.013908922319387725,0.01761569757181049
1994,At least once per week,1st Quintile,female,0.17095310136157338,16642,0.16523329463664374,0.17667290808650302
1994,At least once per week,2nd Quintile,female,0.1437216338880484,16642,0.1383916993967208,0.149051568379376
1994,At least once per week,1st Quintile,male,0.13540090771558244,16642,0.13020248624111494,0.14059932919004994
1994,At least once per week,3rd Quintile,female,0.12556732223903178,16642,0.12053283993776708,0.1306018045402965
1994,At least once per week,2nd Quintile,male,0.12027231467473525,16642,0.11533022892097176,0.12521440042849874
1994,At least once per week,3rd Quintile,male,0.08547655068078669,16642,0.08122865121783422,0.08972445014373916
1994,At least once per week,4th Quintile,female,0.08018154311649017,16642,0.07605542574764491,0.08430766048533543
1994,At least once per week,4th Quintile,male,0.06883509833585477,16642,0.06498854658270874,0.07268165008900081
1994,At least once per week,5th Quintile,female,0.0416036308623298,16642,0.03856979899001792,0.044637462734641684
1994,At least once per week,5th Quintile,male,0.02798789712556732,16642,0.02548193626748896,0.03049385798364568
1994,At least once per month,2nd Quintile,female,0.16134598792062121,16642,0.15575712043689735,0.16693485540434508
1994,At least once per month,1st Quintile,female,0.15099223468507333,16642,0.14555239062710407,0.1564320787430426
1994,At least once per month,3rd Quintile,female,0.13201035375323555,16642,0.12686737675068516,0.13715333075578595
1994,At least once per month,2nd Quintile,male,0.11647972389991372,16642,0.11160571027233421,0.12135373752749323
1994,At least once per month,3rd Quintile,male,0.10526315789473684,16642,0.10060043968152502,0.10992587610794866
1994,At least once per month,1st Quintile,male,0.09749784296807593,16642,0.09299097390752781,0.10200471202862404
1994,At least once per month,4th Quintile,female,0.08886971527178603,16642,0.0845463647499593,0.09319306579361275
1994,At least once per month,4th Quintile,male,0.0724762726488352,16642,0.06853702076194525,0.07641552453572516
1994,At least once per month,5th Quintile,male,0.03796376186367558,16642,0.03506018285188814,0.040867340875463024
1994,At least once per month,5th Quintile,female,0.03710094909404659,16642,0.034229268048448745,0.03997263013964444
1994,Seldom,2nd Quintile,female,0.16118518518518518,16642,0.15559856791121662,0.16677180245915374
1994,Seldom,2nd Quintile,male,0.1351111111111111,16642,0.12991738547103795,0.14030483675118424
1994,Seldom,1st Quintile,female,0.12325925925925926,16642,0.1182646826004458,0.1282538359180727
1994,Seldom,3rd Quintile,female,0.1197037037037037,16642,0.11477172101204633,0.12463568639536107
1994,Seldom,3rd Quintile,male,0.11259259259259259,16642,0.1077900663460796,0.11739511883910558
1994,Seldom,1st Quintile,male,0.09185185185185185,16642,0.08746376088898758,0.09623994281471612
1994,Seldom,4th Quintile,male,0.09096296296296297,16642,0.08659401974100123,0.09533190618492471
1994,Seldom,4th Quintile,female,0.09007407407407407,16642,0.08572440481370358,0.09442374333444456
1994,Seldom,5th Quintile,male,0.040296296296296295,16642,0.037308476065788125,0.043284116526804466
1994,Seldom,5th Quintile,female,0.03496296296296296,16642,0.03217215843914017,0.03775376748678575
1994,Never,1st Quintile,female,0.15901007705986958,16642,0.1534540924698222,0.16456606164991697
1994,Never,2nd Quintile,male,0.1492294013040901,16642,0.14381579402638925,0.15464300858179095
1994,Never,2nd Quintile,female,0.1459691760521636,16642,0.14060478210707517,0.15133356999725206
1994,Never,1st Quintile,male,0.12640782454060462,16642,0.1213589490717283,0.13145670000948095
1994,Never,3rd Quintile,male,0.11810906935388263,16642,0.11320561231720125,0.12301252639056401
