"pli0098_h","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Taeglich","1990","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1990","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1990","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1990","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1990","66 und älter","maennlich","","","",""
"Taeglich","1990","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","maennlich","218","0.0768881384865073","0.0667979415281571","0.0869783354448576"
"Min 1x pro Woche","1990","16-34 Jahre alt","weiblich","220","0.085136173841594","0.0744578898266819","0.095814457856506"
"Min 1x pro Woche","1990","35-65 Jahre alt","maennlich","371","0.111536457983082","0.101113421155648","0.121959494810517"
"Min 1x pro Woche","1990","35-65 Jahre alt","weiblich","469","0.142579804236793","0.131034174365108","0.154125434108479"
"Min 1x pro Woche","1990","66 und älter","maennlich","86","0.164159314664123","0.133202143747552","0.195116485580694"
"Min 1x pro Woche","1990","66 und älter","weiblich","186","0.214212588783439","0.187773148746232","0.240652028820645"
"Min 1x pro Monat","1990","16-34 Jahre alt","maennlich","184","0.0628479415374735","0.0536562939420687","0.0720395891328783"
"Min 1x pro Monat","1990","16-34 Jahre alt","weiblich","234","0.0886023834751638","0.0777295478519155","0.0994752190984122"
"Min 1x pro Monat","1990","35-65 Jahre alt","maennlich","303","0.0858357566503578","0.0765607916953178","0.0951107216053978"
"Min 1x pro Monat","1990","35-65 Jahre alt","weiblich","403","0.121931201051751","0.111126482266817","0.132735919836686"
"Min 1x pro Monat","1990","66 und älter","maennlich","65","0.130280571556751","0.102148859743805","0.158412283369697"
"Min 1x pro Monat","1990","66 und älter","weiblich","142","0.166627643994974","0.142613323819509","0.19064196417044"
"Seltener","1990","16-34 Jahre alt","maennlich","672","0.277838404191618","0.26087331539226","0.294803492990976"
"Seltener","1990","16-34 Jahre alt","weiblich","734","0.301618857788608","0.284058163874388","0.319179551702827"
"Seltener","1990","35-65 Jahre alt","maennlich","957","0.299467834706971","0.284302389161568","0.314633280252374"
"Seltener","1990","35-65 Jahre alt","weiblich","983","0.312831851049339","0.29752172514197","0.328141976956708"
"Seltener","1990","66 und älter","maennlich","140","0.258879057961222","0.222272428035668","0.295485687886775"
"Seltener","1990","66 und älter","weiblich","188","0.191222550076967","0.165879359212956","0.216565740940977"
"Nie","1990","16-34 Jahre alt","maennlich","1594","0.579780438737774","0.56108598770715","0.598474889768398"
"Nie","1990","16-34 Jahre alt","weiblich","1431","0.52284902740377","0.503738079235915","0.541959975571626"
"Nie","1990","35-65 Jahre alt","maennlich","1850","0.4980581516991","0.481503014993517","0.514613288404684"
"Nie","1990","35-65 Jahre alt","weiblich","1643","0.413953537393929","0.397689304183962","0.430217770603896"
"Nie","1990","66 und älter","maennlich","255","0.440181853157911","0.398695400689011","0.481668305626812"
"Nie","1990","66 und älter","weiblich","397","0.416612319652654","0.384841976501291","0.448382662804018"
"Taeglich","1991","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1991","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1991","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1991","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1991","66 und älter","maennlich","","","",""
"Taeglich","1991","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Woche","1991","66 und älter","maennlich","","","",""
"Min 1x pro Woche","1991","66 und älter","weiblich","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1991","35-65 Jahre alt","maennlich","","","",""
"Min 1x pro Monat","1991","35-65 Jahre alt","weiblich","","","",""
"Min 1x pro Monat","1991","66 und älter","maennlich","","","",""
"Min 1x pro Monat","1991","66 und älter","weiblich","","","",""
"Seltener","1991","16-34 Jahre alt","maennlich","","","",""
"Seltener","1991","16-34 Jahre alt","weiblich","","","",""
"Seltener","1991","35-65 Jahre alt","maennlich","","","",""
"Seltener","1991","35-65 Jahre alt","weiblich","","","",""
"Seltener","1991","66 und älter","maennlich","","","",""
"Seltener","1991","66 und älter","weiblich","","","",""
"Nie","1991","16-34 Jahre alt","maennlich","","","",""
"Nie","1991","16-34 Jahre alt","weiblich","","","",""
"Nie","1991","35-65 Jahre alt","maennlich","","","",""
"Nie","1991","35-65 Jahre alt","weiblich","","","",""
"Nie","1991","66 und älter","maennlich","","","",""
"Nie","1991","66 und älter","weiblich","","","",""
"Taeglich","1992","16-34 Jahre alt","maennlich","","","",""
"Taeglich","1992","16-34 Jahre alt","weiblich","","","",""
"Taeglich","1992","35-65 Jahre alt","maennlich","","","",""
"Taeglich","1992","35-65 Jahre alt","weiblich","","","",""
"Taeglich","1992","66 und älter","maennlich","","","",""
"Taeglich","1992","66 und älter","weiblich","","","",""
"Min 1x pro Woche","1992","16-34 Jahre alt","maennlich","183","0.0630824391439571","0.0535258600812921","0.072639018206622"
"Min 1x pro Woche","1992","16-34 Jahre alt","weiblich","194","0.0738094667312767","0.0635377781158863","0.0840811553466672"
"Min 1x pro Woche","1992","35-65 Jahre alt","maennlich","345","0.105608850214552","0.0952798406682666","0.115937859760837"
"Min 1x pro Woche","1992","35-65 Jahre alt","weiblich","423","0.131918408905937","0.120606702348127","0.143230115463746"
"Min 1x pro Woche","1992","66 und älter","maennlich","89","0.165593586102927","0.134612538579993","0.196574633625861"
"Min 1x pro Woche","1992","66 und älter","weiblich","167","0.196172964461231","0.170301281336455","0.222044647586006"
"Min 1x pro Monat","1992","16-34 Jahre alt","maennlich","180","0.0610116028405739","0.051602811027996","0.0704203946531517"
