year,age_gr,pgisced97,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,17-29 y.,No answer / don't know,Never,0.65935,51,51,0.52799,0.79072
1990,17-29 y.,Pre-primary Level,At least once per week,0.17947,34,169,0.12144,0.23750
1990,17-29 y.,Pre-primary Level,Seldom,0.36722,55,169,0.29433,0.44012
1990,17-29 y.,Pre-primary Level,Never,0.33555,80,169,0.26415,0.40695
1990,17-29 y.,Primary Level,Never,0.56130,61,61,0.43573,0.68686
1990,17-29 y.,Lower Secondary Level,At least once per week,0.08265,94,968,0.06529,0.10001
1990,17-29 y.,Lower Secondary Level,At least once per month,0.05666,68,968,0.04209,0.07123
1990,17-29 y.,Lower Secondary Level,Seldom,0.30404,275,968,0.27504,0.33303
1990,17-29 y.,Lower Secondary Level,Never,0.55666,531,968,0.52534,0.58797
1990,17-29 y.,Upper Secondary Level,At least once per week,0.07880,159,1953,0.06685,0.09076
1990,17-29 y.,Upper Secondary Level,At least once per month,0.06971,140,1953,0.05841,0.08100
1990,17-29 y.,Upper Secondary Level,Seldom,0.26055,472,1953,0.24108,0.28003
1990,17-29 y.,Upper Secondary Level,Never,0.59093,1182,1953,0.56912,0.61275
1990,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.27884,45,138,0.20375,0.35393
1990,17-29 y.,Post-secondary Non-tertiary Level,Never,0.58993,93,138,0.50757,0.67230
1990,17-29 y.,First Stage of Tertiary Education,Seldom,0.33177,37,83,0.22986,0.43368
1990,17-29 y.,First Stage of Tertiary Education,Never,0.45888,46,83,0.35102,0.56673
1990,17-29 y.,Second Stage of Tertiary Education,Seldom,0.28427,50,195,0.22079,0.34774
1990,17-29 y.,Second Stage of Tertiary Education,Never,0.56821,145,195,0.49851,0.63791
1990,30-45 y.,Primary Level,At least once per week,0.13149,32,177,0.08156,0.18141
1990,30-45 y.,Primary Level,Seldom,0.27900,47,177,0.21274,0.34526
1990,30-45 y.,Primary Level,Never,0.48839,98,177,0.41454,0.56224
1990,30-45 y.,Lower Secondary Level,At least once per week,0.08242,60,527,0.05892,0.10592
1990,30-45 y.,Lower Secondary Level,At least once per month,0.12816,66,527,0.09959,0.15673
1990,30-45 y.,Lower Secondary Level,Seldom,0.34262,159,527,0.30206,0.38318
1990,30-45 y.,Lower Secondary Level,Never,0.44680,242,527,0.40431,0.48929
1990,30-45 y.,Upper Secondary Level,At least once per week,0.08193,174,2263,0.07063,0.09323
1990,30-45 y.,Upper Secondary Level,At least once per month,0.08457,183,2263,0.07310,0.09604
1990,30-45 y.,Upper Secondary Level,Seldom,0.33974,695,2263,0.32022,0.35926
1990,30-45 y.,Upper Secondary Level,Never,0.49376,1211,2263,0.47315,0.51436
1990,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.25960,33,105,0.17534,0.34386
1990,30-45 y.,Post-secondary Non-tertiary Level,Never,0.57407,72,105,0.47904,0.66911
1990,30-45 y.,First Stage of Tertiary Education,Seldom,0.33275,93,248,0.27398,0.39151
1990,30-45 y.,First Stage of Tertiary Education,Never,0.48274,155,248,0.42042,0.54506
1990,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.09151,58,803,0.07155,0.11146
1990,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.06769,43,803,0.05030,0.08508
1990,30-45 y.,Second Stage of Tertiary Education,Seldom,0.26733,192,803,0.23670,0.29796
1990,30-45 y.,Second Stage of Tertiary Education,Never,0.57347,510,803,0.53924,0.60770
1990,46-65 y.,Primary Level,At least once per week,0.20982,74,296,0.16335,0.25628
1990,46-65 y.,Primary Level,At least once per month,0.12145,47,296,0.08418,0.15873
1990,46-65 y.,Primary Level,Seldom,0.22315,61,296,0.17563,0.27066
1990,46-65 y.,Primary Level,Never,0.44558,114,296,0.38886,0.50230
1990,46-65 y.,Lower Secondary Level,At least once per week,0.19271,181,949,0.16760,0.21781
1990,46-65 y.,Lower Secondary Level,At least once per month,0.15502,149,949,0.13198,0.17806
1990,46-65 y.,Lower Secondary Level,Seldom,0.28737,250,949,0.25856,0.31618
1990,46-65 y.,Lower Secondary Level,Never,0.36490,369,949,0.33426,0.39555
1990,46-65 y.,Upper Secondary Level,At least once per week,0.13016,256,2094,0.11574,0.14458
1990,46-65 y.,Upper Secondary Level,At least once per month,0.10323,201,2094,0.09019,0.11626
1990,46-65 y.,Upper Secondary Level,Seldom,0.30479,577,2094,0.28507,0.32451
1990,46-65 y.,Upper Secondary Level,Never,0.46183,1060,2094,0.44047,0.48319
1990,46-65 y.,First Stage of Tertiary Education,At least once per week,0.19556,40,243,0.14559,0.24553
1990,46-65 y.,First Stage of Tertiary Education,Seldom,0.31628,83,243,0.25769,0.37487
1990,46-65 y.,First Stage of Tertiary Education,Never,0.42218,120,243,0.35995,0.48440
1990,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13234,53,529,0.10344,0.16125
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.09892,44,529,0.07345,0.12438
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.27403,127,529,0.23598,0.31207
1990,46-65 y.,Second Stage of Tertiary Education,Never,0.49471,305,529,0.45207,0.53736
1990,66 and older,Lower Secondary Level,At least once per week,0.27560,131,506,0.23663,0.31457
1990,66 and older,Lower Secondary Level,At least once per month,0.15188,69,506,0.12058,0.18319
1990,66 and older,Lower Secondary Level,Seldom,0.19066,104,506,0.15639,0.22492
1990,66 and older,Lower Secondary Level,Never,0.38186,202,506,0.33949,0.42424
1990,66 and older,Upper Secondary Level,At least once per week,0.17115,108,682,0.14286,0.19944
1990,66 and older,Upper Secondary Level,At least once per month,0.16403,103,682,0.13622,0.19184
1990,66 and older,Upper Secondary Level,Seldom,0.22595,154,682,0.19454,0.25736
1990,66 and older,Upper Secondary Level,Never,0.43887,317,682,0.40160,0.47614
1990,66 and older,First Stage of Tertiary Education,Never,0.50284,48,48,0.35990,0.64579
1990,66 and older,Second Stage of Tertiary Education,Never,0.37864,47,47,0.23847,0.51881
