,Unnamed: 0,year,bula_h,pgisced97,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1425,1425,2008,Bavaria,Lower Secondary Level,Seldom,0.32978,99,16728,0.28023,0.37491
1426,1426,2008,Bavaria,Lower Secondary Level,Never,0.40258,116,16728,0.34621,0.46525
1427,1427,2008,Bavaria,Upper Secondary Level,At least once per week,0.14088,192,16728,0.12621,0.15456
1428,1428,2008,Bavaria,Upper Secondary Level,At least once per month,0.11623,204,16728,0.1017,0.13229
1429,1429,2008,Bavaria,Upper Secondary Level,Seldom,0.35486,518,16728,0.3318,0.38093
1430,1430,2008,Bavaria,Upper Secondary Level,Never,0.38803,528,16728,0.36224,0.41945
1431,1431,2008,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.40422,45,16728,0.30628,0.52082
1432,1432,2008,Bavaria,Post-secondary Non-tertiary Level,Never,0.59578,64,16728,0.48791,0.7027
1433,1433,2008,Bavaria,First Stage of Tertiary Education,At least once per month,0.15393,36,16728,0.12139,0.1938
1434,1434,2008,Bavaria,First Stage of Tertiary Education,Seldom,0.30341,67,16728,0.24194,0.36386
1435,1435,2008,Bavaria,First Stage of Tertiary Education,Never,0.54266,87,16728,0.43314,0.65256
1436,1436,2008,Bavaria,Second Stage of Tertiary Education,At least once per week,0.13556,80,16728,0.10345,0.16119
1437,1437,2008,Bavaria,Second Stage of Tertiary Education,At least once per month,0.09425,66,16728,0.07517,0.11915
1438,1438,2008,Bavaria,Second Stage of Tertiary Education,Seldom,0.3753,198,16728,0.32419,0.43369
1439,1439,2008,Bavaria,Second Stage of Tertiary Education,Never,0.39489,208,16728,0.34423,0.45407
1440,1440,2008,Berlin,Lower Secondary Level,Never,1.0,41,16728,0.81944,1.1741
1441,1441,2008,Berlin,Upper Secondary Level,Seldom,0.15557,51,16728,0.12377,0.19675
1442,1442,2008,Berlin,Upper Secondary Level,Never,0.84443,211,16728,0.77582,0.91694
1443,1443,2008,Berlin,First Stage of Tertiary Education,Never,1.0,36,16728,0.77978,1.23668
1444,1444,2008,Berlin,Second Stage of Tertiary Education,Seldom,0.20056,54,16728,0.15223,0.2503
1445,1445,2008,Berlin,Second Stage of Tertiary Education,Never,0.79944,184,16728,0.70446,0.91629
1446,1446,2008,Brandenburg,Lower Secondary Level,Never,1.0,49,16728,0.78998,1.2527
1447,1447,2008,Brandenburg,Upper Secondary Level,Seldom,0.14555,55,16728,0.11652,0.1828
1448,1448,2008,Brandenburg,Upper Secondary Level,Never,0.85445,318,16728,0.78083,0.93796
1449,1449,2008,Brandenburg,First Stage of Tertiary Education,Never,1.0,43,16728,0.77175,1.21814
1450,1450,2008,Brandenburg,Second Stage of Tertiary Education,Seldom,0.13541,37,16728,0.09778,0.19218
1451,1451,2008,Brandenburg,Second Stage of Tertiary Education,Never,0.86459,186,16728,0.76423,0.96864
1452,1452,2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.19467,41,16728,0.14681,0.24142
1453,1453,2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.80533,188,16728,0.71725,0.90279
1454,1454,2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.24889,33,16728,0.18472,0.33678
1455,1455,2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,0.75111,97,16728,0.62779,0.8612
1456,1456,2008,Saxony,Lower Secondary Level,Never,1.0,58,16728,0.81507,1.20526
1457,1457,2008,Saxony,Upper Secondary Level,At least once per month,0.05235,39,16728,0.04171,0.06425
1458,1458,2008,Saxony,Upper Secondary Level,Seldom,0.19352,147,16728,0.16716,0.22384
1459,1459,2008,Saxony,Upper Secondary Level,Never,0.75413,551,16728,0.69909,0.80973
1460,1460,2008,Saxony,Post-secondary Non-tertiary Level,Never,1.0,45,16728,0.7363,1.31233
1461,1461,2008,Saxony,First Stage of Tertiary Education,Never,1.0,76,16728,0.81483,1.20625
1462,1462,2008,Saxony,Second Stage of Tertiary Education,Seldom,0.23496,63,16728,0.18885,0.29399
1463,1463,2008,Saxony,Second Stage of Tertiary Education,Never,0.76504,256,16728,0.68152,0.84864
1464,1464,2008,Saxony-Anhalt,Lower Secondary Level,Never,1.0,50,16728,0.75994,1.30147
1465,1465,2008,Saxony-Anhalt,Upper Secondary Level,Seldom,0.08763,52,16728,0.06852,0.11777
1466,1466,2008,Saxony-Anhalt,Upper Secondary Level,Never,0.91237,338,16728,0.84264,0.99976
1467,1467,2008,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,63,16728,0.76734,1.31173
1468,1468,2008,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.21065,39,16728,0.15124,0.27341
1469,1469,2008,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.78935,145,16728,0.6852,0.89336
1470,1470,2008,Thuringa,Lower Secondary Level,Never,1.0,45,16728,0.83715,1.1879
1471,1471,2008,Thuringa,Upper Secondary Level,At least once per month,0.06774,38,16728,0.055,0.08516
1472,1472,2008,Thuringa,Upper Secondary Level,Seldom,0.14318,83,16728,0.11553,0.1696
1473,1473,2008,Thuringa,Upper Secondary Level,Never,0.78908,381,16728,0.71839,0.86408
1474,1474,2008,Thuringa,First Stage of Tertiary Education,Never,1.0,36,16728,0.75185,1.22659
1475,1475,2008,Thuringa,Second Stage of Tertiary Education,Seldom,0.2356,44,16728,0.16588,0.30138
1476,1476,2008,Thuringa,Second Stage of Tertiary Education,Never,0.7644,111,16728,0.64937,0.87993
1477,1477,2009,Schleswig-Holstein,Lower Secondary Level,Never,1.0,34,15571,0.81381,1.24862
1478,1478,2009,Schleswig-Holstein,Upper Secondary Level,Seldom,0.31329,73,15571,0.2647,0.3712
1479,1479,2009,Schleswig-Holstein,Upper Secondary Level,Never,0.68671,181,15571,0.61674,0.782
1480,1480,2009,Schleswig-Holstein,Second Stage of Tertiary Education,Never,1.0,52,15571,0.72083,1.28919
1481,1481,2009,Hamburg,Upper Secondary Level,Never,1.0,83,15571,0.82394,1.15059
1482,1482,2009,Hamburg,Second Stage of Tertiary Education,Never,1.0,41,15571,0.69923,1.297
1483,1483,2009,Lower Saxony,Lower Secondary Level,Seldom,0.37304,52,15571,0.3099,0.44142
1484,1484,2009,Lower Saxony,Lower Secondary Level,Never,0.62696,92,15571,0.51574,0.73425
1485,1485,2009,Lower Saxony,Upper Secondary Level,At least once per week,0.05676,52,15571,0.04397,0.07104
1486,1486,2009,Lower Saxony,Upper Secondary Level,At least once per month,0.0806,76,15571,0.06626,0.09708
1487,1487,2009,Lower Saxony,Upper Secondary Level,Seldom,0.35307,329,15571,0.3233,0.39422
1488,1488,2009,Lower Saxony,Upper Secondary Level,Never,0.50957,403,15571,0.46668,0.56599
1489,1489,2009,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.40574,38,15571,0.30526,0.52114
1490,1490,2009,Lower Saxony,Post-secondary Non-tertiary Level,Never,0.59426,46,15571,0.40997,0.77073
1491,1491,2009,Lower Saxony,First Stage of Tertiary Education,Seldom,0.46205,42,15571,0.33429,0.60064
1492,1492,2009,Lower Saxony,First Stage of Tertiary Education,Never,0.53795,49,15571,0.40607,0.67059
1493,1493,2009,Lower Saxony,Second Stage of Tertiary Education,At least once per month,0.08885,32,15571,0.05856,0.12153
1494,1494,2009,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.41767,118,15571,0.3484,0.49979
1495,1495,2009,Lower Saxony,Second Stage of Tertiary Education,Never,0.49348,129,15571,0.40263,0.60237
1496,1496,2009,Bremen,Upper Secondary Level,Never,1.0,39,15571,0.72223,1.31309
1497,1497,2009,North Rhine-Westphalia,Pre-primary Level,Never,1.0,39,15571,0.7125,1.33679
1498,1498,2009,North Rhine-Westphalia,Primary Level,Never,1.0,31,15571,0.7307,1.34298
1499,1499,2009,North Rhine-Westphalia,Lower Secondary Level,At least once per week,0.10243,45,15571,0.08131,0.12453
1500,1500,2009,North Rhine-Westphalia,Lower Secondary Level,At least once per month,0.09618,37,15571,0.07766,0.11496
1501,1501,2009,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.18719,93,15571,0.16145,0.22119
1502,1502,2009,North Rhine-Westphalia,Lower Secondary Level,Never,0.6142,236,15571,0.55672,0.66788
1503,1503,2009,North Rhine-Westphalia,Upper Secondary Level,At least once per week,0.09229,176,15571,0.07915,0.10284
1504,1504,2009,North Rhine-Westphalia,Upper Secondary Level,At least once per month,0.06137,127,15571,0.05222,0.0683
1505,1505,2009,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.26771,516,15571,0.2468,0.28912
1506,1506,2009,North Rhine-Westphalia,Upper Secondary Level,Never,0.57863,927,15571,0.54512,0.61325
1507,1507,2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.37573,99,15571,0.31357,0.44148
1508,1508,2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.62427,135,15571,0.53207,0.7101
1509,1509,2009,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.43503,90,15571,0.35647,0.54175
1510,1510,2009,North Rhine-Westphalia,First Stage of Tertiary Education,Never,0.56497,114,15571,0.46256,0.67442
1511,1511,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per week,0.08201,79,15571,0.06553,0.09883
1512,1512,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,At least once per month,0.08718,67,15571,0.06705,0.10854
1513,1513,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.31137,249,15571,0.26785,0.35191
1514,1514,2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.51944,345,15571,0.45841,0.59084
1515,1515,2009,Hesse,Lower Secondary Level,Seldom,0.45099,40,15571,0.35803,0.5499
1516,1516,2009,Hesse,Lower Secondary Level,Never,0.54901,52,15571,0.44804,0.66351
1517,1517,2009,Hesse,Upper Secondary Level,At least once per week,0.06547,31,15571,0.05096,0.08677
1518,1518,2009,Hesse,Upper Secondary Level,At least once per month,0.0874,55,15571,0.07254,0.10341
1519,1519,2009,Hesse,Upper Secondary Level,Seldom,0.39068,235,15571,0.34845,0.42882
1520,1520,2009,Hesse,Upper Secondary Level,Never,0.45646,249,15571,0.40918,0.50974
1521,1521,2009,Hesse,Post-secondary Non-tertiary Level,Seldom,0.5084,35,15571,0.34304,0.68997
1522,1522,2009,Hesse,Post-secondary Non-tertiary Level,Never,0.4916,42,15571,0.37613,0.61776
1523,1523,2009,Hesse,Second Stage of Tertiary Education,At least once per month,0.09194,31,15571,0.05678,0.13296
1524,1524,2009,Hesse,Second Stage of Tertiary Education,Seldom,0.39433,114,15571,0.33074,0.47118
1525,1525,2009,Hesse,Second Stage of Tertiary Education,Never,0.51373,148,15571,0.44721,0.61458
1526,1526,2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.40968,54,15571,0.33298,0.52338
1527,1527,2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Never,0.59032,68,15571,0.50131,0.709
1528,1528,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per week,0.09363,50,15571,0.07624,0.11962
1529,1529,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,At least once per month,0.07104,40,15571,0.05301,0.08961
1530,1530,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.36486,207,15571,0.33218,0.41281
1531,1531,2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.47047,221,15571,0.4199,0.51849
1532,1532,2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Never,1.0,38,15571,0.7204,1.326
1533,1533,2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.51275,61,15571,0.3784,0.68782
1534,1534,2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Never,0.48725,62,15571,0.37367,0.66229
1535,1535,2009,Baden-Wuerttemberg,Lower Secondary Level,At least once per week,0.13635,38,15571,0.10757,0.16458
1536,1536,2009,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.39298,98,15571,0.32627,0.48207
1537,1537,2009,Baden-Wuerttemberg,Lower Secondary Level,Never,0.47067,107,15571,0.41089,0.54752
1538,1538,2009,Baden-Wuerttemberg,Upper Secondary Level,At least once per week,0.07644,87,15571,0.06225,0.09173
1539,1539,2009,Baden-Wuerttemberg,Upper Secondary Level,At least once per month,0.09801,113,15571,0.08218,0.11216
1540,1540,2009,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.36212,363,15571,0.33043,0.40151
1541,1541,2009,Baden-Wuerttemberg,Upper Secondary Level,Never,0.46343,436,15571,0.42221,0.51062
1542,1542,2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.51435,46,15571,0.38672,0.64609
1543,1543,2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Never,0.48565,47,15571,0.3764,0.62155
1544,1544,2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.60395,77,15571,0.47241,0.72412
1545,1545,2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Never,0.39605,44,15571,0.28526,0.51408
1546,1546,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per week,0.08413,45,15571,0.06046,0.11137
1547,1547,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,At least once per month,0.10375,52,15571,0.07852,0.13347
1548,1548,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.35662,148,15571,0.29732,0.42628
1549,1549,2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.45549,197,15571,0.39112,0.52709
1550,1550,2009,Bavaria,Lower Secondary Level,At least once per week,0.12879,38,15571,0.09864,0.16145
1551,1551,2009,Bavaria,Lower Secondary Level,At least once per month,0.20308,53,15571,0.16824,0.2546
1552,1552,2009,Bavaria,Lower Secondary Level,Seldom,0.2654,82,15571,0.22073,0.31799
1553,1553,2009,Bavaria,Lower Secondary Level,Never,0.40273,97,15571,0.34222,0.4635
1554,1554,2009,Bavaria,Upper Secondary Level,At least once per week,0.12666,169,15571,0.10922,0.14485
1555,1555,2009,Bavaria,Upper Secondary Level,At least once per month,0.13759,207,15571,0.12318,0.15497
1556,1556,2009,Bavaria,Upper Secondary Level,Seldom,0.32868,470,15571,0.3038,0.36168
1557,1557,2009,Bavaria,Upper Secondary Level,Never,0.40708,511,15571,0.37811,0.44126
1558,1558,2009,Bavaria,Post-secondary Non-tertiary Level,Seldom,0.46328,46,15571,0.35182,0.60628
1559,1559,2009,Bavaria,Post-secondary Non-tertiary Level,Never,0.53672,57,15571,0.43001,0.66523
1560,1560,2009,Bavaria,First Stage of Tertiary Education,At least once per month,0.18707,39,15571,0.1321,0.24848
1561,1561,2009,Bavaria,First Stage of Tertiary Education,Seldom,0.40406,71,15571,0.32686,0.49461
1562,1562,2009,Bavaria,First Stage of Tertiary Education,Never,0.40887,70,15571,0.30416,0.5203
1563,1563,2009,Bavaria,Second Stage of Tertiary Education,At least once per week,0.11084,68,15571,0.07984,0.1433
1564,1564,2009,Bavaria,Second Stage of Tertiary Education,At least once per month,0.13902,73,15571,0.10124,0.18821
1565,1565,2009,Bavaria,Second Stage of Tertiary Education,Seldom,0.3101,182,15571,0.26548,0.3543
1566,1566,2009,Bavaria,Second Stage of Tertiary Education,Never,0.44004,204,15571,0.37628,0.50223
1567,1567,2009,Berlin,Lower Secondary Level,Never,1.0,31,15571,0.77901,1.22887
1568,1568,2009,Berlin,Upper Secondary Level,Seldom,0.13245,39,15571,0.10051,0.16498
1569,1569,2009,Berlin,Upper Secondary Level,Never,0.86755,202,15571,0.78451,0.96854
1570,1570,2009,Berlin,First Stage of Tertiary Education,Never,1.0,33,15571,0.78471,1.23642
1571,1571,2009,Berlin,Second Stage of Tertiary Education,Seldom,0.19917,50,15571,0.14978,0.26221
1572,1572,2009,Berlin,Second Stage of Tertiary Education,Never,0.80083,175,15571,0.6915,0.91504
1573,1573,2009,Brandenburg,Lower Secondary Level,Never,1.0,41,15571,0.76954,1.28755
1574,1574,2009,Brandenburg,Upper Secondary Level,Seldom,0.16158,52,15571,0.12045,0.20665
1575,1575,2009,Brandenburg,Upper Secondary Level,Never,0.83842,305,15571,0.75942,0.92794
1576,1576,2009,Brandenburg,First Stage of Tertiary Education,Never,1.0,40,15571,0.80422,1.25613
1577,1577,2009,Brandenburg,Second Stage of Tertiary Education,Seldom,0.14473,37,15571,0.10548,0.2
1578,1578,2009,Brandenburg,Second Stage of Tertiary Education,Never,0.85527,177,15571,0.72854,0.98219
1579,1579,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.21359,44,15571,0.15056,0.27467
1580,1580,2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Never,0.78641,185,15571,0.69911,0.89043
1581,1581,2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Never,1.0,96,15571,0.82675,1.20016
1582,1582,2009,Saxony,Lower Secondary Level,Never,1.0,54,15571,0.70972,1.29352
1583,1583,2009,Saxony,Upper Secondary Level,At least once per week,0.03911,38,15571,0.03146,0.04612
1584,1584,2009,Saxony,Upper Secondary Level,At least once per month,0.05172,35,15571,0.03761,0.06933
1585,1585,2009,Saxony,Upper Secondary Level,Seldom,0.16688,115,15571,0.13835,0.20039
1586,1586,2009,Saxony,Upper Secondary Level,Never,0.74229,555,15571,0.67654,0.82195
1587,1587,2009,Saxony,Post-secondary Non-tertiary Level,Never,1.0,40,15571,0.72129,1.33422
1588,1588,2009,Saxony,First Stage of Tertiary Education,Never,1.0,70,15571,0.76632,1.20229
1589,1589,2009,Saxony,Second Stage of Tertiary Education,Seldom,0.20198,54,15571,0.16486,0.2371
1590,1590,2009,Saxony,Second Stage of Tertiary Education,Never,0.79802,243,15571,0.69513,0.94317
1591,1591,2009,Saxony-Anhalt,Lower Secondary Level,Never,1.0,42,15571,0.74551,1.32502
1592,1592,2009,Saxony-Anhalt,Upper Secondary Level,Seldom,0.13899,61,15571,0.10351,0.1781
1593,1593,2009,Saxony-Anhalt,Upper Secondary Level,Never,0.86101,314,15571,0.77933,0.95983
1594,1594,2009,Saxony-Anhalt,First Stage of Tertiary Education,Never,1.0,54,15571,0.74009,1.30372
1595,1595,2009,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.17912,36,15571,0.1286,0.23306
1596,1596,2009,Saxony-Anhalt,Second Stage of Tertiary Education,Never,0.82088,139,15571,0.70402,0.93006
1597,1597,2009,Thuringa,Lower Secondary Level,Never,1.0,41,15571,0.8009,1.18277
1598,1598,2009,Thuringa,Upper Secondary Level,Seldom,0.18062,93,15571,0.14713,0.21374
1599,1599,2009,Thuringa,Upper Secondary Level,Never,0.81938,363,15571,0.73439,0.90666
1600,1600,2009,Thuringa,First Stage of Tertiary Education,Never,1.0,36,15571,0.74852,1.30703
1601,1601,2009,Thuringa,Second Stage of Tertiary Education,Seldom,0.23065,40,15571,0.15109,0.32376
1602,1602,2009,Thuringa,Second Stage of Tertiary Education,Never,0.76935,107,15571,0.59205,0.95469
1603,1603,2011,Schleswig-Holstein,Lower Secondary Level,Never,1.0,75,25747,0.81352,1.17829
1604,1604,2011,Schleswig-Holstein,Upper Secondary Level,Seldom,0.29513,127,25747,0.24261,0.35699
1605,1605,2011,Schleswig-Holstein,Upper Secondary Level,Never,0.70487,329,25747,0.63075,0.77588
1606,1606,2011,Schleswig-Holstein,Post-secondary Non-tertiary Level,Never,1.0,50,25747,0.72166,1.4006
1607,1607,2011,Schleswig-Holstein,First Stage of Tertiary Education,Never,1.0,38,25747,0.67798,1.3894
1608,1608,2011,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.38976,49,25747,0.2377,0.57193
1609,1609,2011,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.61024,81,25747,0.46116,0.81051
1610,1610,2011,Hamburg,Upper Secondary Level,Seldom,0.22385,39,25747,0.16983,0.28206
1611,1611,2011,Hamburg,Upper Secondary Level,Never,0.77615,124,25747,0.65771,0.90547
1612,1612,2011,Hamburg,Post-secondary Non-tertiary Level,Never,1.0,32,25747,0.66355,1.37346
1613,1613,2011,Hamburg,Second Stage of Tertiary Education,Seldom,0.39141,43,25747,0.26177,0.50387
1614,1614,2011,Hamburg,Second Stage of Tertiary Education,Never,0.60859,66,25747,0.42353,0.80881
1615,1615,2011,Lower Saxony,Lower Secondary Level,Seldom,0.38261,98,25747,0.32164,0.44676
1616,1616,2011,Lower Saxony,Lower Secondary Level,Never,0.61739,175,25747,0.52572,0.71795
1617,1617,2011,Lower Saxony,Upper Secondary Level,At least once per week,0.06039,85,25747,0.051,0.07164
1618,1618,2011,Lower Saxony,Upper Secondary Level,At least once per month,0.0734,111,25747,0.06042,0.08758
1619,1619,2011,Lower Saxony,Upper Secondary Level,Seldom,0.31282,446,25747,0.2866,0.34725
1620,1620,2011,Lower Saxony,Upper Secondary Level,Never,0.55338,703,25747,0.51686,0.60221
