,Unnamed: 0,year,bula_h,sex,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
319,319,1996,Lower Saxony,female,Seldom,0.3711,193,12537,0.33974,0.42022
320,320,1996,Lower Saxony,female,Never,0.46505,251,12537,0.42798,0.50204
321,321,1996,Bremen,female,Never,1.0,31,12537,0.83094,1.1818
322,322,1996,North Rhine-Westphalia,male,At least once per week,0.10797,154,12537,0.0964,0.11943
323,323,1996,North Rhine-Westphalia,male,At least once per month,0.0928,117,12537,0.08131,0.10714
324,324,1996,North Rhine-Westphalia,male,Seldom,0.31604,367,12537,0.28662,0.34026
325,325,1996,North Rhine-Westphalia,male,Never,0.48319,576,12537,0.45474,0.51322
326,326,1996,North Rhine-Westphalia,female,At least once per week,0.17783,209,12537,0.16026,0.19728
327,327,1996,North Rhine-Westphalia,female,At least once per month,0.10796,144,12537,0.09527,0.12312
328,328,1996,North Rhine-Westphalia,female,Seldom,0.32078,407,12537,0.29634,0.34703
329,329,1996,North Rhine-Westphalia,female,Never,0.39343,574,12537,0.37081,0.41921
330,330,1996,Hesse,male,At least once per week,0.07141,35,12537,0.05165,0.09699
331,331,1996,Hesse,male,At least once per month,0.0845,55,12537,0.06393,0.10613
332,332,1996,Hesse,male,Seldom,0.35952,152,12537,0.31342,0.39569
333,333,1996,Hesse,male,Never,0.48457,198,12537,0.43385,0.53196
334,334,1996,Hesse,female,At least once per week,0.12913,63,12537,0.10346,0.15598
335,335,1996,Hesse,female,At least once per month,0.10881,67,12537,0.09078,0.13026
336,336,1996,Hesse,female,Seldom,0.31849,146,12537,0.28114,0.35818
337,337,1996,Hesse,female,Never,0.44357,189,12537,0.39827,0.49275
338,338,1996,"Rhineland-Palatinate, Saarland",male,At least once per week,0.16274,43,12537,0.13197,0.19959
339,339,1996,"Rhineland-Palatinate, Saarland",male,At least once per month,0.07721,31,12537,0.06083,0.09347
340,340,1996,"Rhineland-Palatinate, Saarland",male,Seldom,0.3067,104,12537,0.27357,0.34237
341,341,1996,"Rhineland-Palatinate, Saarland",male,Never,0.45334,158,12537,0.40273,0.51053
342,342,1996,"Rhineland-Palatinate, Saarland",female,At least once per week,0.19061,66,12537,0.16539,0.21522
343,343,1996,"Rhineland-Palatinate, Saarland",female,At least once per month,0.11971,41,12537,0.09912,0.13855
344,344,1996,"Rhineland-Palatinate, Saarland",female,Seldom,0.33905,126,12537,0.30348,0.37695
345,345,1996,"Rhineland-Palatinate, Saarland",female,Never,0.35063,121,12537,0.3084,0.3924
346,346,1996,Baden-Wuerttemberg,male,At least once per week,0.11565,114,12537,0.09627,0.13381
347,347,1996,Baden-Wuerttemberg,male,At least once per month,0.11913,105,12537,0.10074,0.14042
348,348,1996,Baden-Wuerttemberg,male,Seldom,0.3577,298,12537,0.32644,0.39244
349,349,1996,Baden-Wuerttemberg,male,Never,0.40752,314,12537,0.37035,0.44619
350,350,1996,Baden-Wuerttemberg,female,At least once per week,0.15398,125,12537,0.13416,0.17634
351,351,1996,Baden-Wuerttemberg,female,At least once per month,0.15479,152,12537,0.12988,0.17822
352,352,1996,Baden-Wuerttemberg,female,Seldom,0.36033,314,12537,0.32872,0.3947
353,353,1996,Baden-Wuerttemberg,female,Never,0.3309,276,12537,0.29973,0.36785
354,354,1996,Bavaria,male,At least once per week,0.14385,113,12537,0.12434,0.16077
355,355,1996,Bavaria,male,At least once per month,0.14961,115,12537,0.13052,0.16693
356,356,1996,Bavaria,male,Seldom,0.31635,256,12537,0.29143,0.34449
357,357,1996,Bavaria,male,Never,0.39018,333,12537,0.36107,0.42433
358,358,1996,Bavaria,female,At least once per week,0.1982,140,12537,0.17701,0.22751
359,359,1996,Bavaria,female,At least once per month,0.13467,122,12537,0.12012,0.1528
360,360,1996,Bavaria,female,Seldom,0.315,255,12537,0.28682,0.34424
361,361,1996,Bavaria,female,Never,0.35214,321,12537,0.32212,0.3824
362,362,1996,Berlin,male,Seldom,0.229,46,12537,0.18749,0.2751
363,363,1996,Berlin,male,Never,0.771,191,12537,0.68669,0.85829
364,364,1996,Berlin,female,Seldom,0.18871,43,12537,0.1567,0.21906
365,365,1996,Berlin,female,Never,0.81129,214,12537,0.73724,0.88072
366,366,1996,Brandenburg,male,Seldom,0.17004,42,12537,0.13766,0.20669
367,367,1996,Brandenburg,male,Never,0.82996,233,12537,0.76554,0.89027
368,368,1996,Brandenburg,female,Seldom,0.2183,57,12537,0.1896,0.24737
369,369,1996,Brandenburg,female,Never,0.7817,238,12537,0.74031,0.82967
370,370,1996,Mecklenburg-Western Pomerania,male,Never,1.0,161,12537,0.90386,1.11712
371,371,1996,Mecklenburg-Western Pomerania,female,Seldom,0.19435,34,12537,0.15783,0.23764
372,372,1996,Mecklenburg-Western Pomerania,female,Never,0.80565,156,12537,0.73235,0.88294
373,373,1996,Saxony,male,Seldom,0.2036,91,12537,0.17706,0.22718
374,374,1996,Saxony,male,Never,0.7964,390,12537,0.7538,0.84471
375,375,1996,Saxony,female,Seldom,0.22836,113,12537,0.20082,0.25341
376,376,1996,Saxony,female,Never,0.77164,416,12537,0.72836,0.82042
377,377,1996,Saxony-Anhalt,male,Seldom,0.13349,47,12537,0.11187,0.15276
378,378,1996,Saxony-Anhalt,male,Never,0.86651,250,12537,0.80396,0.93546
379,379,1996,Saxony-Anhalt,female,Seldom,0.14993,62,12537,0.13209,0.16608
380,380,1996,Saxony-Anhalt,female,Never,0.85007,271,12537,0.79228,0.92557
381,381,1996,Thuringa,male,Seldom,0.16904,58,12537,0.13871,0.19278
382,382,1996,Thuringa,male,Never,0.83096,223,12537,0.76627,0.89824
383,383,1996,Thuringa,female,Seldom,0.23693,85,12537,0.20592,0.26395
384,384,1996,Thuringa,female,Never,0.76307,217,12537,0.71287,0.83269
385,385,1997,Schleswig-Holstein,male,Seldom,0.3763,37,12169,0.30244,0.43863
386,386,1997,Schleswig-Holstein,male,Never,0.6237,75,12169,0.55152,0.70601
387,387,1997,Schleswig-Holstein,female,Seldom,0.47313,52,12169,0.40345,0.54473
388,388,1997,Schleswig-Holstein,female,Never,0.52687,73,12169,0.45528,0.59926
389,389,1997,Hamburg,male,Never,1.0,39,12169,0.77758,1.24139
390,390,1997,Hamburg,female,Never,1.0,41,12169,0.79315,1.22208
391,391,1997,Lower Saxony,male,At least once per week,0.0743,42,12169,0.05322,0.09741
392,392,1997,Lower Saxony,male,Seldom,0.34241,159,12169,0.3127,0.37851
393,393,1997,Lower Saxony,male,Never,0.5833,277,12169,0.54343,0.64897
394,394,1997,Lower Saxony,female,At least once per week,0.08022,42,12169,0.06399,0.10137
395,395,1997,Lower Saxony,female,Seldom,0.416,209,12169,0.38177,0.45328
396,396,1997,Lower Saxony,female,Never,0.50379,243,12169,0.46185,0.54906
397,397,1997,North Rhine-Westphalia,male,At least once per week,0.1013,153,12169,0.09068,0.11213
398,398,1997,North Rhine-Westphalia,male,At least once per month,0.08183,98,12169,0.06996,0.09302
399,399,1997,North Rhine-Westphalia,male,Seldom,0.33835,384,12169,0.31634,0.36481
400,400,1997,North Rhine-Westphalia,male,Never,0.47852,558,12169,0.44618,0.51091
401,401,1997,North Rhine-Westphalia,female,At least once per week,0.17376,206,12169,0.15557,0.19332
402,402,1997,North Rhine-Westphalia,female,At least once per month,0.10345,132,12169,0.09215,0.11878
403,403,1997,North Rhine-Westphalia,female,Seldom,0.30864,407,12169,0.28516,0.32966
404,404,1997,North Rhine-Westphalia,female,Never,0.41415,557,12169,0.38361,0.44742
405,405,1997,Hesse,male,At least once per week,0.07776,35,12169,0.05916,0.09996
406,406,1997,Hesse,male,At least once per month,0.0673,45,12169,0.05066,0.08695
407,407,1997,Hesse,male,Seldom,0.34005,141,12169,0.3009,0.37197
408,408,1997,Hesse,male,Never,0.51489,188,12169,0.457,0.56798
409,409,1997,Hesse,female,At least once per week,0.1335,56,12169,0.10367,0.16871
410,410,1997,Hesse,female,At least once per month,0.11245,59,12169,0.08779,0.13716
411,411,1997,Hesse,female,Seldom,0.34667,154,12169,0.3058,0.38947
412,412,1997,Hesse,female,Never,0.40738,162,12169,0.35827,0.45229
413,413,1997,"Rhineland-Palatinate, Saarland",male,At least once per week,0.13142,38,12169,0.11385,0.1485
414,414,1997,"Rhineland-Palatinate, Saarland",male,At least once per month,0.11705,41,12169,0.09173,0.13958
415,415,1997,"Rhineland-Palatinate, Saarland",male,Seldom,0.26762,102,12169,0.23732,0.30031
416,416,1997,"Rhineland-Palatinate, Saarland",male,Never,0.4839,159,12169,0.43979,0.54209
417,417,1997,"Rhineland-Palatinate, Saarland",female,At least once per week,0.19488,65,12169,0.16782,0.22602
418,418,1997,"Rhineland-Palatinate, Saarland",female,At least once per month,0.13501,50,12169,0.11565,0.1541
419,419,1997,"Rhineland-Palatinate, Saarland",female,Seldom,0.27596,119,12169,0.24559,0.30554
420,420,1997,"Rhineland-Palatinate, Saarland",female,Never,0.39415,136,12169,0.3551,0.44078
421,421,1997,Baden-Wuerttemberg,male,At least once per week,0.12493,112,12169,0.10392,0.15087
422,422,1997,Baden-Wuerttemberg,male,At least once per month,0.08852,89,12169,0.07401,0.10062
423,423,1997,Baden-Wuerttemberg,male,Seldom,0.37086,316,12169,0.33512,0.40373
424,424,1997,Baden-Wuerttemberg,male,Never,0.41569,324,12169,0.37478,0.45148
425,425,1997,Baden-Wuerttemberg,female,At least once per week,0.15962,134,12169,0.13891,0.18578
426,426,1997,Baden-Wuerttemberg,female,At least once per month,0.16324,130,12169,0.13846,0.19342
427,427,1997,Baden-Wuerttemberg,female,Seldom,0.35607,325,12169,0.32302,0.3911
428,428,1997,Baden-Wuerttemberg,female,Never,0.32108,269,12169,0.28533,0.35559
429,429,1997,Bavaria,male,At least once per week,0.15302,110,12169,0.13565,0.17198
430,430,1997,Bavaria,male,At least once per month,0.12822,98,12169,0.1063,0.14498
431,431,1997,Bavaria,male,Seldom,0.31794,250,12169,0.28518,0.34997
432,432,1997,Bavaria,male,Never,0.40082,334,12169,0.36869,0.43518
433,433,1997,Bavaria,female,At least once per week,0.1923,136,12169,0.17074,0.21499
434,434,1997,Bavaria,female,At least once per month,0.12943,121,12169,0.11332,0.14457
435,435,1997,Bavaria,female,Seldom,0.32537,283,12169,0.29773,0.35557
436,436,1997,Bavaria,female,Never,0.3529,283,12169,0.31954,0.39121
437,437,1997,Berlin,male,Seldom,0.22853,47,12169,0.18275,0.27574
438,438,1997,Berlin,male,Never,0.77147,180,12169,0.70646,0.84191
439,439,1997,Berlin,female,Seldom,0.21897,48,12169,0.18771,0.25381
440,440,1997,Berlin,female,Never,0.78103,190,12169,0.71034,0.86213
441,441,1997,Brandenburg,male,Never,1.0,248,12169,0.92176,1.06829
442,442,1997,Brandenburg,female,Seldom,0.20964,55,12169,0.17316,0.23926
443,443,1997,Brandenburg,female,Never,0.79036,231,12169,0.73556,0.84645
444,444,1997,Mecklenburg-Western Pomerania,male,Never,1.0,156,12169,0.90649,1.10077
445,445,1997,Mecklenburg-Western Pomerania,female,Never,1.0,151,12169,0.91748,1.10018
446,446,1997,Saxony,male,Seldom,0.19329,87,12169,0.16572,0.2201
447,447,1997,Saxony,male,Never,0.80671,390,12169,0.76268,0.85242
448,448,1997,Saxony,female,At least once per month,0.07922,42,12169,0.06727,0.09123
449,449,1997,Saxony,female,Seldom,0.20683,99,12169,0.18299,0.22937
450,450,1997,Saxony,female,Never,0.71395,402,12169,0.6711,0.75998
451,451,1997,Saxony-Anhalt,male,Seldom,0.10977,36,12169,0.08963,0.13951
452,452,1997,Saxony-Anhalt,male,Never,0.89023,259,12169,0.82222,0.95553
453,453,1997,Saxony-Anhalt,female,Seldom,0.14195,54,12169,0.11795,0.1634
454,454,1997,Saxony-Anhalt,female,Never,0.85805,275,12169,0.78775,0.92126
455,455,1997,Thuringa,male,Seldom,0.17226,56,12169,0.14245,0.20542
456,456,1997,Thuringa,male,Never,0.82774,218,12169,0.76002,0.90114
457,457,1997,Thuringa,female,Seldom,0.23098,79,12169,0.19631,0.27109
458,458,1997,Thuringa,female,Never,0.76902,218,12169,0.71844,0.82864
459,459,1998,Schleswig-Holstein,male,Seldom,0.36901,52,13675,0.32075,0.43771
460,460,1998,Schleswig-Holstein,male,Never,0.63099,90,13675,0.55742,0.70568
461,461,1998,Schleswig-Holstein,female,Seldom,0.49062,78,13675,0.42376,0.5445
462,462,1998,Schleswig-Holstein,female,Never,0.50938,85,13675,0.4581,0.57199
463,463,1998,Hamburg,male,Never,1.0,46,13675,0.84839,1.16914
464,464,1998,Hamburg,female,Never,1.0,50,13675,0.84171,1.16833
465,465,1998,Lower Saxony,male,At least once per week,0.07229,52,13675,0.05817,0.0899
466,466,1998,Lower Saxony,male,At least once per month,0.06483,40,13675,0.05502,0.07593
467,467,1998,Lower Saxony,male,Seldom,0.33613,183,13675,0.31159,0.36237
468,468,1998,Lower Saxony,male,Never,0.52676,314,13675,0.49134,0.56799
469,469,1998,Lower Saxony,female,At least once per week,0.07484,47,13675,0.06139,0.08891
470,470,1998,Lower Saxony,female,At least once per month,0.09821,58,13675,0.08134,0.11809
471,471,1998,Lower Saxony,female,Seldom,0.35647,213,13675,0.3212,0.38855
472,472,1998,Lower Saxony,female,Never,0.47048,279,13675,0.43141,0.51215
473,473,1998,Bremen,male,Never,1.0,34,13675,0.80309,1.19471
474,474,1998,North Rhine-Westphalia,male,At least once per week,0.10687,164,13675,0.09752,0.1171
475,475,1998,North Rhine-Westphalia,male,At least once per month,0.08798,120,13675,0.07701,0.10188
476,476,1998,North Rhine-Westphalia,male,Seldom,0.32304,432,13675,0.30407,0.34895
477,477,1998,North Rhine-Westphalia,male,Never,0.48211,644,13675,0.45832,0.5086
478,478,1998,North Rhine-Westphalia,female,At least once per week,0.15828,216,13675,0.14428,0.17209
479,479,1998,North Rhine-Westphalia,female,At least once per month,0.12255,168,13675,0.11009,0.13523
480,480,1998,North Rhine-Westphalia,female,Seldom,0.32634,484,13675,0.30824,0.34825
481,481,1998,North Rhine-Westphalia,female,Never,0.39283,588,13675,0.36802,0.41583
482,482,1998,Hesse,male,At least once per week,0.09811,43,13675,0.07743,0.11947
483,483,1998,Hesse,male,At least once per month,0.06995,36,13675,0.05736,0.08445
484,484,1998,Hesse,male,Seldom,0.33742,159,13675,0.31012,0.36498
485,485,1998,Hesse,male,Never,0.49452,225,13675,0.45475,0.54196
486,486,1998,Hesse,female,At least once per week,0.12543,55,13675,0.10478,0.14486
487,487,1998,Hesse,female,At least once per month,0.11075,48,13675,0.09054,0.12906
488,488,1998,Hesse,female,Seldom,0.34151,163,13675,0.30809,0.38017
489,489,1998,Hesse,female,Never,0.42231,214,13675,0.38434,0.46406
490,490,1998,"Rhineland-Palatinate, Saarland",male,At least once per week,0.15711,50,13675,0.13593,0.18112
491,491,1998,"Rhineland-Palatinate, Saarland",male,At least once per month,0.09372,35,13675,0.08019,0.11033
492,492,1998,"Rhineland-Palatinate, Saarland",male,Seldom,0.33466,135,13675,0.30756,0.36804
493,493,1998,"Rhineland-Palatinate, Saarland",male,Never,0.41451,166,13675,0.36943,0.457
494,494,1998,"Rhineland-Palatinate, Saarland",female,At least once per week,0.17853,67,13675,0.15717,0.20415
495,495,1998,"Rhineland-Palatinate, Saarland",female,At least once per month,0.13475,55,13675,0.11598,0.15515
496,496,1998,"Rhineland-Palatinate, Saarland",female,Seldom,0.32846,148,13675,0.30049,0.35607
497,497,1998,"Rhineland-Palatinate, Saarland",female,Never,0.35825,146,13675,0.32321,0.40272
498,498,1998,Baden-Wuerttemberg,male,At least once per week,0.11516,117,13675,0.10062,0.12959
499,499,1998,Baden-Wuerttemberg,male,At least once per month,0.1304,106,13675,0.11149,0.15264
500,500,1998,Baden-Wuerttemberg,male,Seldom,0.34874,320,13675,0.31446,0.38548
501,501,1998,Baden-Wuerttemberg,male,Never,0.4057,335,13675,0.37081,0.43734
502,502,1998,Baden-Wuerttemberg,female,At least once per week,0.15324,149,13675,0.13777,0.17188
503,503,1998,Baden-Wuerttemberg,female,At least once per month,0.18416,163,13675,0.15981,0.20733
504,504,1998,Baden-Wuerttemberg,female,Seldom,0.34001,332,13675,0.31517,0.36885
505,505,1998,Baden-Wuerttemberg,female,Never,0.3226,280,13675,0.29619,0.35635
506,506,1998,Bavaria,male,At least once per week,0.15472,126,13675,0.1357,0.17482
507,507,1998,Bavaria,male,At least once per month,0.136,119,13675,0.1201,0.15694
508,508,1998,Bavaria,male,Seldom,0.32391,309,13675,0.30254,0.35006
509,509,1998,Bavaria,male,Never,0.38537,348,13675,0.36303,0.41248
510,510,1998,Bavaria,female,At least once per week,0.19193,168,13675,0.17336,0.21253
511,511,1998,Bavaria,female,At least once per month,0.13475,151,13675,0.12236,0.14944
512,512,1998,Bavaria,female,Seldom,0.33674,324,13675,0.31266,0.36317
513,513,1998,Bavaria,female,Never,0.33658,315,13675,0.31162,0.36478
514,514,1998,Berlin,male,Seldom,0.17764,37,13675,0.14643,0.21539
515,515,1998,Berlin,male,Never,0.82236,188,13675,0.74717,0.885
516,516,1998,Berlin,female,Seldom,0.16763,38,13675,0.14606,0.1921
517,517,1998,Berlin,female,Never,0.83237,208,13675,0.77511,0.8976
518,518,1998,Brandenburg,male,Seldom,0.15722,42,13675,0.12555,0.18788
519,519,1998,Brandenburg,male,Never,0.84278,249,13675,0.77632,0.90009
520,520,1998,Brandenburg,female,Seldom,0.19879,59,13675,0.16648,0.23175
521,521,1998,Brandenburg,female,Never,0.80121,236,13675,0.75093,0.86334
522,522,1998,Mecklenburg-Western Pomerania,male,Never,1.0,159,13675,0.90481,1.09945
523,523,1998,Mecklenburg-Western Pomerania,female,Seldom,0.21622,36,13675,0.16883,0.26441
524,524,1998,Mecklenburg-Western Pomerania,female,Never,0.78378,153,13675,0.7085,0.86529
525,525,1998,Saxony,male,At least once per month,0.0632,32,13675,0.05191,0.07557
526,526,1998,Saxony,male,Seldom,0.1698,84,13675,0.14794,0.19572
527,527,1998,Saxony,male,Never,0.76699,430,13675,0.72191,0.81057
528,528,1998,Saxony,female,At least once per month,0.06691,37,13675,0.05468,0.07708
529,529,1998,Saxony,female,Seldom,0.199,106,13675,0.17741,0.22415
530,530,1998,Saxony,female,Never,0.7341,435,13675,0.69559,0.77439
531,531,1998,Saxony-Anhalt,male,Seldom,0.14487,49,13675,0.11835,0.17033
532,532,1998,Saxony-Anhalt,male,Never,0.85513,264,13675,0.7985,0.9155
533,533,1998,Saxony-Anhalt,female,Seldom,0.18492,72,13675,0.16033,0.20745
534,534,1998,Saxony-Anhalt,female,Never,0.81508,268,13675,0.75535,0.87539
535,535,1998,Thuringa,male,Seldom,0.25062,85,13675,0.22039,0.28506
536,536,1998,Thuringa,male,Never,0.74938,232,13675,0.68938,0.8171
537,537,1998,Thuringa,female,Seldom,0.24473,97,13675,0.22143,0.27712
538,538,1998,Thuringa,female,Never,0.75527,235,13675,0.69128,0.82894
539,539,1999,Schleswig-Holstein,male,Seldom,0.41221,59,13137,0.35886,0.45722
540,540,1999,Schleswig-Holstein,male,Never,0.58779,80,13137,0.50891,0.67521
541,541,1999,Schleswig-Holstein,female,Seldom,0.47936,74,13137,0.41564,0.54549
542,542,1999,Schleswig-Holstein,female,Never,0.52064,83,13137,0.45281,0.60164
543,543,1999,Hamburg,male,Never,1.0,42,13137,0.85913,1.1351
544,544,1999,Hamburg,female,Never,1.0,41,13137,0.88007,1.15772
545,545,1999,Lower Saxony,male,At least once per week,0.06617,43,13137,0.05146,0.08493
546,546,1999,Lower Saxony,male,At least once per month,0.0458,32,13137,0.03744,0.05509
547,547,1999,Lower Saxony,male,Seldom,0.33732,182,13137,0.30621,0.36715
548,548,1999,Lower Saxony,male,Never,0.55071,322,13137,0.50912,0.58969
549,549,1999,Lower Saxony,female,At least once per week,0.07686,43,13137,0.06225,0.09186
550,550,1999,Lower Saxony,female,At least once per month,0.09452,54,13137,0.07793,0.11019
551,551,1999,Lower Saxony,female,Seldom,0.38628,223,13137,0.35159,0.42445
552,552,1999,Lower Saxony,female,Never,0.44234,258,13137,0.40524,0.49203
553,553,1999,Bremen,female,Never,1.0,33,13137,0.78435,1.20092
554,554,1999,North Rhine-Westphalia,male,At least once per week,0.09849,138,13137,0.08866,0.10992
555,555,1999,North Rhine-Westphalia,male,At least once per month,0.07698,114,13137,0.06935,0.08572
556,556,1999,North Rhine-Westphalia,male,Seldom,0.35239,442,13137,0.32673,0.37735
557,557,1999,North Rhine-Westphalia,male,Never,0.47214,604,13137,0.44267,0.50108
558,558,1999,North Rhine-Westphalia,female,At least once per week,0.136,171,13137,0.12188,0.15069
559,559,1999,North Rhine-Westphalia,female,At least once per month,0.10795,162,13137,0.09472,0.12001
560,560,1999,North Rhine-Westphalia,female,Seldom,0.34333,477,13137,0.32379,0.36422
561,561,1999,North Rhine-Westphalia,female,Never,0.41272,582,13137,0.39178,0.43916
562,562,1999,Hesse,male,At least once per week,0.09127,37,13137,0.06693,0.11364
563,563,1999,Hesse,male,Seldom,0.38695,158,13137,0.35111,0.41918
564,564,1999,Hesse,male,Never,0.52178,207,13137,0.47688,0.5768
565,565,1999,Hesse,female,At least once per week,0.11592,46,13137,0.0896,0.14077
566,566,1999,Hesse,female,At least once per month,0.11341,51,13137,0.0944,0.13428
567,567,1999,Hesse,female,Seldom,0.34236,162,13137,0.31032,0.37197
568,568,1999,Hesse,female,Never,0.42831,200,13137,0.38665,0.46966
569,569,1999,"Rhineland-Palatinate, Saarland",male,At least once per week,0.14187,40,13137,0.12424,0.15953
570,570,1999,"Rhineland-Palatinate, Saarland",male,At least once per month,0.09401,34,13137,0.07823,0.11046
571,571,1999,"Rhineland-Palatinate, Saarland",male,Seldom,0.32398,129,13137,0.28885,0.35729
572,572,1999,"Rhineland-Palatinate, Saarland",male,Never,0.44015,161,13137,0.39814,0.48506
573,573,1999,"Rhineland-Palatinate, Saarland",female,At least once per week,0.1781,61,13137,0.15099,0.21134
574,574,1999,"Rhineland-Palatinate, Saarland",female,At least once per month,0.11812,46,13137,0.10209,0.13656
575,575,1999,"Rhineland-Palatinate, Saarland",female,Seldom,0.36219,149,13137,0.33158,0.40479
576,576,1999,"Rhineland-Palatinate, Saarland",female,Never,0.34159,147,13137,0.30525,0.38128
577,577,1999,Baden-Wuerttemberg,male,At least once per week,0.11095,100,13137,0.09395,0.12818
578,578,1999,Baden-Wuerttemberg,male,At least once per month,0.1063,93,13137,0.0898,0.1267
579,579,1999,Baden-Wuerttemberg,male,Seldom,0.37845,334,13137,0.34907,0.41281
580,580,1999,Baden-Wuerttemberg,male,Never,0.4043,317,13137,0.37097,0.44486
581,581,1999,Baden-Wuerttemberg,female,At least once per week,0.13632,128,13137,0.11616,0.1558
582,582,1999,Baden-Wuerttemberg,female,At least once per month,0.16477,139,13137,0.13834,0.19153
583,583,1999,Baden-Wuerttemberg,female,Seldom,0.36675,335,13137,0.33225,0.40193
584,584,1999,Baden-Wuerttemberg,female,Never,0.33217,278,13137,0.2988,0.36046
585,585,1999,Bavaria,male,At least once per week,0.15262,121,13137,0.13395,0.17121
586,586,1999,Bavaria,male,At least once per month,0.11054,98,13137,0.09531,0.12637
587,587,1999,Bavaria,male,Seldom,0.33258,290,13137,0.30603,0.35979
588,588,1999,Bavaria,male,Never,0.40426,357,13137,0.37165,0.43068
589,589,1999,Bavaria,female,At least once per week,0.19867,156,13137,0.18223,0.21998
590,590,1999,Bavaria,female,At least once per month,0.11501,123,13137,0.10186,0.12883
591,591,1999,Bavaria,female,Seldom,0.33802,312,13137,0.31124,0.36325
592,592,1999,Bavaria,female,Never,0.34831,331,13137,0.31883,0.37506
593,593,1999,Berlin,male,Seldom,0.20098,43,13137,0.16403,0.25189
594,594,1999,Berlin,male,Never,0.79902,185,13137,0.72465,0.87303
595,595,1999,Berlin,female,Seldom,0.21491,46,13137,0.18157,0.25517
596,596,1999,Berlin,female,Never,0.78509,191,13137,0.73577,0.85491
597,597,1999,Brandenburg,male,Seldom,0.16622,39,13137,0.13714,0.1993
598,598,1999,Brandenburg,male,Never,0.83378,233,13137,0.76846,0.90378
599,599,1999,Brandenburg,female,Seldom,0.19358,50,13137,0.16307,0.24348
600,600,1999,Brandenburg,female,Never,0.80642,241,13137,0.74557,0.87666
601,601,1999,Mecklenburg-Western Pomerania,male,Seldom,0.18927,31,13137,0.13952,0.2391
602,602,1999,Mecklenburg-Western Pomerania,male,Never,0.81073,148,13137,0.73446,0.89804
603,603,1999,Mecklenburg-Western Pomerania,female,Never,1.0,157,13137,0.90046,1.10336
604,604,1999,Saxony,male,Seldom,0.19352,87,13137,0.16851,0.22258
605,605,1999,Saxony,male,Never,0.80648,409,13137,0.76686,0.85216
606,606,1999,Saxony,female,At least once per month,0.06805,38,13137,0.0575,0.08061
607,607,1999,Saxony,female,Seldom,0.24648,130,13137,0.2127,0.27954
608,608,1999,Saxony,female,Never,0.68547,410,13137,0.64607,0.72581
609,609,1999,Saxony-Anhalt,male,Seldom,0.12031,44,13137,0.09538,0.1427
610,610,1999,Saxony-Anhalt,male,Never,0.87969,272,13137,0.80989,0.94728
611,611,1999,Saxony-Anhalt,female,Seldom,0.1655,63,13137,0.14248,0.19442
612,612,1999,Saxony-Anhalt,female,Never,0.8345,273,13137,0.77901,0.90108
613,613,1999,Thuringa,male,Seldom,0.25455,89,13137,0.21974,0.28784
614,614,1999,Thuringa,male,Never,0.74545,224,13137,0.68723,0.8181
615,615,1999,Thuringa,female,Seldom,0.28185,108,13137,0.25124,0.31781
616,616,1999,Thuringa,female,Never,0.71815,227,13137,0.6572,0.78992
617,617,2001,Schleswig-Holstein,male,Seldom,0.43707,120,21248,0.39818,0.48725
618,618,2001,Schleswig-Holstein,male,Never,0.56293,155,21248,0.50866,0.61264
619,619,2001,Schleswig-Holstein,female,Seldom,0.50443,143,21248,0.45475,0.55198
620,620,2001,Schleswig-Holstein,female,Never,0.49557,156,21248,0.44494,0.53836
621,621,2001,Hamburg,male,Never,1.0,79,21248,0.90574,1.10356
622,622,2001,Hamburg,female,Seldom,0.20708,32,21248,0.17159,0.24321
623,623,2001,Hamburg,female,Never,0.79292,99,21248,0.71903,0.85713
624,624,2001,Lower Saxony,male,At least once per week,0.07474,71,21248,0.06456,0.0856
625,625,2001,Lower Saxony,male,At least once per month,0.11624,94,21248,0.10448,0.12747
626,626,2001,Lower Saxony,male,Seldom,0.31087,295,21248,0.29247,0.33193
627,627,2001,Lower Saxony,male,Never,0.49816,445,21248,0.47726,0.52431
628,628,2001,Lower Saxony,female,At least once per week,0.088,79,21248,0.07561,0.09927
629,629,2001,Lower Saxony,female,At least once per month,0.12055,107,21248,0.11043,0.12999
630,630,2001,Lower Saxony,female,Seldom,0.39273,369,21248,0.3699,0.41752
631,631,2001,Lower Saxony,female,Never,0.39872,377,21248,0.37813,0.42101
632,632,2001,Bremen,male,Never,1.0,49,21248,0.82044,1.18076
633,633,2001,Bremen,female,Never,1.0,48,21248,0.83333,1.19457
634,634,2001,North Rhine-Westphalia,male,At least once per week,0.10161,236,21248,0.09537,0.10912
635,635,2001,North Rhine-Westphalia,male,At least once per month,0.08537,201,21248,0.0783,0.09305
636,636,2001,North Rhine-Westphalia,male,Seldom,0.31788,708,21248,0.30286,0.33368
637,637,2001,North Rhine-Westphalia,male,Never,0.49514,1065,21248,0.47772,0.51167
638,638,2001,North Rhine-Westphalia,female,At least once per week,0.14116,314,21248,0.13236,0.14905
639,639,2001,North Rhine-Westphalia,female,At least once per month,0.10557,270,21248,0.09824,0.11296
640,640,2001,North Rhine-Westphalia,female,Seldom,0.31732,761,21248,0.30425,0.33132
641,641,2001,North Rhine-Westphalia,female,Never,0.43595,1039,21248,0.41709,0.45431
642,642,2001,Hesse,male,At least once per week,0.07599,50,21248,0.06285,0.09218
