,Unnamed: 0,year,bula_h,sex,pli0098_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1278,1278,2013,Bavaria,male,Never,0.48206,789,24840,0.44625,0.51806
1279,1279,2013,Bavaria,female,At least once per week,0.13769,289,24840,0.12047,0.15631
1280,1280,2013,Bavaria,female,At least once per month,0.14707,365,24840,0.13043,0.16481
1281,1281,2013,Bavaria,female,Seldom,0.30255,695,24840,0.27773,0.33274
1282,1282,2013,Bavaria,female,Never,0.41269,856,24840,0.38144,0.44819
1283,1283,2013,Berlin,male,Seldom,0.14308,71,24840,0.11216,0.17733
1284,1284,2013,Berlin,male,Never,0.85692,313,24840,0.77575,0.9551
1285,1285,2013,Berlin,female,Seldom,0.17317,88,24840,0.14093,0.20966
1286,1286,2013,Berlin,female,Never,0.82683,407,24840,0.74389,0.90685
1287,1287,2013,Brandenburg,male,Seldom,0.16361,63,24840,0.11439,0.21534
1288,1288,2013,Brandenburg,male,Never,0.83639,361,24840,0.75883,0.93529
1289,1289,2013,Brandenburg,female,Seldom,0.17761,100,24840,0.14153,0.22654
1290,1290,2013,Brandenburg,female,Never,0.82239,411,24840,0.73617,0.90088
1291,1291,2013,Mecklenburg-Western Pomerania,male,Never,1.0,215,24840,0.86063,1.12049
1292,1292,2013,Mecklenburg-Western Pomerania,female,Seldom,0.17134,40,24840,0.12018,0.22459
1293,1293,2013,Mecklenburg-Western Pomerania,female,Never,0.82866,256,24840,0.73045,0.94665
1294,1294,2013,Saxony,male,At least once per week,0.03878,45,24840,0.02513,0.05472
1295,1295,2013,Saxony,male,At least once per month,0.04992,41,24840,0.03863,0.06334
1296,1296,2013,Saxony,male,Seldom,0.15164,116,24840,0.1265,0.17839
1297,1297,2013,Saxony,male,Never,0.75966,610,24840,0.68669,0.82662
1298,1298,2013,Saxony,female,At least once per week,0.04846,57,24840,0.03515,0.06852
1299,1299,2013,Saxony,female,At least once per month,0.04827,50,24840,0.03729,0.05962
1300,1300,2013,Saxony,female,Seldom,0.15611,132,24840,0.12598,0.19128
1301,1301,2013,Saxony,female,Never,0.74716,652,24840,0.69142,0.81499
1302,1302,2013,Saxony-Anhalt,male,Seldom,0.10617,41,24840,0.06426,0.15012
1303,1303,2013,Saxony-Anhalt,male,Never,0.89383,356,24840,0.79841,0.98517
1304,1304,2013,Saxony-Anhalt,female,Seldom,0.12084,75,24840,0.09593,0.147
1305,1305,2013,Saxony-Anhalt,female,Never,0.87916,417,24840,0.81219,0.96165
1306,1306,2013,Thuringa,male,Seldom,0.22768,92,24840,0.18357,0.28237
1307,1307,2013,Thuringa,male,Never,0.77232,300,24840,0.70487,0.85869
1308,1308,2013,Thuringa,female,At least once per month,0.06554,37,24840,0.04471,0.08664
1309,1309,2013,Thuringa,female,Seldom,0.1887,100,24840,0.1521,0.237
1310,1310,2013,Thuringa,female,Never,0.74576,380,24840,0.66344,0.81275
1311,1311,2015,Schleswig-Holstein,male,Seldom,0.22461,80,26185,0.18196,0.27265
1312,1312,2015,Schleswig-Holstein,male,Never,0.77539,298,26185,0.66653,0.86915
1313,1313,2015,Schleswig-Holstein,female,At least once per month,0.08601,31,26185,0.06281,0.10939
1314,1314,2015,Schleswig-Holstein,female,Seldom,0.25102,119,26185,0.19492,0.30565
1315,1315,2015,Schleswig-Holstein,female,Never,0.66296,320,26185,0.59707,0.73941
1316,1316,2015,Hamburg,male,Seldom,0.2809,45,26185,0.1972,0.37037
1317,1317,2015,Hamburg,male,Never,0.7191,140,26185,0.59421,0.87358
1318,1318,2015,Hamburg,female,Seldom,0.26499,58,26185,0.19719,0.32785
1319,1319,2015,Hamburg,female,Never,0.73501,159,26185,0.62959,0.8707
1320,1320,2015,Lower Saxony,male,At least once per week,0.061,84,26185,0.04761,0.07433
1321,1321,2015,Lower Saxony,male,At least once per month,0.0643,89,26185,0.04759,0.08411
1322,1322,2015,Lower Saxony,male,Seldom,0.29631,382,26185,0.26185,0.33018
1323,1323,2015,Lower Saxony,male,Never,0.57839,649,26185,0.53601,0.63686
1324,1324,2015,Lower Saxony,female,At least once per week,0.07185,103,26185,0.05705,0.08968
1325,1325,2015,Lower Saxony,female,At least once per month,0.07683,123,26185,0.05913,0.09508
1326,1326,2015,Lower Saxony,female,Seldom,0.33492,485,26185,0.2999,0.36529
1327,1327,2015,Lower Saxony,female,Never,0.5164,688,26185,0.4744,0.568
1328,1328,2015,Bremen,male,Never,1.0,56,26185,0.67754,1.32006
1329,1329,2015,Bremen,female,Never,1.0,70,26185,0.69866,1.33162
1330,1330,2015,North Rhine-Westphalia,male,At least once per week,0.08239,240,26185,0.07167,0.09478
1331,1331,2015,North Rhine-Westphalia,male,At least once per month,0.04398,181,26185,0.03794,0.05088
1332,1332,2015,North Rhine-Westphalia,male,Seldom,0.27495,687,26185,0.24924,0.2982
1333,1333,2015,North Rhine-Westphalia,male,Never,0.59868,1441,26185,0.55998,0.63861
1334,1334,2015,North Rhine-Westphalia,female,At least once per week,0.11091,303,26185,0.09743,0.12443
1335,1335,2015,North Rhine-Westphalia,female,At least once per month,0.09429,330,26185,0.08195,0.10457
1336,1336,2015,North Rhine-Westphalia,female,Seldom,0.25097,802,26185,0.23163,0.27287
1337,1337,2015,North Rhine-Westphalia,female,Never,0.54383,1584,26185,0.50905,0.57877
1338,1338,2015,Hesse,male,At least once per week,0.07649,88,26185,0.05963,0.09427
1339,1339,2015,Hesse,male,At least once per month,0.1,90,26185,0.082,0.12461
1340,1340,2015,Hesse,male,Seldom,0.26124,226,26185,0.22418,0.3016
1341,1341,2015,Hesse,male,Never,0.56228,466,26185,0.5047,0.6317
1342,1342,2015,Hesse,female,At least once per week,0.08882,91,26185,0.07028,0.11123
1343,1343,2015,Hesse,female,At least once per month,0.09951,111,26185,0.08309,0.11616
1344,1344,2015,Hesse,female,Seldom,0.32665,315,26185,0.2751,0.37424
1345,1345,2015,Hesse,female,Never,0.48502,492,26185,0.43008,0.54594
1346,1346,2015,"Rhineland-Palatinate, Saarland",male,At least once per week,0.0757,49,26185,0.05984,0.09881
1347,1347,2015,"Rhineland-Palatinate, Saarland",male,At least once per month,0.07252,62,26185,0.05071,0.09195
1348,1348,2015,"Rhineland-Palatinate, Saarland",male,Seldom,0.29226,225,26185,0.24853,0.33232
1349,1349,2015,"Rhineland-Palatinate, Saarland",male,Never,0.55951,399,26185,0.5075,0.62616
1350,1350,2015,"Rhineland-Palatinate, Saarland",female,At least once per week,0.10715,71,26185,0.08607,0.1318
1351,1351,2015,"Rhineland-Palatinate, Saarland",female,At least once per month,0.10194,99,26185,0.08074,0.1243
1352,1352,2015,"Rhineland-Palatinate, Saarland",female,Seldom,0.29822,275,26185,0.26454,0.32922
1353,1353,2015,"Rhineland-Palatinate, Saarland",female,Never,0.49269,421,26185,0.43899,0.54644
1354,1354,2015,Baden-Wuerttemberg,male,At least once per week,0.08575,125,26185,0.06532,0.10832
1355,1355,2015,Baden-Wuerttemberg,male,At least once per month,0.08198,153,26185,0.0688,0.09651
1356,1356,2015,Baden-Wuerttemberg,male,Seldom,0.29578,420,26185,0.26334,0.32439
1357,1357,2015,Baden-Wuerttemberg,male,Never,0.53649,788,26185,0.49385,0.58077
1358,1358,2015,Baden-Wuerttemberg,female,At least once per week,0.11433,172,26185,0.0942,0.13111
1359,1359,2015,Baden-Wuerttemberg,female,At least once per month,0.12066,224,26185,0.10423,0.13853
1360,1360,2015,Baden-Wuerttemberg,female,Seldom,0.28913,514,26185,0.263,0.31716
1361,1361,2015,Baden-Wuerttemberg,female,Never,0.47588,807,26185,0.4404,0.51012
1362,1362,2015,Bavaria,male,At least once per week,0.09903,194,26185,0.08236,0.11579
1363,1363,2015,Bavaria,male,At least once per month,0.09494,252,26185,0.08375,0.10944
1364,1364,2015,Bavaria,male,Seldom,0.28968,603,26185,0.25456,0.31504
1365,1365,2015,Bavaria,male,Never,0.51636,958,26185,0.47752,0.55395
1366,1366,2015,Bavaria,female,At least once per week,0.1264,263,26185,0.10717,0.14283
1367,1367,2015,Bavaria,female,At least once per month,0.12379,351,26185,0.10953,0.14004
1368,1368,2015,Bavaria,female,Seldom,0.3137,727,26185,0.28412,0.33935
1369,1369,2015,Bavaria,female,Never,0.43612,1014,26185,0.40576,0.46563
1370,1370,2015,Berlin,male,Seldom,0.12073,62,26185,0.09635,0.14968
1371,1371,2015,Berlin,male,Never,0.87927,338,26185,0.78143,0.96255
1372,1372,2015,Berlin,female,At least once per week,0.05235,33,26185,0.03429,0.07607
1373,1373,2015,Berlin,female,Seldom,0.16431,101,26185,0.1301,0.19762
1374,1374,2015,Berlin,female,Never,0.78335,383,26185,0.70529,0.86651
1375,1375,2015,Brandenburg,male,Seldom,0.17631,66,26185,0.13236,0.22979
1376,1376,2015,Brandenburg,male,Never,0.82369,362,26185,0.7431,0.94289
1377,1377,2015,Brandenburg,female,Seldom,0.14319,82,26185,0.1052,0.19211
1378,1378,2015,Brandenburg,female,Never,0.85681,428,26185,0.76828,0.93059
1379,1379,2015,Mecklenburg-Western Pomerania,male,Never,1.0,211,26185,0.82253,1.15376
1380,1380,2015,Mecklenburg-Western Pomerania,female,Seldom,0.18448,38,26185,0.14085,0.24677
1381,1381,2015,Mecklenburg-Western Pomerania,female,Never,0.81552,249,26185,0.72314,0.92218
1382,1382,2015,Saxony,male,At least once per week,0.03608,38,26185,0.02323,0.05699
1383,1383,2015,Saxony,male,At least once per month,0.04347,38,26185,0.03007,0.05719
1384,1384,2015,Saxony,male,Seldom,0.15225,105,26185,0.12201,0.18109
1385,1385,2015,Saxony,male,Never,0.76819,545,26185,0.69072,0.84159
1386,1386,2015,Saxony,female,At least once per week,0.04836,52,26185,0.03758,0.06296
1387,1387,2015,Saxony,female,At least once per month,0.06177,42,26185,0.04078,0.08828
1388,1388,2015,Saxony,female,Seldom,0.13232,109,26185,0.11029,0.15713
1389,1389,2015,Saxony,female,Never,0.75755,596,26185,0.68786,0.81989
1390,1390,2015,Saxony-Anhalt,male,Seldom,0.09662,40,26185,0.06427,0.12955
1391,1391,2015,Saxony-Anhalt,male,Never,0.90338,331,26185,0.81584,1.01685
1392,1392,2015,Saxony-Anhalt,female,Seldom,0.1551,68,26185,0.11346,0.20621
1393,1393,2015,Saxony-Anhalt,female,Never,0.8449,385,26185,0.76369,0.93535
1394,1394,2015,Thuringa,male,Seldom,0.17798,82,26185,0.13778,0.22754
1395,1395,2015,Thuringa,male,Never,0.82202,317,26185,0.715,0.92086
1396,1396,2015,Thuringa,female,At least once per month,0.06578,34,26185,0.03897,0.10287
1397,1397,2015,Thuringa,female,Seldom,0.21779,96,26185,0.17242,0.26188
1398,1398,2015,Thuringa,female,Never,0.71642,362,26185,0.62904,0.8038
1399,1399,2017,Schleswig-Holstein,male,At least once per week,0.02699,53,29975,0.01507,0.03955
1400,1400,2017,Schleswig-Holstein,male,Seldom,0.20606,108,29975,0.15721,0.25979
1401,1401,2017,Schleswig-Holstein,male,Never,0.76695,385,29975,0.68447,0.85458
1402,1402,2017,Schleswig-Holstein,female,At least once per month,0.05333,37,29975,0.03783,0.07157
1403,1403,2017,Schleswig-Holstein,female,Seldom,0.2794,144,29975,0.22574,0.3274
1404,1404,2017,Schleswig-Holstein,female,Never,0.66727,402,29975,0.58602,0.74105
1405,1405,2017,Hamburg,male,Seldom,0.21274,52,29975,0.14182,0.29114
1406,1406,2017,Hamburg,male,Never,0.78726,161,29975,0.65477,0.9414
1407,1407,2017,Hamburg,female,Seldom,0.27594,72,29975,0.21479,0.34536
1408,1408,2017,Hamburg,female,Never,0.72406,186,29975,0.6184,0.85026
1409,1409,2017,Lower Saxony,male,At least once per week,0.07601,134,29975,0.06236,0.09319
1410,1410,2017,Lower Saxony,male,At least once per month,0.05728,94,29975,0.03988,0.07107
1411,1411,2017,Lower Saxony,male,Seldom,0.27947,444,29975,0.24355,0.31402
1412,1412,2017,Lower Saxony,male,Never,0.58724,859,29975,0.53705,0.64136
1413,1413,2017,Lower Saxony,female,At least once per week,0.06393,111,29975,0.05097,0.07902
1414,1414,2017,Lower Saxony,female,At least once per month,0.09389,130,29975,0.07632,0.1131
1415,1415,2017,Lower Saxony,female,Seldom,0.31248,504,29975,0.28042,0.3439
1416,1416,2017,Lower Saxony,female,Never,0.52969,922,29975,0.488,0.56786
1417,1417,2017,Bremen,male,Seldom,0.34078,37,29975,0.19862,0.51288
1418,1418,2017,Bremen,male,Never,0.65922,69,29975,0.46897,0.87254
1419,1419,2017,Bremen,female,Seldom,0.29618,38,29975,0.17779,0.43816
1420,1420,2017,Bremen,female,Never,0.70382,84,29975,0.53516,0.89435
1421,1421,2017,North Rhine-Westphalia,male,At least once per week,0.08089,348,29975,0.06786,0.09353
1422,1422,2017,North Rhine-Westphalia,male,At least once per month,0.06244,235,29975,0.05352,0.07314
1423,1423,2017,North Rhine-Westphalia,male,Seldom,0.24503,695,29975,0.22164,0.26823
1424,1424,2017,North Rhine-Westphalia,male,Never,0.61165,1813,29975,0.57526,0.64824
1425,1425,2017,North Rhine-Westphalia,female,At least once per week,0.10166,319,29975,0.0901,0.11406
1426,1426,2017,North Rhine-Westphalia,female,At least once per month,0.0959,345,29975,0.08409,0.10661
1427,1427,2017,North Rhine-Westphalia,female,Seldom,0.26531,837,29975,0.24426,0.28525
1428,1428,2017,North Rhine-Westphalia,female,Never,0.53713,1867,29975,0.50618,0.56241
1429,1429,2017,Hesse,male,At least once per week,0.088,136,29975,0.06842,0.11005
1430,1430,2017,Hesse,male,At least once per month,0.06012,82,29975,0.04545,0.07623
1431,1431,2017,Hesse,male,Seldom,0.20258,217,29975,0.17468,0.23855
1432,1432,2017,Hesse,male,Never,0.6493,595,29975,0.5877,0.72363
1433,1433,2017,Hesse,female,At least once per week,0.11473,128,29975,0.08162,0.14945
1434,1434,2017,Hesse,female,At least once per month,0.09792,109,29975,0.07669,0.11924
1435,1435,2017,Hesse,female,Seldom,0.2364,269,29975,0.20821,0.26751
1436,1436,2017,Hesse,female,Never,0.55096,609,29975,0.50067,0.60549
1437,1437,2017,"Rhineland-Palatinate, Saarland",male,At least once per week,0.07583,97,29975,0.05878,0.0985
1438,1438,2017,"Rhineland-Palatinate, Saarland",male,At least once per month,0.04927,68,29975,0.03548,0.06274
1439,1439,2017,"Rhineland-Palatinate, Saarland",male,Seldom,0.29227,236,29975,0.25017,0.33576
1440,1440,2017,"Rhineland-Palatinate, Saarland",male,Never,0.58264,463,29975,0.51598,0.64901
1441,1441,2017,"Rhineland-Palatinate, Saarland",female,At least once per week,0.12894,89,29975,0.10025,0.16157
1442,1442,2017,"Rhineland-Palatinate, Saarland",female,At least once per month,0.12572,118,29975,0.10466,0.15104
1443,1443,2017,"Rhineland-Palatinate, Saarland",female,Seldom,0.26138,258,29975,0.22244,0.29313
1444,1444,2017,"Rhineland-Palatinate, Saarland",female,Never,0.48397,449,29975,0.43503,0.54305
1445,1445,2017,Baden-Wuerttemberg,male,At least once per week,0.08018,203,29975,0.06243,0.09788
1446,1446,2017,Baden-Wuerttemberg,male,At least once per month,0.09101,157,29975,0.07135,0.1154
1447,1447,2017,Baden-Wuerttemberg,male,Seldom,0.28177,425,29975,0.25335,0.31405
1448,1448,2017,Baden-Wuerttemberg,male,Never,0.54704,845,29975,0.50726,0.58293
1449,1449,2017,Baden-Wuerttemberg,female,At least once per week,0.11849,172,29975,0.09939,0.13802
1450,1450,2017,Baden-Wuerttemberg,female,At least once per month,0.12991,231,29975,0.10952,0.14766
1451,1451,2017,Baden-Wuerttemberg,female,Seldom,0.28867,559,29975,0.25789,0.31706
1452,1452,2017,Baden-Wuerttemberg,female,Never,0.46293,875,29975,0.42829,0.49557
1453,1453,2017,Bavaria,male,At least once per week,0.08498,211,29975,0.07284,0.09855
1454,1454,2017,Bavaria,male,At least once per month,0.10078,262,29975,0.08676,0.1154
1455,1455,2017,Bavaria,male,Seldom,0.28458,600,29975,0.25762,0.31145
1456,1456,2017,Bavaria,male,Never,0.52967,1101,29975,0.49898,0.57305
1457,1457,2017,Bavaria,female,At least once per week,0.11373,263,29975,0.09817,0.1291
1458,1458,2017,Bavaria,female,At least once per month,0.1532,354,29975,0.13618,0.17342
1459,1459,2017,Bavaria,female,Seldom,0.28308,703,29975,0.26084,0.30613
1460,1460,2017,Bavaria,female,Never,0.44999,1109,29975,0.41761,0.48705
1461,1461,2017,Berlin,male,At least once per week,0.05405,55,29975,0.04173,0.07032
1462,1462,2017,Berlin,male,Seldom,0.12233,81,29975,0.09026,0.16171
1463,1463,2017,Berlin,male,Never,0.82363,370,29975,0.73025,0.90569
1464,1464,2017,Berlin,female,At least once per week,0.05179,42,29975,0.03915,0.06683
1465,1465,2017,Berlin,female,Seldom,0.16468,92,29975,0.12173,0.20915
1466,1466,2017,Berlin,female,Never,0.78352,402,29975,0.696,0.86343
1467,1467,2017,Brandenburg,male,Seldom,0.13229,75,29975,0.09616,0.17941
1468,1468,2017,Brandenburg,male,Never,0.86771,435,29975,0.77981,0.95327
1469,1469,2017,Brandenburg,female,At least once per month,0.04142,31,29975,0.02471,0.05951
1470,1470,2017,Brandenburg,female,Seldom,0.16667,92,29975,0.12492,0.2123
1471,1471,2017,Brandenburg,female,Never,0.79191,464,29975,0.71148,0.87136
1472,1472,2017,Mecklenburg-Western Pomerania,male,Seldom,0.13598,36,29975,0.07712,0.2141
1473,1473,2017,Mecklenburg-Western Pomerania,male,Never,0.86402,232,29975,0.72905,0.98268
1474,1474,2017,Mecklenburg-Western Pomerania,female,Seldom,0.22527,52,29975,0.15491,0.29215
1475,1475,2017,Mecklenburg-Western Pomerania,female,Never,0.77473,259,29975,0.68701,0.86411
1476,1476,2017,Saxony,male,At least once per week,0.03558,46,29975,0.02234,0.05526
1477,1477,2017,Saxony,male,At least once per month,0.0438,43,29975,0.02959,0.06199
1478,1478,2017,Saxony,male,Seldom,0.15412,127,29975,0.12139,0.18472
1479,1479,2017,Saxony,male,Never,0.7665,647,29975,0.70658,0.83072
1480,1480,2017,Saxony,female,At least once per week,0.05041,59,29975,0.03793,0.06306
1481,1481,2017,Saxony,female,At least once per month,0.06386,50,29975,0.04583,0.08861
1482,1482,2017,Saxony,female,Seldom,0.11981,113,29975,0.10019,0.13841
1483,1483,2017,Saxony,female,Never,0.76592,711,29975,0.69979,0.83104
1484,1484,2017,Saxony-Anhalt,male,Seldom,0.08502,37,29975,0.05018,0.1266
1485,1485,2017,Saxony-Anhalt,male,Never,0.91498,383,29975,0.81026,1.03129
1486,1486,2017,Saxony-Anhalt,female,At least once per month,0.04904,33,29975,0.03274,0.06238
1487,1487,2017,Saxony-Anhalt,female,Seldom,0.08657,60,29975,0.06363,0.11667
1488,1488,2017,Saxony-Anhalt,female,Never,0.86439,445,29975,0.76823,0.95591
1489,1489,2017,Thuringa,male,At least once per week,0.0386,42,29975,0.02333,0.05722
1490,1490,2017,Thuringa,male,Seldom,0.20981,93,29975,0.15791,0.28188
1491,1491,2017,Thuringa,male,Never,0.75159,337,29975,0.65358,0.85765
1492,1492,2017,Thuringa,female,At least once per month,0.05962,37,29975,0.03778,0.09491
1493,1493,2017,Thuringa,female,Seldom,0.26026,120,29975,0.21,0.32801
1494,1494,2017,Thuringa,female,Never,0.68012,396,29975,0.60654,0.75582
1495,1495,2018,Schleswig-Holstein,male,At least once per week,1.0,31,2120,0.627,1.53636
1496,1496,2018,Schleswig-Holstein,female,Never,1.0,36,2120,0.57276,1.48283
1497,1497,2018,Lower Saxony,male,Seldom,0.20895,50,2120,0.14865,0.28735
1498,1498,2018,Lower Saxony,male,Never,0.79105,134,2120,0.62809,0.9257
1499,1499,2018,Lower Saxony,female,Seldom,0.14736,35,2120,0.1007,0.20117
1500,1500,2018,Lower Saxony,female,Never,0.85264,136,2120,0.63362,1.10407
1501,1501,2018,North Rhine-Westphalia,male,At least once per week,0.25334,96,2120,0.20628,0.30525
1502,1502,2018,North Rhine-Westphalia,male,Seldom,0.18626,73,2120,0.14213,0.22757
1503,1503,2018,North Rhine-Westphalia,male,Never,0.5604,243,2120,0.49012,0.63854
1504,1504,2018,North Rhine-Westphalia,female,At least once per week,0.17503,37,2120,0.12865,0.21572
1505,1505,2018,North Rhine-Westphalia,female,Seldom,0.17266,49,2120,0.13424,0.21989
1506,1506,2018,North Rhine-Westphalia,female,Never,0.65231,180,2120,0.54067,0.75372
1507,1507,2018,Hesse,male,At least once per week,0.26597,40,2120,0.14078,0.42477
1508,1508,2018,Hesse,male,At least once per month,0.17761,31,2120,0.10355,0.26694
1509,1509,2018,Hesse,male,Seldom,0.16386,32,2120,0.10848,0.2132
1510,1510,2018,Hesse,male,Never,0.39255,91,2120,0.29811,0.49602
1511,1511,2018,Hesse,female,Never,1.0,86,2120,0.74968,1.29373
1512,1512,2018,"Rhineland-Palatinate, Saarland",male,At least once per week,0.31397,32,2120,0.21421,0.43921
1513,1513,2018,"Rhineland-Palatinate, Saarland",male,Never,0.68603,64,2120,0.49146,0.92303
1514,1514,2018,"Rhineland-Palatinate, Saarland",female,Never,1.0,43,2120,0.74152,1.39762
1515,1515,2018,Baden-Wuerttemberg,male,At least once per week,0.23422,46,2120,0.16044,0.32209
1516,1516,2018,Baden-Wuerttemberg,male,Seldom,0.31762,51,2120,0.21275,0.41862
1517,1517,2018,Baden-Wuerttemberg,male,Never,0.44816,90,2120,0.33593,0.58922
1518,1518,2018,Baden-Wuerttemberg,female,Never,1.0,70,2120,0.72216,1.428
1519,1519,2018,Bavaria,male,At least once per week,0.21318,35,2120,0.13907,0.30799
1520,1520,2018,Bavaria,male,Never,0.78682,107,2120,0.58869,1.04221
1521,1521,2018,Bavaria,female,Never,1.0,85,2120,0.76486,1.25777
1522,1522,2018,Berlin,male,Never,1.0,37,2120,0.62425,1.40235
1523,1523,2018,Saxony,male,Never,1.0,38,2120,0.65062,1.36608
1524,1524,2018,Saxony,female,Never,1.0,42,2120,0.80447,1.22375
1525,1525,2019,Schleswig-Holstein,male,At least once per week,0.04669,52,28254,0.01833,0.08338
1526,1526,2019,Schleswig-Holstein,male,At least once per month,0.03213,39,28254,0.02061,0.04915
1527,1527,2019,Schleswig-Holstein,male,Seldom,0.21372,133,28254,0.15375,0.26086
1528,1528,2019,Schleswig-Holstein,male,Never,0.70746,340,28254,0.61888,0.81468
1529,1529,2019,Schleswig-Holstein,female,At least once per month,0.05206,33,28254,0.03512,0.07377
1530,1530,2019,Schleswig-Holstein,female,Seldom,0.26815,141,28254,0.21412,0.33294
1531,1531,2019,Schleswig-Holstein,female,Never,0.67979,357,28254,0.59643,0.75641
1532,1532,2019,Hamburg,male,Seldom,0.24934,61,28254,0.17859,0.31812
1533,1533,2019,Hamburg,male,Never,0.75066,191,28254,0.60562,0.8909
1534,1534,2019,Hamburg,female,Seldom,0.24924,61,28254,0.17694,0.33016
1535,1535,2019,Hamburg,female,Never,0.75076,219,28254,0.637,0.88044
1536,1536,2019,Lower Saxony,male,At least once per week,0.06011,104,28254,0.04406,0.07561
1537,1537,2019,Lower Saxony,male,At least once per month,0.07318,90,28254,0.05282,0.09279
1538,1538,2019,Lower Saxony,male,Seldom,0.27386,411,28254,0.24419,0.30753
1539,1539,2019,Lower Saxony,male,Never,0.59285,769,28254,0.53667,0.65486
1540,1540,2019,Lower Saxony,female,At least once per week,0.08013,105,28254,0.06339,0.09899
1541,1541,2019,Lower Saxony,female,At least once per month,0.08998,123,28254,0.07239,0.11244
1542,1542,2019,Lower Saxony,female,Seldom,0.29785,447,28254,0.27025,0.32922
1543,1543,2019,Lower Saxony,female,Never,0.53204,800,28254,0.48845,0.58523
1544,1544,2019,Bremen,male,Seldom,0.34974,47,28254,0.24846,0.4772
1545,1545,2019,Bremen,male,Never,0.65026,72,28254,0.44201,0.8932
1546,1546,2019,Bremen,female,Seldom,0.35462,47,28254,0.20268,0.48838
1547,1547,2019,Bremen,female,Never,0.64538,77,28254,0.44566,0.90079
1548,1548,2019,North Rhine-Westphalia,male,At least once per week,0.08383,313,28254,0.06941,0.09569
1549,1549,2019,North Rhine-Westphalia,male,At least once per month,0.06144,219,28254,0.04996,0.07248
1550,1550,2019,North Rhine-Westphalia,male,Seldom,0.27124,741,28254,0.24306,0.29793
1551,1551,2019,North Rhine-Westphalia,male,Never,0.58349,1763,28254,0.54475,0.62455
1552,1552,2019,North Rhine-Westphalia,female,At least once per week,0.09269,241,28254,0.08061,0.1086
1553,1553,2019,North Rhine-Westphalia,female,At least once per month,0.07391,263,28254,0.0623,0.08719
1554,1554,2019,North Rhine-Westphalia,female,Seldom,0.2756,864,28254,0.24981,0.29503
1555,1555,2019,North Rhine-Westphalia,female,Never,0.5578,1763,28254,0.5236,0.59294
1556,1556,2019,Hesse,male,At least once per week,0.09047,113,28254,0.06406,0.12185
1557,1557,2019,Hesse,male,At least once per month,0.06137,89,28254,0.04273,0.08339
1558,1558,2019,Hesse,male,Seldom,0.24554,257,28254,0.20193,0.28843
1559,1559,2019,Hesse,male,Never,0.60261,549,28254,0.53537,0.68165
1560,1560,2019,Hesse,female,At least once per week,0.09718,98,28254,0.06342,0.14259
1561,1561,2019,Hesse,female,At least once per month,0.07748,97,28254,0.05826,0.09849
1562,1562,2019,Hesse,female,Seldom,0.26277,272,28254,0.22769,0.29445
1563,1563,2019,Hesse,female,Never,0.56257,502,28254,0.50271,0.62501
1564,1564,2019,"Rhineland-Palatinate, Saarland",male,At least once per week,0.08279,76,28254,0.05746,0.11034
1565,1565,2019,"Rhineland-Palatinate, Saarland",male,At least once per month,0.05918,58,28254,0.04184,0.07907
1566,1566,2019,"Rhineland-Palatinate, Saarland",male,Seldom,0.28088,221,28254,0.24099,0.33338
1567,1567,2019,"Rhineland-Palatinate, Saarland",male,Never,0.57715,440,28254,0.50943,0.66152
1568,1568,2019,"Rhineland-Palatinate, Saarland",female,At least once per week,0.1139,71,28254,0.08923,0.13934
1569,1569,2019,"Rhineland-Palatinate, Saarland",female,At least once per month,0.09056,69,28254,0.06691,0.11791
1570,1570,2019,"Rhineland-Palatinate, Saarland",female,Seldom,0.3104,252,28254,0.26852,0.34863
1571,1571,2019,"Rhineland-Palatinate, Saarland",female,Never,0.48515,446,28254,0.42587,0.54861
1572,1572,2019,Baden-Wuerttemberg,male,At least once per week,0.07187,139,28254,0.05632,0.08934
1573,1573,2019,Baden-Wuerttemberg,male,At least once per month,0.09894,168,28254,0.08056,0.12414
1574,1574,2019,Baden-Wuerttemberg,male,Seldom,0.30119,468,28254,0.26916,0.34011
1575,1575,2019,Baden-Wuerttemberg,male,Never,0.528,750,28254,0.48234,0.57479
1576,1576,2019,Baden-Wuerttemberg,female,At least once per week,0.09923,150,28254,0.07631,0.12125
1577,1577,2019,Baden-Wuerttemberg,female,At least once per month,0.10926,199,28254,0.09189,0.12826
1578,1578,2019,Baden-Wuerttemberg,female,Seldom,0.33597,540,28254,0.29954,0.36993
1579,1579,2019,Baden-Wuerttemberg,female,Never,0.45554,733,28254,0.4162,0.50698
1580,1580,2019,Bavaria,male,At least once per week,0.08995,208,28254,0.07274,0.10787
1581,1581,2019,Bavaria,male,At least once per month,0.09617,230,28254,0.08121,0.11318
1582,1582,2019,Bavaria,male,Seldom,0.26999,619,28254,0.2386,0.30644
1583,1583,2019,Bavaria,male,Never,0.54389,1052,28254,0.50741,0.59105
1584,1584,2019,Bavaria,female,At least once per week,0.09475,205,28254,0.08029,0.11072
1585,1585,2019,Bavaria,female,At least once per month,0.12869,284,28254,0.10805,0.1514
1586,1586,2019,Bavaria,female,Seldom,0.29244,654,28254,0.26793,0.3255
1587,1587,2019,Bavaria,female,Never,0.48412,1025,28254,0.43833,0.5298
1588,1588,2019,Berlin,male,At least once per week,0.04331,43,28254,0.02952,0.06279
1589,1589,2019,Berlin,male,Seldom,0.1367,92,28254,0.09984,0.17799
