year,bula_h,regtyp,pli0098_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Thuringa,Rural regions,Never,0.51225,283,443,0.46565,0.55885
1997,Schleswig-Holstein,Urban regions,Seldom,0.24600,36,109,0.16478,0.32723
1997,Schleswig-Holstein,Urban regions,Never,0.42796,73,109,0.33464,0.52127
1997,Schleswig-Holstein,Rural regions,Seldom,0.35714,53,128,0.27381,0.44048
1997,Schleswig-Holstein,Rural regions,Never,0.40345,75,128,0.31813,0.48878
1997,Hamburg,Urban regions,Never,0.62607,80,80,0.51938,0.73277
1997,Lower Saxony,Urban regions,At least once per week,0.06090,46,490,0.03971,0.08210
1997,Lower Saxony,Urban regions,Seldom,0.25351,149,490,0.21496,0.29207
1997,Lower Saxony,Urban regions,Never,0.47065,295,490,0.42641,0.51489
1997,Lower Saxony,Rural regions,At least once per week,0.05703,38,517,0.03702,0.07705
1997,Lower Saxony,Rural regions,At least once per month,0.04960,35,517,0.03087,0.06834
1997,Lower Saxony,Rural regions,Seldom,0.32362,219,517,0.28325,0.36399
1997,Lower Saxony,Rural regions,Never,0.35852,225,517,0.31714,0.39990
1997,Bremen,Urban regions,Never,0.50379,58,58,0.37399,0.63359
1997,North Rhine-Westphalia,Urban regions,At least once per week,0.11585,351,2427,0.10311,0.12858
1997,North Rhine-Westphalia,Urban regions,At least once per month,0.07687,225,2427,0.06627,0.08747
1997,North Rhine-Westphalia,Urban regions,Seldom,0.26174,753,2427,0.24425,0.27923
1997,North Rhine-Westphalia,Urban regions,Never,0.37131,1098,2427,0.35209,0.39054
1997,North Rhine-Westphalia,Rural regions,Seldom,0.33577,38,38,0.18360,0.48794
1997,Hesse,Urban regions,At least once per week,0.07663,74,710,0.05705,0.09621
1997,Hesse,Urban regions,At least once per month,0.07378,93,710,0.05454,0.09302
1997,Hesse,Urban regions,Seldom,0.27992,246,710,0.24687,0.31296
1997,Hesse,Urban regions,Never,0.38951,297,710,0.35362,0.42541
1997,Hesse,Rural regions,Seldom,0.30042,49,102,0.21101,0.38983
1997,Hesse,Rural regions,Never,0.33002,53,102,0.23831,0.42172
1997,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.14006,86,569,0.11152,0.16860
1997,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.09017,72,569,0.06661,0.11372
1997,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.21272,172,569,0.17906,0.24637
1997,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.36492,239,569,0.32533,0.40451
1997,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.25513,49,105,0.17135,0.33892
1997,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.31953,56,105,0.22991,0.40915
1997,Baden-Wuerttemberg,Urban regions,At least once per week,0.10986,213,1493,0.09399,0.12573
1997,Baden-Wuerttemberg,Urban regions,At least once per month,0.10033,193,1493,0.08509,0.11558
1997,Baden-Wuerttemberg,Urban regions,Seldom,0.29038,562,1493,0.26735,0.31341
1997,Baden-Wuerttemberg,Urban regions,Never,0.29402,525,1493,0.27090,0.31714
1997,Baden-Wuerttemberg,Rural regions,At least once per week,0.13979,33,180,0.08899,0.19059
1997,Baden-Wuerttemberg,Rural regions,Seldom,0.28409,79,180,0.21802,0.35016
1997,Baden-Wuerttemberg,Rural regions,Never,0.28035,68,180,0.21455,0.34616
1997,Bavaria,Urban regions,At least once per week,0.09432,86,812,0.07420,0.11443
1997,Bavaria,Urban regions,At least once per month,0.08174,92,812,0.06288,0.10059
1997,Bavaria,Urban regions,Seldom,0.24781,245,812,0.21809,0.27752
1997,Bavaria,Urban regions,Never,0.41139,389,812,0.37752,0.44525
1997,Bavaria,Rural regions,At least once per week,0.18740,160,803,0.16039,0.21441
1997,Bavaria,Rural regions,At least once per month,0.12799,127,803,0.10487,0.15111
1997,Bavaria,Rural regions,Seldom,0.27603,288,803,0.24509,0.30697
1997,Bavaria,Rural regions,Never,0.20155,228,803,0.17378,0.22931
1997,Berlin,Urban regions,Seldom,0.16822,95,465,0.13418,0.20225
1997,Berlin,Urban regions,Never,0.58337,370,465,0.53852,0.62823
1997,Brandenburg,Rural regions,Seldom,0.11923,79,542,0.09192,0.14653
1997,Brandenburg,Rural regions,Never,0.68645,463,542,0.64736,0.72555
1997,Mecklenburg-Western Pomerania,Urban regions,Never,0.71978,49,49,0.59272,0.84683
1997,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.16128,54,312,0.12040,0.20216
1997,Mecklenburg-Western Pomerania,Rural regions,Never,0.62048,258,312,0.56655,0.67441
1997,Saxony,Urban regions,At least once per month,0.06034,40,528,0.04001,0.08067
1997,Saxony,Urban regions,Seldom,0.17013,106,528,0.13805,0.20221
1997,Saxony,Urban regions,Never,0.55220,382,528,0.50975,0.59466
1997,Saxony,Rural regions,Seldom,0.13917,80,490,0.10849,0.16985
1997,Saxony,Rural regions,Never,0.61658,410,490,0.57348,0.65967
1997,Saxony-Anhalt,Urban regions,Never,0.78916,123,123,0.71678,0.86154
1997,Saxony-Anhalt,Rural regions,Seldom,0.10644,77,488,0.07905,0.13383
1997,Saxony-Anhalt,Rural regions,Never,0.69886,411,488,0.65812,0.73961
1997,Thuringa,Urban regions,Never,0.63498,154,154,0.55869,0.71126
1997,Thuringa,Rural regions,At least once per week,0.07732,36,465,0.05302,0.10162
1997,Thuringa,Rural regions,At least once per month,0.06522,37,465,0.04275,0.08769
1997,Thuringa,Rural regions,Seldom,0.15564,110,465,0.12265,0.18862
1997,Thuringa,Rural regions,Never,0.50050,282,465,0.45501,0.54600
1998,Schleswig-Holstein,Urban regions,Seldom,0.28461,68,163,0.21512,0.35409
1998,Schleswig-Holstein,Urban regions,Never,0.44786,95,163,0.37128,0.52443
1998,Schleswig-Holstein,Rural regions,Seldom,0.34180,62,142,0.26351,0.42009
1998,Schleswig-Holstein,Rural regions,Never,0.37935,80,142,0.29926,0.45945
1998,Hamburg,Urban regions,Seldom,0.18366,39,135,0.11810,0.24922
1998,Hamburg,Urban regions,Never,0.61021,96,135,0.52763,0.69279
1998,Lower Saxony,Urban regions,At least once per week,0.06060,48,575,0.04108,0.08012
1998,Lower Saxony,Urban regions,At least once per month,0.04655,38,575,0.02931,0.06378
1998,Lower Saxony,Urban regions,Seldom,0.25140,170,575,0.21591,0.28689
1998,Lower Saxony,Urban regions,Never,0.46461,319,575,0.42381,0.50542
1998,Lower Saxony,Rural regions,At least once per week,0.05743,51,611,0.03897,0.07590
1998,Lower Saxony,Rural regions,At least once per month,0.08306,60,611,0.06116,0.10497
1998,Lower Saxony,Rural regions,Seldom,0.30168,226,611,0.26525,0.33810
1998,Lower Saxony,Rural regions,Never,0.33812,274,611,0.30058,0.37567
1998,Bremen,Urban regions,Never,0.54346,62,62,0.41846,0.66846
1998,North Rhine-Westphalia,Urban regions,At least once per week,0.10846,372,2752,0.09684,0.12008
1998,North Rhine-Westphalia,Urban regions,At least once per month,0.08357,274,2752,0.07323,0.09391
1998,North Rhine-Westphalia,Urban regions,Seldom,0.26457,886,2752,0.24808,0.28105
1998,North Rhine-Westphalia,Urban regions,Never,0.36119,1220,2752,0.34324,0.37914
1998,Hesse,Urban regions,At least once per week,0.08721,82,795,0.06758,0.10683
1998,Hesse,Urban regions,At least once per month,0.06827,65,795,0.05073,0.08581
1998,Hesse,Urban regions,Seldom,0.28036,270,795,0.24911,0.31160
1998,Hesse,Urban regions,Never,0.39472,378,795,0.36072,0.42872
1998,Hesse,Rural regions,Seldom,0.28313,52,113,0.19969,0.36657
1998,Hesse,Rural regions,Never,0.29765,61,113,0.21297,0.38233
1998,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.13807,90,618,0.11085,0.16529
1998,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.08770,65,618,0.06538,0.11002
1998,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.24520,203,618,0.21125,0.27915
1998,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.35243,260,618,0.31473,0.39013
1998,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.35962,80,132,0.27744,0.44180
1998,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.19392,52,132,0.12621,0.26162
1998,Baden-Wuerttemberg,Urban regions,At least once per week,0.10684,238,1596,0.09168,0.12200
1998,Baden-Wuerttemberg,Urban regions,At least once per month,0.13065,240,1596,0.11411,0.14719
1998,Baden-Wuerttemberg,Urban regions,Seldom,0.27589,576,1596,0.25395,0.29782
1998,Baden-Wuerttemberg,Urban regions,Never,0.29575,542,1596,0.27335,0.31815
1998,Baden-Wuerttemberg,Rural regions,Seldom,0.29223,76,149,0.21896,0.36550
1998,Baden-Wuerttemberg,Rural regions,Never,0.27427,73,149,0.20239,0.34615
1998,Bavaria,Urban regions,At least once per week,0.09707,94,909,0.07781,0.11632
1998,Bavaria,Urban regions,At least once per month,0.08969,113,909,0.07110,0.10827
1998,Bavaria,Urban regions,Seldom,0.24681,276,909,0.21876,0.27485
1998,Bavaria,Urban regions,Never,0.40106,426,909,0.36918,0.43294
1998,Bavaria,Rural regions,At least once per week,0.18890,200,951,0.16401,0.21379
1998,Bavaria,Rural regions,At least once per month,0.13279,157,951,0.11121,0.15437
1998,Bavaria,Rural regions,Seldom,0.29631,357,951,0.26727,0.32534
1998,Bavaria,Rural regions,Never,0.18992,237,951,0.16497,0.21486
1998,Berlin,Urban regions,At least once per week,0.04729,31,502,0.02870,0.06588
1998,Berlin,Urban regions,Seldom,0.12746,75,502,0.09826,0.15666
1998,Berlin,Urban regions,Never,0.61158,396,502,0.56890,0.65426
1998,Brandenburg,Rural regions,Seldom,0.14164,96,562,0.11279,0.17049
1998,Brandenburg,Rural regions,Never,0.66571,466,562,0.62667,0.70474
1998,Mecklenburg-Western Pomerania,Urban regions,Never,0.71826,47,47,0.58826,0.84826
1998,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.16026,61,326,0.12037,0.20014
1998,Mecklenburg-Western Pomerania,Rural regions,Never,0.58543,265,326,0.53187,0.63899
1998,Saxony,Urban regions,At least once per week,0.05282,32,579,0.03458,0.07105
1998,Saxony,Urban regions,At least once per month,0.04545,34,579,0.02847,0.06243
1998,Saxony,Urban regions,Seldom,0.14811,101,579,0.11915,0.17706
1998,Saxony,Urban regions,Never,0.58985,412,579,0.54975,0.62995
1998,Saxony,Rural regions,At least once per month,0.05614,35,577,0.03734,0.07493
1998,Saxony,Rural regions,Seldom,0.14227,89,577,0.11374,0.17080
1998,Saxony,Rural regions,Never,0.58812,453,577,0.54793,0.62832
1998,Saxony-Anhalt,Urban regions,Never,0.77386,122,122,0.69933,0.84840
1998,Saxony-Anhalt,Rural regions,Seldom,0.14765,110,520,0.11712,0.17817
1998,Saxony-Anhalt,Rural regions,Never,0.66614,410,520,0.62556,0.70671
1998,Thuringa,Urban regions,Seldom,0.17077,44,202,0.11875,0.22280
1998,Thuringa,Urban regions,Never,0.58796,158,202,0.51992,0.65601
1998,Thuringa,Rural regions,At least once per week,0.06837,34,481,0.04579,0.09094
1998,Thuringa,Rural regions,Seldom,0.18088,138,481,0.14644,0.21531
1998,Thuringa,Rural regions,Never,0.51841,309,481,0.47370,0.56311
1999,Schleswig-Holstein,Urban regions,Seldom,0.33891,71,148,0.26239,0.41543
1999,Schleswig-Holstein,Urban regions,Never,0.41214,77,148,0.33257,0.49171
1999,Schleswig-Holstein,Rural regions,Seldom,0.33455,62,148,0.25827,0.41083
1999,Schleswig-Holstein,Rural regions,Never,0.41979,86,148,0.34001,0.49957
1999,Hamburg,Urban regions,Seldom,0.16104,32,115,0.09356,0.22851
1999,Hamburg,Urban regions,Never,0.59208,83,115,0.50186,0.68229
1999,Lower Saxony,Urban regions,At least once per week,0.06831,46,571,0.04760,0.08902
1999,Lower Saxony,Urban regions,At least once per month,0.05407,39,571,0.03550,0.07264
1999,Lower Saxony,Urban regions,Seldom,0.27553,180,571,0.23885,0.31221
1999,Lower Saxony,Urban regions,Never,0.44726,306,571,0.40644,0.48808
1999,Lower Saxony,Rural regions,At least once per week,0.04827,40,586,0.03090,0.06564
1999,Lower Saxony,Rural regions,At least once per month,0.05979,47,586,0.04058,0.07901
1999,Lower Saxony,Rural regions,Seldom,0.31044,225,586,0.27295,0.34794
1999,Lower Saxony,Rural regions,Never,0.35934,274,586,0.32046,0.39823
1999,Bremen,Urban regions,Never,0.57451,59,59,0.44727,0.70176
1999,North Rhine-Westphalia,Urban regions,At least once per week,0.09614,300,2624,0.08486,0.10742
1999,North Rhine-Westphalia,Urban regions,At least once per month,0.07670,270,2624,0.06652,0.08688
1999,North Rhine-Westphalia,Urban regions,Seldom,0.28674,891,2624,0.26943,0.30405
1999,North Rhine-Westphalia,Urban regions,Never,0.36703,1163,2624,0.34858,0.38547
1999,Hesse,Urban regions,At least once per week,0.07874,67,750,0.05945,0.09803
1999,Hesse,Urban regions,At least once per month,0.06734,68,750,0.04939,0.08529
1999,Hesse,Urban regions,Seldom,0.27828,264,750,0.24618,0.31037
1999,Hesse,Urban regions,Never,0.39566,351,750,0.36064,0.43068
1999,Hesse,Rural regions,Seldom,0.36145,56,112,0.27207,0.45082
1999,Hesse,Rural regions,Never,0.29174,56,112,0.20718,0.37631
1999,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.13496,77,590,0.10737,0.16256
1999,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.09144,63,590,0.06816,0.11471
1999,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.24827,193,590,0.21338,0.28316
1999,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.35351,257,590,0.31490,0.39212
1999,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.38931,85,136,0.30706,0.47157
1999,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.21709,51,136,0.14754,0.28663
1999,Baden-Wuerttemberg,Urban regions,At least once per week,0.09709,198,1525,0.08223,0.11196
1999,Baden-Wuerttemberg,Urban regions,At least once per month,0.10994,206,1525,0.09423,0.12564
1999,Baden-Wuerttemberg,Urban regions,Seldom,0.29894,589,1525,0.27595,0.32192
1999,Baden-Wuerttemberg,Urban regions,Never,0.30248,532,1525,0.27941,0.32554
1999,Baden-Wuerttemberg,Rural regions,Seldom,0.31883,80,143,0.24218,0.39548
1999,Baden-Wuerttemberg,Rural regions,Never,0.25995,63,143,0.18781,0.33209
1999,Bavaria,Urban regions,At least once per week,0.10362,91,890,0.08359,0.12366
1999,Bavaria,Urban regions,At least once per month,0.05425,80,890,0.03936,0.06914
1999,Bavaria,Urban regions,Seldom,0.28342,283,890,0.25379,0.31304
1999,Bavaria,Urban regions,Never,0.39914,436,890,0.36694,0.43133
1999,Bavaria,Rural regions,At least once per week,0.18929,186,898,0.16365,0.21492
1999,Bavaria,Rural regions,At least once per month,0.13371,141,898,0.11144,0.15598
1999,Bavaria,Rural regions,Seldom,0.26981,319,898,0.24076,0.29886
1999,Bavaria,Rural regions,Never,0.21629,252,898,0.18935,0.24324
1999,Berlin,Urban regions,Seldom,0.15422,89,465,0.12136,0.18708
1999,Berlin,Urban regions,Never,0.58716,376,465,0.54236,0.63196
1999,Brandenburg,Rural regions,Seldom,0.14166,84,530,0.11195,0.17138
1999,Brandenburg,Rural regions,Never,0.65595,446,530,0.61547,0.69644
1999,Mecklenburg-Western Pomerania,Urban regions,Never,0.68548,44,44,0.54669,0.82426
1999,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.14902,55,316,0.10969,0.18835
1999,Mecklenburg-Western Pomerania,Rural regions,Never,0.61226,261,316,0.55845,0.66606
1999,Saxony,Urban regions,At least once per month,0.06399,41,530,0.04314,0.08485
1999,Saxony,Urban regions,Seldom,0.16246,103,530,0.13102,0.19389
1999,Saxony,Urban regions,Never,0.57337,386,530,0.53122,0.61552
1999,Saxony,Rural regions,Seldom,0.18154,114,547,0.14921,0.21387
1999,Saxony,Rural regions,Never,0.58082,433,547,0.53943,0.62220
1999,Saxony-Anhalt,Urban regions,Never,0.74560,118,118,0.66668,0.82452
1999,Saxony-Anhalt,Rural regions,Seldom,0.12489,95,522,0.09650,0.15327
1999,Saxony-Anhalt,Rural regions,Never,0.70517,427,522,0.66602,0.74432
1999,Thuringa,Urban regions,Seldom,0.23333,61,207,0.17557,0.29109
1999,Thuringa,Urban regions,Never,0.51808,146,207,0.44985,0.58632
1999,Thuringa,Rural regions,Seldom,0.17879,136,441,0.14299,0.21460
1999,Thuringa,Rural regions,Never,0.54527,305,441,0.49874,0.59180
2001,Schleswig-Holstein,Urban regions,Seldom,0.35290,116,244,0.29282,0.41299
2001,Schleswig-Holstein,Urban regions,Never,0.37888,128,244,0.31789,0.43988
2001,Schleswig-Holstein,Rural regions,Seldom,0.34944,147,330,0.29791,0.40096
2001,Schleswig-Holstein,Rural regions,Never,0.40420,183,330,0.35117,0.45723
2001,Hamburg,Urban regions,Seldom,0.16494,62,240,0.11789,0.21199
2001,Hamburg,Urban regions,Never,0.59658,178,240,0.53439,0.65878
2001,Lower Saxony,Urban regions,At least once per week,0.05261,60,884,0.03788,0.06734
2001,Lower Saxony,Urban regions,At least once per month,0.10175,96,884,0.08181,0.12169
2001,Lower Saxony,Urban regions,Seldom,0.25393,284,884,0.22522,0.28264
2001,Lower Saxony,Urban regions,Never,0.40735,444,884,0.37494,0.43975
2001,Lower Saxony,Rural regions,At least once per week,0.07719,90,953,0.06024,0.09415
2001,Lower Saxony,Rural regions,At least once per month,0.08886,105,953,0.07079,0.10694
2001,Lower Saxony,Rural regions,Seldom,0.30860,380,953,0.27926,0.33794
2001,Lower Saxony,Rural regions,Never,0.31731,378,953,0.28775,0.34688
2001,Bremen,Urban regions,Seldom,0.20513,38,135,0.13676,0.27350
2001,Bremen,Urban regions,Never,0.55129,97,135,0.46708,0.63551
2001,North Rhine-Westphalia,Urban regions,At least once per week,0.10112,541,4477,0.09229,0.10996
2001,North Rhine-Westphalia,Urban regions,At least once per month,0.07502,440,4477,0.06731,0.08274
2001,North Rhine-Westphalia,Urban regions,Seldom,0.25943,1424,4477,0.24659,0.27228
2001,North Rhine-Westphalia,Urban regions,Never,0.38633,2072,4477,0.37207,0.40059
2001,North Rhine-Westphalia,Rural regions,At least once per month,0.17726,31,108,0.10490,0.24962
2001,North Rhine-Westphalia,Rural regions,Seldom,0.27318,45,108,0.18875,0.35761
2001,North Rhine-Westphalia,Rural regions,Never,0.19790,32,108,0.12241,0.27339
2001,Hesse,Urban regions,At least once per week,0.08126,99,1170,0.06559,0.09692
2001,Hesse,Urban regions,At least once per month,0.05543,88,1170,0.04231,0.06854
2001,Hesse,Urban regions,Seldom,0.27365,386,1170,0.24809,0.29921
2001,Hesse,Urban regions,Never,0.40359,597,1170,0.37546,0.43171
2001,Hesse,Rural regions,At least once per month,0.17134,56,276,0.12681,0.21588
2001,Hesse,Rural regions,Seldom,0.32828,119,276,0.27278,0.38379
2001,Hesse,Rural regions,Never,0.24947,101,276,0.19833,0.30061
2001,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.10158,125,1019,0.08303,0.12014
2001,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.07577,101,1019,0.05951,0.09202
2001,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.25974,329,1019,0.23280,0.28667
2001,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.36476,464,1019,0.33519,0.39433
2001,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.11869,46,328,0.08364,0.15375
2001,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.07579,36,328,0.04710,0.10447
2001,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.27972,128,328,0.23107,0.32837
2001,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.28758,118,328,0.23852,0.33664
2001,Baden-Wuerttemberg,Urban regions,At least once per week,0.08640,262,2332,0.07499,0.09781
2001,Baden-Wuerttemberg,Urban regions,At least once per month,0.10761,307,2332,0.09503,0.12019
2001,Baden-Wuerttemberg,Urban regions,Seldom,0.28148,867,2332,0.26322,0.29974
2001,Baden-Wuerttemberg,Urban regions,Never,0.32197,896,2332,0.30300,0.34094
2001,Baden-Wuerttemberg,Rural regions,At least once per week,0.12430,44,250,0.08332,0.16528
2001,Baden-Wuerttemberg,Rural regions,At least once per month,0.09108,36,250,0.05534,0.12681
2001,Baden-Wuerttemberg,Rural regions,Seldom,0.26211,89,250,0.20748,0.31674
2001,Baden-Wuerttemberg,Rural regions,Never,0.29135,81,250,0.23491,0.34779
2001,Bavaria,Urban regions,At least once per week,0.08951,144,1462,0.07487,0.10415
2001,Bavaria,Urban regions,At least once per month,0.10754,208,1462,0.09165,0.12343
2001,Bavaria,Urban regions,Seldom,0.28044,498,1462,0.25740,0.30347
2001,Bavaria,Urban regions,Never,0.35538,612,1462,0.33083,0.37992
2001,Bavaria,Rural regions,At least once per week,0.17847,315,1549,0.15939,0.19754
2001,Bavaria,Rural regions,At least once per month,0.13555,277,1549,0.11850,0.15260
2001,Bavaria,Rural regions,Seldom,0.26855,516,1549,0.24647,0.29062
2001,Bavaria,Rural regions,Never,0.24541,441,1549,0.22397,0.26685
2001,Berlin,Urban regions,At least once per week,0.04915,37,766,0.03383,0.06447
2001,Berlin,Urban regions,Seldom,0.12052,122,766,0.09745,0.14359
2001,Berlin,Urban regions,Never,0.61907,607,766,0.58466,0.65348
2001,Brandenburg,Urban regions,Never,0.67327,53,53,0.54579,0.80075
2001,Brandenburg,Rural regions,At least once per month,0.03708,38,864,0.02447,0.04969
2001,Brandenburg,Rural regions,Seldom,0.12390,138,864,0.10192,0.14589
2001,Brandenburg,Rural regions,Never,0.67615,688,864,0.64492,0.70737
2001,Mecklenburg-Western Pomerania,Urban regions,Never,0.63074,49,49,0.49421,0.76727
2001,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.20220,92,423,0.16388,0.24052
2001,Mecklenburg-Western Pomerania,Rural regions,Never,0.59432,331,423,0.54747,0.64117
2001,Saxony,Urban regions,At least once per week,0.05185,49,785,0.03633,0.06737
2001,Saxony,Urban regions,At least once per month,0.04963,52,785,0.03443,0.06483
2001,Saxony,Urban regions,Seldom,0.16286,157,785,0.13702,0.18871
2001,Saxony,Urban regions,Never,0.58288,527,785,0.54837,0.61740
2001,Saxony,Rural regions,At least once per month,0.03036,32,826,0.01866,0.04207
2001,Saxony,Rural regions,Seldom,0.14533,133,826,0.12128,0.16938
2001,Saxony,Rural regions,Never,0.64259,661,826,0.60989,0.67529
2001,Saxony-Anhalt,Urban regions,Never,0.80318,162,162,0.74176,0.86460
2001,Saxony-Anhalt,Rural regions,At least once per month,0.04083,39,782,0.02695,0.05471
2001,Saxony-Anhalt,Rural regions,Seldom,0.11140,124,782,0.08933,0.13346
2001,Saxony-Anhalt,Rural regions,Never,0.68404,619,782,0.65143,0.71664
2001,Thuringa,Urban regions,Seldom,0.14498,49,261,0.10218,0.18778
2001,Thuringa,Urban regions,Never,0.64992,212,261,0.59194,0.70790
2001,Thuringa,Rural regions,At least once per week,0.04737,39,687,0.03147,0.06327
2001,Thuringa,Rural regions,At least once per month,0.04951,41,687,0.03328,0.06575
2001,Thuringa,Rural regions,Seldom,0.18058,163,687,0.15179,0.20937
2001,Thuringa,Rural regions,Never,0.59393,444,687,0.55718,0.63068
2003,Schleswig-Holstein,Urban regions,Seldom,0.36616,133,258,0.30726,0.42506
2003,Schleswig-Holstein,Urban regions,Never,0.38051,125,258,0.32115,0.43987
2003,Schleswig-Holstein,Rural regions,Seldom,0.38035,164,338,0.32851,0.43218
2003,Schleswig-Holstein,Rural regions,Never,0.38830,174,338,0.33626,0.44033
2003,Hamburg,Urban regions,Seldom,0.23703,87,259,0.18514,0.28893
2003,Hamburg,Urban regions,Never,0.52916,172,259,0.46826,0.59007
2003,Lower Saxony,Urban regions,At least once per week,0.06503,71,917,0.04906,0.08100
2003,Lower Saxony,Urban regions,At least once per month,0.06846,86,917,0.05210,0.08481
2003,Lower Saxony,Urban regions,Seldom,0.26325,323,917,0.23473,0.29177
2003,Lower Saxony,Urban regions,Never,0.43397,437,917,0.40187,0.46606
2003,Lower Saxony,Rural regions,At least once per week,0.08058,93,978,0.06351,0.09765
2003,Lower Saxony,Rural regions,At least once per month,0.07493,81,978,0.05842,0.09144
2003,Lower Saxony,Rural regions,Seldom,0.28508,358,978,0.25677,0.31339
2003,Lower Saxony,Rural regions,Never,0.36781,446,978,0.33757,0.39805
2003,Bremen,Urban regions,Seldom,0.21717,41,148,0.15052,0.28383
2003,Bremen,Urban regions,Never,0.52949,107,148,0.44880,0.61017
2003,North Rhine-Westphalia,Urban regions,At least once per week,0.10273,543,4505,0.09386,0.11160
2003,North Rhine-Westphalia,Urban regions,At least once per month,0.06878,426,4505,0.06139,0.07617
2003,North Rhine-Westphalia,Urban regions,Seldom,0.26464,1488,4505,0.25175,0.27752
2003,North Rhine-Westphalia,Urban regions,Never,0.38597,2048,4505,0.37175,0.40018
2003,North Rhine-Westphalia,Rural regions,Seldom,0.39789,62,62,0.27506,0.52072
2003,Hesse,Urban regions,At least once per week,0.05458,71,1228,0.04187,0.06729
2003,Hesse,Urban regions,At least once per month,0.06226,95,1228,0.04874,0.07578
2003,Hesse,Urban regions,Seldom,0.29346,449,1228,0.26798,0.31894
2003,Hesse,Urban regions,Never,0.40239,613,1228,0.37495,0.42983
2003,Hesse,Rural regions,At least once per month,0.10402,34,241,0.06540,0.14265
2003,Hesse,Rural regions,Seldom,0.31187,114,241,0.25326,0.37048
2003,Hesse,Rural regions,Never,0.29680,93,241,0.23900,0.35460
2003,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.09793,114,1020,0.07968,0.11618
2003,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.10459,133,1020,0.08580,0.12339
2003,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.24944,356,1020,0.22287,0.27601
2003,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.35692,417,1020,0.32751,0.38634
2003,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.10126,39,321,0.06821,0.13432
2003,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.12334,47,321,0.08731,0.15937
2003,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.28693,125,321,0.23737,0.33649
2003,"Rhineland-Palatinate, Saarland",Rural regions,Never,0.29575,110,321,0.24575,0.34576
2003,Baden-Wuerttemberg,Urban regions,At least once per week,0.09773,295,2444,0.08595,0.10951
2003,Baden-Wuerttemberg,Urban regions,At least once per month,0.12082,343,2444,0.10790,0.13375
2003,Baden-Wuerttemberg,Urban regions,Seldom,0.28663,902,2444,0.26870,0.30456
2003,Baden-Wuerttemberg,Urban regions,Never,0.29930,904,2444,0.28114,0.31746
2003,Baden-Wuerttemberg,Rural regions,At least once per month,0.13829,37,200,0.09032,0.18625
2003,Baden-Wuerttemberg,Rural regions,Seldom,0.29391,89,200,0.23061,0.35720
2003,Baden-Wuerttemberg,Rural regions,Never,0.25309,74,200,0.19268,0.31350
2003,Bavaria,Urban regions,At least once per week,0.12492,199,1588,0.10865,0.14118
2003,Bavaria,Urban regions,At least once per month,0.07673,169,1588,0.06363,0.08982
2003,Bavaria,Urban regions,Seldom,0.24978,477,1588,0.22848,0.27108
2003,Bavaria,Urban regions,Never,0.38176,743,1588,0.35786,0.40566
2003,Bavaria,Rural regions,At least once per week,0.15874,289,1518,0.14035,0.17713
2003,Bavaria,Rural regions,At least once per month,0.13333,250,1518,0.11622,0.15044
2003,Bavaria,Rural regions,Seldom,0.28242,525,1518,0.25976,0.30507
2003,Bavaria,Rural regions,Never,0.24962,454,1518,0.22784,0.27140
