"pli0098_h","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","1990","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Niedersachsen","43","0.0637395539083565","0.0421974823335733","0.0852816254831397"
"Min 1x pro Woche","1990","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Nordrhein-Westfalen","217","0.150094817795314","0.130790551394761","0.169399084195867"
"Min 1x pro Woche","1990","35-65 Jahre alt","Hessen","61","0.0976268095199794","0.0718923363892998","0.123361282650659"
"Min 1x pro Woche","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","69","0.231799298474022","0.185050620843108","0.278547976104936"
"Min 1x pro Woche","1990","35-65 Jahre alt","Baden-Wuerttemberg","191","0.222375174978074","0.19507047249632","0.249679877459828"
"Min 1x pro Woche","1990","35-65 Jahre alt","Bayern","163","0.209696512467766","0.18127301374588","0.238120011189653"
"Min 1x pro Woche","1990","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1990","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1990","66 und älter","Hamburg","","","",""
"Min 1x pro Woche","1990","66 und älter","Niedersachsen","","","",""
"Min 1x pro Woche","1990","66 und älter","Bremen","","","",""
"Min 1x pro Woche","1990","66 und älter","Nordrhein-Westfalen","66","0.298795584082931","0.241244386829159","0.356346781336702"
"Min 1x pro Woche","1990","66 und älter","Hessen","","","",""
"Min 1x pro Woche","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1990","66 und älter","Baden-Wuerttemberg","49","0.261453958493339","0.194200818631845","0.328707098354832"
"Min 1x pro Woche","1990","66 und älter","Bayern","58","0.272125385261273","0.210290384867651","0.333960385654895"
"Min 1x pro Woche","1990","66 und älter","Saarland","","","",""
"Min 1x pro Woche","1990","66 und älter","Berlin","","","",""
"Min 1x pro Woche","1990","66 und älter","Brandenburg","","","",""
"Min 1x pro Woche","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1990","66 und älter","Sachsen","","","",""
"Min 1x pro Woche","1990","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1990","66 und älter","Thueringen","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Nordrhein-Westfalen","96","0.0928727727001123","0.0749277766482261","0.110817768751998"
"Min 1x pro Monat","1990","16-34 Jahre alt","Hessen","41","0.0736260816091634","0.0465352094724801","0.100716953745847"
"Min 1x pro Monat","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Baden-Wuerttemberg","86","0.0945900867934886","0.0733609617292809","0.115819211857696"
"Min 1x pro Monat","1990","16-34 Jahre alt","Bayern","98","0.152896695101702","0.12438391156155","0.181409478641853"
"Min 1x pro Monat","1990","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Niedersachsen","42","0.0738578921425415","0.0507945688838411","0.0969212154012419"
"Min 1x pro Monat","1990","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Nordrhein-Westfalen","143","0.105432339785667","0.0888334617515266","0.122031217819808"
"Min 1x pro Monat","1990","35-65 Jahre alt","Hessen","70","0.125667680739446","0.0969276183184188","0.154407743160473"
"Min 1x pro Monat","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","40","0.137896964547946","0.099699647226433","0.176094281869459"
"Min 1x pro Monat","1990","35-65 Jahre alt","Baden-Wuerttemberg","153","0.159080351564329","0.135064678644746","0.183096024483911"
"Min 1x pro Monat","1990","35-65 Jahre alt","Bayern","127","0.164848529253435","0.138941945586665","0.190755112920205"
"Min 1x pro Monat","1990","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Sachsen","38","0.0582739763290005","0.040807364052918","0.0757405886050829"
"Min 1x pro Monat","1990","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Monat","1990","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1990","66 und älter","Hamburg","","","",""
"Min 1x pro Monat","1990","66 und älter","Niedersachsen","","","",""
"Min 1x pro Monat","1990","66 und älter","Bremen","","","",""
"Min 1x pro Monat","1990","66 und älter","Nordrhein-Westfalen","37","0.154158168262218","0.108756396124251","0.199559940400184"
"Min 1x pro Monat","1990","66 und älter","Hessen","","","",""
"Min 1x pro Monat","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","1990","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","1990","66 und älter","Bayern","35","0.180613758636648","0.127164547262062","0.234062970011234"
"Min 1x pro Monat","1990","66 und älter","Saarland","","","",""
"Min 1x pro Monat","1990","66 und älter","Berlin","","","",""
"Min 1x pro Monat","1990","66 und älter","Brandenburg","","","",""
"Min 1x pro Monat","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","1990","66 und älter","Sachsen","","","",""
"Min 1x pro Monat","1990","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","1990","66 und älter","Thueringen","","","",""
"Seltener","1990","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Seltener","1990","16-34 Jahre alt","Hamburg","","","",""
"Seltener","1990","16-34 Jahre alt","Niedersachsen","116","0.314747282300228","0.266906289510516","0.362588275089939"
"Seltener","1990","16-34 Jahre alt","Bremen","","","",""
"Seltener","1990","16-34 Jahre alt","Nordrhein-Westfalen","298","0.307805932937278","0.279268330087592","0.336343535786965"
"Seltener","1990","16-34 Jahre alt","Hessen","119","0.388283706050611","0.337728767084354","0.438838645016868"
"Seltener","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","102","0.38715464849932","0.328618389998747","0.445690906999892"
"Seltener","1990","16-34 Jahre alt","Baden-Wuerttemberg","266","0.394010304126475","0.358563827689218","0.429456780563731"
"Seltener","1990","16-34 Jahre alt","Bayern","191","0.309209768286543","0.272593669049042","0.345825867524043"
"Seltener","1990","16-34 Jahre alt","Saarland","","","",""
"Seltener","1990","16-34 Jahre alt","Berlin","","","",""
"Seltener","1990","16-34 Jahre alt","Brandenburg","35","0.116802176929864","0.0793816984118154","0.154222655447912"
"Seltener","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","16-34 Jahre alt","Sachsen","90","0.181325423205003","0.146566837781967","0.216084008628039"
"Seltener","1990","16-34 Jahre alt","Sachsen-Anhalt","41","0.130556066574668","0.0921746009308445","0.168937532218491"
"Seltener","1990","16-34 Jahre alt","Thueringen","53","0.16699226854654","0.123917341999884","0.210067195093195"
"Seltener","1990","35-65 Jahre alt","Schleswig-Holstein","68","0.448372811719615","0.370079491885354","0.526666131553876"
"Seltener","1990","35-65 Jahre alt","Hamburg","","","",""
"Seltener","1990","35-65 Jahre alt","Niedersachsen","191","0.395375514078614","0.352260119306471","0.438490908850757"
"Seltener","1990","35-65 Jahre alt","Bremen","","","",""
"Seltener","1990","35-65 Jahre alt","Nordrhein-Westfalen","389","0.314551319924958","0.289454514546558","0.339648125303359"
"Seltener","1990","35-65 Jahre alt","Hessen","199","0.420008401736762","0.377214933947889","0.462801869525636"
"Seltener","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","104","0.330050108633553","0.277956190550299","0.382144026716806"
"Seltener","1990","35-65 Jahre alt","Baden-Wuerttemberg","276","0.31859977580476","0.28800599801368","0.34919355359584"
"Seltener","1990","35-65 Jahre alt","Bayern","248","0.326886846622357","0.294135606909973","0.359638086334741"
"Seltener","1990","35-65 Jahre alt","Saarland","","","",""
"Seltener","1990","35-65 Jahre alt","Berlin","58","0.210769141124618","0.166221399000682","0.255316883248555"
"Seltener","1990","35-65 Jahre alt","Brandenburg","42","0.123075878995472","0.0896914384917823","0.156460319499162"
"Seltener","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","46","0.181383602431866","0.134455019496541","0.228312185367191"
"Seltener","1990","35-65 Jahre alt","Sachsen","136","0.189434412772298","0.160217616906045","0.218651208638551"
"Seltener","1990","35-65 Jahre alt","Sachsen-Anhalt","57","0.137782526505525","0.104379030758896","0.171186022252154"
"Seltener","1990","35-65 Jahre alt","Thueringen","95","0.222391743037321","0.180525089631254","0.264258396443388"
"Seltener","1990","66 und älter","Schleswig-Holstein","","","",""
"Seltener","1990","66 und älter","Hamburg","","","",""
"Seltener","1990","66 und älter","Niedersachsen","32","0.245773536172405","0.168740696014278","0.322806376330532"
"Seltener","1990","66 und älter","Bremen","","","",""
"Seltener","1990","66 und älter","Nordrhein-Westfalen","52","0.181820408026148","0.133326119780723","0.230314696271573"
"Seltener","1990","66 und älter","Hessen","34","0.323585242817357","0.235756688812067","0.411413796822648"
"Seltener","1990","66 und älter","Rheinland-Pfalz,Saarland","30","0.326518405220648","0.230170096842202","0.422866713599094"
"Seltener","1990","66 und älter","Baden-Wuerttemberg","38","0.208764997875747","0.146562510005056","0.270967485746438"
"Seltener","1990","66 und älter","Bayern","43","0.203707425219387","0.147749537103328","0.259665313335446"
"Seltener","1990","66 und älter","Saarland","","","",""
"Seltener","1990","66 und älter","Berlin","","","",""
"Seltener","1990","66 und älter","Brandenburg","","","",""
"Seltener","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"Seltener","1990","66 und älter","Sachsen","","","",""
"Seltener","1990","66 und älter","Sachsen-Anhalt","","","",""
"Seltener","1990","66 und älter","Thueringen","","","",""
"Nie","1990","16-34 Jahre alt","Schleswig-Holstein","67","0.691435556630064","0.600904646707413","0.781966466552715"
"Nie","1990","16-34 Jahre alt","Hamburg","36","0.701272402354622","0.574406726894732","0.828138077814511"
"Nie","1990","16-34 Jahre alt","Niedersachsen","212","0.606308392306253","0.555979349112806","0.656637435499701"
"Nie","1990","16-34 Jahre alt","Bremen","","","",""
"Nie","1990","16-34 Jahre alt","Nordrhein-Westfalen","502","0.511176135686511","0.480271292422097","0.542080978950924"
"Nie","1990","16-34 Jahre alt","Hessen","167","0.501285512597492","0.449419536935505","0.553151488259479"
"Nie","1990","16-34 Jahre alt","Rheinland-Pfalz,Saarland","110","0.421269488787318","0.361932505174882","0.480606472399754"
"Nie","1990","16-34 Jahre alt","Baden-Wuerttemberg","276","0.374397628031363","0.339289926412871","0.409505329649855"
"Nie","1990","16-34 Jahre alt","Bayern","239","0.403908668604741","0.365033671468236","0.442783665741247"
"Nie","1990","16-34 Jahre alt","Saarland","","","",""
"Nie","1990","16-34 Jahre alt","Berlin","199","0.777254352859173","0.725364097397539","0.829144608320807"
"Nie","1990","16-34 Jahre alt","Brandenburg","237","0.839929381842287","0.79720930047885","0.882649463205724"
"Nie","1990","16-34 Jahre alt","Mecklenburg-Vorpommern","171","0.839914485027566","0.789472330724643","0.890356639330489"
"Nie","1990","16-34 Jahre alt","Sachsen","343","0.734632885772565","0.694800545312931","0.774465226232198"
"Nie","1990","16-34 Jahre alt","Sachsen-Anhalt","236","0.817028809374539","0.772982220796172","0.861075397952906"
"Nie","1990","16-34 Jahre alt","Thueringen","209","0.733535830476138","0.682475699680811","0.784595961271465"
"Nie","1990","35-65 Jahre alt","Schleswig-Holstein","74","0.455720061613576","0.377315292702419","0.534124830524733"
"Nie","1990","35-65 Jahre alt","Hamburg","54","0.705462325176576","0.60912242208024","0.801802228272913"
"Nie","1990","35-65 Jahre alt","Niedersachsen","216","0.460769621054845","0.416814071804096","0.504725170305593"
"Nie","1990","35-65 Jahre alt","Bremen","","","",""
"Nie","1990","35-65 Jahre alt","Nordrhein-Westfalen","541","0.41597017101739","0.389330195370658","0.442610146664122"
"Nie","1990","35-65 Jahre alt","Hessen","175","0.34755718296698","0.306269358251207","0.388845007682752"
"Nie","1990","35-65 Jahre alt","Rheinland-Pfalz,Saarland","99","0.29722592488362","0.246593685968448","0.347858163798792"
"Nie","1990","35-65 Jahre alt","Baden-Wuerttemberg","268","0.298085862412627","0.268051257506568","0.328120467318685"
"Nie","1990","35-65 Jahre alt","Bayern","241","0.285343874204329","0.253814320794247","0.316873427614411"
"Nie","1990","35-65 Jahre alt","Saarland","","","",""
"Nie","1990","35-65 Jahre alt","Berlin","233","0.697585794500769","0.647418571303314","0.747753017698224"
"Nie","1990","35-65 Jahre alt","Brandenburg","310","0.829533302000395","0.791320110713428","0.867746493287362"
"Nie","1990","35-65 Jahre alt","Mecklenburg-Vorpommern","193","0.75244584343487","0.69988395693646","0.805007729933281"
"Nie","1990","35-65 Jahre alt","Sachsen","506","0.736691020271642","0.703852423532573","0.769529617010712"
"Nie","1990","35-65 Jahre alt","Sachsen-Anhalt","315","0.766293521717283","0.725280724607453","0.807306318827113"
"Nie","1990","35-65 Jahre alt","Thueringen","239","0.646635830397331","0.598510954324589","0.694760706470072"
"Nie","1990","66 und älter","Schleswig-Holstein","","","",""
"Nie","1990","66 und älter","Hamburg","","","",""
"Nie","1990","66 und älter","Niedersachsen","50","0.423910632755536","0.335492863677155","0.512328401833918"
"Nie","1990","66 und älter","Bremen","","","",""
"Nie","1990","66 und älter","Nordrhein-Westfalen","82","0.348968933149228","0.289039634695296","0.408898231603161"
"Nie","1990","66 und älter","Hessen","","","",""
"Nie","1990","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Nie","1990","66 und älter","Baden-Wuerttemberg","51","0.367145109946714","0.293372166569737","0.44091805332369"
"Nie","1990","66 und älter","Bayern","59","0.324224770146971","0.259189974072088","0.389259566221854"
"Nie","1990","66 und älter","Saarland","","","",""
"Nie","1990","66 und älter","Berlin","40","0.73108212448973","0.611709958367531","0.850454290611929"
"Nie","1990","66 und älter","Brandenburg","40","0.622588164799836","0.505642450449056","0.739533879150617"
"Nie","1990","66 und älter","Mecklenburg-Vorpommern","","","",""
"Nie","1990","66 und älter","Sachsen","83","0.613034667554927","0.532925454445364","0.69314388066449"
"Nie","1990","66 und älter","Sachsen-Anhalt","73","0.755999378133634","0.670965646351228","0.841033109916041"
"Nie","1990","66 und älter","Thueringen","52","0.716823915961283","0.613471367447165","0.820176464475401"
"Taeglich","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Taeglich","1991","16-34 Jahre alt","Hamburg","","","",""
"Taeglich","1991","16-34 Jahre alt","Niedersachsen","","","",""
"Taeglich","1991","16-34 Jahre alt","Bremen","","","",""
"Taeglich","1991","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Taeglich","1991","16-34 Jahre alt","Hessen","","","",""
"Taeglich","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Taeglich","1991","16-34 Jahre alt","Bayern","","","",""
"Taeglich","1991","16-34 Jahre alt","Saarland","","","",""
"Taeglich","1991","16-34 Jahre alt","Berlin","","","",""
"Taeglich","1991","16-34 Jahre alt","Brandenburg","","","",""
"Taeglich","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","16-34 Jahre alt","Sachsen","","","",""
"Taeglich","1991","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Taeglich","1991","16-34 Jahre alt","Thueringen","","","",""
"Taeglich","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Taeglich","1991","35-65 Jahre alt","Hamburg","","","",""
"Taeglich","1991","35-65 Jahre alt","Niedersachsen","","","",""
"Taeglich","1991","35-65 Jahre alt","Bremen","","","",""
"Taeglich","1991","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Taeglich","1991","35-65 Jahre alt","Hessen","","","",""
"Taeglich","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Taeglich","1991","35-65 Jahre alt","Bayern","","","",""
"Taeglich","1991","35-65 Jahre alt","Saarland","","","",""
"Taeglich","1991","35-65 Jahre alt","Berlin","","","",""
"Taeglich","1991","35-65 Jahre alt","Brandenburg","","","",""
"Taeglich","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","35-65 Jahre alt","Sachsen","","","",""
"Taeglich","1991","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Taeglich","1991","35-65 Jahre alt","Thueringen","","","",""
"Taeglich","1991","66 und älter","Schleswig-Holstein","","","",""
"Taeglich","1991","66 und älter","Hamburg","","","",""
"Taeglich","1991","66 und älter","Niedersachsen","","","",""
"Taeglich","1991","66 und älter","Bremen","","","",""
"Taeglich","1991","66 und älter","Nordrhein-Westfalen","","","",""
"Taeglich","1991","66 und älter","Hessen","","","",""
"Taeglich","1991","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","1991","66 und älter","Baden-Wuerttemberg","","","",""
"Taeglich","1991","66 und älter","Bayern","","","",""
"Taeglich","1991","66 und älter","Saarland","","","",""
"Taeglich","1991","66 und älter","Berlin","","","",""
"Taeglich","1991","66 und älter","Brandenburg","","","",""
"Taeglich","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"Taeglich","1991","66 und älter","Sachsen","","","",""
"Taeglich","1991","66 und älter","Sachsen-Anhalt","","","",""
"Taeglich","1991","66 und älter","Thueringen","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","16-34 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Hamburg","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Bremen","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Hessen","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Bayern","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Saarland","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Berlin","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Brandenburg","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Sachsen","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","35-65 Jahre alt","Thueringen","","","",""
"Min 1x pro Woche","1991","66 und älter","Schleswig-Holstein","","","",""
"Min 1x pro Woche","1991","66 und älter","Hamburg","","","",""
"Min 1x pro Woche","1991","66 und älter","Niedersachsen","","","",""
"Min 1x pro Woche","1991","66 und älter","Bremen","","","",""
"Min 1x pro Woche","1991","66 und älter","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","1991","66 und älter","Hessen","","","",""
"Min 1x pro Woche","1991","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","1991","66 und älter","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","1991","66 und älter","Bayern","","","",""
"Min 1x pro Woche","1991","66 und älter","Saarland","","","",""
"Min 1x pro Woche","1991","66 und älter","Berlin","","","",""
"Min 1x pro Woche","1991","66 und älter","Brandenburg","","","",""
"Min 1x pro Woche","1991","66 und älter","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","1991","66 und älter","Sachsen","","","",""
"Min 1x pro Woche","1991","66 und älter","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","1991","66 und älter","Thueringen","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","Hamburg","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","Niedersachsen","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","Bremen","","","",""
"Min 1x pro Monat","1991","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
