"pli0098_h","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","1996","35-65 Jahre alt","direkter Migrationshintergrund","228","0.118620142354491","0.102455282700458","0.134785002008525"
"Min 1x pro Monat","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1996","66 und älter","kein Migrationshintergrund","139","0.106177376113947","0.089608588942707","0.122746163285187"
"Min 1x pro Monat","1996","66 und älter","direkter Migrationshintergrund","30","0.113971003122897","0.072902835497931","0.155039170747862"
"Min 1x pro Monat","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1996","16-34 Jahre alt","kein Migrationshintergrund","932","0.301856860241762","0.286475992028556","0.317237728454968"
"Seltener","1996","16-34 Jahre alt","direkter Migrationshintergrund","239","0.262199386445419","0.232508740559331","0.291890032331507"
"Seltener","1996","16-34 Jahre alt","indirekter Migrationshintergrund","162","0.339822682265741","0.298715331943224","0.380930032588257"
"Seltener","1996","35-65 Jahre alt","kein Migrationshintergrund","1483","0.319367700343634","0.306660127873859","0.332075272813409"
"Seltener","1996","35-65 Jahre alt","direkter Migrationshintergrund","419","0.278358090456557","0.255951593961667","0.300764586951447"
"Seltener","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1996","66 und älter","kein Migrationshintergrund","327","0.260603169063162","0.236994163622845","0.28421217450348"
"Seltener","1996","66 und älter","direkter Migrationshintergrund","49","0.245620284822759","0.189989999255336","0.301250570390181"
"Seltener","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1996","16-34 Jahre alt","kein Migrationshintergrund","2108","0.590862289863148","0.574388786074468","0.607335793651827"
"Nie","1996","16-34 Jahre alt","direkter Migrationshintergrund","350","0.489280433057222","0.45553581815292","0.523025047961525"
"Nie","1996","16-34 Jahre alt","indirekter Migrationshintergrund","270","0.531011993292425","0.487701210179941","0.574322776404909"
"Nie","1996","35-65 Jahre alt","kein Migrationshintergrund","2827","0.489998465720498","0.476373233165616","0.50362369827538"
"Nie","1996","35-65 Jahre alt","direkter Migrationshintergrund","623","0.445037200252021","0.420192071544726","0.469882328959315"
"Nie","1996","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1996","66 und älter","kein Migrationshintergrund","630","0.439948824130236","0.413251730117328","0.466645918143144"
"Nie","1996","66 und älter","direkter Migrationshintergrund","90","0.419584323499786","0.355807429213608","0.483361217785965"
"Nie","1996","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1997","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","16-34 Jahre alt","kein Migrationshintergrund","160","0.0524524392997365","0.0448564724393098","0.0600484061601632"
"Min 1x pro Woche","1997","16-34 Jahre alt","direkter Migrationshintergrund","112","0.105847942037477","0.0842443353627909","0.127451548712164"
"Min 1x pro Woche","1997","16-34 Jahre alt","indirekter Migrationshintergrund","37","0.0535707084646486","0.034454917711272","0.0726864992180251"
"Min 1x pro Woche","1997","35-65 Jahre alt","kein Migrationshintergrund","426","0.0950984857578982","0.0870741772554123","0.103122794260384"
"Min 1x pro Woche","1997","35-65 Jahre alt","direkter Migrationshintergrund","271","0.157312312306766","0.138668103407937","0.175956521205595"
"Min 1x pro Woche","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","66 und älter","kein Migrationshintergrund","238","0.20155478369323","0.18010773324405","0.223001834142409"
"Min 1x pro Woche","1997","66 und älter","direkter Migrationshintergrund","59","0.240922235452119","0.186129656839829","0.295714814064409"
"Min 1x pro Woche","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","16-34 Jahre alt","kein Migrationshintergrund","209","0.0608715578638833","0.0527250888007715","0.0690180269269951"
"Min 1x pro Monat","1997","16-34 Jahre alt","direkter Migrationshintergrund","105","0.102518454467662","0.0812177900207754","0.123819118914549"
"Min 1x pro Monat","1997","16-34 Jahre alt","indirekter Migrationshintergrund","36","0.0536152496249898","0.0344919636562865","0.0727385355936931"
"Min 1x pro Monat","1997","35-65 Jahre alt","kein Migrationshintergrund","425","0.0901837113163703","0.082348313257392","0.0980191093753486"
"Min 1x pro Monat","1997","35-65 Jahre alt","direkter Migrationshintergrund","195","0.118971095703695","0.10239260127275","0.13554959013464"
"Min 1x pro Monat","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","66 und älter","kein Migrationshintergrund","131","0.0994926852173906","0.0834901918728911","0.11549517856189"
"Min 1x pro Monat","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1997","16-34 Jahre alt","kein Migrationshintergrund","931","0.302172044767895","0.286526127449248","0.317817962086542"
"Seltener","1997","16-34 Jahre alt","direkter Migrationshintergrund","234","0.27249157022086","0.241225383805282","0.303757756636439"
"Seltener","1997","16-34 Jahre alt","indirekter Migrationshintergrund","184","0.325515883826345","0.285736647402318","0.365295120250372"
"Seltener","1997","35-65 Jahre alt","kein Migrationshintergrund","1472","0.317109741524996","0.304380562063013","0.32983892098698"
"Seltener","1997","35-65 Jahre alt","direkter Migrationshintergrund","438","0.293716194901762","0.270393278835004","0.317039110968521"
"Seltener","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1997","66 und älter","kein Migrationshintergrund","335","0.25281671563437","0.229580525423396","0.276052905845343"
"Seltener","1997","66 und älter","direkter Migrationshintergrund","56","0.268181878661802","0.21142003981345","0.324943717510154"
"Seltener","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1997","16-34 Jahre alt","kein Migrationshintergrund","2009","0.584503958068485","0.56771294571517","0.6012949704218"
"Nie","1997","16-34 Jahre alt","direkter Migrationshintergrund","328","0.519142033274001","0.4840562750027","0.554227791545301"
"Nie","1997","16-34 Jahre alt","indirekter Migrationshintergrund","276","0.567298158084017","0.52523667854497","0.609359637623063"
"Nie","1997","35-65 Jahre alt","kein Migrationshintergrund","2811","0.497608061400735","0.483931239436167","0.511284883365304"
"Nie","1997","35-65 Jahre alt","direkter Migrationshintergrund","561","0.430000397087777","0.404649053369298","0.455351740806255"
"Nie","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1997","66 und älter","kein Migrationshintergrund","640","0.44613581545501","0.419560180926778","0.472711449983242"
"Nie","1997","66 und älter","direkter Migrationshintergrund","91","0.388558827277618","0.326106893296495","0.45101076125874"
"Nie","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1998","35-65 Jahre alt","direkter Migrationshintergrund","34","0.0187308714456484","0.0117188387800656","0.0257429041112313"
"Taeglich","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1998","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","16-34 Jahre alt","kein Migrationshintergrund","154","0.0466944445521018","0.0397976496280315","0.0535912394761722"
"Min 1x pro Woche","1998","16-34 Jahre alt","direkter Migrationshintergrund","111","0.131627917807221","0.106932932347667","0.156322903266776"
"Min 1x pro Woche","1998","16-34 Jahre alt","indirekter Migrationshintergrund","35","0.0522512435615471","0.0337039539905424","0.0707985331325517"
"Min 1x pro Woche","1998","35-65 Jahre alt","kein Migrationshintergrund","485","0.0836344866788267","0.0766418519382531","0.0906271214194003"
"Min 1x pro Woche","1998","35-65 Jahre alt","direkter Migrationshintergrund","235","0.161946664215756","0.142892377143505","0.181000951288007"
"Min 1x pro Woche","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","66 und älter","kein Migrationshintergrund","275","0.185013219582093","0.166045644340448","0.203980794823737"
"Min 1x pro Woche","1998","66 und älter","direkter Migrationshintergrund","52","0.178592310170743","0.131114700419272","0.226069919922215"
"Min 1x pro Woche","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","16-34 Jahre alt","kein Migrationshintergrund","223","0.0601020680083882","0.0523327356808546","0.0678714003359219"
"Min 1x pro Monat","1998","16-34 Jahre alt","direkter Migrationshintergrund","82","0.100780014972132","0.0787911897500772","0.122768840194187"
"Min 1x pro Monat","1998","16-34 Jahre alt","indirekter Migrationshintergrund","46","0.0745914253375688","0.0526938142608882","0.0964890364142495"
"Min 1x pro Monat","1998","35-65 Jahre alt","kein Migrationshintergrund","533","0.0956526285219689","0.0882236368384427","0.103081620205495"
"Min 1x pro Monat","1998","35-65 Jahre alt","direkter Migrationshintergrund","215","0.147000962386513","0.12868603375566","0.165315891017365"
"Min 1x pro Monat","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","66 und älter","kein Migrationshintergrund","203","0.127145659680235","0.110873064868486","0.143418254491985"
"Min 1x pro Monat","1998","66 und älter","direkter Migrationshintergrund","33","0.153204167752607","0.108556093415578","0.197852242089636"
"Min 1x pro Monat","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1998","16-34 Jahre alt","kein Migrationshintergrund","1026","0.292898933187422","0.278022518198456","0.307775348176389"
"Seltener","1998","16-34 Jahre alt","direkter Migrationshintergrund","221","0.277260704481223","0.244563032101157","0.30995837686129"
"Seltener","1998","16-34 Jahre alt","indirekter Migrationshintergrund","192","0.331511893077094","0.292276146148898","0.37074764000529"
"Seltener","1998","35-65 Jahre alt","kein Migrationshintergrund","1793","0.32015379197244","0.308369637082085","0.331937946862796"
"Seltener","1998","35-65 Jahre alt","direkter Migrationshintergrund","416","0.28706789000956","0.26366943040238","0.31046634961674"
"Seltener","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1998","66 und älter","kein Migrationshintergrund","425","0.26798186718011","0.246347271815102","0.289616462545118"
"Seltener","1998","66 und älter","direkter Migrationshintergrund","63","0.240703967462251","0.187710141352744","0.293697793571758"
"Seltener","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1998","16-34 Jahre alt","kein Migrationshintergrund","2185","0.599339577813387","0.583321022522547","0.615358133104227"
"Nie","1998","16-34 Jahre alt","direkter Migrationshintergrund","294","0.472627310256388","0.436160307709578","0.509094312803197"
"Nie","1998","16-34 Jahre alt","indirekter Migrationshintergrund","272","0.533707101925823","0.492128831766932","0.575285372084714"
"Nie","1998","35-65 Jahre alt","kein Migrationshintergrund","3194","0.497522066765115","0.484892790939593","0.510151342590638"
"Nie","1998","35-65 Jahre alt","direkter Migrationshintergrund","536","0.385253611942522","0.360083089871971","0.410424134013074"
"Nie","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1998","66 und älter","kein Migrationshintergrund","695","0.412774752238468","0.388725915413544","0.436823589063392"
"Nie","1998","66 und älter","direkter Migrationshintergrund","93","0.387188583101126","0.326807238200267","0.447569928001986"
"Nie","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1999","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1999","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","1999","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","1999","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","16-34 Jahre alt","kein Migrationshintergrund","111","0.0366519254224294","0.030349717156772","0.0429541336880867"
"Min 1x pro Woche","1999","16-34 Jahre alt","direkter Migrationshintergrund","84","0.105165908826367","0.081362097352498","0.128969720300236"
"Min 1x pro Woche","1999","16-34 Jahre alt","indirekter Migrationshintergrund","37","0.0496588762188486","0.0315364326056393","0.0677813198320579"
"Min 1x pro Woche","1999","35-65 Jahre alt","kein Migrationshintergrund","456","0.0819746859490049","0.0749783834487675","0.0889709884492422"
"Min 1x pro Woche","1999","35-65 Jahre alt","direkter Migrationshintergrund","229","0.169583770077466","0.149385397157046","0.189782142997887"
"Min 1x pro Woche","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","66 und älter","kein Migrationshintergrund","278","0.197066277047433","0.177295265051439","0.216837289043427"
"Min 1x pro Woche","1999","66 und älter","direkter Migrationshintergrund","55","0.189076293016068","0.140440393166598","0.237712192865538"
"Min 1x pro Woche","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","16-34 Jahre alt","kein Migrationshintergrund","196","0.0460544831375751","0.0390245615803584","0.0530844046947918"
"Min 1x pro Monat","1999","16-34 Jahre alt","direkter Migrationshintergrund","75","0.106308300744543","0.0823908327260766","0.130225768763009"
"Min 1x pro Monat","1999","16-34 Jahre alt","indirekter Migrationshintergrund","47","0.0889319136421587","0.0651863333118791","0.112677493972438"
"Min 1x pro Monat","1999","35-65 Jahre alt","kein Migrationshintergrund","497","0.0893078093526423","0.082034502770057","0.0965811159352275"
"Min 1x pro Monat","1999","35-65 Jahre alt","direkter Migrationshintergrund","190","0.130173447058637","0.112061970328833","0.14828492378844"
"Min 1x pro Monat","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","66 und älter","kein Migrationshintergrund","158","0.10406419522085","0.0888876819582717","0.119240708483429"
"Min 1x pro Monat","1999","66 und älter","direkter Migrationshintergrund","37","0.135590116022236","0.093067272753254","0.178112959291219"
"Min 1x pro Monat","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","1999","16-34 Jahre alt","kein Migrationshintergrund","1016","0.305424403844385","0.289976684710827","0.320872122977944"
"Seltener","1999","16-34 Jahre alt","direkter Migrationshintergrund","211","0.318668416028897","0.282511904389774","0.354824927668019"
"Seltener","1999","16-34 Jahre alt","indirekter Migrationshintergrund","181","0.306848887098536","0.268375998866477","0.345321775330595"
"Seltener","1999","35-65 Jahre alt","kein Migrationshintergrund","1831","0.337521935528581","0.325462190593583","0.349581680463578"
"Seltener","1999","35-65 Jahre alt","direkter Migrationshintergrund","403","0.300878596715712","0.276192735931537","0.325564457499887"
"Seltener","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","1999","66 und älter","kein Migrationshintergrund","427","0.277878017049925","0.255613397784863","0.300142636314986"
"Seltener","1999","66 und älter","direkter Migrationshintergrund","61","0.249339146411899","0.195603121599876","0.303075171223921"
"Seltener","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","1999","16-34 Jahre alt","kein Migrationshintergrund","2092","0.61186918759561","0.595524708294869","0.628213666896352"
"Nie","1999","16-34 Jahre alt","direkter Migrationshintergrund","268","0.469857374400193","0.431130081717362","0.508584667083025"
"Nie","1999","16-34 Jahre alt","indirekter Migrationshintergrund","287","0.554560323040457","0.513098595015527","0.596022051065387"
"Nie","1999","35-65 Jahre alt","kein Migrationshintergrund","3122","0.491195569169772","0.478445749791889","0.503945388547656"
"Nie","1999","35-65 Jahre alt","direkter Migrationshintergrund","504","0.399364186148185","0.37300290584635","0.42572546645002"
"Nie","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","1999","66 und älter","kein Migrationshintergrund","692","0.420991510681793","0.396452218640431","0.445530802723154"
"Nie","1999","66 und älter","direkter Migrationshintergrund","96","0.425994444549797","0.36457463958358","0.487414249516014"
"Nie","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2000","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2000","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2000","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2000","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2000","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2000","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2000","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2000","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2000","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2000","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","2000","66 und älter","direkter Migrationshintergrund","","","",""
"Seltener","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2000","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2000","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2000","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2000","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Nie","2000","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Nie","2000","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Nie","2000","66 und älter","kein Migrationshintergrund","","","",""
"Nie","2000","66 und älter","direkter Migrationshintergrund","","","",""
"Nie","2000","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2001","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2001","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2001","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2001","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","16-34 Jahre alt","kein Migrationshintergrund","188","0.039075433846067","0.0335787161072784","0.0445721515848556"
"Min 1x pro Woche","2001","16-34 Jahre alt","direkter Migrationshintergrund","98","0.108709948338881","0.087546240704782","0.12987365597298"
"Min 1x pro Woche","2001","16-34 Jahre alt","indirekter Migrationshintergrund","48","0.0633929772198584","0.0447037742915848","0.0820821801481319"
"Min 1x pro Woche","2001","35-65 Jahre alt","kein Migrationshintergrund","822","0.0790456123621813","0.0738496250435018","0.0842415996808608"
"Min 1x pro Woche","2001","35-65 Jahre alt","direkter Migrationshintergrund","280","0.157488214237507","0.14045102854386","0.174525399931153"
"Min 1x pro Woche","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","66 und älter","kein Migrationshintergrund","515","0.184133222236677","0.170400296269409","0.197866148203945"
"Min 1x pro Woche","2001","66 und älter","direkter Migrationshintergrund","77","0.237603759510022","0.192296763410602","0.282910755609442"
"Min 1x pro Woche","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","16-34 Jahre alt","kein Migrationshintergrund","295","0.0593117431193588","0.0526113530109074","0.0660121332278103"
"Min 1x pro Monat","2001","16-34 Jahre alt","direkter Migrationshintergrund","65","0.0729046633030543","0.0552285233407771","0.0905808032653315"
"Min 1x pro Monat","2001","16-34 Jahre alt","indirekter Migrationshintergrund","46","0.0737568197543609","0.0537095560426358","0.0938040834660859"
"Min 1x pro Monat","2001","35-65 Jahre alt","kein Migrationshintergrund","960","0.0893286382005209","0.0838359324507363","0.0948213439503056"
"Min 1x pro Monat","2001","35-65 Jahre alt","direkter Migrationshintergrund","261","0.143438414206424","0.127043925772642","0.159832902640206"
"Min 1x pro Monat","2001","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","66 und älter","kein Migrationshintergrund","438","0.139934277657711","0.127642484241878","0.152226071073544"
"Min 1x pro Monat","2001","66 und älter","direkter Migrationshintergrund","52","0.136847862284023","0.100262199595166","0.17343352497288"
"Min 1x pro Monat","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2001","16-34 Jahre alt","kein Migrationshintergrund","1386","0.289774430315303","0.27690571877757","0.302643141853036"
"Seltener","2001","16-34 Jahre alt","direkter Migrationshintergrund","263","0.298871932834351","0.26774840474651","0.329995460922193"
"Seltener","2001","16-34 Jahre alt","indirekter Migrationshintergrund","192","0.287883798437548","0.253156136443291","0.322611460431806"
"Seltener","2001","35-65 Jahre alt","kein Migrationshintergrund","3169","0.316571529213308","0.307613909968757","0.32552914845786"
"Seltener","2001","35-65 Jahre alt","direkter Migrationshintergrund","539","0.302178536606115","0.280700736124393","0.323656337087838"
"Seltener","2001","35-65 Jahre alt","indirekter Migrationshintergrund","37","0.378570776079106","0.284443089641414","0.472698462516799"
"Seltener","2001","66 und älter","kein Migrationshintergrund","796","0.264231565002453","0.248609073307409","0.279854056697498"
"Seltener","2001","66 und älter","direkter Migrationshintergrund","82","0.239818036105032","0.194366565075369","0.285269507134694"
"Seltener","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Nie","2001","16-34 Jahre alt","kein Migrationshintergrund","2905","0.611838392719271","0.598014462429183","0.625662323009358"
"Nie","2001","16-34 Jahre alt","direkter Migrationshintergrund","405","0.519513455523714","0.485544155766598","0.55348275528083"
"Nie","2001","16-34 Jahre alt","indirekter Migrationshintergrund","367","0.574966404588232","0.537050243078332","0.612882566098133"
"Nie","2001","35-65 Jahre alt","kein Migrationshintergrund","5407","0.515054220223989","0.505429608797279","0.5246788316507"
"Nie","2001","35-65 Jahre alt","direkter Migrationshintergrund","676","0.396894834949954","0.374011459680532","0.419778210219375"
"Nie","2001","35-65 Jahre alt","indirekter Migrationshintergrund","50","0.51772626886609","0.420754591191343","0.614697946540838"
"Nie","2001","66 und älter","kein Migrationshintergrund","1311","0.411700935103159","0.394263709619282","0.429138160587035"
"Nie","2001","66 und älter","direkter Migrationshintergrund","128","0.385730342100924","0.333913651175119","0.437547033026728"
"Nie","2001","66 und älter","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Taeglich","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Taeglich","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","66 und älter","kein Migrationshintergrund","","","",""
"Taeglich","2002","66 und älter","direkter Migrationshintergrund","","","",""
"Taeglich","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","66 und älter","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","66 und älter","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","66 und älter","indirekter Migrationshintergrund","","","",""
"Seltener","2002","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2002","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2002","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2002","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Seltener","2002","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Seltener","2002","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Seltener","2002","66 und älter","kein Migrationshintergrund","","","",""
"Seltener","2002","66 und älter","direkter Migrationshintergrund","","","",""
