"pli0098_h","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"Taeglich","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","48","0.00856480074933666","0.0059492041349458","0.0111803973637275"
"Taeglich","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","373","0.0910959192331608","0.0817391939194634","0.100452644546858"
"Min 1x pro Woche","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","65","0.04153909781965","0.0319663712638446","0.0511118243754554"
"Min 1x pro Woche","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","770","0.150172144493746","0.140032093475843","0.160312195511648"
"Min 1x pro Woche","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","70","0.0309241243646617","0.0237854499916668","0.0380627987376565"
"Min 1x pro Woche","1990","66 und älter","Westdeutschland, alte Bundeslaender","243","0.224060865353606","0.198864548933848","0.249257181773363"
"Min 1x pro Woche","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","373","0.0883891386739449","0.0791587585067934","0.0976195188410963"
"Min 1x pro Monat","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","45","0.0250515362297383","0.017553838394906","0.0325492340645706"
"Min 1x pro Monat","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","596","0.117059192446444","0.107933863594","0.126184521298889"
"Min 1x pro Monat","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","110","0.0492206667316639","0.0402998711394629","0.0581414623238649"
