year,pgisced97,sampreg,pli0098_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
1990,in school,West,Never,0.3764705882352941,18165,0.3694247548595031,0.3835164216110851
1990,in school,West,Seldom,0.32941176470588235,18165,0.3225768061105769,0.3362467233011878
1990,in school,West,At least once per week,0.16470588235294117,18165,0.15931186130541855,0.1700999034004638
1990,in school,West,At least once per month,0.12941176470588237,18165,0.12453050800976923,0.1342930214019955
1990,in school,East,Never,1.0,18165,1.0,1.0
1990,inadequately,West,Never,0.4278688524590164,18165,0.4206736751205667,0.4350640297974661
1990,inadequately,West,Seldom,0.21967213114754097,18165,0.21365118960310864,0.2256930726919733
1990,inadequately,West,At least once per week,0.20655737704918034,18165,0.20067007268625325,0.21244468141210743
1990,inadequately,West,At least once per month,0.14590163934426228,18165,0.14076803492413767,0.1510352437643869
1990,inadequately,East,Never,0.6363636363636364,18165,0.629368040685564,0.6433592320417088
1990,inadequately,East,Seldom,0.2727272727272727,18165,0.2662506096386313,0.27920393581591413
1990,inadequately,East,At least once per month,0.09090909090909091,18165,0.08672842286220683,0.09508975895597499
1990,general elementary,West,Never,0.3994953742640875,18165,0.3923725467711075,0.4066182017570675
1990,general elementary,West,Seldom,0.287636669470143,18165,0.2810538601730876,0.2942194787671984
1990,general elementary,West,At least once per week,0.18208578637510514,18165,0.17647362344272324,0.18769794930748704
1990,general elementary,West,At least once per month,0.13078216989066443,18165,0.12587899987174175,0.13568533990958712
1990,general elementary,East,Never,0.7300215982721382,18165,0.7235654910291098,0.7364777055151666
1990,general elementary,East,Seldom,0.1511879049676026,18165,0.1459783254132422,0.15639748452196298
1990,general elementary,East,At least once per month,0.07127429805615551,18165,0.06753277369760377,0.07501582241470725
1990,general elementary,East,At least once per week,0.047516198704103674,18165,0.04442242877138443,0.05060996863682292
1990,middle vocational,West,Never,0.4137089618456078,18165,0.4065468275102799,0.4208710961809357
1990,middle vocational,West,Seldom,0.3338509316770186,18165,0.32699288591151393,0.3407089774425233
1990,middle vocational,West,At least once per week,0.1370896184560781,18165,0.1320878509470517,0.14209138596510448
1990,middle vocational,West,At least once per month,0.11535048802129548,18165,0.11070497470278298,0.11999600133980798
1990,middle vocational,East,Never,0.7668686868686869,18165,0.7607197621273022,0.7730176116100717
1990,middle vocational,East,Seldom,0.15797979797979797,18165,0.1526758359910967,0.16328375996849925
1990,middle vocational,East,At least once per month,0.04323232323232323,18165,0.040274679188934126,0.04618996727571234
1990,middle vocational,East,At least once per week,0.03191919191919192,18165,0.029362843067255895,0.03447554077112794
1990,vocational + Abi,West,Never,0.48109965635738833,18165,0.47383361487830244,0.4883656978364742
1990,vocational + Abi,West,Seldom,0.29896907216494845,18165,0.2923114354832804,0.30562670884661647
1990,vocational + Abi,West,At least once per week,0.12714776632302405,18165,0.12230310857523291,0.13199242407081518
