year,bula_h,rentown,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Schleswig-Holstein,Owner,Yes,0.70157,201,268,0.64669,0.75646
2018,Schleswig-Holstein,Owner,No,0.29688,67,268,0.24208,0.35168
2018,Schleswig-Holstein,Tenant,Yes,0.62309,218,408,0.57601,0.67017
2018,Schleswig-Holstein,Tenant,No,0.37016,190,408,0.32325,0.41707
2018,Hamburg,Owner,Yes,0.88804,68,68,0.81253,0.96354
2018,Hamburg,Tenant,Yes,0.66723,204,287,0.61262,0.72184
2018,Hamburg,Tenant,No,0.33277,83,287,0.27816,0.38738
2018,Lower Saxony,Owner,Yes,0.68359,577,762,0.65054,0.71663
2018,Lower Saxony,Owner,No,0.31528,185,762,0.28227,0.34829
2018,Lower Saxony,Tenant,Yes,0.62519,617,1031,0.59563,0.65476
2018,Lower Saxony,Tenant,No,0.37425,414,1031,0.34470,0.40381
2018,Bremen,Owner,Yes,0.84293,43,43,0.73289,0.95298
2018,Bremen,Tenant,Yes,0.66663,56,130,0.58528,0.74798
2018,Bremen,Tenant,No,0.28632,74,130,0.20831,0.36432
2018,North Rhine-Westphalia,Owner,Yes,0.71588,1022,1340,0.69172,0.74004
2018,North Rhine-Westphalia,Owner,No,0.28411,318,1340,0.25995,0.30826
2018,North Rhine-Westphalia,Tenant,Yes,0.59677,1306,2421,0.57722,0.61631
2018,North Rhine-Westphalia,Tenant,No,0.39930,1115,2421,0.37979,0.41882
2018,Hesse,Owner,Yes,0.72655,341,449,0.68528,0.76783
2018,Hesse,Owner,No,0.27345,108,449,0.23217,0.31472
2018,Hesse,Tenant,Yes,0.60974,420,783,0.57555,0.64393
2018,Hesse,Tenant,No,0.39026,363,783,0.35607,0.42445
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.64044,312,446,0.59585,0.68502
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.35649,134,446,0.31199,0.40100
2018,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.55163,288,617,0.51236,0.59091
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.44732,329,617,0.40806,0.48659
2018,Baden-Wuerttemberg,Owner,Yes,0.71365,642,872,0.68363,0.74367
2018,Baden-Wuerttemberg,Owner,No,0.27563,230,872,0.24595,0.30530
2018,Baden-Wuerttemberg,Tenant,Yes,0.64526,572,1005,0.61566,0.67485
2018,Baden-Wuerttemberg,Tenant,No,0.35009,433,1005,0.32058,0.37960
2018,Bavaria,Owner,Yes,0.71353,876,1151,0.68740,0.73966
2018,Bavaria,Owner,No,0.28457,275,1151,0.25849,0.31065
2018,Bavaria,Tenant,Yes,0.63894,920,1482,0.61448,0.66340
2018,Bavaria,Tenant,No,0.35414,562,1482,0.32978,0.37850
2018,Berlin,Owner,Yes,0.74366,83,83,0.64915,0.83816
2018,Berlin,Tenant,Yes,0.64234,429,671,0.60605,0.67863
2018,Berlin,Tenant,No,0.35738,242,671,0.32110,0.39367
2018,Brandenburg,Owner,Yes,0.56941,152,269,0.51013,0.62870
2018,Brandenburg,Owner,No,0.43059,117,269,0.37130,0.48987
2018,Brandenburg,Tenant,Yes,0.49022,210,455,0.44424,0.53621
2018,Brandenburg,Tenant,No,0.50881,245,455,0.46282,0.55480
2018,Mecklenburg-Western Pomerania,Owner,Yes,0.49118,74,124,0.40283,0.57953
2018,Mecklenburg-Western Pomerania,Owner,No,0.50882,50,124,0.42047,0.59717
2018,Mecklenburg-Western Pomerania,Tenant,Yes,0.54583,138,295,0.48892,0.60274
2018,Mecklenburg-Western Pomerania,Tenant,No,0.45417,157,295,0.39726,0.51108
2018,Saxony,Owner,Yes,0.66160,233,349,0.61188,0.71131
2018,Saxony,Owner,No,0.33757,116,349,0.28788,0.38725
2018,Saxony,Tenant,Yes,0.58853,427,710,0.55230,0.62475
2018,Saxony,Tenant,No,0.41147,283,710,0.37525,0.44770
2018,Saxony-Anhalt,Owner,Yes,0.62798,148,227,0.56496,0.69100
2018,Saxony-Anhalt,Owner,No,0.37202,79,227,0.30900,0.43504
2018,Saxony-Anhalt,Tenant,Yes,0.49368,199,395,0.44431,0.54304
2018,Saxony-Anhalt,Tenant,No,0.50632,196,395,0.45696,0.55569
2018,Thuringa,Owner,Yes,0.60719,161,248,0.54628,0.66809
2018,Thuringa,Owner,No,0.39281,87,248,0.33191,0.45372
2018,Thuringa,Tenant,Yes,0.52131,217,398,0.47217,0.57045
2018,Thuringa,Tenant,No,0.47807,181,398,0.42893,0.52720
2019,Schleswig-Holstein,Owner,Yes,0.69256,264,338,0.64329,0.74182
2019,Schleswig-Holstein,Owner,No,0.30744,74,338,0.25818,0.35671
2019,Schleswig-Holstein,Tenant,Yes,0.69721,176,255,0.64070,0.75371
2019,Schleswig-Holstein,Tenant,No,0.27798,79,255,0.22289,0.33308
2019,Hamburg,Owner,Yes,0.82283,95,95,0.74564,0.90002
2019,Hamburg,Tenant,Yes,0.60860,180,248,0.54774,0.66947
2019,Hamburg,Tenant,No,0.38220,68,248,0.32160,0.44280
2019,Lower Saxony,Owner,Yes,0.70073,639,825,0.66946,0.73199
2019,Lower Saxony,Owner,No,0.29927,186,825,0.26801,0.33054
2019,Lower Saxony,Tenant,Yes,0.63798,457,670,0.60157,0.67440
2019,Lower Saxony,Tenant,No,0.33813,213,670,0.30228,0.37398
2019,Bremen,Owner,Yes,0.86190,43,43,0.75756,0.96624
2019,Bremen,Tenant,Yes,0.65885,57,57,0.53468,0.78302
2019,North Rhine-Westphalia,Owner,Yes,0.72404,1226,1563,0.70187,0.74621
2019,North Rhine-Westphalia,Owner,No,0.27361,337,1563,0.25150,0.29572
2019,North Rhine-Westphalia,Tenant,Yes,0.63710,1164,1714,0.61433,0.65987
2019,North Rhine-Westphalia,Tenant,No,0.34412,550,1714,0.32162,0.36662
2019,Hesse,Owner,Yes,0.77249,438,541,0.73713,0.80785
2019,Hesse,Owner,No,0.22751,103,541,0.19215,0.26287
2019,Hesse,Tenant,Yes,0.59828,373,549,0.55723,0.63932
2019,Hesse,Tenant,No,0.38511,176,549,0.34437,0.42585
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.64987,350,494,0.60776,0.69197
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.34934,144,494,0.30725,0.39142
2019,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.58118,252,409,0.53330,0.62905
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.38677,157,409,0.33952,0.43403
2019,Baden-Wuerttemberg,Owner,Yes,0.69883,730,964,0.66985,0.72780
2019,Baden-Wuerttemberg,Owner,No,0.29451,234,964,0.26572,0.32330
2019,Baden-Wuerttemberg,Tenant,Yes,0.67615,511,727,0.64211,0.71019
2019,Baden-Wuerttemberg,Tenant,No,0.30754,216,727,0.27397,0.34111
2019,Bavaria,Owner,Yes,0.71691,1028,1324,0.69264,0.74119
2019,Bavaria,Owner,No,0.28294,296,1324,0.25866,0.30721
2019,Bavaria,Tenant,Yes,0.68406,871,1206,0.65781,0.71030
2019,Bavaria,Tenant,No,0.30316,335,1206,0.27721,0.32911
2019,Berlin,Owner,Yes,0.77690,127,159,0.71199,0.84182
2019,Berlin,Owner,No,0.22310,32,159,0.15818,0.28801
2019,Berlin,Tenant,Yes,0.66129,418,582,0.62280,0.69977
2019,Berlin,Tenant,No,0.32847,164,582,0.29028,0.36666
2019,Brandenburg,Owner,Yes,0.61012,239,359,0.55959,0.66064
2019,Brandenburg,Owner,No,0.38988,120,359,0.33936,0.44041
2019,Brandenburg,Tenant,Yes,0.56108,209,361,0.50981,0.61234
2019,Brandenburg,Tenant,No,0.42648,152,361,0.37539,0.47757
2019,Mecklenburg-Western Pomerania,Owner,Yes,0.57100,118,166,0.49548,0.64652
2019,Mecklenburg-Western Pomerania,Owner,No,0.42900,48,166,0.35348,0.50452
2019,Mecklenburg-Western Pomerania,Tenant,Yes,0.56948,132,237,0.50630,0.63265
2019,Mecklenburg-Western Pomerania,Tenant,No,0.41959,105,237,0.35663,0.48255
2019,Saxony,Owner,Yes,0.69928,316,427,0.65573,0.74283
2019,Saxony,Owner,No,0.30072,111,427,0.25717,0.34427
2019,Saxony,Tenant,Yes,0.56891,410,611,0.52961,0.60821
2019,Saxony,Tenant,No,0.42452,201,611,0.38529,0.46374
2019,Saxony-Anhalt,Owner,Yes,0.73241,190,264,0.67891,0.78592
2019,Saxony-Anhalt,Owner,No,0.26759,74,264,0.21408,0.32109
2019,Saxony-Anhalt,Tenant,Yes,0.55007,187,306,0.49423,0.60590
2019,Saxony-Anhalt,Tenant,No,0.43566,119,306,0.38001,0.49131
2019,Thuringa,Owner,Yes,0.58238,193,287,0.52523,0.63954
2019,Thuringa,Owner,No,0.41762,94,287,0.36046,0.47477
2019,Thuringa,Tenant,Yes,0.55438,185,298,0.49786,0.61091
2019,Thuringa,Tenant,No,0.42831,113,298,0.37203,0.48458
2021,Schleswig-Holstein,Owner,Yes,0.66017,164,243,0.60049,0.71984
2021,Schleswig-Holstein,Owner,No,0.33983,79,243,0.28016,0.39951
2021,Schleswig-Holstein,Tenant,Yes,0.63812,130,272,0.58091,0.69534
2021,Schleswig-Holstein,Tenant,No,0.36188,142,272,0.30466,0.41909
2021,Hamburg,Owner,Yes,0.37622,44,78,0.26802,0.48443
2021,Hamburg,Owner,No,0.62378,34,78,0.51557,0.73198
2021,Hamburg,Tenant,Yes,0.44348,119,230,0.37913,0.50782
2021,Hamburg,Tenant,No,0.55652,111,230,0.49218,0.62087
2021,Lower Saxony,Owner,Yes,0.53848,343,566,0.49737,0.57958
2021,Lower Saxony,Owner,No,0.45502,223,566,0.41396,0.49609
2021,Lower Saxony,Tenant,Yes,0.46498,292,638,0.42625,0.50371
2021,Lower Saxony,Tenant,No,0.53166,346,638,0.49291,0.57041
2021,Bremen,Tenant,Yes,0.46580,44,82,0.35717,0.57444
2021,Bremen,Tenant,No,0.53420,38,82,0.42556,0.64283
2021,North Rhine-Westphalia,Owner,Yes,0.54364,596,1006,0.51285,0.57444
2021,North Rhine-Westphalia,Owner,No,0.45433,410,1006,0.42355,0.48511
2021,North Rhine-Westphalia,Tenant,Yes,0.48002,774,1674,0.45608,0.50396
2021,North Rhine-Westphalia,Tenant,No,0.51966,900,1674,0.49572,0.54360
2021,Hesse,Owner,Yes,0.47999,183,328,0.42584,0.53414
2021,Hesse,Owner,No,0.52001,145,328,0.46586,0.57416
2021,Hesse,Tenant,Yes,0.51680,274,530,0.47421,0.55938
2021,Hesse,Tenant,No,0.48281,256,530,0.44023,0.52539
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.44239,167,299,0.38599,0.49878
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.54556,132,299,0.48903,0.60210
2021,"Rhineland-Palatinate, Saarland",Tenant,Yes,0.52591,147,341,0.47284,0.57899
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.47409,194,341,0.42101,0.52716
2021,Baden-Wuerttemberg,Owner,Yes,0.52410,360,654,0.48579,0.56240
2021,Baden-Wuerttemberg,Owner,No,0.47590,294,654,0.43760,0.51421
2021,Baden-Wuerttemberg,Tenant,Yes,0.52620,353,696,0.48908,0.56333
2021,Baden-Wuerttemberg,Tenant,No,0.47336,343,696,0.43624,0.51048
2021,Bavaria,Owner,Yes,0.49759,509,861,0.46417,0.53100
2021,Bavaria,Owner,No,0.49781,352,861,0.46440,0.53123
2021,Bavaria,Tenant,Yes,0.50296,512,1015,0.47218,0.53373
2021,Bavaria,Tenant,No,0.49620,503,1015,0.46543,0.52698
2021,Berlin,Owner,Yes,0.66242,77,109,0.57323,0.75160
2021,Berlin,Owner,No,0.33758,32,109,0.24840,0.42677
2021,Berlin,Tenant,Yes,0.56167,327,547,0.52005,0.60329
2021,Berlin,Tenant,No,0.43172,220,547,0.39018,0.47327
2021,Brandenburg,Owner,Yes,0.41739,108,227,0.35309,0.48168
2021,Brandenburg,Owner,No,0.57570,119,227,0.51126,0.64014
2021,Brandenburg,Tenant,Yes,0.43732,107,254,0.37619,0.49845
2021,Brandenburg,Tenant,No,0.56268,147,254,0.50155,0.62381
2021,Mecklenburg-Western Pomerania,Owner,Yes,0.32903,54,103,0.23785,0.42022
2021,Mecklenburg-Western Pomerania,Owner,No,0.67097,49,103,0.57978,0.76215
2021,Mecklenburg-Western Pomerania,Tenant,Yes,0.57317,95,172,0.49904,0.64731
2021,Mecklenburg-Western Pomerania,Tenant,No,0.42683,77,172,0.35269,0.50096
2021,Saxony,Owner,Yes,0.55645,148,266,0.49663,0.61627
2021,Saxony,Owner,No,0.44355,118,266,0.38373,0.50337
2021,Saxony,Tenant,Yes,0.43972,223,502,0.39625,0.48318
2021,Saxony,Tenant,No,0.55639,279,502,0.51289,0.59990
2021,Saxony-Anhalt,Owner,Yes,0.57468,91,155,0.49660,0.65277
2021,Saxony-Anhalt,Owner,No,0.42532,64,155,0.34723,0.50340
2021,Saxony-Anhalt,Tenant,Yes,0.58108,122,245,0.51917,0.64298
2021,Saxony-Anhalt,Tenant,No,0.41892,123,245,0.35702,0.48083
2021,Thuringa,Owner,Yes,0.49872,87,169,0.42311,0.57432
2021,Thuringa,Owner,No,0.50046,82,169,0.42485,0.57607
2021,Thuringa,Tenant,Yes,0.45889,127,245,0.39636,0.52141
2021,Thuringa,Tenant,No,0.53445,118,245,0.47186,0.59704
