year,bula_h,quintil_oecd_hh,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Thuringa,3rd Quintile,No,0.45555,44,111,0.36248,0.54862
2016,Thuringa,4th Quintile,Yes,0.73755,64,64,0.62891,0.84619
2016,Thuringa,5th Quintile,Yes,0.57353,39,39,0.41629,0.73078
2017,Schleswig-Holstein,1st Quintile,Yes,0.52846,141,276,0.46946,0.58746
2017,Schleswig-Holstein,1st Quintile,No,0.47040,135,276,0.41141,0.52939
2017,Schleswig-Holstein,2nd Quintile,Yes,0.54383,75,122,0.45509,0.63258
2017,Schleswig-Holstein,2nd Quintile,No,0.45617,47,122,0.36742,0.54491
2017,Schleswig-Holstein,3rd Quintile,Yes,0.83606,84,84,0.75641,0.91571
2017,Schleswig-Holstein,4th Quintile,Yes,0.69491,82,82,0.59464,0.79519
2017,Schleswig-Holstein,5th Quintile,Yes,0.87932,85,85,0.80966,0.94899
2017,Hamburg,1st Quintile,Yes,0.27712,31,91,0.18465,0.36959
2017,Hamburg,1st Quintile,No,0.71448,60,91,0.62117,0.80780
2017,Hamburg,2nd Quintile,Yes,0.52259,32,32,0.34675,0.69842
2017,Hamburg,3rd Quintile,Yes,0.71435,36,36,0.56469,0.86401
2017,Hamburg,4th Quintile,Yes,0.69877,46,46,0.56472,0.83282
2017,Hamburg,5th Quintile,Yes,0.85487,68,68,0.77052,0.93921
2017,Lower Saxony,1st Quintile,Yes,0.57471,313,670,0.53724,0.61217
2017,Lower Saxony,1st Quintile,No,0.42379,357,670,0.38634,0.46123
2017,Lower Saxony,2nd Quintile,Yes,0.57496,191,310,0.51984,0.63008
2017,Lower Saxony,2nd Quintile,No,0.42504,119,310,0.36992,0.48016
2017,Lower Saxony,3rd Quintile,Yes,0.65936,218,306,0.60618,0.71255
2017,Lower Saxony,3rd Quintile,No,0.34064,88,306,0.28745,0.39382
2017,Lower Saxony,4th Quintile,Yes,0.67726,227,308,0.62496,0.72956
2017,Lower Saxony,4th Quintile,No,0.32274,81,308,0.27044,0.37504
2017,Lower Saxony,5th Quintile,Yes,0.77932,243,299,0.73223,0.82640
2017,Lower Saxony,5th Quintile,No,0.22068,56,299,0.17360,0.26777
2017,Bremen,1st Quintile,No,0.71402,60,60,0.59871,0.82933
2017,North Rhine-Westphalia,1st Quintile,Yes,0.44146,456,1292,0.41437,0.46855
2017,North Rhine-Westphalia,1st Quintile,No,0.55756,836,1292,0.53046,0.58465
2017,North Rhine-Westphalia,2nd Quintile,Yes,0.55041,344,615,0.51106,0.58975
2017,North Rhine-Westphalia,2nd Quintile,No,0.44959,271,615,0.41025,0.48894
2017,North Rhine-Westphalia,3rd Quintile,Yes,0.59366,419,604,0.55446,0.63286
2017,North Rhine-Westphalia,3rd Quintile,No,0.40634,185,604,0.36714,0.44554
2017,North Rhine-Westphalia,4th Quintile,Yes,0.72382,494,626,0.68877,0.75888
2017,North Rhine-Westphalia,4th Quintile,No,0.27267,132,626,0.23776,0.30759
2017,North Rhine-Westphalia,5th Quintile,Yes,0.82868,554,666,0.80005,0.85732
2017,North Rhine-Westphalia,5th Quintile,No,0.16972,112,666,0.14119,0.19825
2017,Hesse,1st Quintile,Yes,0.42785,133,417,0.38030,0.47539
2017,Hesse,1st Quintile,No,0.57195,284,417,0.52440,0.61950
2017,Hesse,2nd Quintile,Yes,0.52275,104,170,0.44744,0.59806
2017,Hesse,2nd Quintile,No,0.47332,66,170,0.39805,0.54860
2017,Hesse,3rd Quintile,Yes,0.62768,137,203,0.56101,0.69434
2017,Hesse,3rd Quintile,No,0.34895,66,203,0.28322,0.41468
2017,Hesse,4th Quintile,Yes,0.73927,168,216,0.68058,0.79796
2017,Hesse,4th Quintile,No,0.26073,48,216,0.20204,0.31942
2017,Hesse,5th Quintile,Yes,0.79094,212,260,0.74142,0.84046
2017,Hesse,5th Quintile,No,0.20906,48,260,0.15954,0.25858
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.34901,114,355,0.29936,0.39867
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.62200,241,355,0.57149,0.67251
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.45987,108,205,0.39148,0.52827
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.53939,97,205,0.47099,0.60779
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.58642,108,172,0.51260,0.66023
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.41358,64,172,0.33977,0.48740
2017,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.72419,123,167,0.65621,0.79218
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.27445,44,167,0.20657,0.34233
2017,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.76021,129,163,0.69446,0.82596
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.23979,34,163,0.17404,0.30554
2017,Baden-Wuerttemberg,1st Quintile,Yes,0.44156,160,484,0.39727,0.48585
2017,Baden-Wuerttemberg,1st Quintile,No,0.55844,324,484,0.51415,0.60273
2017,Baden-Wuerttemberg,2nd Quintile,Yes,0.51362,173,299,0.45687,0.57037
2017,Baden-Wuerttemberg,2nd Quintile,No,0.48638,126,299,0.42963,0.54313
2017,Baden-Wuerttemberg,3rd Quintile,Yes,0.58343,228,341,0.53102,0.63583
2017,Baden-Wuerttemberg,3rd Quintile,No,0.41657,113,341,0.36417,0.46898
2017,Baden-Wuerttemberg,4th Quintile,Yes,0.69681,313,413,0.65242,0.74119
2017,Baden-Wuerttemberg,4th Quintile,No,0.30319,100,413,0.25881,0.34758
2017,Baden-Wuerttemberg,5th Quintile,Yes,0.78698,379,465,0.74973,0.82424
2017,Baden-Wuerttemberg,5th Quintile,No,0.21302,86,465,0.17576,0.25027
2017,Bavaria,1st Quintile,Yes,0.51334,236,611,0.47368,0.55301
2017,Bavaria,1st Quintile,No,0.48624,375,611,0.44657,0.52590
2017,Bavaria,2nd Quintile,Yes,0.52167,308,517,0.47857,0.56477
2017,Bavaria,2nd Quintile,No,0.46943,209,517,0.42637,0.51249
2017,Bavaria,3rd Quintile,Yes,0.67511,381,512,0.63450,0.71572
2017,Bavaria,3rd Quintile,No,0.32439,131,512,0.28380,0.36498
2017,Bavaria,4th Quintile,Yes,0.69144,397,522,0.65178,0.73110
2017,Bavaria,4th Quintile,No,0.30203,125,522,0.26261,0.34146
2017,Bavaria,5th Quintile,Yes,0.80607,483,586,0.77403,0.83811
2017,Bavaria,5th Quintile,No,0.19393,103,586,0.16189,0.22597
2017,Berlin,1st Quintile,Yes,0.57768,116,227,0.51328,0.64207
2017,Berlin,1st Quintile,No,0.42232,111,227,0.35793,0.48672
2017,Berlin,2nd Quintile,Yes,0.68712,100,147,0.61191,0.76234
2017,Berlin,2nd Quintile,No,0.31288,47,147,0.23766,0.38809
2017,Berlin,3rd Quintile,Yes,0.71814,81,114,0.63518,0.80109
2017,Berlin,3rd Quintile,No,0.27283,33,114,0.19070,0.35495
2017,Berlin,4th Quintile,Yes,0.73710,86,86,0.64351,0.83068
2017,Berlin,5th Quintile,Yes,0.75917,95,95,0.67273,0.84561
2017,Brandenburg,1st Quintile,Yes,0.28740,73,223,0.22787,0.34693
2017,Brandenburg,1st Quintile,No,0.70492,150,223,0.64493,0.76492
2017,Brandenburg,2nd Quintile,Yes,0.41754,76,169,0.34296,0.49211
2017,Brandenburg,2nd Quintile,No,0.58246,93,169,0.50789,0.65704
2017,Brandenburg,3rd Quintile,Yes,0.53379,82,145,0.45231,0.61527
2017,Brandenburg,3rd Quintile,No,0.46414,63,145,0.38268,0.54560
2017,Brandenburg,4th Quintile,Yes,0.54440,54,90,0.44094,0.64787
2017,Brandenburg,4th Quintile,No,0.44206,36,90,0.33888,0.54524
2017,Brandenburg,5th Quintile,Yes,0.82068,59,59,0.72195,0.91941
2017,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.49282,55,150,0.41254,0.57309
2017,Mecklenburg-Western Pomerania,1st Quintile,No,0.50718,95,150,0.42691,0.58746
2017,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.61882,57,95,0.52063,0.71700
2017,Mecklenburg-Western Pomerania,2nd Quintile,No,0.33270,38,95,0.23745,0.42795
2017,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.62157,52,52,0.48846,0.75468
2017,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.81042,33,33,0.67460,0.94623
2017,Saxony,1st Quintile,Yes,0.49255,148,328,0.43836,0.54674
2017,Saxony,1st Quintile,No,0.50658,180,328,0.45239,0.56077
2017,Saxony,2nd Quintile,Yes,0.58301,153,266,0.52365,0.64238
2017,Saxony,2nd Quintile,No,0.40532,113,266,0.34621,0.46443
2017,Saxony,3rd Quintile,Yes,0.60090,141,223,0.53648,0.66532
2017,Saxony,3rd Quintile,No,0.39910,82,223,0.33468,0.46352
2017,Saxony,4th Quintile,Yes,0.72870,115,167,0.66106,0.79634
2017,Saxony,4th Quintile,No,0.27130,52,167,0.20366,0.33894
2017,Saxony,5th Quintile,Yes,0.75481,76,76,0.65744,0.85217
2017,Saxony-Anhalt,1st Quintile,Yes,0.30099,69,230,0.24158,0.36040
2017,Saxony-Anhalt,1st Quintile,No,0.69901,161,230,0.63960,0.75842
2017,Saxony-Anhalt,2nd Quintile,Yes,0.56426,79,145,0.48327,0.64525
2017,Saxony-Anhalt,2nd Quintile,No,0.43574,66,145,0.35475,0.51673
2017,Saxony-Anhalt,3rd Quintile,Yes,0.63339,64,101,0.53894,0.72784
2017,Saxony-Anhalt,3rd Quintile,No,0.36407,37,101,0.26976,0.45838
2017,Saxony-Anhalt,4th Quintile,Yes,0.79362,65,65,0.69447,0.89277
2017,Saxony-Anhalt,5th Quintile,Yes,0.69841,48,48,0.56720,0.82962
2017,Thuringa,1st Quintile,Yes,0.39489,67,193,0.32574,0.46403
2017,Thuringa,1st Quintile,No,0.59500,126,193,0.52556,0.66444
2017,Thuringa,2nd Quintile,Yes,0.47266,96,174,0.39827,0.54706
2017,Thuringa,2nd Quintile,No,0.50551,78,174,0.43100,0.58001
2017,Thuringa,3rd Quintile,Yes,0.60135,82,123,0.51447,0.68823
2017,Thuringa,3rd Quintile,No,0.39865,41,123,0.31177,0.48553
2017,Thuringa,4th Quintile,Yes,0.74175,75,75,0.64203,0.84147
2017,Thuringa,5th Quintile,Yes,0.55250,47,47,0.40880,0.69619
2018,Schleswig-Holstein,1st Quintile,Yes,0.46209,98,231,0.39765,0.52652
2018,Schleswig-Holstein,1st Quintile,No,0.53791,133,231,0.47348,0.60235
2018,Schleswig-Holstein,2nd Quintile,Yes,0.59282,86,138,0.51054,0.67509
2018,Schleswig-Holstein,2nd Quintile,No,0.39047,52,138,0.30878,0.47216
2018,Schleswig-Holstein,3rd Quintile,Yes,0.71206,80,118,0.63001,0.79410
2018,Schleswig-Holstein,3rd Quintile,No,0.28466,38,118,0.20290,0.36643
2018,Schleswig-Holstein,4th Quintile,Yes,0.70231,74,74,0.59741,0.80720
2018,Schleswig-Holstein,5th Quintile,Yes,0.82874,80,80,0.74567,0.91182
2018,Hamburg,1st Quintile,Yes,0.50622,63,110,0.41236,0.60008
2018,Hamburg,1st Quintile,No,0.49378,47,110,0.39992,0.58764
2018,Hamburg,2nd Quintile,Yes,0.52144,38,38,0.36047,0.68240
2018,Hamburg,3rd Quintile,Yes,0.75070,49,49,0.62831,0.87309
2018,Hamburg,4th Quintile,Yes,0.89400,53,53,0.81033,0.97767
2018,Hamburg,5th Quintile,Yes,0.85816,68,68,0.77462,0.94170
2018,Lower Saxony,1st Quintile,Yes,0.51112,309,592,0.47082,0.55142
2018,Lower Saxony,1st Quintile,No,0.48766,283,592,0.44736,0.52796
2018,Lower Saxony,2nd Quintile,Yes,0.55453,197,312,0.49929,0.60976
2018,Lower Saxony,2nd Quintile,No,0.44547,115,312,0.39024,0.50071
2018,Lower Saxony,3rd Quintile,Yes,0.71445,211,291,0.66246,0.76644
2018,Lower Saxony,3rd Quintile,No,0.28261,80,291,0.23079,0.33444
2018,Lower Saxony,4th Quintile,Yes,0.70159,209,271,0.64701,0.75617
2018,Lower Saxony,4th Quintile,No,0.29841,62,271,0.24383,0.35299
2018,Lower Saxony,5th Quintile,Yes,0.76451,262,307,0.71696,0.81205
2018,Lower Saxony,5th Quintile,No,0.23549,45,307,0.18795,0.28304
2018,Bremen,1st Quintile,No,0.69388,60,60,0.57627,0.81148
2018,North Rhine-Westphalia,1st Quintile,Yes,0.46255,469,1155,0.43378,0.49131
2018,North Rhine-Westphalia,1st Quintile,No,0.53196,686,1155,0.50317,0.56074
2018,North Rhine-Westphalia,2nd Quintile,Yes,0.56884,403,683,0.53167,0.60601
2018,North Rhine-Westphalia,2nd Quintile,No,0.43113,280,683,0.39396,0.46830
2018,North Rhine-Westphalia,3rd Quintile,Yes,0.68799,433,611,0.65122,0.72475
2018,North Rhine-Westphalia,3rd Quintile,No,0.30664,178,611,0.27005,0.34323
2018,North Rhine-Westphalia,4th Quintile,Yes,0.72440,465,598,0.68856,0.76025
2018,North Rhine-Westphalia,4th Quintile,No,0.27560,133,598,0.23975,0.31144
2018,North Rhine-Westphalia,5th Quintile,Yes,0.81072,541,648,0.78054,0.84091
2018,North Rhine-Westphalia,5th Quintile,No,0.18928,107,648,0.15909,0.21946
2018,Hesse,1st Quintile,Yes,0.40879,134,384,0.35955,0.45802
2018,Hesse,1st Quintile,No,0.59121,250,384,0.54198,0.64045
2018,Hesse,2nd Quintile,Yes,0.64440,116,195,0.57704,0.71176
2018,Hesse,2nd Quintile,No,0.35560,79,195,0.28824,0.42296
2018,Hesse,3rd Quintile,Yes,0.64593,143,196,0.57881,0.71306
2018,Hesse,3rd Quintile,No,0.35407,53,196,0.28694,0.42119
2018,Hesse,4th Quintile,Yes,0.73059,147,198,0.66864,0.79254
2018,Hesse,4th Quintile,No,0.26941,51,198,0.20746,0.33136
2018,Hesse,5th Quintile,Yes,0.84413,219,255,0.79952,0.88874
2018,Hesse,5th Quintile,No,0.15587,36,255,0.11126,0.20048
2018,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.44227,133,357,0.39068,0.49386
2018,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.55523,224,357,0.50361,0.60686
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.52591,104,192,0.45510,0.59673
2018,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.46573,88,192,0.39498,0.53647
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.55872,102,169,0.48363,0.63380
2018,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.44128,67,169,0.36620,0.51637
2018,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.63413,124,179,0.56337,0.70489
2018,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.36587,55,179,0.29511,0.43663
2018,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.84299,134,134,0.78116,0.90482
2018,Baden-Wuerttemberg,1st Quintile,Yes,0.49854,172,441,0.45183,0.54526
2018,Baden-Wuerttemberg,1st Quintile,No,0.50146,269,441,0.45474,0.54817
2018,Baden-Wuerttemberg,2nd Quintile,Yes,0.57779,177,303,0.52209,0.63350
2018,Baden-Wuerttemberg,2nd Quintile,No,0.41048,126,303,0.35500,0.46596
2018,Baden-Wuerttemberg,3rd Quintile,Yes,0.59442,221,318,0.54037,0.64847
2018,Baden-Wuerttemberg,3rd Quintile,No,0.39066,97,318,0.33695,0.44437
2018,Baden-Wuerttemberg,4th Quintile,Yes,0.77406,293,383,0.73212,0.81600
2018,Baden-Wuerttemberg,4th Quintile,No,0.21364,90,383,0.17254,0.25474
2018,Baden-Wuerttemberg,5th Quintile,Yes,0.83849,346,423,0.80338,0.87360
2018,Baden-Wuerttemberg,5th Quintile,No,0.16121,77,423,0.12612,0.19629
2018,Bavaria,1st Quintile,Yes,0.45500,239,576,0.41430,0.49571
2018,Bavaria,1st Quintile,No,0.54034,337,576,0.49961,0.58108
2018,Bavaria,2nd Quintile,Yes,0.60313,334,493,0.55990,0.64637
2018,Bavaria,2nd Quintile,No,0.39687,159,493,0.35363,0.44010
2018,Bavaria,3rd Quintile,Yes,0.70078,336,451,0.65847,0.74309
2018,Bavaria,3rd Quintile,No,0.29621,115,451,0.25402,0.33839
2018,Bavaria,4th Quintile,Yes,0.70586,401,521,0.66670,0.74503
2018,Bavaria,4th Quintile,No,0.28957,120,521,0.25058,0.32855
2018,Bavaria,5th Quintile,Yes,0.84261,479,574,0.81279,0.87243
2018,Bavaria,5th Quintile,No,0.14899,95,574,0.11983,0.17815
2018,Berlin,1st Quintile,Yes,0.49417,146,271,0.43454,0.55381
2018,Berlin,1st Quintile,No,0.50560,125,271,0.44596,0.56523
2018,Berlin,2nd Quintile,Yes,0.62131,86,142,0.54124,0.70137
2018,Berlin,2nd Quintile,No,0.37788,56,142,0.29785,0.45791
2018,Berlin,3rd Quintile,Yes,0.76697,81,116,0.68970,0.84423
2018,Berlin,3rd Quintile,No,0.23303,35,116,0.15577,0.31030
2018,Berlin,4th Quintile,Yes,0.79875,98,98,0.71896,0.87854
2018,Berlin,5th Quintile,Yes,0.75054,98,98,0.66443,0.83665
2018,Brandenburg,1st Quintile,Yes,0.32373,79,262,0.26696,0.38049
2018,Brandenburg,1st Quintile,No,0.67627,183,262,0.61951,0.73304
2018,Brandenburg,2nd Quintile,Yes,0.59278,85,170,0.51871,0.66686
2018,Brandenburg,2nd Quintile,No,0.40722,85,170,0.33314,0.48129
2018,Brandenburg,3rd Quintile,Yes,0.47468,83,138,0.39106,0.55830
2018,Brandenburg,3rd Quintile,No,0.52532,55,138,0.44170,0.60894
2018,Brandenburg,4th Quintile,Yes,0.66864,56,56,0.54424,0.79304
2018,Brandenburg,5th Quintile,Yes,0.85366,59,59,0.76270,0.94462
2018,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.43530,54,166,0.35965,0.51096
