year,bula_h,quintil_oecd_hh,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Schleswig-Holstein,1st Quintile,Yes,0.41960,97,252,0.35855,0.48066
2016,Schleswig-Holstein,1st Quintile,No,0.57945,155,252,0.51838,0.64052
2016,Schleswig-Holstein,2nd Quintile,Yes,0.38539,49,109,0.29360,0.47718
2016,Schleswig-Holstein,2nd Quintile,No,0.61461,60,109,0.52282,0.70640
2016,Schleswig-Holstein,3rd Quintile,Yes,0.62703,60,96,0.52978,0.72428
2016,Schleswig-Holstein,3rd Quintile,No,0.37297,36,96,0.27572,0.47022
2016,Schleswig-Holstein,4th Quintile,Yes,0.74915,66,66,0.64376,0.85454
2016,Schleswig-Holstein,5th Quintile,Yes,0.52863,54,54,0.39424,0.66302
2016,Hamburg,1st Quintile,No,0.68716,47,47,0.55317,0.82115
2016,Hamburg,2nd Quintile,Yes,0.52689,33,33,0.35390,0.69988
2016,Hamburg,4th Quintile,Yes,0.71064,44,44,0.57510,0.84618
2016,Hamburg,5th Quintile,Yes,0.83715,56,56,0.73957,0.93474
2016,Lower Saxony,1st Quintile,Yes,0.46236,219,533,0.42000,0.50473
2016,Lower Saxony,1st Quintile,No,0.53734,314,533,0.49497,0.57971
2016,Lower Saxony,2nd Quintile,Yes,0.47691,140,250,0.41487,0.53895
2016,Lower Saxony,2nd Quintile,No,0.50059,110,250,0.43848,0.56269
2016,Lower Saxony,3rd Quintile,Yes,0.60635,164,240,0.54441,0.66829
2016,Lower Saxony,3rd Quintile,No,0.39365,76,240,0.33171,0.45559
2016,Lower Saxony,4th Quintile,Yes,0.65754,195,276,0.60145,0.71362
2016,Lower Saxony,4th Quintile,No,0.33982,81,276,0.28384,0.39580
2016,Lower Saxony,5th Quintile,Yes,0.71952,212,271,0.66594,0.77311
2016,Lower Saxony,5th Quintile,No,0.28048,59,271,0.22689,0.33406
2016,Bremen,1st Quintile,No,0.55968,37,37,0.39751,0.72184
2016,North Rhine-Westphalia,1st Quintile,Yes,0.42886,417,1152,0.40027,0.45745
2016,North Rhine-Westphalia,1st Quintile,No,0.56793,735,1152,0.53931,0.59654
2016,North Rhine-Westphalia,2nd Quintile,Yes,0.51627,349,573,0.47531,0.55722
2016,North Rhine-Westphalia,2nd Quintile,No,0.47480,224,573,0.43388,0.51572
2016,North Rhine-Westphalia,3rd Quintile,Yes,0.56894,347,523,0.52646,0.61143
2016,North Rhine-Westphalia,3rd Quintile,No,0.43106,176,523,0.38857,0.47354
2016,North Rhine-Westphalia,4th Quintile,Yes,0.67461,405,540,0.63506,0.71417
2016,North Rhine-Westphalia,4th Quintile,No,0.31749,135,540,0.27819,0.35679
2016,North Rhine-Westphalia,5th Quintile,Yes,0.79439,467,581,0.76150,0.82728
2016,North Rhine-Westphalia,5th Quintile,No,0.19994,114,581,0.16739,0.23249
2016,Hesse,1st Quintile,Yes,0.41492,133,342,0.36262,0.46721
2016,Hesse,1st Quintile,No,0.58328,209,342,0.53095,0.63560
2016,Hesse,2nd Quintile,Yes,0.48839,103,187,0.41655,0.56023
2016,Hesse,2nd Quintile,No,0.51161,84,187,0.43977,0.58345
2016,Hesse,3rd Quintile,Yes,0.58663,107,166,0.51149,0.66177
2016,Hesse,3rd Quintile,No,0.41337,59,166,0.33823,0.48851
2016,Hesse,4th Quintile,Yes,0.69041,121,174,0.62151,0.75930
2016,Hesse,4th Quintile,No,0.30442,53,174,0.23585,0.37299
2016,Hesse,5th Quintile,Yes,0.77041,202,253,0.71848,0.82233
2016,Hesse,5th Quintile,No,0.22959,51,253,0.17767,0.28152
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.33269,124,380,0.28525,0.38013
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.63812,256,380,0.58974,0.68650
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.46006,97,192,0.38938,0.53074
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.53994,95,192,0.46926,0.61062
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.54500,90,158,0.46711,0.62290
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.45500,68,158,0.37710,0.53289
2016,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.61575,101,148,0.53712,0.69439
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.35406,47,148,0.27675,0.43137
2016,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.80619,120,153,0.74334,0.86903
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.18102,33,153,0.11981,0.24223
2016,Baden-Wuerttemberg,1st Quintile,Yes,0.43550,159,464,0.39034,0.48066
2016,Baden-Wuerttemberg,1st Quintile,No,0.56450,305,464,0.51934,0.60966
2016,Baden-Wuerttemberg,2nd Quintile,Yes,0.45376,158,299,0.39723,0.51029
2016,Baden-Wuerttemberg,2nd Quintile,No,0.53552,141,299,0.47889,0.59214
2016,Baden-Wuerttemberg,3rd Quintile,Yes,0.64267,222,331,0.59097,0.69437
2016,Baden-Wuerttemberg,3rd Quintile,No,0.35733,109,331,0.30563,0.40903
2016,Baden-Wuerttemberg,4th Quintile,Yes,0.67781,255,355,0.62913,0.72649
2016,Baden-Wuerttemberg,4th Quintile,No,0.31644,100,355,0.26799,0.36489
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.72556,323,414,0.68253,0.76860
2016,Baden-Wuerttemberg,5th Quintile,No,0.27444,91,414,0.23140,0.31747
2016,Bavaria,1st Quintile,Yes,0.46024,255,593,0.42009,0.50039
2016,Bavaria,1st Quintile,No,0.52782,338,593,0.48761,0.56804
2016,Bavaria,2nd Quintile,Yes,0.53982,294,493,0.49578,0.58386
2016,Bavaria,2nd Quintile,No,0.45478,199,493,0.41078,0.49878
2016,Bavaria,3rd Quintile,Yes,0.60240,292,445,0.55688,0.64793
2016,Bavaria,3rd Quintile,No,0.38920,153,445,0.34384,0.43455
2016,Bavaria,4th Quintile,Yes,0.63815,345,466,0.59447,0.68182
2016,Bavaria,4th Quintile,No,0.35980,121,466,0.31618,0.40343
2016,Bavaria,5th Quintile,Yes,0.78619,425,522,0.75099,0.82140
2016,Bavaria,5th Quintile,No,0.21381,97,522,0.17860,0.24901
2016,Berlin,1st Quintile,Yes,0.47785,99,212,0.41045,0.54525
2016,Berlin,1st Quintile,No,0.52210,113,212,0.45470,0.58950
2016,Berlin,2nd Quintile,Yes,0.58445,66,113,0.49318,0.67572
2016,Berlin,2nd Quintile,No,0.41555,47,113,0.32428,0.50682
2016,Berlin,3rd Quintile,Yes,0.76756,81,116,0.69036,0.84476
2016,Berlin,3rd Quintile,No,0.23244,35,116,0.15524,0.30964
2016,Berlin,4th Quintile,Yes,0.75661,94,94,0.66939,0.84382
2016,Berlin,5th Quintile,Yes,0.73126,82,82,0.63472,0.82780
2016,Brandenburg,1st Quintile,Yes,0.35615,67,223,0.29316,0.41914
2016,Brandenburg,1st Quintile,No,0.64385,156,223,0.58086,0.70684
2016,Brandenburg,2nd Quintile,Yes,0.34974,56,147,0.27238,0.42710
2016,Brandenburg,2nd Quintile,No,0.60609,91,147,0.52683,0.68535
2016,Brandenburg,3rd Quintile,Yes,0.54348,73,128,0.45684,0.63011
2016,Brandenburg,3rd Quintile,No,0.44631,55,128,0.35986,0.53277
2016,Brandenburg,4th Quintile,Yes,0.52081,47,47,0.37645,0.66518
2016,Brandenburg,5th Quintile,Yes,0.84019,62,62,0.74823,0.93215
2016,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.50933,64,152,0.42960,0.58907
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.49067,88,152,0.41093,0.57040
2016,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.50000,43,80,0.38975,0.61026
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.50000,37,80,0.38974,0.61025
2016,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.73914,45,45,0.60940,0.86889
2016,Saxony,1st Quintile,Yes,0.40890,126,322,0.35512,0.46268
2016,Saxony,1st Quintile,No,0.59110,196,322,0.53732,0.64488
2016,Saxony,2nd Quintile,Yes,0.49202,133,232,0.42755,0.55649
2016,Saxony,2nd Quintile,No,0.50296,99,232,0.43848,0.56744
2016,Saxony,3rd Quintile,Yes,0.64867,127,206,0.58332,0.71402
2016,Saxony,3rd Quintile,No,0.35133,79,206,0.28598,0.41668
2016,Saxony,4th Quintile,Yes,0.74920,93,126,0.67320,0.82519
2016,Saxony,4th Quintile,No,0.24316,33,126,0.16795,0.31836
2016,Saxony,5th Quintile,Yes,0.71903,65,65,0.60891,0.82915
2016,Saxony-Anhalt,1st Quintile,Yes,0.38770,82,219,0.32302,0.45238
2016,Saxony-Anhalt,1st Quintile,No,0.60400,137,219,0.53908,0.66892
2016,Saxony-Anhalt,2nd Quintile,Yes,0.44435,60,134,0.35990,0.52880
2016,Saxony-Anhalt,2nd Quintile,No,0.55565,74,134,0.47120,0.64010
2016,Saxony-Anhalt,3rd Quintile,Yes,0.53131,54,99,0.43251,0.63011
2016,Saxony-Anhalt,3rd Quintile,No,0.46553,45,99,0.36677,0.56428
2016,Saxony-Anhalt,4th Quintile,Yes,0.67631,52,52,0.54789,0.80472
2016,Saxony-Anhalt,5th Quintile,Yes,0.77692,33,33,0.63267,0.92116
2016,Thuringa,1st Quintile,Yes,0.42368,69,205,0.35587,0.49149
2016,Thuringa,1st Quintile,No,0.57632,136,205,0.50851,0.64413
2016,Thuringa,2nd Quintile,Yes,0.42168,77,146,0.34130,0.50206
2016,Thuringa,2nd Quintile,No,0.57832,69,146,0.49794,0.65870
2016,Thuringa,3rd Quintile,Yes,0.54212,67,111,0.44901,0.63522
