year,rentown,sampreg,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Owner,West,Yes,0.62789,3535,5135,0.61467,0.64111
2016,Owner,West,No,0.36740,1600,5135,0.35422,0.38059
2016,Owner,East,Yes,0.57896,672,1153,0.55045,0.60747
2016,Owner,East,No,0.41891,481,1153,0.39042,0.44740
2016,Tenant,West,Yes,0.57893,3680,6061,0.56649,0.59136
2016,Tenant,West,No,0.41676,2381,6061,0.40434,0.42917
2016,Tenant,East,Yes,0.52078,1038,1912,0.49838,0.54318
2016,Tenant,East,No,0.47414,874,1912,0.45176,0.49653
2017,Owner,West,Yes,0.67700,4209,5742,0.66490,0.68909
2017,Owner,West,No,0.32061,1533,5742,0.30854,0.33268
2017,Owner,East,Yes,0.56894,792,1307,0.54209,0.59580
2017,Owner,East,No,0.42053,515,1307,0.39376,0.44730
2017,Tenant,West,Yes,0.60742,4577,7988,0.59671,0.61813
2017,Tenant,West,No,0.39105,3411,7988,0.38035,0.40176
2017,Tenant,East,Yes,0.55357,1279,2398,0.53367,0.57347
2017,Tenant,East,No,0.44234,1119,2398,0.42246,0.46222
2018,Owner,West,Yes,0.71000,4142,5494,0.69800,0.72200
2018,Owner,West,No,0.28726,1352,5494,0.27530,0.29923
2018,Owner,East,Yes,0.60849,791,1253,0.58146,0.63553
2018,Owner,East,No,0.39128,462,1253,0.36424,0.41831
2018,Tenant,West,Yes,0.62207,4867,8565,0.61180,0.63234
2018,Tenant,West,No,0.37390,3698,8565,0.36365,0.38414
2018,Tenant,East,Yes,0.54577,1354,2523,0.52633,0.56520
2018,Tenant,East,No,0.45394,1169,2523,0.43451,0.47337
2019,Owner,West,Yes,0.71651,4894,6307,0.70539,0.72764
2019,Owner,West,No,0.28165,1413,6307,0.27055,0.29275
2019,Owner,East,Yes,0.65034,1092,1549,0.62658,0.67409
2019,Owner,East,No,0.34966,457,1549,0.32591,0.37342
2019,Tenant,West,Yes,0.64671,4263,6166,0.63478,0.65865
2019,Tenant,West,No,0.33535,1903,6166,0.32357,0.34714
2019,Tenant,East,Yes,0.57585,1287,2040,0.55440,0.59730
2019,Tenant,East,No,0.41277,753,2040,0.39140,0.43414
2021,Owner,West,Yes,0.52259,2438,4136,0.50737,0.53782
2021,Owner,West,No,0.47419,1698,4136,0.45897,0.48941
2021,Owner,East,Yes,0.48423,509,952,0.45247,0.51599
2021,Owner,East,No,0.51392,443,952,0.48215,0.54568
2021,Tenant,West,Yes,0.50523,2849,5815,0.49238,0.51808
2021,Tenant,West,No,0.49407,2966,5815,0.48122,0.50692
2021,Tenant,East,Yes,0.48980,798,1629,0.46551,0.51408
2021,Tenant,East,No,0.50576,831,1629,0.48147,0.53005
