year,rentown,hlf0613,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Owner,Yes,0.62095,4207,6288,0.60896,0.63294
2016,Owner,No,0.37471,2081,6288,0.36274,0.38667
2016,Tenant,Yes,0.56657,4718,7973,0.55569,0.57745
2016,Tenant,No,0.42895,3255,7973,0.41809,0.43982
2017,Owner,Yes,0.66194,5001,7049,0.65089,0.67298
2017,Owner,No,0.33454,2048,7049,0.32352,0.34555
2017,Tenant,Yes,0.59613,5856,10386,0.58669,0.60557
2017,Tenant,No,0.40180,4530,10386,0.39237,0.41123
2018,Owner,Yes,0.69587,4933,6747,0.68489,0.70684
2018,Owner,No,0.30175,1814,6747,0.29079,0.31270
2018,Tenant,Yes,0.60611,6221,11088,0.59702,0.61521
2018,Tenant,No,0.39064,4867,11088,0.38155,0.39972
2019,Owner,Yes,0.70697,5996,7871,0.69691,0.71703
2019,Owner,No,0.29146,1875,7871,0.28142,0.30150
2019,Tenant,Yes,0.63223,5582,8254,0.62183,0.64264
2019,Tenant,No,0.35121,2672,8254,0.34091,0.36151
2021,Owner,Yes,0.51720,2947,5088,0.50347,0.53093
2021,Owner,No,0.47977,2141,5088,0.46604,0.49350
2021,Tenant,Yes,0.50210,3647,7444,0.49074,0.51346
2021,Tenant,No,0.49644,3797,7444,0.48508,0.50780
