year,bula_h,quintil_oecd_hh,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Lower Saxony,3rd Quintile,No,0.56520,115,213,0.49847,0.63193
2001,Lower Saxony,4th Quintile,Yes,0.40469,87,212,0.33847,0.47092
2001,Lower Saxony,4th Quintile,No,0.59531,125,212,0.52908,0.66153
2001,Lower Saxony,5th Quintile,Yes,0.34671,68,191,0.27903,0.41438
2001,Lower Saxony,5th Quintile,No,0.65329,123,191,0.58562,0.72097
2001,North Rhine-Westphalia,1st Quintile,Yes,0.29308,142,462,0.25153,0.33463
2001,North Rhine-Westphalia,1st Quintile,No,0.70692,320,462,0.66537,0.74847
2001,North Rhine-Westphalia,2nd Quintile,Yes,0.30803,153,464,0.26597,0.35008
2001,North Rhine-Westphalia,2nd Quintile,No,0.69197,311,464,0.64992,0.73403
2001,North Rhine-Westphalia,3rd Quintile,Yes,0.37884,195,500,0.33627,0.42140
2001,North Rhine-Westphalia,3rd Quintile,No,0.62116,305,500,0.57860,0.66373
2001,North Rhine-Westphalia,4th Quintile,Yes,0.33832,184,515,0.29741,0.37922
2001,North Rhine-Westphalia,4th Quintile,No,0.66168,331,515,0.62078,0.70259
2001,North Rhine-Westphalia,5th Quintile,Yes,0.27204,161,543,0.23457,0.30950
2001,North Rhine-Westphalia,5th Quintile,No,0.72796,382,543,0.69050,0.76543
2001,Hesse,1st Quintile,Yes,0.24742,34,133,0.17380,0.32103
2001,Hesse,1st Quintile,No,0.75258,99,133,0.67897,0.82620
2001,Hesse,2nd Quintile,Yes,0.27407,50,149,0.20221,0.34594
2001,Hesse,2nd Quintile,No,0.72593,99,149,0.65406,0.79779
2001,Hesse,3rd Quintile,Yes,0.31104,55,155,0.23792,0.38415
2001,Hesse,3rd Quintile,No,0.68896,100,155,0.61585,0.76208
2001,Hesse,4th Quintile,Yes,0.32832,60,156,0.25439,0.40225
2001,Hesse,4th Quintile,No,0.67168,96,156,0.59775,0.74561
2001,Hesse,5th Quintile,Yes,0.27242,60,185,0.20809,0.33674
2001,Hesse,5th Quintile,No,0.72758,125,185,0.66326,0.79191
2001,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.39626,56,134,0.31314,0.47939
2001,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.60374,78,134,0.52061,0.68686
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.42906,74,158,0.35164,0.50648
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.57094,84,158,0.49352,0.64836
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.37293,58,136,0.29135,0.45450
2001,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.62707,78,136,0.54550,0.70865
2001,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.45923,79,172,0.38453,0.53392
2001,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.54077,93,172,0.46608,0.61547
2001,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.37907,49,120,0.29190,0.46624
2001,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.62093,71,120,0.53376,0.70810
2001,Baden-Wuerttemberg,1st Quintile,Yes,0.28410,63,223,0.22477,0.34342
2001,Baden-Wuerttemberg,1st Quintile,No,0.71590,160,223,0.65658,0.77523
2001,Baden-Wuerttemberg,2nd Quintile,Yes,0.40743,96,252,0.34664,0.46822
2001,Baden-Wuerttemberg,2nd Quintile,No,0.59257,156,252,0.53178,0.65336
2001,Baden-Wuerttemberg,3rd Quintile,Yes,0.24913,78,282,0.19856,0.29970
2001,Baden-Wuerttemberg,3rd Quintile,No,0.75087,204,282,0.70030,0.80144
2001,Baden-Wuerttemberg,4th Quintile,Yes,0.28752,102,305,0.23664,0.33840
2001,Baden-Wuerttemberg,4th Quintile,No,0.71248,203,305,0.66160,0.76336
2001,Baden-Wuerttemberg,5th Quintile,Yes,0.33782,105,300,0.28420,0.39143
2001,Baden-Wuerttemberg,5th Quintile,No,0.66218,195,300,0.60857,0.71580
2001,Bavaria,1st Quintile,Yes,0.36708,99,246,0.30672,0.42743
2001,Bavaria,1st Quintile,No,0.63292,147,246,0.57257,0.69328
2001,Bavaria,2nd Quintile,Yes,0.33111,121,310,0.27864,0.38359
2001,Bavaria,2nd Quintile,No,0.66889,189,310,0.61641,0.72136
2001,Bavaria,3rd Quintile,Yes,0.33803,122,316,0.28579,0.39027
2001,Bavaria,3rd Quintile,No,0.66197,194,316,0.60973,0.71421
2001,Bavaria,4th Quintile,Yes,0.34888,144,369,0.30018,0.39758
2001,Bavaria,4th Quintile,No,0.65112,225,369,0.60242,0.69982
2001,Bavaria,5th Quintile,Yes,0.28507,118,374,0.23925,0.33089
2001,Bavaria,5th Quintile,No,0.71493,256,374,0.66911,0.76075
2001,Berlin,1st Quintile,Yes,0.28045,39,126,0.20170,0.35920
2001,Berlin,1st Quintile,No,0.71955,87,126,0.64080,0.79830
2001,Berlin,2nd Quintile,No,0.75275,61,61,0.64359,0.86192
2001,Berlin,3rd Quintile,Yes,0.35956,31,85,0.25694,0.46219
2001,Berlin,3rd Quintile,No,0.64044,54,85,0.53781,0.74306
2001,Berlin,4th Quintile,Yes,0.36082,38,99,0.26574,0.45591
2001,Berlin,4th Quintile,No,0.63918,61,99,0.54409,0.73426
2001,Berlin,5th Quintile,No,0.67714,60,60,0.55783,0.79645
2001,Brandenburg,1st Quintile,Yes,0.40488,50,112,0.31356,0.49619
2001,Brandenburg,1st Quintile,No,0.59512,62,112,0.50381,0.68644
2001,Brandenburg,2nd Quintile,Yes,0.51340,72,132,0.42780,0.59899
2001,Brandenburg,2nd Quintile,No,0.48660,60,132,0.40101,0.57220
2001,Brandenburg,3rd Quintile,Yes,0.53192,64,119,0.44188,0.62195
2001,Brandenburg,3rd Quintile,No,0.46808,55,119,0.37805,0.55812
2001,Brandenburg,4th Quintile,Yes,0.59502,47,83,0.48877,0.70127
2001,Brandenburg,4th Quintile,No,0.40498,36,83,0.29873,0.51123
2001,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.50144,40,80,0.39118,0.61170
2001,Mecklenburg-Western Pomerania,1st Quintile,No,0.49856,40,80,0.38830,0.60882
2001,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.36796,37,86,0.26544,0.47048
2001,Mecklenburg-Western Pomerania,2nd Quintile,No,0.63204,49,86,0.52952,0.73456
2001,Saxony,1st Quintile,Yes,0.37892,80,198,0.31118,0.44666
2001,Saxony,1st Quintile,No,0.62108,118,198,0.55334,0.68882
2001,Saxony,2nd Quintile,Yes,0.50151,142,256,0.44014,0.56288
2001,Saxony,2nd Quintile,No,0.49849,114,256,0.43712,0.55986
2001,Saxony,3rd Quintile,Yes,0.43969,97,203,0.37125,0.50814
2001,Saxony,3rd Quintile,No,0.56031,106,203,0.49186,0.62875
2001,Saxony,4th Quintile,Yes,0.37579,53,123,0.28985,0.46174
2001,Saxony,4th Quintile,No,0.62421,70,123,0.53826,0.71015
2001,Saxony,5th Quintile,Yes,0.46215,32,69,0.34364,0.58065
2001,Saxony,5th Quintile,No,0.53785,37,69,0.41935,0.65636
2001,Saxony-Anhalt,1st Quintile,Yes,0.43562,57,115,0.34460,0.52664
2001,Saxony-Anhalt,1st Quintile,No,0.56438,58,115,0.47336,0.65540
2001,Saxony-Anhalt,2nd Quintile,Yes,0.48403,77,141,0.40125,0.56681
2001,Saxony-Anhalt,2nd Quintile,No,0.51597,64,141,0.43319,0.59875
2001,Saxony-Anhalt,3rd Quintile,Yes,0.54104,71,119,0.45112,0.63095
2001,Saxony-Anhalt,3rd Quintile,No,0.45896,48,119,0.36905,0.54888
2001,Saxony-Anhalt,4th Quintile,Yes,0.52119,47,88,0.41622,0.62617
2001,Saxony-Anhalt,4th Quintile,No,0.47881,41,88,0.37383,0.58378
2001,Thuringa,1st Quintile,Yes,0.45139,57,119,0.36160,0.54118
2001,Thuringa,1st Quintile,No,0.54861,62,119,0.45882,0.63840
2001,Thuringa,2nd Quintile,Yes,0.42588,65,129,0.34022,0.51154
2001,Thuringa,2nd Quintile,No,0.57412,64,129,0.48846,0.65978
2001,Thuringa,3rd Quintile,Yes,0.46187,71,130,0.37584,0.54791
2001,Thuringa,3rd Quintile,No,0.53813,59,130,0.45209,0.62416
2001,Thuringa,4th Quintile,Yes,0.47683,46,83,0.36872,0.58493
2001,Thuringa,4th Quintile,No,0.52317,37,83,0.41507,0.63128
2006,Schleswig-Holstein,1st Quintile,No,0.64440,39,39,0.49220,0.79660
2006,Schleswig-Holstein,2nd Quintile,No,0.72261,43,43,0.58721,0.85801
2006,Schleswig-Holstein,3rd Quintile,No,0.75165,47,47,0.62680,0.87651
2006,Schleswig-Holstein,4th Quintile,Yes,0.48214,41,88,0.37714,0.58714
2006,Schleswig-Holstein,4th Quintile,No,0.51786,47,88,0.41286,0.62286
2006,Schleswig-Holstein,5th Quintile,Yes,0.33748,35,103,0.24571,0.42924
2006,Schleswig-Holstein,5th Quintile,No,0.66252,68,103,0.57076,0.75429
2006,Hamburg,1st Quintile,No,0.86833,34,34,0.75296,0.98370
2006,Hamburg,4th Quintile,No,0.91931,32,32,0.82343,1.01519
2006,Hamburg,5th Quintile,No,0.83696,43,43,0.72524,0.94868
2006,Lower Saxony,1st Quintile,Yes,0.32747,57,156,0.25359,0.40136
2006,Lower Saxony,1st Quintile,No,0.67253,99,156,0.59864,0.74641
2006,Lower Saxony,2nd Quintile,Yes,0.34809,76,190,0.28018,0.41601
2006,Lower Saxony,2nd Quintile,No,0.65191,114,190,0.58399,0.71982
2006,Lower Saxony,3rd Quintile,Yes,0.41262,85,200,0.34422,0.48102
2006,Lower Saxony,3rd Quintile,No,0.58738,115,200,0.51898,0.65578
2006,Lower Saxony,4th Quintile,Yes,0.32561,88,238,0.26595,0.38527
2006,Lower Saxony,4th Quintile,No,0.67439,150,238,0.61473,0.73405
2006,Lower Saxony,5th Quintile,Yes,0.35521,119,289,0.29994,0.41048
2006,Lower Saxony,5th Quintile,No,0.64479,170,289,0.58952,0.70006
2006,North Rhine-Westphalia,1st Quintile,Yes,0.28198,128,438,0.23979,0.32417
2006,North Rhine-Westphalia,1st Quintile,No,0.71802,310,438,0.67583,0.76021
2006,North Rhine-Westphalia,2nd Quintile,Yes,0.28843,127,411,0.24458,0.33228
2006,North Rhine-Westphalia,2nd Quintile,No,0.71157,284,411,0.66772,0.75542
2006,North Rhine-Westphalia,3rd Quintile,Yes,0.32490,165,442,0.28119,0.36861
2006,North Rhine-Westphalia,3rd Quintile,No,0.67510,277,442,0.63139,0.71881
2006,North Rhine-Westphalia,4th Quintile,Yes,0.34133,196,526,0.30077,0.38189
2006,North Rhine-Westphalia,4th Quintile,No,0.65867,330,526,0.61811,0.69923
2006,North Rhine-Westphalia,5th Quintile,Yes,0.30465,241,720,0.27101,0.33830
2006,North Rhine-Westphalia,5th Quintile,No,0.69535,479,720,0.66170,0.72899
2006,Hesse,1st Quintile,Yes,0.25780,36,122,0.17986,0.33574
2006,Hesse,1st Quintile,No,0.74220,86,122,0.66426,0.82014
2006,Hesse,2nd Quintile,Yes,0.36662,54,121,0.28040,0.45284
2006,Hesse,2nd Quintile,No,0.63338,67,121,0.54716,0.71960
2006,Hesse,3rd Quintile,Yes,0.36954,62,156,0.29355,0.44553
2006,Hesse,3rd Quintile,No,0.63046,94,156,0.55447,0.70645
2006,Hesse,4th Quintile,Yes,0.25973,55,164,0.19242,0.32705
2006,Hesse,4th Quintile,No,0.74027,109,164,0.67295,0.80758
2006,Hesse,5th Quintile,Yes,0.34329,109,282,0.28777,0.39881
2006,Hesse,5th Quintile,No,0.65671,173,282,0.60119,0.71223
2006,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.36744,51,134,0.28550,0.44937
2006,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.63256,83,134,0.55063,0.71450
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.40323,51,132,0.31922,0.48723
2006,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.59677,81,132,0.51277,0.68078
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.38284,63,135,0.30054,0.46515
2006,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.61716,72,135,0.53485,0.69946
2006,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.34750,59,150,0.27104,0.42396
2006,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.65250,91,150,0.57604,0.72896
2006,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.37526,73,176,0.30352,0.44700
2006,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.62474,103,176,0.55300,0.69648
2006,Baden-Wuerttemberg,1st Quintile,Yes,0.24596,47,180,0.18287,0.30905
2006,Baden-Wuerttemberg,1st Quintile,No,0.75404,133,180,0.69095,0.81713
2006,Baden-Wuerttemberg,2nd Quintile,Yes,0.36318,82,223,0.29992,0.42645
2006,Baden-Wuerttemberg,2nd Quintile,No,0.63682,141,223,0.57355,0.70008
2006,Baden-Wuerttemberg,3rd Quintile,Yes,0.31110,90,281,0.25687,0.36532
2006,Baden-Wuerttemberg,3rd Quintile,No,0.68890,191,281,0.63468,0.74313
2006,Baden-Wuerttemberg,4th Quintile,Yes,0.36429,129,326,0.31197,0.41661
2006,Baden-Wuerttemberg,4th Quintile,No,0.63571,197,326,0.58339,0.68803
2006,Baden-Wuerttemberg,5th Quintile,Yes,0.25324,147,462,0.21354,0.29294
2006,Baden-Wuerttemberg,5th Quintile,No,0.74676,315,462,0.70706,0.78646
2006,Bavaria,1st Quintile,Yes,0.32746,80,228,0.26641,0.38850
2006,Bavaria,1st Quintile,No,0.67254,148,228,0.61150,0.73359
2006,Bavaria,2nd Quintile,Yes,0.31206,102,259,0.25552,0.36860
2006,Bavaria,2nd Quintile,No,0.68794,157,259,0.63140,0.74448
2006,Bavaria,3rd Quintile,Yes,0.40241,143,344,0.35052,0.45431
2006,Bavaria,3rd Quintile,No,0.59759,201,344,0.54569,0.64948
2006,Bavaria,4th Quintile,Yes,0.36007,140,378,0.31161,0.40853
2006,Bavaria,4th Quintile,No,0.63993,238,378,0.59147,0.68839
2006,Bavaria,5th Quintile,Yes,0.30336,178,520,0.26381,0.34291
2006,Bavaria,5th Quintile,No,0.69664,342,520,0.65709,0.73619
2006,Berlin,1st Quintile,Yes,0.29304,31,115,0.20949,0.37660
2006,Berlin,1st Quintile,No,0.70696,84,115,0.62340,0.79051
2006,Berlin,2nd Quintile,No,0.72853,55,55,0.60991,0.84714
2006,Berlin,3rd Quintile,No,0.69288,50,50,0.56371,0.82204
2006,Berlin,4th Quintile,Yes,0.26574,33,96,0.17691,0.35457
2006,Berlin,4th Quintile,No,0.73426,63,96,0.64543,0.82309
2006,Berlin,5th Quintile,Yes,0.20411,31,113,0.12946,0.27876
2006,Berlin,5th Quintile,No,0.79589,82,113,0.72124,0.87054
2006,Brandenburg,1st Quintile,Yes,0.57622,62,108,0.48259,0.66986
2006,Brandenburg,1st Quintile,No,0.42378,46,108,0.33014,0.51741
2006,Brandenburg,2nd Quintile,Yes,0.49519,75,144,0.41324,0.57713
2006,Brandenburg,2nd Quintile,No,0.50481,69,144,0.42287,0.58676
2006,Brandenburg,3rd Quintile,Yes,0.44614,58,121,0.35719,0.53508
2006,Brandenburg,3rd Quintile,No,0.55386,63,121,0.46492,0.64281
2006,Brandenburg,4th Quintile,Yes,0.50474,47,90,0.40086,0.60861
2006,Brandenburg,4th Quintile,No,0.49526,43,90,0.39139,0.59914
2006,Brandenburg,5th Quintile,Yes,0.40636,37,69,0.28962,0.52310
2006,Brandenburg,5th Quintile,No,0.59364,32,69,0.47690,0.71038
2006,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.40179,33,75,0.29009,0.51349
2006,Mecklenburg-Western Pomerania,1st Quintile,No,0.59821,42,75,0.48651,0.70991
2006,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.41841,34,82,0.31098,0.52584
2006,Mecklenburg-Western Pomerania,2nd Quintile,No,0.58159,48,82,0.47416,0.68902
2006,Saxony,1st Quintile,Yes,0.37372,85,205,0.30733,0.44010
2006,Saxony,1st Quintile,No,0.62628,120,205,0.55990,0.69267
2006,Saxony,2nd Quintile,Yes,0.40239,88,205,0.33510,0.46969
2006,Saxony,2nd Quintile,No,0.59761,117,205,0.53031,0.66490
2006,Saxony,3rd Quintile,Yes,0.43700,100,221,0.37146,0.50255
2006,Saxony,3rd Quintile,No,0.56300,121,221,0.49745,0.62854
2006,Saxony,4th Quintile,Yes,0.29012,57,151,0.21750,0.36275
2006,Saxony,4th Quintile,No,0.70988,94,151,0.63725,0.78250
2006,Saxony,5th Quintile,Yes,0.51048,47,95,0.40942,0.61154
2006,Saxony,5th Quintile,No,0.48952,48,95,0.38846,0.59058
2006,Saxony-Anhalt,1st Quintile,Yes,0.39313,51,110,0.30143,0.48482
2006,Saxony-Anhalt,1st Quintile,No,0.60687,59,110,0.51518,0.69857
2006,Saxony-Anhalt,2nd Quintile,Yes,0.44801,58,115,0.35672,0.53930
2006,Saxony-Anhalt,2nd Quintile,No,0.55199,57,115,0.46070,0.64328
2006,Saxony-Anhalt,3rd Quintile,Yes,0.48015,68,132,0.39460,0.56571
2006,Saxony-Anhalt,3rd Quintile,No,0.51985,64,132,0.43429,0.60540
2006,Saxony-Anhalt,4th Quintile,Yes,0.65781,49,49,0.52359,0.79203
2006,Saxony-Anhalt,5th Quintile,No,0.51337,31,31,0.33451,0.69223
2006,Thuringa,1st Quintile,Yes,0.45425,61,111,0.36120,0.54729
2006,Thuringa,1st Quintile,No,0.54575,50,111,0.45271,0.63880
2006,Thuringa,2nd Quintile,Yes,0.34978,59,140,0.27050,0.42907
2006,Thuringa,2nd Quintile,No,0.65022,81,140,0.57093,0.72950
2006,Thuringa,3rd Quintile,Yes,0.41025,51,110,0.31790,0.50259
2006,Thuringa,3rd Quintile,No,0.58975,59,110,0.49741,0.68210
2006,Thuringa,4th Quintile,Yes,0.36296,55,104,0.27009,0.45582
2006,Thuringa,4th Quintile,No,0.63704,49,104,0.54418,0.72991
2011,Schleswig-Holstein,1st Quintile,No,0.81300,72,72,0.72230,0.90370
2011,Schleswig-Holstein,2nd Quintile,No,0.72281,53,53,0.60114,0.84447
2011,Schleswig-Holstein,3rd Quintile,Yes,0.31737,33,80,0.21473,0.42001
2011,Schleswig-Holstein,3rd Quintile,No,0.68263,47,80,0.57999,0.78527
2011,Schleswig-Holstein,4th Quintile,No,0.72072,51,51,0.59636,0.84508
2011,Schleswig-Holstein,5th Quintile,Yes,0.39322,31,78,0.28412,0.50233
2011,Schleswig-Holstein,5th Quintile,No,0.60678,47,78,0.49767,0.71588
2011,Hamburg,2nd Quintile,No,0.84783,34,34,0.72528,0.97038
2011,Hamburg,5th Quintile,No,0.73583,41,41,0.59920,0.87247
2011,Lower Saxony,1st Quintile,Yes,0.31032,63,178,0.24217,0.37848
2011,Lower Saxony,1st Quintile,No,0.68968,115,178,0.62152,0.75783
2011,Lower Saxony,2nd Quintile,Yes,0.27069,59,180,0.20560,0.33578
2011,Lower Saxony,2nd Quintile,No,0.72931,121,180,0.66422,0.79440
2011,Lower Saxony,3rd Quintile,Yes,0.41635,99,212,0.34984,0.48287
2011,Lower Saxony,3rd Quintile,No,0.58365,113,212,0.51713,0.65016
2011,Lower Saxony,4th Quintile,Yes,0.36572,95,239,0.30453,0.42691
2011,Lower Saxony,4th Quintile,No,0.63428,144,239,0.57309,0.69547
2011,Lower Saxony,5th Quintile,Yes,0.30445,92,278,0.25026,0.35865
2011,Lower Saxony,5th Quintile,No,0.69555,186,278,0.64135,0.74974
