year,regtyp,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
2008,Rural regions,6597,4.40778,4.35129,4.46427,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2009,Urban regions,11672,3.77999,3.73941,3.82057,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,4.00000,4.00000
2009,Rural regions,6269,3.68805,3.63304,3.74306,2.00000,4.00000,5.00000,0.00000,9.50000,4.00000,3.97500,4.00000
2010,Urban regions,15610,4.26524,4.22814,4.30233,2.00000,4.00000,6.00000,0.00000,10.00000,4.00000,4.00000,5.00000
2010,Rural regions,8274,4.30690,4.25635,4.35745,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2011,Urban regions,13357,4.53537,4.49631,4.57443,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2011,Rural regions,7331,4.51401,4.46143,4.56659,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,Urban regions,17480,4.81275,4.77908,4.84643,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2012,Rural regions,10078,4.82706,4.78212,4.87200,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2013,Urban regions,15873,4.49905,4.46077,4.53732,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2013,Rural regions,7884,4.52215,4.46859,4.57572,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,Urban regions,17530,4.72333,4.68751,4.75914,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2014,Rural regions,9365,4.76700,4.71862,4.81539,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,Urban regions,17458,4.81737,4.78180,4.85295,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2015,Rural regions,9265,4.86594,4.81790,4.91397,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,Urban regions,17730,4.83417,4.79840,4.86995,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2016,Rural regions,9304,4.92958,4.88104,4.97812,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,Urban regions,19836,4.75018,4.71702,4.78335,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2017,Rural regions,10520,4.70389,4.65905,4.74873,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2018,Urban regions,19177,4.43956,4.40481,4.47430,3.00000,5.00000,6.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2018,Rural regions,9920,4.38468,4.33764,4.43173,2.00000,5.00000,6.00000,0.00000,10.00000,5.00000,4.00000,5.00000
2019,Urban regions,18750,4.99124,4.95685,5.02563,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2019,Rural regions,9680,4.94126,4.89407,4.98844,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,Urban regions,19879,4.97514,4.94277,5.00752,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2020,Rural regions,9411,4.96227,4.91540,5.00913,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,Urban regions,13265,5.03004,4.99132,5.06877,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2021,Rural regions,6221,5.02809,4.97040,5.08579,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2022,Urban regions,17676,4.88283,4.84870,4.91695,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
2022,Rural regions,8404,4.86556,4.81437,4.91675,3.00000,5.00000,7.00000,0.00000,10.00000,5.00000,5.00000,5.00000
