year,quintil_oecd,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,1st Quintile,Yes,0.02137,71,2879,0.01608,0.02665
2009,1st Quintile,No,0.79758,2808,2879,0.78290,0.81226
2009,2nd Quintile,Yes,0.01178,56,3166,0.00802,0.01553
2009,2nd Quintile,No,0.79580,3110,3166,0.78176,0.80985
2009,3rd Quintile,Yes,0.01769,59,3434,0.01328,0.02210
2009,3rd Quintile,No,0.82291,3375,3434,0.81014,0.83568
2009,4th Quintile,Yes,0.01047,42,3732,0.00721,0.01374
2009,4th Quintile,No,0.84253,3690,3732,0.83084,0.85421
2009,5th Quintile,Yes,0.01367,59,4802,0.01038,0.01695
2009,5th Quintile,No,0.88434,4743,4802,0.87530,0.89339
2011,1st Quintile,Yes,0.02295,70,2462,0.01704,0.02887
2011,1st Quintile,No,0.64985,2392,2462,0.63101,0.66870
2011,2nd Quintile,Yes,0.02342,78,2762,0.01778,0.02906
2011,2nd Quintile,No,0.69442,2684,2762,0.67723,0.71160
2011,3rd Quintile,Yes,0.01746,56,3070,0.01283,0.02210
2011,3rd Quintile,No,0.76267,3014,3070,0.74762,0.77772
2011,4th Quintile,Yes,0.01321,47,3218,0.00926,0.01715
2011,4th Quintile,No,0.79117,3171,3218,0.77713,0.80522
2011,5th Quintile,Yes,0.01347,51,4150,0.00996,0.01698
2011,5th Quintile,No,0.83625,4099,4150,0.82499,0.84751
2013,1st Quintile,Yes,0.02566,107,3103,0.02009,0.03122
2013,1st Quintile,No,0.68364,2996,3103,0.66727,0.70000
2013,2nd Quintile,Yes,0.02153,87,3436,0.01668,0.02639
2013,2nd Quintile,No,0.72587,3349,3436,0.71095,0.74079
2013,3rd Quintile,Yes,0.02219,96,3592,0.01737,0.02701
2013,3rd Quintile,No,0.75728,3496,3592,0.74326,0.77131
2013,4th Quintile,Yes,0.01177,63,3938,0.00840,0.01513
2013,4th Quintile,No,0.80832,3875,3938,0.79602,0.82062
2013,5th Quintile,Yes,0.01193,57,4793,0.00886,0.01500
2013,5th Quintile,No,0.85279,4736,4793,0.84275,0.86282
2015,1st Quintile,Yes,0.02003,119,5007,0.01615,0.02392
2015,1st Quintile,No,0.77602,4888,5007,0.76447,0.78757
2015,2nd Quintile,Yes,0.02582,129,5281,0.02154,0.03010
2015,2nd Quintile,No,0.80109,5152,5281,0.79033,0.81186
2015,3rd Quintile,Yes,0.02128,98,4880,0.01723,0.02533
2015,3rd Quintile,No,0.81716,4782,4880,0.80632,0.82801
2015,4th Quintile,Yes,0.01579,68,4767,0.01225,0.01933
2015,4th Quintile,No,0.84704,4699,4767,0.83682,0.85726
2015,5th Quintile,Yes,0.01414,76,5101,0.01090,0.01738
2015,5th Quintile,No,0.88227,5025,5101,0.87342,0.89111
2017,1st Quintile,Yes,0.02072,102,4676,0.01663,0.02480
2017,1st Quintile,No,0.74715,4574,4676,0.73469,0.75960
2017,2nd Quintile,Yes,0.02642,116,4851,0.02191,0.03094
2017,2nd Quintile,No,0.80311,4735,4851,0.79192,0.81430
2017,3rd Quintile,Yes,0.02117,96,4415,0.01692,0.02541
2017,3rd Quintile,No,0.81576,4319,4415,0.80432,0.82720
2017,4th Quintile,Yes,0.01721,71,4340,0.01334,0.02107
2017,4th Quintile,No,0.85920,4269,4340,0.84885,0.86955
2017,5th Quintile,Yes,0.01492,71,4554,0.01140,0.01845
2017,5th Quintile,No,0.87764,4483,4554,0.86812,0.88716
2019,1st Quintile,Yes,0.02365,111,4398,0.01916,0.02814
2019,1st Quintile,No,0.73579,4287,4398,0.72276,0.74882
2019,2nd Quintile,Yes,0.02274,116,4763,0.01851,0.02698
2019,2nd Quintile,No,0.79480,4647,4763,0.78333,0.80627
2019,3rd Quintile,Yes,0.01862,95,4509,0.01468,0.02257
2019,3rd Quintile,No,0.81953,4414,4509,0.80830,0.83075
2019,4th Quintile,Yes,0.01725,73,4270,0.01334,0.02116
2019,4th Quintile,No,0.83949,4197,4270,0.82848,0.85050
2019,5th Quintile,Yes,0.01507,87,4786,0.01162,0.01852
2019,5th Quintile,No,0.88301,4699,4786,0.87390,0.89211
2021,1st Quintile,Yes,0.01904,81,4717,0.01514,0.02295
2021,1st Quintile,No,0.76948,4636,4717,0.75746,0.78150
2021,2nd Quintile,Yes,0.02923,91,3582,0.02371,0.03475
2021,2nd Quintile,No,0.77347,3491,3582,0.75976,0.78718
2021,3rd Quintile,Yes,0.01725,54,3034,0.01262,0.02188
2021,3rd Quintile,No,0.79755,2980,3034,0.78325,0.81185
2021,4th Quintile,Yes,0.01772,60,3246,0.01318,0.02225
2021,4th Quintile,No,0.83712,3186,3246,0.82442,0.84983
2021,5th Quintile,Yes,0.01929,82,4281,0.01517,0.02341
2021,5th Quintile,No,0.84925,4199,4281,0.83853,0.85996
