year,age_gr,quintil_oecd,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,17-29 y.,1st Quintile,No,0.93179,713,713,0.91327,0.95031
2009,17-29 y.,2nd Quintile,No,0.91154,492,492,0.88642,0.93666
2009,17-29 y.,3rd Quintile,No,0.93741,552,552,0.91718,0.95763
2009,17-29 y.,4th Quintile,No,0.94679,587,587,0.92862,0.96497
2009,17-29 y.,5th Quintile,No,0.94382,506,506,0.92374,0.96391
2009,30-45 y.,1st Quintile,No,0.99668,652,652,0.99226,1.00110
2009,30-45 y.,2nd Quintile,No,0.99952,838,838,0.99804,1.00100
2009,30-45 y.,3rd Quintile,No,0.99917,971,971,0.99737,1.00098
2009,30-45 y.,4th Quintile,No,0.99642,1042,1042,0.99279,1.00005
2009,30-45 y.,5th Quintile,No,0.99695,1162,1162,0.99378,1.00012
2009,46-65 y.,1st Quintile,No,0.96476,759,759,0.95163,0.97789
2009,46-65 y.,2nd Quintile,No,0.98928,777,777,0.98204,0.99653
2009,46-65 y.,3rd Quintile,No,0.97997,1036,1036,0.97144,0.98851
2009,46-65 y.,4th Quintile,No,0.98477,1391,1391,0.97833,0.99121
2009,46-65 y.,5th Quintile,No,0.98812,2271,2271,0.98366,0.99257
2009,66 and older,1st Quintile,Yes,0.05870,39,723,0.04156,0.07585
2009,66 and older,1st Quintile,No,0.94130,684,723,0.92415,0.95844
2009,66 and older,2nd Quintile,Yes,0.03636,45,1048,0.02503,0.04770
2009,66 and older,2nd Quintile,No,0.96364,1003,1048,0.95230,0.97497
2009,66 and older,3rd Quintile,Yes,0.05936,41,857,0.04353,0.07519
2009,66 and older,3rd Quintile,No,0.94064,816,857,0.92481,0.95647
2009,66 and older,4th Quintile,No,0.97007,670,670,0.95716,0.98299
2009,66 and older,5th Quintile,Yes,0.05427,36,840,0.03894,0.06960
2009,66 and older,5th Quintile,No,0.94573,804,840,0.93040,0.96106
2011,17-29 y.,1st Quintile,No,0.72182,531,531,0.68366,0.75997
2011,17-29 y.,2nd Quintile,No,0.73792,424,424,0.69601,0.77983
2011,17-29 y.,3rd Quintile,No,0.87058,478,478,0.84046,0.90070
2011,17-29 y.,4th Quintile,No,0.89586,457,457,0.86782,0.92389
2011,17-29 y.,5th Quintile,No,0.92936,393,393,0.90399,0.95472
2011,30-45 y.,1st Quintile,No,0.50956,505,505,0.46592,0.55321
2011,30-45 y.,2nd Quintile,No,0.67974,660,660,0.64411,0.71536
2011,30-45 y.,3rd Quintile,No,0.80508,784,784,0.77733,0.83282
2011,30-45 y.,4th Quintile,No,0.84697,845,845,0.82268,0.87126
2011,30-45 y.,5th Quintile,No,0.87290,904,904,0.85117,0.89462
