year,age_gr,migback,ple0016,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,46-65 y.,Indirect migration background,No,0.98045,287,287,0.96440,0.99650
2019,66 and older,No migration background,Yes,0.06118,290,4706,0.05433,0.06803
2019,66 and older,No migration background,No,0.93882,4416,4706,0.93197,0.94567
2019,66 and older,Direct migration background,No,0.94167,417,417,0.91914,0.96419
2021,17-29 y.,No migration background,No,0.91908,1757,1757,0.90632,0.93183
2021,17-29 y.,Direct migration background,No,0.91716,1019,1019,0.90023,0.93410
2021,17-29 y.,Indirect migration background,No,0.93997,399,399,0.91663,0.96331
2021,30-45 y.,No migration background,No,0.98129,2580,2580,0.97606,0.98652
2021,30-45 y.,Direct migration background,No,0.97237,2300,2300,0.96567,0.97907
2021,30-45 y.,Indirect migration background,No,0.99432,311,311,0.98596,1.00269
2021,46-65 y.,No migration background,Yes,0.02218,116,5551,0.01831,0.02606
2021,46-65 y.,No migration background,No,0.96846,5435,5551,0.96387,0.97306
2021,46-65 y.,Direct migration background,No,0.97665,1444,1444,0.96885,0.98444
2021,46-65 y.,Indirect migration background,No,0.98260,196,196,0.96425,1.00096
2021,66 and older,No migration background,Yes,0.06453,190,3208,0.05603,0.07303
2021,66 and older,No migration background,No,0.92630,3018,3208,0.91726,0.93535
2021,66 and older,Direct migration background,No,0.91563,314,314,0.88484,0.94642
