year,age_gr,pgisced97,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.28486,97,220,0.22508,0.34464
1990,46-65 y.,Second Stage of Tertiary Education,Seldom,0.13763,56,220,0.09200,0.18326
1990,66 and older,Lower Secondary Level,At least once per week,0.29665,130,358,0.24927,0.34403
1990,66 and older,Lower Secondary Level,At least once per month,0.21943,96,358,0.17650,0.26236
1990,66 and older,Lower Secondary Level,Seldom,0.19366,97,358,0.15267,0.23465
1990,66 and older,Lower Secondary Level,Never,0.08101,35,358,0.05270,0.10931
1990,66 and older,Upper Secondary Level,At least once per week,0.27144,147,473,0.23132,0.31156
1990,66 and older,Upper Secondary Level,At least once per month,0.22929,152,473,0.19137,0.26722
1990,66 and older,Upper Secondary Level,Seldom,0.23431,139,473,0.19609,0.27252
1990,66 and older,Upper Secondary Level,Never,0.06085,35,473,0.03928,0.08241
1995,17-29 y.,Pre-primary Level,Daily,0.25245,81,258,0.19934,0.30556
1995,17-29 y.,Pre-primary Level,At least once per week,0.53258,144,258,0.47158,0.59358
1995,17-29 y.,Pre-primary Level,At least once per month,0.12214,33,258,0.08211,0.16218
1995,17-29 y.,Primary Level,At least once per week,0.43126,44,44,0.28323,0.57929
1995,17-29 y.,Lower Secondary Level,Daily,0.18884,150,744,0.16070,0.21698
1995,17-29 y.,Lower Secondary Level,At least once per week,0.54310,411,744,0.50728,0.57892
1995,17-29 y.,Lower Secondary Level,At least once per month,0.17492,128,744,0.14760,0.20224
1995,17-29 y.,Lower Secondary Level,Seldom,0.06699,55,744,0.04901,0.08496
1995,17-29 y.,Upper Secondary Level,Daily,0.12025,182,1596,0.10429,0.13621
1995,17-29 y.,Upper Secondary Level,At least once per week,0.54128,899,1596,0.51682,0.56573
1995,17-29 y.,Upper Secondary Level,At least once per month,0.21716,336,1596,0.19693,0.23740
1995,17-29 y.,Upper Secondary Level,Seldom,0.11063,179,1596,0.09523,0.12602
1995,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.60626,107,147,0.52701,0.68552
1995,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.23978,40,147,0.17052,0.30904
1995,17-29 y.,First Stage of Tertiary Education,At least once per week,0.64553,67,67,0.53012,0.76093
1995,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.52132,98,148,0.44056,0.60207
1995,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.30812,50,148,0.23348,0.38276
1995,30-45 y.,Primary Level,At least once per week,0.42868,69,113,0.33703,0.52034
1995,30-45 y.,Primary Level,At least once per month,0.27649,44,113,0.19365,0.35932
1995,30-45 y.,Lower Secondary Level,At least once per week,0.46659,227,423,0.41899,0.51419
1995,30-45 y.,Lower Secondary Level,At least once per month,0.27756,128,423,0.23483,0.32028
1995,30-45 y.,Lower Secondary Level,Seldom,0.15174,68,423,0.11751,0.18597
1995,30-45 y.,Upper Secondary Level,Daily,0.03653,84,2376,0.02898,0.04407
1995,30-45 y.,Upper Secondary Level,At least once per week,0.39670,923,2376,0.37703,0.41638
1995,30-45 y.,Upper Secondary Level,At least once per month,0.33543,789,2376,0.31644,0.35442
1995,30-45 y.,Upper Secondary Level,Seldom,0.20514,525,2376,0.18890,0.22138
1995,30-45 y.,Upper Secondary Level,Never,0.02207,55,2376,0.01616,0.02798
1995,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.48123,98,203,0.41233,0.55014
1995,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.30422,69,203,0.24077,0.36766
1995,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.16529,36,203,0.11407,0.21651
1995,30-45 y.,First Stage of Tertiary Education,At least once per week,0.41565,119,315,0.36114,0.47017
1995,30-45 y.,First Stage of Tertiary Education,At least once per month,0.36570,133,315,0.31242,0.41897
1995,30-45 y.,First Stage of Tertiary Education,Seldom,0.18093,63,315,0.13835,0.22351
1995,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.42008,308,818,0.38624,0.45393
1995,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.37032,324,818,0.33721,0.40344
1995,30-45 y.,Second Stage of Tertiary Education,Seldom,0.16819,186,818,0.14254,0.19384
1995,46-65 y.,Primary Level,At least once per week,0.50827,149,203,0.43933,0.57722
1995,46-65 y.,Primary Level,At least once per month,0.19686,54,203,0.14203,0.25170
1995,46-65 y.,Lower Secondary Level,Daily,0.03884,36,783,0.02530,0.05238
1995,46-65 y.,Lower Secondary Level,At least once per week,0.36720,311,783,0.33341,0.40098
1995,46-65 y.,Lower Secondary Level,At least once per month,0.28430,217,783,0.25268,0.31591
1995,46-65 y.,Lower Secondary Level,Seldom,0.25770,184,783,0.22705,0.28835
1995,46-65 y.,Lower Secondary Level,Never,0.04981,35,783,0.03456,0.06505
1995,46-65 y.,Upper Secondary Level,Daily,0.02437,53,1978,0.01757,0.03117
1995,46-65 y.,Upper Secondary Level,At least once per week,0.29603,593,1978,0.27591,0.31616
1995,46-65 y.,Upper Secondary Level,At least once per month,0.34574,686,1978,0.32478,0.36671
1995,46-65 y.,Upper Secondary Level,Seldom,0.29096,572,1978,0.27094,0.31098
1995,46-65 y.,Upper Secondary Level,Never,0.03877,74,1978,0.03026,0.04728
1995,46-65 y.,First Stage of Tertiary Education,At least once per week,0.25747,63,234,0.20133,0.31361
1995,46-65 y.,First Stage of Tertiary Education,At least once per month,0.39736,97,234,0.33453,0.46020
1995,46-65 y.,First Stage of Tertiary Education,Seldom,0.29083,74,234,0.23252,0.34915
1995,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.32835,163,556,0.28928,0.36742
1995,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.34083,207,556,0.30140,0.38027
1995,46-65 y.,Second Stage of Tertiary Education,Seldom,0.28894,186,556,0.25123,0.32665
1995,66 and older,Lower Secondary Level,Daily,0.06426,34,476,0.04221,0.08631
1995,66 and older,Lower Secondary Level,At least once per week,0.34333,155,476,0.30063,0.38603
1995,66 and older,Lower Secondary Level,At least once per month,0.25598,126,476,0.21673,0.29523
1995,66 and older,Lower Secondary Level,Seldom,0.23561,117,476,0.19744,0.27377
1995,66 and older,Lower Secondary Level,Never,0.09093,44,476,0.06507,0.11678
1995,66 and older,Upper Secondary Level,Daily,0.05965,41,736,0.04253,0.07678
1995,66 and older,Upper Secondary Level,At least once per week,0.32760,246,736,0.29367,0.36153
1995,66 and older,Upper Secondary Level,At least once per month,0.29483,223,736,0.26187,0.32780
1995,66 and older,Upper Secondary Level,Seldom,0.23837,176,736,0.20757,0.26918
1995,66 and older,Upper Secondary Level,Never,0.07114,50,736,0.05256,0.08973
1995,66 and older,Second Stage of Tertiary Education,At least once per week,0.35400,52,139,0.27421,0.43378
1995,66 and older,Second Stage of Tertiary Education,At least once per month,0.31613,49,139,0.23855,0.39371
1995,66 and older,Second Stage of Tertiary Education,Seldom,0.25713,38,139,0.18421,0.33005
1998,17-29 y.,Pre-primary Level,Daily,0.26786,94,278,0.21571,0.32001
1998,17-29 y.,Pre-primary Level,At least once per week,0.56912,184,278,0.51080,0.62744
1998,17-29 y.,Lower Secondary Level,Daily,0.23258,179,734,0.20199,0.26316
1998,17-29 y.,Lower Secondary Level,At least once per week,0.55437,403,734,0.51838,0.59035
1998,17-29 y.,Lower Secondary Level,At least once per month,0.11462,93,734,0.09155,0.13768
1998,17-29 y.,Lower Secondary Level,Seldom,0.09219,59,734,0.07124,0.11313
1998,17-29 y.,Upper Secondary Level,Daily,0.14041,183,1411,0.12227,0.15854
1998,17-29 y.,Upper Secondary Level,At least once per week,0.60214,824,1411,0.57659,0.62769
1998,17-29 y.,Upper Secondary Level,At least once per month,0.17885,294,1411,0.15885,0.19886
1998,17-29 y.,Upper Secondary Level,Seldom,0.07271,110,1411,0.05916,0.08627
1998,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.64926,93,129,0.56658,0.73193
1998,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.22920,36,129,0.15638,0.30201
1998,17-29 y.,First Stage of Tertiary Education,At least once per week,0.63578,70,70,0.52223,0.74932
1998,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.57058,90,133,0.48614,0.65502
1998,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.26829,43,133,0.19270,0.34387
1998,30-45 y.,Primary Level,At least once per week,0.41931,56,88,0.31562,0.52300
1998,30-45 y.,Primary Level,At least once per month,0.30118,32,88,0.20477,0.39758
1998,30-45 y.,Lower Secondary Level,Daily,0.08337,40,471,0.05838,0.10837
1998,30-45 y.,Lower Secondary Level,At least once per week,0.45068,220,471,0.40569,0.49566
1998,30-45 y.,Lower Secondary Level,At least once per month,0.26801,131,471,0.22796,0.30805
1998,30-45 y.,Lower Secondary Level,Seldom,0.17862,80,471,0.14399,0.21325
1998,30-45 y.,Upper Secondary Level,Daily,0.03911,99,2499,0.03150,0.04671
1998,30-45 y.,Upper Secondary Level,At least once per week,0.42382,1035,2499,0.40444,0.44320
1998,30-45 y.,Upper Secondary Level,At least once per month,0.32743,842,2499,0.30903,0.34584
1998,30-45 y.,Upper Secondary Level,Seldom,0.19217,523,2499,0.17672,0.20762
1998,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.52578,121,237,0.46208,0.58949
1998,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.30390,83,237,0.24522,0.36258
1998,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.13510,33,237,0.09149,0.17872
1998,30-45 y.,First Stage of Tertiary Education,At least once per week,0.43118,150,350,0.37922,0.48314
1998,30-45 y.,First Stage of Tertiary Education,At least once per month,0.35541,127,350,0.30520,0.40563
1998,30-45 y.,First Stage of Tertiary Education,Seldom,0.18582,73,350,0.14502,0.22663
1998,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.43762,369,898,0.40516,0.47009
1998,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.37337,361,898,0.34171,0.40502
1998,30-45 y.,Second Stage of Tertiary Education,Seldom,0.15901,168,898,0.13508,0.18294
1998,46-65 y.,Primary Level,Daily,0.17715,38,197,0.12370,0.23061
1998,46-65 y.,Primary Level,At least once per week,0.44669,115,197,0.37709,0.51629
1998,46-65 y.,Primary Level,At least once per month,0.20082,44,197,0.14473,0.25690
1998,46-65 y.,Lower Secondary Level,Daily,0.03906,36,729,0.02499,0.05314
1998,46-65 y.,Lower Secondary Level,At least once per week,0.36557,307,729,0.33059,0.40056
1998,46-65 y.,Lower Secondary Level,At least once per month,0.28918,210,729,0.25624,0.32211
1998,46-65 y.,Lower Secondary Level,Seldom,0.26314,176,729,0.23116,0.29513
1998,46-65 y.,Upper Secondary Level,Daily,0.02452,56,2176,0.01802,0.03102
1998,46-65 y.,Upper Secondary Level,At least once per week,0.31709,691,2176,0.29753,0.33665
1998,46-65 y.,Upper Secondary Level,At least once per month,0.31525,731,2176,0.29572,0.33477
1998,46-65 y.,Upper Secondary Level,Seldom,0.30771,644,2176,0.28831,0.32711
1998,46-65 y.,Upper Secondary Level,Never,0.02674,54,2176,0.01996,0.03352
1998,46-65 y.,First Stage of Tertiary Education,At least once per week,0.26977,75,262,0.21592,0.32361
1998,46-65 y.,First Stage of Tertiary Education,At least once per month,0.37483,98,262,0.31610,0.43356
1998,46-65 y.,First Stage of Tertiary Education,Seldom,0.33020,89,262,0.27315,0.38726
1998,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.30588,191,679,0.27119,0.34056
1998,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.38283,277,679,0.34625,0.41942
1998,46-65 y.,Second Stage of Tertiary Education,Seldom,0.27130,211,679,0.23783,0.30477
1998,66 and older,Lower Secondary Level,At least once per week,0.38647,211,526,0.34482,0.42813
1998,66 and older,Lower Secondary Level,At least once per month,0.27472,155,526,0.23654,0.31291
1998,66 and older,Lower Secondary Level,Seldom,0.22231,124,526,0.18674,0.25788
1998,66 and older,Lower Secondary Level,Never,0.06415,36,526,0.04319,0.08511
1998,66 and older,Upper Secondary Level,Daily,0.03965,37,867,0.02666,0.05265
1998,66 and older,Upper Secondary Level,At least once per week,0.34574,304,867,0.31406,0.37742
1998,66 and older,Upper Secondary Level,At least once per month,0.29860,267,867,0.26812,0.32908
1998,66 and older,Upper Secondary Level,Seldom,0.24881,213,867,0.22001,0.27760
1998,66 and older,Upper Secondary Level,Never,0.05542,46,867,0.04018,0.07066
1998,66 and older,Second Stage of Tertiary Education,At least once per week,0.37573,68,174,0.30356,0.44790
1998,66 and older,Second Stage of Tertiary Education,At least once per month,0.30499,56,174,0.23639,0.37360
1998,66 and older,Second Stage of Tertiary Education,Seldom,0.25014,50,174,0.18560,0.31468
2003,17-29 y.,Pre-primary Level,Daily,0.26418,170,586,0.22845,0.29991
2003,17-29 y.,Pre-primary Level,At least once per week,0.57761,353,586,0.53758,0.61764
2003,17-29 y.,Pre-primary Level,At least once per month,0.09924,63,586,0.07501,0.12346
2003,17-29 y.,Lower Secondary Level,Daily,0.19804,168,803,0.17045,0.22562
2003,17-29 y.,Lower Secondary Level,At least once per week,0.55909,456,803,0.52472,0.59345
2003,17-29 y.,Lower Secondary Level,At least once per month,0.13178,115,803,0.10837,0.15519
2003,17-29 y.,Lower Secondary Level,Seldom,0.08207,64,803,0.06307,0.10106
2003,17-29 y.,Upper Secondary Level,Daily,0.11112,206,1732,0.09632,0.12593
2003,17-29 y.,Upper Secondary Level,At least once per week,0.62427,1070,1732,0.60146,0.64709
2003,17-29 y.,Upper Secondary Level,At least once per month,0.17558,322,1732,0.15765,0.19350
2003,17-29 y.,Upper Secondary Level,Seldom,0.07699,134,1732,0.06443,0.08955
2003,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.60234,176,230,0.53895,0.66572
2003,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.20244,54,230,0.15040,0.25448
2003,17-29 y.,First Stage of Tertiary Education,At least once per week,0.59750,56,87,0.49385,0.70114
2003,17-29 y.,First Stage of Tertiary Education,At least once per month,0.30066,31,87,0.20374,0.39757
2003,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.61104,127,177,0.53901,0.68306
2003,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.27024,50,177,0.20463,0.33585
2003,30-45 y.,Primary Level,At least once per week,0.41278,33,33,0.24220,0.58337
2003,30-45 y.,Lower Secondary Level,At least once per week,0.46177,210,394,0.41248,0.51106
2003,30-45 y.,Lower Secondary Level,At least once per month,0.24957,112,394,0.20678,0.29235
2003,30-45 y.,Lower Secondary Level,Seldom,0.17048,72,394,0.13330,0.20766
2003,30-45 y.,Upper Secondary Level,Daily,0.02756,90,3571,0.02219,0.03293
2003,30-45 y.,Upper Secondary Level,At least once per week,0.42567,1556,3571,0.40945,0.44189
2003,30-45 y.,Upper Secondary Level,At least once per month,0.34178,1255,3571,0.32622,0.35734
2003,30-45 y.,Upper Secondary Level,Seldom,0.19051,631,3571,0.17762,0.20339
2003,30-45 y.,Upper Secondary Level,Never,0.01170,39,3571,0.00818,0.01523
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.52541,275,527,0.48274,0.56809
2003,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.27771,170,527,0.23943,0.31598
2003,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.16321,82,527,0.13163,0.19479
2003,30-45 y.,First Stage of Tertiary Education,At least once per week,0.41616,294,665,0.37867,0.45365
2003,30-45 y.,First Stage of Tertiary Education,At least once per month,0.36747,264,665,0.33080,0.40414
2003,30-45 y.,First Stage of Tertiary Education,Seldom,0.16431,107,665,0.13612,0.19250
2003,30-45 y.,Second Stage of Tertiary Education,Daily,0.03007,40,1564,0.02160,0.03854
2003,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.44918,706,1564,0.42452,0.47384
2003,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.38548,616,1564,0.36135,0.40961
2003,30-45 y.,Second Stage of Tertiary Education,Seldom,0.12468,202,1564,0.10830,0.14106
2003,46-65 y.,Primary Level,At least once per week,0.34610,38,38,0.19281,0.49938
2003,46-65 y.,Lower Secondary Level,At least once per week,0.36901,258,671,0.33247,0.40555
2003,46-65 y.,Lower Secondary Level,At least once per month,0.26392,191,671,0.23055,0.29730
2003,46-65 y.,Lower Secondary Level,Seldom,0.27011,173,671,0.23648,0.30373
2003,46-65 y.,Lower Secondary Level,Never,0.06921,49,671,0.04999,0.08843
2003,46-65 y.,Upper Secondary Level,Daily,0.01427,58,3873,0.01054,0.01801
2003,46-65 y.,Upper Secondary Level,At least once per week,0.31899,1195,3873,0.30430,0.33367
2003,46-65 y.,Upper Secondary Level,At least once per month,0.35380,1436,3873,0.33873,0.36886
2003,46-65 y.,Upper Secondary Level,Seldom,0.27134,1051,3873,0.25733,0.28534
2003,46-65 y.,Upper Secondary Level,Never,0.03562,133,3873,0.02978,0.04145
2003,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.38091,85,220,0.31659,0.44523
2003,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.36118,89,220,0.29756,0.42480
2003,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.18041,46,220,0.12948,0.23134
2003,46-65 y.,First Stage of Tertiary Education,At least once per week,0.36427,208,611,0.32609,0.40246
2003,46-65 y.,First Stage of Tertiary Education,At least once per month,0.34869,255,611,0.31087,0.38650
2003,46-65 y.,First Stage of Tertiary Education,Seldom,0.23537,148,611,0.20170,0.26904
2003,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.35806,686,1946,0.33675,0.37937
2003,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.40327,855,1946,0.38147,0.42507
2003,46-65 y.,Second Stage of Tertiary Education,Seldom,0.20985,405,1946,0.19175,0.22794
2003,66 and older,Lower Secondary Level,At least once per week,0.38233,289,755,0.34764,0.41702
2003,66 and older,Lower Secondary Level,At least once per month,0.22662,188,755,0.19674,0.25650
2003,66 and older,Lower Secondary Level,Seldom,0.24399,200,755,0.21334,0.27465
2003,66 and older,Lower Secondary Level,Never,0.10225,78,755,0.08063,0.12388
2003,66 and older,Upper Secondary Level,Daily,0.02942,49,1878,0.02178,0.03707
2003,66 and older,Upper Secondary Level,At least once per week,0.34360,637,1878,0.32212,0.36509
2003,66 and older,Upper Secondary Level,At least once per month,0.28974,574,1878,0.26922,0.31027
2003,66 and older,Upper Secondary Level,Seldom,0.24938,472,1878,0.22980,0.26895
2003,66 and older,Upper Secondary Level,Never,0.08344,146,1878,0.07093,0.09596
2003,66 and older,Post-secondary Non-tertiary Level,At least once per week,0.26353,32,69,0.15882,0.36824
2003,66 and older,Post-secondary Non-tertiary Level,At least once per month,0.42011,37,69,0.30279,0.53742
2003,66 and older,First Stage of Tertiary Education,At least once per week,0.30203,67,223,0.24163,0.36243
2003,66 and older,First Stage of Tertiary Education,At least once per month,0.26416,79,223,0.20617,0.32216
2003,66 and older,First Stage of Tertiary Education,Seldom,0.33243,77,223,0.27046,0.39440
2003,66 and older,Second Stage of Tertiary Education,At least once per week,0.33726,192,540,0.29734,0.37717
2003,66 and older,Second Stage of Tertiary Education,At least once per month,0.34557,214,540,0.30542,0.38572
2003,66 and older,Second Stage of Tertiary Education,Seldom,0.25347,134,540,0.21675,0.29020
2008,17-29 y.,Pre-primary Level,Daily,0.08521,53,328,0.05495,0.11547
2008,17-29 y.,Pre-primary Level,At least once per week,0.39234,224,328,0.33942,0.44527
2008,17-29 y.,Pre-primary Level,At least once per month,0.06247,51,328,0.03624,0.08870
2008,17-29 y.,Lower Secondary Level,Daily,0.15690,87,526,0.12579,0.18802
2008,17-29 y.,Lower Secondary Level,At least once per week,0.47159,288,526,0.42889,0.51429
2008,17-29 y.,Lower Secondary Level,At least once per month,0.12765,86,526,0.09910,0.15619
2008,17-29 y.,Lower Secondary Level,Seldom,0.13909,65,526,0.10948,0.16869
2008,17-29 y.,Upper Secondary Level,Daily,0.09825,147,1399,0.08264,0.11385
2008,17-29 y.,Upper Secondary Level,At least once per week,0.59924,845,1399,0.57355,0.62493
2008,17-29 y.,Upper Secondary Level,At least once per month,0.22476,302,1399,0.20288,0.24664
2008,17-29 y.,Upper Secondary Level,Seldom,0.06470,105,1399,0.05181,0.07760
2008,17-29 y.,Post-secondary Non-tertiary Level,At least once per week,0.54563,125,190,0.47464,0.61662
2008,17-29 y.,Post-secondary Non-tertiary Level,At least once per month,0.25448,65,190,0.19238,0.31658
2008,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.55727,131,208,0.48960,0.62493
2008,17-29 y.,Second Stage of Tertiary Education,At least once per month,0.30372,77,208,0.24108,0.36637
2008,30-45 y.,Lower Secondary Level,At least once per week,0.47467,153,289,0.41700,0.53234
2008,30-45 y.,Lower Secondary Level,At least once per month,0.21970,79,289,0.17188,0.26752
2008,30-45 y.,Lower Secondary Level,Seldom,0.21523,57,289,0.16777,0.26270
2008,30-45 y.,Upper Secondary Level,Daily,0.03082,76,2573,0.02414,0.03750
2008,30-45 y.,Upper Secondary Level,At least once per week,0.43169,1124,2573,0.41255,0.45083
2008,30-45 y.,Upper Secondary Level,At least once per month,0.32207,878,2573,0.30402,0.34013
2008,30-45 y.,Upper Secondary Level,Seldom,0.20071,495,2573,0.18523,0.21619
2008,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.45074,202,461,0.40527,0.49621
2008,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.36023,183,461,0.31636,0.40410
2008,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.15100,76,461,0.11828,0.18372
2008,30-45 y.,First Stage of Tertiary Education,At least once per week,0.38378,188,464,0.33948,0.42808
2008,30-45 y.,First Stage of Tertiary Education,At least once per month,0.41898,196,464,0.37403,0.46392
2008,30-45 y.,First Stage of Tertiary Education,Seldom,0.17392,80,464,0.13940,0.20845
2008,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.43159,525,1196,0.40351,0.45968
2008,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.40908,510,1196,0.38120,0.43695
2008,30-45 y.,Second Stage of Tertiary Education,Seldom,0.13166,161,1196,0.11249,0.15083
2008,46-65 y.,Lower Secondary Level,At least once per week,0.33412,154,430,0.28948,0.37875
2008,46-65 y.,Lower Secondary Level,At least once per month,0.29474,132,430,0.25159,0.33788
2008,46-65 y.,Lower Secondary Level,Seldom,0.25470,107,430,0.21347,0.29593
2008,46-65 y.,Lower Secondary Level,Never,0.08358,37,430,0.05739,0.10977
2008,46-65 y.,Upper Secondary Level,Daily,0.01914,66,3455,0.01457,0.02371
2008,46-65 y.,Upper Secondary Level,At least once per week,0.30590,1059,3455,0.29053,0.32127
2008,46-65 y.,Upper Secondary Level,At least once per month,0.33792,1217,3455,0.32215,0.35370
2008,46-65 y.,Upper Secondary Level,Seldom,0.29405,996,3455,0.27886,0.30925
2008,46-65 y.,Upper Secondary Level,Never,0.03904,117,3455,0.03258,0.04550
2008,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.34895,100,270,0.29199,0.40591
2008,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.35928,107,270,0.30194,0.41662
2008,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.21910,63,270,0.16967,0.26853
