year,pgisced97,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,Pre-primary Level,Daily,0.17433,39,121,0.10645,0.24221
1990,Pre-primary Level,At least once per week,0.49791,82,121,0.40845,0.58738
1990,Primary Level,Daily,0.11121,69,606,0.08616,0.13626
1990,Primary Level,At least once per week,0.46451,342,606,0.42476,0.50425
1990,Primary Level,At least once per month,0.20458,123,606,0.17244,0.23673
1990,Primary Level,Seldom,0.11976,72,606,0.09389,0.14563
1990,Lower Secondary Level,Daily,0.06102,225,2455,0.05155,0.07050
1990,Lower Secondary Level,At least once per week,0.32912,1059,2455,0.31053,0.34771
1990,Lower Secondary Level,At least once per month,0.24015,591,2455,0.22325,0.25705
1990,Lower Secondary Level,Seldom,0.20434,484,2455,0.18838,0.22029
1990,Lower Secondary Level,Never,0.04108,96,2455,0.03322,0.04893
1990,Upper Secondary Level,Daily,0.02957,217,4527,0.02464,0.03451
1990,Upper Secondary Level,At least once per week,0.30905,1880,4527,0.29559,0.32251
1990,Upper Secondary Level,At least once per month,0.24783,1395,4527,0.23525,0.26041
1990,Upper Secondary Level,Seldom,0.18084,935,4527,0.16963,0.19206
1990,Upper Secondary Level,Never,0.02118,100,4527,0.01698,0.02537
1990,Post-secondary Non-tertiary Level,At least once per week,0.41809,146,271,0.35926,0.47693
1990,Post-secondary Non-tertiary Level,At least once per month,0.26397,81,271,0.21139,0.31654
1990,Post-secondary Non-tertiary Level,Seldom,0.12607,44,271,0.08647,0.16566
1990,First Stage of Tertiary Education,At least once per week,0.29534,189,490,0.25491,0.33578
1990,First Stage of Tertiary Education,At least once per month,0.26738,176,490,0.22815,0.30660
1990,First Stage of Tertiary Education,Seldom,0.20995,125,490,0.17386,0.24605
1990,Second Stage of Tertiary Education,At least once per week,0.27666,304,666,0.24266,0.31066
1990,Second Stage of Tertiary Education,At least once per month,0.22107,242,666,0.18953,0.25261
1990,Second Stage of Tertiary Education,Seldom,0.10274,120,666,0.07966,0.12582
1995,Pre-primary Level,Daily,0.25058,81,259,0.19770,0.30346
1995,Pre-primary Level,At least once per week,0.53439,145,259,0.47352,0.59526
1995,Pre-primary Level,At least once per month,0.12124,33,259,0.08141,0.16107
1995,Primary Level,Daily,0.11581,55,508,0.08795,0.14366
1995,Primary Level,At least once per week,0.46867,282,508,0.42523,0.51210
1995,Primary Level,At least once per month,0.22781,119,508,0.19130,0.26432
1995,Primary Level,Seldom,0.11568,52,508,0.08784,0.14352
1995,Lower Secondary Level,Daily,0.08311,247,2480,0.07224,0.09397
1995,Lower Secondary Level,At least once per week,0.41019,1104,2480,0.39083,0.42955
1995,Lower Secondary Level,At least once per month,0.25152,599,2480,0.23444,0.26860
1995,Lower Secondary Level,Seldom,0.19587,424,2480,0.18025,0.21150
1995,Lower Secondary Level,Never,0.05278,106,2480,0.04398,0.06158
1995,Upper Secondary Level,Daily,0.05217,360,6697,0.04684,0.05750
1995,Upper Secondary Level,At least once per week,0.37833,2661,6697,0.36672,0.38995
1995,Upper Secondary Level,At least once per month,0.30969,2034,6697,0.29861,0.32076
1995,Upper Secondary Level,Seldom,0.22155,1452,6697,0.21161,0.23150
1995,Upper Secondary Level,Never,0.03337,190,6697,0.02906,0.03767
1995,Post-secondary Non-tertiary Level,At least once per week,0.52457,239,435,0.47759,0.57156
1995,Post-secondary Non-tertiary Level,At least once per month,0.26891,134,435,0.22720,0.31063
1995,Post-secondary Non-tertiary Level,Seldom,0.11670,62,435,0.08649,0.14690
1995,First Stage of Tertiary Education,At least once per week,0.36339,272,726,0.32837,0.39840
1995,First Stage of Tertiary Education,At least once per month,0.35244,280,726,0.31766,0.38721
1995,First Stage of Tertiary Education,Seldom,0.23299,174,726,0.20222,0.26376
1995,Second Stage of Tertiary Education,Daily,0.02645,43,1720,0.01887,0.03404
1995,Second Stage of Tertiary Education,At least once per week,0.38969,621,1720,0.36664,0.41275
1995,Second Stage of Tertiary Education,At least once per month,0.34792,630,1720,0.32541,0.37044
1995,Second Stage of Tertiary Education,Seldom,0.21471,426,1720,0.19530,0.23412
1998,Pre-primary Level,Daily,0.26466,94,310,0.21547,0.31385
1998,Pre-primary Level,At least once per week,0.56549,185,310,0.51022,0.62076
1998,Pre-primary Level,At least once per month,0.09001,31,310,0.05810,0.12192
1998,Primary Level,Daily,0.14261,69,436,0.10975,0.17547
1998,Primary Level,At least once per week,0.44241,218,436,0.39573,0.48908
1998,Primary Level,At least once per month,0.21961,89,436,0.18070,0.25851
1998,Primary Level,Seldom,0.16687,60,436,0.13183,0.20191
1998,Lower Secondary Level,Daily,0.08983,281,2527,0.07868,0.10098
1998,Lower Secondary Level,At least once per week,0.42569,1141,2527,0.40641,0.44497
1998,Lower Secondary Level,At least once per month,0.24382,589,2527,0.22707,0.26056
1998,Lower Secondary Level,Seldom,0.20010,439,2527,0.18450,0.21570
1998,Lower Secondary Level,Never,0.03550,77,2527,0.02828,0.04272
1998,Upper Secondary Level,Daily,0.05109,375,6988,0.04593,0.05626
1998,Upper Secondary Level,At least once per week,0.40304,2854,6988,0.39154,0.41455
1998,Upper Secondary Level,At least once per month,0.29335,2134,6988,0.28268,0.30403
1998,Upper Secondary Level,Seldom,0.22183,1490,6988,0.21209,0.23157
1998,Upper Secondary Level,Never,0.02342,135,6988,0.01987,0.02697
1998,Post-secondary Non-tertiary Level,At least once per week,0.54414,254,476,0.49935,0.58893
1998,Post-secondary Non-tertiary Level,At least once per month,0.28098,153,476,0.24056,0.32140
1998,Post-secondary Non-tertiary Level,Seldom,0.13296,69,476,0.10243,0.16350
1998,First Stage of Tertiary Education,At least once per week,0.37596,316,785,0.34205,0.40986
1998,First Stage of Tertiary Education,At least once per month,0.32644,271,785,0.29362,0.35926
1998,First Stage of Tertiary Education,Seldom,0.24878,198,785,0.21852,0.27904
1998,Second Stage of Tertiary Education,Daily,0.02608,46,1941,0.01898,0.03317
1998,Second Stage of Tertiary Education,At least once per week,0.38953,718,1941,0.36783,0.41123
1998,Second Stage of Tertiary Education,At least once per month,0.36122,737,1941,0.33984,0.38260
1998,Second Stage of Tertiary Education,Seldom,0.20763,440,1941,0.18958,0.22568
2003,Pre-primary Level,Daily,0.26247,170,587,0.22685,0.29810
2003,Pre-primary Level,At least once per week,0.57388,353,587,0.53384,0.61391
2003,Pre-primary Level,At least once per month,0.10071,64,587,0.07635,0.12508
2003,Primary Level,At least once per week,0.38226,105,228,0.31904,0.44548
2003,Primary Level,At least once per month,0.25345,70,228,0.19687,0.31004
2003,Primary Level,Seldom,0.21374,53,228,0.16041,0.26706
2003,Lower Secondary Level,Daily,0.07919,238,2721,0.06904,0.08933
2003,Lower Secondary Level,At least once per week,0.43537,1213,2721,0.41674,0.45400
2003,Lower Secondary Level,At least once per month,0.21462,606,2721,0.19919,0.23005
2003,Lower Secondary Level,Seldom,0.19878,509,2721,0.18378,0.21377
2003,Lower Secondary Level,Never,0.06584,155,2721,0.05652,0.07516
2003,Upper Secondary Level,Daily,0.03508,403,11064,0.03165,0.03851
2003,Upper Secondary Level,At least once per week,0.39898,4458,11064,0.38985,0.40810
2003,Upper Secondary Level,At least once per month,0.31150,3587,11064,0.30287,0.32013
2003,Upper Secondary Level,Seldom,0.21522,2288,11064,0.20756,0.22288
2003,Upper Secondary Level,Never,0.03461,328,11064,0.03120,0.03801
2003,Post-secondary Non-tertiary Level,Daily,0.03496,34,1127,0.02423,0.04569
2003,Post-secondary Non-tertiary Level,At least once per week,0.48384,568,1127,0.45466,0.51303
2003,Post-secondary Non-tertiary Level,At least once per month,0.29397,350,1127,0.26736,0.32058
2003,Post-secondary Non-tertiary Level,Seldom,0.16412,175,1127,0.14249,0.18576
2003,First Stage of Tertiary Education,Daily,0.03048,52,1683,0.02227,0.03870
2003,First Stage of Tertiary Education,At least once per week,0.38455,625,1683,0.36130,0.40780
2003,First Stage of Tertiary Education,At least once per month,0.33717,629,1683,0.31458,0.35976
2003,First Stage of Tertiary Education,Seldom,0.21764,336,1683,0.19792,0.23736
2003,First Stage of Tertiary Education,Never,0.02722,41,1683,0.01944,0.03499
2003,Second Stage of Tertiary Education,Daily,0.02276,88,4338,0.01832,0.02719
2003,Second Stage of Tertiary Education,At least once per week,0.40401,1711,4338,0.38940,0.41861
2003,Second Stage of Tertiary Education,At least once per month,0.37892,1735,4338,0.36448,0.39336
2003,Second Stage of Tertiary Education,Seldom,0.17715,757,4338,0.16579,0.18851
2003,Second Stage of Tertiary Education,Never,0.01363,47,4338,0.01018,0.01708
2008,Pre-primary Level,Daily,0.08521,53,328,0.05495,0.11547
2008,Pre-primary Level,At least once per week,0.39234,224,328,0.33942,0.44527
2008,Pre-primary Level,At least once per month,0.06247,51,328,0.03624,0.08870
2008,Primary Level,At least once per week,0.39690,74,120,0.30900,0.48481
2008,Primary Level,Seldom,0.24394,46,120,0.16678,0.32111
2008,Lower Secondary Level,Daily,0.07297,142,2004,0.06158,0.08436
2008,Lower Secondary Level,At least once per week,0.39002,828,2004,0.36866,0.41138
2008,Lower Secondary Level,At least once per month,0.22489,494,2004,0.20661,0.24318
2008,Lower Secondary Level,Seldom,0.22659,428,2004,0.20826,0.24492
2008,Lower Secondary Level,Never,0.05868,112,2004,0.04839,0.06898
2008,Upper Secondary Level,Daily,0.03715,351,9690,0.03339,0.04092
2008,Upper Secondary Level,At least once per week,0.38454,3722,9690,0.37485,0.39423
2008,Upper Secondary Level,At least once per month,0.30472,3082,9690,0.29556,0.31389
2008,Upper Secondary Level,Seldom,0.23591,2237,9690,0.22746,0.24436
2008,Upper Secondary Level,Never,0.03238,298,9690,0.02886,0.03591
2008,Post-secondary Non-tertiary Level,Daily,0.05118,37,1072,0.03798,0.06437
2008,Post-secondary Non-tertiary Level,At least once per week,0.42435,458,1072,0.39475,0.45395
2008,Post-secondary Non-tertiary Level,At least once per month,0.34701,399,1072,0.31850,0.37552
2008,Post-secondary Non-tertiary Level,Seldom,0.15314,178,1072,0.13157,0.17470
2008,First Stage of Tertiary Education,At least once per week,0.36065,491,1393,0.33542,0.38587
2008,First Stage of Tertiary Education,At least once per month,0.35874,525,1393,0.33355,0.38394
2008,First Stage of Tertiary Education,Seldom,0.23606,339,1393,0.21375,0.25837
2008,First Stage of Tertiary Education,Never,0.02925,38,1393,0.02040,0.03810
2008,Second Stage of Tertiary Education,Daily,0.02092,74,4174,0.01658,0.02527
