year,pgisced97,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Second Stage of Tertiary Education,At least once per week,0.37218,1501,4174,0.35751,0.38685
2008,Second Stage of Tertiary Education,At least once per month,0.39692,1731,4174,0.38207,0.41176
2008,Second Stage of Tertiary Education,Seldom,0.19044,822,4174,0.17853,0.20235
2008,Second Stage of Tertiary Education,Never,0.01551,46,4174,0.01176,0.01926
2013,Pre-primary Level,Daily,0.06374,68,409,0.04003,0.08744
2013,Pre-primary Level,At least once per week,0.27552,272,409,0.23217,0.31887
2013,Pre-primary Level,At least once per month,0.06324,69,409,0.03962,0.08686
2013,Primary Level,Daily,0.05085,32,327,0.02700,0.07470
2013,Primary Level,At least once per week,0.27670,142,327,0.22813,0.32526
2013,Primary Level,At least once per month,0.08900,41,327,0.05809,0.11991
2013,Primary Level,Seldom,0.17881,73,327,0.13722,0.22041
2013,Primary Level,Never,0.08936,39,327,0.05839,0.12032
2013,Lower Secondary Level,Daily,0.05740,209,2584,0.04843,0.06637
2013,Lower Secondary Level,At least once per week,0.30934,1052,2584,0.29151,0.32716
2013,Lower Secondary Level,At least once per month,0.20214,618,2584,0.18665,0.21763
2013,Lower Secondary Level,Seldom,0.19367,540,2584,0.17843,0.20891
2013,Lower Secondary Level,Never,0.05524,165,2584,0.04643,0.06405
2013,Upper Secondary Level,Daily,0.03479,498,12357,0.03156,0.03802
2013,Upper Secondary Level,At least once per week,0.32380,4534,12357,0.31554,0.33205
2013,Upper Secondary Level,At least once per month,0.29620,3933,12357,0.28815,0.30425
2013,Upper Secondary Level,Seldom,0.23009,2884,12357,0.22267,0.23751
2013,Upper Secondary Level,Never,0.04182,508,12357,0.03829,0.04535
2013,Post-secondary Non-tertiary Level,Daily,0.02364,49,1742,0.01650,0.03078
2013,Post-secondary Non-tertiary Level,At least once per week,0.36972,771,1742,0.34704,0.39240
2013,Post-secondary Non-tertiary Level,At least once per month,0.29076,630,1742,0.26943,0.31209
2013,Post-secondary Non-tertiary Level,Seldom,0.13635,292,1742,0.12023,0.15247
2013,First Stage of Tertiary Education,At least once per week,0.33156,557,1638,0.30875,0.35436
2013,First Stage of Tertiary Education,At least once per month,0.38080,659,1638,0.35728,0.40433
2013,First Stage of Tertiary Education,Seldom,0.22197,380,1638,0.20184,0.24210
2013,First Stage of Tertiary Education,Never,0.02570,42,1638,0.01803,0.03336
2013,Second Stage of Tertiary Education,Daily,0.01500,109,5806,0.01187,0.01813
2013,Second Stage of Tertiary Education,At least once per week,0.34136,2230,5806,0.32917,0.35356
2013,Second Stage of Tertiary Education,At least once per month,0.36039,2323,5806,0.34804,0.37274
2013,Second Stage of Tertiary Education,Seldom,0.17691,1061,5806,0.16709,0.18673
2013,Second Stage of Tertiary Education,Never,0.01546,83,5806,0.01228,0.01863
2019,Pre-primary Level,Daily,0.11087,40,299,0.07522,0.14651
2019,Pre-primary Level,At least once per week,0.32729,183,299,0.27401,0.38056
2019,Pre-primary Level,At least once per month,0.11646,76,299,0.08004,0.15288
2019,Primary Level,Daily,0.08143,41,390,0.05425,0.10861
2019,Primary Level,At least once per week,0.35122,134,390,0.30379,0.39866
2019,Primary Level,At least once per month,0.14579,83,390,0.11072,0.18086
2019,Primary Level,Seldom,0.20970,95,390,0.16924,0.25016
2019,Primary Level,Never,0.07373,37,390,0.04776,0.09970
2019,Lower Secondary Level,Daily,0.05912,184,2415,0.04971,0.06853
2019,Lower Secondary Level,At least once per week,0.32165,864,2415,0.30301,0.34028
2019,Lower Secondary Level,At least once per month,0.26986,639,2415,0.25216,0.28757
2019,Lower Secondary Level,Seldom,0.22994,552,2415,0.21315,0.24673
2019,Lower Secondary Level,Never,0.07247,176,2415,0.06213,0.08281
2019,Upper Secondary Level,Daily,0.03640,441,11101,0.03292,0.03989
2019,Upper Secondary Level,At least once per week,0.34954,3940,11101,0.34066,0.35841
2019,Upper Secondary Level,At least once per month,0.31862,3596,11101,0.30995,0.32729
2019,Upper Secondary Level,Seldom,0.23360,2562,11101,0.22573,0.24147
2019,Upper Secondary Level,Never,0.05398,562,11101,0.04978,0.05818
2019,Post-secondary Non-tertiary Level,Daily,0.03010,66,2175,0.02292,0.03728
2019,Post-secondary Non-tertiary Level,At least once per week,0.39182,849,2175,0.37130,0.41234
2019,Post-secondary Non-tertiary Level,At least once per month,0.36444,783,2175,0.34421,0.38467
2019,Post-secondary Non-tertiary Level,Seldom,0.18233,420,2175,0.16610,0.19856
2019,Post-secondary Non-tertiary Level,Never,0.02732,57,2175,0.02047,0.03417
2019,First Stage of Tertiary Education,Daily,0.02057,35,1657,0.01373,0.02741
2019,First Stage of Tertiary Education,At least once per week,0.36627,576,1657,0.34307,0.38947
2019,First Stage of Tertiary Education,At least once per month,0.31086,597,1657,0.28856,0.33315
2019,First Stage of Tertiary Education,Seldom,0.24436,396,1657,0.22366,0.26506
2019,First Stage of Tertiary Education,Never,0.04648,53,1657,0.03634,0.05663
2019,Second Stage of Tertiary Education,Daily,0.02034,144,7002,0.01703,0.02364
2019,Second Stage of Tertiary Education,At least once per week,0.37335,2574,7002,0.36202,0.38468
2019,Second Stage of Tertiary Education,At least once per month,0.38933,2811,7002,0.37791,0.40076
2019,Second Stage of Tertiary Education,Seldom,0.18421,1335,7002,0.17513,0.19329
2019,Second Stage of Tertiary Education,Never,0.02326,138,7002,0.01973,0.02679
2021,Pre-primary Level,At least once per week,0.26913,99,149,0.19768,0.34059
2021,Pre-primary Level,At least once per month,0.10820,50,149,0.05815,0.15825
2021,Primary Level,At least once per week,0.30711,83,164,0.23629,0.37792
2021,Primary Level,At least once per month,0.10009,40,164,0.05402,0.14617
2021,Primary Level,Seldom,0.18616,41,164,0.12640,0.24591
2021,Lower Secondary Level,Daily,0.08879,126,1374,0.07375,0.10384
2021,Lower Secondary Level,At least once per week,0.36045,556,1374,0.33505,0.38584
2021,Lower Secondary Level,At least once per month,0.22575,325,1374,0.20364,0.24787
2021,Lower Secondary Level,Seldom,0.21279,287,1374,0.19114,0.23444
2021,Lower Secondary Level,Never,0.06262,80,1374,0.04980,0.07543
2021,Upper Secondary Level,Daily,0.06049,424,6955,0.05489,0.06610
2021,Upper Secondary Level,At least once per week,0.42815,3067,6955,0.41652,0.43978
2021,Upper Secondary Level,At least once per month,0.23820,1742,6955,0.22819,0.24822
2021,Upper Secondary Level,Seldom,0.21215,1418,6955,0.20254,0.22176
2021,Upper Secondary Level,Never,0.05254,304,6955,0.04730,0.05779
2021,Post-secondary Non-tertiary Level,Daily,0.03807,64,1534,0.02849,0.04765
2021,Post-secondary Non-tertiary Level,At least once per week,0.45942,697,1534,0.43448,0.48437
2021,Post-secondary Non-tertiary Level,At least once per month,0.31288,457,1534,0.28967,0.33610
2021,Post-secondary Non-tertiary Level,Seldom,0.15478,263,1534,0.13668,0.17289
2021,Post-secondary Non-tertiary Level,Never,0.03121,53,1534,0.02251,0.03992
2021,First Stage of Tertiary Education,Daily,0.06086,42,999,0.04603,0.07569
2021,First Stage of Tertiary Education,At least once per week,0.41043,431,999,0.37991,0.44095
2021,First Stage of Tertiary Education,At least once per month,0.27482,303,999,0.24712,0.30252
2021,First Stage of Tertiary Education,Seldom,0.20248,186,999,0.17755,0.22741
2021,First Stage of Tertiary Education,Never,0.04296,37,999,0.03038,0.05554
2021,Second Stage of Tertiary Education,Daily,0.04016,197,5309,0.03488,0.04544
2021,Second Stage of Tertiary Education,At least once per week,0.46620,2452,5309,0.45278,0.47962
2021,Second Stage of Tertiary Education,At least once per month,0.29069,1640,5309,0.27848,0.30291
2021,Second Stage of Tertiary Education,Seldom,0.16681,882,5309,0.15678,0.17684
2021,Second Stage of Tertiary Education,Never,0.02773,138,5309,0.02331,0.03215
