year,age_gr,migback,pli0080,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,46-65 y.,No migration background,At least once per week,0.29591,809,2903,0.27930,0.31252
1995,46-65 y.,No migration background,At least once per month,0.34464,1025,2903,0.32735,0.36193
1995,46-65 y.,No migration background,Seldom,0.29473,907,2903,0.27814,0.31131
1995,46-65 y.,No migration background,Never,0.03680,105,2903,0.02995,0.04365
1995,46-65 y.,Direct migration background,Daily,0.05405,78,1038,0.04028,0.06781
1995,46-65 y.,Direct migration background,At least once per week,0.43930,509,1038,0.40910,0.46951
1995,46-65 y.,Direct migration background,At least once per month,0.27131,265,1038,0.24425,0.29838
1995,46-65 y.,Direct migration background,Seldom,0.19145,153,1038,0.16750,0.21540
1995,46-65 y.,Direct migration background,Never,0.04050,33,1038,0.02851,0.05250
1995,66 and older,No migration background,Daily,0.05251,67,1297,0.04037,0.06465
1995,66 and older,No migration background,At least once per week,0.34614,440,1297,0.32024,0.37204
1995,66 and older,No migration background,At least once per month,0.27509,369,1297,0.25078,0.29941
1995,66 and older,No migration background,Seldom,0.24517,323,1297,0.22175,0.26859
1995,66 and older,No migration background,Never,0.07299,98,1297,0.05883,0.08715
1995,66 and older,Direct migration background,At least once per week,0.26512,68,179,0.20028,0.32997
1995,66 and older,Direct migration background,At least once per month,0.33451,67,179,0.26519,0.40382
1995,66 and older,Direct migration background,Seldom,0.22575,44,179,0.16433,0.28717
1998,17-29 y.,No migration background,Daily,0.14789,327,2226,0.13314,0.16264
1998,17-29 y.,No migration background,At least once per week,0.58280,1264,2226,0.56232,0.60329
1998,17-29 y.,No migration background,At least once per month,0.17763,440,2226,0.16174,0.19351
1998,17-29 y.,No migration background,Seldom,0.08344,195,2226,0.07195,0.09493
1998,17-29 y.,Direct migration background,Daily,0.16415,72,402,0.12790,0.20041
1998,17-29 y.,Direct migration background,At least once per week,0.60422,270,402,0.55636,0.65209
1998,17-29 y.,Direct migration background,At least once per month,0.13578,60,402,0.10225,0.16930
1998,17-29 y.,Indirect migration background,Daily,0.30222,141,470,0.26066,0.34378
1998,17-29 y.,Indirect migration background,At least once per week,0.56316,268,470,0.51827,0.60805
1998,17-29 y.,Indirect migration background,At least once per month,0.10627,61,470,0.07838,0.13416
1998,30-45 y.,No migration background,Daily,0.03637,133,3934,0.03052,0.04222
1998,30-45 y.,No migration background,At least once per week,0.42800,1583,3934,0.41253,0.44346
1998,30-45 y.,No migration background,At least once per month,0.33357,1366,3934,0.31883,0.34830
1998,30-45 y.,No migration background,Seldom,0.18446,807,3934,0.17234,0.19658
1998,30-45 y.,No migration background,Never,0.01138,45,3934,0.00807,0.01470
1998,30-45 y.,Direct migration background,Daily,0.04986,55,780,0.03457,0.06514
1998,30-45 y.,Direct migration background,At least once per week,0.48524,396,780,0.45015,0.52034
1998,30-45 y.,Direct migration background,At least once per month,0.31129,227,780,0.27878,0.34381
1998,30-45 y.,Direct migration background,Seldom,0.14546,102,780,0.12070,0.17021
1998,30-45 y.,Indirect migration background,At least once per week,0.36064,45,45,0.21876,0.50253
1998,46-65 y.,No migration background,Daily,0.02122,64,3424,0.01640,0.02605
1998,46-65 y.,No migration background,At least once per week,0.30726,1018,3424,0.29181,0.32272
1998,46-65 y.,No migration background,At least once per month,0.33302,1203,3424,0.31723,0.34881
1998,46-65 y.,No migration background,Seldom,0.30436,1050,3424,0.28895,0.31978
1998,46-65 y.,No migration background,Never,0.02565,89,3424,0.02035,0.03094
1998,46-65 y.,Direct migration background,Daily,0.06730,82,909,0.05100,0.08359
1998,46-65 y.,Direct migration background,At least once per week,0.43222,445,909,0.40000,0.46445
1998,46-65 y.,Direct migration background,At least once per month,0.28743,243,909,0.25800,0.31687
1998,46-65 y.,Direct migration background,Seldom,0.18514,139,909,0.15988,0.21041
1998,66 and older,No migration background,Daily,0.04654,71,1591,0.03618,0.05689
1998,66 and older,No migration background,At least once per week,0.36791,579,1591,0.34420,0.39161
1998,66 and older,No migration background,At least once per month,0.28803,474,1591,0.26578,0.31029
1998,66 and older,No migration background,Seldom,0.23813,385,1591,0.21719,0.25907
1998,66 and older,No migration background,Never,0.05134,82,1591,0.04049,0.06218
1998,66 and older,Direct migration background,At least once per week,0.32132,88,209,0.25786,0.38478
1998,66 and older,Direct migration background,At least once per month,0.22669,51,209,0.16979,0.28359
1998,66 and older,Direct migration background,Seldom,0.29281,70,209,0.23097,0.35465
2003,17-29 y.,No migration background,Daily,0.14598,488,3089,0.13352,0.15843
2003,17-29 y.,No migration background,At least once per week,0.59425,1822,3089,0.57693,0.61157
2003,17-29 y.,No migration background,At least once per month,0.16892,543,3089,0.15570,0.18213
2003,17-29 y.,No migration background,Seldom,0.07678,236,3089,0.06739,0.08617
2003,17-29 y.,Direct migration background,Daily,0.14200,49,341,0.10490,0.17911
2003,17-29 y.,Direct migration background,At least once per week,0.59427,238,341,0.54208,0.64647
2003,17-29 y.,Direct migration background,At least once per month,0.15986,54,341,0.12091,0.19882
2003,17-29 y.,Indirect migration background,Daily,0.15398,86,500,0.12232,0.18565
2003,17-29 y.,Indirect migration background,At least once per week,0.58022,308,500,0.53691,0.62352
2003,17-29 y.,Indirect migration background,At least once per month,0.15837,73,500,0.12633,0.19040
2003,17-29 y.,Indirect migration background,Seldom,0.08702,33,500,0.06229,0.11175
2003,30-45 y.,No migration background,Daily,0.02812,150,5815,0.02387,0.03237
2003,30-45 y.,No migration background,At least once per week,0.43127,2508,5815,0.41854,0.44400
2003,30-45 y.,No migration background,At least once per month,0.35405,2139,5815,0.34175,0.36634
2003,30-45 y.,No migration background,Seldom,0.17329,961,5815,0.16357,0.18302
2003,30-45 y.,No migration background,Never,0.01078,57,5815,0.00812,0.01343
2003,30-45 y.,Direct migration background,Daily,0.04297,37,867,0.02947,0.05648
2003,30-45 y.,Direct migration background,At least once per week,0.47493,450,867,0.44167,0.50819
2003,30-45 y.,Direct migration background,At least once per month,0.27789,249,867,0.24806,0.30773
2003,30-45 y.,Direct migration background,Seldom,0.16960,131,867,0.14460,0.19459
2003,30-45 y.,Indirect migration background,At least once per week,0.53915,122,173,0.46466,0.61365
2003,30-45 y.,Indirect migration background,At least once per month,0.21110,51,173,0.15011,0.27209
2003,46-65 y.,No migration background,Daily,0.01615,100,6516,0.01309,0.01921
2003,46-65 y.,No migration background,At least once per week,0.32634,2057,6516,0.31495,0.33772
2003,46-65 y.,No migration background,At least once per month,0.35806,2507,6516,0.34641,0.36970
2003,46-65 y.,No migration background,Seldom,0.26046,1653,6516,0.24981,0.27112
2003,46-65 y.,No migration background,Never,0.03413,199,6516,0.02972,0.03853
2003,46-65 y.,Direct migration background,At least once per week,0.41322,404,955,0.38198,0.44447
2003,46-65 y.,Direct migration background,At least once per month,0.32322,336,955,0.29354,0.35289
2003,46-65 y.,Direct migration background,Seldom,0.20123,179,955,0.17579,0.22667
2003,46-65 y.,Direct migration background,Never,0.03644,36,955,0.02455,0.04833
2003,66 and older,No migration background,Daily,0.02774,83,3261,0.02210,0.03337
2003,66 and older,No migration background,At least once per week,0.34619,1102,3261,0.32986,0.36252
2003,66 and older,No migration background,At least once per month,0.28363,1006,3261,0.26816,0.29911
2003,66 and older,No migration background,Seldom,0.25667,832,3261,0.24167,0.27166
2003,66 and older,No migration background,Never,0.07867,238,3261,0.06943,0.08792
2003,66 and older,Direct migration background,At least once per week,0.34466,126,343,0.29429,0.39503
2003,66 and older,Direct migration background,At least once per month,0.29141,104,343,0.24324,0.33957
2003,66 and older,Direct migration background,Seldom,0.22813,81,343,0.18365,0.27260
2003,66 and older,Direct migration background,Never,0.08982,32,343,0.05952,0.12013
2008,17-29 y.,No migration background,Daily,0.11739,285,2472,0.10470,0.13009
2008,17-29 y.,No migration background,At least once per week,0.52757,1431,2472,0.50789,0.54726
2008,17-29 y.,No migration background,At least once per month,0.19415,543,2472,0.17856,0.20975
2008,17-29 y.,No migration background,Seldom,0.07856,213,2472,0.06795,0.08917
2008,17-29 y.,Direct migration background,At least once per week,0.58044,131,176,0.50732,0.65356
2008,17-29 y.,Direct migration background,At least once per month,0.21127,45,176,0.15079,0.27175
2008,17-29 y.,Indirect migration background,Daily,0.10290,65,423,0.07391,0.13189
2008,17-29 y.,Indirect migration background,At least once per week,0.53399,259,423,0.48639,0.58158
2008,17-29 y.,Indirect migration background,At least once per month,0.11636,63,423,0.08577,0.14696
2008,17-29 y.,Indirect migration background,Seldom,0.09866,36,423,0.07021,0.12712
2008,30-45 y.,No migration background,Daily,0.02571,108,4284,0.02097,0.03045
2008,30-45 y.,No migration background,At least once per week,0.42310,1790,4284,0.40830,0.43790
2008,30-45 y.,No migration background,At least once per month,0.35801,1597,4284,0.34365,0.37237
2008,30-45 y.,No migration background,Seldom,0.17982,750,4284,0.16832,0.19132
2008,30-45 y.,No migration background,Never,0.00933,39,4284,0.00645,0.01221
2008,30-45 y.,Direct migration background,At least once per week,0.45696,279,569,0.41599,0.49793
2008,30-45 y.,Direct migration background,At least once per month,0.30707,192,569,0.26913,0.34500
2008,30-45 y.,Direct migration background,Seldom,0.18354,98,569,0.15170,0.21537
2008,30-45 y.,Indirect migration background,At least once per week,0.54670,153,250,0.48487,0.60853
2008,30-45 y.,Indirect migration background,At least once per month,0.22452,62,250,0.17269,0.27635
2008,30-45 y.,Indirect migration background,Seldom,0.14874,35,250,0.10454,0.19293
2008,46-65 y.,No migration background,Daily,0.01881,91,5909,0.01534,0.02227
2008,46-65 y.,No migration background,At least once per week,0.29369,1753,5909,0.28207,0.30530
2008,46-65 y.,No migration background,At least once per month,0.36031,2262,5909,0.34807,0.37255
2008,46-65 y.,No migration background,Seldom,0.28183,1621,5909,0.27036,0.29330
2008,46-65 y.,No migration background,Never,0.04073,182,5909,0.03569,0.04577
2008,46-65 y.,Direct migration background,At least once per week,0.38299,285,669,0.34613,0.41986
2008,46-65 y.,Direct migration background,At least once per month,0.34143,240,669,0.30547,0.37739
2008,46-65 y.,Direct migration background,Seldom,0.22371,144,669,0.19211,0.25531
2008,66 and older,No migration background,Daily,0.03033,100,3894,0.02494,0.03572
2008,66 and older,No migration background,At least once per week,0.31763,1232,3894,0.30301,0.33226
2008,66 and older,No migration background,At least once per month,0.29293,1248,3894,0.27863,0.30722
2008,66 and older,No migration background,Seldom,0.28663,1081,3894,0.27243,0.30084
2008,66 and older,No migration background,Never,0.06522,233,3894,0.05746,0.07298
2008,66 and older,Direct migration background,At least once per week,0.34062,128,332,0.28956,0.39167
2008,66 and older,Direct migration background,At least once per month,0.31816,109,332,0.26798,0.36833
2008,66 and older,Direct migration background,Seldom,0.25742,95,332,0.21032,0.30452
2013,17-29 y.,No migration background,Daily,0.10914,350,2800,0.09758,0.12069
2013,17-29 y.,No migration background,At least once per week,0.48277,1573,2800,0.46426,0.50128
2013,17-29 y.,No migration background,At least once per month,0.20455,596,2800,0.18960,0.21949
2013,17-29 y.,No migration background,Seldom,0.07966,245,2800,0.06963,0.08969
2013,17-29 y.,No migration background,Never,0.01080,36,2800,0.00697,0.01463
2013,17-29 y.,Direct migration background,At least once per week,0.20411,159,253,0.15435,0.25388
2013,17-29 y.,Direct migration background,At least once per month,0.06235,54,253,0.03249,0.09220
2013,17-29 y.,Direct migration background,Seldom,0.03659,40,253,0.01341,0.05977
2013,17-29 y.,Indirect migration background,Daily,0.05302,86,467,0.03267,0.07336
2013,17-29 y.,Indirect migration background,At least once per week,0.26771,254,467,0.22751,0.30791
2013,17-29 y.,Indirect migration background,At least once per month,0.06109,85,467,0.03935,0.08284
2013,17-29 y.,Indirect migration background,Seldom,0.04843,42,467,0.02894,0.06792
2013,30-45 y.,No migration background,Daily,0.02746,225,6249,0.02341,0.03151
2013,30-45 y.,No migration background,At least once per week,0.41625,2759,6249,0.40403,0.42848
2013,30-45 y.,No migration background,At least once per month,0.36518,2206,6249,0.35324,0.37712
2013,30-45 y.,No migration background,Seldom,0.14658,966,6249,0.13781,0.15535
2013,30-45 y.,No migration background,Never,0.01492,93,6249,0.01192,0.01793
2013,30-45 y.,Direct migration background,Daily,0.00898,44,1198,0.00364,0.01433
2013,30-45 y.,Direct migration background,At least once per week,0.19294,550,1198,0.17058,0.21529
2013,30-45 y.,Direct migration background,At least once per month,0.13518,382,1198,0.11581,0.15455
2013,30-45 y.,Direct migration background,Seldom,0.07487,222,1198,0.05996,0.08978
2013,30-45 y.,Indirect migration background,At least once per week,0.27604,244,475,0.23580,0.31629
2013,30-45 y.,Indirect migration background,At least once per month,0.19948,156,475,0.16351,0.23546
2013,30-45 y.,Indirect migration background,Seldom,0.09981,75,475,0.07282,0.12679
2013,46-65 y.,No migration background,Daily,0.02025,164,7945,0.01715,0.02335
2013,46-65 y.,No migration background,At least once per week,0.29797,2478,7945,0.28791,0.30803
2013,46-65 y.,No migration background,At least once per month,0.37540,2985,7945,0.36475,0.38604
2013,46-65 y.,No migration background,Seldom,0.25471,2013,7945,0.24513,0.26429
2013,46-65 y.,No migration background,Never,0.03783,305,7945,0.03364,0.04203
2013,46-65 y.,Direct migration background,At least once per week,0.21330,300,844,0.18565,0.24096
2013,46-65 y.,Direct migration background,At least once per month,0.22767,306,844,0.19937,0.25598
2013,46-65 y.,Direct migration background,Seldom,0.17012,207,844,0.14475,0.19548
2013,46-65 y.,Direct migration background,Never,0.03161,31,844,0.01980,0.04342
2013,46-65 y.,Indirect migration background,At least once per week,0.23854,38,133,0.16583,0.31125
2013,46-65 y.,Indirect migration background,At least once per month,0.46240,60,133,0.37735,0.54746
2013,46-65 y.,Indirect migration background,Seldom,0.16988,35,133,0.10582,0.23395
2013,66 and older,No migration background,Daily,0.02360,108,4533,0.01918,0.02802
2013,66 and older,No migration background,At least once per week,0.30433,1338,4533,0.29093,0.31772
2013,66 and older,No migration background,At least once per month,0.27782,1423,4533,0.26478,0.29086
2013,66 and older,No migration background,Seldom,0.30772,1342,4533,0.29428,0.32116
2013,66 and older,No migration background,Never,0.07435,322,4533,0.06672,0.08199
2013,66 and older,Direct migration background,At least once per week,0.30826,112,364,0.26076,0.35577
2013,66 and older,Direct migration background,At least once per month,0.25313,104,364,0.20840,0.29786
2013,66 and older,Direct migration background,Seldom,0.28081,107,364,0.23458,0.32704
2013,66 and older,Direct migration background,Never,0.06134,41,364,0.03666,0.08603
2019,17-29 y.,No migration background,Daily,0.08556,264,2707,0.07502,0.09610
2019,17-29 y.,No migration background,At least once per week,0.50532,1454,2707,0.48648,0.52416
2019,17-29 y.,No migration background,At least once per month,0.20643,628,2707,0.19118,0.22168
2019,17-29 y.,No migration background,Seldom,0.10421,292,2707,0.09270,0.11572
2019,17-29 y.,No migration background,Never,0.02005,69,2707,0.01477,0.02534
2019,17-29 y.,Direct migration background,Daily,0.06914,39,394,0.04406,0.09423
2019,17-29 y.,Direct migration background,At least once per week,0.32066,199,394,0.27452,0.36681
2019,17-29 y.,Direct migration background,At least once per month,0.22276,95,394,0.18162,0.26390
2019,17-29 y.,Direct migration background,Seldom,0.10477,61,394,0.07449,0.13504
2019,17-29 y.,Indirect migration background,Daily,0.09570,89,692,0.07376,0.11763
2019,17-29 y.,Indirect migration background,At least once per week,0.50133,382,692,0.46405,0.53861
2019,17-29 y.,Indirect migration background,At least once per month,0.22524,139,692,0.19409,0.25638
2019,17-29 y.,Indirect migration background,Seldom,0.08554,82,692,0.06468,0.10639
2019,30-45 y.,No migration background,Daily,0.02626,136,4134,0.02139,0.03114
2019,30-45 y.,No migration background,At least once per week,0.43462,1730,4134,0.41951,0.44973
2019,30-45 y.,No migration background,At least once per month,0.37527,1524,4134,0.36051,0.39003
2019,30-45 y.,No migration background,Seldom,0.14538,656,4134,0.13463,0.15612
2019,30-45 y.,No migration background,Never,0.01750,88,4134,0.01350,0.02150
2019,30-45 y.,Direct migration background,Daily,0.03889,67,1596,0.02941,0.04838
2019,30-45 y.,Direct migration background,At least once per week,0.40283,629,1596,0.37876,0.42690
2019,30-45 y.,Direct migration background,At least once per month,0.32136,530,1596,0.29844,0.34428
2019,30-45 y.,Direct migration background,Seldom,0.14821,306,1596,0.13077,0.16564
2019,30-45 y.,Direct migration background,Never,0.02705,64,1596,0.01908,0.03501
2019,30-45 y.,Indirect migration background,At least once per week,0.40652,227,518,0.36418,0.44886
2019,30-45 y.,Indirect migration background,At least once per month,0.34985,189,518,0.30874,0.39096
2019,30-45 y.,Indirect migration background,Seldom,0.19723,102,518,0.16293,0.23153
2019,46-65 y.,No migration background,Daily,0.02106,185,8594,0.01802,0.02409
2019,46-65 y.,No migration background,At least once per week,0.29241,2692,8594,0.28279,0.30203
2019,46-65 y.,No migration background,At least once per month,0.38252,3347,8594,0.37224,0.39279
2019,46-65 y.,No migration background,Seldom,0.25195,2061,8594,0.24277,0.26113
2019,46-65 y.,No migration background,Never,0.04661,309,8594,0.04216,0.05107
2019,46-65 y.,Direct migration background,Daily,0.02613,50,1505,0.01807,0.03419
2019,46-65 y.,Direct migration background,At least once per week,0.32638,477,1505,0.30268,0.35007
2019,46-65 y.,Direct migration background,At least once per month,0.33055,522,1505,0.30678,0.35433
2019,46-65 y.,Direct migration background,Seldom,0.23919,354,1505,0.21763,0.26075
2019,46-65 y.,Direct migration background,Never,0.05993,102,1505,0.04794,0.07193
2019,46-65 y.,Indirect migration background,At least once per week,0.39819,112,269,0.33958,0.45680
2019,46-65 y.,Indirect migration background,At least once per month,0.26316,97,269,0.21044,0.31588
2019,46-65 y.,Indirect migration background,Seldom,0.24501,60,269,0.19352,0.29650
2019,66 and older,No migration background,Daily,0.02979,135,4673,0.02491,0.03466
2019,66 and older,No migration background,At least once per week,0.28941,1354,4673,0.27641,0.30241
2019,66 and older,No migration background,At least once per month,0.29968,1502,4673,0.28654,0.31281
2019,66 and older,No migration background,Seldom,0.28929,1354,4673,0.27629,0.30229
2019,66 and older,No migration background,Never,0.08404,328,4673,0.07609,0.09200
2019,66 and older,Direct migration background,At least once per week,0.32367,120,423,0.27903,0.36831
2019,66 and older,Direct migration background,At least once per month,0.25516,117,423,0.21357,0.29676
2019,66 and older,Direct migration background,Seldom,0.30932,149,423,0.26522,0.35342
2019,66 and older,Direct migration background,Never,0.06000,37,423,0.03734,0.08266
2021,17-29 y.,No migration background,Daily,0.09585,190,1781,0.08218,0.10953
2021,17-29 y.,No migration background,At least once per week,0.54606,1001,1781,0.52294,0.56919
2021,17-29 y.,No migration background,At least once per month,0.19024,374,1781,0.17201,0.20847
2021,17-29 y.,No migration background,Seldom,0.08088,184,1781,0.06821,0.09354
2021,17-29 y.,No migration background,Never,0.02052,32,1781,0.01394,0.02711
2021,17-29 y.,Direct migration background,Daily,0.05910,43,511,0.03863,0.07957
2021,17-29 y.,Direct migration background,At least once per week,0.31729,230,511,0.27689,0.35768
2021,17-29 y.,Direct migration background,At least once per month,0.14472,152,511,0.11419,0.17526
2021,17-29 y.,Direct migration background,Seldom,0.19350,86,511,0.15922,0.22779
2021,17-29 y.,Indirect migration background,Daily,0.11061,40,390,0.07944,0.14178
2021,17-29 y.,Indirect migration background,At least once per week,0.47969,218,390,0.43005,0.52934
2021,17-29 y.,Indirect migration background,At least once per month,0.21041,89,390,0.16990,0.25091
2021,17-29 y.,Indirect migration background,Seldom,0.11920,43,390,0.08700,0.15140
2021,30-45 y.,No migration background,Daily,0.05235,142,2613,0.04381,0.06089
2021,30-45 y.,No migration background,At least once per week,0.52951,1362,2613,0.51037,0.54865
2021,30-45 y.,No migration background,At least once per month,0.27708,716,2613,0.25991,0.29424
2021,30-45 y.,No migration background,Seldom,0.12403,350,2613,0.11139,0.13667
2021,30-45 y.,No migration background,Never,0.01660,43,2613,0.01170,0.02150
2021,30-45 y.,Direct migration background,Daily,0.04902,52,1223,0.03691,0.06113
2021,30-45 y.,Direct migration background,At least once per week,0.38519,523,1223,0.35790,0.41247
2021,30-45 y.,Direct migration background,At least once per month,0.23635,367,1223,0.21253,0.26017
2021,30-45 y.,Direct migration background,Seldom,0.20178,241,1223,0.17928,0.22428
2021,30-45 y.,Direct migration background,Never,0.03880,40,1223,0.02797,0.04963
2021,30-45 y.,Indirect migration background,At least once per week,0.49808,159,292,0.44063,0.55553
2021,30-45 y.,Indirect migration background,At least once per month,0.32344,92,292,0.26969,0.37718
2021,30-45 y.,Indirect migration background,Seldom,0.10029,41,292,0.06578,0.13481
2021,46-65 y.,No migration background,Daily,0.03879,210,5590,0.03373,0.04386
2021,46-65 y.,No migration background,At least once per week,0.41462,2400,5590,0.40170,0.42753
2021,46-65 y.,No migration background,At least once per month,0.29275,1685,5590,0.28082,0.30468
2021,46-65 y.,No migration background,Seldom,0.21023,1088,5590,0.19954,0.22091
2021,46-65 y.,No migration background,Never,0.04149,207,5590,0.03626,0.04672
2021,46-65 y.,Direct migration background,Daily,0.05167,42,1003,0.03796,0.06538
2021,46-65 y.,Direct migration background,At least once per week,0.29716,347,1003,0.26887,0.32546
2021,46-65 y.,Direct migration background,At least once per month,0.29178,313,1003,0.26363,0.31993
2021,46-65 y.,Direct migration background,Seldom,0.23808,236,1003,0.21171,0.26445
2021,46-65 y.,Direct migration background,Never,0.09518,65,1003,0.07701,0.11335
2021,46-65 y.,Indirect migration background,At least once per week,0.34799,73,181,0.27840,0.41758
2021,46-65 y.,Indirect migration background,At least once per month,0.27567,63,181,0.21039,0.34095
2021,46-65 y.,Indirect migration background,Seldom,0.30790,45,181,0.24046,0.37534
2021,66 and older,No migration background,Daily,0.05520,173,3221,0.04731,0.06309
2021,66 and older,No migration background,At least once per week,0.36239,1226,3221,0.34579,0.37899
2021,66 and older,No migration background,At least once per month,0.23526,804,3221,0.22061,0.24991
2021,66 and older,No migration background,Seldom,0.25835,807,3221,0.24324,0.27347
2021,66 and older,No migration background,Never,0.08302,211,3221,0.07349,0.09255
2021,66 and older,Direct migration background,At least once per week,0.35345,105,257,0.29489,0.41201
2021,66 and older,Direct migration background,At least once per month,0.23061,67,257,0.17901,0.28221
2021,66 and older,Direct migration background,Seldom,0.31233,85,257,0.25555,0.36910
