"plj0588","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Sehr oft","2013","(noch) kein Abschluss","Staedtischer Raum","10","","",""
"Sehr oft","2013","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Sehr oft","2013","Hauptschule","Staedtischer Raum","83","0.0152660251494798","0.0117400627264393","0.0187919875725202"
"Sehr oft","2013","Hauptschule","Laendlicher Raum","41","0.0141023099014727","0.00991078210231822","0.0182938377006272"
"Sehr oft","2013","Realschule","Staedtischer Raum","38","0.00976483185778825","0.00671138768529659","0.0128182760302799"
"Sehr oft","2013","Realschule","Laendlicher Raum","30","0.00510929434313734","0.00263633611817282","0.00758225256810186"
"Sehr oft","2013","(Fach-)Abitur","Staedtischer Raum","18","","",""
"Sehr oft","2013","(Fach-)Abitur","Laendlicher Raum","8","","",""
"Sehr oft","2013","AkademikerIn","Staedtischer Raum","19","","",""
"Sehr oft","2013","AkademikerIn","Laendlicher Raum","11","","",""
"Oft","2013","(noch) kein Abschluss","Staedtischer Raum","41","0.078959181176599","0.0560434862598981","0.1018748760933"
"Oft","2013","(noch) kein Abschluss","Laendlicher Raum","29","","",""
"Oft","2013","Hauptschule","Staedtischer Raum","276","0.057197923206651","0.0505197815467704","0.0638760648665315"
"Oft","2013","Hauptschule","Laendlicher Raum","174","0.0575660434213015","0.049286241399186","0.065845845443417"
"Oft","2013","Realschule","Staedtischer Raum","219","0.0613760395412093","0.0539229957189871","0.0688290833634316"
"Oft","2013","Realschule","Laendlicher Raum","179","0.0614273731766579","0.053098935393621","0.0697558109596948"
"Oft","2013","(Fach-)Abitur","Staedtischer Raum","127","0.0547926849937935","0.0455739312831157","0.0640114387044713"
"Oft","2013","(Fach-)Abitur","Laendlicher Raum","33","0.0303147065761995","0.0191689837592464","0.0414604293931526"
"Oft","2013","AkademikerIn","Staedtischer Raum","148","0.038862849251419","0.0329834666146431","0.0447422318881949"
"Oft","2013","AkademikerIn","Laendlicher Raum","55","0.0522849655290884","0.0415798693642497","0.0629900616939272"
"Manchmal","2013","(noch) kein Abschluss","Staedtischer Raum","118","0.230181929690713","0.194411682710464","0.265952176670963"
"Manchmal","2013","(noch) kein Abschluss","Laendlicher Raum","56","0.183741425229802","0.137547631835853","0.229935218623751"
"Manchmal","2013","Hauptschule","Staedtischer Raum","951","0.211178040071384","0.199440715736901","0.222915364405867"
"Manchmal","2013","Hauptschule","Laendlicher Raum","658","0.227066080862489","0.212173889289148","0.241958272435831"
"Manchmal","2013","Realschule","Staedtischer Raum","785","0.222744182275385","0.209823852407652","0.235664512143119"
"Manchmal","2013","Realschule","Laendlicher Raum","685","0.202958006219808","0.189007424176194","0.216908588263422"
"Manchmal","2013","(Fach-)Abitur","Staedtischer Raum","490","0.216123273941683","0.199449955755869","0.232796592127497"
"Manchmal","2013","(Fach-)Abitur","Laendlicher Raum","192","0.231246658221251","0.203837393178141","0.25865592326436"
"Manchmal","2013","AkademikerIn","Staedtischer Raum","712","0.169031771036105","0.157630635595392","0.180432906476818"
"Manchmal","2013","AkademikerIn","Laendlicher Raum","286","0.194182328668511","0.175158999585179","0.213205657751843"
"Selten","2013","(noch) kein Abschluss","Staedtischer Raum","219","0.370410201250173","0.329374431386102","0.411445971114243"
"Selten","2013","(noch) kein Abschluss","Laendlicher Raum","114","0.460859507034431","0.401402716809371","0.52031629725949"
"Selten","2013","Hauptschule","Staedtischer Raum","1792","0.381842689892071","0.367871063079677","0.395814316704465"
"Selten","2013","Hauptschule","Laendlicher Raum","1218","0.391118376196661","0.373771078024061","0.408465674369262"
"Selten","2013","Realschule","Staedtischer Raum","1809","0.451690245438135","0.436236926496643","0.467143564379627"
"Selten","2013","Realschule","Laendlicher Raum","1463","0.466705075680879","0.44940079228831","0.484009359073448"
"Selten","2013","(Fach-)Abitur","Staedtischer Raum","1084","0.464412608262257","0.444209669034319","0.484615547490196"
"Selten","2013","(Fach-)Abitur","Laendlicher Raum","421","0.449160117908701","0.416824629036614","0.481495606780788"
"Selten","2013","AkademikerIn","Staedtischer Raum","1990","0.499256423666759","0.484046002189528","0.51446684514399"
"Selten","2013","AkademikerIn","Laendlicher Raum","870","0.519061350793711","0.49503335978699","0.543089341800433"
"Nie","2013","(noch) kein Abschluss","Staedtischer Raum","144","0.298931540228003","0.260030755758026","0.33783232469798"
"Nie","2013","(noch) kein Abschluss","Laendlicher Raum","70","0.241731184830007","0.190663737810967","0.292798631849046"
"Nie","2013","Hauptschule","Staedtischer Raum","1543","0.334515321680414","0.320946808228175","0.348083835132654"
"Nie","2013","Hauptschule","Laendlicher Raum","949","0.310147189618075","0.293704477874686","0.326589901361465"
"Nie","2013","Realschule","Staedtischer Raum","1133","0.254424700887482","0.240900431333434","0.26794897044153"
"Nie","2013","Realschule","Laendlicher Raum","836","0.263800250579518","0.248514595121578","0.279085906037458"
"Nie","2013","(Fach-)Abitur","Staedtischer Raum","622","0.259125568041051","0.24137652995281","0.276874606129293"
"Nie","2013","(Fach-)Abitur","Laendlicher Raum","255","0.271792607765144","0.242871660648497","0.300713554881792"
"Nie","2013","AkademikerIn","Staedtischer Raum","1282","0.287639576707708","0.273869196343444","0.301409957071973"
