year,sex,plj0588,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2013,male,Seldom,0.46273724534215566,44486,0.4581037899285018,0.4673707007558095
2013,male,Never,0.3078530384816298,44486,0.3035634535293191,0.3121426234339405
2013,male,Sometimes,0.17943583492947937,44486,0.17587004908985535,0.1830016207691034
2013,male,Often,0.04283475535434442,44486,0.040953117687011466,0.04471639302167737
2013,male,Very often,0.0071391258923907365,44486,0.006356757834194024,0.007921493950587449
2013,female,Seldom,0.4263816925734024,44486,0.4217859555555434,0.43097742959126145
2013,female,Never,0.2842544617156016,44486,0.28006288554765923,0.28844603788354395
2013,female,Sometimes,0.21682498560736901,44486,0.21299560558222172,0.2206543656325163
2013,female,Often,0.05936960276338515,44486,0.057173584393198196,0.0615656211335721
2013,female,Very often,0.013169257340241797,44486,0.01210989051150787,0.014228624168975723
2016,male,Never,0.3631452581032413,41132,0.35849768167897333,0.3677928345275092
2016,male,Sometimes,0.24729891956782712,41132,0.2431293758001494,0.2514684633355048
2016,male,Seldom,0.2118847539015606,41132,0.20793553800526357,0.21583396979785766
2016,male,Often,0.1134453781512605,41132,0.1103805063706143,0.1165102499319067
2016,male,Very often,0.06422569027611044,41132,0.061856466364454014,0.06659491418776688
2016,female,Never,0.3279109589041096,41132,0.32337407641786764,0.33244784139035155
2016,female,Sometimes,0.2731164383561644,41132,0.26881045346473886,0.2774224232475899
2016,female,Seldom,0.21746575342465754,41132,0.2134790560404312,0.2214524508088839
2016,female,Often,0.1309931506849315,41132,0.12773251669439292,0.13425378467547008
2016,female,Very often,0.05051369863013699,41132,0.04839721412220195,0.05263018313807202
2017,male,Seldom,0.42544459644322846,45410,0.4208971480081893,0.42999204487826764
2017,male,Never,0.32368141054871563,45410,0.31937797937268403,0.32798484172474723
2017,male,Sometimes,0.18931448548411614,45410,0.1857112018458354,0.1929177691223969
2017,male,Often,0.049247606019151846,45410,0.04725736076897197,0.051237851269331725
2017,male,Very often,0.012311901504787962,45410,0.011297633333891298,0.013326169675684625
2017,female,Seldom,0.40807264050901376,45410,0.4035521738909405,0.412593107127087
2017,female,Never,0.29626193001060447,45410,0.2920621768357067,0.30046168318550226
2017,female,Sometimes,0.21454135737009544,45410,0.21076565724969512,0.21831705749049576
2017,female,Often,0.06409066808059385,45410,0.061838013469169874,0.06634332269201783
2017,female,Very often,0.01703340402969247,45410,0.015843257528699764,0.018223550530685174
2018,male,Never,0.3793103448275862,43121,0.37473054752815277,0.3838901421270196
2018,male,Sometimes,0.27586206896551724,43121,0.2716434694114891,0.2800806685195454
2018,male,Seldom,0.16666666666666666,43121,0.16314907510142235,0.17018425823191097
2018,male,Very often,0.09195402298850575,43121,0.08922660973877114,0.09468143623824035
2018,male,Often,0.08620689655172414,43121,0.08355774622683605,0.08885604687661224
2018,female,Never,0.36683417085427134,43121,0.3622852824182298,0.37138305929031284
2018,female,Sometimes,0.2814070351758794,43121,0.27716259305943997,0.2856514772923188
2018,female,Seldom,0.1658291457286432,43121,0.16231864072009652,0.1693396507371899
2018,female,Often,0.11557788944723618,43121,0.11256017018533696,0.11859560870913541
2018,female,Very often,0.07035175879396985,43121,0.06793791887556491,0.07276559871237478
2019,male,Never,0.4634146341463415,42417,0.45866904232446876,0.4681602259682142
2019,male,Seldom,0.21951219512195122,42417,0.2155730817185985,0.22345130852530393
2019,male,Sometimes,0.1951219512195122,42417,0.191350537266616,0.1988933651724084
2019,male,Often,0.0975609756097561,42417,0.09473718104647216,0.10038477017304004
2019,male,Very often,0.024390243902439025,42417,0.02292222301227616,0.02585826479260189
2019,female,Never,0.48091603053435117,42417,0.476161150850116,0.4856709102185863
2019,female,Seldom,0.22900763358778625,42417,0.22500877436498273,0.23300649281058977
2019,female,Sometimes,0.19083969465648856,42417,0.1870999862717794,0.19457940304119772
2019,female,Often,0.06870229007633588,42417,0.06629506903347769,0.07110951111919407
2019,female,Very often,0.030534351145038167,42417,0.028896981792421582,0.03217172049765475
2021,male,Seldom,0.41363342666379493,27598,0.4078229778124447,0.41944387551514517
2021,male,Never,0.3089597243161749,27598,0.3035081758101989,0.3144112728221509
2021,male,Sometimes,0.20008615119534784,27598,0.19536609260885898,0.2048062097818367
2021,male,Often,0.059767391772560845,27598,0.05697055531243155,0.06256422823269014
2021,male,Very often,0.01755330605212147,27598,0.016003950022928173,0.01910266208131477
2021,female,Seldom,0.4045662100456621,27598,0.3987755401518581,0.4103568799394661
2021,female,Never,0.2740740740740741,27598,0.2688115099881204,0.27933663816002774
2021,female,Sometimes,0.22516489091831557,27598,0.22023687333695482,0.2300929084996763
2021,female,Often,0.071740233384069,27598,0.06869561109490133,0.07478485567323667
2021,female,Very often,0.02445459157787925,27598,0.02263228594433141,0.026276897211427088
