year,bula_h,rentown,hgeqpsol,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Hesse,Owner,Yes,0.12996,72,426,0.09799,0.16193
2016,Hesse,Owner,No,0.87004,354,426,0.83807,0.90201
2016,Hesse,Tenant,No,0.96940,535,535,0.95479,0.98400
2016,"Rhineland-Palatinate, Saarland",Owner,Yes,0.15316,65,442,0.11955,0.18678
2016,"Rhineland-Palatinate, Saarland",Owner,No,0.84684,377,442,0.81322,0.88045
2016,"Rhineland-Palatinate, Saarland",Tenant,No,0.95165,390,390,0.93034,0.97297
2016,Baden-Wuerttemberg,Owner,Yes,0.21740,219,853,0.18971,0.24510
2016,Baden-Wuerttemberg,Owner,No,0.78207,634,853,0.75435,0.80979
2016,Baden-Wuerttemberg,Tenant,Yes,0.07676,52,770,0.05795,0.09558
2016,Baden-Wuerttemberg,Tenant,No,0.91401,718,770,0.89419,0.93382
2016,Bavaria,Owner,Yes,0.21385,310,1098,0.18959,0.23811
2016,Bavaria,Owner,No,0.78590,788,1098,0.76162,0.81017
2016,Bavaria,Tenant,Yes,0.05131,70,1199,0.03881,0.06380
2016,Bavaria,Tenant,No,0.94374,1129,1199,0.93070,0.95679
2016,Berlin,Owner,No,0.95055,101,101,0.90805,0.99304
2016,Berlin,Tenant,No,0.99131,498,498,0.98315,0.99947
2016,Brandenburg,Owner,Yes,0.15746,45,254,0.11258,0.20235
2016,Brandenburg,Owner,No,0.84254,209,254,0.79765,0.88742
2016,Brandenburg,Tenant,No,0.93957,298,298,0.91247,0.96667
2016,Mecklenburg-Western Pomerania,Owner,No,0.78200,87,87,0.69474,0.86927
2016,Mecklenburg-Western Pomerania,Tenant,No,0.98674,214,214,0.97138,1.00210
2016,Saxony,Owner,Yes,0.19882,48,304,0.15388,0.24376
2016,Saxony,Owner,No,0.80118,256,304,0.75624,0.84612
2016,Saxony,Tenant,No,0.95135,544,544,0.93325,0.96944
2016,Saxony-Anhalt,Owner,No,0.91128,191,191,0.87085,0.95171
2016,Saxony-Anhalt,Tenant,No,0.95853,290,290,0.93554,0.98152
2016,Thuringa,Owner,No,0.91828,222,222,0.88217,0.95440
2016,Thuringa,Tenant,No,0.92812,282,282,0.89792,0.95832
2017,Schleswig-Holstein,Owner,Yes,0.14174,41,282,0.10096,0.18252
2017,Schleswig-Holstein,Owner,No,0.85826,241,282,0.81748,0.89904
2017,Schleswig-Holstein,Tenant,No,0.93955,270,270,0.91106,0.96803
2017,Hamburg,Owner,No,0.94168,78,78,0.88933,0.99402
2017,Hamburg,Tenant,No,0.97660,208,208,0.95601,0.99719
2017,Lower Saxony,Owner,Yes,0.12622,147,812,0.10337,0.14908
2017,Lower Saxony,Owner,No,0.87378,665,812,0.85092,0.89663
2017,Lower Saxony,Tenant,No,0.96625,706,706,0.95291,0.97958
2017,Bremen,Owner,No,0.97297,41,41,0.92271,1.02323
2017,Bremen,Tenant,No,0.88690,81,81,0.81750,0.95631
2017,North Rhine-Westphalia,Owner,Yes,0.09998,198,1401,0.08426,0.11569
2017,North Rhine-Westphalia,Owner,No,0.89995,1203,1401,0.88423,0.91567
2017,North Rhine-Westphalia,Tenant,Yes,0.02701,51,1785,0.01949,0.03454
2017,North Rhine-Westphalia,Tenant,No,0.95921,1734,1785,0.95003,0.96839
2017,Hesse,Owner,Yes,0.13960,91,469,0.10820,0.17100
2017,Hesse,Owner,No,0.86040,378,469,0.82900,0.89180
2017,Hesse,Tenant,No,0.95981,565,565,0.94360,0.97602
2017,"Rhineland-Palatinate, Saarland",Owner,Yes,0.13454,72,464,0.10346,0.16562
2017,"Rhineland-Palatinate, Saarland",Owner,No,0.86546,392,464,0.83438,0.89654
2017,"Rhineland-Palatinate, Saarland",Tenant,No,0.93942,398,398,0.91596,0.96289
2017,Baden-Wuerttemberg,Owner,Yes,0.22235,236,922,0.19550,0.24921
2017,Baden-Wuerttemberg,Owner,No,0.77705,686,922,0.75017,0.80393
2017,Baden-Wuerttemberg,Tenant,Yes,0.07798,58,802,0.05941,0.09655
2017,Baden-Wuerttemberg,Tenant,No,0.91278,744,802,0.89324,0.93232
2017,Bavaria,Owner,Yes,0.23538,359,1194,0.21131,0.25946
2017,Bavaria,Owner,No,0.76150,835,1194,0.73731,0.78568
2017,Bavaria,Tenant,Yes,0.05642,81,1307,0.04391,0.06894
2017,Bavaria,Tenant,No,0.93766,1226,1307,0.92454,0.95077
2017,Berlin,Owner,No,0.94563,105,105,0.90205,0.98921
2017,Berlin,Tenant,No,0.98497,538,538,0.97468,0.99526
2017,Brandenburg,Owner,Yes,0.13766,44,280,0.09723,0.17809
2017,Brandenburg,Owner,No,0.86234,236,280,0.82191,0.90277
2017,Brandenburg,Tenant,No,0.92149,325,325,0.89220,0.95078
2017,Mecklenburg-Western Pomerania,Owner,No,0.81713,107,107,0.74355,0.89072
2017,Mecklenburg-Western Pomerania,Tenant,No,0.97703,230,230,0.95763,0.99644
2017,Saxony,Owner,Yes,0.22295,66,359,0.17984,0.26607
2017,Saxony,Owner,No,0.75844,293,359,0.71410,0.80278
2017,Saxony,Tenant,No,0.95564,609,609,0.93927,0.97201
2017,Saxony-Anhalt,Owner,No,0.87300,208,208,0.82764,0.91836
2017,Saxony-Anhalt,Tenant,No,0.93329,319,319,0.90587,0.96072
2017,Thuringa,Owner,No,0.91132,240,240,0.87528,0.94736
2017,Thuringa,Tenant,No,0.91714,309,309,0.88636,0.94793
2018,Schleswig-Holstein,Owner,Yes,0.12291,35,269,0.08360,0.16222
2018,Schleswig-Holstein,Owner,No,0.87709,234,269,0.83778,0.91640
2018,Schleswig-Holstein,Tenant,No,0.93386,273,273,0.90432,0.96339
2018,Hamburg,Owner,No,0.94920,72,72,0.89812,1.00028
2018,Hamburg,Tenant,No,0.95763,242,242,0.93219,0.98306
2018,Lower Saxony,Owner,Yes,0.11834,136,762,0.09539,0.14129
2018,Lower Saxony,Owner,No,0.88066,626,762,0.85763,0.90369
2018,Lower Saxony,Tenant,No,0.94939,691,691,0.93304,0.96575
2018,Bremen,Owner,No,0.98371,48,48,0.94752,1.01990
2018,Bremen,Tenant,No,0.89718,80,80,0.83020,0.96415
2018,North Rhine-Westphalia,Owner,Yes,0.09919,187,1336,0.08316,0.11523
2018,North Rhine-Westphalia,Owner,No,0.89989,1149,1336,0.88379,0.91599
2018,North Rhine-Westphalia,Tenant,Yes,0.02458,51,1842,0.01751,0.03166
2018,North Rhine-Westphalia,Tenant,No,0.95589,1791,1842,0.94651,0.96527
2018,Hesse,Owner,Yes,0.13250,92,449,0.10110,0.16389
2018,Hesse,Owner,No,0.86750,357,449,0.83611,0.89890
2018,Hesse,Tenant,No,0.94238,533,533,0.92258,0.96219
2018,"Rhineland-Palatinate, Saarland",Owner,Yes,0.14501,70,446,0.11230,0.17773
2018,"Rhineland-Palatinate, Saarland",Owner,No,0.84906,376,446,0.81579,0.88232
2018,"Rhineland-Palatinate, Saarland",Tenant,No,0.93362,421,421,0.90981,0.95742
2018,Baden-Wuerttemberg,Owner,Yes,0.22855,229,876,0.20073,0.25638
2018,Baden-Wuerttemberg,Owner,No,0.77071,647,876,0.74285,0.79856
2018,Baden-Wuerttemberg,Tenant,Yes,0.07613,54,747,0.05710,0.09516
2018,Baden-Wuerttemberg,Tenant,No,0.90888,693,747,0.88823,0.92953
2018,Bavaria,Owner,Yes,0.23370,345,1151,0.20924,0.25816
2018,Bavaria,Owner,No,0.76440,806,1151,0.73987,0.78893
2018,Bavaria,Tenant,Yes,0.06946,82,1256,0.05540,0.08353
2018,Bavaria,Tenant,No,0.91998,1174,1256,0.90496,0.93499
2018,Berlin,Owner,No,0.96241,104,104,0.92567,0.99914
2018,Berlin,Tenant,No,0.97744,572,572,0.96525,0.98962
2018,Brandenburg,Owner,Yes,0.16992,44,268,0.12487,0.21496
2018,Brandenburg,Owner,No,0.82691,224,268,0.78153,0.87229
2018,Brandenburg,Tenant,No,0.92144,360,360,0.89360,0.94927
2018,Mecklenburg-Western Pomerania,Owner,No,0.83317,106,106,0.76186,0.90449
2018,Mecklenburg-Western Pomerania,Tenant,No,0.98047,248,248,0.96322,0.99773
2018,Saxony,Owner,Yes,0.22241,63,350,0.17878,0.26604
2018,Saxony,Owner,No,0.77759,287,350,0.73396,0.82122
2018,Saxony,Tenant,No,0.96814,613,613,0.95422,0.98205
2018,Saxony-Anhalt,Owner,Yes,0.12880,31,227,0.08512,0.17247
2018,Saxony-Anhalt,Owner,No,0.87120,196,227,0.82753,0.91488
2018,Saxony-Anhalt,Tenant,No,0.95919,335,335,0.93798,0.98041
2018,Thuringa,Owner,No,0.89083,217,217,0.84924,0.93242
2018,Thuringa,Tenant,No,0.90832,311,311,0.87620,0.94045
2019,Schleswig-Holstein,Owner,Yes,0.11374,32,245,0.07390,0.15357
2019,Schleswig-Holstein,Owner,No,0.81637,213,245,0.76779,0.86495
2019,Schleswig-Holstein,Tenant,No,0.77382,191,191,0.71433,0.83331
2019,Hamburg,Owner,No,0.88577,63,63,0.80659,0.96495
2019,Hamburg,Tenant,No,0.87568,201,201,0.82995,0.92141
2019,Lower Saxony,Owner,Yes,0.10818,122,689,0.08497,0.13139
2019,Lower Saxony,Owner,No,0.83750,567,689,0.80994,0.86507
2019,Lower Saxony,Tenant,No,0.80251,512,512,0.76799,0.83702
2019,Bremen,Owner,No,0.96763,39,39,0.91136,1.02390
2019,Bremen,Tenant,No,0.80939,68,68,0.71533,0.90344
2019,North Rhine-Westphalia,Owner,Yes,0.09360,164,1174,0.07693,0.11027
2019,North Rhine-Westphalia,Owner,No,0.84878,1010,1174,0.82828,0.86929
2019,North Rhine-Westphalia,Tenant,Yes,0.02360,41,1418,0.01569,0.03150
2019,North Rhine-Westphalia,Tenant,No,0.82574,1377,1418,0.80599,0.84549
2019,Hesse,Owner,Yes,0.12314,79,392,0.09057,0.15571
2019,Hesse,Owner,No,0.80093,313,392,0.76135,0.84051
2019,Hesse,Tenant,No,0.79022,401,401,0.75032,0.83012
2019,"Rhineland-Palatinate, Saarland",Owner,Yes,0.13121,62,392,0.09774,0.16468
2019,"Rhineland-Palatinate, Saarland",Owner,No,0.82200,330,392,0.78408,0.85992
2019,"Rhineland-Palatinate, Saarland",Tenant,No,0.78368,317,317,0.73828,0.82907
2019,Baden-Wuerttemberg,Owner,Yes,0.22371,198,745,0.19376,0.25365
2019,Baden-Wuerttemberg,Owner,No,0.71903,547,745,0.68673,0.75132
2019,Baden-Wuerttemberg,Tenant,Yes,0.07121,45,568,0.05004,0.09238
2019,Baden-Wuerttemberg,Tenant,No,0.75936,523,568,0.72417,0.79454
2019,Bavaria,Owner,Yes,0.23632,314,1001,0.20999,0.26265
2019,Bavaria,Owner,No,0.69753,687,1001,0.66906,0.72600
2019,Bavaria,Tenant,Yes,0.05476,65,948,0.04027,0.06925
2019,Bavaria,Tenant,No,0.77708,883,948,0.75057,0.80358
2019,Berlin,Owner,No,0.88840,95,95,0.82475,0.95206
2019,Berlin,Tenant,No,0.89143,449,449,0.86262,0.92024
2019,Brandenburg,Owner,Yes,0.14555,42,258,0.10244,0.18867
2019,Brandenburg,Owner,No,0.77746,216,258,0.72660,0.82831
2019,Brandenburg,Tenant,No,0.79520,287,287,0.74843,0.84197
2019,Mecklenburg-Western Pomerania,Owner,No,0.77380,95,95,0.68923,0.85838
2019,Mecklenburg-Western Pomerania,Tenant,No,0.84227,192,192,0.79058,0.89396
2019,Saxony,Owner,Yes,0.21066,57,305,0.16482,0.25650
2019,Saxony,Owner,No,0.70667,248,305,0.65548,0.75785
2019,Saxony,Tenant,No,0.87391,504,504,0.84490,0.90292
2019,Saxony-Anhalt,Owner,No,0.79692,170,170,0.73627,0.85757
2019,Saxony-Anhalt,Tenant,No,0.84616,255,255,0.80179,0.89053
2019,Thuringa,Owner,No,0.84797,188,188,0.79651,0.89943
2019,Thuringa,Tenant,No,0.80642,243,243,0.75664,0.85620
2020,Schleswig-Holstein,Owner,Yes,0.14647,51,293,0.10591,0.18702
2020,Schleswig-Holstein,Owner,No,0.85296,242,293,0.81234,0.89358
2020,Schleswig-Holstein,Tenant,No,0.88303,242,242,0.84246,0.92361
2020,Hamburg,Owner,No,0.94098,89,89,0.89174,0.99022
2020,Hamburg,Tenant,No,0.94855,259,259,0.92159,0.97551
2020,Lower Saxony,Owner,Yes,0.13649,145,735,0.11165,0.16132
2020,Lower Saxony,Owner,No,0.86210,590,735,0.83716,0.88704
2020,Lower Saxony,Tenant,Yes,0.05853,41,750,0.04172,0.07534
2020,Lower Saxony,Tenant,No,0.91111,709,750,0.89072,0.93149
2020,Bremen,Owner,No,0.96232,43,43,0.90473,1.01991
2020,Bremen,Tenant,No,0.85191,88,88,0.77727,0.92655
2020,North Rhine-Westphalia,Owner,Yes,0.11078,226,1354,0.09406,0.12751
2020,North Rhine-Westphalia,Owner,No,0.88453,1128,1354,0.86750,0.90156
2020,North Rhine-Westphalia,Tenant,Yes,0.02944,64,2036,0.02210,0.03679
2020,North Rhine-Westphalia,Tenant,No,0.94336,1972,2036,0.93332,0.95340
2020,Hesse,Owner,Yes,0.14716,97,470,0.11510,0.17923
2020,Hesse,Owner,No,0.85128,373,470,0.81908,0.88349
2020,Hesse,Tenant,No,0.93659,615,615,0.91732,0.95587
2020,"Rhineland-Palatinate, Saarland",Owner,Yes,0.16598,81,436,0.13101,0.20094
2020,"Rhineland-Palatinate, Saarland",Owner,No,0.83157,355,436,0.79640,0.86674
2020,"Rhineland-Palatinate, Saarland",Tenant,No,0.94055,415,415,0.91777,0.96333
2020,Baden-Wuerttemberg,Owner,Yes,0.25594,260,883,0.22714,0.28474
2020,Baden-Wuerttemberg,Owner,No,0.74371,623,883,0.71489,0.77252
2020,Baden-Wuerttemberg,Tenant,Yes,0.06523,60,862,0.04874,0.08173
2020,Baden-Wuerttemberg,Tenant,No,0.91276,802,862,0.89391,0.93161
2020,Bavaria,Owner,Yes,0.27939,391,1172,0.25369,0.30509
2020,Bavaria,Owner,No,0.71967,781,1172,0.69394,0.74540
2020,Bavaria,Tenant,Yes,0.08215,119,1452,0.06802,0.09628
2020,Bavaria,Tenant,No,0.89806,1333,1452,0.88250,0.91363
2020,Berlin,Owner,No,0.91965,128,128,0.87238,0.96693
2020,Berlin,Tenant,No,0.97332,708,708,0.96144,0.98520
2020,Brandenburg,Owner,Yes,0.17303,67,324,0.13178,0.21429
2020,Brandenburg,Owner,No,0.82598,257,324,0.78464,0.86733
2020,Brandenburg,Tenant,No,0.97706,343,343,0.96119,0.99293
2020,Mecklenburg-Western Pomerania,Owner,No,0.82476,105,105,0.75169,0.89782
2020,Mecklenburg-Western Pomerania,Tenant,No,0.97670,207,207,0.95611,0.99730
2020,Saxony,Owner,Yes,0.23683,74,367,0.19328,0.28039
2020,Saxony,Owner,No,0.76047,293,367,0.71674,0.80419
2020,Saxony,Tenant,No,0.95932,595,595,0.94343,0.97521
2020,Saxony-Anhalt,Owner,Yes,0.14347,42,247,0.09967,0.18728
2020,Saxony-Anhalt,Owner,No,0.85554,205,247,0.81161,0.89947
2020,Saxony-Anhalt,Tenant,No,0.93579,298,298,0.90791,0.96366
2020,Thuringa,Owner,Yes,0.09887,40,252,0.06194,0.13580
2020,Thuringa,Owner,No,0.90020,212,252,0.86312,0.93728
2020,Thuringa,Tenant,No,0.92161,299,299,0.89110,0.95213
2021,Schleswig-Holstein,Owner,Yes,0.09217,37,225,0.05429,0.13005
2021,Schleswig-Holstein,Owner,No,0.84388,188,225,0.79635,0.89142
2021,Schleswig-Holstein,Tenant,No,0.76736,152,152,0.69996,0.83475
2021,Hamburg,Owner,No,0.91120,65,65,0.84151,0.98089
2021,Hamburg,Tenant,No,0.85007,163,163,0.79510,0.90505
2021,Lower Saxony,Owner,Yes,0.13771,112,513,0.10786,0.16756
2021,Lower Saxony,Owner,No,0.76633,401,513,0.72967,0.80298
2021,Lower Saxony,Tenant,No,0.84991,418,418,0.81563,0.88419
2021,Bremen,Tenant,No,0.77361,46,46,0.65133,0.89588
2021,North Rhine-Westphalia,Owner,Yes,0.09689,147,937,0.07793,0.11584
2021,North Rhine-Westphalia,Owner,No,0.82984,790,937,0.80576,0.85391
2021,North Rhine-Westphalia,Tenant,Yes,0.02825,35,1124,0.01856,0.03794
2021,North Rhine-Westphalia,Tenant,No,0.82812,1089,1124,0.80606,0.85019
2021,Hesse,Owner,Yes,0.12762,55,290,0.08915,0.16609
2021,Hesse,Owner,No,0.80050,235,290,0.75443,0.84657
2021,Hesse,Tenant,No,0.76292,309,309,0.71543,0.81042
2021,"Rhineland-Palatinate, Saarland",Owner,Yes,0.12154,44,270,0.08249,0.16059
2021,"Rhineland-Palatinate, Saarland",Owner,No,0.77635,226,270,0.72655,0.82615
2021,"Rhineland-Palatinate, Saarland",Tenant,No,0.83775,207,207,0.78740,0.88810
2021,Baden-Wuerttemberg,Owner,Yes,0.23581,183,582,0.20129,0.27032
2021,Baden-Wuerttemberg,Owner,No,0.66318,399,582,0.62475,0.70161
2021,Baden-Wuerttemberg,Tenant,Yes,0.03849,35,470,0.02108,0.05590
2021,Baden-Wuerttemberg,Tenant,No,0.76836,435,470,0.73018,0.80654
2021,Bavaria,Owner,Yes,0.24596,268,799,0.21608,0.27584
2021,Bavaria,Owner,No,0.69089,531,799,0.65882,0.72295
2021,Bavaria,Tenant,Yes,0.07886,70,778,0.05991,0.09781
2021,Bavaria,Tenant,No,0.78968,708,778,0.76102,0.81833
2021,Berlin,Owner,No,0.78158,88,88,0.69476,0.86840
2021,Berlin,Tenant,No,0.90527,411,411,0.87692,0.93362
2021,Brandenburg,Owner,Yes,0.21169,42,203,0.15535,0.26802
2021,Brandenburg,Owner,No,0.73460,161,203,0.67371,0.79549
2021,Brandenburg,Tenant,No,0.84556,191,191,0.79418,0.89694
2021,Mecklenburg-Western Pomerania,Owner,No,0.78539,81,81,0.69543,0.87536
2021,Mecklenburg-Western Pomerania,Tenant,No,0.82648,139,139,0.76330,0.88967
2021,Saxony,Owner,Yes,0.24676,49,246,0.19277,0.30075
2021,Saxony,Owner,No,0.65505,197,246,0.59552,0.71457
2021,Saxony,Tenant,No,0.87998,417,417,0.84875,0.91121
2021,Saxony-Anhalt,Owner,No,0.78393,117,117,0.70903,0.85883
2021,Saxony-Anhalt,Tenant,No,0.78945,180,180,0.72972,0.84918
2021,Thuringa,Owner,No,0.89956,137,137,0.84904,0.95008
2021,Thuringa,Tenant,No,0.84783,180,180,0.79521,0.90045
2022,Schleswig-Holstein,Owner,Yes,0.17757,70,320,0.13563,0.21950
2022,Schleswig-Holstein,Owner,No,0.81883,250,320,0.77656,0.86109
2022,Schleswig-Holstein,Tenant,No,0.92750,313,313,0.89873,0.95628
2022,Hamburg,Owner,No,0.88817,85,85,0.82077,0.95557
2022,Hamburg,Tenant,No,0.94358,327,327,0.91854,0.96863
2022,Lower Saxony,Owner,Yes,0.21244,224,846,0.18486,0.24002
2022,Lower Saxony,Owner,No,0.78659,622,846,0.75896,0.81421
2022,Lower Saxony,Tenant,Yes,0.06242,55,793,0.04557,0.07927
2022,Lower Saxony,Tenant,No,0.91633,738,793,0.89704,0.93561
2022,Bremen,Owner,No,0.88781,35,35,0.78172,0.99389
2022,Bremen,Tenant,No,0.93143,95,95,0.88035,0.98252
2022,North Rhine-Westphalia,Owner,Yes,0.18044,410,1631,0.16177,0.19911
2022,North Rhine-Westphalia,Owner,No,0.81885,1221,1631,0.80015,0.83755
2022,North Rhine-Westphalia,Tenant,Yes,0.04726,123,2292,0.03857,0.05595
2022,North Rhine-Westphalia,Tenant,No,0.92366,2169,2292,0.91279,0.93454
2022,Hesse,Owner,Yes,0.16399,115,476,0.13069,0.19729
2022,Hesse,Owner,No,0.83601,361,476,0.80271,0.86931
2022,Hesse,Tenant,Yes,0.06637,52,774,0.04882,0.08392
2022,Hesse,Tenant,No,0.91335,722,774,0.89352,0.93318
2022,"Rhineland-Palatinate, Saarland",Owner,Yes,0.20982,101,419,0.17079,0.24886
2022,"Rhineland-Palatinate, Saarland",Owner,No,0.79004,318,419,0.75099,0.82908
2022,"Rhineland-Palatinate, Saarland",Tenant,No,0.92183,453,453,0.89708,0.94658
2022,Baden-Wuerttemberg,Owner,Yes,0.32620,399,1013,0.29732,0.35509
2022,Baden-Wuerttemberg,Owner,No,0.67315,614,1013,0.64425,0.70205
2022,Baden-Wuerttemberg,Tenant,Yes,0.09918,131,1275,0.08277,0.11559
2022,Baden-Wuerttemberg,Tenant,No,0.87737,1144,1275,0.85936,0.89538
2022,Bavaria,Owner,Yes,0.30724,512,1324,0.28238,0.33210
2022,Bavaria,Owner,No,0.69096,812,1324,0.66606,0.71586
2022,Bavaria,Tenant,Yes,0.09144,161,1790,0.07809,0.10480
2022,Bavaria,Tenant,No,0.89311,1629,1790,0.87879,0.90743
2022,Berlin,Owner,No,0.87218,151,151,0.81875,0.92561
2022,Berlin,Tenant,No,0.97301,950,950,0.96270,0.98332
2022,Brandenburg,Owner,Yes,0.18440,83,329,0.14243,0.22637
2022,Brandenburg,Owner,No,0.80786,246,329,0.76522,0.85050
2022,Brandenburg,Tenant,No,0.94833,384,384,0.92616,0.97050
2022,Mecklenburg-Western Pomerania,Owner,No,0.78678,104,104,0.70768,0.86588
2022,Mecklenburg-Western Pomerania,Tenant,No,0.95418,275,275,0.92943,0.97894
2022,Saxony,Owner,Yes,0.23755,120,475,0.19923,0.27586
2022,Saxony,Owner,No,0.76245,355,475,0.72414,0.80077
2022,Saxony,Tenant,Yes,0.04690,43,826,0.03247,0.06133
2022,Saxony,Tenant,No,0.94037,783,826,0.92422,0.95653
2022,Saxony-Anhalt,Owner,Yes,0.16470,72,297,0.12244,0.20695
2022,Saxony-Anhalt,Owner,No,0.83314,225,297,0.79067,0.87562
2022,Saxony-Anhalt,Tenant,No,0.92646,362,362,0.89954,0.95339
2022,Thuringa,Owner,Yes,0.15894,59,255,0.11398,0.20391
2022,Thuringa,Owner,No,0.83748,196,255,0.79211,0.88285
2022,Thuringa,Tenant,No,0.93706,295,295,0.90930,0.96482
