year,quintil_oecd,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,5th Quintile,Yes,0.09234,177,1827,0.07907,0.10562
1991,5th Quintile,No,0.79982,1650,1827,0.78147,0.81817
1992,1st Quintile,Yes,0.13377,347,2739,0.12102,0.14652
1992,1st Quintile,No,0.63972,2392,2739,0.62174,0.65771
1992,2nd Quintile,Yes,0.09666,262,2806,0.08573,0.10760
1992,2nd Quintile,No,0.65162,2544,2806,0.63399,0.66925
1992,3rd Quintile,Yes,0.10719,247,2636,0.09538,0.11900
1992,3rd Quintile,No,0.69018,2389,2636,0.67252,0.70784
1992,4th Quintile,Yes,0.11170,279,2602,0.09960,0.12381
1992,4th Quintile,No,0.74193,2323,2602,0.72511,0.75875
1992,5th Quintile,Yes,0.09472,227,2349,0.08287,0.10656
1992,5th Quintile,No,0.79088,2122,2349,0.77443,0.80733
1994,1st Quintile,Yes,0.12716,302,2470,0.11402,0.14030
1994,1st Quintile,No,0.62690,2168,2470,0.60782,0.64598
1994,2nd Quintile,Yes,0.09348,245,2682,0.08246,0.10450
1994,2nd Quintile,No,0.67427,2437,2682,0.65653,0.69201
1994,3rd Quintile,Yes,0.10117,254,2669,0.08973,0.11261
1994,3rd Quintile,No,0.69286,2415,2669,0.67536,0.71037
1994,4th Quintile,Yes,0.10074,251,2510,0.08896,0.11252
1994,4th Quintile,No,0.73916,2259,2510,0.72198,0.75634
1994,5th Quintile,Yes,0.09856,227,2389,0.08661,0.11052
1994,5th Quintile,No,0.79312,2162,2389,0.77687,0.80937
1995,1st Quintile,Yes,0.10727,269,2505,0.09515,0.11939
1995,1st Quintile,No,0.62468,2236,2505,0.60571,0.64364
1995,2nd Quintile,Yes,0.11262,302,2831,0.10097,0.12426
1995,2nd Quintile,No,0.66278,2529,2831,0.64536,0.68020
1995,3rd Quintile,Yes,0.10804,268,2686,0.09630,0.11978
1995,3rd Quintile,No,0.69130,2418,2686,0.67383,0.70877
1995,4th Quintile,Yes,0.11794,266,2657,0.10567,0.13021
1995,4th Quintile,No,0.73555,2391,2657,0.71877,0.75232
1995,5th Quintile,Yes,0.10613,250,2448,0.09393,0.11834
1995,5th Quintile,No,0.77588,2198,2448,0.75936,0.79241
1996,1st Quintile,Yes,0.12376,301,2531,0.11093,0.13659
1996,1st Quintile,No,0.63619,2230,2531,0.61744,0.65493
1996,2nd Quintile,Yes,0.10696,271,2723,0.09535,0.11857
1996,2nd Quintile,No,0.66249,2452,2723,0.64472,0.68025
1996,3rd Quintile,Yes,0.12704,297,2644,0.11434,0.13973
1996,3rd Quintile,No,0.69733,2347,2644,0.67981,0.71484
1996,4th Quintile,Yes,0.10679,268,2704,0.09515,0.11844
1996,4th Quintile,No,0.74397,2436,2704,0.72752,0.76043
1996,5th Quintile,Yes,0.10039,228,2399,0.08837,0.11242
1996,5th Quintile,No,0.79693,2171,2399,0.78083,0.81303
1997,1st Quintile,Yes,0.11844,271,2355,0.10538,0.13149
1997,1st Quintile,No,0.63363,2084,2355,0.61416,0.65309
1997,2nd Quintile,Yes,0.11512,302,2753,0.10319,0.12704
1997,2nd Quintile,No,0.66297,2451,2753,0.64531,0.68063
1997,3rd Quintile,Yes,0.12829,295,2551,0.11531,0.14127
1997,3rd Quintile,No,0.67378,2256,2551,0.65559,0.69198
1997,4th Quintile,Yes,0.09686,243,2654,0.08560,0.10811
1997,4th Quintile,No,0.75804,2411,2654,0.74174,0.77433
1997,5th Quintile,Yes,0.10129,234,2433,0.08930,0.11328
1997,5th Quintile,No,0.79412,2199,2433,0.77805,0.81019
1998,1st Quintile,Yes,0.11582,277,2317,0.10278,0.12885
1998,1st Quintile,No,0.62896,2040,2317,0.60929,0.64864
1998,2nd Quintile,Yes,0.11467,294,2540,0.10228,0.12706
1998,2nd Quintile,No,0.65190,2246,2540,0.63337,0.67043
1998,3rd Quintile,Yes,0.11855,272,2515,0.10592,0.13119
1998,3rd Quintile,No,0.69085,2243,2515,0.67279,0.70892
1998,4th Quintile,Yes,0.11380,268,2572,0.10152,0.12607
1998,4th Quintile,No,0.74408,2304,2572,0.72721,0.76095
1998,5th Quintile,Yes,0.09865,214,2273,0.08638,0.11091
1998,5th Quintile,No,0.78816,2059,2273,0.77136,0.80496
1999,1st Quintile,Yes,0.11410,301,2577,0.10182,0.12638
1999,1st Quintile,No,0.64474,2276,2577,0.62625,0.66322
1999,2nd Quintile,Yes,0.11397,317,2865,0.10233,0.12561
1999,2nd Quintile,No,0.67831,2548,2865,0.66120,0.69542
1999,3rd Quintile,Yes,0.11844,327,2814,0.10650,0.13038
1999,3rd Quintile,No,0.69401,2487,2814,0.67698,0.71104
1999,4th Quintile,Yes,0.11281,291,2780,0.10105,0.12457
1999,4th Quintile,No,0.74824,2489,2780,0.73211,0.76438
1999,5th Quintile,Yes,0.10722,262,2602,0.09533,0.11911
1999,5th Quintile,No,0.79011,2340,2602,0.77446,0.80576
2000,1st Quintile,Yes,0.12431,327,2577,0.11156,0.13705
2000,1st Quintile,No,0.64802,2250,2577,0.62958,0.66647
2000,2nd Quintile,Yes,0.11171,327,2753,0.09994,0.12348
2000,2nd Quintile,No,0.66848,2426,2753,0.65089,0.68607
2000,3rd Quintile,Yes,0.09634,280,2707,0.08522,0.10745
2000,3rd Quintile,No,0.71912,2427,2707,0.70218,0.73605
2000,4th Quintile,Yes,0.10969,278,2684,0.09786,0.12151
2000,4th Quintile,No,0.74223,2406,2684,0.72567,0.75878
2000,5th Quintile,Yes,0.11354,265,2525,0.10116,0.12591
2000,5th Quintile,No,0.77294,2260,2525,0.75660,0.78928
2001,1st Quintile,Yes,0.10416,456,3844,0.09450,0.11382
2001,1st Quintile,No,0.66120,3388,3844,0.64623,0.67616
2001,2nd Quintile,Yes,0.09766,477,4364,0.08885,0.10647
2001,2nd Quintile,No,0.69103,3887,4364,0.67731,0.70474
2001,3rd Quintile,Yes,0.10574,512,4517,0.09677,0.11471
2001,3rd Quintile,No,0.71592,4005,4517,0.70277,0.72908
2001,4th Quintile,Yes,0.10344,487,4586,0.09463,0.11226
2001,4th Quintile,No,0.75193,4099,4586,0.73943,0.76444
2001,5th Quintile,Yes,0.10287,448,4515,0.09401,0.11173
2001,5th Quintile,No,0.78813,4067,4515,0.77621,0.80005
2002,1st Quintile,Yes,0.11400,467,3433,0.10337,0.12463
2002,1st Quintile,No,0.65578,2966,3433,0.63989,0.67168
2002,2nd Quintile,Yes,0.11531,501,3921,0.10531,0.12531
2002,2nd Quintile,No,0.68590,3420,3921,0.67137,0.70043
2002,3rd Quintile,Yes,0.11170,497,4049,0.10200,0.12141
2002,3rd Quintile,No,0.69893,3552,4049,0.68479,0.71306
2002,4th Quintile,Yes,0.11274,475,4323,0.10331,0.12217
2002,4th Quintile,No,0.73302,3848,4323,0.71983,0.74621
2002,5th Quintile,Yes,0.10722,475,4948,0.09859,0.11584
2002,5th Quintile,No,0.80166,4473,4948,0.79055,0.81277
2003,1st Quintile,Yes,0.10774,431,3373,0.09728,0.11821
2003,1st Quintile,No,0.67339,2942,3373,0.65756,0.68922
2003,2nd Quintile,Yes,0.11005,482,3850,0.10017,0.11994
2003,2nd Quintile,No,0.68138,3368,3850,0.66666,0.69610
2003,3rd Quintile,Yes,0.11282,488,4114,0.10315,0.12249
2003,3rd Quintile,No,0.70388,3626,4114,0.68993,0.71783
2003,4th Quintile,Yes,0.11091,513,4413,0.10164,0.12017
2003,4th Quintile,No,0.74489,3900,4413,0.73202,0.75775
2003,5th Quintile,Yes,0.10207,566,6297,0.09460,0.10955
2003,5th Quintile,No,0.78472,5731,6297,0.77457,0.79488
2004,1st Quintile,Yes,0.11329,421,3276,0.10244,0.12415
2004,1st Quintile,No,0.67193,2855,3276,0.65585,0.68801
2004,2nd Quintile,Yes,0.11353,501,3796,0.10344,0.12362
2004,2nd Quintile,No,0.68288,3295,3796,0.66807,0.69769
2004,3rd Quintile,Yes,0.11558,488,3920,0.10557,0.12559
2004,3rd Quintile,No,0.70563,3432,3920,0.69136,0.71990
2004,4th Quintile,Yes,0.12058,500,4334,0.11089,0.13028
2004,4th Quintile,No,0.73213,3834,4334,0.71894,0.74532
2004,5th Quintile,Yes,0.10190,589,6193,0.09437,0.10944
2004,5th Quintile,No,0.79688,5604,6193,0.78686,0.80690
2005,1st Quintile,Yes,0.10838,398,3134,0.09749,0.11926
2005,1st Quintile,No,0.67611,2736,3134,0.65973,0.69250
2005,2nd Quintile,Yes,0.11764,508,3660,0.10720,0.12808
2005,2nd Quintile,No,0.69375,3152,3660,0.67882,0.70869
2005,3rd Quintile,Yes,0.10865,465,3720,0.09865,0.11865
2005,3rd Quintile,No,0.71390,3255,3720,0.69938,0.72843
2005,4th Quintile,Yes,0.11900,493,4179,0.10918,0.12882
2005,4th Quintile,No,0.73434,3686,4179,0.72094,0.74773
2005,5th Quintile,Yes,0.10454,586,5874,0.09671,0.11236
2005,5th Quintile,No,0.79115,5288,5874,0.78075,0.80155
2006,1st Quintile,Yes,0.12165,403,2945,0.10984,0.13346
2006,1st Quintile,No,0.66883,2542,2945,0.65183,0.68583
2006,2nd Quintile,Yes,0.13180,491,3276,0.12022,0.14339
2006,2nd Quintile,No,0.66719,2785,3276,0.65105,0.68333
2006,3rd Quintile,Yes,0.11000,470,3630,0.09982,0.12018
2006,3rd Quintile,No,0.70464,3160,3630,0.68980,0.71948
2006,4th Quintile,Yes,0.11479,459,3930,0.10483,0.12476
2006,4th Quintile,No,0.72919,3471,3930,0.71529,0.74308
2006,5th Quintile,Yes,0.10602,571,5502,0.09788,0.11415
2006,5th Quintile,No,0.79408,4931,5502,0.78339,0.80476
2007,1st Quintile,Yes,0.12061,458,3155,0.10925,0.13198
2007,1st Quintile,No,0.67730,2697,3155,0.66099,0.69362
2007,2nd Quintile,Yes,0.11724,485,3541,0.10664,0.12784
2007,2nd Quintile,No,0.66851,3056,3541,0.65301,0.68402
2007,3rd Quintile,Yes,0.11460,514,3831,0.10452,0.12469
2007,3rd Quintile,No,0.70885,3317,3831,0.69446,0.72324
2007,4th Quintile,Yes,0.11448,524,4304,0.10496,0.12399
2007,4th Quintile,No,0.73288,3780,4304,0.71966,0.74610
2007,5th Quintile,Yes,0.10511,571,5579,0.09706,0.11316
2007,5th Quintile,No,0.78869,5008,5579,0.77798,0.79941
2008,1st Quintile,Yes,0.12494,449,3003,0.11311,0.13676
2008,1st Quintile,No,0.67141,2554,3003,0.65461,0.68821
2008,2nd Quintile,Yes,0.11448,444,3329,0.10366,0.12530
2008,2nd Quintile,No,0.68794,2885,3329,0.67220,0.70368
2008,3rd Quintile,Yes,0.11770,499,3758,0.10739,0.12800
2008,3rd Quintile,No,0.71033,3259,3758,0.69582,0.72483
2008,4th Quintile,Yes,0.11192,474,3920,0.10205,0.12179
2008,4th Quintile,No,0.74121,3446,3920,0.72750,0.75493
2008,5th Quintile,Yes,0.09864,540,5216,0.09054,0.10673
2008,5th Quintile,No,0.79150,4676,5216,0.78048,0.80253
2009,1st Quintile,Yes,0.13765,472,2855,0.12501,0.15029
2009,1st Quintile,No,0.66966,2383,2855,0.65241,0.68692
2009,2nd Quintile,Yes,0.11988,452,3150,0.10854,0.13123
2009,2nd Quintile,No,0.68358,2698,3150,0.66734,0.69983
2009,3rd Quintile,Yes,0.11065,438,3425,0.10015,0.12116
2009,3rd Quintile,No,0.72803,2987,3425,0.71313,0.74293
2009,4th Quintile,Yes,0.10349,424,3718,0.09370,0.11328
2009,4th Quintile,No,0.74571,3294,3718,0.73171,0.75971
2009,5th Quintile,Yes,0.10352,525,4780,0.09488,0.11215
2009,5th Quintile,No,0.78994,4255,4780,0.77839,0.80149
2010,1st Quintile,Yes,0.17382,415,2637,0.15935,0.18829
2010,1st Quintile,No,0.74514,2222,2637,0.72851,0.76178
2010,2nd Quintile,Yes,0.16029,465,2982,0.14712,0.17346
2010,2nd Quintile,No,0.73390,2517,2982,0.71804,0.74977
2010,3rd Quintile,Yes,0.13348,432,3164,0.12163,0.14533
2010,3rd Quintile,No,0.74347,2732,3164,0.72825,0.75869
2010,4th Quintile,Yes,0.10600,414,3421,0.09568,0.11632
2010,4th Quintile,No,0.78425,3007,3421,0.77046,0.79803
2010,5th Quintile,Yes,0.10448,468,4372,0.09541,0.11355
2010,5th Quintile,No,0.81308,3904,4372,0.80152,0.82463
2011,1st Quintile,Yes,0.14061,534,4501,0.13045,0.15076
2011,1st Quintile,No,0.66516,3967,4501,0.65137,0.67895
2011,2nd Quintile,Yes,0.13247,488,4408,0.12246,0.14247
2011,2nd Quintile,No,0.67913,3920,4408,0.66535,0.69291
2011,3rd Quintile,Yes,0.11995,455,4080,0.10998,0.12992
2011,3rd Quintile,No,0.71345,3625,4080,0.69957,0.72733
2011,4th Quintile,Yes,0.09897,407,4013,0.08973,0.10821
2011,4th Quintile,No,0.74796,3606,4013,0.73453,0.76140
2011,5th Quintile,Yes,0.10438,477,4768,0.09570,0.11305
2011,5th Quintile,No,0.77501,4291,4768,0.76315,0.78686
2012,1st Quintile,Yes,0.13924,684,5364,0.12998,0.14851
2012,1st Quintile,No,0.65543,4680,5364,0.64271,0.66815
2012,2nd Quintile,Yes,0.14037,637,4915,0.13065,0.15008
2012,2nd Quintile,No,0.67753,4278,4915,0.66446,0.69060
2012,3rd Quintile,Yes,0.11663,527,4814,0.10756,0.12570
2012,3rd Quintile,No,0.70941,4287,4814,0.69658,0.72223
2012,4th Quintile,Yes,0.11023,545,4761,0.10133,0.11912
2012,4th Quintile,No,0.73668,4216,4761,0.72416,0.74919
2012,5th Quintile,Yes,0.09736,509,5234,0.08933,0.10540
2012,5th Quintile,No,0.78898,4725,5234,0.77792,0.80003
2013,1st Quintile,Yes,0.16241,696,5159,0.15234,0.17248
2013,1st Quintile,No,0.64109,4463,5159,0.62800,0.65418
2013,2nd Quintile,Yes,0.13434,620,5179,0.12505,0.14362
2013,2nd Quintile,No,0.69434,4559,5179,0.68180,0.70689
2013,3rd Quintile,Yes,0.12385,608,4911,0.11464,0.13307
2013,3rd Quintile,No,0.70943,4303,4911,0.69674,0.72213
2013,4th Quintile,Yes,0.10647,539,4875,0.09781,0.11513
2013,4th Quintile,No,0.75376,4336,4875,0.74167,0.76586
2013,5th Quintile,Yes,0.10616,569,5458,0.09799,0.11434
2013,5th Quintile,No,0.78910,4889,5458,0.77828,0.79993
2014,1st Quintile,Yes,0.14252,746,5784,0.13351,0.15153
2014,1st Quintile,No,0.64517,5038,5784,0.63284,0.65750
2014,2nd Quintile,Yes,0.14358,692,5510,0.13432,0.15284
2014,2nd Quintile,No,0.67208,4818,5510,0.65968,0.68447
2014,3rd Quintile,Yes,0.12179,614,5172,0.11288,0.13071
2014,3rd Quintile,No,0.71940,4558,5172,0.70715,0.73164
2014,4th Quintile,Yes,0.11835,608,5149,0.10953,0.12717
2014,4th Quintile,No,0.74101,4541,5149,0.72904,0.75297
2014,5th Quintile,Yes,0.08995,517,5401,0.08232,0.09758
2014,5th Quintile,No,0.80622,4884,5401,0.79568,0.81677
2015,1st Quintile,Yes,0.14288,632,5022,0.13320,0.15256
2015,1st Quintile,No,0.65084,4390,5022,0.63765,0.66402
2015,2nd Quintile,Yes,0.13676,650,5266,0.12747,0.14604
2015,2nd Quintile,No,0.68514,4616,5266,0.67260,0.69769
2015,3rd Quintile,Yes,0.12759,588,4872,0.11822,0.13696
2015,3rd Quintile,No,0.70389,4284,4872,0.69107,0.71671
2015,4th Quintile,Yes,0.10863,515,4759,0.09979,0.11747
2015,4th Quintile,No,0.75077,4244,4759,0.73847,0.76306
2015,5th Quintile,Yes,0.09641,517,5088,0.08830,0.10452
2015,5th Quintile,No,0.79804,4571,5088,0.78701,0.80907
2016,1st Quintile,Yes,0.13730,622,5019,0.12778,0.14682
2016,1st Quintile,No,0.64884,4397,5019,0.63563,0.66204
2016,2nd Quintile,Yes,0.13308,623,5151,0.12380,0.14235
2016,2nd Quintile,No,0.68735,4528,5151,0.67469,0.70001
2016,3rd Quintile,Yes,0.12316,563,4640,0.11370,0.13262
2016,3rd Quintile,No,0.70768,4077,4640,0.69459,0.72077
2016,4th Quintile,Yes,0.10220,472,4577,0.09343,0.11098
2016,4th Quintile,No,0.75830,4105,4577,0.74589,0.77070
2016,5th Quintile,Yes,0.09476,473,4811,0.08648,0.10303
2016,5th Quintile,No,0.79432,4338,4811,0.78290,0.80574
2017,1st Quintile,Yes,0.13823,619,4658,0.12832,0.14814
2017,1st Quintile,No,0.62548,4039,4658,0.61158,0.63938
2017,2nd Quintile,Yes,0.13826,581,4841,0.12853,0.14798
2017,2nd Quintile,No,0.68807,4260,4841,0.67502,0.70112
2017,3rd Quintile,Yes,0.12123,529,4404,0.11159,0.13088
2017,3rd Quintile,No,0.71365,3875,4404,0.70030,0.72700
2017,4th Quintile,Yes,0.09917,481,4331,0.09027,0.10807
2017,4th Quintile,No,0.77468,3850,4331,0.76224,0.78713
2017,5th Quintile,Yes,0.09186,422,4541,0.08346,0.10026
2017,5th Quintile,No,0.79555,4119,4541,0.78382,0.80728
2018,1st Quintile,Yes,0.14127,661,4673,0.13128,0.15125
2018,1st Quintile,No,0.62262,4012,4673,0.60872,0.63652
2018,2nd Quintile,Yes,0.13073,686,5242,0.12160,0.13985
2018,2nd Quintile,No,0.68883,4556,5242,0.67630,0.70137
2018,3rd Quintile,Yes,0.12499,595,4750,0.11558,0.13439
2018,3rd Quintile,No,0.71326,4155,4750,0.70040,0.72612
2018,4th Quintile,Yes,0.10534,512,4604,0.09647,0.11421
2018,4th Quintile,No,0.75715,4092,4604,0.74476,0.76953
2018,5th Quintile,Yes,0.08190,464,5072,0.07435,0.08945
2018,5th Quintile,No,0.80991,4608,5072,0.79911,0.82071
2019,1st Quintile,Yes,0.14388,636,4379,0.13349,0.15428
2019,1st Quintile,No,0.61019,3743,4379,0.59574,0.62464
2019,2nd Quintile,Yes,0.12853,648,4749,0.11901,0.13805
2019,2nd Quintile,No,0.68556,4101,4749,0.67235,0.69877
2019,3rd Quintile,Yes,0.12175,551,4495,0.11219,0.13132
2019,3rd Quintile,No,0.71365,3944,4495,0.70043,0.72687
2019,4th Quintile,Yes,0.10086,493,4265,0.09182,0.10990
2019,4th Quintile,No,0.75561,3772,4265,0.74271,0.76851
2019,5th Quintile,Yes,0.08613,472,4773,0.07817,0.09410
2019,5th Quintile,No,0.80803,4301,4773,0.79685,0.81920
2020,1st Quintile,Yes,0.14513,692,6600,0.13663,0.15363
2020,1st Quintile,No,0.64544,5908,6600,0.63390,0.65699
2020,2nd Quintile,Yes,0.13107,667,4686,0.12141,0.14074
2020,2nd Quintile,No,0.67646,4019,4686,0.66306,0.68985
2020,3rd Quintile,Yes,0.11791,564,4391,0.10837,0.12745
2020,3rd Quintile,No,0.71955,3827,4391,0.70626,0.73284
2020,4th Quintile,Yes,0.09992,488,4419,0.09108,0.10877
2020,4th Quintile,No,0.75074,3931,4419,0.73798,0.76349
2020,5th Quintile,Yes,0.08794,502,5989,0.08076,0.09511
2020,5th Quintile,No,0.79353,5487,5989,0.78328,0.80378
2021,1st Quintile,Yes,0.16055,564,4733,0.15009,0.17101
2021,1st Quintile,No,0.62877,4169,4733,0.61500,0.64253
2021,2nd Quintile,Yes,0.12620,491,3605,0.11535,0.13704
2021,2nd Quintile,No,0.68391,3114,3605,0.66873,0.69909
2021,3rd Quintile,Yes,0.11143,357,3050,0.10026,0.12260
2021,3rd Quintile,No,0.70760,2693,3050,0.69145,0.72375
2021,4th Quintile,Yes,0.11384,368,3259,0.10293,0.12474
2021,4th Quintile,No,0.74561,2891,3259,0.73066,0.76057
2021,5th Quintile,Yes,0.08576,368,4311,0.07740,0.09412
2021,5th Quintile,No,0.79086,3943,4311,0.77872,0.80300
