year,age_gr,migback,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,17-29 y.,Indirect migration background,No,0.93601,133,133,0.89426,0.97776
1987,30-45 y.,No migration background,Yes,0.05213,105,2093,0.04260,0.06165
1987,30-45 y.,No migration background,No,0.94568,1988,2093,0.93596,0.95539
1987,30-45 y.,Direct migration background,No,0.97878,1022,1022,0.96995,0.98762
1987,46-65 y.,No migration background,Yes,0.19117,417,2269,0.17498,0.20735
1987,46-65 y.,No migration background,No,0.80116,1852,2269,0.78473,0.81759
1987,46-65 y.,Direct migration background,Yes,0.19686,117,900,0.17086,0.22285
1987,46-65 y.,Direct migration background,No,0.79340,783,900,0.76694,0.81987
1987,66 and older,No migration background,Yes,0.22529,239,1002,0.19941,0.25117
1987,66 and older,No migration background,No,0.76585,763,1002,0.73962,0.79208
1987,66 and older,Direct migration background,No,0.77713,44,44,0.65273,0.90152
1988,17-29 y.,No migration background,Yes,0.02248,44,1912,0.01583,0.02912
1988,17-29 y.,No migration background,No,0.97603,1868,1912,0.96917,0.98288
1988,17-29 y.,Direct migration background,No,0.97709,746,746,0.96635,0.98783
1988,17-29 y.,Indirect migration background,No,0.92230,179,179,0.88297,0.96163
1988,30-45 y.,No migration background,Yes,0.05012,96,1994,0.04054,0.05970
1988,30-45 y.,No migration background,No,0.94589,1898,1994,0.93596,0.95582
1988,30-45 y.,Direct migration background,No,0.96694,903,903,0.95527,0.97861
1988,46-65 y.,No migration background,Yes,0.19884,414,2184,0.18209,0.21558
1988,46-65 y.,No migration background,No,0.79465,1770,2184,0.77770,0.81160
1988,46-65 y.,Direct migration background,Yes,0.21019,137,898,0.18353,0.23686
1988,46-65 y.,Direct migration background,No,0.78535,761,898,0.75848,0.81222
1988,66 and older,No migration background,Yes,0.27368,275,957,0.24541,0.30194
1988,66 and older,No migration background,No,0.70803,682,957,0.67921,0.73685
1988,66 and older,Direct migration background,No,0.73108,47,47,0.60294,0.85921
1989,17-29 y.,No migration background,Yes,0.02194,41,1863,0.01529,0.02860
1989,17-29 y.,No migration background,No,0.97688,1822,1863,0.97005,0.98371
1989,17-29 y.,Direct migration background,No,0.98064,721,721,0.97058,0.99071
1989,17-29 y.,Indirect migration background,No,0.94662,217,217,0.91664,0.97660
1989,30-45 y.,No migration background,Yes,0.05458,100,1943,0.04448,0.06468
1989,30-45 y.,No migration background,No,0.94376,1843,1943,0.93351,0.95401
1989,30-45 y.,Direct migration background,No,0.97647,853,853,0.96629,0.98665
1989,46-65 y.,No migration background,Yes,0.20524,400,2048,0.18774,0.22273
1989,46-65 y.,No migration background,No,0.78501,1648,2048,0.76722,0.80281
1989,46-65 y.,Direct migration background,Yes,0.18270,133,903,0.15748,0.20792
1989,46-65 y.,Direct migration background,No,0.81663,770,903,0.79138,0.84189
1989,66 and older,No migration background,Yes,0.29239,283,925,0.26306,0.32171
1989,66 and older,No migration background,No,0.69077,642,925,0.66097,0.72057
1989,66 and older,Direct migration background,No,0.67886,48,48,0.54538,0.81235
1991,17-29 y.,No migration background,Yes,0.01690,38,1714,0.01079,0.02300
1991,17-29 y.,No migration background,No,0.74312,1676,1714,0.72243,0.76381
1991,17-29 y.,Direct migration background,No,0.93586,637,637,0.91682,0.95490
1991,17-29 y.,Indirect migration background,No,0.95505,304,304,0.93172,0.97838
1991,30-45 y.,No migration background,Yes,0.04480,111,1984,0.03570,0.05391
1991,30-45 y.,No migration background,No,0.72920,1873,1984,0.70964,0.74876
1991,30-45 y.,Direct migration background,No,0.92459,775,775,0.90599,0.94319
1991,46-65 y.,No migration background,Yes,0.15932,378,1916,0.14293,0.17571
1991,46-65 y.,No migration background,No,0.59950,1538,1916,0.57755,0.62145
1991,46-65 y.,Direct migration background,Yes,0.13917,130,909,0.11666,0.16169
1991,46-65 y.,Direct migration background,No,0.73957,779,909,0.71102,0.76812
1991,66 and older,No migration background,Yes,0.24943,294,934,0.22167,0.27719
1991,66 and older,No migration background,No,0.55283,640,934,0.52093,0.58473
1991,66 and older,Direct migration background,Yes,0.33674,33,97,0.24220,0.43128
1991,66 and older,Direct migration background,No,0.50378,64,97,0.40376,0.60380
1992,17-29 y.,No migration background,Yes,0.01910,45,2556,0.01379,0.02441
1992,17-29 y.,No migration background,No,0.97372,2511,2556,0.96752,0.97992
1992,17-29 y.,Direct migration background,No,0.97264,612,612,0.95971,0.98558
1992,17-29 y.,Indirect migration background,No,0.96579,359,359,0.94696,0.98462
1992,30-45 y.,No migration background,Yes,0.05125,164,3425,0.04386,0.05864
1992,30-45 y.,No migration background,No,0.94168,3261,3425,0.93383,0.94953
1992,30-45 y.,Direct migration background,Yes,0.04341,34,769,0.02900,0.05782
1992,30-45 y.,Direct migration background,No,0.93328,735,769,0.91563,0.95093
1992,46-65 y.,No migration background,Yes,0.19189,528,2982,0.17775,0.20603
1992,46-65 y.,No migration background,No,0.79252,2454,2982,0.77796,0.80708
1992,46-65 y.,Direct migration background,Yes,0.16735,151,974,0.14390,0.19081
1992,46-65 y.,Direct migration background,No,0.81095,823,974,0.78635,0.83555
1992,66 and older,No migration background,Yes,0.29467,373,1270,0.26958,0.31975
1992,66 and older,No migration background,No,0.67303,897,1270,0.64722,0.69884
1992,66 and older,Direct migration background,Yes,0.38268,45,134,0.30008,0.46529
1992,66 and older,Direct migration background,No,0.60404,89,134,0.52092,0.68716
1994,17-29 y.,No migration background,Yes,0.02252,54,2376,0.01655,0.02849
1994,17-29 y.,No migration background,No,0.97413,2322,2376,0.96775,0.98052
1994,17-29 y.,Direct migration background,No,0.98327,514,514,0.97217,0.99437
1994,17-29 y.,Indirect migration background,No,0.97371,426,426,0.95850,0.98892
1994,30-45 y.,No migration background,Yes,0.04978,153,3381,0.04245,0.05711
1994,30-45 y.,No migration background,No,0.94466,3228,3381,0.93695,0.95237
1994,30-45 y.,Direct migration background,No,0.94843,671,671,0.93169,0.96518
1994,30-45 y.,Indirect migration background,No,0.92261,40,40,0.83875,1.00648
1994,46-65 y.,No migration background,Yes,0.17743,465,2883,0.16348,0.19138
1994,46-65 y.,No migration background,No,0.80170,2418,2883,0.78714,0.81626
1994,46-65 y.,Direct migration background,Yes,0.15791,150,931,0.13448,0.18135
1994,46-65 y.,Direct migration background,No,0.81306,781,931,0.78800,0.83812
1994,66 and older,No migration background,Yes,0.27345,348,1280,0.24903,0.29788
1994,66 and older,No migration background,No,0.69214,932,1280,0.66685,0.71744
1994,66 and older,Direct migration background,Yes,0.41275,63,170,0.33852,0.48697
1994,66 and older,Direct migration background,No,0.57806,107,170,0.50360,0.65252
1995,17-29 y.,No migration background,Yes,0.02149,48,2294,0.01556,0.02743
1995,17-29 y.,No migration background,No,0.97182,2246,2294,0.96505,0.97859
1995,17-29 y.,Direct migration background,No,0.98654,593,593,0.97726,0.99583
1995,17-29 y.,Indirect migration background,No,0.96430,431,431,0.94677,0.98184
1995,30-45 y.,No migration background,Yes,0.05116,167,3445,0.04380,0.05851
1995,30-45 y.,No migration background,No,0.94018,3278,3445,0.93226,0.94810
1995,30-45 y.,Direct migration background,Yes,0.03407,33,913,0.02230,0.04585
1995,30-45 y.,Direct migration background,No,0.94589,880,913,0.93120,0.96057
1995,30-45 y.,Indirect migration background,No,0.91764,44,44,0.83547,0.99981
1995,46-65 y.,No migration background,Yes,0.19015,484,2871,0.17579,0.20450
1995,46-65 y.,No migration background,No,0.79046,2387,2871,0.77557,0.80535
1995,46-65 y.,Direct migration background,Yes,0.15258,165,1026,0.13057,0.17460
1995,46-65 y.,Direct migration background,No,0.82349,861,1026,0.80015,0.84683
1995,66 and older,No migration background,Yes,0.30231,376,1274,0.27709,0.32754
1995,66 and older,No migration background,No,0.66933,898,1274,0.64349,0.69517
1995,66 and older,Direct migration background,Yes,0.38667,65,209,0.32049,0.45285
1995,66 and older,Direct migration background,No,0.59722,144,209,0.53057,0.66387
1996,17-29 y.,No migration background,Yes,0.01709,41,2161,0.01162,0.02255
1996,17-29 y.,No migration background,No,0.98101,2120,2161,0.97525,0.98676
1996,17-29 y.,Direct migration background,No,0.97744,527,527,0.96475,0.99013
1996,17-29 y.,Indirect migration background,No,0.98747,455,455,0.97724,0.99770
1996,30-45 y.,No migration background,Yes,0.05327,175,3514,0.04584,0.06069
1996,30-45 y.,No migration background,No,0.94601,3339,3514,0.93854,0.95348
1996,30-45 y.,Direct migration background,No,0.96731,826,826,0.95517,0.97944
1996,30-45 y.,Indirect migration background,No,0.92911,61,61,0.86417,0.99405
1996,46-65 y.,No migration background,Yes,0.19546,504,2891,0.18100,0.20992
1996,46-65 y.,No migration background,No,0.80065,2387,2891,0.78609,0.81522
1996,46-65 y.,Direct migration background,Yes,0.15858,152,979,0.13569,0.18148
1996,46-65 y.,Direct migration background,No,0.83837,827,979,0.81530,0.86144
1996,66 and older,No migration background,Yes,0.29930,372,1306,0.27446,0.32415
1996,66 and older,No migration background,No,0.69594,934,1306,0.67098,0.72090
1996,66 and older,Direct migration background,Yes,0.38310,74,226,0.31958,0.44663
1996,66 and older,Direct migration background,No,0.60835,152,226,0.54457,0.67213
1997,17-29 y.,No migration background,Yes,0.02145,44,2068,0.01521,0.02770
1997,17-29 y.,No migration background,No,0.97431,2024,2068,0.96748,0.98113
1997,17-29 y.,Direct migration background,No,0.98574,471,471,0.97502,0.99646
1997,17-29 y.,Indirect migration background,No,0.97355,466,466,0.95896,0.98813
1997,30-45 y.,No migration background,Yes,0.05381,177,3466,0.04630,0.06133
1997,30-45 y.,No migration background,No,0.94402,3289,3466,0.93637,0.95168
1997,30-45 y.,Direct migration background,No,0.96504,793,793,0.95225,0.97783
1997,30-45 y.,Indirect migration background,No,0.85623,63,63,0.76890,0.94357
1997,46-65 y.,No migration background,Yes,0.19903,508,2885,0.18446,0.21360
1997,46-65 y.,No migration background,No,0.79597,2377,2885,0.78126,0.81068
1997,46-65 y.,Direct migration background,Yes,0.15877,152,932,0.13530,0.18225
1997,46-65 y.,Direct migration background,No,0.82451,780,932,0.80007,0.84894
1997,66 and older,No migration background,Yes,0.28179,353,1312,0.25744,0.30615
1997,66 and older,No migration background,No,0.68886,959,1312,0.66380,0.71393
1997,66 and older,Direct migration background,Yes,0.34478,69,231,0.28335,0.40621
1997,66 and older,Direct migration background,No,0.64716,162,231,0.58540,0.70891
1998,17-29 y.,No migration background,Yes,0.02000,44,2235,0.01419,0.02581
1998,17-29 y.,No migration background,No,0.97358,2191,2235,0.96693,0.98023
1998,17-29 y.,Direct migration background,No,0.98331,428,428,0.97116,0.99546
1998,17-29 y.,Indirect migration background,No,0.99125,478,478,0.98289,0.99961
1998,30-45 y.,No migration background,Yes,0.04476,176,3932,0.03830,0.05123
1998,30-45 y.,No migration background,No,0.94922,3756,3932,0.94236,0.95609
1998,30-45 y.,Direct migration background,No,0.97396,764,764,0.96266,0.98526
1998,30-45 y.,Indirect migration background,No,0.93845,82,82,0.88611,0.99079
1998,46-65 y.,No migration background,Yes,0.19389,621,3401,0.18060,0.20718
1998,46-65 y.,No migration background,No,0.78745,2780,3401,0.77370,0.80120
1998,46-65 y.,Direct migration background,Yes,0.15172,150,919,0.12851,0.17492
1998,46-65 y.,Direct migration background,No,0.83423,769,919,0.81017,0.85828
1998,66 and older,No migration background,Yes,0.29420,437,1570,0.27165,0.31675
1998,66 and older,No migration background,No,0.68261,1133,1570,0.65958,0.70564
1998,66 and older,Direct migration background,Yes,0.34080,73,244,0.28121,0.40040
1998,66 and older,Direct migration background,No,0.63840,171,244,0.57799,0.69881
1999,17-29 y.,No migration background,Yes,0.02246,48,2122,0.01615,0.02877
1999,17-29 y.,No migration background,No,0.97600,2074,2122,0.96949,0.98251
1999,17-29 y.,Direct migration background,No,0.98705,363,363,0.97540,0.99869
1999,17-29 y.,Indirect migration background,No,0.98046,472,472,0.96796,0.99296
1999,30-45 y.,No migration background,Yes,0.04260,167,3870,0.03623,0.04896
1999,30-45 y.,No migration background,No,0.95622,3703,3870,0.94977,0.96267
1999,30-45 y.,Direct migration background,No,0.97447,721,721,0.96295,0.98599
1999,30-45 y.,Indirect migration background,No,0.97083,93,93,0.93643,1.00522
1999,46-65 y.,No migration background,Yes,0.19294,601,3311,0.17949,0.20638
1999,46-65 y.,No migration background,No,0.80059,2710,3311,0.78698,0.81420
1999,46-65 y.,Direct migration background,Yes,0.14772,138,842,0.12374,0.17171
1999,46-65 y.,Direct migration background,No,0.84651,704,842,0.82214,0.87087
1999,66 and older,No migration background,Yes,0.30725,429,1536,0.28417,0.33033
1999,66 and older,No migration background,No,0.68371,1107,1536,0.66045,0.70698
1999,66 and older,Direct migration background,Yes,0.35305,73,248,0.29345,0.41266
1999,66 and older,Direct migration background,No,0.64695,175,248,0.58734,0.70655
2000,17-29 y.,No migration background,Yes,0.02465,75,3366,0.01941,0.02988
2000,17-29 y.,No migration background,No,0.97079,3291,3366,0.96510,0.97648
2000,17-29 y.,Direct migration background,No,0.98836,584,584,0.97965,0.99707
2000,17-29 y.,Indirect migration background,No,0.97673,599,599,0.96464,0.98881
2000,30-45 y.,No migration background,Yes,0.04321,287,6810,0.03838,0.04804
2000,30-45 y.,No migration background,No,0.95327,6523,6810,0.94826,0.95828
2000,30-45 y.,Direct migration background,Yes,0.02627,32,1174,0.01712,0.03543
2000,30-45 y.,Direct migration background,No,0.97139,1142,1174,0.96185,0.98093
2000,30-45 y.,Indirect migration background,No,0.96987,153,153,0.94270,0.99705
2000,46-65 y.,No migration background,Yes,0.18140,1167,6540,0.17206,0.19074
2000,46-65 y.,No migration background,No,0.81609,5373,6540,0.80670,0.82548
2000,46-65 y.,Direct migration background,Yes,0.12653,162,1179,0.10755,0.14552
2000,46-65 y.,Direct migration background,No,0.87157,1017,1179,0.85246,0.89067
2000,66 and older,No migration background,Yes,0.25230,769,3196,0.23724,0.26736
2000,66 and older,No migration background,No,0.73649,2427,3196,0.72122,0.75177
2000,66 and older,Direct migration background,Yes,0.29081,94,354,0.24343,0.33818
2000,66 and older,Direct migration background,No,0.70532,260,354,0.65776,0.75288
2001,17-29 y.,No migration background,Yes,0.01481,48,3047,0.01052,0.01910
2001,17-29 y.,No migration background,No,0.98293,2999,3047,0.97833,0.98753
2001,17-29 y.,Direct migration background,No,0.98969,490,490,0.98074,0.99864
2001,17-29 y.,Indirect migration background,No,0.96936,533,533,0.95472,0.98401
2001,30-45 y.,No migration background,Yes,0.04624,262,6107,0.04097,0.05150
2001,30-45 y.,No migration background,No,0.95080,5845,6107,0.94538,0.95623
2001,30-45 y.,Direct migration background,Yes,0.03160,31,1035,0.02094,0.04227
2001,30-45 y.,Direct migration background,No,0.96371,1004,1035,0.95231,0.97511
2001,30-45 y.,Indirect migration background,No,0.93241,158,158,0.89314,0.97168
2001,46-65 y.,No migration background,Yes,0.18299,1051,5995,0.17320,0.19278
2001,46-65 y.,No migration background,No,0.81222,4944,5995,0.80233,0.82211
2001,46-65 y.,Direct migration background,Yes,0.14745,155,1033,0.12582,0.16908
2001,46-65 y.,Direct migration background,No,0.83435,878,1033,0.81167,0.85704
2001,66 and older,No migration background,Yes,0.24837,722,3023,0.23297,0.26378
2001,66 and older,No migration background,No,0.74252,2301,3023,0.72693,0.75811
2001,66 and older,Direct migration background,Yes,0.22146,71,330,0.17659,0.26633
2001,66 and older,Direct migration background,No,0.75800,259,330,0.71172,0.80428
2002,17-29 y.,No migration background,Yes,0.02338,61,3163,0.01811,0.02864
2002,17-29 y.,No migration background,No,0.97020,3102,3163,0.96428,0.97613
2002,17-29 y.,Direct migration background,No,0.98693,432,432,0.97621,0.99765
2002,17-29 y.,Indirect migration background,No,0.97496,510,510,0.96139,0.98854
2002,30-45 y.,No migration background,Yes,0.04700,259,6255,0.04175,0.05224
2002,30-45 y.,No migration background,No,0.94773,5996,6255,0.94221,0.95325
2002,30-45 y.,Direct migration background,No,0.97325,944,944,0.96296,0.98355
2002,30-45 y.,Indirect migration background,No,0.94786,178,178,0.91510,0.98061
2002,46-65 y.,No migration background,Yes,0.19592,1146,6731,0.18644,0.20541
2002,46-65 y.,No migration background,No,0.79562,5585,6731,0.78599,0.80525
2002,46-65 y.,Direct migration background,Yes,0.15050,145,1033,0.12869,0.17232
2002,46-65 y.,Direct migration background,No,0.84217,888,1033,0.81992,0.86441
2002,46-65 y.,Indirect migration background,No,0.82697,34,34,0.69791,0.95603
2002,66 and older,No migration background,Yes,0.26066,788,3201,0.24545,0.27587
2002,66 and older,No migration background,No,0.72795,2413,3201,0.71253,0.74337
2002,66 and older,Direct migration background,Yes,0.24220,86,343,0.19679,0.28760
2002,66 and older,Direct migration background,No,0.73774,257,343,0.69112,0.78436
2003,17-29 y.,No migration background,Yes,0.02180,58,3113,0.01667,0.02693
2003,17-29 y.,No migration background,No,0.97412,3055,3113,0.96854,0.97970
2003,17-29 y.,Direct migration background,No,0.98645,374,374,0.97471,0.99818
2003,17-29 y.,Indirect migration background,No,0.96242,492,492,0.94560,0.97924
2003,30-45 y.,No migration background,Yes,0.04662,242,5815,0.04120,0.05204
2003,30-45 y.,No migration background,No,0.94954,5573,5815,0.94391,0.95516
2003,30-45 y.,Direct migration background,No,0.95347,862,862,0.93940,0.96754
2003,30-45 y.,Indirect migration background,No,0.96500,204,204,0.93972,0.99028
2003,46-65 y.,No migration background,Yes,0.18770,1083,6504,0.17821,0.19719
2003,46-65 y.,No migration background,No,0.80442,5421,6504,0.79478,0.81406
2003,46-65 y.,Direct migration background,Yes,0.13738,141,982,0.11584,0.15892
2003,46-65 y.,Direct migration background,No,0.85608,841,982,0.83411,0.87804
2003,46-65 y.,Indirect migration background,No,0.83051,35,35,0.70440,0.95662
2003,66 and older,No migration background,Yes,0.26422,817,3248,0.24905,0.27938
2003,66 and older,No migration background,No,0.72326,2431,3248,0.70787,0.73865
2003,66 and older,Direct migration background,Yes,0.22489,77,350,0.18109,0.26870
2003,66 and older,Direct migration background,No,0.75688,273,350,0.71188,0.80189
2004,17-29 y.,No migration background,Yes,0.02395,66,3068,0.01854,0.02937
2004,17-29 y.,No migration background,No,0.97452,3002,3068,0.96894,0.98010
2004,17-29 y.,Direct migration background,No,0.98631,369,369,0.97443,0.99818
2004,17-29 y.,Indirect migration background,No,0.97045,504,504,0.95565,0.98525
2004,30-45 y.,No migration background,Yes,0.05059,243,5443,0.04477,0.05641
2004,30-45 y.,No migration background,No,0.94443,5200,5443,0.93834,0.95051
2004,30-45 y.,Direct migration background,Yes,0.04798,38,848,0.03358,0.06237
2004,30-45 y.,Direct migration background,No,0.94780,810,848,0.93282,0.96278
2004,30-45 y.,Indirect migration background,No,0.95199,210,210,0.92300,0.98097
2004,46-65 y.,No migration background,Yes,0.18764,1041,6330,0.17802,0.19726
2004,46-65 y.,No migration background,No,0.80285,5289,6330,0.79305,0.81265
2004,46-65 y.,Direct migration background,Yes,0.16621,149,952,0.14255,0.18987
2004,46-65 y.,Direct migration background,No,0.83205,803,952,0.80829,0.85581
2004,46-65 y.,Indirect migration background,No,0.84278,39,39,0.72704,0.95852
2004,66 and older,No migration background,Yes,0.26805,854,3362,0.25307,0.28302
2004,66 and older,No migration background,No,0.72147,2508,3362,0.70631,0.73662
2004,66 and older,Direct migration background,Yes,0.20521,75,355,0.16314,0.24728
2004,66 and older,Direct migration background,No,0.77193,280,355,0.72822,0.81564
2005,17-29 y.,No migration background,Yes,0.02174,53,2976,0.01650,0.02698
2005,17-29 y.,No migration background,No,0.97020,2923,2976,0.96409,0.97631
2005,17-29 y.,Direct migration background,No,0.98377,309,309,0.96966,0.99788
2005,17-29 y.,Indirect migration background,No,0.97844,513,513,0.96586,0.99102
2005,30-45 y.,No migration background,Yes,0.05443,239,5025,0.04816,0.06071
2005,30-45 y.,No migration background,No,0.93822,4786,5025,0.93156,0.94487
2005,30-45 y.,Direct migration background,Yes,0.04565,33,793,0.03112,0.06019
2005,30-45 y.,Direct migration background,No,0.94076,760,793,0.92431,0.95720
2005,30-45 y.,Indirect migration background,No,0.95912,229,229,0.93342,0.98482
2005,46-65 y.,No migration background,Yes,0.18650,1019,6047,0.17668,0.19632
2005,46-65 y.,No migration background,No,0.80449,5028,6047,0.79449,0.81449
2005,46-65 y.,Direct migration background,Yes,0.15724,138,884,0.13323,0.18125
2005,46-65 y.,Direct migration background,No,0.83135,746,884,0.80666,0.85605
2005,46-65 y.,Indirect migration background,No,0.88387,43,43,0.78697,0.98076
2005,66 and older,No migration background,Yes,0.27141,861,3352,0.25636,0.28647
2005,66 and older,No migration background,No,0.71420,2491,3352,0.69890,0.72949
2005,66 and older,Direct migration background,Yes,0.20250,80,362,0.16104,0.24395
2005,66 and older,Direct migration background,No,0.78454,282,362,0.74213,0.82695
2006,17-29 y.,No migration background,Yes,0.02745,56,2880,0.02148,0.03342
2006,17-29 y.,No migration background,No,0.90632,2824,2880,0.89567,0.91696
2006,17-29 y.,Direct migration background,No,0.97074,318,318,0.95219,0.98930
2006,17-29 y.,Indirect migration background,No,0.92111,465,465,0.89659,0.94564
2006,30-45 y.,No migration background,Yes,0.05423,235,5209,0.04807,0.06038
2006,30-45 y.,No migration background,No,0.94259,4974,5209,0.93627,0.94891
2006,30-45 y.,Direct migration background,Yes,0.04900,34,784,0.03388,0.06413
2006,30-45 y.,Direct migration background,No,0.94748,750,784,0.93185,0.96310
2006,30-45 y.,Indirect migration background,No,0.95646,264,264,0.93180,0.98112
2006,46-65 y.,No migration background,Yes,0.18100,1087,6631,0.17173,0.19027
2006,46-65 y.,No migration background,No,0.81441,5544,6631,0.80505,0.82377
2006,46-65 y.,Direct migration background,Yes,0.17477,142,877,0.14962,0.19992
2006,46-65 y.,Direct migration background,No,0.81946,735,877,0.79398,0.84493
2006,46-65 y.,Indirect migration background,No,0.84286,44,44,0.73408,0.95164
2006,66 and older,No migration background,Yes,0.27789,1031,4001,0.26400,0.29177
2006,66 and older,No migration background,No,0.71330,2970,4001,0.69928,0.72731
2006,66 and older,Direct migration background,Yes,0.23048,94,387,0.18847,0.27249
2006,66 and older,Direct migration background,No,0.76345,293,387,0.72105,0.80584
2007,17-29 y.,No migration background,Yes,0.01765,45,2673,0.01266,0.02264
2007,17-29 y.,No migration background,No,0.89427,2628,2673,0.88261,0.90593
2007,17-29 y.,Direct migration background,No,0.93542,265,265,0.90577,0.96507
2007,17-29 y.,Indirect migration background,No,0.89940,438,438,0.87120,0.92760
2007,30-45 y.,No migration background,Yes,0.05724,222,4732,0.05062,0.06386
2007,30-45 y.,No migration background,No,0.93701,4510,4732,0.93009,0.94394
2007,30-45 y.,Direct migration background,No,0.95433,655,655,0.93833,0.97033
2007,30-45 y.,Indirect migration background,No,0.97176,260,260,0.95158,0.99193
2007,46-65 y.,No migration background,Yes,0.18257,1020,6200,0.17295,0.19218
2007,46-65 y.,No migration background,No,0.81214,5180,6200,0.80242,0.82187
2007,46-65 y.,Direct migration background,Yes,0.18012,128,786,0.15323,0.20700
2007,46-65 y.,Direct migration background,No,0.81338,658,786,0.78613,0.84064
2007,46-65 y.,Indirect migration background,No,0.83011,43,43,0.71653,0.94368
2007,66 and older,No migration background,Yes,0.27062,999,3924,0.25672,0.28453
2007,66 and older,No migration background,No,0.71766,2925,3924,0.70358,0.73175
2007,66 and older,Direct migration background,Yes,0.20370,80,371,0.16266,0.24474
2007,66 and older,Direct migration background,No,0.77430,291,371,0.73170,0.81689
2008,17-29 y.,No migration background,Yes,0.02408,47,2483,0.01805,0.03011
2008,17-29 y.,No migration background,No,0.89883,2436,2483,0.88697,0.91069
2008,17-29 y.,Direct migration background,No,0.98288,223,223,0.96581,0.99994
2008,17-29 y.,Indirect migration background,No,0.86385,425,425,0.83120,0.89649
2008,30-45 y.,No migration background,Yes,0.05749,195,4291,0.05052,0.06446
2008,30-45 y.,No migration background,No,0.94077,4096,4291,0.93371,0.94784
2008,30-45 y.,Direct migration background,No,0.95854,582,582,0.94233,0.97475
2008,30-45 y.,Indirect migration background,No,0.94732,257,257,0.91996,0.97469
2008,46-65 y.,No migration background,Yes,0.17939,971,5918,0.16962,0.18917
2008,46-65 y.,No migration background,No,0.81616,4947,5918,0.80629,0.82603
2008,46-65 y.,Direct migration background,Yes,0.15517,107,707,0.12846,0.18188
2008,46-65 y.,Direct migration background,No,0.84211,600,707,0.81522,0.86901
2008,46-65 y.,Indirect migration background,No,0.81213,43,43,0.69400,0.93026
2008,66 and older,No migration background,Yes,0.26007,949,3876,0.24626,0.27388
2008,66 and older,No migration background,No,0.72219,2927,3876,0.70809,0.73630
2008,66 and older,Direct migration background,Yes,0.22140,84,363,0.17863,0.26417
2008,66 and older,Direct migration background,No,0.75342,279,363,0.70902,0.79782
2009,17-29 y.,No migration background,Yes,0.01839,42,2284,0.01288,0.02391
2009,17-29 y.,No migration background,No,0.91378,2242,2284,0.90227,0.92530
2009,17-29 y.,Direct migration background,No,0.94044,172,172,0.90497,0.97591
2009,17-29 y.,Indirect migration background,No,0.90105,378,378,0.87090,0.93119
2009,30-45 y.,No migration background,Yes,0.06322,196,3865,0.05555,0.07090
2009,30-45 y.,No migration background,No,0.93314,3669,3865,0.92526,0.94101
2009,30-45 y.,Direct migration background,No,0.93973,505,505,0.91895,0.96051
