year,bula_h,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,Schleswig-Holstein,No,0.75137,359,359,0.70659,0.79614
1984,Hamburg,No,0.78158,277,277,0.73283,0.83032
1984,Lower Saxony,Yes,0.09262,120,1229,0.07641,0.10884
1984,Lower Saxony,No,0.73096,1109,1229,0.70615,0.75576
1984,Bremen,No,0.74175,113,113,0.66069,0.82281
1984,North Rhine-Westphalia,Yes,0.12268,368,3235,0.11138,0.13399
1984,North Rhine-Westphalia,No,0.69083,2867,3235,0.67490,0.70676
1984,Hesse,Yes,0.10553,116,1242,0.08844,0.12262
1984,Hesse,No,0.74059,1126,1242,0.71620,0.76497
1984,"Rhineland-Palatinate, Saarland",Yes,0.09324,85,850,0.07368,0.11280
1984,"Rhineland-Palatinate, Saarland",No,0.75387,765,850,0.72489,0.78284
1984,Baden-Wuerttemberg,Yes,0.06968,152,2239,0.05913,0.08022
1984,Baden-Wuerttemberg,No,0.72882,2087,2239,0.71040,0.74723
1984,Bavaria,Yes,0.09368,191,2072,0.08113,0.10623
1984,Bavaria,No,0.72562,1881,2072,0.70641,0.74484
1984,Berlin,Yes,0.14593,55,405,0.11150,0.18035
1984,Berlin,No,0.68215,350,405,0.63674,0.72756
1985,Schleswig-Holstein,Yes,0.09149,34,349,0.06120,0.12178
1985,Schleswig-Holstein,No,0.72438,315,349,0.67743,0.77132
1985,Hamburg,No,0.82281,257,257,0.77604,0.86959
1985,Lower Saxony,Yes,0.09348,109,1102,0.07628,0.11067
1985,Lower Saxony,No,0.74822,993,1102,0.72258,0.77386
1985,Bremen,No,0.75165,97,97,0.66522,0.83807
1985,North Rhine-Westphalia,Yes,0.11614,314,2921,0.10452,0.12776
1985,North Rhine-Westphalia,No,0.70031,2607,2921,0.68369,0.71693
1985,Hesse,Yes,0.10932,106,1127,0.09109,0.12754
1985,Hesse,No,0.74634,1021,1127,0.72093,0.77176
1985,"Rhineland-Palatinate, Saarland",Yes,0.09364,75,767,0.07301,0.11427
1985,"Rhineland-Palatinate, Saarland",No,0.75602,692,767,0.72560,0.78643
1985,Baden-Wuerttemberg,Yes,0.07006,133,2030,0.05895,0.08117
1985,Baden-Wuerttemberg,No,0.74082,1897,2030,0.72175,0.75988
1985,Bavaria,Yes,0.09794,172,1886,0.08452,0.11136
1985,Bavaria,No,0.73427,1714,1886,0.71433,0.75421
1985,Berlin,Yes,0.14247,48,363,0.10646,0.17848
1985,Berlin,No,0.70770,315,363,0.66085,0.75455
1987,Schleswig-Holstein,Yes,0.09349,32,325,0.06179,0.12519
1987,Schleswig-Holstein,No,0.71990,293,325,0.67100,0.76880
1987,Hamburg,No,0.79466,203,203,0.73895,0.85037
1987,Lower Saxony,Yes,0.10415,119,1101,0.08610,0.12221
1987,Lower Saxony,No,0.73839,982,1101,0.71242,0.76437
1987,Bremen,No,0.82814,92,92,0.75063,0.90565
1987,North Rhine-Westphalia,Yes,0.11442,301,2813,0.10266,0.12619
1987,North Rhine-Westphalia,No,0.70824,2512,2813,0.69144,0.72504
1987,Hesse,Yes,0.10169,92,1042,0.08333,0.12005
1987,Hesse,No,0.73699,950,1042,0.71024,0.76374
1987,"Rhineland-Palatinate, Saarland",Yes,0.09385,75,760,0.07310,0.11460
1987,"Rhineland-Palatinate, Saarland",No,0.75530,685,760,0.72471,0.78588
1987,Baden-Wuerttemberg,Yes,0.07457,140,1943,0.06289,0.08626
1987,Baden-Wuerttemberg,No,0.73749,1803,1943,0.71792,0.75706
1987,Bavaria,Yes,0.08952,138,1714,0.07600,0.10303
1987,Bavaria,No,0.73556,1576,1714,0.71467,0.75645
1987,Berlin,Yes,0.15057,51,362,0.11368,0.18747
1987,Berlin,No,0.71190,311,362,0.66518,0.75862
1988,Schleswig-Holstein,Yes,0.11751,43,320,0.08217,0.15285
1988,Schleswig-Holstein,No,0.67226,277,320,0.62075,0.72377
1988,Hamburg,No,0.82060,185,185,0.76516,0.87604
1988,Lower Saxony,Yes,0.09499,107,1045,0.07720,0.11277
1988,Lower Saxony,No,0.75116,938,1045,0.72493,0.77738
1988,Bremen,No,0.73881,84,84,0.64430,0.83332
