year,age_gr,quintil_oecd,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1984,66 and older,4th Quintile,No,0.82045,170,206,0.76791,0.87299
1984,66 and older,5th Quintile,Yes,0.20897,42,193,0.15146,0.26648
1984,66 and older,5th Quintile,No,0.78023,151,193,0.72165,0.83880
1985,17-29 y.,1st Quintile,No,0.97146,754,754,0.95957,0.98335
1985,17-29 y.,2nd Quintile,No,0.96818,574,574,0.95381,0.98255
1985,17-29 y.,3rd Quintile,No,0.98055,637,637,0.96981,0.99128
1985,17-29 y.,4th Quintile,No,0.97856,616,616,0.96712,0.99001
1985,17-29 y.,5th Quintile,No,0.97900,481,481,0.96618,0.99183
1985,30-45 y.,1st Quintile,Yes,0.05851,34,681,0.04087,0.07615
1985,30-45 y.,1st Quintile,No,0.93910,647,681,0.92113,0.95708
1985,30-45 y.,2nd Quintile,No,0.94888,705,705,0.93261,0.96515
1985,30-45 y.,3rd Quintile,No,0.92936,613,613,0.90906,0.94966
1985,30-45 y.,4th Quintile,No,0.94641,644,644,0.92900,0.96381
1985,30-45 y.,5th Quintile,No,0.95558,699,699,0.94029,0.97086
1985,46-65 y.,1st Quintile,Yes,0.27969,111,527,0.24133,0.31805
1985,46-65 y.,1st Quintile,No,0.69987,416,527,0.66070,0.73904
1985,46-65 y.,2nd Quintile,Yes,0.25233,121,566,0.21651,0.28814
1985,46-65 y.,2nd Quintile,No,0.73224,445,566,0.69573,0.76875
1985,46-65 y.,3rd Quintile,Yes,0.21778,122,676,0.18664,0.24892
1985,46-65 y.,3rd Quintile,No,0.77469,554,676,0.74317,0.80621
1985,46-65 y.,4th Quintile,Yes,0.15400,105,722,0.12765,0.18035
1985,46-65 y.,4th Quintile,No,0.84251,617,722,0.81592,0.86910
1985,46-65 y.,5th Quintile,Yes,0.19914,138,782,0.17113,0.22714
1985,46-65 y.,5th Quintile,No,0.79603,644,782,0.76777,0.82429
1985,66 and older,1st Quintile,Yes,0.17179,46,249,0.12485,0.21874
1985,66 and older,1st Quintile,No,0.80751,203,249,0.75844,0.85658
1985,66 and older,2nd Quintile,Yes,0.20669,57,249,0.15629,0.25708
1985,66 and older,2nd Quintile,No,0.77540,192,249,0.72346,0.82734
1985,66 and older,3rd Quintile,Yes,0.22095,51,222,0.16625,0.27565
1985,66 and older,3rd Quintile,No,0.76757,171,222,0.71188,0.82326
1985,66 and older,4th Quintile,Yes,0.16451,36,201,0.11313,0.21590
1985,66 and older,4th Quintile,No,0.83146,165,201,0.77958,0.88334
1985,66 and older,5th Quintile,Yes,0.24135,43,166,0.17606,0.30665
1985,66 and older,5th Quintile,No,0.73699,123,166,0.66981,0.80417
1987,17-29 y.,1st Quintile,No,0.96671,614,614,0.95250,0.98091
1987,17-29 y.,2nd Quintile,No,0.98231,608,608,0.97182,0.99279
1987,17-29 y.,3rd Quintile,No,0.97802,595,595,0.96624,0.98981
1987,17-29 y.,4th Quintile,No,0.97289,634,634,0.96024,0.98554
1987,17-29 y.,5th Quintile,No,0.98576,473,473,0.97507,0.99645
1987,30-45 y.,1st Quintile,No,0.93499,529,529,0.91396,0.95602
1987,30-45 y.,2nd Quintile,No,0.95140,634,634,0.93465,0.96815
1987,30-45 y.,3rd Quintile,Yes,0.06387,37,643,0.04496,0.08279
1987,30-45 y.,3rd Quintile,No,0.93174,606,643,0.91223,0.95124
1987,30-45 y.,4th Quintile,No,0.96632,604,604,0.95192,0.98072
1987,30-45 y.,5th Quintile,No,0.96053,654,654,0.94560,0.97547
1987,46-65 y.,1st Quintile,Yes,0.25585,104,511,0.21798,0.29372
1987,46-65 y.,1st Quintile,No,0.73255,407,511,0.69414,0.77097
1987,46-65 y.,2nd Quintile,Yes,0.22724,99,536,0.19173,0.26275
1987,46-65 y.,2nd Quintile,No,0.76088,437,536,0.72473,0.79702
1987,46-65 y.,3rd Quintile,Yes,0.18792,102,629,0.15737,0.21847
1987,46-65 y.,3rd Quintile,No,0.80378,527,629,0.77272,0.83484
1987,46-65 y.,4th Quintile,Yes,0.16697,117,745,0.14017,0.19377
1987,46-65 y.,4th Quintile,No,0.82946,628,745,0.80244,0.85649
1987,46-65 y.,5th Quintile,Yes,0.16076,115,760,0.13462,0.18689
1987,46-65 y.,5th Quintile,No,0.83235,645,760,0.80578,0.85893
1987,66 and older,1st Quintile,Yes,0.20578,69,308,0.16056,0.25100
1987,66 and older,1st Quintile,No,0.78364,239,308,0.73758,0.82970
1987,66 and older,2nd Quintile,Yes,0.21740,48,228,0.16374,0.27106
1987,66 and older,2nd Quintile,No,0.77957,180,228,0.72564,0.83349
1987,66 and older,3rd Quintile,Yes,0.22480,53,208,0.16793,0.28167
1987,66 and older,3rd Quintile,No,0.75549,155,208,0.69694,0.81404
1987,66 and older,4th Quintile,Yes,0.25675,41,165,0.18989,0.32361
1987,66 and older,4th Quintile,No,0.73853,124,165,0.67127,0.80578
1987,66 and older,5th Quintile,Yes,0.24959,40,151,0.18033,0.31885
1987,66 and older,5th Quintile,No,0.75041,111,151,0.68115,0.81967
1988,17-29 y.,1st Quintile,No,0.96862,620,620,0.95489,0.98236
1988,17-29 y.,2nd Quintile,No,0.98051,550,550,0.96895,0.99207
1988,17-29 y.,3rd Quintile,No,0.97049,589,589,0.95681,0.98417
1988,17-29 y.,4th Quintile,No,0.97296,606,606,0.96004,0.98589
1988,17-29 y.,5th Quintile,No,0.98460,427,427,0.97291,0.99629
1988,30-45 y.,1st Quintile,No,0.93560,513,513,0.91434,0.95686
1988,30-45 y.,2nd Quintile,No,0.95487,621,621,0.93853,0.97121
1988,30-45 y.,3rd Quintile,No,0.94430,567,567,0.92540,0.96319
1988,30-45 y.,4th Quintile,No,0.95474,531,531,0.93704,0.97243
1988,30-45 y.,5th Quintile,No,0.95062,586,586,0.93306,0.96817
1988,46-65 y.,1st Quintile,Yes,0.28177,116,507,0.24258,0.32097
1988,46-65 y.,1st Quintile,No,0.71275,391,507,0.67332,0.75217
1988,46-65 y.,2nd Quintile,Yes,0.25196,99,508,0.21417,0.28975
1988,46-65 y.,2nd Quintile,No,0.73972,409,508,0.70152,0.77791
1988,46-65 y.,3rd Quintile,Yes,0.20228,113,620,0.17064,0.23393
1988,46-65 y.,3rd Quintile,No,0.78628,507,620,0.75399,0.81858
1988,46-65 y.,4th Quintile,Yes,0.17382,118,729,0.14629,0.20135
1988,46-65 y.,4th Quintile,No,0.82193,611,729,0.79414,0.84972
1988,46-65 y.,5th Quintile,Yes,0.14545,107,729,0.11984,0.17106
1988,46-65 y.,5th Quintile,No,0.85125,622,729,0.82540,0.87710
1988,66 and older,1st Quintile,Yes,0.29003,85,276,0.23640,0.34367
1988,66 and older,1st Quintile,No,0.69590,191,276,0.64153,0.75027
1988,66 and older,2nd Quintile,Yes,0.24542,65,261,0.19311,0.29773
1988,66 and older,2nd Quintile,No,0.74040,196,261,0.68711,0.79369
1988,66 and older,3rd Quintile,Yes,0.29032,53,173,0.22248,0.35815
1988,66 and older,3rd Quintile,No,0.68210,120,173,0.61251,0.75169
1988,66 and older,4th Quintile,Yes,0.27133,45,156,0.20133,0.34133
1988,66 and older,4th Quintile,No,0.71031,111,156,0.63889,0.78172
1988,66 and older,5th Quintile,Yes,0.26859,43,156,0.19881,0.33837
1988,66 and older,5th Quintile,No,0.71412,113,156,0.64298,0.78525
1989,17-29 y.,1st Quintile,No,0.96974,627,627,0.95631,0.98316
1989,17-29 y.,2nd Quintile,No,0.97929,589,589,0.96778,0.99080
1989,17-29 y.,3rd Quintile,No,0.97727,518,518,0.96442,0.99011
1989,17-29 y.,4th Quintile,No,0.97162,610,610,0.95843,0.98481
1989,17-29 y.,5th Quintile,No,0.98630,416,416,0.97512,0.99748
1989,30-45 y.,1st Quintile,No,0.92747,486,486,0.90438,0.95055
1989,30-45 y.,2nd Quintile,No,0.96047,595,595,0.94480,0.97614
1989,30-45 y.,3rd Quintile,No,0.94610,564,564,0.92744,0.96475
1989,30-45 y.,4th Quintile,No,0.95203,510,510,0.93346,0.97060
1989,30-45 y.,5th Quintile,No,0.94971,560,560,0.93159,0.96783
1989,46-65 y.,1st Quintile,Yes,0.32213,119,474,0.28002,0.36424
1989,46-65 y.,1st Quintile,No,0.65623,355,474,0.61343,0.69904
1989,46-65 y.,2nd Quintile,Yes,0.23917,103,528,0.20275,0.27559
1989,46-65 y.,2nd Quintile,No,0.75650,425,528,0.71986,0.79315
1989,46-65 y.,3rd Quintile,Yes,0.16553,89,581,0.13529,0.19578
1989,46-65 y.,3rd Quintile,No,0.82558,492,581,0.79470,0.85647
1989,46-65 y.,4th Quintile,Yes,0.19002,125,713,0.16121,0.21884
1989,46-65 y.,4th Quintile,No,0.80759,588,713,0.77864,0.83655
1989,46-65 y.,5th Quintile,Yes,0.15452,99,666,0.12704,0.18199
1989,46-65 y.,5th Quintile,No,0.83595,567,666,0.80781,0.86410
1989,66 and older,1st Quintile,Yes,0.25750,76,281,0.20628,0.30872
1989,66 and older,1st Quintile,No,0.72231,205,281,0.66985,0.77477
1989,66 and older,2nd Quintile,Yes,0.31097,66,211,0.24837,0.37358
1989,66 and older,2nd Quintile,No,0.67771,145,211,0.61450,0.74092
1989,66 and older,3rd Quintile,Yes,0.32857,66,182,0.26014,0.39700
1989,66 and older,3rd Quintile,No,0.65100,116,182,0.58155,0.72044
1989,66 and older,4th Quintile,Yes,0.31690,50,159,0.24435,0.38945
1989,66 and older,4th Quintile,No,0.67390,109,159,0.60080,0.74699
1989,66 and older,5th Quintile,Yes,0.27734,46,163,0.20840,0.34628
1989,66 and older,5th Quintile,No,0.70814,117,163,0.63813,0.77815
1991,17-29 y.,1st Quintile,No,0.94983,581,581,0.93207,0.96760
1991,17-29 y.,2nd Quintile,No,0.97676,534,534,0.96397,0.98955
1991,17-29 y.,3rd Quintile,No,0.97906,534,534,0.96690,0.99122
1991,17-29 y.,4th Quintile,No,0.98370,556,556,0.97317,0.99424
1991,17-29 y.,5th Quintile,No,0.98401,412,412,0.97188,0.99614
1991,30-45 y.,1st Quintile,Yes,0.09917,34,454,0.07165,0.12670
1991,30-45 y.,1st Quintile,No,0.89893,420,454,0.87117,0.92669
1991,30-45 y.,2nd Quintile,No,0.97090,605,605,0.95749,0.98430
1991,30-45 y.,3rd Quintile,No,0.94710,575,575,0.92879,0.96541
1991,30-45 y.,4th Quintile,Yes,0.07281,33,518,0.05041,0.09520
1991,30-45 y.,4th Quintile,No,0.92599,485,518,0.90342,0.94855
1991,30-45 y.,5th Quintile,No,0.96159,584,584,0.94599,0.97719
1991,46-65 y.,1st Quintile,Yes,0.32599,119,472,0.28366,0.36832
1991,46-65 y.,1st Quintile,No,0.67212,353,472,0.62973,0.71452
1991,46-65 y.,2nd Quintile,Yes,0.24349,94,466,0.20448,0.28250
1991,46-65 y.,2nd Quintile,No,0.74121,372,466,0.70140,0.78102
1991,46-65 y.,3rd Quintile,Yes,0.18571,94,560,0.15347,0.21795
1991,46-65 y.,3rd Quintile,No,0.80826,466,560,0.77563,0.84090
1991,46-65 y.,4th Quintile,Yes,0.16259,106,680,0.13484,0.19035
1991,46-65 y.,4th Quintile,No,0.83119,574,680,0.80302,0.85937
1991,46-65 y.,5th Quintile,Yes,0.15103,95,656,0.12361,0.17845
1991,46-65 y.,5th Quintile,No,0.84340,561,656,0.81557,0.87123
1991,66 and older,1st Quintile,Yes,0.29145,91,300,0.23994,0.34296
1991,66 and older,1st Quintile,No,0.68588,209,300,0.63327,0.73849
1991,66 and older,2nd Quintile,Yes,0.30582,74,239,0.24728,0.36436
1991,66 and older,2nd Quintile,No,0.67718,165,239,0.61778,0.73658
1991,66 and older,3rd Quintile,Yes,0.35910,65,181,0.28902,0.42919
1991,66 and older,3rd Quintile,No,0.60931,116,181,0.53803,0.68058
1991,66 and older,4th Quintile,Yes,0.31407,50,173,0.24471,0.38344
1991,66 and older,4th Quintile,No,0.67131,123,173,0.60111,0.74152
1991,66 and older,5th Quintile,Yes,0.29682,48,141,0.22115,0.37250
1991,66 and older,5th Quintile,No,0.67404,93,141,0.59639,0.75168
1992,17-29 y.,1st Quintile,No,0.96750,677,677,0.95414,0.98087
1992,17-29 y.,2nd Quintile,No,0.96422,787,787,0.95124,0.97721
1992,17-29 y.,3rd Quintile,No,0.98872,755,755,0.98118,0.99626
1992,17-29 y.,4th Quintile,No,0.97230,716,716,0.96027,0.98433
1992,17-29 y.,5th Quintile,No,0.97267,546,546,0.95898,0.98636
1992,30-45 y.,1st Quintile,Yes,0.07520,50,819,0.05713,0.09327
1992,30-45 y.,1st Quintile,No,0.91476,769,819,0.89562,0.93390
1992,30-45 y.,2nd Quintile,Yes,0.04764,45,1010,0.03450,0.06079
1992,30-45 y.,2nd Quintile,No,0.93974,965,1010,0.92506,0.95442
1992,30-45 y.,3rd Quintile,Yes,0.04579,32,885,0.03201,0.05957
1992,30-45 y.,3rd Quintile,No,0.94388,853,885,0.92870,0.95905
1992,30-45 y.,4th Quintile,Yes,0.04631,33,770,0.03146,0.06117
1992,30-45 y.,4th Quintile,No,0.94516,737,770,0.92906,0.96125
1992,30-45 y.,5th Quintile,Yes,0.04547,39,733,0.03038,0.06057
1992,30-45 y.,5th Quintile,No,0.95016,694,733,0.93440,0.96593
1992,46-65 y.,1st Quintile,Yes,0.26192,159,739,0.23020,0.29364
1992,46-65 y.,1st Quintile,No,0.72339,580,739,0.69112,0.75566
1992,46-65 y.,2nd Quintile,Yes,0.18892,118,705,0.16000,0.21784
1992,46-65 y.,2nd Quintile,No,0.78494,587,705,0.75459,0.81529
1992,46-65 y.,3rd Quintile,Yes,0.19465,125,761,0.16650,0.22280
1992,46-65 y.,3rd Quintile,No,0.77854,636,761,0.74902,0.80806
1992,46-65 y.,4th Quintile,Yes,0.19697,162,887,0.17078,0.22316
1992,46-65 y.,4th Quintile,No,0.79056,725,887,0.76377,0.81735
1992,46-65 y.,5th Quintile,Yes,0.13072,115,871,0.10832,0.15312
1992,46-65 y.,5th Quintile,No,0.86093,756,871,0.83794,0.88392
1992,66 and older,1st Quintile,Yes,0.26042,123,489,0.22148,0.29936
1992,66 and older,1st Quintile,No,0.69678,366,489,0.65599,0.73756
1992,66 and older,2nd Quintile,Yes,0.27961,82,287,0.22760,0.33163
1992,66 and older,2nd Quintile,No,0.68224,205,287,0.62828,0.73621
1992,66 and older,3rd Quintile,Yes,0.36112,83,228,0.29864,0.42361
1992,66 and older,3rd Quintile,No,0.62269,145,228,0.55963,0.68575
1992,66 and older,4th Quintile,Yes,0.31833,69,214,0.25577,0.38089
1992,66 and older,4th Quintile,No,0.66491,145,214,0.60152,0.72830
1992,66 and older,5th Quintile,Yes,0.33489,62,188,0.26724,0.40253
1992,66 and older,5th Quintile,No,0.63844,126,188,0.56958,0.70730
1994,17-29 y.,1st Quintile,No,0.95963,669,669,0.94470,0.97456
1994,17-29 y.,2nd Quintile,No,0.97821,685,685,0.96727,0.98915
1994,17-29 y.,3rd Quintile,No,0.98061,703,703,0.97041,0.99081
1994,17-29 y.,4th Quintile,No,0.98318,702,702,0.97365,0.99270
1994,17-29 y.,5th Quintile,No,0.97042,499,499,0.95554,0.98530
1994,30-45 y.,1st Quintile,Yes,0.08389,47,716,0.06357,0.10422
1994,30-45 y.,1st Quintile,No,0.90648,669,716,0.88513,0.92782
1994,30-45 y.,2nd Quintile,Yes,0.05200,36,939,0.03779,0.06621
1994,30-45 y.,2nd Quintile,No,0.94721,903,939,0.93290,0.96152
1994,30-45 y.,3rd Quintile,Yes,0.03882,35,932,0.02641,0.05123
1994,30-45 y.,3rd Quintile,No,0.95269,897,932,0.93905,0.96633
1994,30-45 y.,4th Quintile,No,0.95639,737,737,0.94163,0.97114
1994,30-45 y.,5th Quintile,Yes,0.04447,37,770,0.02990,0.05904
1994,30-45 y.,5th Quintile,No,0.95199,733,770,0.93688,0.96710
1994,46-65 y.,1st Quintile,Yes,0.24645,141,683,0.21411,0.27879
1994,46-65 y.,1st Quintile,No,0.70564,542,683,0.67143,0.73984
1994,46-65 y.,2nd Quintile,Yes,0.13956,90,662,0.11314,0.16598
1994,46-65 y.,2nd Quintile,No,0.84457,572,662,0.81695,0.87219
1994,46-65 y.,3rd Quintile,Yes,0.18251,125,753,0.15490,0.21012
1994,46-65 y.,3rd Quintile,No,0.78353,628,753,0.75409,0.81297
1994,46-65 y.,4th Quintile,Yes,0.19286,148,818,0.16580,0.21991
1994,46-65 y.,4th Quintile,No,0.79087,670,818,0.76298,0.81875
1994,46-65 y.,5th Quintile,Yes,0.13230,112,904,0.11020,0.15439
1994,46-65 y.,5th Quintile,No,0.86066,792,904,0.83808,0.88325
1994,66 and older,1st Quintile,Yes,0.25208,98,386,0.20871,0.29545
1994,66 and older,1st Quintile,No,0.70344,288,386,0.65781,0.74906
1994,66 and older,2nd Quintile,Yes,0.27540,105,382,0.23054,0.32025
1994,66 and older,2nd Quintile,No,0.70706,277,382,0.66136,0.75275
1994,66 and older,3rd Quintile,Yes,0.30710,84,271,0.25207,0.36212
1994,66 and older,3rd Quintile,No,0.65779,187,271,0.60119,0.71438
1994,66 and older,4th Quintile,Yes,0.31180,60,210,0.24900,0.37461
1994,66 and older,4th Quintile,No,0.64421,150,210,0.57930,0.70912
1994,66 and older,5th Quintile,Yes,0.31959,65,203,0.25528,0.38390
1994,66 and older,5th Quintile,No,0.66428,138,203,0.59916,0.72940
1995,17-29 y.,1st Quintile,No,0.97506,741,741,0.96383,0.98630
1995,17-29 y.,2nd Quintile,No,0.97370,700,700,0.96184,0.98557
1995,17-29 y.,3rd Quintile,No,0.98164,679,679,0.97154,0.99175
1995,17-29 y.,4th Quintile,No,0.97236,672,672,0.95996,0.98477
1995,17-29 y.,5th Quintile,No,0.96109,478,478,0.94374,0.97845
1995,30-45 y.,1st Quintile,Yes,0.07570,52,826,0.05765,0.09376
1995,30-45 y.,1st Quintile,No,0.90135,774,826,0.88100,0.92169
1995,30-45 y.,2nd Quintile,Yes,0.06004,50,1010,0.04538,0.07470
1995,30-45 y.,2nd Quintile,No,0.93178,960,1010,0.91623,0.94734
1995,30-45 y.,3rd Quintile,Yes,0.03770,36,946,0.02556,0.04985
1995,30-45 y.,3rd Quintile,No,0.94975,910,946,0.93582,0.96368
1995,30-45 y.,4th Quintile,No,0.96393,801,801,0.95101,0.97685
1995,30-45 y.,5th Quintile,Yes,0.04406,38,794,0.02978,0.05835
1995,30-45 y.,5th Quintile,No,0.94962,756,794,0.93440,0.96484
1995,46-65 y.,1st Quintile,Yes,0.22070,122,629,0.18827,0.25314
1995,46-65 y.,1st Quintile,No,0.73877,507,629,0.70441,0.77313
1995,46-65 y.,2nd Quintile,Yes,0.19849,130,714,0.16921,0.22777
1995,46-65 y.,2nd Quintile,No,0.78800,584,714,0.75800,0.81801
1995,46-65 y.,3rd Quintile,Yes,0.19910,128,731,0.17014,0.22807
1995,46-65 y.,3rd Quintile,No,0.79119,603,731,0.76171,0.82068
1995,46-65 y.,4th Quintile,Yes,0.18997,140,879,0.16402,0.21592
1995,46-65 y.,4th Quintile,No,0.79256,739,879,0.76574,0.81938
1995,46-65 y.,5th Quintile,Yes,0.14355,130,953,0.12128,0.16583
1995,46-65 y.,5th Quintile,No,0.83650,823,953,0.81300,0.85999
1995,66 and older,1st Quintile,Yes,0.28270,80,294,0.23113,0.33426
1995,66 and older,1st Quintile,No,0.68455,214,294,0.63134,0.73775
1995,66 and older,2nd Quintile,Yes,0.28314,111,396,0.23871,0.32757
1995,66 and older,2nd Quintile,No,0.68854,285,396,0.64287,0.73421
1995,66 and older,3rd Quintile,Yes,0.30486,90,316,0.25402,0.35570
1995,66 and older,3rd Quintile,No,0.66198,226,316,0.60975,0.71422
1995,66 and older,4th Quintile,Yes,0.36088,88,267,0.30316,0.41859
1995,66 and older,4th Quintile,No,0.62904,179,267,0.57099,0.68709
1995,66 and older,5th Quintile,Yes,0.34520,72,213,0.28120,0.40920
1995,66 and older,5th Quintile,No,0.62683,141,213,0.56172,0.69193
1996,17-29 y.,1st Quintile,No,0.97341,742,742,0.96183,0.98499
1996,17-29 y.,2nd Quintile,No,0.98507,681,681,0.97595,0.99418
1996,17-29 y.,3rd Quintile,No,0.98329,587,587,0.97291,0.99367
1996,17-29 y.,4th Quintile,No,0.98588,649,649,0.97680,0.99497
1996,17-29 y.,5th Quintile,No,0.97882,442,442,0.96538,0.99226
1996,30-45 y.,1st Quintile,Yes,0.09934,65,826,0.07893,0.11975
1996,30-45 y.,1st Quintile,No,0.89856,761,826,0.87796,0.91916
1996,30-45 y.,2nd Quintile,Yes,0.04501,41,1007,0.03220,0.05782
1996,30-45 y.,2nd Quintile,No,0.95435,966,1007,0.94145,0.96725
1996,30-45 y.,3rd Quintile,Yes,0.04672,36,934,0.03318,0.06026
1996,30-45 y.,3rd Quintile,No,0.95284,898,934,0.93924,0.96644
1996,30-45 y.,4th Quintile,Yes,0.03080,31,885,0.01941,0.04219
1996,30-45 y.,4th Quintile,No,0.96806,854,885,0.95647,0.97965
1996,30-45 y.,5th Quintile,Yes,0.03970,32,779,0.02598,0.05342
1996,30-45 y.,5th Quintile,No,0.96030,747,779,0.94658,0.97402
1996,46-65 y.,1st Quintile,Yes,0.23486,127,619,0.20144,0.26829
1996,46-65 y.,1st Quintile,No,0.75809,492,619,0.72433,0.79186
1996,46-65 y.,2nd Quintile,Yes,0.19529,115,642,0.16460,0.22598
1996,46-65 y.,2nd Quintile,No,0.79563,527,642,0.76442,0.82685
1996,46-65 y.,3rd Quintile,Yes,0.20880,135,783,0.18031,0.23728
1996,46-65 y.,3rd Quintile,No,0.78706,648,783,0.75836,0.81575
1996,46-65 y.,4th Quintile,Yes,0.18729,138,869,0.16134,0.21325
1996,46-65 y.,4th Quintile,No,0.80991,731,869,0.78380,0.83601
1996,46-65 y.,5th Quintile,Yes,0.15352,142,965,0.13077,0.17628
1996,46-65 y.,5th Quintile,No,0.84648,823,965,0.82372,0.86923
1996,66 and older,1st Quintile,Yes,0.30238,95,330,0.25275,0.35201
1996,66 and older,1st Quintile,No,0.68855,235,330,0.63851,0.73859
1996,66 and older,2nd Quintile,Yes,0.29957,106,384,0.25369,0.34545
1996,66 and older,2nd Quintile,No,0.69471,278,384,0.64859,0.74083
1996,66 and older,3rd Quintile,Yes,0.37505,113,327,0.32250,0.42761
1996,66 and older,3rd Quintile,No,0.61660,214,327,0.56382,0.66938
1996,66 and older,4th Quintile,Yes,0.30867,85,287,0.25513,0.36221
1996,66 and older,4th Quintile,No,0.69133,202,287,0.63779,0.74487
1996,66 and older,5th Quintile,Yes,0.24793,48,207,0.18896,0.30690
1996,66 and older,5th Quintile,No,0.75207,159,207,0.69310,0.81104
1997,17-29 y.,1st Quintile,No,0.98297,669,669,0.97315,0.99278
1997,17-29 y.,2nd Quintile,No,0.96665,659,659,0.95293,0.98037
1997,17-29 y.,3rd Quintile,No,0.97699,572,572,0.96469,0.98929
1997,17-29 y.,4th Quintile,No,0.97494,627,627,0.96269,0.98718
1997,17-29 y.,5th Quintile,No,0.97615,433,433,0.96176,0.99054
1997,30-45 y.,1st Quintile,Yes,0.06620,43,769,0.04861,0.08378
1997,30-45 y.,1st Quintile,No,0.92972,726,769,0.91164,0.94780
1997,30-45 y.,2nd Quintile,Yes,0.07093,52,992,0.05495,0.08691
1997,30-45 y.,2nd Quintile,No,0.92705,940,992,0.91086,0.94324
1997,30-45 y.,3rd Quintile,Yes,0.05331,47,914,0.03874,0.06789
1997,30-45 y.,3rd Quintile,No,0.93885,867,914,0.92331,0.95439
1997,30-45 y.,4th Quintile,No,0.96808,842,842,0.95621,0.97996
1997,30-45 y.,5th Quintile,Yes,0.03863,34,804,0.02530,0.05196
1997,30-45 y.,5th Quintile,No,0.96071,770,804,0.94727,0.97415
1997,46-65 y.,1st Quintile,Yes,0.28230,133,581,0.24566,0.31893
1997,46-65 y.,1st Quintile,No,0.70899,448,581,0.67202,0.74596
1997,46-65 y.,2nd Quintile,Yes,0.20124,121,674,0.17095,0.23154
1997,46-65 y.,2nd Quintile,No,0.78763,553,674,0.75673,0.81853
1997,46-65 y.,3rd Quintile,Yes,0.23610,136,716,0.20497,0.26723
1997,46-65 y.,3rd Quintile,No,0.75588,580,716,0.72439,0.78737
1997,46-65 y.,4th Quintile,Yes,0.17775,147,900,0.15276,0.20274
1997,46-65 y.,4th Quintile,No,0.81408,753,900,0.78865,0.83952
1997,46-65 y.,5th Quintile,Yes,0.12605,124,961,0.10506,0.14705
1997,46-65 y.,5th Quintile,No,0.87180,837,961,0.85065,0.89295
1997,66 and older,1st Quintile,Yes,0.25386,85,326,0.20654,0.30117
1997,66 and older,1st Quintile,No,0.69592,241,326,0.64591,0.74594
1997,66 and older,2nd Quintile,Yes,0.26478,111,410,0.22202,0.30754
1997,66 and older,2nd Quintile,No,0.69681,299,410,0.65227,0.74136
1997,66 and older,3rd Quintile,Yes,0.35083,103,340,0.30002,0.40163
1997,66 and older,3rd Quintile,No,0.64323,237,340,0.59224,0.69423
1997,66 and older,4th Quintile,Yes,0.26459,57,246,0.20935,0.31983
1997,66 and older,4th Quintile,No,0.72488,189,246,0.66896,0.78080
1997,66 and older,5th Quintile,Yes,0.32340,69,228,0.26255,0.38425
1997,66 and older,5th Quintile,No,0.65997,159,228,0.59834,0.72159
1998,17-29 y.,1st Quintile,No,0.97725,677,677,0.96600,0.98849
