year,age_gr,quintil_oecd,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,17-29 y.,5th Quintile,Both equally,0.17246,77,114,0.10280,0.24211
1995,30-45 y.,1st Quintile,Earn money,0.16613,154,279,0.12237,0.20988
1995,30-45 y.,1st Quintile,Both equally,0.15136,125,279,0.10923,0.19349
1995,30-45 y.,2nd Quintile,Earn money,0.08073,83,184,0.04126,0.12020
1995,30-45 y.,2nd Quintile,Both equally,0.11456,101,184,0.06842,0.16071
1995,30-45 y.,3rd Quintile,Earn money,0.03263,35,99,-0.00255,0.06780
1995,30-45 y.,3rd Quintile,Both equally,0.08657,64,99,0.03090,0.14225
1995,30-45 y.,4th Quintile,Both equally,0.06752,56,56,0.00121,0.13383
1995,30-45 y.,5th Quintile,Both equally,0.04399,35,35,-0.02494,0.11292
1995,46-65 y.,1st Quintile,Earn money,0.08897,60,99,0.03260,0.14533
1995,46-65 y.,1st Quintile,Both equally,0.07135,39,99,0.02039,0.12232
1995,46-65 y.,2nd Quintile,Both equally,0.04662,42,42,-0.01791,0.11115
1995,46-65 y.,3rd Quintile,Both equally,0.04268,33,33,-0.02736,0.11272
1995,46-65 y.,4th Quintile,Both equally,0.03283,31,31,-0.03093,0.09660
1996,17-29 y.,1st Quintile,Earn money,0.20684,158,328,0.16294,0.25075
1996,17-29 y.,1st Quintile,Both equally,0.21992,170,328,0.17502,0.26481
1996,17-29 y.,2nd Quintile,Earn money,0.14441,96,225,0.09837,0.19044
1996,17-29 y.,2nd Quintile,Both equally,0.22277,129,225,0.16828,0.27726
1996,17-29 y.,3rd Quintile,Earn money,0.11704,68,177,0.06954,0.16453
1996,17-29 y.,3rd Quintile,Both equally,0.19690,109,177,0.13815,0.25565
1996,17-29 y.,4th Quintile,Earn money,0.07692,51,135,0.03180,0.12204
1996,17-29 y.,4th Quintile,Both equally,0.11871,84,135,0.06395,0.17348
1996,17-29 y.,5th Quintile,Earn money,0.07310,31,122,0.02672,0.11949
1996,17-29 y.,5th Quintile,Both equally,0.22255,91,122,0.14843,0.29667
1996,30-45 y.,1st Quintile,Earn money,0.16666,142,284,0.12324,0.21008
1996,30-45 y.,1st Quintile,Both equally,0.17791,142,284,0.13335,0.22246
1996,30-45 y.,2nd Quintile,Earn money,0.08465,88,172,0.04293,0.12637
1996,30-45 y.,2nd Quintile,Both equally,0.09579,84,172,0.05168,0.13991
1996,30-45 y.,3rd Quintile,Earn money,0.03530,35,110,0.00066,0.06995
1996,30-45 y.,3rd Quintile,Both equally,0.08641,75,110,0.03366,0.13916
1996,30-45 y.,4th Quintile,Both equally,0.05249,51,51,-0.00933,0.11430
1996,30-45 y.,5th Quintile,Both equally,0.03743,33,33,-0.02834,0.10320
1996,46-65 y.,1st Quintile,Earn money,0.10024,68,102,0.04167,0.15881
1996,46-65 y.,1st Quintile,Both equally,0.05795,34,102,0.01238,0.10352
1996,46-65 y.,2nd Quintile,Earn money,0.05106,32,32,-0.02643,0.12854
1996,46-65 y.,3rd Quintile,Earn money,0.03164,34,67,-0.01059,0.07387
1996,46-65 y.,3rd Quintile,Both equally,0.04978,33,67,-0.00269,0.10225
1996,46-65 y.,4th Quintile,Both equally,0.03303,37,37,-0.02535,0.09140
1997,17-29 y.,1st Quintile,Earn money,0.22171,144,300,0.17462,0.26879
1997,17-29 y.,1st Quintile,Both equally,0.23305,156,300,0.18513,0.28097
1997,17-29 y.,2nd Quintile,Earn money,0.15747,109,240,0.11129,0.20365
1997,17-29 y.,2nd Quintile,Both equally,0.19076,131,240,0.14095,0.24057
1997,17-29 y.,3rd Quintile,Earn money,0.09632,63,178,0.05286,0.13979
1997,17-29 y.,3rd Quintile,Both equally,0.20040,115,178,0.14143,0.25937
1997,17-29 y.,4th Quintile,Earn money,0.06557,48,143,0.02486,0.10628
1997,17-29 y.,4th Quintile,Both equally,0.15444,95,143,0.09500,0.21387
1997,17-29 y.,5th Quintile,Both equally,0.19593,69,69,0.10159,0.29028
1997,30-45 y.,1st Quintile,Earn money,0.15640,132,265,0.11258,0.20022
1997,30-45 y.,1st Quintile,Both equally,0.17872,133,265,0.13250,0.22493
1997,30-45 y.,2nd Quintile,Earn money,0.07943,79,193,0.04118,0.11768
1997,30-45 y.,2nd Quintile,Both equally,0.12993,114,193,0.08237,0.17748
1997,30-45 y.,3rd Quintile,Earn money,0.04451,39,129,0.00878,0.08023
1997,30-45 y.,3rd Quintile,Both equally,0.10154,90,129,0.04921,0.15386
1997,30-45 y.,4th Quintile,Both equally,0.05381,53,53,-0.00752,0.11513
1997,30-45 y.,5th Quintile,Both equally,0.03538,35,35,-0.02672,0.09747
1997,46-65 y.,1st Quintile,Earn money,0.07570,53,93,0.02165,0.12976
1997,46-65 y.,1st Quintile,Both equally,0.10192,40,93,0.04010,0.16374
1997,46-65 y.,2nd Quintile,Earn money,0.05445,45,78,0.00377,0.10514
1997,46-65 y.,2nd Quintile,Both equally,0.05097,33,78,0.00184,0.10009
1997,46-65 y.,3rd Quintile,Earn money,0.03823,34,74,-0.00576,0.08222
1997,46-65 y.,3rd Quintile,Both equally,0.05937,40,74,0.00516,0.11358
1997,46-65 y.,4th Quintile,Both equally,0.03231,38,38,-0.02467,0.08928
1998,17-29 y.,1st Quintile,Earn money,0.21424,147,306,0.16820,0.26029
1998,17-29 y.,1st Quintile,Both equally,0.20167,159,306,0.15664,0.24670
1998,17-29 y.,2nd Quintile,Earn money,0.12384,85,202,0.07830,0.16938
1998,17-29 y.,2nd Quintile,Both equally,0.20280,117,202,0.14721,0.25839
1998,17-29 y.,3rd Quintile,Earn money,0.10176,56,165,0.05549,0.14803
1998,17-29 y.,3rd Quintile,Both equally,0.18620,109,165,0.12662,0.24578
1998,17-29 y.,4th Quintile,Earn money,0.08049,48,126,0.03280,0.12819
1998,17-29 y.,4th Quintile,Both equally,0.14250,78,126,0.08122,0.20378
1998,17-29 y.,5th Quintile,Both equally,0.19852,68,68,0.10301,0.29404
1998,30-45 y.,1st Quintile,Earn money,0.18952,145,256,0.14141,0.23762
1998,30-45 y.,1st Quintile,Both equally,0.16341,111,256,0.11803,0.20879
1998,30-45 y.,2nd Quintile,Earn money,0.07564,78,178,0.03669,0.11460
1998,30-45 y.,2nd Quintile,Both equally,0.11459,100,178,0.06767,0.16152
1998,30-45 y.,3rd Quintile,Earn money,0.03910,33,103,0.00148,0.07672
1998,30-45 y.,3rd Quintile,Both equally,0.07319,70,103,0.02264,0.12373
1998,30-45 y.,4th Quintile,Both equally,0.04795,46,46,-0.01448,0.11037
1998,30-45 y.,5th Quintile,Both equally,0.04340,32,32,-0.02833,0.11513
1998,46-65 y.,1st Quintile,Earn money,0.11180,53,101,0.05003,0.17356
1998,46-65 y.,1st Quintile,Both equally,0.08926,48,101,0.03338,0.14515
1998,46-65 y.,3rd Quintile,Earn money,0.03380,37,76,-0.00710,0.07470
1998,46-65 y.,3rd Quintile,Both equally,0.04782,39,76,-0.00047,0.09612
1999,17-29 y.,1st Quintile,Earn money,0.17421,128,316,0.13233,0.21610
1999,17-29 y.,1st Quintile,Both equally,0.26208,188,316,0.21351,0.31064
1999,17-29 y.,2nd Quintile,Earn money,0.14309,98,221,0.09682,0.18936
1999,17-29 y.,2nd Quintile,Both equally,0.18334,123,221,0.13221,0.23448
1999,17-29 y.,3rd Quintile,Earn money,0.09643,70,157,0.05011,0.14275
1999,17-29 y.,3rd Quintile,Both equally,0.15156,87,157,0.09529,0.20784
1999,17-29 y.,4th Quintile,Earn money,0.07817,40,103,0.02608,0.13027
1999,17-29 y.,4th Quintile,Both equally,0.10716,63,103,0.04713,0.16719
1999,17-29 y.,5th Quintile,Earn money,0.09018,35,110,0.03640,0.14395
1999,17-29 y.,5th Quintile,Both equally,0.19194,75,110,0.11801,0.26588
1999,30-45 y.,1st Quintile,Earn money,0.14688,132,258,0.10360,0.19016
1999,30-45 y.,1st Quintile,Both equally,0.14477,126,258,0.10175,0.18779
1999,30-45 y.,2nd Quintile,Earn money,0.06780,68,170,0.02989,0.10570
1999,30-45 y.,2nd Quintile,Both equally,0.10247,102,170,0.05675,0.14819
1999,30-45 y.,3rd Quintile,Earn money,0.05540,40,126,0.01530,0.09551
1999,30-45 y.,3rd Quintile,Both equally,0.09055,86,126,0.04024,0.14086
1999,30-45 y.,4th Quintile,Both equally,0.04807,53,53,-0.01007,0.10621
1999,46-65 y.,1st Quintile,Earn money,0.06383,41,81,0.01026,0.11740
1999,46-65 y.,1st Quintile,Both equally,0.07485,40,81,0.01718,0.13251
1999,46-65 y.,2nd Quintile,Both equally,0.05250,36,36,-0.02139,0.12639
1999,46-65 y.,3rd Quintile,Both equally,0.03705,38,38,-0.02381,0.09791
1999,46-65 y.,4th Quintile,Both equally,0.02942,31,31,-0.03105,0.08988
2000,17-29 y.,1st Quintile,Earn money,0.17677,133,308,0.13410,0.21944
2000,17-29 y.,1st Quintile,Both equally,0.26332,175,308,0.21405,0.31259
2000,17-29 y.,2nd Quintile,Earn money,0.15052,99,219,0.10305,0.19799
2000,17-29 y.,2nd Quintile,Both equally,0.17801,120,219,0.12723,0.22879
2000,17-29 y.,3rd Quintile,Earn money,0.10124,66,166,0.05522,0.14727
2000,17-29 y.,3rd Quintile,Both equally,0.18244,100,166,0.12351,0.24137
2000,17-29 y.,4th Quintile,Earn money,0.09661,45,115,0.04238,0.15084
2000,17-29 y.,4th Quintile,Both equally,0.11815,70,115,0.05890,0.17740
2000,17-29 y.,5th Quintile,Earn money,0.10122,32,110,0.04460,0.15785
2000,17-29 y.,5th Quintile,Both equally,0.19785,78,110,0.12306,0.27263
2000,30-45 y.,1st Quintile,Earn money,0.15695,133,258,0.11247,0.20142
2000,30-45 y.,1st Quintile,Both equally,0.16509,125,258,0.11969,0.21048
2000,30-45 y.,2nd Quintile,Earn money,0.06532,69,173,0.02839,0.10225
2000,30-45 y.,2nd Quintile,Both equally,0.10817,104,173,0.06175,0.15459
2000,30-45 y.,3rd Quintile,Earn money,0.03313,38,108,-0.00078,0.06704
2000,30-45 y.,3rd Quintile,Both equally,0.07356,70,108,0.02410,0.12303
2000,30-45 y.,4th Quintile,Both equally,0.03822,40,40,-0.02195,0.09839
2000,30-45 y.,5th Quintile,Both equally,0.03411,31,31,-0.03084,0.09906
2000,46-65 y.,1st Quintile,Earn money,0.05296,36,76,0.00228,0.10365
2000,46-65 y.,1st Quintile,Both equally,0.06657,40,76,0.01015,0.12299
2000,46-65 y.,3rd Quintile,Both equally,0.03042,31,31,-0.03104,0.09188
2001,17-29 y.,1st Quintile,Earn money,0.20338,199,418,0.16474,0.24201
2001,17-29 y.,1st Quintile,Both equally,0.18852,219,418,0.15098,0.22606
2001,17-29 y.,2nd Quintile,Earn money,0.13389,122,317,0.09634,0.17144
2001,17-29 y.,2nd Quintile,Both equally,0.19477,195,317,0.15110,0.23843
2001,17-29 y.,3rd Quintile,Earn money,0.11288,96,248,0.07342,0.15235
2001,17-29 y.,3rd Quintile,Both equally,0.15567,152,248,0.11046,0.20088
2001,17-29 y.,4th Quintile,Earn money,0.10096,82,216,0.06069,0.14123
2001,17-29 y.,4th Quintile,Both equally,0.14618,134,216,0.09896,0.19341
2001,17-29 y.,5th Quintile,Earn money,0.06345,35,152,0.02457,0.10233
2001,17-29 y.,5th Quintile,Both equally,0.19093,117,152,0.12824,0.25362
2001,30-45 y.,1st Quintile,Earn money,0.13995,190,378,0.10493,0.17497
2001,30-45 y.,1st Quintile,Both equally,0.14995,188,378,0.11391,0.18599
2001,30-45 y.,2nd Quintile,Earn money,0.06730,100,261,0.03684,0.09775
2001,30-45 y.,2nd Quintile,Both equally,0.10297,161,261,0.06603,0.13992
2001,30-45 y.,3rd Quintile,Earn money,0.04344,63,174,0.01306,0.07382
2001,30-45 y.,3rd Quintile,Both equally,0.07142,111,174,0.03305,0.10980
2001,30-45 y.,4th Quintile,Both equally,0.05043,91,91,0.00522,0.09564
2001,30-45 y.,5th Quintile,Both equally,0.04467,65,65,-0.00594,0.09528
2001,46-65 y.,1st Quintile,Earn money,0.10127,94,179,0.05695,0.14559
2001,46-65 y.,1st Quintile,Both equally,0.09405,85,179,0.05117,0.13693
2001,46-65 y.,2nd Quintile,Earn money,0.03918,50,93,-0.00047,0.07883
2001,46-65 y.,2nd Quintile,Both equally,0.03593,43,93,-0.00210,0.07396
2001,46-65 y.,3rd Quintile,Earn money,0.01687,31,83,-0.01100,0.04474
2001,46-65 y.,3rd Quintile,Both equally,0.03997,52,83,-0.00243,0.08236
2001,46-65 y.,4th Quintile,Both equally,0.02162,43,43,-0.02237,0.06560
2001,46-65 y.,5th Quintile,Both equally,0.02164,38,38,-0.02525,0.06853
2003,17-29 y.,1st Quintile,Earn money,0.21733,178,379,0.17576,0.25891
2003,17-29 y.,1st Quintile,Both equally,0.22964,201,379,0.18724,0.27204
2003,17-29 y.,2nd Quintile,Earn money,0.14578,120,271,0.10369,0.18788
2003,17-29 y.,2nd Quintile,Both equally,0.17767,151,271,0.13207,0.22326
2003,17-29 y.,3rd Quintile,Earn money,0.10442,84,228,0.06464,0.14420
2003,17-29 y.,3rd Quintile,Both equally,0.14893,144,228,0.10262,0.19525
2003,17-29 y.,4th Quintile,Earn money,0.10313,95,232,0.06391,0.14235
2003,17-29 y.,4th Quintile,Both equally,0.13552,137,232,0.09138,0.17966
2003,17-29 y.,5th Quintile,Earn money,0.10027,105,285,0.06534,0.13521
2003,17-29 y.,5th Quintile,Both equally,0.20727,180,285,0.16013,0.25442
2003,30-45 y.,1st Quintile,Earn money,0.21276,208,363,0.17060,0.25492
2003,30-45 y.,1st Quintile,Both equally,0.16724,155,363,0.12879,0.20568
2003,30-45 y.,2nd Quintile,Earn money,0.10842,130,243,0.06925,0.14759
2003,30-45 y.,2nd Quintile,Both equally,0.09197,113,243,0.05556,0.12838
2003,30-45 y.,3rd Quintile,Earn money,0.02806,44,156,0.00206,0.05406
2003,30-45 y.,3rd Quintile,Both equally,0.08025,112,156,0.03748,0.12302
2003,30-45 y.,4th Quintile,Earn money,0.03166,48,135,0.00202,0.06131
2003,30-45 y.,4th Quintile,Both equally,0.05415,87,135,0.01583,0.09246
2003,30-45 y.,5th Quintile,Both equally,0.04062,81,81,-0.00264,0.08388
2003,46-65 y.,1st Quintile,Earn money,0.12859,110,199,0.08197,0.17522
2003,46-65 y.,1st Quintile,Both equally,0.10823,89,199,0.06496,0.15151
2003,46-65 y.,2nd Quintile,Earn money,0.04365,47,99,0.00320,0.08411
2003,46-65 y.,2nd Quintile,Both equally,0.05308,52,99,0.00869,0.09747
2003,46-65 y.,3rd Quintile,Earn money,0.02788,38,93,-0.00576,0.06151
2003,46-65 y.,3rd Quintile,Both equally,0.04014,55,93,0.00003,0.08025
2003,46-65 y.,4th Quintile,Earn money,0.01725,35,70,-0.01347,0.04797
2003,46-65 y.,4th Quintile,Both equally,0.02025,35,70,-0.01298,0.05349
2003,46-65 y.,5th Quintile,Both equally,0.01713,60,60,-0.01598,0.05024
2005,17-29 y.,1st Quintile,Earn money,0.15568,152,380,0.11918,0.19218
2005,17-29 y.,1st Quintile,Both equally,0.25330,228,380,0.20951,0.29708
2005,17-29 y.,2nd Quintile,Earn money,0.13907,96,239,0.09510,0.18303
2005,17-29 y.,2nd Quintile,Both equally,0.17617,143,239,0.12777,0.22457
2005,17-29 y.,3rd Quintile,Earn money,0.11646,92,208,0.07276,0.16016
2005,17-29 y.,3rd Quintile,Both equally,0.15469,116,208,0.10543,0.20395
2005,17-29 y.,4th Quintile,Earn money,0.06481,57,167,0.02736,0.10227
2005,17-29 y.,4th Quintile,Both equally,0.12704,110,167,0.07638,0.17770
2005,17-29 y.,5th Quintile,Earn money,0.07142,69,209,0.03642,0.10642
2005,17-29 y.,5th Quintile,Both equally,0.13807,140,209,0.09118,0.18495
2005,30-45 y.,1st Quintile,Earn money,0.17768,166,307,0.13486,0.22051
2005,30-45 y.,1st Quintile,Both equally,0.16392,141,307,0.12244,0.20541
2005,30-45 y.,2nd Quintile,Earn money,0.06571,81,174,0.02879,0.10264
2005,30-45 y.,2nd Quintile,Both equally,0.08439,93,174,0.04297,0.12582
2005,30-45 y.,3rd Quintile,Earn money,0.04851,49,128,0.01114,0.08587
2005,30-45 y.,3rd Quintile,Both equally,0.07024,79,128,0.02579,0.11468
2005,30-45 y.,4th Quintile,Both equally,0.04276,63,63,-0.00760,0.09312
2005,30-45 y.,5th Quintile,Both equally,0.03288,57,57,-0.01383,0.07958
2005,46-65 y.,1st Quintile,Earn money,0.12720,99,186,0.07919,0.17522
2005,46-65 y.,1st Quintile,Both equally,0.12867,87,186,0.08042,0.17692
2005,46-65 y.,2nd Quintile,Earn money,0.05079,51,113,0.01013,0.09146
2005,46-65 y.,2nd Quintile,Both equally,0.05456,62,113,0.01250,0.09662
2005,46-65 y.,3rd Quintile,Earn money,0.02301,31,64,-0.01401,0.06004
2005,46-65 y.,3rd Quintile,Both equally,0.02550,33,64,-0.01343,0.06443
2005,46-65 y.,4th Quintile,Both equally,0.02914,39,39,-0.02434,0.08262
2005,46-65 y.,5th Quintile,Both equally,0.01500,43,43,-0.02176,0.05175
2007,17-29 y.,1st Quintile,Earn money,0.18091,163,372,0.14174,0.22008
2007,17-29 y.,1st Quintile,Both equally,0.22834,209,372,0.18563,0.27105
2007,17-29 y.,2nd Quintile,Earn money,0.14222,102,228,0.09678,0.18766
2007,17-29 y.,2nd Quintile,Both equally,0.17132,126,228,0.12231,0.22034
2007,17-29 y.,3rd Quintile,Earn money,0.06348,56,173,0.02704,0.09992
2007,17-29 y.,3rd Quintile,Both equally,0.14229,117,173,0.09008,0.19450
2007,17-29 y.,4th Quintile,Earn money,0.07897,76,195,0.04102,0.11692
2007,17-29 y.,4th Quintile,Both equally,0.12050,119,195,0.07469,0.16631
2007,17-29 y.,5th Quintile,Earn money,0.06849,67,213,0.03449,0.10249
2007,17-29 y.,5th Quintile,Both equally,0.19058,146,213,0.13771,0.24346
2007,30-45 y.,1st Quintile,Earn money,0.16533,136,299,0.12315,0.20750
2007,30-45 y.,1st Quintile,Both equally,0.21385,163,299,0.16730,0.26041
2007,30-45 y.,2nd Quintile,Earn money,0.08224,73,156,0.03899,0.12549
2007,30-45 y.,2nd Quintile,Both equally,0.07561,83,156,0.03399,0.11723
2007,30-45 y.,3rd Quintile,Earn money,0.03272,39,115,0.00006,0.06538
2007,30-45 y.,3rd Quintile,Both equally,0.06488,76,115,0.01967,0.11010
2007,30-45 y.,4th Quintile,Both equally,0.04983,67,67,-0.00267,0.10232
2007,30-45 y.,5th Quintile,Both equally,0.01925,51,51,-0.01884,0.05734
2007,46-65 y.,1st Quintile,Earn money,0.13333,106,211,0.08736,0.17931
2007,46-65 y.,1st Quintile,Both equally,0.12874,105,211,0.08344,0.17403
2007,46-65 y.,2nd Quintile,Earn money,0.03899,42,100,0.00086,0.07712
2007,46-65 y.,2nd Quintile,Both equally,0.06160,58,100,0.01424,0.10897
2007,46-65 y.,3rd Quintile,Earn money,0.03504,33,69,-0.00867,0.07875
2007,46-65 y.,3rd Quintile,Both equally,0.03472,36,69,-0.00879,0.07823
2007,46-65 y.,4th Quintile,Both equally,0.03153,49,49,-0.01791,0.08096
2007,46-65 y.,5th Quintile,Both equally,0.01706,44,44,-0.02165,0.05576
2009,17-29 y.,1st Quintile,Earn money,0.21509,148,312,0.16943,0.26076
2009,17-29 y.,1st Quintile,Both equally,0.18845,164,312,0.14498,0.23191
2009,17-29 y.,2nd Quintile,Earn money,0.10616,72,178,0.06078,0.15154
2009,17-29 y.,2nd Quintile,Both equally,0.18340,106,178,0.12639,0.24042
2009,17-29 y.,3rd Quintile,Earn money,0.08199,62,147,0.03749,0.12649
2009,17-29 y.,3rd Quintile,Both equally,0.11164,85,147,0.06056,0.16273
2009,17-29 y.,4th Quintile,Earn money,0.07669,65,157,0.03493,0.11845
2009,17-29 y.,4th Quintile,Both equally,0.10677,92,157,0.05831,0.15524
2009,17-29 y.,5th Quintile,Earn money,0.07742,53,158,0.03561,0.11922
2009,17-29 y.,5th Quintile,Both equally,0.17462,105,158,0.11523,0.23400
2009,30-45 y.,1st Quintile,Earn money,0.16813,112,213,0.11779,0.21847
2009,30-45 y.,1st Quintile,Both equally,0.14300,101,213,0.09588,0.19013
2009,30-45 y.,2nd Quintile,Earn money,0.06292,60,119,0.01910,0.10673
2009,30-45 y.,2nd Quintile,Both equally,0.06131,59,119,0.01802,0.10460
2009,30-45 y.,3rd Quintile,Earn money,0.04156,40,89,-0.00014,0.08325
2009,30-45 y.,3rd Quintile,Both equally,0.05276,49,89,0.00605,0.09947
2009,30-45 y.,4th Quintile,Earn money,0.03554,31,80,-0.00529,0.07636
2009,30-45 y.,4th Quintile,Both equally,0.04148,49,80,-0.00249,0.08545
2009,30-45 y.,5th Quintile,Both equally,0.02289,35,35,-0.02738,0.07316
2009,46-65 y.,1st Quintile,Earn money,0.14848,112,196,0.09857,0.19838
2009,46-65 y.,1st Quintile,Both equally,0.10923,84,196,0.06545,0.15301
2009,46-65 y.,2nd Quintile,Earn money,0.04878,36,77,0.00035,0.09721
2009,46-65 y.,2nd Quintile,Both equally,0.06399,41,77,0.00896,0.11901
2009,46-65 y.,3rd Quintile,Both equally,0.03348,40,40,-0.02298,0.08994
2009,46-65 y.,5th Quintile,Both equally,0.01444,32,32,-0.02755,0.05643
2011,17-29 y.,1st Quintile,Earn money,0.11442,92,222,0.07245,0.15639
2011,17-29 y.,1st Quintile,Both equally,0.14988,130,222,0.10282,0.19694
2011,17-29 y.,2nd Quintile,Earn money,0.07279,43,126,0.02724,0.11833
2011,17-29 y.,2nd Quintile,Both equally,0.12106,83,126,0.06387,0.17824
2011,17-29 y.,3rd Quintile,Earn money,0.05859,36,122,0.01674,0.10044
2011,17-29 y.,3rd Quintile,Both equally,0.10997,86,122,0.05422,0.16571
2011,17-29 y.,4th Quintile,Earn money,0.07074,44,117,0.02408,0.11740
2011,17-29 y.,4th Quintile,Both equally,0.10309,73,117,0.04775,0.15843
2011,17-29 y.,5th Quintile,Earn money,0.08083,46,123,0.03246,0.12920
2011,17-29 y.,5th Quintile,Both equally,0.13232,77,123,0.07220,0.19245
2011,30-45 y.,1st Quintile,Earn money,0.07120,64,152,0.03018,0.11222
2011,30-45 y.,1st Quintile,Both equally,0.06026,88,152,0.02231,0.09822
2011,30-45 y.,2nd Quintile,Earn money,0.03725,42,92,-0.00166,0.07616
2011,30-45 y.,2nd Quintile,Both equally,0.04996,50,92,0.00520,0.09472
2011,30-45 y.,3rd Quintile,Earn money,0.05059,34,73,-0.00003,0.10121
2011,30-45 y.,3rd Quintile,Both equally,0.02469,39,73,-0.01115,0.06053
2011,30-45 y.,4th Quintile,Both equally,0.02421,42,42,-0.02284,0.07125
2011,46-65 y.,1st Quintile,Earn money,0.10569,90,174,0.05988,0.15151
2011,46-65 y.,1st Quintile,Both equally,0.10827,84,174,0.06197,0.15457
2011,46-65 y.,2nd Quintile,Earn money,0.04430,33,71,-0.00390,0.09249
2011,46-65 y.,2nd Quintile,Both equally,0.04227,38,71,-0.00487,0.08940
2011,46-65 y.,5th Quintile,Both equally,0.01304,34,34,-0.02567,0.05176
2013,17-29 y.,1st Quintile,Earn money,0.10823,127,275,0.07144,0.14501
2013,17-29 y.,1st Quintile,Both equally,0.15301,148,275,0.11038,0.19564
2013,17-29 y.,2nd Quintile,Earn money,0.08799,55,140,0.04090,0.13508
2013,17-29 y.,2nd Quintile,Both equally,0.11227,85,140,0.05978,0.16475
2013,17-29 y.,3rd Quintile,Earn money,0.09098,51,135,0.04229,0.13968
2013,17-29 y.,3rd Quintile,Both equally,0.11980,84,135,0.06482,0.17479
2013,17-29 y.,4th Quintile,Earn money,0.07685,44,115,0.02796,0.12575
2013,17-29 y.,4th Quintile,Both equally,0.12164,71,115,0.06163,0.18164
2013,17-29 y.,5th Quintile,Earn money,0.06846,56,129,0.02471,0.11220
2013,17-29 y.,5th Quintile,Both equally,0.12239,73,129,0.06561,0.17917
2013,30-45 y.,1st Quintile,Earn money,0.11469,107,219,0.07239,0.15699
2013,30-45 y.,1st Quintile,Both equally,0.10208,112,219,0.06189,0.14227
2013,30-45 y.,2nd Quintile,Earn money,0.04472,48,109,0.00574,0.08370
2013,30-45 y.,2nd Quintile,Both equally,0.05790,61,109,0.01385,0.10195
2013,30-45 y.,3rd Quintile,Both equally,0.03383,39,39,-0.02365,0.09131
2013,30-45 y.,4th Quintile,Both equally,0.03794,41,41,-0.02127,0.09716
2013,30-45 y.,5th Quintile,Both equally,0.02865,41,41,-0.02305,0.08034
2013,46-65 y.,1st Quintile,Earn money,0.12448,131,239,0.08254,0.16642
2013,46-65 y.,1st Quintile,Both equally,0.09597,108,239,0.05855,0.13339
2013,46-65 y.,2nd Quintile,Earn money,0.04278,41,91,0.00097,0.08459
2013,46-65 y.,2nd Quintile,Both equally,0.04609,50,91,0.00277,0.08942
2013,46-65 y.,3rd Quintile,Earn money,0.02783,31,67,-0.01185,0.06752
