year,bula_h,sex,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Saxony,female,Both equally,0.69643,82,120,0.61382,0.77905
1995,Saxony-Anhalt,female,Earn money,0.41538,35,74,0.30234,0.52843
1995,Saxony-Anhalt,female,Both equally,0.57107,39,74,0.45754,0.68461
1995,Thuringa,female,Both equally,0.58264,43,43,0.43351,0.73178
1996,Lower Saxony,male,Both equally,0.46529,31,31,0.28680,0.64378
1996,Lower Saxony,female,Both equally,0.58832,61,61,0.46380,0.71285
1996,North Rhine-Westphalia,male,Earn money,0.40901,56,133,0.32513,0.49288
1996,North Rhine-Westphalia,male,Both equally,0.53685,77,133,0.45178,0.62192
1996,North Rhine-Westphalia,female,Earn money,0.34851,96,258,0.29025,0.40676
1996,North Rhine-Westphalia,female,Both equally,0.55360,162,258,0.49282,0.61438
1996,Hesse,female,Both equally,0.48586,42,42,0.33287,0.63885
1996,"Rhineland-Palatinate, Saarland",female,Both equally,0.52720,35,35,0.35938,0.69502
1996,Baden-Wuerttemberg,male,Earn money,0.45280,36,78,0.34162,0.56399
1996,Baden-Wuerttemberg,male,Both equally,0.52861,42,78,0.41711,0.64011
1996,Baden-Wuerttemberg,female,Earn money,0.34814,90,192,0.28058,0.41570
1996,Baden-Wuerttemberg,female,Both equally,0.55055,102,192,0.48001,0.62110
1996,Bavaria,male,Earn money,0.45323,47,96,0.35313,0.55334
1996,Bavaria,male,Both equally,0.49986,49,96,0.39931,0.60041
1996,Bavaria,female,Earn money,0.32183,49,135,0.24273,0.40093
1996,Bavaria,female,Both equally,0.54916,86,135,0.46492,0.63341
1996,Brandenburg,female,Earn money,0.56025,38,38,0.40032,0.72019
1996,Saxony,male,Earn money,0.47702,32,65,0.35465,0.59940
1996,Saxony,male,Both equally,0.51598,33,65,0.39354,0.63842
1996,Saxony,female,Earn money,0.36367,47,114,0.27498,0.45237
1996,Saxony,female,Both equally,0.59881,67,114,0.50843,0.68918
1996,Saxony-Anhalt,male,Earn money,0.69302,34,34,0.53565,0.85039
1996,Saxony-Anhalt,female,Both equally,0.62534,42,42,0.47718,0.77350
1996,Thuringa,female,Both equally,0.49840,38,38,0.33729,0.65951
1997,Lower Saxony,male,Both equally,0.63848,36,36,0.47931,0.79765
1997,Lower Saxony,female,Both equally,0.48867,55,55,0.35535,0.62200
1997,North Rhine-Westphalia,male,Earn money,0.37511,56,136,0.29344,0.45678
1997,North Rhine-Westphalia,male,Both equally,0.59460,80,136,0.51178,0.67742
1997,North Rhine-Westphalia,female,Earn money,0.28704,75,238,0.22944,0.34463
1997,North Rhine-Westphalia,female,Both equally,0.64200,163,238,0.58096,0.70303
1997,Hesse,female,Both equally,0.59588,46,46,0.45250,0.73926
1997,"Rhineland-Palatinate, Saarland",female,Both equally,0.49953,44,44,0.35008,0.64898
1997,Baden-Wuerttemberg,male,Earn money,0.35867,54,104,0.26604,0.45129
1997,Baden-Wuerttemberg,male,Both equally,0.64133,50,104,0.54871,0.73396
1997,Baden-Wuerttemberg,female,Earn money,0.33269,75,187,0.26498,0.40041
1997,Baden-Wuerttemberg,female,Both equally,0.63363,112,187,0.56439,0.70288
1997,Bavaria,male,Earn money,0.49626,49,88,0.39119,0.60132
1997,Bavaria,male,Both equally,0.46807,39,88,0.36322,0.57293
1997,Bavaria,female,Earn money,0.31768,66,165,0.24643,0.38894
1997,Bavaria,female,Both equally,0.61636,99,165,0.54193,0.69078
1997,Saxony,male,Earn money,0.50006,37,73,0.38457,0.61556
1997,Saxony,male,Both equally,0.49145,36,73,0.37598,0.60693
1997,Saxony,female,Earn money,0.37380,45,107,0.28169,0.46590
1997,Saxony,female,Both equally,0.62620,62,107,0.53410,0.71831
1997,Saxony-Anhalt,female,Both equally,0.64852,46,46,0.50902,0.78801
1997,Thuringa,male,Both equally,0.63767,34,34,0.47367,0.80167
1997,Thuringa,female,Both equally,0.53514,47,47,0.39100,0.67927
1998,Lower Saxony,female,Earn money,0.37817,37,93,0.27907,0.47726
1998,Lower Saxony,female,Both equally,0.48393,56,93,0.38181,0.58605
1998,North Rhine-Westphalia,male,Earn money,0.41803,71,165,0.34254,0.49352
1998,North Rhine-Westphalia,male,Both equally,0.52572,94,165,0.44930,0.60215
1998,North Rhine-Westphalia,female,Earn money,0.34182,92,242,0.28194,0.40171
1998,North Rhine-Westphalia,female,Both equally,0.55575,150,242,0.49302,0.61848
1998,Hesse,female,Both equally,0.54007,48,48,0.39758,0.68255
1998,"Rhineland-Palatinate, Saarland",female,Both equally,0.49606,43,43,0.34485,0.64727
1998,Baden-Wuerttemberg,male,Earn money,0.51192,49,84,0.40438,0.61946
1998,Baden-Wuerttemberg,male,Both equally,0.41390,35,84,0.30793,0.51986
1998,Baden-Wuerttemberg,female,Earn money,0.46627,85,177,0.39257,0.53997
1998,Baden-Wuerttemberg,female,Both equally,0.47022,92,177,0.39648,0.54396
1998,Bavaria,male,Earn money,0.56343,53,99,0.46523,0.66162
1998,Bavaria,male,Both equally,0.41476,46,99,0.31722,0.51231
1998,Bavaria,female,Earn money,0.30665,62,162,0.23542,0.37787
1998,Bavaria,female,Both equally,0.57224,100,162,0.49582,0.64866
1998,Brandenburg,female,Both equally,0.39505,31,31,0.22011,0.56998
1998,Mecklenburg-Western Pomerania,female,Both equally,0.76237,32,32,0.61254,0.91220
1998,Saxony,male,Earn money,0.59798,44,78,0.48846,0.70750
1998,Saxony,male,Both equally,0.39248,34,78,0.28341,0.50155
1998,Saxony,female,Earn money,0.39758,50,123,0.31074,0.48443
1998,Saxony,female,Both equally,0.58300,73,123,0.49551,0.67050
1998,Saxony-Anhalt,female,Both equally,0.49695,36,36,0.33130,0.66260
1998,Thuringa,male,Earn money,0.50655,37,37,0.34323,0.66987
1998,Thuringa,female,Both equally,0.77768,55,55,0.66677,0.88858
1999,Lower Saxony,female,Both equally,0.62585,56,56,0.49796,0.75374
1999,North Rhine-Westphalia,male,Earn money,0.49593,65,135,0.41127,0.58058
1999,North Rhine-Westphalia,male,Both equally,0.49649,70,135,0.41183,0.58114
1999,North Rhine-Westphalia,female,Earn money,0.32802,81,212,0.26467,0.39137
1999,North Rhine-Westphalia,female,Both equally,0.56564,131,212,0.49876,0.63252
1999,Hesse,female,Both equally,0.59682,44,44,0.45020,0.74344
1999,"Rhineland-Palatinate, Saarland",female,Both equally,0.56523,39,39,0.40761,0.72285
1999,Baden-Wuerttemberg,male,Earn money,0.48854,42,77,0.37616,0.60093
1999,Baden-Wuerttemberg,male,Both equally,0.44507,35,77,0.33334,0.55680
1999,Baden-Wuerttemberg,female,Earn money,0.43925,73,160,0.36211,0.51639
1999,Baden-Wuerttemberg,female,Both equally,0.51932,87,160,0.44165,0.59698
1999,Bavaria,male,Both equally,0.53525,34,34,0.36508,0.70543
1999,Bavaria,female,Earn money,0.27186,46,129,0.19479,0.34894
1999,Bavaria,female,Both equally,0.64276,83,129,0.55975,0.72578
1999,Berlin,female,Both equally,0.77406,34,34,0.63138,0.91675
1999,Brandenburg,female,Both equally,0.67976,40,40,0.53332,0.82619
1999,Saxony,male,Earn money,0.40440,35,72,0.29024,0.51856
1999,Saxony,male,Both equally,0.54748,37,72,0.43170,0.66326
1999,Saxony,female,Earn money,0.30598,44,126,0.22519,0.38676
1999,Saxony,female,Both equally,0.67745,82,126,0.59551,0.75940
1999,Saxony-Anhalt,female,Both equally,0.67126,42,42,0.52747,0.81505
1999,Thuringa,female,Both equally,0.75952,47,47,0.63602,0.88303
2000,Schleswig-Holstein,female,Both equally,0.67052,41,41,0.52485,0.81618
2000,Lower Saxony,male,Earn money,0.52865,45,81,0.41926,0.63804
2000,Lower Saxony,male,Both equally,0.44745,36,81,0.33849,0.55641
2000,Lower Saxony,female,Earn money,0.32221,49,150,0.24717,0.39725
2000,Lower Saxony,female,Both equally,0.57274,101,150,0.49331,0.65217
2000,North Rhine-Westphalia,male,Earn money,0.43462,99,224,0.36956,0.49969
2000,North Rhine-Westphalia,male,Both equally,0.51994,125,224,0.45436,0.58551
2000,North Rhine-Westphalia,female,Earn money,0.33224,142,422,0.28724,0.37723
2000,North Rhine-Westphalia,female,Other reasons,0.12684,47,422,0.09505,0.15863
2000,North Rhine-Westphalia,female,Both equally,0.54093,233,422,0.49333,0.58853
2000,Hesse,male,Earn money,0.37149,35,82,0.26626,0.47672
2000,Hesse,male,Both equally,0.58855,47,82,0.48138,0.69572
2000,Hesse,female,Earn money,0.32014,53,147,0.24446,0.39581
2000,Hesse,female,Both equally,0.57276,94,147,0.49251,0.65300
2000,"Rhineland-Palatinate, Saarland",female,Earn money,0.36500,49,123,0.27957,0.45043
2000,"Rhineland-Palatinate, Saarland",female,Both equally,0.47706,74,123,0.38843,0.56570
2000,Baden-Wuerttemberg,male,Earn money,0.51898,69,121,0.42959,0.60838
2000,Baden-Wuerttemberg,male,Both equally,0.43123,52,121,0.34262,0.51984
2000,Baden-Wuerttemberg,female,Earn money,0.33035,103,253,0.27228,0.38842
2000,Baden-Wuerttemberg,female,Both equally,0.55686,150,253,0.49553,0.61820
2000,Bavaria,male,Earn money,0.42151,53,120,0.33279,0.51023
2000,Bavaria,male,Both equally,0.55433,67,120,0.46503,0.64364
2000,Bavaria,female,Earn money,0.32918,92,240,0.26960,0.38875
2000,Bavaria,female,Both equally,0.57740,148,240,0.51477,0.64002
2000,Berlin,male,Earn money,0.45700,31,31,0.27874,0.63526
2000,Berlin,female,Both equally,0.64787,50,50,0.51413,0.78161
2000,Brandenburg,male,Earn money,0.60637,46,80,0.49864,0.71411
2000,Brandenburg,male,Both equally,0.39363,34,80,0.28589,0.50136
2000,Brandenburg,female,Earn money,0.43899,37,80,0.32955,0.54842
2000,Brandenburg,female,Both equally,0.55054,43,80,0.44084,0.66023
2000,Saxony,male,Earn money,0.47235,59,125,0.38448,0.56023
2000,Saxony,male,Both equally,0.49157,66,125,0.40358,0.57957
2000,Saxony,female,Earn money,0.43386,78,186,0.36244,0.50528
2000,Saxony,female,Both equally,0.54260,108,186,0.47081,0.61439
2000,Saxony-Anhalt,male,Earn money,0.52291,36,73,0.40754,0.63829
2000,Saxony-Anhalt,male,Both equally,0.47066,37,73,0.35536,0.58595
2000,Saxony-Anhalt,female,Earn money,0.40600,41,100,0.30926,0.50274
2000,Saxony-Anhalt,female,Both equally,0.56565,59,100,0.46801,0.66330
2000,Thuringa,male,Earn money,0.43183,31,31,0.25457,0.60908
2000,Thuringa,female,Earn money,0.33253,42,106,0.24242,0.42264
2000,Thuringa,female,Both equally,0.62698,64,106,0.53448,0.71948
2001,Schleswig-Holstein,female,Both equally,0.54806,31,31,0.36997,0.72616
2001,Lower Saxony,male,Earn money,0.56563,52,85,0.45962,0.67163
2001,Lower Saxony,male,Both equally,0.37595,33,85,0.27237,0.47954
2001,Lower Saxony,female,Earn money,0.27249,38,136,0.19738,0.34759
2001,Lower Saxony,female,Both equally,0.59701,98,136,0.51427,0.67975
2001,North Rhine-Westphalia,male,Earn money,0.48730,93,192,0.41641,0.55819
2001,North Rhine-Westphalia,male,Both equally,0.48278,99,192,0.41192,0.55365
2001,North Rhine-Westphalia,female,Earn money,0.32875,123,385,0.28177,0.37574
2001,North Rhine-Westphalia,female,Other reasons,0.07926,31,385,0.05224,0.10627
2001,North Rhine-Westphalia,female,Both equally,0.59199,231,385,0.54283,0.64115
2001,Hesse,male,Earn money,0.55135,34,66,0.43043,0.67226
2001,Hesse,male,Both equally,0.44615,32,66,0.32531,0.56700
2001,Hesse,female,Earn money,0.28944,42,128,0.21056,0.36831
2001,Hesse,female,Both equally,0.61251,86,128,0.52778,0.69724
2001,"Rhineland-Palatinate, Saarland",female,Earn money,0.35821,46,132,0.27610,0.44032
2001,"Rhineland-Palatinate, Saarland",female,Both equally,0.54870,86,132,0.46349,0.63392
2001,Baden-Wuerttemberg,male,Earn money,0.41496,42,103,0.31934,0.51058
2001,Baden-Wuerttemberg,male,Both equally,0.57226,61,103,0.47624,0.66827
2001,Baden-Wuerttemberg,female,Earn money,0.32471,67,199,0.25948,0.38993
2001,Baden-Wuerttemberg,female,Both equally,0.60795,132,199,0.53994,0.67595
2001,Bavaria,male,Earn money,0.45370,45,100,0.35563,0.55178
2001,Bavaria,male,Both equally,0.49634,55,100,0.39785,0.59483
2001,Bavaria,female,Earn money,0.34090,77,223,0.27855,0.40325
2001,Bavaria,female,Both equally,0.59000,146,223,0.52530,0.65470
2001,Berlin,male,Both equally,0.57783,32,32,0.40397,0.75170
2001,Berlin,female,Both equally,0.70839,52,52,0.58365,0.83313
2001,Brandenburg,male,Earn money,0.53861,39,39,0.38011,0.69712
2001,Brandenburg,female,Earn money,0.57565,37,72,0.46068,0.69062
2001,Brandenburg,female,Both equally,0.42435,35,72,0.30938,0.53932
2001,Saxony,male,Earn money,0.41186,51,112,0.32030,0.50342
2001,Saxony,male,Both equally,0.55412,61,112,0.46165,0.64659
2001,Saxony,female,Earn money,0.35077,56,156,0.27564,0.42590
2001,Saxony,female,Both equally,0.61776,100,156,0.54126,0.69426
2001,Saxony-Anhalt,male,Earn money,0.42003,37,81,0.31187,0.52818
2001,Saxony-Anhalt,male,Both equally,0.57997,44,81,0.47182,0.68813
2001,Saxony-Anhalt,female,Earn money,0.38223,37,91,0.28184,0.48263
2001,Saxony-Anhalt,female,Both equally,0.61201,54,91,0.51133,0.71268
2001,Thuringa,male,Both equally,0.57107,37,37,0.40940,0.73275
2001,Thuringa,female,Earn money,0.44853,49,111,0.35559,0.54148
2001,Thuringa,female,Both equally,0.53016,62,111,0.43689,0.62343
2003,Schleswig-Holstein,female,Both equally,0.45549,31,31,0.27727,0.63370
2003,Lower Saxony,male,Earn money,0.55135,51,89,0.44744,0.65527
2003,Lower Saxony,male,Both equally,0.41100,38,89,0.30820,0.51380
2003,Lower Saxony,female,Earn money,0.37391,53,140,0.29347,0.45434
2003,Lower Saxony,female,Both equally,0.59919,87,140,0.51772,0.68066
2003,North Rhine-Westphalia,male,Earn money,0.51557,106,228,0.45056,0.58058
2003,North Rhine-Westphalia,male,Both equally,0.44247,122,228,0.37786,0.50708
2003,North Rhine-Westphalia,female,Earn money,0.34491,107,352,0.29518,0.39464
2003,North Rhine-Westphalia,female,Other reasons,0.09259,34,352,0.06227,0.12291
2003,North Rhine-Westphalia,female,Both equally,0.56250,211,352,0.51060,0.61440
2003,Hesse,male,Earn money,0.42617,36,79,0.31643,0.53592
2003,Hesse,male,Both equally,0.55445,43,79,0.44414,0.66475
2003,Hesse,female,Earn money,0.34122,36,102,0.24875,0.43368
2003,Hesse,female,Both equally,0.60797,66,102,0.51275,0.70318
2003,"Rhineland-Palatinate, Saarland",male,Earn money,0.50100,34,74,0.38630,0.61570
2003,"Rhineland-Palatinate, Saarland",male,Both equally,0.44302,40,74,0.32907,0.55697
2003,"Rhineland-Palatinate, Saarland",female,Earn money,0.32666,37,109,0.23821,0.41512
2003,"Rhineland-Palatinate, Saarland",female,Both equally,0.65170,72,109,0.56185,0.74156
2003,Baden-Wuerttemberg,male,Earn money,0.44644,64,118,0.35636,0.53652
2003,Baden-Wuerttemberg,male,Both equally,0.52216,54,118,0.43165,0.61268
2003,Baden-Wuerttemberg,female,Earn money,0.36006,83,205,0.29419,0.42593
2003,Baden-Wuerttemberg,female,Both equally,0.57405,122,205,0.50620,0.64191
2003,Bavaria,male,Earn money,0.50052,65,132,0.41489,0.58614
2003,Bavaria,male,Both equally,0.48454,67,132,0.39896,0.57012
2003,Bavaria,female,Earn money,0.42862,85,217,0.36262,0.49462
2003,Bavaria,female,Both equally,0.49757,132,217,0.43089,0.56425
2003,Berlin,male,Earn money,0.48209,38,79,0.37120,0.59298
2003,Berlin,male,Both equally,0.50586,41,79,0.39490,0.61681
2003,Berlin,female,Both equally,0.52040,42,42,0.36748,0.67332
2003,Brandenburg,male,Earn money,0.54453,37,37,0.38184,0.70721
2003,Brandenburg,female,Earn money,0.50477,35,70,0.38680,0.62274
2003,Brandenburg,female,Both equally,0.46947,35,70,0.35171,0.58723
2003,Saxony,male,Earn money,0.42076,62,138,0.33809,0.50343
2003,Saxony,male,Both equally,0.55857,76,138,0.47542,0.64172
2003,Saxony,female,Earn money,0.37940,63,146,0.30042,0.45838
2003,Saxony,female,Both equally,0.59327,83,146,0.51331,0.67322
2003,Saxony-Anhalt,male,Earn money,0.57203,46,79,0.46223,0.68184
2003,Saxony-Anhalt,male,Both equally,0.41853,33,79,0.30905,0.52801
2003,Saxony-Anhalt,female,Earn money,0.45818,46,100,0.36003,0.55633
2003,Saxony-Anhalt,female,Both equally,0.53898,54,100,0.44079,0.63718
2003,Thuringa,male,Earn money,0.58683,39,39,0.43027,0.74339
2003,Thuringa,female,Earn money,0.33405,36,93,0.23767,0.43043
2003,Thuringa,female,Both equally,0.63661,57,93,0.53833,0.73490
2005,Lower Saxony,male,Earn money,0.51685,41,41,0.36198,0.67171
2005,Lower Saxony,female,Earn money,0.47140,41,98,0.37206,0.57074
2005,Lower Saxony,female,Both equally,0.42190,57,98,0.32362,0.52018
2005,North Rhine-Westphalia,male,Earn money,0.49351,91,196,0.42334,0.56368
2005,North Rhine-Westphalia,male,Both equally,0.48484,105,196,0.41469,0.55498
2005,North Rhine-Westphalia,female,Earn money,0.30506,100,295,0.25243,0.35770
2005,North Rhine-Westphalia,female,Both equally,0.65921,195,295,0.60503,0.71339
2005,Hesse,female,Earn money,0.38050,32,79,0.27276,0.48825
2005,Hesse,female,Both equally,0.55726,47,79,0.44703,0.66749
2005,"Rhineland-Palatinate, Saarland",male,Earn money,0.57996,31,31,0.40334,0.75658
2005,"Rhineland-Palatinate, Saarland",female,Earn money,0.48342,33,75,0.36956,0.59728
2005,"Rhineland-Palatinate, Saarland",female,Both equally,0.49678,42,75,0.38286,0.61070
2005,Baden-Wuerttemberg,male,Earn money,0.45455,37,91,0.35168,0.55743
2005,Baden-Wuerttemberg,male,Both equally,0.53282,54,91,0.42974,0.63590
2005,Baden-Wuerttemberg,female,Earn money,0.35403,62,163,0.28039,0.42767
2005,Baden-Wuerttemberg,female,Both equally,0.57690,101,163,0.50081,0.65298
2005,Bavaria,male,Earn money,0.47475,55,101,0.37688,0.57263
2005,Bavaria,male,Both equally,0.48853,46,101,0.39055,0.58650
2005,Bavaria,female,Earn money,0.32445,52,143,0.24744,0.40145
2005,Bavaria,female,Both equally,0.60509,91,143,0.52469,0.68549
2005,Berlin,male,Both equally,0.67990,38,38,0.52958,0.83022
2005,Berlin,female,Earn money,0.33097,31,80,0.22720,0.43473
2005,Berlin,female,Both equally,0.65341,49,80,0.54847,0.75835
2005,Brandenburg,male,Earn money,0.54138,34,34,0.37137,0.71139
2005,Brandenburg,female,Earn money,0.51599,36,74,0.40135,0.63063
2005,Brandenburg,female,Both equally,0.47765,38,74,0.36306,0.59223
2005,Saxony,male,Earn money,0.40444,54,118,0.31551,0.49337
2005,Saxony,male,Both equally,0.55098,64,118,0.46085,0.64111
2005,Saxony,female,Earn money,0.30361,44,125,0.22268,0.38455
2005,Saxony,female,Both equally,0.69255,81,125,0.61133,0.77377
2005,Saxony-Anhalt,male,Both equally,0.53128,31,31,0.35271,0.70985
2005,Saxony-Anhalt,female,Both equally,0.63503,57,57,0.50894,0.76112
2005,Thuringa,male,Earn money,0.50984,35,66,0.38831,0.63137
2005,Thuringa,male,Both equally,0.49016,31,66,0.36863,0.61169
2005,Thuringa,female,Earn money,0.37928,37,105,0.28603,0.47254
2005,Thuringa,female,Both equally,0.61915,68,105,0.52582,0.71248
2007,Lower Saxony,male,Earn money,0.55788,34,67,0.43806,0.67770
2007,Lower Saxony,male,Both equally,0.39882,33,67,0.28068,0.51695
2007,Lower Saxony,female,Earn money,0.36916,48,126,0.28456,0.45376
2007,Lower Saxony,female,Both equally,0.58709,78,126,0.50078,0.67341
2007,North Rhine-Westphalia,male,Earn money,0.43505,73,174,0.36118,0.50893
2007,North Rhine-Westphalia,male,Both equally,0.52133,101,174,0.44689,0.59577
2007,North Rhine-Westphalia,female,Earn money,0.35310,117,324,0.30098,0.40522
2007,North Rhine-Westphalia,female,Both equally,0.60653,207,324,0.55325,0.65981
2007,Hesse,male,Earn money,0.53617,32,32,0.36061,0.71172
2007,Hesse,female,Earn money,0.34846,37,96,0.25264,0.44428
2007,Hesse,female,Both equally,0.59459,59,96,0.49586,0.69332
2007,"Rhineland-Palatinate, Saarland",male,Both equally,0.69482,32,32,0.53272,0.85692
2007,"Rhineland-Palatinate, Saarland",female,Earn money,0.35542,32,83,0.25182,0.45902
2007,"Rhineland-Palatinate, Saarland",female,Both equally,0.50049,51,83,0.39227,0.60871
2007,Baden-Wuerttemberg,male,Earn money,0.44316,39,80,0.33362,0.55271
2007,Baden-Wuerttemberg,male,Both equally,0.49361,41,80,0.38336,0.60386
2007,Baden-Wuerttemberg,female,Earn money,0.37115,65,190,0.30227,0.44002
2007,Baden-Wuerttemberg,female,Both equally,0.56042,125,190,0.48966,0.63118
2007,Bavaria,male,Earn money,0.51108,44,104,0.41454,0.60762
2007,Bavaria,male,Both equally,0.48591,60,104,0.38939,0.58244
2007,Bavaria,female,Earn money,0.40603,81,204,0.33847,0.47358
2007,Bavaria,female,Both equally,0.56597,123,204,0.49779,0.63415
2007,Berlin,male,Both equally,0.59954,32,32,0.42705,0.77203
2007,Brandenburg,male,Earn money,0.48705,32,32,0.31109,0.66300
2007,Brandenburg,female,Both equally,0.53792,40,40,0.38145,0.69440
2007,Saxony,male,Earn money,0.42733,45,99,0.32939,0.52528
2007,Saxony,male,Both equally,0.57267,54,99,0.47472,0.67061
2007,Saxony,female,Earn money,0.24233,31,103,0.15918,0.32549
2007,Saxony,female,Both equally,0.74188,72,103,0.65696,0.82681
2007,Saxony-Anhalt,male,Both equally,0.56696,34,34,0.39790,0.73602
2007,Saxony-Anhalt,female,Both equally,0.70088,48,48,0.56998,0.83178
2007,Thuringa,female,Both equally,0.54989,55,55,0.41720,0.68259
2009,Lower Saxony,male,Both equally,0.54232,37,37,0.37958,0.70507
2009,Lower Saxony,female,Earn money,0.50919,41,84,0.40164,0.61674
2009,Lower Saxony,female,Both equally,0.46930,43,84,0.36194,0.57667
2009,North Rhine-Westphalia,male,Earn money,0.46113,72,159,0.38340,0.53885
2009,North Rhine-Westphalia,male,Both equally,0.51100,87,159,0.43306,0.58895
2009,North Rhine-Westphalia,female,Earn money,0.37342,88,231,0.31091,0.43594
2009,North Rhine-Westphalia,female,Both equally,0.57561,143,231,0.51174,0.63949
2009,Hesse,female,Earn money,0.39978,40,76,0.28892,0.51065
2009,Hesse,female,Both equally,0.47061,36,76,0.35764,0.58357
2009,"Rhineland-Palatinate, Saarland",female,Both equally,0.53721,47,47,0.39311,0.68130
2009,Baden-Wuerttemberg,male,Earn money,0.53075,46,82,0.42207,0.63943
2009,Baden-Wuerttemberg,male,Both equally,0.42261,36,82,0.31503,0.53018
2009,Baden-Wuerttemberg,female,Earn money,0.48178,52,130,0.39556,0.56801
2009,Baden-Wuerttemberg,female,Both equally,0.46627,78,130,0.38018,0.55236
2009,Bavaria,male,Earn money,0.45785,43,91,0.35492,0.56078
2009,Bavaria,male,Both equally,0.51966,48,91,0.41644,0.62288
2009,Bavaria,female,Earn money,0.43367,68,148,0.35356,0.51379
2009,Bavaria,female,Both equally,0.49200,80,148,0.41118,0.57282
2009,Brandenburg,male,Earn money,0.65567,34,34,0.49355,0.81778
2009,Saxony,male,Earn money,0.40573,31,78,0.29605,0.51541
2009,Saxony,male,Both equally,0.54410,47,78,0.43286,0.65535
2009,Saxony,female,Both equally,0.57920,57,57,0.44990,0.70851
2009,Thuringa,female,Both equally,0.54981,38,38,0.38950,0.71012
2011,Lower Saxony,male,Both equally,0.42785,36,36,0.26394,0.59177
2011,Lower Saxony,female,Both equally,0.76609,64,64,0.66156,0.87062
2011,North Rhine-Westphalia,male,Earn money,0.42948,59,129,0.34372,0.51523
2011,North Rhine-Westphalia,male,Both equally,0.56242,70,129,0.47648,0.64836
2011,North Rhine-Westphalia,female,Earn money,0.37645,74,188,0.30701,0.44590
2011,North Rhine-Westphalia,female,Both equally,0.59764,114,188,0.52736,0.66793
2011,Hesse,female,Both equally,0.44405,35,35,0.27704,0.61107
