year,bula_h,pgisced97,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Saxony-Anhalt,Upper Secondary Level,Earn money,0.48972,31,69,0.37090,0.60853
1999,Saxony-Anhalt,Upper Secondary Level,Both equally,0.51028,38,69,0.39147,0.62910
1999,Thuringa,Upper Secondary Level,Both equally,0.70827,54,54,0.58590,0.83065
2000,Lower Saxony,Upper Secondary Level,Earn money,0.44046,48,109,0.34683,0.53409
2000,Lower Saxony,Upper Secondary Level,Both equally,0.44684,61,109,0.35307,0.54060
2000,North Rhine-Westphalia,Pre-primary Level,Both equally,0.56904,48,48,0.42746,0.71062
2000,North Rhine-Westphalia,Lower Secondary Level,Earn money,0.47588,59,121,0.38652,0.56524
2000,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.49333,62,121,0.40388,0.58278
2000,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.37027,107,257,0.31112,0.42943
2000,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.51796,150,257,0.45675,0.57917
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Both equally,0.61233,31,31,0.43798,0.78668
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Both equally,0.61951,31,31,0.44577,0.79324
2000,Hesse,Upper Secondary Level,Earn money,0.36002,40,102,0.26640,0.45363
2000,Hesse,Upper Secondary Level,Both equally,0.55800,62,102,0.46115,0.65486
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Earn money,0.37932,37,89,0.27794,0.48070
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Both equally,0.50458,52,89,0.40011,0.60904
2000,Baden-Wuerttemberg,Lower Secondary Level,Earn money,0.50260,44,85,0.39568,0.60953
2000,Baden-Wuerttemberg,Lower Secondary Level,Both equally,0.49740,41,85,0.39047,0.60432
2000,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.35834,70,166,0.28517,0.43150
2000,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.53446,96,166,0.45835,0.61058
2000,Bavaria,Upper Secondary Level,Earn money,0.35536,75,194,0.28783,0.42289
2000,Bavaria,Upper Secondary Level,Both equally,0.57070,119,194,0.50087,0.64053
2000,Berlin,Upper Secondary Level,Both equally,0.63093,45,45,0.48834,0.77351
2000,Brandenburg,Upper Secondary Level,Earn money,0.58778,56,96,0.48880,0.68677
2000,Brandenburg,Upper Secondary Level,Both equally,0.41222,40,96,0.31323,0.51120
2000,Saxony,Upper Secondary Level,Earn money,0.46918,86,189,0.39784,0.54051
2000,Saxony,Upper Secondary Level,Both equally,0.49002,103,189,0.41856,0.56148
2000,Saxony-Anhalt,Upper Secondary Level,Earn money,0.51484,53,105,0.41879,0.61090
2000,Saxony-Anhalt,Upper Secondary Level,Both equally,0.48082,52,105,0.38480,0.57685
2000,Thuringa,Upper Secondary Level,Earn money,0.36673,54,118,0.27941,0.45406
2000,Thuringa,Upper Secondary Level,Both equally,0.60415,64,118,0.51553,0.69276
2001,Lower Saxony,Upper Secondary Level,Earn money,0.39428,38,95,0.29548,0.49307
2001,Lower Saxony,Upper Secondary Level,Both equally,0.50157,57,95,0.40049,0.60265
2001,North Rhine-Westphalia,Pre-primary Level,Earn money,0.39856,31,78,0.28920,0.50792
2001,North Rhine-Westphalia,Pre-primary Level,Both equally,0.55983,47,78,0.44896,0.67071
2001,North Rhine-Westphalia,Lower Secondary Level,Earn money,0.54693,53,113,0.45474,0.63912
2001,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.44837,60,113,0.35626,0.54048
2001,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.32701,81,219,0.26474,0.38929
2001,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.58395,138,219,0.51852,0.64938
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Both equally,0.75829,35,35,0.61438,0.90219
2001,Hesse,Upper Secondary Level,Earn money,0.48003,39,86,0.37382,0.58624
2001,Hesse,Upper Secondary Level,Both equally,0.46656,47,86,0.36050,0.57262
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Earn money,0.36391,35,91,0.26451,0.46331
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Both equally,0.55123,56,91,0.44848,0.65399
2001,Baden-Wuerttemberg,Pre-primary Level,Both equally,0.75526,36,36,0.61282,0.89770
2001,Baden-Wuerttemberg,Lower Secondary Level,Earn money,0.61159,42,42,0.46241,0.76078
2001,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.31618,42,133,0.23685,0.39550
2001,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.63027,91,133,0.54792,0.71262
2001,Bavaria,Upper Secondary Level,Earn money,0.35711,55,155,0.28143,0.43278
2001,Bavaria,Upper Secondary Level,Both equally,0.58561,100,155,0.50780,0.66341
2001,Brandenburg,Upper Secondary Level,Earn money,0.57754,42,79,0.46792,0.68716
2001,Brandenburg,Upper Secondary Level,Both equally,0.41531,37,79,0.30595,0.52467
2001,Saxony,Upper Secondary Level,Earn money,0.42216,71,164,0.34634,0.49798
2001,Saxony,Upper Secondary Level,Both equally,0.54304,93,164,0.46656,0.61951
2001,Saxony-Anhalt,Upper Secondary Level,Earn money,0.40767,46,106,0.31368,0.50167
2001,Saxony-Anhalt,Upper Secondary Level,Both equally,0.58791,60,106,0.49376,0.68206
2001,Thuringa,Upper Secondary Level,Earn money,0.43771,51,111,0.34500,0.53042
2001,Thuringa,Upper Secondary Level,Both equally,0.54680,60,111,0.45377,0.63983
2003,Lower Saxony,Upper Secondary Level,Earn money,0.48909,49,100,0.39062,0.58756
2003,Lower Saxony,Upper Secondary Level,Both equally,0.48741,51,100,0.38895,0.58588
2003,North Rhine-Westphalia,Pre-primary Level,Both equally,0.58929,55,55,0.45807,0.72050
2003,North Rhine-Westphalia,Lower Secondary Level,Earn money,0.39886,38,92,0.29825,0.49947
2003,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.58794,54,92,0.48681,0.68907
2003,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.47487,100,229,0.41005,0.53969
2003,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.43952,129,229,0.37510,0.50395
2003,North Rhine-Westphalia,Second Stage of Tertiary Education,Both equally,0.57130,36,36,0.40734,0.73526
2003,Hesse,Upper Secondary Level,Earn money,0.40590,33,87,0.30211,0.50968
2003,Hesse,Upper Secondary Level,Both equally,0.55574,54,87,0.45072,0.66076
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Earn money,0.39817,35,87,0.29470,0.50163
2003,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Both equally,0.58749,52,87,0.48344,0.69153
2003,Baden-Wuerttemberg,Pre-primary Level,Both equally,0.64611,36,36,0.48769,0.80453
2003,Baden-Wuerttemberg,Lower Secondary Level,Earn money,0.51097,36,36,0.34536,0.67658
2003,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.38533,58,136,0.30323,0.46742
2003,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.55415,78,136,0.47030,0.63800
2003,Bavaria,Upper Secondary Level,Earn money,0.48962,86,178,0.41598,0.56327
2003,Bavaria,Upper Secondary Level,Both equally,0.46914,92,178,0.39562,0.54266
2003,Brandenburg,Upper Secondary Level,Earn money,0.50290,40,74,0.38820,0.61760
2003,Brandenburg,Upper Secondary Level,Both equally,0.45150,34,74,0.33734,0.56566
2003,Saxony,Upper Secondary Level,Earn money,0.42569,84,173,0.35180,0.49959
2003,Saxony,Upper Secondary Level,Both equally,0.55436,89,173,0.48008,0.62865
2003,Saxony-Anhalt,Upper Secondary Level,Earn money,0.56238,58,102,0.46563,0.65913
2003,Saxony-Anhalt,Upper Secondary Level,Both equally,0.43039,44,102,0.33383,0.52696
2003,Thuringa,Upper Secondary Level,Earn money,0.43628,48,109,0.34275,0.52981
2003,Thuringa,Upper Secondary Level,Both equally,0.54773,61,109,0.45386,0.64160
2005,Lower Saxony,Upper Secondary Level,Earn money,0.52879,36,75,0.41505,0.64252
2005,Lower Saxony,Upper Secondary Level,Both equally,0.42840,39,75,0.31565,0.54115
2005,North Rhine-Westphalia,Pre-primary Level,Earn money,0.30739,32,85,0.20872,0.40607
2005,North Rhine-Westphalia,Pre-primary Level,Both equally,0.63724,53,85,0.53442,0.74006
2005,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.66713,51,51,0.53650,0.79775
2005,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.44284,87,206,0.37485,0.51084
2005,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.53143,119,206,0.46312,0.59974
2005,North Rhine-Westphalia,Second Stage of Tertiary Education,Both equally,0.55244,32,32,0.37739,0.72748
2005,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Both equally,0.52614,40,40,0.36943,0.68285
2005,Baden-Wuerttemberg,Pre-primary Level,Both equally,0.58706,33,33,0.41647,0.75766
2005,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.39452,43,104,0.30013,0.48891
2005,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.56341,61,104,0.46763,0.65920
2005,Bavaria,Upper Secondary Level,Earn money,0.41410,55,116,0.32408,0.50413
2005,Bavaria,Upper Secondary Level,Both equally,0.53850,61,116,0.44738,0.62961
2005,Berlin,Upper Secondary Level,Both equally,0.64945,34,34,0.48665,0.81224
2005,Brandenburg,Upper Secondary Level,Earn money,0.62032,52,87,0.51775,0.72290
2005,Brandenburg,Upper Secondary Level,Both equally,0.36528,35,87,0.26351,0.46705
2005,Saxony,Upper Secondary Level,Earn money,0.36360,64,151,0.28662,0.44059
2005,Saxony,Upper Secondary Level,Both equally,0.63326,87,151,0.55614,0.71039
2005,Saxony-Anhalt,Upper Secondary Level,Earn money,0.43451,37,77,0.32306,0.54595
2005,Saxony-Anhalt,Upper Secondary Level,Both equally,0.56549,40,77,0.45405,0.67694
2005,Thuringa,Upper Secondary Level,Earn money,0.43536,49,118,0.34552,0.52520
2005,Thuringa,Upper Secondary Level,Both equally,0.56464,69,118,0.47480,0.65448
2007,Lower Saxony,Upper Secondary Level,Earn money,0.48234,41,97,0.38238,0.58230
2007,Lower Saxony,Upper Secondary Level,Both equally,0.47121,56,97,0.37136,0.57107
2007,North Rhine-Westphalia,Lower Secondary Level,Earn money,0.43870,38,90,0.33561,0.54180
2007,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.55112,52,90,0.44779,0.65446
2007,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.40345,83,210,0.33694,0.46997
2007,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.56482,127,210,0.49761,0.63204
2007,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Both equally,0.58472,40,40,0.43007,0.73938
2007,North Rhine-Westphalia,Second Stage of Tertiary Education,Both equally,0.75593,34,34,0.60938,0.90249
2007,Hesse,Upper Secondary Level,Earn money,0.48641,33,65,0.36396,0.60887
2007,Hesse,Upper Secondary Level,Both equally,0.47204,32,65,0.34973,0.59435
2007,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Both equally,0.51185,38,38,0.35079,0.67292
2007,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.37176,42,114,0.28265,0.46086
2007,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.53626,72,114,0.44431,0.62821
2007,Bavaria,Upper Secondary Level,Earn money,0.46120,62,140,0.37832,0.54407
2007,Bavaria,Upper Secondary Level,Both equally,0.53880,78,140,0.45593,0.62168
2007,Brandenburg,Upper Secondary Level,Earn money,0.56952,44,75,0.45670,0.68233
2007,Brandenburg,Upper Secondary Level,Both equally,0.42545,31,75,0.31280,0.53810
2007,Saxony,Upper Secondary Level,Earn money,0.34935,48,121,0.26404,0.43465
2007,Saxony,Upper Secondary Level,Both equally,0.65065,73,121,0.56535,0.73596
2007,Saxony-Anhalt,Upper Secondary Level,Both equally,0.63864,49,49,0.50274,0.77455
2007,Thuringa,Upper Secondary Level,Earn money,0.49613,39,90,0.39225,0.60001
2007,Thuringa,Upper Secondary Level,Both equally,0.50387,51,90,0.39999,0.60775
2009,Lower Saxony,Upper Secondary Level,Earn money,0.55148,31,31,0.37351,0.72945
2009,North Rhine-Westphalia,Pre-primary Level,Both equally,0.65710,39,39,0.50618,0.80803
2009,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.51644,39,39,0.35754,0.67533
2009,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.48274,78,165,0.40626,0.55922
2009,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.49731,87,165,0.42078,0.57383
2009,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.51276,41,88,0.40773,0.61780
2009,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.40084,47,88,0.29786,0.50382
2009,Bavaria,Upper Secondary Level,Earn money,0.43223,56,111,0.33965,0.52480
2009,Bavaria,Upper Secondary Level,Both equally,0.49404,55,111,0.40061,0.58747
2009,Brandenburg,Upper Secondary Level,Earn money,0.63277,39,39,0.47950,0.78604
2009,Saxony,Upper Secondary Level,Earn money,0.39686,41,103,0.30191,0.49180
2009,Saxony,Upper Secondary Level,Both equally,0.59486,62,103,0.49958,0.69013
2009,Saxony-Anhalt,Upper Secondary Level,Earn money,0.54499,34,66,0.42393,0.66605
2009,Saxony-Anhalt,Upper Secondary Level,Both equally,0.45067,32,66,0.32971,0.57163
2009,Thuringa,Upper Secondary Level,Earn money,0.47153,41,78,0.36003,0.58303
2009,Thuringa,Upper Secondary Level,Both equally,0.52847,37,78,0.41697,0.63997
2011,Lower Saxony,Upper Secondary Level,Both equally,0.70922,50,50,0.58206,0.83637
2011,North Rhine-Westphalia,Pre-primary Level,Both equally,0.61850,32,32,0.44750,0.78950
2011,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.42187,59,128,0.33597,0.50776
2011,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.56434,69,128,0.47810,0.65058
2011,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.50713,42,83,0.39892,0.61534
2011,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.39406,41,83,0.28829,0.49982
2011,Bavaria,Upper Secondary Level,Earn money,0.24635,34,94,0.15878,0.33393
2011,Bavaria,Upper Secondary Level,Both equally,0.66355,60,94,0.56752,0.75958
2011,Saxony,Upper Secondary Level,Earn money,0.51650,34,89,0.41209,0.62091
2011,Saxony,Upper Secondary Level,Both equally,0.48350,55,89,0.37909,0.58791
2011,Saxony-Anhalt,Upper Secondary Level,Earn money,0.80445,32,32,0.66483,0.94407
2013,Lower Saxony,Upper Secondary Level,Earn money,0.51437,42,93,0.41224,0.61650
2013,Lower Saxony,Upper Secondary Level,Both equally,0.40814,51,93,0.30771,0.50857
2013,North Rhine-Westphalia,Pre-primary Level,Both equally,0.57892,34,34,0.41047,0.74738
2013,North Rhine-Westphalia,Lower Secondary Level,Earn money,0.43525,40,76,0.32304,0.54746
2013,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.52078,36,76,0.40772,0.63385
2013,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.38621,58,139,0.30498,0.46745
2013,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.52631,81,139,0.44300,0.60962
2013,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.36579,38,97,0.26944,0.46214
2013,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.60002,59,97,0.50202,0.69802
2013,Bavaria,Upper Secondary Level,Earn money,0.37667,61,150,0.29886,0.45447
2013,Bavaria,Upper Secondary Level,Both equally,0.55267,89,150,0.47283,0.63250
2013,Saxony,Upper Secondary Level,Earn money,0.44830,31,67,0.32832,0.56829
2013,Saxony,Upper Secondary Level,Both equally,0.39732,36,67,0.27926,0.51538
2017,Lower Saxony,Lower Secondary Level,Earn money,0.42745,37,75,0.31474,0.54017
2017,Lower Saxony,Lower Secondary Level,Both equally,0.45997,38,75,0.34641,0.57352
2017,Lower Saxony,Upper Secondary Level,Earn money,0.40849,52,117,0.31904,0.49795
2017,Lower Saxony,Upper Secondary Level,Both equally,0.51458,65,117,0.42363,0.60554
2017,North Rhine-Westphalia,No answer / don't know,Both equally,0.64281,33,33,0.47678,0.80883
2017,North Rhine-Westphalia,Pre-primary Level,Both equally,0.62665,42,42,0.47859,0.77470
2017,North Rhine-Westphalia,Lower Secondary Level,Earn money,0.57819,74,154,0.49994,0.65645
2017,North Rhine-Westphalia,Lower Secondary Level,Both equally,0.39251,80,154,0.31514,0.46989
2017,North Rhine-Westphalia,Upper Secondary Level,Earn money,0.41722,128,317,0.36285,0.47158
2017,North Rhine-Westphalia,Upper Secondary Level,Other reasons,0.09240,34,317,0.06047,0.12433
2017,North Rhine-Westphalia,Upper Secondary Level,Both equally,0.49039,155,317,0.43527,0.54551
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Both equally,0.62608,46,46,0.48471,0.76745
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Both equally,0.54883,56,56,0.41731,0.68034
2017,Hesse,Lower Secondary Level,Both equally,0.75172,32,32,0.59964,0.90380
2017,Hesse,Upper Secondary Level,Earn money,0.44230,33,78,0.33136,0.55323
2017,Hesse,Upper Secondary Level,Both equally,0.39515,45,78,0.28595,0.50435
2017,Baden-Wuerttemberg,Upper Secondary Level,Earn money,0.40767,57,124,0.32083,0.49452
2017,Baden-Wuerttemberg,Upper Secondary Level,Both equally,0.53379,67,124,0.44563,0.62195
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Both equally,0.54809,35,35,0.38080,0.71538
2017,Bavaria,Lower Secondary Level,Both equally,0.82254,33,33,0.69016,0.95492
2017,Bavaria,Upper Secondary Level,Earn money,0.46538,86,163,0.38857,0.54219
2017,Bavaria,Upper Secondary Level,Both equally,0.41636,77,163,0.34045,0.49227
2017,Bavaria,Second Stage of Tertiary Education,Earn money,0.32551,35,79,0.22152,0.42950
2017,Bavaria,Second Stage of Tertiary Education,Both equally,0.59185,44,79,0.48278,0.70093
2017,Berlin,Second Stage of Tertiary Education,Both equally,0.72298,32,32,0.56544,0.88052
2017,Saxony,Upper Secondary Level,Earn money,0.47587,43,97,0.37597,0.57578
2017,Saxony,Upper Secondary Level,Both equally,0.51012,54,97,0.41012,0.61012
