year,bula_h,regtyp,plb0111,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Bavaria,Rural regions,Earn money,0.37590,38,98,0.27951,0.47229
1999,Bavaria,Rural regions,Both equally,0.57082,60,98,0.47232,0.66932
1999,Berlin,Urban regions,Both equally,0.72254,56,56,0.60421,0.84087
1999,Brandenburg,Rural regions,Earn money,0.38645,39,90,0.28528,0.48762
1999,Brandenburg,Rural regions,Both equally,0.59544,51,90,0.49347,0.69741
1999,Mecklenburg-Western Pomerania,Rural regions,Both equally,0.55799,31,31,0.38027,0.73570
1999,Saxony,Urban regions,Earn money,0.36461,39,93,0.26626,0.46297
1999,Saxony,Urban regions,Both equally,0.60881,54,93,0.50909,0.70854
1999,Saxony,Rural regions,Earn money,0.32205,40,105,0.23225,0.41186
1999,Saxony,Rural regions,Both equally,0.64829,65,105,0.55652,0.74006
1999,Saxony-Anhalt,Rural regions,Earn money,0.47049,40,93,0.36850,0.57248
1999,Saxony-Anhalt,Rural regions,Both equally,0.52951,53,93,0.42752,0.63150
1999,Thuringa,Rural regions,Earn money,0.30354,31,83,0.20402,0.40306
1999,Thuringa,Rural regions,Both equally,0.68449,52,83,0.58390,0.78507
2000,Schleswig-Holstein,Rural regions,Both equally,0.56320,31,31,0.38572,0.74069
2000,Lower Saxony,Urban regions,Earn money,0.33818,36,106,0.24769,0.42867
2000,Lower Saxony,Urban regions,Both equally,0.58691,70,106,0.49273,0.68109
2000,Lower Saxony,Rural regions,Earn money,0.44755,58,125,0.36003,0.53507
2000,Lower Saxony,Rural regions,Both equally,0.47628,67,125,0.38837,0.56419
2000,North Rhine-Westphalia,Urban regions,Earn money,0.35403,221,625,0.31650,0.39155
2000,North Rhine-Westphalia,Urban regions,Other reasons,0.10210,57,625,0.07834,0.12586
2000,North Rhine-Westphalia,Urban regions,Both equally,0.54387,347,625,0.50479,0.58295
2000,Hesse,Urban regions,Earn money,0.31623,64,182,0.24848,0.38397
2000,Hesse,Urban regions,Both equally,0.60927,118,182,0.53818,0.68035
2000,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.38161,51,130,0.29778,0.46544
2000,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.50246,79,130,0.41618,0.58874
2000,Baden-Wuerttemberg,Urban regions,Earn money,0.39104,157,333,0.33855,0.44353
2000,Baden-Wuerttemberg,Urban regions,Both equally,0.51146,176,333,0.45769,0.56523
2000,Bavaria,Urban regions,Earn money,0.39439,85,177,0.32219,0.46660
2000,Bavaria,Urban regions,Both equally,0.53005,92,177,0.45631,0.60378
2000,Bavaria,Rural regions,Earn money,0.32855,60,183,0.26031,0.39678
2000,Bavaria,Rural regions,Both equally,0.60925,123,183,0.53836,0.68013
2000,Berlin,Urban regions,Earn money,0.37356,55,133,0.29103,0.45608
2000,Berlin,Urban regions,Both equally,0.56888,78,133,0.48439,0.65336
2000,Brandenburg,Rural regions,Earn money,0.55224,82,151,0.47266,0.63181
2000,Brandenburg,Rural regions,Both equally,0.44254,69,151,0.36306,0.52203
2000,Mecklenburg-Western Pomerania,Rural regions,Both equally,0.59595,48,48,0.45566,0.73625
2000,Saxony,Urban regions,Earn money,0.40392,56,148,0.32460,0.48324
2000,Saxony,Urban regions,Both equally,0.55801,92,148,0.47773,0.63830
2000,Saxony,Rural regions,Earn money,0.48777,81,163,0.41080,0.56475
2000,Saxony,Rural regions,Both equally,0.49076,82,163,0.41378,0.56774
2000,Saxony-Anhalt,Rural regions,Earn money,0.46057,62,138,0.37710,0.54404
2000,Saxony-Anhalt,Rural regions,Both equally,0.51540,76,138,0.43171,0.59908
2000,Thuringa,Urban regions,Both equally,0.80995,42,42,0.68985,0.93004
2000,Thuringa,Rural regions,Earn money,0.46611,64,116,0.37493,0.55728
2000,Thuringa,Rural regions,Both equally,0.50728,52,116,0.41590,0.59865
2001,Lower Saxony,Urban regions,Earn money,0.36982,36,107,0.27792,0.46173
2001,Lower Saxony,Urban regions,Both equally,0.55798,71,107,0.46344,0.65252
2001,Lower Saxony,Rural regions,Earn money,0.41267,54,114,0.32190,0.50345
2001,Lower Saxony,Rural regions,Both equally,0.45907,60,114,0.36719,0.55095
2001,North Rhine-Westphalia,Urban regions,Earn money,0.37942,203,558,0.33912,0.41971
2001,North Rhine-Westphalia,Urban regions,Other reasons,0.06314,38,558,0.04294,0.08334
2001,North Rhine-Westphalia,Urban regions,Both equally,0.55744,317,558,0.51619,0.59869
2001,Hesse,Urban regions,Earn money,0.40326,59,154,0.32553,0.48100
2001,Hesse,Urban regions,Both equally,0.54242,95,154,0.46348,0.62136
2001,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.36584,53,146,0.28744,0.44424
2001,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.54371,93,146,0.46264,0.62478
2001,Baden-Wuerttemberg,Urban regions,Earn money,0.35151,95,265,0.29392,0.40911
2001,Baden-Wuerttemberg,Urban regions,Both equally,0.59845,170,265,0.53931,0.65758
2001,Bavaria,Urban regions,Earn money,0.41959,68,155,0.34165,0.49753
2001,Bavaria,Urban regions,Both equally,0.51705,87,155,0.43813,0.59598
2001,Bavaria,Rural regions,Earn money,0.33540,54,168,0.26379,0.40700
2001,Bavaria,Rural regions,Both equally,0.60255,114,168,0.52832,0.67677
2001,Berlin,Urban regions,Earn money,0.29574,39,123,0.21476,0.37672
2001,Berlin,Urban regions,Both equally,0.65585,84,123,0.57155,0.74016
2001,Brandenburg,Rural regions,Earn money,0.55358,74,136,0.46972,0.63744
2001,Brandenburg,Rural regions,Both equally,0.43626,62,136,0.35260,0.51991
2001,Mecklenburg-Western Pomerania,Rural regions,Earn money,0.45753,33,68,0.33824,0.57682
2001,Mecklenburg-Western Pomerania,Rural regions,Both equally,0.54247,35,68,0.42318,0.66176
2001,Saxony,Urban regions,Earn money,0.29453,42,130,0.21587,0.37319
2001,Saxony,Urban regions,Both equally,0.65341,88,130,0.57129,0.73553
2001,Saxony,Rural regions,Earn money,0.45181,65,138,0.36847,0.53515
2001,Saxony,Rural regions,Both equally,0.53316,73,138,0.44961,0.61670
2001,Saxony-Anhalt,Rural regions,Earn money,0.40689,65,150,0.32801,0.48577
2001,Saxony-Anhalt,Rural regions,Both equally,0.58971,85,150,0.51073,0.66869
2001,Thuringa,Rural regions,Earn money,0.37233,46,122,0.28619,0.45847
2001,Thuringa,Rural regions,Both equally,0.60457,76,122,0.51745,0.69169
2003,Lower Saxony,Urban regions,Earn money,0.43696,47,111,0.34427,0.52965
2003,Lower Saxony,Urban regions,Both equally,0.54283,64,111,0.44974,0.63593
2003,Lower Saxony,Rural regions,Earn money,0.44774,57,118,0.35764,0.53785
2003,Lower Saxony,Rural regions,Both equally,0.51177,61,118,0.42120,0.60235
2003,North Rhine-Westphalia,Urban regions,Earn money,0.40491,200,568,0.36450,0.44531
2003,North Rhine-Westphalia,Urban regions,Other reasons,0.07467,43,568,0.05304,0.09631
2003,North Rhine-Westphalia,Urban regions,Both equally,0.52042,325,568,0.47930,0.56154
2003,Hesse,Urban regions,Earn money,0.38485,61,155,0.30800,0.46170
2003,Hesse,Urban regions,Both equally,0.59234,94,155,0.51473,0.66996
2003,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.41598,58,146,0.33575,0.49620
2003,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.54540,88,146,0.46435,0.62644
2003,Baden-Wuerttemberg,Urban regions,Earn money,0.39046,138,301,0.33525,0.44566
2003,Baden-Wuerttemberg,Urban regions,Both equally,0.56440,163,301,0.50829,0.62051
2003,Bavaria,Urban regions,Earn money,0.40221,68,172,0.32871,0.47570
2003,Bavaria,Urban regions,Both equally,0.54534,104,172,0.47070,0.61997
2003,Bavaria,Rural regions,Earn money,0.50854,82,177,0.43468,0.58240
2003,Bavaria,Rural regions,Both equally,0.43946,95,177,0.36613,0.51279
2003,Berlin,Urban regions,Earn money,0.46741,66,149,0.38702,0.54779
2003,Berlin,Urban regions,Both equally,0.51300,83,149,0.43247,0.59352
2003,Brandenburg,Rural regions,Earn money,0.52877,68,128,0.44196,0.61559
2003,Brandenburg,Rural regions,Both equally,0.44565,60,128,0.35920,0.53209
2003,Mecklenburg-Western Pomerania,Rural regions,Earn money,0.47958,43,88,0.37460,0.58456
2003,Mecklenburg-Western Pomerania,Rural regions,Both equally,0.49928,45,88,0.39421,0.60435
2003,Saxony,Urban regions,Earn money,0.38410,51,139,0.30295,0.46525
2003,Saxony,Urban regions,Both equally,0.59538,88,139,0.51349,0.67727
2003,Saxony,Rural regions,Earn money,0.41613,74,145,0.33562,0.49664
2003,Saxony,Rural regions,Both equally,0.55745,71,145,0.47633,0.63858
2003,Saxony-Anhalt,Rural regions,Earn money,0.52801,78,149,0.44758,0.60844
2003,Saxony-Anhalt,Rural regions,Both equally,0.46479,71,149,0.38444,0.54515
2003,Thuringa,Rural regions,Earn money,0.40949,47,104,0.31453,0.50446
2003,Thuringa,Rural regions,Both equally,0.55438,57,104,0.45839,0.65037
2005,Lower Saxony,Urban regions,Earn money,0.54381,36,69,0.42542,0.66219
2005,Lower Saxony,Urban regions,Both equally,0.34073,33,69,0.22807,0.45338
2005,Lower Saxony,Rural regions,Earn money,0.45687,46,100,0.35874,0.55500
2005,Lower Saxony,Rural regions,Both equally,0.50144,54,100,0.40294,0.59993
2005,North Rhine-Westphalia,Urban regions,Earn money,0.39317,187,474,0.34915,0.43719
2005,North Rhine-Westphalia,Urban regions,Both equally,0.57562,287,474,0.53107,0.62016
2005,Hesse,Urban regions,Earn money,0.41726,44,104,0.32202,0.51249
2005,Hesse,Urban regions,Both equally,0.54552,60,104,0.44936,0.64168
2005,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.52010,51,108,0.42544,0.61476
2005,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.47605,57,108,0.38142,0.57068
2005,Baden-Wuerttemberg,Urban regions,Earn money,0.38958,95,236,0.32723,0.45193
2005,Baden-Wuerttemberg,Urban regions,Both equally,0.55624,141,236,0.49272,0.61976
2005,Bavaria,Urban regions,Earn money,0.35800,48,119,0.27150,0.44450
2005,Bavaria,Urban regions,Both equally,0.59008,71,119,0.50134,0.67882
2005,Bavaria,Rural regions,Earn money,0.42435,59,125,0.33735,0.51134
2005,Bavaria,Rural regions,Both equally,0.51705,66,125,0.42909,0.60500
2005,Berlin,Urban regions,Earn money,0.31935,49,136,0.24070,0.39800
2005,Berlin,Urban regions,Both equally,0.66603,87,136,0.58647,0.74559
2005,Brandenburg,Rural regions,Earn money,0.54946,69,129,0.46326,0.63565
2005,Brandenburg,Rural regions,Both equally,0.44444,60,129,0.35835,0.53052
2005,Mecklenburg-Western Pomerania,Rural regions,Both equally,0.55091,39,39,0.39276,0.70906
2005,Saxony,Urban regions,Earn money,0.30760,52,129,0.22765,0.38755
2005,Saxony,Urban regions,Both equally,0.64797,77,129,0.56523,0.73071
2005,Saxony,Rural regions,Earn money,0.39602,46,114,0.30584,0.48619
2005,Saxony,Rural regions,Both equally,0.60259,68,114,0.51236,0.69282
2005,Saxony-Anhalt,Rural regions,Earn money,0.40559,52,120,0.31737,0.49381
2005,Saxony-Anhalt,Rural regions,Both equally,0.57632,68,120,0.48753,0.66510
2005,Thuringa,Urban regions,Both equally,0.53782,32,32,0.36231,0.71333
2005,Thuringa,Rural regions,Earn money,0.42003,48,115,0.32943,0.51063
2005,Thuringa,Rural regions,Both equally,0.57864,67,115,0.48800,0.66928
2007,Lower Saxony,Urban regions,Earn money,0.41655,33,87,0.31235,0.52074
2007,Lower Saxony,Urban regions,Both equally,0.53577,54,87,0.43036,0.64118
2007,Lower Saxony,Rural regions,Earn money,0.44838,49,106,0.35325,0.54351
2007,Lower Saxony,Rural regions,Both equally,0.51114,57,106,0.41553,0.60676
2007,North Rhine-Westphalia,Urban regions,Earn money,0.37936,178,478,0.33581,0.42290
2007,North Rhine-Westphalia,Urban regions,Both equally,0.57946,300,478,0.53516,0.62376
2007,Hesse,Urban regions,Earn money,0.43729,61,131,0.35202,0.52256
2007,Hesse,Urban regions,Both equally,0.51854,70,131,0.43265,0.60443
2007,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.27611,36,106,0.19059,0.36162
2007,"Rhineland-Palatinate, Saarland",Urban regions,Both equally,0.64534,70,106,0.55383,0.73684
2007,Baden-Wuerttemberg,Urban regions,Earn money,0.40445,99,249,0.34337,0.46553
2007,Baden-Wuerttemberg,Urban regions,Both equally,0.52542,150,249,0.46327,0.58757
2007,Bavaria,Urban regions,Earn money,0.47041,73,163,0.39355,0.54727
2007,Bavaria,Urban regions,Both equally,0.50224,90,163,0.42524,0.57923
2007,Bavaria,Rural regions,Earn money,0.41427,52,145,0.33382,0.49473
2007,Bavaria,Rural regions,Both equally,0.57760,93,145,0.49692,0.65828
2007,Berlin,Urban regions,Earn money,0.32718,41,103,0.23613,0.41824
2007,Berlin,Urban regions,Both equally,0.58082,62,103,0.48506,0.67658
2007,Brandenburg,Rural regions,Earn money,0.47457,61,123,0.38596,0.56318
2007,Brandenburg,Rural regions,Both equally,0.50369,62,123,0.41496,0.59241
2007,Mecklenburg-Western Pomerania,Rural regions,Earn money,0.40405,31,67,0.28566,0.52243
2007,Mecklenburg-Western Pomerania,Rural regions,Both equally,0.56370,36,67,0.44406,0.68335
2007,Saxony,Urban regions,Earn money,0.28691,37,107,0.20080,0.37302
2007,Saxony,Urban regions,Both equally,0.69769,70,107,0.61026,0.78512
2007,Saxony,Rural regions,Earn money,0.38796,39,95,0.28945,0.48647
2007,Saxony,Rural regions,Both equally,0.61204,56,95,0.51353,0.71055
2007,Saxony-Anhalt,Rural regions,Earn money,0.34299,41,110,0.25387,0.43210
2007,Saxony-Anhalt,Rural regions,Both equally,0.61525,69,110,0.52391,0.70659
2007,Thuringa,Rural regions,Earn money,0.41055,34,93,0.31003,0.51108
2007,Thuringa,Rural regions,Both equally,0.58945,59,93,0.48892,0.68997
2009,Lower Saxony,Urban regions,Both equally,0.63835,45,45,0.49638,0.78032
2009,Lower Saxony,Rural regions,Earn money,0.59540,42,77,0.48505,0.70574
2009,Lower Saxony,Rural regions,Both equally,0.37646,35,77,0.26754,0.48539
2009,North Rhine-Westphalia,Urban regions,Earn money,0.40258,149,370,0.35254,0.45262
2009,North Rhine-Westphalia,Urban regions,Both equally,0.55410,221,370,0.50339,0.60482
2009,Hesse,Urban regions,Earn money,0.41254,53,99,0.31507,0.51001
2009,Hesse,Urban regions,Both equally,0.43597,46,99,0.33779,0.53415
2009,"Rhineland-Palatinate, Saarland",Urban regions,Earn money,0.46815,36,92,0.36563,0.57068
