year,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1984,male,,,,,,,,,,,,
1984,female,,,,,,,,,,,,
1985,male,,,,,,,,,,,,
1985,female,,,,,,,,,,,,
1986,male,,,,,,,,,,,,
1986,female,,,,,,,,,,,,
1987,male,,,,,,,,,,,,
1987,female,,,,,,,,,,,,
1988,male,,,,,,,,,,,,
1988,female,,,,,,,,,,,,
1989,male,,,,,,,,,,,,
1989,female,,,,,,,,,,,,
1990,male,,,,,,,,,,,,
1990,female,,,,,,,,,,,,
1991,male,,,,,,,,,,,,
1991,female,,,,,,,,,,,,
1992,male,,,,,,,,,,,,
1992,female,,,,,,,,,,,,
1993,male,,,,,,,,,,,,
1993,female,,,,,,,,,,,,
1994,male,,,,,,,,,,,,
1994,female,,,,,,,,,,,,
1995,male,,,,,,,,,,,,
1995,female,,,,,,,,,,,,
1996,male,,,,,,,,,,,,
1996,female,,,,,,,,,,,,
1997,male,,,,,,,,,,,,
1997,female,,,,,,,,,,,,
1998,male,,,,,,,,,,,,
1998,female,,,,,,,,,,,,
1999,male,,,,,,,,,,,,
1999,female,,,,,,,,,,,,
2000,male,,,,,,,,,,,,
2000,female,,,,,,,,,,,,
2001,male,,,,,,,,,,,,
2001,female,,,,,,,,,,,,
2002,male,3713,18.51194,18.19998,18.82390,10.00000,20.00000,20.00000,1.00000,35.00000,20.00000,20.00000,20.00000
2002,female,3077,14.95190,14.66235,15.24145,10.00000,15.00000,20.00000,1.00000,35.00000,15.00000,15.00000,15.00000
2003,male,,,,,,,,,,,,
2003,female,,,,,,,,,,,,
2004,male,3261,17.98980,17.64430,18.33530,10.00000,19.00000,20.00000,1.00000,35.00000,19.00000,19.00000,20.00000
2004,female,2834,14.29281,13.98030,14.60533,9.00000,15.00000,20.00000,1.00000,36.50000,15.00000,12.97500,15.00000
2005,male,,,,,,,,,,,,
2005,female,,,,,,,,,,,,
2006,male,3122,17.47488,17.13234,17.81742,10.00000,17.00000,20.00000,1.00000,35.00000,17.00000,17.00000,19.00000
2006,female,2853,13.97084,13.67906,14.26263,8.00000,14.00000,20.00000,1.00000,38.00000,14.00000,12.00000,15.00000
2007,male,,,,,,,,,,,,
2007,female,,,,,,,,,,,,
2008,male,2589,16.71008,16.34883,17.07133,10.00000,16.00000,20.00000,1.00000,35.00000,16.00000,15.00000,17.00000
2008,female,2324,13.66734,13.34916,13.98553,8.00000,12.00000,20.00000,1.00000,38.00000,12.00000,12.00000,14.02500
2009,male,,,,,,,,,,,,
2009,female,,,,,,,,,,,,
2010,male,2177,16.87801,16.48470,17.27132,10.00000,15.00000,20.00000,1.00000,35.00000,15.00000,15.00000,17.00000
2010,female,1942,13.05903,12.71708,13.40099,7.00000,12.00000,20.00000,1.00000,39.50000,12.00000,10.00000,12.00000
2011,male,,,,,,,,,,,,
2011,female,,,,,,,,,,,,
2012,male,2579,16.10831,15.76674,16.44988,10.00000,15.00000,20.00000,1.00000,35.00000,15.00000,15.00000,15.00000
2012,female,2447,13.15641,12.85574,13.45708,8.00000,12.00000,20.00000,1.00000,38.00000,12.00000,10.00000,12.00000
2013,male,,,,,,,,,,,,
2013,female,,,,,,,,,,,,
2014,male,3604,15.96135,15.68059,16.24211,10.00000,15.00000,20.00000,1.00000,35.00000,15.00000,15.00000,15.00000
2014,female,3489,12.68970,12.44126,12.93814,7.00000,10.00000,19.00000,1.00000,37.00000,10.00000,10.00000,12.00000
2015,male,,,,,,,,,,,,
2015,female,,,,,,,,,,,,
2016,male,3025,15.74599,15.43410,16.05788,10.00000,15.00000,20.00000,1.00000,35.00000,15.00000,15.00000,15.00000
2016,female,3020,12.41189,12.15562,12.66816,7.00000,10.00000,16.40239,1.00000,30.50597,10.00000,10.00000,12.00000
2017,male,,,,,,,,,,,,
2017,female,,,,,,,,,,,,
2018,male,3070,15.05451,14.74998,15.35905,10.00000,15.00000,20.00000,1.00000,35.00000,15.00000,15.00000,15.00000
2018,female,3168,12.29251,12.04366,12.54137,7.00000,10.00000,17.00000,1.00000,32.00000,10.00000,10.00000,10.00000
2019,male,,,,,,,,,,,,
2019,female,,,,,,,,,,,,
2020,male,3720,14.77390,14.49974,15.04807,10.00000,15.00000,20.00000,0.00000,35.00000,15.00000,15.00000,15.00000
2020,female,2959,12.24524,11.98305,12.50742,7.00000,10.00000,15.00000,0.00000,27.00000,10.00000,10.00000,10.00000
2021,male,,,,,,,,,,,,
2021,female,,,,,,,,,,,,
2022,male,,,,,,,,,,,,
2022,female,,,,,,,,,,,,
