,Unnamed: 0,year,bula_h,ple0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
354,354,2001,Saxony,No,0.91183,1507,21808,0.88685,0.93791
355,355,2001,Saxony-Anhalt,Yes,0.09966,96,21808,0.0899,0.10897
356,356,2001,Saxony-Anhalt,No,0.90034,904,21808,0.8648,0.9347
357,357,2001,Thuringa,Yes,0.11487,86,21808,0.10267,0.12672
358,358,2001,Thuringa,No,0.88513,877,21808,0.8496,0.93035
359,359,2002,Schleswig-Holstein,Yes,0.14883,83,22875,0.13002,0.16646
360,360,2002,Schleswig-Holstein,No,0.85117,624,22875,0.80881,0.90738
361,361,2002,Hamburg,Yes,0.17308,42,22875,0.1469,0.21304
362,362,2002,Hamburg,No,0.82692,279,22875,0.75131,0.90643
363,363,2002,Lower Saxony,Yes,0.13927,229,22875,0.12814,0.14987
364,364,2002,Lower Saxony,No,0.86073,1739,22875,0.83047,0.89125
365,365,2002,Bremen,No,1.0,150,22875,0.88526,1.11741
366,366,2002,North Rhine-Westphalia,Yes,0.14304,592,22875,0.13728,0.15065
367,367,2002,North Rhine-Westphalia,No,0.85696,4253,22875,0.83736,0.87575
368,368,2002,Hesse,Yes,0.13342,189,22875,0.1243,0.14419
369,369,2002,Hesse,No,0.86658,1445,22875,0.82557,0.90421
370,370,2002,"Rhineland-Palatinate, Saarland",Yes,0.12174,163,22875,0.11011,0.13203
371,371,2002,"Rhineland-Palatinate, Saarland",No,0.87826,1211,22875,0.8467,0.91198
372,372,2002,Baden-Wuerttemberg,Yes,0.1317,292,22875,0.12156,0.14386
373,373,2002,Baden-Wuerttemberg,No,0.8683,2492,22875,0.83909,0.89622
374,374,2002,Bavaria,Yes,0.12736,327,22875,0.11781,0.13714
375,375,2002,Bavaria,No,0.87264,2907,22875,0.84512,0.8983
376,376,2002,Berlin,Yes,0.14149,101,22875,0.12638,0.15541
377,377,2002,Berlin,No,0.85851,720,22875,0.81253,0.90057
378,378,2002,Brandenburg,Yes,0.12914,116,22875,0.1158,0.14192
379,379,2002,Brandenburg,No,0.87086,839,22875,0.83247,0.90903
380,380,2002,Mecklenburg-Western Pomerania,Yes,0.13678,59,22875,0.11918,0.1536
381,381,2002,Mecklenburg-Western Pomerania,No,0.86322,453,22875,0.81193,0.91405
382,382,2002,Saxony,Yes,0.09766,136,22875,0.08695,0.10651
383,383,2002,Saxony,No,0.90234,1506,22875,0.8704,0.93526
384,384,2002,Saxony-Anhalt,Yes,0.12381,108,22875,0.11156,0.13691
385,385,2002,Saxony-Anhalt,No,0.87619,858,22875,0.83364,0.91569
386,386,2002,Thuringa,Yes,0.11452,89,22875,0.10175,0.13101
387,387,2002,Thuringa,No,0.88548,873,22875,0.84193,0.92406
388,388,2003,Schleswig-Holstein,Yes,0.12125,76,22032,0.10594,0.14097
389,389,2003,Schleswig-Holstein,No,0.87875,586,22032,0.82686,0.92543
390,390,2003,Hamburg,Yes,0.16053,32,22032,0.12649,0.19592
391,391,2003,Hamburg,No,0.83947,260,22032,0.76567,0.9238
392,392,2003,Lower Saxony,Yes,0.13837,217,22032,0.12762,0.1494
393,393,2003,Lower Saxony,No,0.86163,1683,22032,0.83516,0.89232
394,394,2003,Bremen,No,1.0,155,22032,0.89363,1.12132
395,395,2003,North Rhine-Westphalia,Yes,0.14269,574,22032,0.13429,0.15127
396,396,2003,North Rhine-Westphalia,No,0.85731,4061,22032,0.83982,0.87578
397,397,2003,Hesse,Yes,0.13826,189,22032,0.12765,0.15001
398,398,2003,Hesse,No,0.86174,1300,22032,0.8233,0.89497
399,399,2003,"Rhineland-Palatinate, Saarland",Yes,0.13456,170,22032,0.123,0.14584
400,400,2003,"Rhineland-Palatinate, Saarland",No,0.86544,1178,22032,0.83338,0.90403
401,401,2003,Baden-Wuerttemberg,Yes,0.12783,280,22032,0.1154,0.13719
402,402,2003,Baden-Wuerttemberg,No,0.87217,2394,22032,0.8452,0.90229
403,403,2003,Bavaria,Yes,0.12332,325,22032,0.1152,0.13138
404,404,2003,Bavaria,No,0.87668,2786,22032,0.84871,0.90788
405,405,2003,Berlin,Yes,0.14349,104,22032,0.12322,0.1605
406,406,2003,Berlin,No,0.85651,718,22032,0.81547,0.89513
407,407,2003,Brandenburg,Yes,0.12803,114,22032,0.11405,0.1424
408,408,2003,Brandenburg,No,0.87197,824,22032,0.83099,0.91545
409,409,2003,Mecklenburg-Western Pomerania,Yes,0.13803,63,22032,0.11976,0.15835
410,410,2003,Mecklenburg-Western Pomerania,No,0.86197,460,22032,0.80484,0.91317
411,411,2003,Saxony,Yes,0.09451,135,22032,0.08521,0.10383
412,412,2003,Saxony,No,0.90549,1469,22032,0.87551,0.93636
413,413,2003,Saxony-Anhalt,Yes,0.11981,99,22032,0.10648,0.13504
414,414,2003,Saxony-Anhalt,No,0.88019,831,22032,0.84071,0.92038
415,415,2003,Thuringa,Yes,0.1127,83,22032,0.0961,0.1309
416,416,2003,Thuringa,No,0.8873,866,22032,0.84938,0.92971
417,417,2004,Schleswig-Holstein,Yes,0.12473,78,21502,0.10881,0.14399
418,418,2004,Schleswig-Holstein,No,0.87527,586,21502,0.82519,0.92614
419,419,2004,Hamburg,Yes,0.15767,34,21502,0.1271,0.18966
420,420,2004,Hamburg,No,0.84233,257,21502,0.77147,0.93518
421,421,2004,Lower Saxony,Yes,0.14737,222,21502,0.13367,0.16144
422,422,2004,Lower Saxony,No,0.85263,1660,21502,0.81968,0.89023
423,423,2004,Bremen,No,1.0,146,21502,0.89655,1.13671
424,424,2004,North Rhine-Westphalia,Yes,0.15014,578,21502,0.14098,0.1583
425,425,2004,North Rhine-Westphalia,No,0.84986,3942,21502,0.82841,0.8731
426,426,2004,Hesse,Yes,0.13603,185,21502,0.12454,0.15018
427,427,2004,Hesse,No,0.86397,1254,21502,0.82893,0.90685
428,428,2004,"Rhineland-Palatinate, Saarland",Yes,0.14035,167,21502,0.12775,0.15355
429,429,2004,"Rhineland-Palatinate, Saarland",No,0.85965,1133,21502,0.82166,0.89959
430,430,2004,Baden-Wuerttemberg,Yes,0.1295,290,21502,0.11782,0.14081
431,431,2004,Baden-Wuerttemberg,No,0.8705,2307,21502,0.84281,0.90642
432,432,2004,Bavaria,Yes,0.12734,321,21502,0.11886,0.13768
433,433,2004,Bavaria,No,0.87266,2708,21502,0.84546,0.89766
434,434,2004,Berlin,Yes,0.14716,105,21502,0.12893,0.16356
435,435,2004,Berlin,No,0.85284,697,21502,0.80766,0.90587
436,436,2004,Brandenburg,Yes,0.13954,118,21502,0.12477,0.15477
437,437,2004,Brandenburg,No,0.86046,784,21502,0.81185,0.9088
438,438,2004,Mecklenburg-Western Pomerania,Yes,0.12047,59,21502,0.10501,0.1404
439,439,2004,Mecklenburg-Western Pomerania,No,0.87953,449,21502,0.8178,0.93952
440,440,2004,Saxony,Yes,0.10353,141,21502,0.09154,0.11551
441,441,2004,Saxony,No,0.89647,1420,21502,0.86353,0.9323
442,442,2004,Saxony-Anhalt,Yes,0.12141,95,21502,0.1077,0.13525
443,443,2004,Saxony-Anhalt,No,0.87859,824,21502,0.83149,0.93065
444,444,2004,Thuringa,Yes,0.11581,87,21502,0.09961,0.13395
445,445,2004,Thuringa,No,0.88419,855,21502,0.82954,0.93664
446,446,2005,Schleswig-Holstein,Yes,0.13644,82,20550,0.1177,0.15684
447,447,2005,Schleswig-Holstein,No,0.86356,555,20550,0.81401,0.91504
448,448,2005,Hamburg,Yes,0.16557,33,20550,0.13093,0.20084
449,449,2005,Hamburg,No,0.83443,251,20550,0.75272,0.92355
450,450,2005,Lower Saxony,Yes,0.14093,207,20550,0.12933,0.15376
451,451,2005,Lower Saxony,No,0.85907,1569,20550,0.82251,0.8912
452,452,2005,Bremen,No,1.0,125,20550,0.85642,1.14169
453,453,2005,North Rhine-Westphalia,Yes,0.15226,593,20550,0.1433,0.16214
454,454,2005,North Rhine-Westphalia,No,0.84774,3747,20550,0.82567,0.87163
455,455,2005,Hesse,Yes,0.12157,165,20550,0.10843,0.13246
456,456,2005,Hesse,No,0.87843,1193,20550,0.83816,0.92089
457,457,2005,"Rhineland-Palatinate, Saarland",Yes,0.129,153,20550,0.11564,0.14355
458,458,2005,"Rhineland-Palatinate, Saarland",No,0.871,1079,20550,0.822,0.91512
459,459,2005,Baden-Wuerttemberg,Yes,0.11802,273,20550,0.1086,0.12828
460,460,2005,Baden-Wuerttemberg,No,0.88198,2235,20550,0.85176,0.9126
461,461,2005,Bavaria,Yes,0.13125,328,20550,0.12022,0.14088
462,462,2005,Bavaria,No,0.86875,2552,20550,0.84225,0.90047
463,463,2005,Berlin,Yes,0.14024,98,20550,0.12082,0.16145
464,464,2005,Berlin,No,0.85976,653,20550,0.80261,0.90949
465,465,2005,Brandenburg,Yes,0.13051,113,20550,0.11537,0.14442
466,466,2005,Brandenburg,No,0.86949,765,20550,0.82115,0.91518
467,467,2005,Mecklenburg-Western Pomerania,Yes,0.12176,59,20550,0.10268,0.14305
468,468,2005,Mecklenburg-Western Pomerania,No,0.87824,440,20550,0.81587,0.945
469,469,2005,Saxony,Yes,0.10794,144,20550,0.0964,0.11931
470,470,2005,Saxony,No,0.89206,1365,20550,0.84994,0.93428
471,471,2005,Saxony-Anhalt,Yes,0.12915,95,20550,0.11235,0.1468
472,472,2005,Saxony-Anhalt,No,0.87085,794,20550,0.82259,0.92385
473,473,2005,Thuringa,Yes,0.12219,87,20550,0.10674,0.13959
474,474,2005,Thuringa,No,0.87781,797,20550,0.82368,0.94197
475,475,2006,Schleswig-Holstein,Yes,0.15693,100,21882,0.13781,0.17622
476,476,2006,Schleswig-Holstein,No,0.84307,573,21882,0.79068,0.89955
477,477,2006,Hamburg,Yes,0.18116,41,21882,0.15713,0.21362
478,478,2006,Hamburg,No,0.81884,260,21882,0.73634,0.90443
479,479,2006,Lower Saxony,Yes,0.1413,235,21882,0.13004,0.15259
480,480,2006,Lower Saxony,No,0.8587,1722,21882,0.82456,0.89254
481,481,2006,Bremen,No,1.0,126,21882,0.87481,1.13232
482,482,2006,North Rhine-Westphalia,Yes,0.15036,615,21882,0.14232,0.15779
483,483,2006,North Rhine-Westphalia,No,0.84964,3920,21882,0.83235,0.87007
484,484,2006,Hesse,Yes,0.13945,202,21882,0.12822,0.15425
485,485,2006,Hesse,No,0.86055,1273,21882,0.82705,0.89672
486,486,2006,"Rhineland-Palatinate, Saarland",Yes,0.13021,164,21882,0.11659,0.14401
487,487,2006,"Rhineland-Palatinate, Saarland",No,0.86979,1122,21882,0.8321,0.91444
488,488,2006,Baden-Wuerttemberg,Yes,0.12902,321,21882,0.11812,0.13977
489,489,2006,Baden-Wuerttemberg,No,0.87098,2387,21882,0.84004,0.90466
490,490,2006,Bavaria,Yes,0.12805,358,21882,0.1185,0.13844
491,491,2006,Bavaria,No,0.87195,2773,21882,0.83912,0.90041
492,492,2006,Berlin,Yes,0.14456,104,21882,0.12514,0.16142
493,493,2006,Berlin,No,0.85544,675,21882,0.80796,0.90442
494,494,2006,Brandenburg,Yes,0.13141,125,21882,0.11717,0.14808
495,495,2006,Brandenburg,No,0.86859,810,21882,0.82253,0.91191
496,496,2006,Mecklenburg-Western Pomerania,Yes,0.13364,64,21882,0.11281,0.15962
497,497,2006,Mecklenburg-Western Pomerania,No,0.86636,483,21882,0.81937,0.91716
498,498,2006,Saxony,Yes,0.12916,159,21882,0.11468,0.14367
499,499,2006,Saxony,No,0.87084,1415,21882,0.83859,0.90375
500,500,2006,Saxony-Anhalt,Yes,0.11765,99,21882,0.1016,0.13534
501,501,2006,Saxony-Anhalt,No,0.88235,812,21882,0.83329,0.93189
502,502,2006,Thuringa,Yes,0.13089,104,21882,0.11399,0.14972
503,503,2006,Thuringa,No,0.86911,840,21882,0.81798,0.92223
504,504,2007,Schleswig-Holstein,Yes,0.1544,93,20394,0.1348,0.17268
505,505,2007,Schleswig-Holstein,No,0.8456,518,20394,0.78975,0.8938
506,506,2007,Hamburg,Yes,0.15843,37,20394,0.13352,0.18652
507,507,2007,Hamburg,No,0.84157,253,20394,0.75117,0.93855
508,508,2007,Lower Saxony,Yes,0.12598,206,20394,0.11551,0.1372
509,509,2007,Lower Saxony,No,0.87402,1608,20394,0.83564,0.90617
510,510,2007,Bremen,No,1.0,128,20394,0.8562,1.12834
511,511,2007,North Rhine-Westphalia,Yes,0.15157,581,20394,0.14298,0.16178
512,512,2007,North Rhine-Westphalia,No,0.84843,3610,20394,0.82813,0.86784
513,513,2007,Hesse,Yes,0.14911,196,20394,0.13436,0.16581
514,514,2007,Hesse,No,0.85089,1187,20394,0.80925,0.89097
515,515,2007,"Rhineland-Palatinate, Saarland",Yes,0.13796,152,20394,0.12185,0.15481
516,516,2007,"Rhineland-Palatinate, Saarland",No,0.86204,1017,20394,0.81439,0.90734
517,517,2007,Baden-Wuerttemberg,Yes,0.12676,293,20394,0.11313,0.13824
518,518,2007,Baden-Wuerttemberg,No,0.87324,2184,20394,0.83549,0.90704
519,519,2007,Bavaria,Yes,0.13823,363,20394,0.12937,0.14728
520,520,2007,Bavaria,No,0.86177,2578,20394,0.83229,0.88925
521,521,2007,Berlin,Yes,0.14838,95,20394,0.12929,0.1725
522,522,2007,Berlin,No,0.85162,651,20394,0.7941,0.91156
523,523,2007,Brandenburg,Yes,0.1389,121,20394,0.12397,0.15759
524,524,2007,Brandenburg,No,0.8611,735,20394,0.80668,0.90442
525,525,2007,Mecklenburg-Western Pomerania,Yes,0.13788,64,20394,0.11327,0.162
526,526,2007,Mecklenburg-Western Pomerania,No,0.86212,442,20394,0.79991,0.92148
527,527,2007,Saxony,Yes,0.10777,144,20394,0.09401,0.12099
528,528,2007,Saxony,No,0.89223,1367,20394,0.84981,0.93696
529,529,2007,Saxony-Anhalt,Yes,0.11345,91,20394,0.09523,0.13496
530,530,2007,Saxony-Anhalt,No,0.88655,774,20394,0.83185,0.93839
531,531,2007,Thuringa,Yes,0.11543,97,20394,0.10231,0.1348
532,532,2007,Thuringa,No,0.88457,809,20394,0.83001,0.94544
533,533,2008,Schleswig-Holstein,Yes,0.14203,80,19211,0.12545,0.16179
534,534,2008,Schleswig-Holstein,No,0.85797,471,19211,0.79721,0.91375
535,535,2008,Hamburg,Yes,0.1421,31,19211,0.11711,0.16436
536,536,2008,Hamburg,No,0.8579,248,19211,0.77111,0.9493
537,537,2008,Lower Saxony,Yes,0.13418,208,19211,0.12074,0.14698
538,538,2008,Lower Saxony,No,0.86582,1523,19211,0.8304,0.90488
539,539,2008,Bremen,No,1.0,119,19211,0.85917,1.15453
540,540,2008,North Rhine-Westphalia,Yes,0.14709,532,19211,0.13878,0.15482
541,541,2008,North Rhine-Westphalia,No,0.85291,3382,19211,0.83145,0.87809
542,542,2008,Hesse,Yes,0.1557,198,19211,0.13921,0.17074
543,543,2008,Hesse,No,0.8443,1110,19211,0.80299,0.88321
544,544,2008,"Rhineland-Palatinate, Saarland",Yes,0.1273,137,19211,0.11365,0.14537
545,545,2008,"Rhineland-Palatinate, Saarland",No,0.8727,956,19211,0.83236,0.91877
546,546,2008,Baden-Wuerttemberg,Yes,0.12509,281,19211,0.11272,0.13743
547,547,2008,Baden-Wuerttemberg,No,0.87491,2072,19211,0.84066,0.9089
548,548,2008,Bavaria,Yes,0.13728,344,19211,0.12738,0.14944
549,549,2008,Bavaria,No,0.86272,2393,19211,0.8293,0.89238
550,550,2008,Berlin,Yes,0.14947,96,19211,0.1285,0.17561
551,551,2008,Berlin,No,0.85053,618,19211,0.79566,0.908
552,552,2008,Brandenburg,Yes,0.13477,108,19211,0.11876,0.15437
553,553,2008,Brandenburg,No,0.86523,713,19211,0.81289,0.93494
554,554,2008,Mecklenburg-Western Pomerania,Yes,0.15234,59,19211,0.12691,0.18036
555,555,2008,Mecklenburg-Western Pomerania,No,0.84766,427,19211,0.78855,0.91396
556,556,2008,Saxony,Yes,0.10258,139,19211,0.0905,0.11632
557,557,2008,Saxony,No,0.89742,1285,19211,0.8441,0.94628
558,558,2008,Saxony-Anhalt,Yes,0.11428,81,19211,0.09546,0.13068
559,559,2008,Saxony-Anhalt,No,0.88572,731,19211,0.82711,0.94487
560,560,2008,Thuringa,Yes,0.11191,96,19211,0.09965,0.12777
561,561,2008,Thuringa,No,0.88809,773,19211,0.82948,0.94646
562,562,2009,Schleswig-Holstein,Yes,0.14815,77,17888,0.12384,0.17411
563,563,2009,Schleswig-Holstein,No,0.85185,433,17888,0.78233,0.93362
564,564,2009,Hamburg,No,1.0,235,17888,0.8843,1.12548
565,565,2009,Lower Saxony,Yes,0.14845,215,17888,0.1332,0.16397
566,566,2009,Lower Saxony,No,0.85155,1411,17888,0.81252,0.89508
567,567,2009,Bremen,No,1.0,105,17888,0.84259,1.16074
568,568,2009,North Rhine-Westphalia,Yes,0.15175,524,17888,0.14158,0.16171
569,569,2009,North Rhine-Westphalia,No,0.84825,3089,17888,0.82471,0.87362
570,570,2009,Hesse,Yes,0.15551,176,17888,0.13633,0.17389
571,571,2009,Hesse,No,0.84449,1032,17888,0.79707,0.88963
572,572,2009,"Rhineland-Palatinate, Saarland",Yes,0.13243,136,17888,0.11751,0.15559
573,573,2009,"Rhineland-Palatinate, Saarland",No,0.86757,886,17888,0.8193,0.92064
574,574,2009,Baden-Wuerttemberg,Yes,0.1217,234,17888,0.10638,0.1344
575,575,2009,Baden-Wuerttemberg,No,0.8783,1857,17888,0.83986,0.91529
576,576,2009,Bavaria,Yes,0.12983,333,17888,0.11821,0.14165
577,577,2009,Bavaria,No,0.87017,2259,17888,0.8359,0.90337
578,578,2009,Berlin,Yes,0.14368,87,17888,0.11999,0.16464
579,579,2009,Berlin,No,0.85632,595,17888,0.80577,0.91687
580,580,2009,Brandenburg,Yes,0.1231,102,17888,0.10133,0.14757
581,581,2009,Brandenburg,No,0.8769,685,17888,0.81815,0.94312
582,582,2009,Mecklenburg-Western Pomerania,Yes,0.11576,50,17888,0.08657,0.14567
583,583,2009,Mecklenburg-Western Pomerania,No,0.88424,416,17888,0.80529,0.96255
584,584,2009,Saxony,Yes,0.1095,138,17888,0.09281,0.12993
585,585,2009,Saxony,No,0.8905,1225,17888,0.84219,0.94055
586,586,2009,Saxony-Anhalt,Yes,0.12053,86,17888,0.10089,0.14374
587,587,2009,Saxony-Anhalt,No,0.87947,681,17888,0.8168,0.95012
588,588,2009,Thuringa,Yes,0.13152,109,17888,0.11981,0.14715
589,589,2009,Thuringa,No,0.86848,712,17888,0.80125,0.94411
590,590,2010,Schleswig-Holstein,Yes,0.1466,85,23886,0.12185,0.17626
591,591,2010,Schleswig-Holstein,No,0.8534,646,23886,0.7689,0.95126
592,592,2010,Hamburg,Yes,0.13155,32,23886,0.11371,0.1522
593,593,2010,Hamburg,No,0.86845,351,23886,0.76421,0.99308
594,594,2010,Lower Saxony,Yes,0.14433,216,23886,0.12766,0.16416
595,595,2010,Lower Saxony,No,0.85567,1963,23886,0.8097,0.89724
596,596,2010,Bremen,No,1.0,157,23886,0.8394,1.16144
597,597,2010,North Rhine-Westphalia,Yes,0.15433,560,23886,0.14339,0.16412
598,598,2010,North Rhine-Westphalia,No,0.84567,4411,23886,0.81349,0.87539
599,599,2010,Hesse,Yes,0.14061,178,23886,0.12289,0.15679
600,600,2010,Hesse,No,0.85939,1491,23886,0.81238,0.91673
601,601,2010,"Rhineland-Palatinate, Saarland",Yes,0.11937,136,23886,0.10229,0.1389
602,602,2010,"Rhineland-Palatinate, Saarland",No,0.88063,1204,23886,0.82277,0.94294
603,603,2010,Baden-Wuerttemberg,Yes,0.10873,248,23886,0.09456,0.12531
604,604,2010,Baden-Wuerttemberg,No,0.89127,2640,23886,0.85282,0.93544
605,605,2010,Bavaria,Yes,0.13658,349,23886,0.12601,0.14896
606,606,2010,Bavaria,No,0.86342,3225,23886,0.8246,0.89795
607,607,2010,Berlin,Yes,0.17993,102,23886,0.15602,0.20985
608,608,2010,Berlin,No,0.82007,822,23886,0.74824,0.8962
609,609,2010,Brandenburg,Yes,0.13245,115,23886,0.11517,0.14853
610,610,2010,Brandenburg,No,0.86755,832,23886,0.79554,0.94442
611,611,2010,Mecklenburg-Western Pomerania,Yes,0.15359,57,23886,0.11944,0.18923
612,612,2010,Mecklenburg-Western Pomerania,No,0.84641,533,23886,0.76765,0.92395
613,613,2010,Saxony,Yes,0.11486,148,23886,0.10001,0.1365
614,614,2010,Saxony,No,0.88514,1522,23886,0.83616,0.94013
615,615,2010,Saxony-Anhalt,Yes,0.12929,92,23886,0.10327,0.158
616,616,2010,Saxony-Anhalt,No,0.87071,816,23886,0.81271,0.94587
617,617,2010,Thuringa,Yes,0.13114,108,23886,0.11397,0.15138
618,618,2010,Thuringa,No,0.86886,847,23886,0.78044,0.94372
619,619,2011,Schleswig-Holstein,Yes,0.12613,109,28220,0.10725,0.1462
620,620,2011,Schleswig-Holstein,No,0.87387,870,28220,0.80923,0.93691
621,621,2011,Hamburg,Yes,0.16838,47,28220,0.14434,0.19161
622,622,2011,Hamburg,No,0.83162,382,28220,0.74138,0.92255
623,623,2011,Lower Saxony,Yes,0.14231,282,28220,0.12814,0.15943
624,624,2011,Lower Saxony,No,0.85769,2348,28220,0.81757,0.90058
625,625,2011,Bremen,No,1.0,173,28220,0.8288,1.15948
626,626,2011,North Rhine-Westphalia,Yes,0.14935,671,28220,0.14068,0.15892
627,627,2011,North Rhine-Westphalia,No,0.85065,5021,28220,0.8244,0.87979
628,628,2011,Hesse,Yes,0.14395,228,28220,0.12945,0.15859
629,629,2011,Hesse,No,0.85605,1724,28220,0.81267,0.90096
630,630,2011,"Rhineland-Palatinate, Saarland",Yes,0.1327,174,28220,0.11958,0.15055
631,631,2011,"Rhineland-Palatinate, Saarland",No,0.8673,1429,28220,0.82134,0.91837
632,632,2011,Baden-Wuerttemberg,Yes,0.11546,319,28220,0.10392,0.12586
633,633,2011,Baden-Wuerttemberg,No,0.88454,3199,28220,0.84877,0.92449
634,634,2011,Bavaria,Yes,0.13144,472,28220,0.12138,0.14289
635,635,2011,Bavaria,No,0.86856,3945,28220,0.82808,0.89801
636,636,2011,Berlin,Yes,0.17048,122,28220,0.14741,0.20228
637,637,2011,Berlin,No,0.82952,888,28220,0.77384,0.87919
638,638,2011,Brandenburg,Yes,0.11963,132,28220,0.10598,0.13372
639,639,2011,Brandenburg,No,0.88037,1009,28220,0.82433,0.95183
640,640,2011,Mecklenburg-Western Pomerania,Yes,0.15495,74,28220,0.12739,0.18559
641,641,2011,Mecklenburg-Western Pomerania,No,0.84505,580,28220,0.79166,0.92586
642,642,2011,Saxony,Yes,0.10956,182,28220,0.09708,0.12351
643,643,2011,Saxony,No,0.89044,1642,28220,0.84513,0.94076
644,644,2011,Saxony-Anhalt,Yes,0.13785,125,28220,0.11572,0.15919
645,645,2011,Saxony-Anhalt,No,0.86215,969,28220,0.81431,0.93169
646,646,2011,Thuringa,Yes,0.13287,130,28220,0.11549,0.14784
647,647,2011,Thuringa,No,0.86713,974,28220,0.80992,0.92694
648,648,2012,Schleswig-Holstein,Yes,0.13806,115,27516,0.11552,0.1665
649,649,2012,Schleswig-Holstein,No,0.86194,866,27516,0.79301,0.9254
650,650,2012,Hamburg,Yes,0.14027,44,27516,0.11975,0.16363
651,651,2012,Hamburg,No,0.85973,390,27516,0.77757,0.95296
652,652,2012,Lower Saxony,Yes,0.15636,309,27516,0.14087,0.17753
653,653,2012,Lower Saxony,No,0.84364,2246,27516,0.80688,0.87957
654,654,2012,Bremen,No,1.0,180,27516,0.83214,1.19057
655,655,2012,North Rhine-Westphalia,Yes,0.14666,668,27516,0.13628,0.15638
656,656,2012,North Rhine-Westphalia,No,0.85334,4850,27516,0.82914,0.88638
657,657,2012,Hesse,Yes,0.16004,257,27516,0.14484,0.1738
658,658,2012,Hesse,No,0.83996,1640,27516,0.79798,0.88982
659,659,2012,"Rhineland-Palatinate, Saarland",Yes,0.12382,173,27516,0.10907,0.14005
660,660,2012,"Rhineland-Palatinate, Saarland",No,0.87618,1392,27516,0.82646,0.92532
661,661,2012,Baden-Wuerttemberg,Yes,0.12362,342,27516,0.11333,0.13664
662,662,2012,Baden-Wuerttemberg,No,0.87638,2987,27516,0.83947,0.91779
663,663,2012,Bavaria,Yes,0.13577,480,27516,0.12446,0.14614
664,664,2012,Bavaria,No,0.86423,3861,27516,0.83542,0.8941
665,665,2012,Berlin,Yes,0.19465,161,27516,0.16615,0.22122
666,666,2012,Berlin,No,0.80535,876,27516,0.75721,0.85424
667,667,2012,Brandenburg,Yes,0.1303,137,27516,0.11439,0.14845
668,668,2012,Brandenburg,No,0.8697,957,27516,0.80841,0.92779
669,669,2012,Mecklenburg-Western Pomerania,Yes,0.17731,81,27516,0.14675,0.21997
670,670,2012,Mecklenburg-Western Pomerania,No,0.82269,558,27516,0.75205,0.89792
671,671,2012,Saxony,Yes,0.13249,209,27516,0.1156,0.15361
672,672,2012,Saxony,No,0.86751,1629,27516,0.82731,0.90907
673,673,2012,Saxony-Anhalt,Yes,0.14634,117,27516,0.12217,0.17713
674,674,2012,Saxony-Anhalt,No,0.85366,915,27516,0.79099,0.91445
675,675,2012,Thuringa,Yes,0.14102,142,27516,0.12441,0.15595
676,676,2012,Thuringa,No,0.85898,934,27516,0.80341,0.91812
677,677,2013,Schleswig-Holstein,Yes,0.14607,118,30509,0.12037,0.1703
678,678,2013,Schleswig-Holstein,No,0.85393,959,30509,0.7844,0.91461
679,679,2013,Hamburg,Yes,0.12638,45,30509,0.10373,0.15439
680,680,2013,Hamburg,No,0.87362,516,30509,0.7801,0.96165
681,681,2013,Lower Saxony,Yes,0.15445,319,30509,0.13832,0.17105
682,682,2013,Lower Saxony,No,0.84555,2576,30509,0.81446,0.88059
683,683,2013,Bremen,No,1.0,227,30509,0.80729,1.22228
684,684,2013,North Rhine-Westphalia,Yes,0.14826,683,30509,0.13758,0.15839
685,685,2013,North Rhine-Westphalia,No,0.85174,5706,30509,0.82283,0.87456
686,686,2013,Hesse,Yes,0.1571,287,30509,0.1378,0.17818
687,687,2013,Hesse,No,0.8429,1907,30509,0.80318,0.88814
688,688,2013,"Rhineland-Palatinate, Saarland",Yes,0.12579,180,30509,0.11388,0.14079
689,689,2013,"Rhineland-Palatinate, Saarland",No,0.87421,1584,30509,0.82261,0.9181
690,690,2013,Baden-Wuerttemberg,Yes,0.12442,352,30509,0.114,0.13705
691,691,2013,Baden-Wuerttemberg,No,0.87558,3427,30509,0.84573,0.91247
692,692,2013,Bavaria,Yes,0.12633,476,30509,0.11577,0.13891
693,693,2013,Bavaria,No,0.87367,4377,30509,0.84604,0.90533
694,694,2013,Berlin,Yes,0.18109,156,30509,0.15667,0.20735
695,695,2013,Berlin,No,0.81891,1008,30509,0.76748,0.86991
696,696,2013,Brandenburg,Yes,0.12795,140,30509,0.10996,0.14538
697,697,2013,Brandenburg,No,0.87205,979,30509,0.81299,0.93684
698,698,2013,Mecklenburg-Western Pomerania,Yes,0.15944,79,30509,0.13269,0.1918
699,699,2013,Mecklenburg-Western Pomerania,No,0.84056,523,30509,0.77489,0.93016
700,700,2013,Saxony,Yes,0.12728,186,30509,0.10621,0.14725
701,701,2013,Saxony,No,0.87272,1592,30509,0.82622,0.92513
702,702,2013,Saxony-Anhalt,Yes,0.13283,107,30509,0.109,0.16067
703,703,2013,Saxony-Anhalt,No,0.86717,959,30509,0.80773,0.93702
704,704,2013,Thuringa,Yes,0.13749,120,30509,0.11289,0.1628
705,705,2013,Thuringa,No,0.86251,921,30509,0.79841,0.91247
706,706,2014,Schleswig-Holstein,Yes,0.14992,115,27008,0.12291,0.17851
707,707,2014,Schleswig-Holstein,No,0.85008,811,27008,0.78695,0.92467
708,708,2014,Hamburg,Yes,0.12504,38,27008,0.09294,0.1621
