"ple0040","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2001","(Fach-)Abitur","Staedtischer Raum","113","","",""
"Ja","2001","(Fach-)Abitur","Laendlicher Raum","23","","",""
"Ja","2001","AkademikerIn","Staedtischer Raum","185","","",""
"Ja","2001","AkademikerIn","Laendlicher Raum","97","0.0992958373227438","0.0817892340177316","0.116802440627756"
"Nein","2001","(noch) kein Abschluss","Staedtischer Raum","566","0.927523263825699","0.906914211550854","0.948132316100544"
"Nein","2001","(noch) kein Abschluss","Laendlicher Raum","247","","",""
"Nein","2001","Hauptschule","Staedtischer Raum","5038","0.818396598404851","0.808689453513461","0.828103743296241"
"Nein","2001","Hauptschule","Laendlicher Raum","2808","","",""
"Nein","2001","Realschule","Staedtischer Raum","3092","0.902004496895162","0.891947233014992","0.912061760775332"
"Nein","2001","Realschule","Laendlicher Raum","2264","","",""
"Nein","2001","(Fach-)Abitur","Staedtischer Raum","1584","","",""
"Nein","2001","(Fach-)Abitur","Laendlicher Raum","499","0.938575808615893","0.917978179133966","0.959173438097821"
"Nein","2001","AkademikerIn","Staedtischer Raum","2232","","",""
"Nein","2001","AkademikerIn","Laendlicher Raum","1024","","",""
"Ja","2002","(noch) kein Abschluss","Staedtischer Raum","38","0.0752014899954364","0.0549435919918671","0.0954593879990057"
"Ja","2002","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"Ja","2002","Hauptschule","Staedtischer Raum","1085","","",""
"Ja","2002","Hauptschule","Laendlicher Raum","494","0.16966233865632","0.156454027628572","0.182870649684069"
"Ja","2002","Realschule","Staedtischer Raum","285","","",""
"Ja","2002","Realschule","Laendlicher Raum","153","","",""
"Ja","2002","(Fach-)Abitur","Staedtischer Raum","106","","",""
"Ja","2002","(Fach-)Abitur","Laendlicher Raum","27","","",""
"Ja","2002","AkademikerIn","Staedtischer Raum","218","","",""
"Ja","2002","AkademikerIn","Laendlicher Raum","116","","",""
"Nein","2002","(noch) kein Abschluss","Staedtischer Raum","613","0.924798510004564","0.904540612000994","0.945056408008133"
"Nein","2002","(noch) kein Abschluss","Laendlicher Raum","240","","",""
"Nein","2002","Hauptschule","Staedtischer Raum","4685","0.797150139509646","0.786774434775714","0.807525844243578"
"Nein","2002","Hauptschule","Laendlicher Raum","2608","","",""
"Nein","2002","Realschule","Staedtischer Raum","3262","0.899851145661528","0.889971853558367","0.909730437764689"
"Nein","2002","Realschule","Laendlicher Raum","2251","","",""
"Nein","2002","(Fach-)Abitur","Staedtischer Raum","1755","","",""
"Nein","2002","(Fach-)Abitur","Laendlicher Raum","561","0.938425833132684","0.918996464981956","0.957855201283411"
"Nein","2002","AkademikerIn","Staedtischer Raum","2985","","",""
"Nein","2002","AkademikerIn","Laendlicher Raum","1211","","",""
"Ja","2003","(noch) kein Abschluss","Staedtischer Raum","34","0.0707945044295006","0.0507825700917525","0.0908064387672487"
"Ja","2003","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"Ja","2003","Hauptschule","Staedtischer Raum","1019","","",""
"Ja","2003","Hauptschule","Laendlicher Raum","486","0.172900968451036","0.159196486447802","0.186605450454271"
"Ja","2003","Realschule","Staedtischer Raum","287","","",""
"Ja","2003","Realschule","Laendlicher Raum","151","","",""
"Ja","2003","(Fach-)Abitur","Staedtischer Raum","108","","",""
"Ja","2003","(Fach-)Abitur","Laendlicher Raum","24","","",""
"Ja","2003","AkademikerIn","Staedtischer Raum","235","","",""
"Ja","2003","AkademikerIn","Laendlicher Raum","111","","",""
"Nein","2003","(noch) kein Abschluss","Staedtischer Raum","597","0.929205495570499","0.909193561232751","0.949217429908247"
"Nein","2003","(noch) kein Abschluss","Laendlicher Raum","250","","",""
"Nein","2003","Hauptschule","Staedtischer Raum","4455","0.801255135672587","0.790683819427762","0.811826451917413"
"Nein","2003","Hauptschule","Laendlicher Raum","2439","","",""
"Nein","2003","Realschule","Staedtischer Raum","3144","0.898659218338307","0.888561404178403","0.908757032498212"
"Nein","2003","Realschule","Laendlicher Raum","2181","","",""
"Nein","2003","(Fach-)Abitur","Staedtischer Raum","1727","","",""
"Nein","2003","(Fach-)Abitur","Laendlicher Raum","543","0.936806808812673","0.916779770690318","0.956833846935029"
"Nein","2003","AkademikerIn","Staedtischer Raum","2831","","",""
"Nein","2003","AkademikerIn","Laendlicher Raum","1157","","",""
"Ja","2004","(noch) kein Abschluss","Staedtischer Raum","36","0.0908314578671534","0.0687055586080848","0.112957357126222"
"Ja","2004","(noch) kein Abschluss","Laendlicher Raum","8","0.0580358921509867","0.0294503101191656","0.0866214741828078"
"Ja","2004","Hauptschule","Staedtischer Raum","1005","","",""
"Ja","2004","Hauptschule","Laendlicher Raum","475","0.181126150799152","0.166853621678142","0.195398679920162"
"Ja","2004","Realschule","Staedtischer Raum","298","","",""
"Ja","2004","Realschule","Laendlicher Raum","164","","",""
"Ja","2004","(Fach-)Abitur","Staedtischer Raum","108","","",""
"Ja","2004","(Fach-)Abitur","Laendlicher Raum","34","0.0848242377392603","0.0619512498088218","0.107697225669699"
"Ja","2004","AkademikerIn","Staedtischer Raum","244","","",""
"Ja","2004","AkademikerIn","Laendlicher Raum","110","","",""
"Nein","2004","(noch) kein Abschluss","Staedtischer Raum","612","0.909168542132847","0.887042642873778","0.931294441391915"
"Nein","2004","(noch) kein Abschluss","Laendlicher Raum","249","","",""
"Nein","2004","Hauptschule","Staedtischer Raum","4226","0.799353324454211","0.788500541740596","0.810206107167825"
"Nein","2004","Hauptschule","Laendlicher Raum","2322","","",""
"Nein","2004","Realschule","Staedtischer Raum","3016","0.894475883811656","0.884015875764063","0.904935891859249"
"Nein","2004","Realschule","Laendlicher Raum","2120","","",""
"Nein","2004","(Fach-)Abitur","Staedtischer Raum","1715","","",""
"Nein","2004","(Fach-)Abitur","Laendlicher Raum","536","0.91517576226074","0.892302774330301","0.938048750191178"
"Nein","2004","AkademikerIn","Staedtischer Raum","2780","","",""
"Nein","2004","AkademikerIn","Laendlicher Raum","1153","","",""
"Ja","2005","(noch) kein Abschluss","Staedtischer Raum","36","0.0836951291090434","0.0622902542081027","0.105100004009984"
"Ja","2005","(noch) kein Abschluss","Laendlicher Raum","9","0.0580249452436908","0.0295524663530035","0.0864974241343782"
"Ja","2005","Hauptschule","Staedtischer Raum","967","0.19875137291537","0.187586994926486","0.209915750904255"
"Ja","2005","Hauptschule","Laendlicher Raum","481","0.191110093030367","0.176029057077355","0.206191128983378"
"Ja","2005","Realschule","Staedtischer Raum","297","","",""
"Ja","2005","Realschule","Laendlicher Raum","166","","",""
"Ja","2005","(Fach-)Abitur","Staedtischer Raum","103","","",""
"Ja","2005","(Fach-)Abitur","Laendlicher Raum","32","0.0804326074768223","0.0576832165213634","0.103181998432281"
"Ja","2005","AkademikerIn","Staedtischer Raum","248","","",""
"Ja","2005","AkademikerIn","Laendlicher Raum","97","0.0826918924234825","0.0671991668155535","0.0981846180314114"
"Nein","2005","(noch) kein Abschluss","Staedtischer Raum","607","0.916304870890957","0.894899995990016","0.937709745791897"
"Nein","2005","(noch) kein Abschluss","Laendlicher Raum","250","","",""
"Nein","2005","Hauptschule","Staedtischer Raum","3941","0.80124862708463","0.790084249095745","0.812413005073514"
"Nein","2005","Hauptschule","Laendlicher Raum","2130","","",""
"Nein","2005","Realschule","Staedtischer Raum","2877","","",""
"Nein","2005","Realschule","Laendlicher Raum","2009","","",""
"Nein","2005","(Fach-)Abitur","Staedtischer Raum","1631","","",""
"Nein","2005","(Fach-)Abitur","Laendlicher Raum","517","0.919567392523178","0.896818001567719","0.942316783478637"
"Nein","2005","AkademikerIn","Staedtischer Raum","2684","","",""
"Nein","2005","AkademikerIn","Laendlicher Raum","1117","","",""
"Ja","2006","(noch) kein Abschluss","Staedtischer Raum","39","0.118512122397144","0.0891032305141004","0.147921014280188"
"Ja","2006","(noch) kein Abschluss","Laendlicher Raum","9","0.0729260918117776","0.0355589166328821","0.110293266990673"
"Ja","2006","Hauptschule","Staedtischer Raum","1040","","",""
"Ja","2006","Hauptschule","Laendlicher Raum","513","0.183203241098537","0.169085212991023","0.19732126920605"
"Ja","2006","Realschule","Staedtischer Raum","336","0.117302100876519","0.106392626919034","0.128211574834004"
"Ja","2006","Realschule","Laendlicher Raum","198","","",""
"Ja","2006","(Fach-)Abitur","Staedtischer Raum","114","","",""
"Ja","2006","(Fach-)Abitur","Laendlicher Raum","32","0.0672775915515717","0.0472001244786566","0.0873550586244868"
"Ja","2006","AkademikerIn","Staedtischer Raum","280","","",""
"Ja","2006","AkademikerIn","Laendlicher Raum","124","","",""
"Nein","2006","(noch) kein Abschluss","Staedtischer Raum","425","0.881487877602856","0.852078985719812","0.910896769485899"
"Nein","2006","(noch) kein Abschluss","Laendlicher Raum","177","","",""
"Nein","2006","Hauptschule","Staedtischer Raum","4148","0.795359898722667","0.784381845711244","0.806337951734089"
"Nein","2006","Hauptschule","Laendlicher Raum","2371","","",""
"Nein","2006","Realschule","Staedtischer Raum","3006","0.882697899123481","0.871788425165996","0.893607373080966"
"Nein","2006","Realschule","Laendlicher Raum","2194","","",""
"Nein","2006","(Fach-)Abitur","Staedtischer Raum","1737","","",""
"Nein","2006","(Fach-)Abitur","Laendlicher Raum","566","0.932722408448428","0.912644941375513","0.952799875521343"
"Nein","2006","AkademikerIn","Staedtischer Raum","2949","","",""
"Nein","2006","AkademikerIn","Laendlicher Raum","1218","","",""
"Ja","2007","(noch) kein Abschluss","Staedtischer Raum","36","0.141685778235473","0.106760892949301","0.176610663521646"
"Ja","2007","(noch) kein Abschluss","Laendlicher Raum","7","0.0459200773131803","0.0142690993274074","0.0775710552989531"
"Ja","2007","Hauptschule","Staedtischer Raum","940","0.206571948966161","0.194940753605056","0.218203144327266"
"Ja","2007","Hauptschule","Laendlicher Raum","474","0.182535052976911","0.167805505925364","0.197264600028458"
"Ja","2007","Realschule","Staedtischer Raum","304","0.108001549498335","0.0971400978093201","0.118863001187351"
"Ja","2007","Realschule","Laendlicher Raum","201","","",""
"Ja","2007","(Fach-)Abitur","Staedtischer Raum","126","","",""
"Ja","2007","(Fach-)Abitur","Laendlicher Raum","36","0.0838745819309608","0.0614118378783094","0.106337325983612"
"Ja","2007","AkademikerIn","Staedtischer Raum","285","","",""
"Ja","2007","AkademikerIn","Laendlicher Raum","125","","",""
"Nein","2007","(noch) kein Abschluss","Staedtischer Raum","347","0.858314221764527","0.823389336478354","0.893239107050699"
"Nein","2007","(noch) kein Abschluss","Laendlicher Raum","161","","",""
"Nein","2007","Hauptschule","Staedtischer Raum","3714","0.793428051033839","0.781796855672734","0.805059246394944"
"Nein","2007","Hauptschule","Laendlicher Raum","2168","","",""
"Nein","2007","Realschule","Staedtischer Raum","2833","","",""
"Nein","2007","Realschule","Laendlicher Raum","2042","","",""
"Nein","2007","(Fach-)Abitur","Staedtischer Raum","1639","","",""
"Nein","2007","(Fach-)Abitur","Laendlicher Raum","549","0.916125418069039","0.893662674016388","0.938588162121691"
"Nein","2007","AkademikerIn","Staedtischer Raum","2808","","",""
"Nein","2007","AkademikerIn","Laendlicher Raum","1161","","",""
"Ja","2008","(noch) kein Abschluss","Staedtischer Raum","29","","",""
"Ja","2008","(noch) kein Abschluss","Laendlicher Raum","8","0.0673229798624586","0.029088655302514","0.105557304422403"
"Ja","2008","Hauptschule","Staedtischer Raum","879","0.204664016906494","0.192627427789651","0.216700606023338"
"Ja","2008","Hauptschule","Laendlicher Raum","449","0.18298594873169","0.167697298445729","0.198274599017651"
"Ja","2008","Realschule","Staedtischer Raum","298","","",""
"Ja","2008","Realschule","Laendlicher Raum","195","","",""
"Ja","2008","(Fach-)Abitur","Staedtischer Raum","114","","",""
"Ja","2008","(Fach-)Abitur","Laendlicher Raum","33","0.0813268157179933","0.0582298804533172","0.104423750982669"
"Ja","2008","AkademikerIn","Staedtischer Raum","263","","",""
"Ja","2008","AkademikerIn","Laendlicher Raum","125","","",""
"Nein","2008","(noch) kein Abschluss","Staedtischer Raum","349","0.889065304932351","0.857405902061423","0.920724707803279"
"Nein","2008","(noch) kein Abschluss","Laendlicher Raum","157","","",""
"Nein","2008","Hauptschule","Staedtischer Raum","3437","0.795335983093506","0.783299393976662","0.807372572210349"
"Nein","2008","Hauptschule","Laendlicher Raum","2008","","",""
"Nein","2008","Realschule","Staedtischer Raum","2684","","",""
"Nein","2008","Realschule","Laendlicher Raum","1917","","",""
"Nein","2008","(Fach-)Abitur","Staedtischer Raum","1511","","",""
"Nein","2008","(Fach-)Abitur","Laendlicher Raum","505","0.918673184282007","0.895576249017331","0.941770119546683"
"Nein","2008","AkademikerIn","Staedtischer Raum","2698","","",""
"Nein","2008","AkademikerIn","Laendlicher Raum","1096","","",""
"Ja","2009","(noch) kein Abschluss","Staedtischer Raum","24","","",""
"Ja","2009","(noch) kein Abschluss","Laendlicher Raum","8","0.0811883747020776","0.0356194571675391","0.126757292236616"
"Ja","2009","Hauptschule","Staedtischer Raum","824","0.209780873089703","0.197007502030795","0.222554244148611"
"Ja","2009","Hauptschule","Laendlicher Raum","412","0.177458277437273","0.161748464041362","0.193168090833185"
"Ja","2009","Realschule","Staedtischer Raum","288","","",""
"Ja","2009","Realschule","Laendlicher Raum","206","","",""
"Ja","2009","(Fach-)Abitur","Staedtischer Raum","117","","",""
"Ja","2009","(Fach-)Abitur","Laendlicher Raum","34","0.0802972577088256","0.0569400718399231","0.103654443577728"
"Ja","2009","AkademikerIn","Staedtischer Raum","252","","",""
"Ja","2009","AkademikerIn","Laendlicher Raum","129","","",""
"Nein","2009","(noch) kein Abschluss","Staedtischer Raum","319","0.891424297882176","0.858500525689009","0.924348070075344"
"Nein","2009","(noch) kein Abschluss","Laendlicher Raum","130","","",""
"Nein","2009","Hauptschule","Staedtischer Raum","3079","0.790219126910297","0.777445755851389","0.802992497969204"
"Nein","2009","Hauptschule","Laendlicher Raum","1860","","",""
"Nein","2009","Realschule","Staedtischer Raum","2470","","",""
"Nein","2009","Realschule","Laendlicher Raum","1823","","",""
"Nein","2009","(Fach-)Abitur","Staedtischer Raum","1364","","",""
"Nein","2009","(Fach-)Abitur","Laendlicher Raum","486","0.919702742291174","0.896345556422272","0.943059928160077"
"Nein","2009","AkademikerIn","Staedtischer Raum","2555","","",""
"Nein","2009","AkademikerIn","Laendlicher Raum","1087","","",""
"Ja","2010","(noch) kein Abschluss","Staedtischer Raum","32","0.0831974544943522","0.0597509874803147","0.10664392150839"
"Ja","2010","(noch) kein Abschluss","Laendlicher Raum","10","","",""
"Ja","2010","Hauptschule","Staedtischer Raum","817","0.208839399789422","0.197240743829293","0.220438055749551"
"Ja","2010","Hauptschule","Laendlicher Raum","403","0.180391387254955","0.166004488298061","0.19477828621185"
"Ja","2010","Realschule","Staedtischer Raum","358","0.122589481745285","0.112235193315383","0.132943770175186"
"Ja","2010","Realschule","Laendlicher Raum","245","","",""
"Ja","2010","(Fach-)Abitur","Staedtischer Raum","125","","",""
"Ja","2010","(Fach-)Abitur","Laendlicher Raum","44","0.0854420348013459","0.066095538868209","0.104788530734483"
"Ja","2010","AkademikerIn","Staedtischer Raum","262","","",""
"Ja","2010","AkademikerIn","Laendlicher Raum","122","","",""
"Nein","2010","(noch) kein Abschluss","Staedtischer Raum","501","0.916802545505648","0.89335607849161","0.940249012519685"
"Nein","2010","(noch) kein Abschluss","Laendlicher Raum","225","","",""
"Nein","2010","Hauptschule","Staedtischer Raum","3901","0.791160600210578","0.779561944250449","0.802759256170707"
"Nein","2010","Hauptschule","Laendlicher Raum","2341","","",""
"Nein","2010","Realschule","Staedtischer Raum","3496","0.877410518254715","0.867056229824814","0.887764806684616"
"Nein","2010","Realschule","Laendlicher Raum","2685","","",""
"Nein","2010","(Fach-)Abitur","Staedtischer Raum","2133","","",""
"Nein","2010","(Fach-)Abitur","Laendlicher Raum","758","0.914557965198654","0.895211469265517","0.933904461131791"
"Nein","2010","AkademikerIn","Staedtischer Raum","3624","0.901316702001348","0.891939846361417","0.910693557641278"
"Nein","2010","AkademikerIn","Laendlicher Raum","1355","","",""
"Ja","2011","(noch) kein Abschluss","Staedtischer Raum","46","0.111221833699313","0.0864736141375897","0.135970053261036"
"Ja","2011","(noch) kein Abschluss","Laendlicher Raum","20","","",""
"Ja","2011","Hauptschule","Staedtischer Raum","982","0.211070949249275","0.200262843702827","0.221879054795723"
"Ja","2011","Hauptschule","Laendlicher Raum","560","0.184309103734746","0.171264575615732","0.197353631853761"
"Ja","2011","Realschule","Staedtischer Raum","451","0.12644928535513","0.11663346306469","0.13626510764557"
"Ja","2011","Realschule","Laendlicher Raum","312","0.10986967133234","0.0995017853393514","0.120237557325329"
"Ja","2011","(Fach-)Abitur","Staedtischer Raum","146","","",""
"Ja","2011","(Fach-)Abitur","Laendlicher Raum","47","0.0677773888309511","0.0521274192859712","0.0834273583759311"
"Ja","2011","AkademikerIn","Staedtischer Raum","323","0.0931564516334751","0.0845917313362443","0.101721171930706"
"Ja","2011","AkademikerIn","Laendlicher Raum","158","","",""
"Nein","2011","(noch) kein Abschluss","Staedtischer Raum","574","0.888778166300687","0.864029946738964","0.91352638586241"
"Nein","2011","(noch) kein Abschluss","Laendlicher Raum","257","","",""
"Nein","2011","Hauptschule","Staedtischer Raum","4494","0.788929050750725","0.778120945204277","0.799737156297172"
"Nein","2011","Hauptschule","Laendlicher Raum","2834","","",""
"Nein","2011","Realschule","Staedtischer Raum","3953","0.87355071464487","0.86373489235443","0.88336653693531"
"Nein","2011","Realschule","Laendlicher Raum","3183","0.89013032866766","0.879762442674671","0.900498214660649"
"Nein","2011","(Fach-)Abitur","Staedtischer Raum","2477","","",""
"Nein","2011","(Fach-)Abitur","Laendlicher Raum","944","0.932222611169049","0.916572641624069","0.947872580714029"
"Nein","2011","AkademikerIn","Staedtischer Raum","4101","0.906843548366525","0.898278828069294","0.915408268663756"
"Nein","2011","AkademikerIn","Laendlicher Raum","1598","","",""
"Ja","2012","(noch) kein Abschluss","Staedtischer Raum","46","0.129945038481225","0.103062885390456","0.156827191571995"
"Ja","2012","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Ja","2012","Hauptschule","Staedtischer Raum","976","0.209736773957187","0.198710469438651","0.220763078475724"
"Ja","2012","Hauptschule","Laendlicher Raum","595","0.20082010045717","0.187324425161449","0.21431577575289"
"Ja","2012","Realschule","Staedtischer Raum","491","0.135765472020054","0.125502162621813","0.146028781418294"
"Ja","2012","Realschule","Laendlicher Raum","340","0.117526715557117","0.106766404210074","0.128287026904159"
"Ja","2012","(Fach-)Abitur","Staedtischer Raum","181","","",""
"Ja","2012","(Fach-)Abitur","Laendlicher Raum","55","0.0647346498455555","0.0494765247589816","0.0799927749321294"
"Ja","2012","AkademikerIn","Staedtischer Raum","334","0.09378896793993","0.0851373803043764","0.102440555575484"
"Ja","2012","AkademikerIn","Laendlicher Raum","172","","",""
"Nein","2012","(noch) kein Abschluss","Staedtischer Raum","555","0.870054961518774","0.843172808428005","0.896937114609544"
"Nein","2012","(noch) kein Abschluss","Laendlicher Raum","266","","",""
"Nein","2012","Hauptschule","Staedtischer Raum","4261","0.790263226042813","0.779236921524276","0.801289530561349"
"Nein","2012","Hauptschule","Laendlicher Raum","2790","","",""
"Nein","2012","Realschule","Staedtischer Raum","3788","0.864234527979946","0.853971218581706","0.874497837378187"
"Nein","2012","Realschule","Laendlicher Raum","3101","0.882473284442884","0.871712973095841","0.893233595789926"
"Nein","2012","(Fach-)Abitur","Staedtischer Raum","2367","","",""
"Nein","2012","(Fach-)Abitur","Laendlicher Raum","944","0.935265350154445","0.920007225067871","0.950523475241018"
"Nein","2012","AkademikerIn","Staedtischer Raum","4028","0.90621103206007","0.897559444424517","0.914862619695624"
"Nein","2012","AkademikerIn","Laendlicher Raum","1600","","",""
"Ja","2013","(noch) kein Abschluss","Staedtischer Raum","75","0.134643714016278","0.112717493969917","0.156569934062639"
"Ja","2013","(noch) kein Abschluss","Laendlicher Raum","23","","",""
"Ja","2013","Hauptschule","Staedtischer Raum","977","0.207381987317387","0.197038524126735","0.217725450508039"
"Ja","2013","Hauptschule","Laendlicher Raum","550","0.197818102178284","0.184581079257983","0.211055125098584"
"Ja","2013","Realschule","Staedtischer Raum","464","0.132888618740642","0.122885812213245","0.14289142526804"
"Ja","2013","Realschule","Laendlicher Raum","329","0.116436890787756","0.105562399350965","0.127311382224547"
"Ja","2013","(Fach-)Abitur","Staedtischer Raum","200","","",""
"Ja","2013","(Fach-)Abitur","Laendlicher Raum","64","0.0700551521168448","0.0553160683182973","0.0847942359153923"
"Ja","2013","AkademikerIn","Staedtischer Raum","376","0.0953192975458331","0.0871699479566147","0.103468647135051"
"Ja","2013","AkademikerIn","Laendlicher Raum","163","","",""
"Nein","2013","(noch) kein Abschluss","Staedtischer Raum","856","0.865356285983722","0.843430065937361","0.887282506030083"
"Nein","2013","(noch) kein Abschluss","Laendlicher Raum","357","0.926840429044718","0.900658939428096","0.95302191866134"
"Nein","2013","Hauptschule","Staedtischer Raum","4925","0.792618012682613","0.782274549491962","0.802961475873265"
"Nein","2013","Hauptschule","Laendlicher Raum","2929","","",""
"Nein","2013","Realschule","Staedtischer Raum","3960","0.867111381259358","0.85710857473196","0.877114187786755"
"Nein","2013","Realschule","Laendlicher Raum","3013","0.883563109212244","0.872688617775453","0.894437600649035"
"Nein","2013","(Fach-)Abitur","Staedtischer Raum","3097","0.917776824002695","0.908400031952013","0.927153616053378"
"Nein","2013","(Fach-)Abitur","Laendlicher Raum","1088","","",""
"Nein","2013","AkademikerIn","Staedtischer Raum","4612","0.904680702454167","0.896531352864949","0.912830052043385"
"Nein","2013","AkademikerIn","Laendlicher Raum","1700","","",""
"Ja","2014","(noch) kein Abschluss","Staedtischer Raum","62","0.150147880136029","0.12325950691951","0.177036253352548"
"Ja","2014","(noch) kein Abschluss","Laendlicher Raum","25","","",""
"Ja","2014","Hauptschule","Staedtischer Raum","926","0.218737865675286","0.207358855538249","0.230116875812324"
"Ja","2014","Hauptschule","Laendlicher Raum","558","0.204022403284523","0.189879787095949","0.218165019473097"
"Ja","2014","Realschule","Staedtischer Raum","436","0.137726756231789","0.126904296598152","0.148549215865425"
"Ja","2014","Realschule","Laendlicher Raum","332","0.137440512136642","0.125057628921011","0.149823395352273"
"Ja","2014","(Fach-)Abitur","Staedtischer Raum","201","","",""
"Ja","2014","(Fach-)Abitur","Laendlicher Raum","62","0.0585114923890677","0.0442400319996354","0.0727829527785001"
"Ja","2014","AkademikerIn","Staedtischer Raum","362","0.0962112799560724","0.0875956251811601","0.104826934730985"
"Ja","2014","AkademikerIn","Laendlicher Raum","162","","",""
"Nein","2014","(noch) kein Abschluss","Staedtischer Raum","616","0.849852119863971","0.822963746647452","0.87674049308049"
"Nein","2014","(noch) kein Abschluss","Laendlicher Raum","293","","",""
"Nein","2014","Hauptschule","Staedtischer Raum","4144","0.781262134324714","0.769883124187676","0.792641144461751"
"Nein","2014","Hauptschule","Laendlicher Raum","2561","","",""
"Nein","2014","Realschule","Staedtischer Raum","3459","0.862273243768211","0.851450784134575","0.873095703401848"
"Nein","2014","Realschule","Laendlicher Raum","2638","","",""
"Nein","2014","(Fach-)Abitur","Staedtischer Raum","2695","","",""
"Nein","2014","(Fach-)Abitur","Laendlicher Raum","977","0.941488507610932","0.9272170472215","0.955759968000365"
"Nein","2014","AkademikerIn","Staedtischer Raum","4138","0.903788720043928","0.895173065269015","0.91240437481884"
"Nein","2014","AkademikerIn","Laendlicher Raum","1558","","",""
"Ja","2015","(noch) kein Abschluss","Staedtischer Raum","53","0.135735485686489","0.10972305009161","0.161747921281367"
"Ja","2015","(noch) kein Abschluss","Laendlicher Raum","22","","",""
"Ja","2015","Hauptschule","Staedtischer Raum","831","0.220987792565583","0.209229231629963","0.232746353501204"
"Ja","2015","Hauptschule","Laendlicher Raum","498","0.20372108230511","0.189248194277344","0.218193970332876"
"Ja","2015","Realschule","Staedtischer Raum","429","0.140702003163006","0.129472274274212","0.151931732051801"
"Ja","2015","Realschule","Laendlicher Raum","314","0.132440380105516","0.119989093450828","0.144891666760203"
"Ja","2015","(Fach-)Abitur","Staedtischer Raum","180","","",""
"Ja","2015","(Fach-)Abitur","Laendlicher Raum","49","0.0556843561341408","0.0421393369356233","0.0692293753326584"
"Ja","2015","AkademikerIn","Staedtischer Raum","340","0.093194246048103","0.0848261229429217","0.101562369153284"
"Ja","2015","AkademikerIn","Laendlicher Raum","161","","",""
"Nein","2015","(noch) kein Abschluss","Staedtischer Raum","613","0.864264514313511","0.838252078718632","0.89027694990839"
"Nein","2015","(noch) kein Abschluss","Laendlicher Raum","271","","",""
"Nein","2015","Hauptschule","Staedtischer Raum","3952","0.779012207434417","0.767253646498796","0.790770768370037"
"Nein","2015","Hauptschule","Laendlicher Raum","2477","","",""
"Nein","2015","Realschule","Staedtischer Raum","3254","0.859297996836994","0.848068267948199","0.870527725725788"
"Nein","2015","Realschule","Laendlicher Raum","2533","","",""
"Nein","2015","(Fach-)Abitur","Staedtischer Raum","2867","","",""
"Nein","2015","(Fach-)Abitur","Laendlicher Raum","1052","","",""
"Nein","2015","AkademikerIn","Staedtischer Raum","4296","0.906805753951897","0.898437630846716","0.915173877057078"
"Nein","2015","AkademikerIn","Laendlicher Raum","1606","","",""
"Ja","2016","(noch) kein Abschluss","Staedtischer Raum","43","0.116867689916406","0.0910972968775792","0.142638082955233"
"Ja","2016","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Ja","2016","Hauptschule","Staedtischer Raum","760","0.218126110273439","0.205719033660203","0.230533186886675"
"Ja","2016","Hauptschule","Laendlicher Raum","463","0.211193105445124","0.195826120611608","0.22656009027864"
"Ja","2016","Realschule","Staedtischer Raum","403","0.137045027649843","0.125423965960141","0.148666089339545"
"Ja","2016","Realschule","Laendlicher Raum","287","","",""
"Ja","2016","(Fach-)Abitur","Staedtischer Raum","172","","",""
"Ja","2016","(Fach-)Abitur","Laendlicher Raum","61","0.0680524222689602","0.0523809502729738","0.0837238942649466"
"Ja","2016","AkademikerIn","Staedtischer Raum","335","0.0950150140530285","0.086180308757997","0.10384971934806"
"Ja","2016","AkademikerIn","Laendlicher Raum","158","","",""
"Nein","2016","(noch) kein Abschluss","Staedtischer Raum","554","0.883132310083594","0.857361917044767","0.908902703122421"
"Nein","2016","(noch) kein Abschluss","Laendlicher Raum","212","","",""
"Nein","2016","Hauptschule","Staedtischer Raum","3496","0.781873889726561","0.769466813113325","0.794280966339797"
"Nein","2016","Hauptschule","Laendlicher Raum","2247","","",""
"Nein","2016","Realschule","Staedtischer Raum","2961","","",""
"Nein","2016","Realschule","Laendlicher Raum","2357","","",""
"Nein","2016","(Fach-)Abitur","Staedtischer Raum","2531","","",""
"Nein","2016","(Fach-)Abitur","Laendlicher Raum","931","0.93194757773104","0.916276105735053","0.947619049727026"
"Nein","2016","AkademikerIn","Staedtischer Raum","3897","0.904984985946972","0.89615028065194","0.913819691242003"
"Nein","2016","AkademikerIn","Laendlicher Raum","1503","","",""
"Ja","2017","(noch) kein Abschluss","Staedtischer Raum","60","0.134604929630466","0.10862553553859","0.160584323722342"
"Ja","2017","(noch) kein Abschluss","Laendlicher Raum","21","","",""
"Ja","2017","Hauptschule","Staedtischer Raum","802","0.214505686277783","0.202300507983563","0.226710864572002"
"Ja","2017","Hauptschule","Laendlicher Raum","501","0.198105514780836","0.183353002580829","0.212858026980843"
"Ja","2017","Realschule","Staedtischer Raum","477","0.143196330519368","0.132139198289066","0.154253462749669"
"Ja","2017","Realschule","Laendlicher Raum","343","0.136974507313377","0.12481036948111","0.149138645145644"
"Ja","2017","(Fach-)Abitur","Staedtischer Raum","204","","",""
