"ple0040","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1984","(noch) kein Abschluss","Schleswig-Holstein","1","","",""
"Ja","1984","(noch) kein Abschluss","Hamburg","3","","",""
"Ja","1984","(noch) kein Abschluss","Niedersachsen","3","","",""
"Ja","1984","(noch) kein Abschluss","Bremen","","","",""
"Ja","1984","(noch) kein Abschluss","Nordrhein-Westfalen","23","","",""
"Ja","1984","(noch) kein Abschluss","Hessen","10","","",""
"Ja","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","8","","",""
"Ja","1984","(noch) kein Abschluss","Baden-Wuerttemberg","17","","",""
"Ja","1984","(noch) kein Abschluss","Bayern","4","","",""
"Ja","1984","(noch) kein Abschluss","Saarland","","","",""
"Ja","1984","(noch) kein Abschluss","Berlin","2","","",""
"Ja","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","1984","(noch) kein Abschluss","Sachsen","","","",""
"Ja","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","1984","(noch) kein Abschluss","Thueringen","","","",""
"Ja","1984","Hauptschule","Schleswig-Holstein","16","","",""
"Ja","1984","Hauptschule","Hamburg","20","","",""
"Ja","1984","Hauptschule","Niedersachsen","89","0.131012926211362","0.106784026837906","0.155241825584817"
"Ja","1984","Hauptschule","Bremen","15","","",""
"Ja","1984","Hauptschule","Nordrhein-Westfalen","268","0.185003055926423","0.167389648817216","0.202616463035631"
"Ja","1984","Hauptschule","Hessen","75","0.146802634169634","0.120641166423806","0.172964101915461"
"Ja","1984","Hauptschule","Rheinland-Pfalz,Saarland","66","0.124555473156936","0.0979553920075976","0.151155554306274"
"Ja","1984","Hauptschule","Baden-Wuerttemberg","100","0.0987325071733674","0.0827963906229547","0.11466862372378"
"Ja","1984","Hauptschule","Bayern","134","0.129327701953476","0.11089423465161","0.147761169255343"
"Ja","1984","Hauptschule","Saarland","","","",""
"Ja","1984","Hauptschule","Berlin","30","0.164321217446848","0.113961540741147","0.21468089415255"
"Ja","1984","Hauptschule","Brandenburg","","","",""
"Ja","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","1984","Hauptschule","Sachsen","","","",""
"Ja","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","1984","Hauptschule","Thueringen","","","",""
"Ja","1984","Realschule","Schleswig-Holstein","4","","",""
"Ja","1984","Realschule","Hamburg","2","","",""
"Ja","1984","Realschule","Niedersachsen","14","","",""
"Ja","1984","Realschule","Bremen","2","","",""
"Ja","1984","Realschule","Nordrhein-Westfalen","38","0.104289170828662","0.0762981413436318","0.132280200313693"
"Ja","1984","Realschule","Hessen","17","","",""
"Ja","1984","Realschule","Rheinland-Pfalz,Saarland","5","","",""
"Ja","1984","Realschule","Baden-Wuerttemberg","16","","",""
"Ja","1984","Realschule","Bayern","25","","",""
"Ja","1984","Realschule","Saarland","","","",""
"Ja","1984","Realschule","Berlin","10","","",""
"Ja","1984","Realschule","Brandenburg","","","",""
"Ja","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","1984","Realschule","Sachsen","","","",""
"Ja","1984","Realschule","Sachsen-Anhalt","","","",""
"Ja","1984","Realschule","Thueringen","","","",""
"Ja","1984","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Ja","1984","(Fach-)Abitur","Hamburg","1","","",""
"Ja","1984","(Fach-)Abitur","Niedersachsen","7","","",""
"Ja","1984","(Fach-)Abitur","Bremen","2","","",""
"Ja","1984","(Fach-)Abitur","Nordrhein-Westfalen","14","","",""
"Ja","1984","(Fach-)Abitur","Hessen","5","","",""
"Ja","1984","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Ja","1984","(Fach-)Abitur","Baden-Wuerttemberg","9","","",""
"Ja","1984","(Fach-)Abitur","Bayern","12","","",""
"Ja","1984","(Fach-)Abitur","Saarland","","","",""
"Ja","1984","(Fach-)Abitur","Berlin","7","","",""
"Ja","1984","(Fach-)Abitur","Brandenburg","","","",""
"Ja","1984","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","1984","(Fach-)Abitur","Sachsen","","","",""
"Ja","1984","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","1984","(Fach-)Abitur","Thueringen","","","",""
"Ja","1984","AkademikerIn","Schleswig-Holstein","2","","",""
"Ja","1984","AkademikerIn","Hamburg","1","","",""
"Ja","1984","AkademikerIn","Niedersachsen","7","","",""
"Ja","1984","AkademikerIn","Bremen","","","",""
"Ja","1984","AkademikerIn","Nordrhein-Westfalen","21","","",""
"Ja","1984","AkademikerIn","Hessen","9","","",""
"Ja","1984","AkademikerIn","Rheinland-Pfalz,Saarland","4","","",""
"Ja","1984","AkademikerIn","Baden-Wuerttemberg","8","","",""
"Ja","1984","AkademikerIn","Bayern","13","","",""
"Ja","1984","AkademikerIn","Saarland","","","",""
"Ja","1984","AkademikerIn","Berlin","6","","",""
"Ja","1984","AkademikerIn","Brandenburg","","","",""
"Ja","1984","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","1984","AkademikerIn","Sachsen","","","",""
"Ja","1984","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","1984","AkademikerIn","Thueringen","","","",""
"Nein","1984","(noch) kein Abschluss","Schleswig-Holstein","18","","",""
"Nein","1984","(noch) kein Abschluss","Hamburg","25","","",""
"Nein","1984","(noch) kein Abschluss","Niedersachsen","93","0.964940920091117","0.928148098584361","1.00173374159787"
"Nein","1984","(noch) kein Abschluss","Bremen","6","","",""
"Nein","1984","(noch) kein Abschluss","Nordrhein-Westfalen","376","0.925024855225416","0.899184587983793","0.95086512246704"
"Nein","1984","(noch) kein Abschluss","Hessen","132","0.932043513384797","0.890649506101465","0.97343752066813"
"Nein","1984","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","66","0.878097918807904","0.803554507186332","0.952641330429476"
"Nein","1984","(noch) kein Abschluss","Baden-Wuerttemberg","315","0.956816125889992","0.934950893735597","0.978681358044387"
"Nein","1984","(noch) kein Abschluss","Bayern","124","0.963766513766363","0.931393429068351","0.996139598464375"
"Nein","1984","(noch) kein Abschluss","Saarland","","","",""
"Nein","1984","(noch) kein Abschluss","Berlin","46","0.895049979672451","0.808345331687593","0.981754627657309"
"Nein","1984","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","1984","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","1984","(noch) kein Abschluss","Sachsen","","","",""
"Nein","1984","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","1984","(noch) kein Abschluss","Thueringen","","","",""
"Nein","1984","Hauptschule","Schleswig-Holstein","209","0.920584001634652","0.885254090622445","0.955913912646859"
"Nein","1984","Hauptschule","Hamburg","139","0.847735844861207","0.791891571949984","0.903580117772431"
"Nein","1984","Hauptschule","Niedersachsen","656","0.868987073788638","0.844758174415183","0.893215973162094"
"Nein","1984","Hauptschule","Bremen","77","0.802611584791547","0.721278411051303","0.883944758531792"
"Nein","1984","Hauptschule","Nordrhein-Westfalen","1599","0.814996944073577","0.797383536964369","0.832610351182784"
"Nein","1984","Hauptschule","Hessen","628","0.853197365830366","0.827035898084539","0.879358833576194"
"Nein","1984","Hauptschule","Rheinland-Pfalz,Saarland","526","0.875444526843065","0.848844445693727","0.902044607992402"
"Nein","1984","Hauptschule","Baden-Wuerttemberg","1246","0.901267492826633","0.88533137627622","0.917203609377045"
"Nein","1984","Hauptschule","Bayern","1139","0.870672298046524","0.852238830744657","0.88910576534839"
"Nein","1984","Hauptschule","Saarland","","","",""
"Nein","1984","Hauptschule","Berlin","178","0.835678782553151","0.78531910584745","0.886038459258853"
"Nein","1984","Hauptschule","Brandenburg","","","",""
"Nein","1984","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","1984","Hauptschule","Sachsen","","","",""
"Nein","1984","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","1984","Hauptschule","Thueringen","","","",""
"Nein","1984","Realschule","Schleswig-Holstein","88","0.945173147228431","0.898656701531526","0.991689592925335"
"Nein","1984","Realschule","Hamburg","53","0.952360433285154","0.8960678317691","1.00865303480121"
"Nein","1984","Realschule","Niedersachsen","214","0.926096599546948","0.892138684060639","0.960054515033257"
"Nein","1984","Realschule","Bremen","21","","",""
"Nein","1984","Realschule","Nordrhein-Westfalen","420","0.895710829171338","0.867719799686307","0.923701858656368"
"Nein","1984","Realschule","Hessen","171","0.896480218689587","0.852933925241623","0.940026512137552"
"Nein","1984","Realschule","Rheinland-Pfalz,Saarland","104","0.9517549217615","0.911527341016105","0.991982502506894"
"Nein","1984","Realschule","Baden-Wuerttemberg","264","0.932316192355845","0.902892777161575","0.961739607550114"
"Nein","1984","Realschule","Bayern","341","0.917538335583048","0.889358029509169","0.945718641656926"
"Nein","1984","Realschule","Saarland","","","",""
"Nein","1984","Realschule","Berlin","66","0.831724451230343","0.747615631789038","0.915833270671648"
"Nein","1984","Realschule","Brandenburg","","","",""
"Nein","1984","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","1984","Realschule","Sachsen","","","",""
"Nein","1984","Realschule","Sachsen-Anhalt","","","",""
