year,bula_h,regtyp,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,North Rhine-Westphalia,Rural regions,No,0.90514,91,91,0.84460,0.96568
2005,Hesse,Urban regions,Yes,0.11456,130,1110,0.09581,0.13330
2005,Hesse,Urban regions,No,0.88544,980,1110,0.86670,0.90419
2005,Hesse,Rural regions,Yes,0.15128,35,248,0.10659,0.19597
2005,Hesse,Rural regions,No,0.84872,213,248,0.80403,0.89341
2005,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12453,115,940,0.10341,0.14564
2005,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87547,825,940,0.85436,0.89659
2005,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14459,38,292,0.10418,0.18500
2005,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85541,254,292,0.81500,0.89582
2005,Baden-Wuerttemberg,Urban regions,Yes,0.11574,243,2298,0.10266,0.12883
2005,Baden-Wuerttemberg,Urban regions,No,0.88426,2055,2298,0.87117,0.89734
2005,Baden-Wuerttemberg,Rural regions,No,0.85960,180,180,0.80870,0.91049
2005,Bavaria,Urban regions,Yes,0.12593,161,1462,0.10892,0.14295
2005,Bavaria,Urban regions,No,0.87407,1301,1462,0.85705,0.89108
2005,Bavaria,Rural regions,Yes,0.13669,167,1418,0.11880,0.15457
2005,Bavaria,Rural regions,No,0.86331,1251,1418,0.84543,0.88120
2005,Berlin,Urban regions,Yes,0.14023,98,751,0.11538,0.16508
2005,Berlin,Urban regions,No,0.85977,653,751,0.83492,0.88462
2005,Brandenburg,Urban regions,No,0.91182,71,71,0.84539,0.97825
2005,Brandenburg,Rural regions,Yes,0.13442,106,800,0.11077,0.15807
2005,Brandenburg,Rural regions,No,0.86558,694,800,0.84193,0.88923
2005,Mecklenburg-Western Pomerania,Urban regions,No,0.89145,63,63,0.81402,0.96888
2005,Mecklenburg-Western Pomerania,Rural regions,Yes,0.12378,53,430,0.09261,0.15494
2005,Mecklenburg-Western Pomerania,Rural regions,No,0.87622,377,430,0.84506,0.90739
2005,Saxony,Urban regions,Yes,0.09951,74,761,0.07823,0.12079
2005,Saxony,Urban regions,No,0.90049,687,761,0.87921,0.92177
2005,Saxony,Rural regions,Yes,0.11530,70,748,0.09240,0.13821
2005,Saxony,Rural regions,No,0.88470,678,748,0.86179,0.90760
2005,Saxony-Anhalt,Urban regions,No,0.81020,150,150,0.74723,0.87317
2005,Saxony-Anhalt,Rural regions,Yes,0.11304,69,713,0.08979,0.13630
2005,Saxony-Anhalt,Rural regions,No,0.88696,644,713,0.86370,0.91021
2005,Thuringa,Urban regions,No,0.91031,248,248,0.87468,0.94595
2005,Thuringa,Rural regions,Yes,0.13556,67,616,0.10850,0.16261
2005,Thuringa,Rural regions,No,0.86444,549,616,0.83739,0.89150
2006,Schleswig-Holstein,Urban regions,Yes,0.18675,45,289,0.14174,0.23176
2006,Schleswig-Holstein,Urban regions,No,0.81325,244,289,0.76824,0.85826
2006,Schleswig-Holstein,Rural regions,Yes,0.13737,55,384,0.10290,0.17185
2006,Schleswig-Holstein,Rural regions,No,0.86263,329,384,0.82815,0.89710
2006,Hamburg,Urban regions,Yes,0.18117,41,301,0.13759,0.22476
2006,Hamburg,Urban regions,No,0.81883,260,301,0.77524,0.86241
2006,Lower Saxony,Urban regions,Yes,0.15429,124,925,0.13099,0.17758
2006,Lower Saxony,Urban regions,No,0.84571,801,925,0.82242,0.86901
2006,Lower Saxony,Rural regions,Yes,0.12949,111,1032,0.10900,0.14999
2006,Lower Saxony,Rural regions,No,0.87051,921,1032,0.85001,0.89100
2006,Bremen,Urban regions,No,0.84334,126,126,0.77962,0.90706
2006,North Rhine-Westphalia,Urban regions,Yes,0.15152,599,4417,0.14095,0.16210
2006,North Rhine-Westphalia,Urban regions,No,0.84848,3818,4417,0.83790,0.85905
2006,North Rhine-Westphalia,Rural regions,No,0.88592,102,102,0.82391,0.94792
2006,Hesse,Urban regions,Yes,0.12725,156,1206,0.10843,0.14606
2006,Hesse,Urban regions,No,0.87275,1050,1206,0.85394,0.89157
2006,Hesse,Rural regions,Yes,0.19476,46,269,0.14735,0.24218
2006,Hesse,Rural regions,No,0.80524,223,269,0.75782,0.85265
2006,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13071,125,974,0.10953,0.15189
2006,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86929,849,974,0.84811,0.89047
2006,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.12857,39,312,0.09137,0.16577
2006,"Rhineland-Palatinate, Saarland",Rural regions,No,0.87143,273,312,0.83423,0.90863
2006,Baden-Wuerttemberg,Urban regions,Yes,0.12659,286,2477,0.11350,0.13969
2006,Baden-Wuerttemberg,Urban regions,No,0.87341,2191,2477,0.86031,0.88650
2006,Baden-Wuerttemberg,Rural regions,Yes,0.15297,35,231,0.10645,0.19950
2006,Baden-Wuerttemberg,Rural regions,No,0.84703,196,231,0.80050,0.89355
2006,Bavaria,Urban regions,Yes,0.12940,179,1538,0.11262,0.14618
2006,Bavaria,Urban regions,No,0.87060,1359,1538,0.85382,0.88738
2006,Bavaria,Rural regions,Yes,0.12670,179,1593,0.11036,0.14304
2006,Bavaria,Rural regions,No,0.87330,1414,1593,0.85696,0.88964
2006,Berlin,Urban regions,Yes,0.14452,104,779,0.11981,0.16922
2006,Berlin,Urban regions,No,0.85548,675,779,0.83078,0.88019
2006,Brandenburg,Urban regions,No,0.88840,65,65,0.81126,0.96554
2006,Brandenburg,Rural regions,Yes,0.13306,116,861,0.11036,0.15576
2006,Brandenburg,Rural regions,No,0.86694,745,861,0.84424,0.88964
2006,Mecklenburg-Western Pomerania,Urban regions,No,0.86944,61,61,0.78418,0.95469
2006,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13400,58,480,0.10349,0.16450
2006,Mecklenburg-Western Pomerania,Rural regions,No,0.86600,422,480,0.83550,0.89651
2006,Saxony,Urban regions,Yes,0.13958,86,814,0.11576,0.16340
2006,Saxony,Urban regions,No,0.86042,728,814,0.83660,0.88424
2006,Saxony,Rural regions,Yes,0.11906,73,760,0.09602,0.14210
2006,Saxony,Rural regions,No,0.88094,687,760,0.85790,0.90398
2006,Saxony-Anhalt,Urban regions,No,0.79968,137,137,0.73241,0.86695
2006,Saxony-Anhalt,Rural regions,Yes,0.09878,71,746,0.07735,0.12020
2006,Saxony-Anhalt,Rural regions,No,0.90122,675,746,0.87980,0.92265
2006,Thuringa,Urban regions,No,0.91404,254,254,0.87950,0.94858
2006,Thuringa,Rural regions,Yes,0.14784,84,670,0.12094,0.17473
2006,Thuringa,Rural regions,No,0.85216,586,670,0.82527,0.87906
2007,Schleswig-Holstein,Urban regions,Yes,0.16521,37,252,0.11927,0.21115
2007,Schleswig-Holstein,Urban regions,No,0.83479,215,252,0.78885,0.88073
2007,Schleswig-Holstein,Rural regions,Yes,0.14836,56,359,0.11154,0.18518
2007,Schleswig-Holstein,Rural regions,No,0.85164,303,359,0.81482,0.88846
2007,Hamburg,Urban regions,Yes,0.15839,37,290,0.11630,0.20049
2007,Hamburg,Urban regions,No,0.84161,253,290,0.79951,0.88370
2007,Lower Saxony,Urban regions,Yes,0.14099,109,856,0.11766,0.16431
2007,Lower Saxony,Urban regions,No,0.85901,747,856,0.83569,0.88234
2007,Lower Saxony,Rural regions,Yes,0.11238,97,958,0.09237,0.13239
2007,Lower Saxony,Rural regions,No,0.88762,861,958,0.86761,0.90763
2007,Bremen,Urban regions,No,0.82535,128,128,0.75931,0.89138
2007,North Rhine-Westphalia,Urban regions,Yes,0.15184,563,4086,0.14084,0.16285
2007,North Rhine-Westphalia,Urban regions,No,0.84816,3523,4086,0.83715,0.85916
2007,North Rhine-Westphalia,Rural regions,No,0.85810,87,87,0.78435,0.93185
2007,Hesse,Urban regions,Yes,0.14394,155,1136,0.12352,0.16436
2007,Hesse,Urban regions,No,0.85606,981,1136,0.83564,0.87648
2007,Hesse,Rural regions,Yes,0.17100,41,247,0.12395,0.21806
2007,Hesse,Rural regions,No,0.82900,206,247,0.78194,0.87605
2007,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.13014,113,886,0.10798,0.15231
2007,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86986,773,886,0.84769,0.89202
2007,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16205,39,283,0.11904,0.20506
2007,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83795,244,283,0.79494,0.88096
2007,Baden-Wuerttemberg,Urban regions,Yes,0.12355,261,2258,0.10997,0.13713
2007,Baden-Wuerttemberg,Urban regions,No,0.87645,1997,2258,0.86287,0.89003
2007,Baden-Wuerttemberg,Rural regions,Yes,0.15453,32,219,0.10655,0.20251
2007,Baden-Wuerttemberg,Rural regions,No,0.84547,187,219,0.79749,0.89345
2007,Bavaria,Urban regions,Yes,0.14218,185,1447,0.12418,0.16018
2007,Bavaria,Urban regions,No,0.85782,1262,1447,0.83982,0.87582
2007,Bavaria,Rural regions,Yes,0.13418,178,1494,0.11689,0.15147
2007,Bavaria,Rural regions,No,0.86582,1316,1494,0.84853,0.88311
2007,Berlin,Urban regions,Yes,0.14833,95,746,0.12281,0.17386
2007,Berlin,Urban regions,No,0.85167,651,746,0.82614,0.87719
2007,Brandenburg,Urban regions,No,0.82633,63,63,0.73204,0.92063
2007,Brandenburg,Rural regions,Yes,0.13572,110,782,0.11170,0.15974
2007,Brandenburg,Rural regions,No,0.86428,672,782,0.84026,0.88830
2007,Mecklenburg-Western Pomerania,Urban regions,No,0.87546,57,57,0.78897,0.96194
2007,Mecklenburg-Western Pomerania,Rural regions,Yes,0.13938,58,443,0.10709,0.17167
2007,Mecklenburg-Western Pomerania,Rural regions,No,0.86062,385,443,0.82833,0.89291
2007,Saxony,Urban regions,Yes,0.09966,69,757,0.07831,0.12101
2007,Saxony,Urban regions,No,0.90034,688,757,0.87899,0.92169
2007,Saxony,Rural regions,Yes,0.11477,75,754,0.09201,0.13754
2007,Saxony,Rural regions,No,0.88523,679,754,0.86246,0.90799
2007,Saxony-Anhalt,Urban regions,No,0.82509,138,138,0.76147,0.88870
2007,Saxony-Anhalt,Rural regions,Yes,0.09920,67,703,0.07708,0.12131
2007,Saxony-Anhalt,Rural regions,No,0.90080,636,703,0.87869,0.92292
2007,Thuringa,Urban regions,No,0.91270,240,240,0.87691,0.94848
2007,Thuringa,Rural regions,Yes,0.12538,75,644,0.09979,0.15098
2007,Thuringa,Rural regions,No,0.87462,569,644,0.84902,0.90021
2008,Schleswig-Holstein,Urban regions,No,0.84963,196,196,0.79946,0.89980
2008,Schleswig-Holstein,Rural regions,Yes,0.13694,50,325,0.09950,0.17437
2008,Schleswig-Holstein,Rural regions,No,0.86306,275,325,0.82563,0.90050
2008,Hamburg,Urban regions,Yes,0.14201,31,279,0.10098,0.18305
2008,Hamburg,Urban regions,No,0.85799,248,279,0.81695,0.89902
2008,Lower Saxony,Urban regions,Yes,0.13330,102,825,0.11009,0.15651
2008,Lower Saxony,Urban regions,No,0.86670,723,825,0.84349,0.88991
2008,Lower Saxony,Rural regions,Yes,0.13493,106,906,0.11267,0.15718
2008,Lower Saxony,Rural regions,No,0.86507,800,906,0.84282,0.88733
2008,Bremen,Urban regions,No,0.83840,119,119,0.77199,0.90482
2008,North Rhine-Westphalia,Urban regions,Yes,0.14799,517,3811,0.13672,0.15927
2008,North Rhine-Westphalia,Urban regions,No,0.85201,3294,3811,0.84073,0.86328
2008,North Rhine-Westphalia,Rural regions,No,0.88290,88,88,0.81533,0.95046
2008,Hesse,Urban regions,Yes,0.14927,160,1086,0.12807,0.17048
2008,Hesse,Urban regions,No,0.85073,926,1086,0.82952,0.87193
2008,Hesse,Rural regions,Yes,0.18349,38,222,0.13245,0.23452
2008,Hesse,Rural regions,No,0.81651,184,222,0.76548,0.86755
2008,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12493,101,823,0.10232,0.14753
2008,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87507,722,823,0.85247,0.89768
2008,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.13452,36,270,0.09375,0.17530
2008,"Rhineland-Palatinate, Saarland",Rural regions,No,0.86548,234,270,0.82470,0.90625
2008,Baden-Wuerttemberg,Urban regions,Yes,0.12224,246,2138,0.10836,0.13613
2008,Baden-Wuerttemberg,Urban regions,No,0.87776,1892,2138,0.86387,0.89164
2008,Baden-Wuerttemberg,Rural regions,Yes,0.15029,35,215,0.10241,0.19818
2008,Baden-Wuerttemberg,Rural regions,No,0.84971,180,215,0.80182,0.89759
2008,Bavaria,Urban regions,Yes,0.13718,169,1333,0.11871,0.15566
2008,Bavaria,Urban regions,No,0.86282,1164,1333,0.84434,0.88129
2008,Bavaria,Rural regions,Yes,0.13738,175,1404,0.11936,0.15539
2008,Bavaria,Rural regions,No,0.86262,1229,1404,0.84461,0.88064
2008,Berlin,Urban regions,Yes,0.14951,96,714,0.12333,0.17568
2008,Berlin,Urban regions,No,0.85049,618,714,0.82432,0.87667
2008,Brandenburg,Urban regions,No,0.84665,58,58,0.75311,0.94020
2008,Brandenburg,Rural regions,Yes,0.13307,98,753,0.10879,0.15735
2008,Brandenburg,Rural regions,No,0.86693,655,753,0.84265,0.89121
2008,Mecklenburg-Western Pomerania,Urban regions,No,0.91463,58,58,0.84209,0.98717
2008,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16018,54,423,0.12518,0.19517
2008,Mecklenburg-Western Pomerania,Rural regions,No,0.83982,369,423,0.80483,0.87482
2008,Saxony,Urban regions,Yes,0.09228,67,725,0.07120,0.11336
2008,Saxony,Urban regions,No,0.90772,658,725,0.88664,0.92880
2008,Saxony,Rural regions,Yes,0.11207,72,699,0.08867,0.13548
2008,Saxony,Rural regions,No,0.88793,627,699,0.86452,0.91133
2008,Saxony-Anhalt,Urban regions,No,0.84358,143,143,0.78383,0.90332
2008,Saxony-Anhalt,Rural regions,Yes,0.10392,60,648,0.08041,0.12744
2008,Saxony-Anhalt,Rural regions,No,0.89608,588,648,0.87256,0.91959
2008,Thuringa,Urban regions,No,0.91633,234,234,0.88077,0.95188
2008,Thuringa,Rural regions,Yes,0.12327,73,612,0.09721,0.14934
2008,Thuringa,Rural regions,No,0.87673,539,612,0.85066,0.90279
2009,Schleswig-Holstein,Urban regions,No,0.84187,167,167,0.78636,0.89737
2009,Schleswig-Holstein,Rural regions,Yes,0.14285,51,317,0.10427,0.18143
2009,Schleswig-Holstein,Rural regions,No,0.85715,266,317,0.81857,0.89573
2009,Hamburg,Urban regions,No,0.86313,235,235,0.81909,0.90717
2009,Lower Saxony,Urban regions,Yes,0.15431,107,765,0.12869,0.17993
2009,Lower Saxony,Urban regions,No,0.84569,658,765,0.82007,0.87131
2009,Lower Saxony,Rural regions,Yes,0.14331,108,861,0.11989,0.16673
2009,Lower Saxony,Rural regions,No,0.85669,753,861,0.83327,0.88011
2009,Bremen,Urban regions,No,0.83530,105,105,0.76402,0.90659
2009,North Rhine-Westphalia,Urban regions,Yes,0.15319,510,3507,0.14127,0.16511
2009,North Rhine-Westphalia,Urban regions,No,0.84681,2997,3507,0.83489,0.85873
2009,North Rhine-Westphalia,Rural regions,No,0.88878,92,92,0.82418,0.95338
2009,Hesse,Urban regions,Yes,0.15371,140,993,0.13127,0.17616
2009,Hesse,Urban regions,No,0.84629,853,993,0.82384,0.86873
2009,Hesse,Rural regions,Yes,0.16256,36,215,0.11313,0.21200
2009,Hesse,Rural regions,No,0.83744,179,215,0.78800,0.88687
2009,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12278,98,773,0.09963,0.14593
2009,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87722,675,773,0.85407,0.90037
2009,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.16170,38,249,0.11588,0.20753
2009,"Rhineland-Palatinate, Saarland",Rural regions,No,0.83830,211,249,0.79247,0.88412
2009,Baden-Wuerttemberg,Urban regions,Yes,0.11845,206,1901,0.10392,0.13298
2009,Baden-Wuerttemberg,Urban regions,No,0.88155,1695,1901,0.86702,0.89608
2009,Baden-Wuerttemberg,Rural regions,No,0.85222,162,162,0.79740,0.90704
2009,Bavaria,Urban regions,Yes,0.13338,165,1254,0.11455,0.15220
2009,Bavaria,Urban regions,No,0.86662,1089,1254,0.84780,0.88545
2009,Bavaria,Rural regions,Yes,0.12640,168,1338,0.10859,0.14421
2009,Bavaria,Rural regions,No,0.87360,1170,1338,0.85579,0.89141
2009,Berlin,Urban regions,Yes,0.14369,87,682,0.11735,0.17004
2009,Berlin,Urban regions,No,0.85631,595,682,0.82996,0.88265
2009,Brandenburg,Urban regions,No,0.86082,56,56,0.76934,0.95230
2009,Brandenburg,Rural regions,Yes,0.12156,93,722,0.09771,0.14541
2009,Brandenburg,Rural regions,No,0.87844,629,722,0.85459,0.90229
2009,Mecklenburg-Western Pomerania,Urban regions,No,0.91432,53,53,0.83825,0.99040
2009,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11930,45,408,0.08781,0.15079
2009,Mecklenburg-Western Pomerania,Rural regions,No,0.88070,363,408,0.84921,0.91219
2009,Saxony,Urban regions,Yes,0.11419,70,692,0.09048,0.13791
2009,Saxony,Urban regions,No,0.88581,622,692,0.86209,0.90952
2009,Saxony,Rural regions,Yes,0.10531,68,671,0.08207,0.12856
2009,Saxony,Rural regions,No,0.89469,603,671,0.87144,0.91793
2009,Saxony-Anhalt,Urban regions,No,0.82767,127,127,0.76173,0.89362
2009,Saxony-Anhalt,Rural regions,Yes,0.10830,65,619,0.08380,0.13280
2009,Saxony-Anhalt,Rural regions,No,0.89170,554,619,0.86720,0.91620
2009,Thuringa,Urban regions,No,0.89845,215,215,0.85799,0.93892
2009,Thuringa,Rural regions,Yes,0.14427,79,576,0.11555,0.17299
2009,Thuringa,Rural regions,No,0.85573,497,576,0.82701,0.88445
2010,Schleswig-Holstein,Urban regions,Yes,0.14638,33,265,0.10374,0.18902
2010,Schleswig-Holstein,Urban regions,No,0.85362,232,265,0.81098,0.89626
2010,Schleswig-Holstein,Rural regions,Yes,0.14722,52,466,0.11502,0.17943
2010,Schleswig-Holstein,Rural regions,No,0.85278,414,466,0.82057,0.88498
2010,Hamburg,Urban regions,Yes,0.13114,32,383,0.09729,0.16500
2010,Hamburg,Urban regions,No,0.86886,351,383,0.83500,0.90271
2010,Lower Saxony,Urban regions,Yes,0.15265,105,992,0.13026,0.17504
2010,Lower Saxony,Urban regions,No,0.84735,887,992,0.82496,0.86974
2010,Lower Saxony,Rural regions,Yes,0.13755,111,1187,0.11795,0.15715
2010,Lower Saxony,Rural regions,No,0.86245,1076,1187,0.84285,0.88205
2010,Bremen,Urban regions,No,0.86684,157,157,0.81353,0.92016
2010,North Rhine-Westphalia,Urban regions,Yes,0.15538,544,4845,0.14518,0.16558
2010,North Rhine-Westphalia,Urban regions,No,0.84462,4301,4845,0.83442,0.85482
2010,North Rhine-Westphalia,Rural regions,No,0.88522,110,110,0.82537,0.94506
2010,Hesse,Urban regions,Yes,0.14116,145,1336,0.12248,0.15984
2010,Hesse,Urban regions,No,0.85884,1191,1336,0.84016,0.87752
2010,Hesse,Rural regions,Yes,0.13620,33,333,0.09930,0.17309
2010,Hesse,Rural regions,No,0.86380,300,333,0.82691,0.90070
2010,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11088,98,1005,0.09146,0.13031
2010,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88912,907,1005,0.86969,0.90854
2010,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14318,38,335,0.10562,0.18075
2010,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85682,297,335,0.81925,0.89438
2010,Baden-Wuerttemberg,Urban regions,Yes,0.10847,221,2603,0.09652,0.12042
2010,Baden-Wuerttemberg,Urban regions,No,0.89153,2382,2603,0.87958,0.90348
2010,Baden-Wuerttemberg,Rural regions,No,0.89378,258,258,0.85611,0.93145
2010,Bavaria,Urban regions,Yes,0.13965,177,1598,0.12265,0.15665
2010,Bavaria,Urban regions,No,0.86035,1421,1598,0.84335,0.87735
2010,Bavaria,Rural regions,Yes,0.13361,172,1976,0.11860,0.14861
2010,Bavaria,Rural regions,No,0.86639,1804,1976,0.85139,0.88140
2010,Berlin,Urban regions,Yes,0.18010,102,924,0.15531,0.20489
2010,Berlin,Urban regions,No,0.81990,822,924,0.79511,0.84469
2010,Brandenburg,Urban regions,No,0.88687,65,65,0.80927,0.96448
2010,Brandenburg,Rural regions,Yes,0.13444,109,876,0.11184,0.15704
2010,Brandenburg,Rural regions,No,0.86556,767,876,0.84296,0.88816
2010,Mecklenburg-Western Pomerania,Urban regions,No,0.92251,76,76,0.86199,0.98302
2010,Mecklenburg-Western Pomerania,Rural regions,Yes,0.16342,51,508,0.13124,0.19561
2010,Mecklenburg-Western Pomerania,Rural regions,No,0.83658,457,508,0.80439,0.86876
2010,Saxony,Urban regions,Yes,0.09899,71,876,0.07920,0.11878
2010,Saxony,Urban regions,No,0.90101,805,876,0.88122,0.92080
2010,Saxony,Rural regions,Yes,0.12938,77,794,0.10602,0.15274
2010,Saxony,Rural regions,No,0.87062,717,794,0.84726,0.89398
2010,Saxony-Anhalt,Urban regions,No,0.84959,138,138,0.78973,0.90945
2010,Saxony-Anhalt,Rural regions,Yes,0.12413,70,748,0.10048,0.14778
2010,Saxony-Anhalt,Rural regions,No,0.87587,678,748,0.85222,0.89952
2010,Thuringa,Urban regions,Yes,0.09661,32,325,0.06444,0.12878
2010,Thuringa,Urban regions,No,0.90339,293,325,0.87122,0.93556
2010,Thuringa,Rural regions,Yes,0.14966,76,630,0.12178,0.17754
2010,Thuringa,Rural regions,No,0.85034,554,630,0.82246,0.87822
2011,Schleswig-Holstein,Urban regions,Yes,0.13675,35,296,0.09754,0.17595
2011,Schleswig-Holstein,Urban regions,No,0.86325,261,296,0.82405,0.90246
2011,Schleswig-Holstein,Rural regions,Yes,0.12192,74,683,0.09736,0.14647
2011,Schleswig-Holstein,Rural regions,No,0.87808,609,683,0.85353,0.90264
2011,Hamburg,Urban regions,Yes,0.16811,47,429,0.13268,0.20354
2011,Hamburg,Urban regions,No,0.83189,382,429,0.79646,0.86732
2011,Lower Saxony,Urban regions,Yes,0.14884,130,1150,0.12826,0.16943
2011,Lower Saxony,Urban regions,No,0.85116,1020,1150,0.83057,0.87174
2011,Lower Saxony,Rural regions,Yes,0.13709,152,1480,0.11956,0.15462
2011,Lower Saxony,Rural regions,No,0.86291,1328,1480,0.84538,0.88044
2011,Bremen,Urban regions,No,0.90101,173,173,0.85637,0.94564
2011,North Rhine-Westphalia,Urban regions,Yes,0.14943,649,5528,0.14003,0.15883
2011,North Rhine-Westphalia,Urban regions,No,0.85057,4879,5528,0.84117,0.85997
2011,North Rhine-Westphalia,Rural regions,No,0.85383,142,142,0.79552,0.91215
2011,Hesse,Urban regions,Yes,0.13878,180,1553,0.12158,0.15598
2011,Hesse,Urban regions,No,0.86122,1373,1553,0.84402,0.87842
2011,Hesse,Rural regions,Yes,0.16352,48,399,0.12719,0.19986
2011,Hesse,Rural regions,No,0.83648,351,399,0.80014,0.87281
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.12754,121,1170,0.10842,0.14667
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.87246,1049,1170,0.85333,0.89158
2011,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.14502,53,433,0.11182,0.17823
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.85498,380,433,0.82177,0.88818
2011,Baden-Wuerttemberg,Urban regions,Yes,0.11421,279,3131,0.10307,0.12536
2011,Baden-Wuerttemberg,Urban regions,No,0.88579,2852,3131,0.87464,0.89693
2011,Baden-Wuerttemberg,Rural regions,Yes,0.12341,40,387,0.09059,0.15622
2011,Baden-Wuerttemberg,Rural regions,No,0.87659,347,387,0.84378,0.90941
2011,Bavaria,Urban regions,Yes,0.13309,212,1958,0.11805,0.14814
2011,Bavaria,Urban regions,No,0.86691,1746,1958,0.85186,0.88195
2011,Bavaria,Rural regions,Yes,0.13002,260,2459,0.11672,0.14331
2011,Bavaria,Rural regions,No,0.86998,2199,2459,0.85669,0.88328
2011,Berlin,Urban regions,Yes,0.17060,122,1010,0.14739,0.19381
2011,Berlin,Urban regions,No,0.82940,888,1010,0.80619,0.85261
2011,Brandenburg,Urban regions,No,0.86703,79,79,0.79168,0.94238
2011,Brandenburg,Rural regions,Yes,0.11875,122,1052,0.09919,0.13831
2011,Brandenburg,Rural regions,No,0.88125,930,1052,0.86169,0.90081
2011,Mecklenburg-Western Pomerania,Urban regions,No,0.82380,61,61,0.72740,0.92020
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.15317,65,584,0.12394,0.18241
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.84683,519,584,0.81759,0.87606
2011,Saxony,Urban regions,Yes,0.10895,98,960,0.08923,0.12867
2011,Saxony,Urban regions,No,0.89105,862,960,0.87133,0.91077
2011,Saxony,Rural regions,Yes,0.11030,84,864,0.08940,0.13120
2011,Saxony,Rural regions,No,0.88970,780,864,0.86880,0.91060
2011,Saxony-Anhalt,Urban regions,No,0.85126,193,193,0.80093,0.90159
2011,Saxony-Anhalt,Rural regions,Yes,0.13539,95,871,0.11265,0.15812
2011,Saxony-Anhalt,Rural regions,No,0.86461,776,871,0.84188,0.88735
2011,Thuringa,Urban regions,Yes,0.08741,37,363,0.05832,0.11651
2011,Thuringa,Urban regions,No,0.91259,326,363,0.88349,0.94168
2011,Thuringa,Rural regions,Yes,0.15601,93,741,0.12986,0.18215
2011,Thuringa,Rural regions,No,0.84399,648,741,0.81785,0.87014
2012,Schleswig-Holstein,Urban regions,Yes,0.16096,34,281,0.11792,0.20401
2012,Schleswig-Holstein,Urban regions,No,0.83904,247,281,0.79599,0.88208
2012,Schleswig-Holstein,Rural regions,Yes,0.12708,81,700,0.10239,0.15178
2012,Schleswig-Holstein,Rural regions,No,0.87292,619,700,0.84822,0.89761
2012,Hamburg,Urban regions,Yes,0.14008,44,434,0.10739,0.17277
2012,Hamburg,Urban regions,No,0.85992,390,434,0.82723,0.89261
2012,Lower Saxony,Urban regions,Yes,0.15260,122,1047,0.13081,0.17440
2012,Lower Saxony,Urban regions,No,0.84740,925,1047,0.82560,0.86919
2012,Lower Saxony,Rural regions,Yes,0.15931,187,1508,0.14083,0.17779
2012,Lower Saxony,Rural regions,No,0.84069,1321,1508,0.82221,0.85917
2012,Bremen,Urban regions,No,0.90419,180,180,0.86107,0.94731
2012,North Rhine-Westphalia,Urban regions,Yes,0.14739,649,5371,0.13791,0.15688
2012,North Rhine-Westphalia,Urban regions,No,0.85261,4722,5371,0.84312,0.86209
2012,North Rhine-Westphalia,Rural regions,No,0.87531,128,128,0.81785,0.93277
2012,Hesse,Urban regions,Yes,0.15300,195,1491,0.13472,0.17128
2012,Hesse,Urban regions,No,0.84700,1296,1491,0.82872,0.86528
2012,Hesse,Rural regions,Yes,0.18549,62,406,0.14764,0.22335
2012,Hesse,Rural regions,No,0.81451,344,406,0.77665,0.85236
2012,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11855,126,1165,0.09997,0.13712
2012,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88145,1039,1165,0.86288,0.90003
2012,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.13782,47,400,0.10399,0.17164
2012,"Rhineland-Palatinate, Saarland",Rural regions,No,0.86218,353,400,0.82836,0.89601
2012,Baden-Wuerttemberg,Urban regions,Yes,0.12457,296,2956,0.11266,0.13647
2012,Baden-Wuerttemberg,Urban regions,No,0.87543,2660,2956,0.86353,0.88734
