year,bula_h,sex,ple0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,"Rhineland-Palatinate, Saarland",male,No,0.65387,289,339,0.60315,0.70459
1997,"Rhineland-Palatinate, Saarland",female,Yes,0.09451,32,371,0.06470,0.12432
1997,"Rhineland-Palatinate, Saarland",female,No,0.72872,339,371,0.68342,0.77403
1997,Baden-Wuerttemberg,male,Yes,0.14664,115,839,0.12269,0.17059
1997,Baden-Wuerttemberg,male,No,0.63568,724,839,0.60310,0.66827
1997,Baden-Wuerttemberg,female,Yes,0.07653,74,861,0.05877,0.09430
1997,Baden-Wuerttemberg,female,No,0.73805,787,861,0.70867,0.76744
1997,Bavaria,male,Yes,0.13390,93,792,0.11017,0.15764
1997,Bavaria,male,No,0.67540,699,792,0.64277,0.70804
1997,Bavaria,female,Yes,0.07728,57,818,0.05897,0.09559
1997,Bavaria,female,No,0.73721,761,818,0.70703,0.76739
1997,Berlin,male,Yes,0.15234,37,245,0.10725,0.19743
1997,Berlin,male,No,0.66239,208,245,0.60305,0.72172
1997,Berlin,female,Yes,0.13107,33,264,0.09028,0.17186
1997,Berlin,female,No,0.70384,231,264,0.64866,0.75902
1997,Brandenburg,male,No,0.74734,265,265,0.69492,0.79976
1997,Brandenburg,female,Yes,0.11588,35,302,0.07972,0.15204
1997,Brandenburg,female,No,0.74068,267,302,0.69117,0.79019
1997,Mecklenburg-Western Pomerania,male,No,0.73866,172,172,0.67280,0.80451
1997,Mecklenburg-Western Pomerania,female,No,0.74054,178,178,0.67596,0.80511
1997,Saxony,male,Yes,0.07746,41,515,0.05435,0.10057
1997,Saxony,male,No,0.74267,474,515,0.70487,0.78046
1997,Saxony,female,Yes,0.06282,38,567,0.04283,0.08281
1997,Saxony,female,No,0.77724,529,567,0.74296,0.81152
1997,Saxony-Anhalt,male,No,0.76406,276,276,0.71388,0.81424
1997,Saxony-Anhalt,female,No,0.78654,331,331,0.74233,0.83075
1997,Thuringa,male,No,0.69608,292,292,0.64323,0.74892
1997,Thuringa,female,No,0.72933,313,313,0.68003,0.77863
1998,Schleswig-Holstein,male,No,0.72201,144,144,0.64858,0.79544
1998,Schleswig-Holstein,female,No,0.67334,165,165,0.60156,0.74511
1998,Hamburg,male,No,0.75254,62,62,0.64425,0.86084
1998,Hamburg,female,No,0.66769,70,70,0.55655,0.77884
1998,Lower Saxony,male,Yes,0.14237,88,593,0.11422,0.17051
1998,Lower Saxony,male,No,0.66405,505,593,0.62601,0.70210
1998,Lower Saxony,female,Yes,0.08657,47,596,0.06397,0.10916
1998,Lower Saxony,female,No,0.71750,549,596,0.68133,0.75368
1998,Bremen,male,No,0.72209,42,42,0.58497,0.85921
1998,Bremen,female,No,0.73001,44,44,0.59732,0.86271
1998,North Rhine-Westphalia,male,Yes,0.13589,202,1359,0.11766,0.15412
1998,North Rhine-Westphalia,male,No,0.67111,1157,1359,0.64612,0.69610
1998,North Rhine-Westphalia,female,Yes,0.12386,169,1464,0.10698,0.14074
1998,North Rhine-Westphalia,female,No,0.70037,1295,1464,0.67690,0.72384
1998,Hesse,male,Yes,0.11787,63,460,0.08837,0.14737
1998,Hesse,male,No,0.65432,397,460,0.61081,0.69783
1998,Hesse,female,Yes,0.09675,51,476,0.07017,0.12334
1998,Hesse,female,No,0.75679,425,476,0.71821,0.79537
1998,"Rhineland-Palatinate, Saarland",male,Yes,0.15549,58,386,0.11929,0.19169
1998,"Rhineland-Palatinate, Saarland",male,No,0.65556,328,386,0.60809,0.70302
1998,"Rhineland-Palatinate, Saarland",female,Yes,0.09320,42,414,0.06516,0.12124
1998,"Rhineland-Palatinate, Saarland",female,No,0.72754,372,414,0.68460,0.77048
1998,Baden-Wuerttemberg,male,Yes,0.13356,113,872,0.11097,0.15615
1998,Baden-Wuerttemberg,male,No,0.65232,759,872,0.62069,0.68395
1998,Baden-Wuerttemberg,female,Yes,0.08199,81,924,0.06429,0.09969
1998,Baden-Wuerttemberg,female,No,0.73416,843,924,0.70565,0.76266
1998,Bavaria,male,Yes,0.13218,116,897,0.11001,0.15436
1998,Bavaria,male,No,0.69018,781,897,0.65990,0.72046
1998,Bavaria,female,Yes,0.09362,78,955,0.07513,0.11210
1998,Bavaria,female,No,0.72047,877,955,0.69199,0.74895
1998,Berlin,male,No,0.70410,221,221,0.64378,0.76442
1998,Berlin,female,Yes,0.11534,31,275,0.07752,0.15317
1998,Berlin,female,No,0.73354,244,275,0.68119,0.78589
1998,Brandenburg,male,No,0.75512,271,271,0.70382,0.80641
1998,Brandenburg,female,Yes,0.09527,34,314,0.06274,0.12779
1998,Brandenburg,female,No,0.74957,280,314,0.70157,0.79757
1998,Mecklenburg-Western Pomerania,male,No,0.74142,179,179,0.67709,0.80574
1998,Mecklenburg-Western Pomerania,female,No,0.72203,191,191,0.65832,0.78573
1998,Saxony,male,Yes,0.06262,40,565,0.04262,0.08262
1998,Saxony,male,No,0.74906,525,565,0.71328,0.78484
1998,Saxony,female,Yes,0.06467,42,605,0.04506,0.08428
1998,Saxony,female,No,0.77138,563,605,0.73789,0.80487
1998,Saxony-Anhalt,male,Yes,0.09206,33,326,0.06063,0.12349
1998,Saxony-Anhalt,male,No,0.76029,293,326,0.71388,0.80671
1998,Saxony-Anhalt,female,No,0.77094,327,327,0.72532,0.81655
1998,Thuringa,male,Yes,0.10457,32,353,0.07260,0.13654
1998,Thuringa,male,No,0.70204,321,353,0.65426,0.74982
1998,Thuringa,female,Yes,0.08577,32,374,0.05736,0.11419
1998,Thuringa,female,No,0.71558,342,374,0.66980,0.76137
1999,Schleswig-Holstein,male,No,0.74573,137,137,0.67255,0.81892
1999,Schleswig-Holstein,female,No,0.65525,153,153,0.57969,0.73081
1999,Hamburg,male,No,0.75612,59,59,0.64561,0.86664
1999,Hamburg,female,No,0.71950,64,64,0.60857,0.83043
1999,Lower Saxony,male,Yes,0.14243,84,584,0.11406,0.17080
1999,Lower Saxony,male,No,0.67546,500,584,0.63746,0.71347
1999,Lower Saxony,female,Yes,0.10243,52,579,0.07771,0.12715
1999,Lower Saxony,female,No,0.70626,527,579,0.66913,0.74340
1999,Bremen,male,No,0.64485,33,33,0.47904,0.81066
1999,Bremen,female,No,0.76717,40,40,0.63453,0.89982
1999,North Rhine-Westphalia,male,Yes,0.13640,189,1300,0.11774,0.15507
1999,North Rhine-Westphalia,male,No,0.67827,1111,1300,0.65286,0.70367
1999,North Rhine-Westphalia,female,Yes,0.13522,166,1390,0.11723,0.15320
1999,North Rhine-Westphalia,female,No,0.69198,1224,1390,0.66770,0.71626
1999,Hesse,male,Yes,0.11034,56,431,0.08072,0.13995
1999,Hesse,male,No,0.66436,375,431,0.61973,0.70899
1999,Hesse,female,Yes,0.11086,50,459,0.08210,0.13961
1999,Hesse,female,No,0.76991,409,459,0.73137,0.80846
1999,"Rhineland-Palatinate, Saarland",male,Yes,0.16893,62,365,0.13044,0.20743
1999,"Rhineland-Palatinate, Saarland",male,No,0.65166,303,365,0.60272,0.70061
1999,"Rhineland-Palatinate, Saarland",female,Yes,0.10297,43,404,0.07330,0.13264
1999,"Rhineland-Palatinate, Saarland",female,No,0.72774,361,404,0.68428,0.77120
1999,Baden-Wuerttemberg,male,Yes,0.12832,106,841,0.10571,0.15094
1999,Baden-Wuerttemberg,male,No,0.66047,735,841,0.62845,0.69250
1999,Baden-Wuerttemberg,female,Yes,0.09250,82,882,0.07337,0.11164
1999,Baden-Wuerttemberg,female,No,0.73036,800,882,0.70105,0.75966
1999,Bavaria,male,Yes,0.12324,104,867,0.10135,0.14514
1999,Bavaria,male,No,0.71457,763,867,0.68449,0.74465
1999,Bavaria,female,Yes,0.07838,71,922,0.06102,0.09574
1999,Bavaria,female,No,0.74111,851,922,0.71282,0.76940
1999,Berlin,male,Yes,0.12521,31,245,0.08368,0.16674
1999,Berlin,male,No,0.67556,214,245,0.61682,0.73431
1999,Berlin,female,No,0.72702,239,239,0.67042,0.78362
1999,Brandenburg,male,No,0.74322,256,256,0.68960,0.79684
1999,Brandenburg,female,Yes,0.13099,42,312,0.09349,0.16848
1999,Brandenburg,female,No,0.72848,270,312,0.67905,0.77791
1999,Mecklenburg-Western Pomerania,male,No,0.73860,175,175,0.67331,0.80389
1999,Mecklenburg-Western Pomerania,female,No,0.74285,186,186,0.67987,0.80583
1999,Saxony,male,Yes,0.07164,39,547,0.05001,0.09328
1999,Saxony,male,No,0.75640,508,547,0.72040,0.79241
1999,Saxony,female,Yes,0.06799,43,604,0.04790,0.08808
1999,Saxony,female,No,0.79581,561,604,0.76363,0.82798
1999,Saxony-Anhalt,male,Yes,0.09804,39,332,0.06600,0.13007
1999,Saxony-Anhalt,male,No,0.78456,293,332,0.74027,0.82885
1999,Saxony-Anhalt,female,No,0.81619,334,334,0.77459,0.85779
1999,Thuringa,male,No,0.71758,320,320,0.66818,0.76699
1999,Thuringa,female,No,0.74078,339,339,0.69407,0.78750
2000,Schleswig-Holstein,male,Yes,0.10012,38,335,0.06793,0.13231
2000,Schleswig-Holstein,male,No,0.74216,297,335,0.69524,0.78907
2000,Schleswig-Holstein,female,Yes,0.08319,34,372,0.05509,0.11129
2000,Schleswig-Holstein,female,No,0.73050,338,372,0.68535,0.77565
2000,Hamburg,male,No,0.72424,117,117,0.64291,0.80557
2000,Hamburg,female,No,0.71315,141,141,0.63823,0.78807
2000,Lower Saxony,male,Yes,0.13094,145,996,0.10998,0.15191
2000,Lower Saxony,male,No,0.67375,851,996,0.64462,0.70288
2000,Lower Saxony,female,Yes,0.08591,89,1025,0.06875,0.10308
2000,Lower Saxony,female,No,0.72400,936,1025,0.69662,0.75138
2000,Bremen,male,No,0.67081,71,71,0.56072,0.78089
2000,Bremen,female,No,0.75921,91,91,0.67088,0.84755
2000,North Rhine-Westphalia,male,Yes,0.12762,366,2467,0.11446,0.14079
2000,North Rhine-Westphalia,male,No,0.69202,2101,2467,0.67380,0.71024
2000,North Rhine-Westphalia,female,Yes,0.10009,264,2652,0.08867,0.11152
2000,North Rhine-Westphalia,female,No,0.73266,2388,2652,0.71582,0.74951
2000,Hesse,male,Yes,0.10648,104,813,0.08526,0.12769
2000,Hesse,male,No,0.68639,709,813,0.65447,0.71830
2000,Hesse,female,Yes,0.09435,88,855,0.07475,0.11396
2000,Hesse,female,No,0.75317,767,855,0.72425,0.78209
2000,"Rhineland-Palatinate, Saarland",male,Yes,0.12849,100,680,0.10332,0.15366
2000,"Rhineland-Palatinate, Saarland",male,No,0.65423,580,680,0.61846,0.69001
2000,"Rhineland-Palatinate, Saarland",female,Yes,0.08598,73,777,0.06626,0.10571
2000,"Rhineland-Palatinate, Saarland",female,No,0.73105,704,777,0.69986,0.76225
2000,Baden-Wuerttemberg,male,Yes,0.10981,174,1430,0.09360,0.12602
2000,Baden-Wuerttemberg,male,No,0.67408,1256,1430,0.64978,0.69838
2000,Baden-Wuerttemberg,female,Yes,0.07675,133,1512,0.06332,0.09017
2000,Baden-Wuerttemberg,female,No,0.73631,1379,1512,0.71409,0.75853
2000,Bavaria,male,Yes,0.11155,196,1613,0.09618,0.12692
2000,Bavaria,male,No,0.72360,1417,1613,0.70176,0.74543
2000,Bavaria,female,Yes,0.08195,149,1747,0.06909,0.09482
2000,Bavaria,female,No,0.75091,1598,1747,0.73062,0.77120
2000,Berlin,male,Yes,0.09898,46,381,0.06895,0.12900
2000,Berlin,male,No,0.69286,335,381,0.64648,0.73925
2000,Berlin,female,Yes,0.11637,53,421,0.08570,0.14704
2000,Berlin,female,No,0.69931,368,421,0.65545,0.74316
2000,Brandenburg,male,Yes,0.08846,50,498,0.06349,0.11342
2000,Brandenburg,male,No,0.76255,448,498,0.72514,0.79996
2000,Brandenburg,female,Yes,0.11147,60,518,0.08434,0.13860
2000,Brandenburg,female,No,0.75686,458,518,0.71988,0.79384
2000,Mecklenburg-Western Pomerania,male,No,0.76867,236,236,0.71475,0.82258
2000,Mecklenburg-Western Pomerania,female,No,0.73428,275,275,0.68198,0.78659
2000,Saxony,male,Yes,0.06807,61,850,0.05112,0.08501
2000,Saxony,male,No,0.74820,789,850,0.71900,0.77739
2000,Saxony,female,Yes,0.06591,65,921,0.04988,0.08195
2000,Saxony,female,No,0.78805,856,921,0.76164,0.81446
2000,Saxony-Anhalt,male,Yes,0.11657,65,492,0.08818,0.14495
2000,Saxony-Anhalt,male,No,0.74521,427,492,0.70666,0.78375
2000,Saxony-Anhalt,female,Yes,0.07197,43,566,0.05066,0.09328
2000,Saxony-Anhalt,female,No,0.80810,523,566,0.77563,0.84057
2000,Thuringa,male,Yes,0.11445,56,511,0.08682,0.14208
2000,Thuringa,male,No,0.72617,455,511,0.68747,0.76487
2000,Thuringa,female,Yes,0.08239,47,538,0.05914,0.10565
2000,Thuringa,female,No,0.76695,491,538,0.73120,0.80271
2001,Schleswig-Holstein,male,Yes,0.12708,42,308,0.08982,0.16434
2001,Schleswig-Holstein,male,No,0.72260,266,308,0.67252,0.77269
2001,Schleswig-Holstein,female,Yes,0.09988,32,336,0.06777,0.13199
2001,Schleswig-Holstein,female,No,0.69694,304,336,0.64772,0.74615
2001,Hamburg,male,No,0.72965,107,107,0.64509,0.81420
2001,Hamburg,female,No,0.70332,127,127,0.62356,0.78308
2001,Lower Saxony,male,Yes,0.13621,134,904,0.11383,0.15858
2001,Lower Saxony,male,No,0.67485,770,904,0.64429,0.70540
2001,Lower Saxony,female,Yes,0.08189,83,938,0.06434,0.09945
2001,Lower Saxony,female,No,0.71632,855,938,0.68745,0.74518
2001,Bremen,male,No,0.75556,65,65,0.65027,0.86085
2001,Bremen,female,No,0.69930,72,72,0.59263,0.80597
2001,North Rhine-Westphalia,male,Yes,0.12065,311,2228,0.10713,0.13418
2001,North Rhine-Westphalia,male,No,0.69366,1917,2228,0.67452,0.71281
2001,North Rhine-Westphalia,female,Yes,0.10621,247,2410,0.09391,0.11852
2001,North Rhine-Westphalia,female,No,0.73445,2163,2410,0.71681,0.75208
2001,Hesse,male,Yes,0.11073,95,711,0.08765,0.13381
2001,Hesse,male,No,0.68312,616,711,0.64890,0.71734
2001,Hesse,female,Yes,0.07711,69,761,0.05814,0.09607
2001,Hesse,female,No,0.75523,692,761,0.72466,0.78580
2001,"Rhineland-Palatinate, Saarland",male,Yes,0.12712,97,633,0.10115,0.15309
2001,"Rhineland-Palatinate, Saarland",male,No,0.64267,536,633,0.60531,0.68004
2001,"Rhineland-Palatinate, Saarland",female,Yes,0.08740,72,716,0.06670,0.10811
2001,"Rhineland-Palatinate, Saarland",female,No,0.72630,644,716,0.69362,0.75898
2001,Baden-Wuerttemberg,male,Yes,0.10304,146,1255,0.08622,0.11987
2001,Baden-Wuerttemberg,male,No,0.68262,1109,1255,0.65686,0.70838
2001,Baden-Wuerttemberg,female,Yes,0.08349,118,1329,0.06861,0.09837
2001,Baden-Wuerttemberg,female,No,0.72756,1211,1329,0.70362,0.75151
2001,Bavaria,male,Yes,0.11940,181,1432,0.10260,0.13621
2001,Bavaria,male,No,0.71655,1251,1432,0.69320,0.73990
2001,Bavaria,female,Yes,0.07991,132,1590,0.06658,0.09324
2001,Bavaria,female,No,0.75615,1458,1590,0.73504,0.77726
2001,Berlin,male,Yes,0.10827,47,383,0.07711,0.13943
2001,Berlin,male,No,0.68173,336,383,0.63501,0.72844
2001,Berlin,female,Yes,0.11835,55,403,0.08677,0.14992
2001,Berlin,female,No,0.71296,348,403,0.66873,0.75718
2001,Brandenburg,male,Yes,0.08739,45,465,0.06170,0.11309
2001,Brandenburg,male,No,0.76811,420,465,0.72971,0.80651
2001,Brandenburg,female,Yes,0.09581,55,489,0.06969,0.12192
2001,Brandenburg,female,No,0.77401,434,489,0.73691,0.81112
2001,Mecklenburg-Western Pomerania,male,No,0.78215,211,211,0.72632,0.83798
2001,Mecklenburg-Western Pomerania,female,No,0.73328,248,248,0.67813,0.78843
2001,Saxony,male,Yes,0.07643,61,782,0.05780,0.09506
2001,Saxony,male,No,0.75008,721,782,0.71971,0.78044
2001,Saxony,female,Yes,0.07257,65,851,0.05513,0.09001
2001,Saxony,female,No,0.78976,786,851,0.76237,0.81716
2001,Saxony-Anhalt,male,Yes,0.10640,57,479,0.07876,0.13405
2001,Saxony-Anhalt,male,No,0.77898,422,479,0.74178,0.81618
2001,Saxony-Anhalt,female,Yes,0.06984,39,521,0.04793,0.09175
2001,Saxony-Anhalt,female,No,0.79370,482,521,0.75892,0.82848
2001,Thuringa,male,Yes,0.10682,45,472,0.07892,0.13471
2001,Thuringa,male,No,0.75401,427,472,0.71511,0.79290
2001,Thuringa,female,Yes,0.09147,41,491,0.06594,0.11699
2001,Thuringa,female,No,0.77599,450,491,0.73908,0.81291
2002,Schleswig-Holstein,male,Yes,0.13507,46,341,0.09874,0.17140
2002,Schleswig-Holstein,male,No,0.69286,295,341,0.64383,0.74190
2002,Schleswig-Holstein,female,Yes,0.10876,37,366,0.07682,0.14069
2002,Schleswig-Holstein,female,No,0.69322,329,366,0.64591,0.74053
2002,Hamburg,male,No,0.71106,126,126,0.63160,0.79052
2002,Hamburg,female,No,0.72545,153,153,0.65450,0.79640
2002,Lower Saxony,male,Yes,0.13764,134,963,0.11587,0.15942
2002,Lower Saxony,male,No,0.66972,829,963,0.64000,0.69944
2002,Lower Saxony,female,Yes,0.08838,95,1005,0.07082,0.10594
2002,Lower Saxony,female,No,0.72229,910,1005,0.69459,0.75000
2002,Bremen,male,No,0.68788,69,69,0.57775,0.79801
2002,Bremen,female,No,0.71606,81,81,0.61725,0.81487
2002,North Rhine-Westphalia,male,Yes,0.12605,330,2350,0.11263,0.13947
2002,North Rhine-Westphalia,male,No,0.69581,2020,2350,0.67720,0.71441
2002,North Rhine-Westphalia,female,Yes,0.11130,262,2495,0.09895,0.12364
2002,North Rhine-Westphalia,female,No,0.72456,2233,2495,0.70703,0.74209
2002,Hesse,male,Yes,0.11802,105,787,0.09547,0.14058
2002,Hesse,male,No,0.67366,682,787,0.64088,0.70644
2002,Hesse,female,Yes,0.09772,84,847,0.07771,0.11773
2002,Hesse,female,No,0.72742,763,847,0.69741,0.75742
2002,"Rhineland-Palatinate, Saarland",male,Yes,0.11996,96,647,0.09490,0.14502
2002,"Rhineland-Palatinate, Saarland",male,No,0.66008,551,647,0.62355,0.69661
2002,"Rhineland-Palatinate, Saarland",female,Yes,0.07607,67,727,0.05679,0.09536
2002,"Rhineland-Palatinate, Saarland",female,No,0.74068,660,727,0.70880,0.77256
2002,Baden-Wuerttemberg,male,Yes,0.10860,155,1368,0.09210,0.12509
2002,Baden-Wuerttemberg,male,No,0.67555,1213,1368,0.65073,0.70037
2002,Baden-Wuerttemberg,female,Yes,0.10273,137,1416,0.08691,0.11855
2002,Baden-Wuerttemberg,female,No,0.71728,1279,1416,0.69381,0.74074
2002,Bavaria,male,Yes,0.12255,188,1550,0.10622,0.13888
2002,Bavaria,male,No,0.70122,1362,1550,0.67843,0.72402
2002,Bavaria,female,Yes,0.08934,139,1684,0.07571,0.10297
2002,Bavaria,female,No,0.73967,1545,1684,0.71870,0.76063
2002,Berlin,male,Yes,0.11630,49,399,0.08481,0.14780
2002,Berlin,male,No,0.68611,350,399,0.64051,0.73170
2002,Berlin,female,Yes,0.11693,52,422,0.08624,0.14763
2002,Berlin,female,No,0.72931,370,422,0.68686,0.77175
2002,Brandenburg,male,Yes,0.11400,56,465,0.08508,0.14292
2002,Brandenburg,male,No,0.74612,409,465,0.70652,0.78572
2002,Brandenburg,female,Yes,0.10989,60,490,0.08217,0.13761
2002,Brandenburg,female,No,0.76359,430,490,0.72593,0.80125
2002,Mecklenburg-Western Pomerania,male,No,0.75232,203,203,0.69279,0.81185
2002,Mecklenburg-Western Pomerania,female,No,0.71668,250,250,0.66071,0.77265
2002,Saxony,male,Yes,0.07695,66,805,0.05853,0.09537
2002,Saxony,male,No,0.76562,739,805,0.73634,0.79491
2002,Saxony,female,Yes,0.09018,70,837,0.07076,0.10959
2002,Saxony,female,No,0.77794,767,837,0.74977,0.80612
2002,Saxony-Anhalt,male,Yes,0.12798,62,459,0.09738,0.15857
2002,Saxony-Anhalt,male,No,0.75550,397,459,0.71614,0.79487
2002,Saxony-Anhalt,female,Yes,0.09019,46,507,0.06523,0.11515
2002,Saxony-Anhalt,female,No,0.77133,461,507,0.73473,0.80792
2002,Thuringa,male,Yes,0.11296,51,479,0.08458,0.14134
2002,Thuringa,male,No,0.73989,428,479,0.70056,0.77922
2002,Thuringa,female,Yes,0.08239,38,483,0.05785,0.10694
2002,Thuringa,female,No,0.77730,445,483,0.74015,0.81444
2003,Schleswig-Holstein,male,Yes,0.11995,44,321,0.08435,0.15555
2003,Schleswig-Holstein,male,No,0.73903,277,321,0.69091,0.78715
2003,Schleswig-Holstein,female,Yes,0.08219,32,341,0.05300,0.11138
2003,Schleswig-Holstein,female,No,0.71666,309,341,0.66876,0.76456
2003,Hamburg,male,No,0.70227,120,120,0.62011,0.78443
2003,Hamburg,female,No,0.72297,140,140,0.64857,0.79737
2003,Lower Saxony,male,Yes,0.13805,128,918,0.11573,0.16038
2003,Lower Saxony,male,No,0.67142,790,918,0.64101,0.70182
2003,Lower Saxony,female,Yes,0.08911,89,982,0.07128,0.10694
2003,Lower Saxony,female,No,0.73980,893,982,0.71234,0.76726
2003,Bremen,male,No,0.72009,72,72,0.61566,0.82452
2003,Bremen,female,No,0.74291,83,83,0.64832,0.83751
2003,North Rhine-Westphalia,male,Yes,0.12855,323,2251,0.11472,0.14238
2003,North Rhine-Westphalia,male,No,0.69138,1928,2251,0.67229,0.71047
2003,North Rhine-Westphalia,female,Yes,0.10624,251,2384,0.09386,0.11861
2003,North Rhine-Westphalia,female,No,0.71693,2133,2384,0.69884,0.73501
2003,Hesse,male,Yes,0.11801,105,726,0.09453,0.14150
2003,Hesse,male,No,0.66816,621,726,0.63388,0.70243
2003,Hesse,female,Yes,0.10450,84,763,0.08278,0.12622
2003,Hesse,female,No,0.72227,679,763,0.69047,0.75407
2003,"Rhineland-Palatinate, Saarland",male,Yes,0.12935,96,637,0.10327,0.15543
2003,"Rhineland-Palatinate, Saarland",male,No,0.67864,541,637,0.64234,0.71493
2003,"Rhineland-Palatinate, Saarland",female,Yes,0.09123,74,711,0.07005,0.11241
2003,"Rhineland-Palatinate, Saarland",female,No,0.72911,637,711,0.69642,0.76180
2003,Baden-Wuerttemberg,male,Yes,0.10253,147,1302,0.08605,0.11902
2003,Baden-Wuerttemberg,male,No,0.67932,1155,1302,0.65395,0.70468
2003,Baden-Wuerttemberg,female,Yes,0.10163,133,1372,0.08564,0.11763
2003,Baden-Wuerttemberg,female,No,0.71327,1239,1372,0.68934,0.73721
2003,Bavaria,male,Yes,0.11962,181,1471,0.10303,0.13621
2003,Bavaria,male,No,0.70885,1290,1471,0.68562,0.73207
2003,Bavaria,female,Yes,0.08675,144,1640,0.07312,0.10038
2003,Bavaria,female,No,0.74082,1496,1640,0.71961,0.76203
2003,Berlin,male,Yes,0.11363,49,409,0.08284,0.14443
2003,Berlin,male,No,0.71919,360,409,0.67558,0.76279
2003,Berlin,female,Yes,0.12724,55,413,0.09506,0.15942
2003,Berlin,female,No,0.71718,358,413,0.67369,0.76067
2003,Brandenburg,male,Yes,0.11327,54,453,0.08405,0.14248
2003,Brandenburg,male,No,0.73503,399,453,0.69435,0.77572
2003,Brandenburg,female,Yes,0.10766,60,485,0.08004,0.13527
2003,Brandenburg,female,No,0.76959,425,485,0.73208,0.80711
2003,Mecklenburg-Western Pomerania,male,Yes,0.13273,33,240,0.08971,0.17574
2003,Mecklenburg-Western Pomerania,male,No,0.74871,207,240,0.69372,0.80370
2003,Mecklenburg-Western Pomerania,female,No,0.73837,253,253,0.68411,0.79264
2003,Saxony,male,Yes,0.07968,67,787,0.06075,0.09861
2003,Saxony,male,No,0.76474,720,787,0.73509,0.79440
2003,Saxony,female,Yes,0.08268,68,817,0.06378,0.10157
2003,Saxony,female,No,0.79115,749,817,0.76326,0.81904
2003,Saxony-Anhalt,male,Yes,0.12690,58,435,0.09558,0.15821
2003,Saxony-Anhalt,male,No,0.74136,377,435,0.70017,0.78256
2003,Saxony-Anhalt,female,Yes,0.08488,41,495,0.06030,0.10946
2003,Saxony-Anhalt,female,No,0.79272,454,495,0.75697,0.82846
2003,Thuringa,male,Yes,0.10182,45,465,0.07430,0.12933
2003,Thuringa,male,No,0.75369,420,465,0.71449,0.79290
2003,Thuringa,female,Yes,0.09259,38,484,0.06674,0.11844
2003,Thuringa,female,No,0.77904,446,484,0.74204,0.81605
2004,Schleswig-Holstein,male,Yes,0.10659,38,314,0.07240,0.14077
2004,Schleswig-Holstein,male,No,0.74802,276,314,0.69992,0.79612
2004,Schleswig-Holstein,female,Yes,0.10185,40,350,0.07012,0.13358
2004,Schleswig-Holstein,female,No,0.71515,310,350,0.66780,0.76251
2004,Hamburg,male,No,0.73914,121,121,0.66057,0.81770
2004,Hamburg,female,No,0.69599,136,136,0.61839,0.77358
2004,Lower Saxony,male,Yes,0.14824,128,911,0.12516,0.17133
2004,Lower Saxony,male,No,0.66474,783,911,0.63407,0.69541
2004,Lower Saxony,female,Yes,0.09438,94,971,0.07598,0.11278
2004,Lower Saxony,female,No,0.73502,877,971,0.70725,0.76280
2004,Bremen,male,No,0.71160,68,68,0.60313,0.82008
2004,Bremen,female,No,0.71503,78,78,0.61421,0.81586
2004,North Rhine-Westphalia,male,Yes,0.13665,322,2189,0.12226,0.15105
2004,North Rhine-Westphalia,male,No,0.69015,1867,2189,0.67077,0.70953
2004,North Rhine-Westphalia,female,Yes,0.11300,256,2331,0.10015,0.12586
2004,North Rhine-Westphalia,female,No,0.72181,2075,2331,0.70361,0.74000
2004,Hesse,male,Yes,0.12065,103,695,0.09642,0.14489
2004,Hesse,male,No,0.66011,592,695,0.62487,0.69536
2004,Hesse,female,Yes,0.09680,82,744,0.07554,0.11806
2004,Hesse,female,No,0.72483,662,744,0.69271,0.75694
2004,"Rhineland-Palatinate, Saarland",male,Yes,0.13767,97,610,0.11031,0.16504
2004,"Rhineland-Palatinate, Saarland",male,No,0.66219,513,610,0.62463,0.69976
2004,"Rhineland-Palatinate, Saarland",female,Yes,0.09257,70,690,0.07093,0.11421
2004,"Rhineland-Palatinate, Saarland",female,No,0.73333,620,690,0.70030,0.76635
2004,Baden-Wuerttemberg,male,Yes,0.10141,147,1269,0.08480,0.11803
2004,Baden-Wuerttemberg,male,No,0.69820,1122,1269,0.67293,0.72347
2004,Baden-Wuerttemberg,female,Yes,0.10724,143,1328,0.09059,0.12389
2004,Baden-Wuerttemberg,female,No,0.70468,1185,1328,0.68013,0.72922
2004,Bavaria,male,Yes,0.11941,178,1445,0.10269,0.13614
2004,Bavaria,male,No,0.72102,1267,1445,0.69788,0.74415
2004,Bavaria,female,Yes,0.09497,143,1584,0.08053,0.10941
2004,Bavaria,female,No,0.73879,1441,1584,0.71715,0.76043
2004,Berlin,male,Yes,0.11363,48,392,0.08217,0.14508
2004,Berlin,male,No,0.71625,344,392,0.67157,0.76094
2004,Berlin,female,Yes,0.13339,57,410,0.10044,0.16634
2004,Berlin,female,No,0.71520,353,410,0.67146,0.75894
2004,Brandenburg,male,Yes,0.12919,58,430,0.09745,0.16093
2004,Brandenburg,male,No,0.72970,372,430,0.68767,0.77173
2004,Brandenburg,female,Yes,0.11326,60,472,0.08464,0.14188
2004,Brandenburg,female,No,0.76455,412,472,0.72624,0.80287
2004,Mecklenburg-Western Pomerania,male,Yes,0.12530,31,235,0.08288,0.16772
2004,Mecklenburg-Western Pomerania,male,No,0.75144,204,235,0.69607,0.80682
2004,Mecklenburg-Western Pomerania,female,No,0.74480,245,245,0.69009,0.79950
2004,Saxony,male,Yes,0.09203,73,759,0.07145,0.11261
2004,Saxony,male,No,0.75912,686,759,0.72868,0.78956
