"ple0040","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1984","17-29","(noch) kein Abschluss","10","","",""
"Ja","1984","17-29","Hauptschule","28","","",""
"Ja","1984","17-29","Realschule","10","","",""
"Ja","1984","17-29","(Fach-)Abitur","4","","",""
"Ja","1984","17-29","AkademikerIn","4","","",""
"Ja","1984","30-45","(noch) kein Abschluss","16","","",""
"Ja","1984","30-45","Hauptschule","108","0.0539849472236565","0.0447492531873441","0.0632206412599689"
"Ja","1984","30-45","Realschule","23","","",""
"Ja","1984","30-45","(Fach-)Abitur","10","","",""
"Ja","1984","30-45","AkademikerIn","8","","",""
"Ja","1984","46-65","(noch) kein Abschluss","41","0.132039316187541","0.0993503532370333","0.164728279138048"
"Ja","1984","46-65","Hauptschule","466","0.217872399547597","0.201291491625239","0.234453307469955"
"Ja","1984","46-65","Realschule","66","0.190771454456715","0.150573185524851","0.23096972338858"
"Ja","1984","46-65","(Fach-)Abitur","30","0.266280970829436","0.188794114506634","0.343767827152238"
"Ja","1984","46-65","AkademikerIn","48","0.23691743219114","0.180859609074662","0.292975255307619"
"Ja","1984","66","(noch) kein Abschluss","","","",""
"Ja","1984","66","Hauptschule","","","",""
"Ja","1984","66","Realschule","","","",""
"Ja","1984","66","(Fach-)Abitur","","","",""
"Ja","1984","66","AkademikerIn","","","",""
"Nein","1984","17-29","(noch) kein Abschluss","388","0.969130363001929","0.952137622847838","0.986123103156019"
"Nein","1984","17-29","Hauptschule","1550","0.978350166295502","0.971169429048696","0.985530903542309"
"Nein","1984","17-29","Realschule","802","0.985450081052559","0.977214055636009","0.99368610646911"
"Nein","1984","17-29","(Fach-)Abitur","478","0.991648676659589","0.983524466682584","0.999772886636594"
"Nein","1984","17-29","AkademikerIn","122","0.960196435246711","0.926061125546819","0.994331744946603"
"Nein","1984","30-45","(noch) kein Abschluss","428","0.935832610471169","0.913039012755765","0.958626208186572"
"Nein","1984","30-45","Hauptschule","2192","0.946015052776344","0.936779358740031","0.955250746812656"
"Nein","1984","30-45","Realschule","496","0.952156500779824","0.933794075206834","0.970518926352813"
"Nein","1984","30-45","(Fach-)Abitur","199","0.957550331110927","0.93021697831587","0.984883683905984"
"Nein","1984","30-45","AkademikerIn","367","0.98228591153788","0.96893500304243","0.995636820033331"
"Nein","1984","46-65","(noch) kein Abschluss","371","0.867960683812459","0.835271720861951","0.900649646762967"
"Nein","1984","46-65","Hauptschule","1915","0.782127600452403","0.765546692530045","0.798708508374761"
"Nein","1984","46-65","Realschule","301","0.809228545543285","0.76903027661142","0.849426814475149"
"Nein","1984","46-65","(Fach-)Abitur","95","0.733719029170564","0.656232172847762","0.811205885493366"
"Nein","1984","46-65","AkademikerIn","173","0.76308256780886","0.707024744692381","0.819140390925338"
"Nein","1984","66","(noch) kein Abschluss","","","",""
"Nein","1984","66","Hauptschule","","","",""
"Nein","1984","66","Realschule","","","",""
"Nein","1984","66","(Fach-)Abitur","","","",""
"Nein","1984","66","AkademikerIn","","","",""
"Ja","1985","17-29","(noch) kein Abschluss","14","","",""
"Ja","1985","17-29","Hauptschule","24","","",""
"Ja","1985","17-29","Realschule","11","","",""
"Ja","1985","17-29","(Fach-)Abitur","5","","",""
