"ple0040","year","bildungsniveau","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1989","(Fach-)Abitur","weiblich","297","0.947417160913795","0.92249042733938","0.97234389448821"
"Nein","1989","AkademikerIn","maennlich","425","0.896896822963705","0.869375523471363","0.924418122456046"
"Nein","1989","AkademikerIn","weiblich","209","0.899812819792603","0.860667843322752","0.938957796262453"
"Ja","1990","(noch) kein Abschluss","maennlich","","","",""
"Ja","1990","(noch) kein Abschluss","weiblich","","","",""
"Ja","1990","Hauptschule","maennlich","","","",""
"Ja","1990","Hauptschule","weiblich","","","",""
"Ja","1990","Realschule","maennlich","","","",""
"Ja","1990","Realschule","weiblich","","","",""
"Ja","1990","(Fach-)Abitur","maennlich","","","",""
"Ja","1990","(Fach-)Abitur","weiblich","","","",""
"Ja","1990","AkademikerIn","maennlich","","","",""
"Ja","1990","AkademikerIn","weiblich","","","",""
"Nein","1990","(noch) kein Abschluss","maennlich","","","",""
"Nein","1990","(noch) kein Abschluss","weiblich","","","",""
"Nein","1990","Hauptschule","maennlich","","","",""
"Nein","1990","Hauptschule","weiblich","","","",""
"Nein","1990","Realschule","maennlich","","","",""
"Nein","1990","Realschule","weiblich","","","",""
"Nein","1990","(Fach-)Abitur","maennlich","","","",""
"Nein","1990","(Fach-)Abitur","weiblich","","","",""
"Nein","1990","AkademikerIn","maennlich","","","",""
"Nein","1990","AkademikerIn","weiblich","","","",""
"Ja","1991","(noch) kein Abschluss","maennlich","48","0.139288170364426","0.103570716461985","0.175005624266868"
"Ja","1991","(noch) kein Abschluss","weiblich","35","0.0909693074504035","0.0646904854695376","0.117248129431269"
"Ja","1991","Hauptschule","maennlich","424","0.216103895328384","0.200249757968363","0.231958032688405"
"Ja","1991","Hauptschule","weiblich","277","0.136604617831345","0.123474368843545","0.149734866819145"
"Ja","1991","Realschule","maennlich","54","0.105337183640017","0.0815906008456077","0.129083766434425"
"Ja","1991","Realschule","weiblich","67","0.0899241034543051","0.0720770559729048","0.107771150935705"
"Ja","1991","(Fach-)Abitur","maennlich","47","0.121100679234842","0.0907205874345009","0.151480771035183"
"Ja","1991","(Fach-)Abitur","weiblich","14","","",""
"Ja","1991","AkademikerIn","maennlich","43","0.0935419484388246","0.0674921400173499","0.119591756860299"
"Ja","1991","AkademikerIn","weiblich","17","","",""
"Nein","1991","(noch) kein Abschluss","maennlich","313","0.860711829635574","0.824994375733132","0.896429283538015"
"Nein","1991","(noch) kein Abschluss","weiblich","425","0.909030692549597","0.882751870568731","0.935309514530463"
"Nein","1991","Hauptschule","maennlich","2165","0.783896104671616","0.768041967311594","0.799750242031637"
"Nein","1991","Hauptschule","weiblich","2351","0.863395382168655","0.850265133180856","0.876525631156455"
"Nein","1991","Realschule","maennlich","588","0.894662816359983","0.870916233565575","0.918409399154392"
"Nein","1991","Realschule","weiblich","920","0.910075896545695","0.892228849064295","0.927922944027095"
"Nein","1991","(Fach-)Abitur","maennlich","396","0.878899320765158","0.848519228964817","0.909279412565499"
"Nein","1991","(Fach-)Abitur","weiblich","307","0.939197109023622","0.913055274403155","0.96533894364409"
"Nein","1991","AkademikerIn","maennlich","437","0.906458051561175","0.880408243139701","0.93250785998265"
"Nein","1991","AkademikerIn","weiblich","219","0.903850531443933","0.866239621348624","0.941461441539242"
"Ja","1992","(noch) kein Abschluss","maennlich","49","0.132397230147174","0.0980023666861593","0.166792093608188"
"Ja","1992","(noch) kein Abschluss","weiblich","39","0.102797509051605","0.0759351669400751","0.129659851163136"
"Ja","1992","Hauptschule","maennlich","524","0.213980370671229","0.199587611210026","0.228373130132432"
"Ja","1992","Hauptschule","weiblich","366","0.137867177856373","0.126109776690708","0.149624579022039"
"Ja","1992","Realschule","maennlich","88","0.0865635605170588","0.0717437134117524","0.101383407622365"
"Ja","1992","Realschule","weiblich","102","0.0884959875490255","0.074975127356749","0.102016847741302"
"Ja","1992","(Fach-)Abitur","maennlich","41","0.103629257882198","0.0768341859681878","0.130424329796208"
"Ja","1992","(Fach-)Abitur","weiblich","16","","",""
"Ja","1992","AkademikerIn","maennlich","87","0.103475130767234","0.0836204440713954","0.123329817463072"
"Ja","1992","AkademikerIn","weiblich","39","0.0694129204863672","0.0510638945326236","0.0877619464401108"
"Nein","1992","(noch) kein Abschluss","maennlich","324","0.867602769852826","0.833207906391812","0.901997633313841"
"Nein","1992","(noch) kein Abschluss","weiblich","452","0.897202490948395","0.870340148836864","0.924064833059925"
"Nein","1992","Hauptschule","maennlich","2595","0.786019629328771","0.771626869867568","0.800412388789974"
"Nein","1992","Hauptschule","weiblich","2937","0.862132822143627","0.850375420977961","0.873890223309292"
"Nein","1992","Realschule","maennlich","1295","0.913436439482941","0.898616592377635","0.928256286588248"
"Nein","1992","Realschule","weiblich","1593","0.911504012450974","0.897983152258698","0.925024872643251"
"Nein","1992","(Fach-)Abitur","maennlich","456","0.896370742117802","0.869575670203792","0.923165814031812"
"Nein","1992","(Fach-)Abitur","weiblich","372","0.929122763841237","0.903588569145587","0.954656958536888"
"Nein","1992","AkademikerIn","maennlich","817","0.896524869232766","0.876670182536927","0.916379555928605"
"Nein","1992","AkademikerIn","weiblich","698","0.930587079513633","0.912238053559889","0.948936105467376"
"Ja","1993","(noch) kein Abschluss","maennlich","","","",""
"Ja","1993","(noch) kein Abschluss","weiblich","","","",""
"Ja","1993","Hauptschule","maennlich","","","",""
"Ja","1993","Hauptschule","weiblich","","","",""
"Ja","1993","Realschule","maennlich","","","",""
"Ja","1993","Realschule","weiblich","","","",""
"Ja","1993","(Fach-)Abitur","maennlich","","","",""
"Ja","1993","(Fach-)Abitur","weiblich","","","",""
"Ja","1993","AkademikerIn","maennlich","","","",""
"Ja","1993","AkademikerIn","weiblich","","","",""
"Nein","1993","(noch) kein Abschluss","maennlich","","","",""
"Nein","1993","(noch) kein Abschluss","weiblich","","","",""
"Nein","1993","Hauptschule","maennlich","","","",""
"Nein","1993","Hauptschule","weiblich","","","",""
"Nein","1993","Realschule","maennlich","","","",""
"Nein","1993","Realschule","weiblich","","","",""
"Nein","1993","(Fach-)Abitur","maennlich","","","",""
"Nein","1993","(Fach-)Abitur","weiblich","","","",""
"Nein","1993","AkademikerIn","maennlich","","","",""
"Nein","1993","AkademikerIn","weiblich","","","",""
"Ja","1994","(noch) kein Abschluss","maennlich","38","0.110829261261427","0.0782198549271893","0.143438667595665"
"Ja","1994","(noch) kein Abschluss","weiblich","32","0.071618631812596","0.0485268974811116","0.0947103661440803"
"Ja","1994","Hauptschule","maennlich","479","0.200081465063966","0.185558505744806","0.214604424383126"
"Ja","1994","Hauptschule","weiblich","362","0.143519040642158","0.131167208476566","0.155870872807751"
"Ja","1994","Realschule","maennlich","83","0.0891832610141984","0.0740024164073105","0.104364105621086"
"Ja","1994","Realschule","weiblich","95","0.0849097610682586","0.0715646603852913","0.0982548617512258"
"Ja","1994","(Fach-)Abitur","maennlich","36","0.0920073085313645","0.0665449967751732","0.117469620287556"
"Ja","1994","(Fach-)Abitur","weiblich","17","","",""
"Ja","1994","AkademikerIn","maennlich","79","0.0925063589520166","0.0736502518413113","0.111362466062722"
"Ja","1994","AkademikerIn","weiblich","41","0.0758077852646317","0.0566721678765879","0.0949434026526755"
"Nein","1994","(noch) kein Abschluss","maennlich","318","0.889170738738573","0.856561332404335","0.921780145072811"
"Nein","1994","(noch) kein Abschluss","weiblich","447","0.928381368187404","0.90528963385592","0.951473102518888"
"Nein","1994","Hauptschule","maennlich","2436","0.799918534936034","0.785395575616874","0.814441494255194"
"Nein","1994","Hauptschule","weiblich","2733","0.856480959357842","0.844129127192249","0.868832791523434"
"Nein","1994","Realschule","maennlich","1271","0.910816738985802","0.895635894378914","0.925997583592689"
"Nein","1994","Realschule","weiblich","1581","0.915090238931741","0.901745138248774","0.928435339614709"
"Nein","1994","(Fach-)Abitur","maennlich","459","0.907992691468636","0.882530379712444","0.933455003224827"
"Nein","1994","(Fach-)Abitur","weiblich","405","0.937959603641235","0.914944061220186","0.960975146062284"
"Nein","1994","AkademikerIn","maennlich","828","0.907493641047983","0.888637533937278","0.926349748158689"
"Nein","1994","AkademikerIn","weiblich","694","0.924192214735368","0.905056597347324","0.943327832123412"
"Ja","1995","(noch) kein Abschluss","maennlich","38","0.109440903851735","0.0782968138185384","0.140584993884932"
"Ja","1995","(noch) kein Abschluss","weiblich","39","0.0708091245973772","0.04798078615508","0.0936374630396744"
"Ja","1995","Hauptschule","maennlich","488","0.209344232644381","0.194663041096912","0.22402542419185"
"Ja","1995","Hauptschule","weiblich","381","0.157922178528092","0.145060219465473","0.170784137590711"
"Ja","1995","Realschule","maennlich","93","0.0978381541012085","0.0820542155458941","0.113622092656523"
"Ja","1995","Realschule","weiblich","101","0.090806637541323","0.0772433057480622","0.104369969334584"
"Ja","1995","(Fach-)Abitur","maennlich","38","0.0743160078994552","0.0524950323672671","0.0961369834316433"
"Ja","1995","(Fach-)Abitur","weiblich","23","","",""
"Ja","1995","AkademikerIn","maennlich","81","0.0980806746151252","0.0791176436048958","0.117043705625355"
"Ja","1995","AkademikerIn","weiblich","50","0.0868213448110652","0.0672237566219386","0.106418933000192"
"Nein","1995","(noch) kein Abschluss","maennlich","348","0.890559096148265","0.859415006115068","0.921703186181462"
"Nein","1995","(noch) kein Abschluss","weiblich","446","0.929190875402623","0.906362536960326","0.95201921384492"
"Nein","1995","Hauptschule","maennlich","2462","0.790655767355619","0.77597457580815","0.805336958903088"
"Nein","1995","Hauptschule","weiblich","2707","0.842077821471908","0.829215862409289","0.854939780534527"
"Nein","1995","Realschule","maennlich","1268","0.902161845898791","0.886377907343477","0.917945784454106"
"Nein","1995","Realschule","weiblich","1623","0.909193362458677","0.895630030665416","0.922756694251938"
"Nein","1995","(Fach-)Abitur","maennlich","517","0.925683992100545","0.903863016568357","0.947504967632733"
"Nein","1995","(Fach-)Abitur","weiblich","479","0.928432127672391","0.905882967801319","0.950981287543463"
"Nein","1995","AkademikerIn","maennlich","864","0.901919325384875","0.882956294374645","0.920882356395104"
"Nein","1995","AkademikerIn","weiblich","743","0.913178655188935","0.893581066999808","0.932776243378061"
"Ja","1996","(noch) kein Abschluss","maennlich","40","0.113099780093629","0.0808720737483619","0.145327486438895"
"Ja","1996","(noch) kein Abschluss","weiblich","31","0.067310503724787","0.0446583695548207","0.0899626378947534"
"Ja","1996","Hauptschule","maennlich","503","0.224372420811794","0.209141980424281","0.239602861199306"
"Ja","1996","Hauptschule","weiblich","398","0.16032923548573","0.147279954821681","0.173378516149779"
"Ja","1996","Realschule","maennlich","92","0.103629340280704","0.0875257001387902","0.119732980422617"
"Ja","1996","Realschule","weiblich","99","0.0790874197749863","0.0663776684458003","0.0917971711041724"
"Ja","1996","(Fach-)Abitur","maennlich","33","0.0704104793703369","0.0485053053492177","0.0923156533914562"
"Ja","1996","(Fach-)Abitur","weiblich","21","","",""
"Ja","1996","AkademikerIn","maennlich","78","0.0931443200892866","0.0748166691447776","0.111471971033796"
"Ja","1996","AkademikerIn","weiblich","49","0.0789504996205379","0.0602173637025337","0.097683635538542"
"Nein","1996","(noch) kein Abschluss","maennlich","331","0.886900219906371","0.854672513561105","0.919127926251638"
"Nein","1996","(noch) kein Abschluss","weiblich","439","0.932689496275213","0.910037362105247","0.955341630445179"
"Nein","1996","Hauptschule","maennlich","2379","0.775627579188206","0.760397138800693","0.790858019575719"
"Nein","1996","Hauptschule","weiblich","2639","0.83967076451427","0.826621483850221","0.852720045178319"
"Nein","1996","Realschule","maennlich","1284","0.896370659719297","0.880267019577383","0.91247429986121"
"Nein","1996","Realschule","weiblich","1633","0.920912580225014","0.908202828895828","0.9336223315542"
"Nein","1996","(Fach-)Abitur","maennlich","491","0.929589520629663","0.907684346608544","0.951494694650782"
"Nein","1996","(Fach-)Abitur","weiblich","481","0.939417400361056","0.918548503861847","0.960286296860264"
"Nein","1996","AkademikerIn","maennlich","888","0.906855679910713","0.888528028966205","0.925183330855222"
"Nein","1996","AkademikerIn","weiblich","747","0.921049500379462","0.902316364461458","0.939782636297466"
"Ja","1997","(noch) kein Abschluss","maennlich","41","0.131393067840121","0.0972461082558017","0.165540027424441"
"Ja","1997","(noch) kein Abschluss","weiblich","32","0.055929468251745","0.0347691811424154","0.0770897553610746"
"Ja","1997","Hauptschule","maennlich","490","0.229189094728017","0.21360413121369","0.244774058242345"
"Ja","1997","Hauptschule","weiblich","396","0.16311978625135","0.149730108417963","0.176509464084737"
"Ja","1997","Realschule","maennlich","103","0.108587518177892","0.0920645203297887","0.125110516025996"
"Ja","1997","Realschule","weiblich","90","0.0715312501032109","0.0592879113430591","0.0837745888633627"
"Ja","1997","(Fach-)Abitur","maennlich","31","0.0642128728702551","0.0431031372225498","0.0853226085179604"
"Ja","1997","(Fach-)Abitur","weiblich","23","","",""
"Ja","1997","AkademikerIn","maennlich","70","0.0828933743851814","0.0654881591137848","0.100298589656578"
"Ja","1997","AkademikerIn","weiblich","52","0.0803013013658933","0.06143429447502","0.0991683082567667"
"Nein","1997","(noch) kein Abschluss","maennlich","335","0.868606932159879","0.834459972575559","0.902753891744198"
"Nein","1997","(noch) kein Abschluss","weiblich","421","0.944070531748255","0.922910244638925","0.965230818857585"
"Nein","1997","Hauptschule","maennlich","2304","0.770810905271983","0.755225941757655","0.78639586878631"
"Nein","1997","Hauptschule","weiblich","2529","0.83688021374865","0.823490535915263","0.850269891582037"
"Nein","1997","Realschule","maennlich","1259","0.891412481822108","0.874889483974004","0.907935479670211"
"Nein","1997","Realschule","weiblich","1612","0.928468749896789","0.916225411136637","0.940712088656941"
"Nein","1997","(Fach-)Abitur","maennlich","487","0.935787127129745","0.91467739148204","0.95689686277745"
"Nein","1997","(Fach-)Abitur","weiblich","476","0.935357181603467","0.913782385384508","0.956931977822425"
"Nein","1997","AkademikerIn","maennlich","894","0.917106625614819","0.899701410343422","0.934511840886215"
"Nein","1997","AkademikerIn","weiblich","745","0.919698698634107","0.900831691743233","0.93856570552498"
"Ja","1998","(noch) kein Abschluss","maennlich","44","0.135928762365219","0.100961199545531","0.170896325184907"
"Ja","1998","(noch) kein Abschluss","weiblich","36","0.0841044076690806","0.0585178868156417","0.10969092852252"
"Ja","1998","Hauptschule","maennlich","541","0.22070413309451","0.205843965208737","0.235564300980283"
"Ja","1998","Hauptschule","weiblich","435","0.167052074574632","0.153973574406396","0.180130574742867"
"Ja","1998","Realschule","maennlich","104","0.0893745400539832","0.0749662511104596","0.103782828997507"
"Ja","1998","Realschule","weiblich","103","0.0728304158413707","0.0610305343268329","0.0846302973559085"
"Ja","1998","(Fach-)Abitur","maennlich","34","0.069048049611462","0.0479928271522263","0.0901032720706978"
"Ja","1998","(Fach-)Abitur","weiblich","29","","",""
"Ja","1998","AkademikerIn","maennlich","89","0.0953657211038556","0.0778076611543286","0.112923781053383"
"Ja","1998","AkademikerIn","weiblich","59","0.0812000191067834","0.0632450044079143","0.0991550338056526"
"Nein","1998","(noch) kein Abschluss","maennlich","325","0.864071237634781","0.829103674815093","0.899038800454469"
"Nein","1998","(noch) kein Abschluss","weiblich","416","0.915895592330919","0.890309071477481","0.941482113184358"
"Nein","1998","Hauptschule","maennlich","2451","0.77929586690549","0.764435699019717","0.794156034791263"
"Nein","1998","Hauptschule","weiblich","2690","0.832947925425368","0.819869425257133","0.846026425593604"
"Nein","1998","Realschule","maennlich","1402","0.910625459946017","0.896217171002493","0.92503374888954"
"Nein","1998","Realschule","weiblich","1760","0.927169584158629","0.915369702644091","0.938969465673167"
"Nein","1998","(Fach-)Abitur","maennlich","523","0.930951950388538","0.909896727929302","0.952007172847774"
"Nein","1998","(Fach-)Abitur","weiblich","555","0.938348821428619","0.918841640343134","0.957856002514103"
"Nein","1998","AkademikerIn","maennlich","986","0.904634278896145","0.887076218946618","0.922192338845672"
"Nein","1998","AkademikerIn","weiblich","830","0.918799980893217","0.900844966194347","0.936754995592086"
"Ja","1999","(noch) kein Abschluss","maennlich","44","0.135535547374127","0.0999786982599519","0.171092396488302"
"Ja","1999","(noch) kein Abschluss","weiblich","39","0.0916444121651599","0.0644370048351243","0.118851819495196"
"Ja","1999","Hauptschule","maennlich","534","0.220482936653969","0.20551766320173","0.235448210106208"
"Ja","1999","Hauptschule","weiblich","434","0.17010094717595","0.156784285968284","0.183417608383617"
"Ja","1999","Realschule","maennlich","104","0.0927640435896126","0.0780929297340772","0.107435157445148"
"Ja","1999","Realschule","weiblich","116","0.0849392154760558","0.0723134331703136","0.0975649977817979"
"Ja","1999","(Fach-)Abitur","maennlich","37","0.0743144521322411","0.0521926963761818","0.0964362078883003"
"Ja","1999","(Fach-)Abitur","weiblich","24","","",""
"Ja","1999","AkademikerIn","maennlich","83","0.0864315440289367","0.0696416235628676","0.103221464495006"
"Ja","1999","AkademikerIn","weiblich","60","0.0806976105255001","0.0627020123551847","0.0986932086958155"
"Nein","1999","(noch) kein Abschluss","maennlich","312","0.864464452625873","0.828907603511698","0.900021301740048"
"Nein","1999","(noch) kein Abschluss","weiblich","393","0.90835558783484","0.881148180504804","0.935562995164876"
"Nein","1999","Hauptschule","maennlich","2414","0.779517063346031","0.764551789893792","0.79448233679827"
"Nein","1999","Hauptschule","weiblich","2624","0.82989905282405","0.816582391616383","0.843215714031716"
"Nein","1999","Realschule","maennlich","1398","0.907235956410387","0.892564842554852","0.921907070265923"
