year,bula_h,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Saxony,5th Quintile,At least once per week,0.37241,53,127,0.28800,0.45683
2001,Saxony,5th Quintile,At least once per month,0.43070,74,127,0.34424,0.51716
2001,Saxony-Anhalt,1st Quintile,At least once per week,0.33321,69,186,0.26529,0.40114
2001,Saxony-Anhalt,1st Quintile,At least once per month,0.32507,63,186,0.25757,0.39257
2001,Saxony-Anhalt,1st Quintile,Seldom,0.30008,54,186,0.23403,0.36612
2001,Saxony-Anhalt,2nd Quintile,At least once per week,0.34568,94,242,0.28563,0.40573
2001,Saxony-Anhalt,2nd Quintile,At least once per month,0.40437,97,242,0.34240,0.46633
2001,Saxony-Anhalt,2nd Quintile,Seldom,0.21473,51,242,0.16288,0.26657
2001,Saxony-Anhalt,3rd Quintile,At least once per week,0.30986,79,248,0.25219,0.36753
2001,Saxony-Anhalt,3rd Quintile,At least once per month,0.41938,105,248,0.35784,0.48092
2001,Saxony-Anhalt,3rd Quintile,Seldom,0.26746,64,248,0.21226,0.32266
2001,Saxony-Anhalt,4th Quintile,At least once per week,0.37427,69,191,0.30546,0.44309
2001,Saxony-Anhalt,4th Quintile,At least once per month,0.41667,84,191,0.34657,0.48677
2001,Saxony-Anhalt,4th Quintile,Seldom,0.19022,38,191,0.13441,0.24603
2001,Saxony-Anhalt,5th Quintile,At least once per month,0.50852,51,51,0.36995,0.64709
2001,Thuringa,1st Quintile,At least once per week,0.29601,70,207,0.23367,0.35835
2001,Thuringa,1st Quintile,At least once per month,0.33348,69,207,0.26909,0.39786
2001,Thuringa,1st Quintile,Seldom,0.33079,68,207,0.26654,0.39504
2001,Thuringa,2nd Quintile,At least once per week,0.25651,59,229,0.19983,0.31320
2001,Thuringa,2nd Quintile,At least once per month,0.36455,95,229,0.30207,0.42703
2001,Thuringa,2nd Quintile,Seldom,0.31191,75,229,0.25177,0.37204
2001,Thuringa,3rd Quintile,At least once per week,0.29964,78,237,0.24119,0.35809
2001,Thuringa,3rd Quintile,At least once per month,0.44382,110,237,0.38043,0.50721
2001,Thuringa,3rd Quintile,Seldom,0.19084,49,237,0.14070,0.24098
2001,Thuringa,4th Quintile,At least once per week,0.28673,49,140,0.21155,0.36191
2001,Thuringa,4th Quintile,At least once per month,0.50902,91,140,0.42592,0.59213
2001,Thuringa,5th Quintile,At least once per week,0.32098,32,32,0.15664,0.48533
2005,Schleswig-Holstein,1st Quintile,At least once per week,0.51295,42,42,0.35995,0.66595
2005,Schleswig-Holstein,2nd Quintile,At least once per week,0.31726,38,78,0.21330,0.42121
2005,Schleswig-Holstein,2nd Quintile,At least once per month,0.40499,40,78,0.29534,0.51463
2005,Schleswig-Holstein,3rd Quintile,At least once per week,0.50841,52,87,0.40275,0.61407
2005,Schleswig-Holstein,3rd Quintile,At least once per month,0.27110,35,87,0.17715,0.36505
2005,Schleswig-Holstein,4th Quintile,At least once per week,0.55368,60,93,0.45210,0.65526
2005,Schleswig-Holstein,4th Quintile,At least once per month,0.26927,33,93,0.17862,0.35991
2005,Schleswig-Holstein,5th Quintile,At least once per week,0.46291,112,199,0.39345,0.53236
2005,Schleswig-Holstein,5th Quintile,At least once per month,0.38864,87,199,0.32075,0.45654
2005,Hamburg,5th Quintile,At least once per week,0.58307,56,96,0.48392,0.68222
2005,Hamburg,5th Quintile,At least once per month,0.33551,40,96,0.24056,0.43045
2005,Lower Saxony,1st Quintile,At least once per week,0.42278,106,223,0.35779,0.48776
2005,Lower Saxony,1st Quintile,At least once per month,0.28668,68,223,0.22719,0.34617
2005,Lower Saxony,1st Quintile,Seldom,0.20879,49,223,0.15533,0.26226
2005,Lower Saxony,2nd Quintile,At least once per week,0.44395,123,258,0.38320,0.50469
2005,Lower Saxony,2nd Quintile,At least once per month,0.31283,85,258,0.25614,0.36952
2005,Lower Saxony,2nd Quintile,Seldom,0.21248,50,258,0.16246,0.26249
2005,Lower Saxony,3rd Quintile,At least once per week,0.39061,128,314,0.33656,0.44466
2005,Lower Saxony,3rd Quintile,At least once per month,0.33174,118,314,0.27958,0.38391
2005,Lower Saxony,3rd Quintile,Seldom,0.25290,68,314,0.20475,0.30106
2005,Lower Saxony,4th Quintile,At least once per week,0.38780,156,400,0.33999,0.43561
2005,Lower Saxony,4th Quintile,At least once per month,0.41100,165,400,0.36272,0.45928
2005,Lower Saxony,4th Quintile,Seldom,0.19173,79,400,0.15311,0.23036
2005,Lower Saxony,5th Quintile,At least once per week,0.44728,243,546,0.40553,0.48902
2005,Lower Saxony,5th Quintile,At least once per month,0.38814,224,546,0.34722,0.42905
2005,Lower Saxony,5th Quintile,Seldom,0.15937,79,546,0.12864,0.19010
2005,North Rhine-Westphalia,1st Quintile,At least once per week,0.42489,288,660,0.38714,0.46263
2005,North Rhine-Westphalia,1st Quintile,At least once per month,0.27450,193,660,0.24043,0.30858
2005,North Rhine-Westphalia,1st Quintile,Seldom,0.24556,147,660,0.21269,0.27842
2005,North Rhine-Westphalia,1st Quintile,Never,0.05505,32,660,0.03764,0.07247
2005,North Rhine-Westphalia,2nd Quintile,At least once per week,0.38205,278,725,0.34666,0.41744
2005,North Rhine-Westphalia,2nd Quintile,At least once per month,0.34917,257,725,0.31445,0.38389
2005,North Rhine-Westphalia,2nd Quintile,Seldom,0.22393,158,725,0.19357,0.25430
2005,North Rhine-Westphalia,2nd Quintile,Never,0.04485,32,725,0.02977,0.05992
2005,North Rhine-Westphalia,3rd Quintile,At least once per week,0.40960,297,681,0.37263,0.44656
2005,North Rhine-Westphalia,3rd Quintile,At least once per month,0.38561,258,681,0.34903,0.42219
2005,North Rhine-Westphalia,3rd Quintile,Seldom,0.18147,126,681,0.15251,0.21044
2005,North Rhine-Westphalia,4th Quintile,At least once per week,0.40925,369,866,0.37648,0.44201
2005,North Rhine-Westphalia,4th Quintile,At least once per month,0.37625,330,866,0.34397,0.40854
2005,North Rhine-Westphalia,4th Quintile,Seldom,0.19686,167,866,0.17036,0.22336
2005,North Rhine-Westphalia,5th Quintile,At least once per week,0.44782,611,1363,0.42141,0.47423
2005,North Rhine-Westphalia,5th Quintile,At least once per month,0.40200,566,1363,0.37596,0.42804
2005,North Rhine-Westphalia,5th Quintile,Seldom,0.13913,186,1363,0.12075,0.15750
2005,Hesse,1st Quintile,At least once per week,0.60821,109,145,0.52848,0.68794
2005,Hesse,1st Quintile,At least once per month,0.20796,36,145,0.14167,0.27425
2005,Hesse,2nd Quintile,At least once per week,0.57484,101,141,0.49295,0.65673
2005,Hesse,2nd Quintile,At least once per month,0.23795,40,141,0.16741,0.30849
2005,Hesse,3rd Quintile,At least once per week,0.47420,118,241,0.41103,0.53738
2005,Hesse,3rd Quintile,At least once per month,0.36171,86,241,0.30092,0.42250
2005,Hesse,3rd Quintile,Seldom,0.14192,37,241,0.09777,0.18607
2005,Hesse,4th Quintile,At least once per week,0.49301,156,282,0.43456,0.55147
2005,Hesse,4th Quintile,At least once per month,0.28896,78,282,0.23596,0.34196
2005,Hesse,4th Quintile,Seldom,0.19006,48,282,0.14419,0.23594
2005,Hesse,5th Quintile,At least once per week,0.45032,231,472,0.40538,0.49525
2005,Hesse,5th Quintile,At least once per month,0.37515,168,472,0.33143,0.41888
2005,Hesse,5th Quintile,Seldom,0.15677,73,472,0.12394,0.18961
2005,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.47547,96,183,0.40292,0.54803
2005,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.24132,42,183,0.17916,0.30349
2005,"Rhineland-Palatinate, Saarland",1st Quintile,Seldom,0.20204,45,183,0.14371,0.26038
2005,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.47971,96,201,0.41047,0.54895
2005,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.32208,74,201,0.25731,0.38684
2005,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.15303,31,201,0.10314,0.20293
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.44758,105,227,0.38275,0.51241
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.28400,71,227,0.22520,0.34279
2005,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.22588,51,227,0.17136,0.28040
2005,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.46345,136,265,0.40329,0.52360
2005,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.28007,73,265,0.22590,0.33424
2005,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.23830,56,265,0.18691,0.28969
2005,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.38292,143,319,0.32950,0.43635
2005,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.38137,118,319,0.32799,0.43476
2005,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.21232,58,319,0.16737,0.25726
2005,Baden-Wuerttemberg,1st Quintile,At least once per week,0.54271,191,312,0.48734,0.59808
2005,Baden-Wuerttemberg,1st Quintile,At least once per month,0.25033,69,312,0.20218,0.29848
2005,Baden-Wuerttemberg,1st Quintile,Seldom,0.17605,52,312,0.13372,0.21838
2005,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.46891,209,364,0.41758,0.52025
2005,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.29390,104,364,0.24704,0.34077
2005,Baden-Wuerttemberg,2nd Quintile,Seldom,0.19931,51,364,0.15821,0.24041
2005,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.48529,240,435,0.43827,0.53232
2005,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.29658,124,435,0.25361,0.33955
2005,Baden-Wuerttemberg,3rd Quintile,Seldom,0.19791,71,435,0.16043,0.23540
2005,Baden-Wuerttemberg,4th Quintile,At least once per week,0.54393,320,537,0.50177,0.58610
2005,Baden-Wuerttemberg,4th Quintile,At least once per month,0.30524,155,537,0.26625,0.34423
2005,Baden-Wuerttemberg,4th Quintile,Seldom,0.13284,62,537,0.10411,0.16158
2005,Baden-Wuerttemberg,5th Quintile,At least once per week,0.50180,422,810,0.46735,0.53626
2005,Baden-Wuerttemberg,5th Quintile,At least once per month,0.33634,280,810,0.30378,0.36890
2005,Baden-Wuerttemberg,5th Quintile,Seldom,0.15071,108,810,0.12606,0.17537
2005,Bavaria,1st Quintile,At least once per week,0.46576,147,283,0.40754,0.52398
2005,Bavaria,1st Quintile,At least once per month,0.28441,87,283,0.23176,0.33706
2005,Bavaria,1st Quintile,Seldom,0.20673,49,283,0.15946,0.25399
2005,Bavaria,2nd Quintile,At least once per week,0.53482,212,416,0.48683,0.58281
2005,Bavaria,2nd Quintile,At least once per month,0.27208,128,416,0.22926,0.31490
2005,Bavaria,2nd Quintile,Seldom,0.15448,76,416,0.11971,0.18926
2005,Bavaria,3rd Quintile,At least once per week,0.44158,232,468,0.39654,0.48662
2005,Bavaria,3rd Quintile,At least once per month,0.34241,161,468,0.29937,0.38545
2005,Bavaria,3rd Quintile,Seldom,0.17885,75,468,0.14409,0.21360
2005,Bavaria,4th Quintile,At least once per week,0.43458,286,620,0.39553,0.47363
2005,Bavaria,4th Quintile,At least once per month,0.34216,230,620,0.30479,0.37954
2005,Bavaria,4th Quintile,Seldom,0.20281,104,620,0.17113,0.23449
2005,Bavaria,5th Quintile,At least once per week,0.50890,531,1037,0.47846,0.53934
2005,Bavaria,5th Quintile,At least once per month,0.34812,372,1037,0.31911,0.37713
2005,Bavaria,5th Quintile,Seldom,0.12865,134,1037,0.10827,0.14904
2005,Berlin,1st Quintile,At least once per week,0.51285,97,136,0.42853,0.59716
2005,Berlin,1st Quintile,At least once per month,0.27912,39,136,0.20346,0.35479
2005,Berlin,2nd Quintile,At least once per week,0.40824,52,89,0.30554,0.51093
2005,Berlin,2nd Quintile,At least once per month,0.32459,37,89,0.22676,0.42242
2005,Berlin,3rd Quintile,At least once per week,0.44385,57,97,0.34446,0.54324
2005,Berlin,3rd Quintile,At least once per month,0.34706,40,97,0.25183,0.44228
2005,Berlin,4th Quintile,At least once per week,0.38486,54,149,0.30647,0.46325
2005,Berlin,4th Quintile,At least once per month,0.38640,63,149,0.30796,0.46485
2005,Berlin,4th Quintile,Seldom,0.20573,32,149,0.14060,0.27086
2005,Berlin,5th Quintile,At least once per week,0.45260,91,195,0.38256,0.52265
2005,Berlin,5th Quintile,At least once per month,0.36303,69,195,0.29537,0.43070
2005,Berlin,5th Quintile,Seldom,0.18089,35,195,0.12672,0.23506
2005,Brandenburg,1st Quintile,At least once per week,0.30621,50,143,0.23040,0.38202
2005,Brandenburg,1st Quintile,At least once per month,0.36031,50,143,0.28135,0.43928
2005,Brandenburg,1st Quintile,Seldom,0.27583,43,143,0.20232,0.34934
2005,Brandenburg,2nd Quintile,At least once per week,0.24657,50,202,0.18698,0.30615
2005,Brandenburg,2nd Quintile,At least once per month,0.43219,87,202,0.36371,0.50068
2005,Brandenburg,2nd Quintile,Seldom,0.28934,65,202,0.22665,0.35203
2005,Brandenburg,3rd Quintile,At least once per week,0.23944,43,160,0.17311,0.30577
2005,Brandenburg,3rd Quintile,At least once per month,0.46775,78,160,0.39020,0.54531
2005,Brandenburg,3rd Quintile,Seldom,0.22079,39,160,0.15632,0.28527
2005,Brandenburg,4th Quintile,At least once per week,0.28911,56,203,0.22659,0.35162
2005,Brandenburg,4th Quintile,At least once per month,0.44906,87,203,0.38047,0.51765
2005,Brandenburg,4th Quintile,Seldom,0.26183,60,203,0.20121,0.32246
2005,Brandenburg,5th Quintile,At least once per week,0.25009,36,138,0.17758,0.32261
2005,Brandenburg,5th Quintile,At least once per month,0.56258,70,138,0.47951,0.64565
2005,Brandenburg,5th Quintile,Seldom,0.17523,32,138,0.11157,0.23889
2005,Mecklenburg-Western Pomerania,1st Quintile,At least once per week,0.36631,32,64,0.24734,0.48529
2005,Mecklenburg-Western Pomerania,1st Quintile,At least once per month,0.32855,32,64,0.21257,0.44454
2005,Mecklenburg-Western Pomerania,2nd Quintile,At least once per week,0.24508,35,130,0.17085,0.31931
2005,Mecklenburg-Western Pomerania,2nd Quintile,At least once per month,0.39128,57,130,0.30706,0.47550
2005,Mecklenburg-Western Pomerania,2nd Quintile,Seldom,0.26060,38,130,0.18485,0.33635
2005,Mecklenburg-Western Pomerania,3rd Quintile,At least once per week,0.35658,33,72,0.24516,0.46799
2005,Mecklenburg-Western Pomerania,3rd Quintile,At least once per month,0.44942,39,72,0.33372,0.56513
2005,Mecklenburg-Western Pomerania,4th Quintile,At least once per week,0.40229,35,69,0.28574,0.51884
2005,Mecklenburg-Western Pomerania,4th Quintile,At least once per month,0.45725,34,69,0.33884,0.57566
2005,Mecklenburg-Western Pomerania,5th Quintile,At least once per month,0.43324,40,40,0.27772,0.58876
2005,Saxony,1st Quintile,At least once per week,0.42041,121,301,0.36456,0.47627
2005,Saxony,1st Quintile,At least once per month,0.31839,110,301,0.26567,0.37110
2005,Saxony,1st Quintile,Seldom,0.23338,70,301,0.18551,0.28124
2005,Saxony,2nd Quintile,At least once per week,0.26034,97,356,0.21469,0.30599
2005,Saxony,2nd Quintile,At least once per month,0.40256,151,356,0.35154,0.45357
2005,Saxony,2nd Quintile,Seldom,0.30443,108,356,0.25656,0.35230
2005,Saxony,3rd Quintile,At least once per week,0.29020,106,331,0.24123,0.33917
2005,Saxony,3rd Quintile,At least once per month,0.40358,133,331,0.35065,0.45652
2005,Saxony,3rd Quintile,Seldom,0.26908,92,331,0.22123,0.31693
2005,Saxony,4th Quintile,At least once per week,0.28550,90,289,0.23333,0.33766
2005,Saxony,4th Quintile,At least once per month,0.48303,137,289,0.42531,0.54074
2005,Saxony,4th Quintile,Seldom,0.21259,62,289,0.16534,0.25985
2005,Saxony,5th Quintile,At least once per week,0.27007,60,201,0.20853,0.33160
2005,Saxony,5th Quintile,At least once per month,0.53694,93,201,0.46784,0.60605
2005,Saxony,5th Quintile,Seldom,0.18670,48,201,0.13270,0.24071
2005,Saxony-Anhalt,1st Quintile,At least once per week,0.35425,64,163,0.28060,0.42790
2005,Saxony-Anhalt,1st Quintile,At least once per month,0.33016,52,163,0.25775,0.40258
2005,Saxony-Anhalt,1st Quintile,Seldom,0.25126,47,163,0.18447,0.31805
2005,Saxony-Anhalt,2nd Quintile,At least once per week,0.35173,71,207,0.28652,0.41694
2005,Saxony-Anhalt,2nd Quintile,At least once per month,0.38171,87,207,0.31537,0.44805
2005,Saxony-Anhalt,2nd Quintile,Seldom,0.22010,49,207,0.16353,0.27668
2005,Saxony-Anhalt,3rd Quintile,At least once per week,0.33233,67,209,0.26832,0.39635
2005,Saxony-Anhalt,3rd Quintile,At least once per month,0.32166,82,209,0.25818,0.38515
2005,Saxony-Anhalt,3rd Quintile,Seldom,0.30388,60,209,0.24137,0.36638
2005,Saxony-Anhalt,4th Quintile,At least once per week,0.29435,53,170,0.22564,0.36306
2005,Saxony-Anhalt,4th Quintile,At least once per month,0.49059,79,170,0.41522,0.56596
2005,Saxony-Anhalt,4th Quintile,Seldom,0.21506,38,170,0.15311,0.27701
2005,Saxony-Anhalt,5th Quintile,At least once per month,0.50128,60,91,0.39798,0.60458
2005,Saxony-Anhalt,5th Quintile,Seldom,0.31189,31,91,0.21618,0.40760
2005,Thuringa,1st Quintile,At least once per week,0.34213,68,188,0.27413,0.41013
2005,Thuringa,1st Quintile,At least once per month,0.29729,61,188,0.23178,0.36280
2005,Thuringa,1st Quintile,Seldom,0.30823,59,188,0.24204,0.37441
2005,Thuringa,2nd Quintile,At least once per week,0.30034,63,215,0.23892,0.36176
2005,Thuringa,2nd Quintile,At least once per month,0.40842,81,215,0.34256,0.47428
2005,Thuringa,2nd Quintile,Seldom,0.26712,71,215,0.20784,0.32640
2005,Thuringa,3rd Quintile,At least once per week,0.24621,49,195,0.18559,0.30684
2005,Thuringa,3rd Quintile,At least once per month,0.40370,77,195,0.33466,0.47275
2005,Thuringa,3rd Quintile,Seldom,0.34305,69,195,0.27624,0.40985
2005,Thuringa,4th Quintile,At least once per week,0.25243,44,154,0.18359,0.32126
2005,Thuringa,4th Quintile,At least once per month,0.41369,66,154,0.33565,0.49173
2005,Thuringa,4th Quintile,Seldom,0.28171,44,154,0.21043,0.35299
2005,Thuringa,5th Quintile,At least once per week,0.22011,34,86,0.13203,0.30819
2005,Thuringa,5th Quintile,At least once per month,0.46650,52,86,0.36044,0.57256
2007,Schleswig-Holstein,1st Quintile,At least once per week,0.41094,44,78,0.30104,0.52083
2007,Schleswig-Holstein,1st Quintile,At least once per month,0.33813,34,78,0.23246,0.44380
2007,Schleswig-Holstein,2nd Quintile,At least once per week,0.46197,38,38,0.30133,0.62262
2007,Schleswig-Holstein,3rd Quintile,At least once per week,0.31522,39,127,0.23410,0.39635
2007,Schleswig-Holstein,3rd Quintile,At least once per month,0.39008,55,127,0.30491,0.47525
2007,Schleswig-Holstein,3rd Quintile,Seldom,0.25444,33,127,0.17839,0.33049
2007,Schleswig-Holstein,4th Quintile,At least once per week,0.33306,33,75,0.22567,0.44044
2007,Schleswig-Holstein,4th Quintile,At least once per month,0.47385,42,75,0.36008,0.58761
2007,Schleswig-Holstein,5th Quintile,At least once per week,0.32808,59,176,0.25852,0.39764
2007,Schleswig-Holstein,5th Quintile,At least once per month,0.50080,80,176,0.42672,0.57488
2007,Schleswig-Holstein,5th Quintile,Seldom,0.16473,37,176,0.10977,0.21968
2007,Hamburg,2nd Quintile,At least once per month,0.59156,33,33,0.42125,0.76187
2007,Hamburg,4th Quintile,At least once per week,0.59380,32,32,0.42091,0.76668
2007,Hamburg,5th Quintile,At least once per week,0.46288,33,74,0.34850,0.57726
2007,Hamburg,5th Quintile,At least once per month,0.46789,41,74,0.35342,0.58235
2007,Lower Saxony,1st Quintile,At least once per week,0.41973,102,216,0.35376,0.48569
2007,Lower Saxony,1st Quintile,At least once per month,0.24120,55,216,0.18402,0.29839
2007,Lower Saxony,1st Quintile,Seldom,0.28127,59,216,0.22117,0.34137
2007,Lower Saxony,2nd Quintile,At least once per week,0.35757,130,303,0.30351,0.41162
2007,Lower Saxony,2nd Quintile,At least once per month,0.37986,106,303,0.32512,0.43460
2007,Lower Saxony,2nd Quintile,Seldom,0.24781,67,303,0.19912,0.29651
2007,Lower Saxony,3rd Quintile,At least once per week,0.47661,145,308,0.42074,0.53248
2007,Lower Saxony,3rd Quintile,At least once per month,0.36198,119,308,0.30823,0.41574
2007,Lower Saxony,3rd Quintile,Seldom,0.15475,44,308,0.11430,0.19521
2007,Lower Saxony,4th Quintile,At least once per week,0.37963,177,424,0.33338,0.42588
2007,Lower Saxony,4th Quintile,At least once per month,0.41801,177,424,0.37100,0.46501
2007,Lower Saxony,4th Quintile,Seldom,0.18857,70,424,0.15129,0.22585
2007,Lower Saxony,5th Quintile,At least once per week,0.41873,246,529,0.37665,0.46081
2007,Lower Saxony,5th Quintile,At least once per month,0.37226,200,529,0.33103,0.41349
2007,Lower Saxony,5th Quintile,Seldom,0.18319,83,529,0.15019,0.21618
2007,North Rhine-Westphalia,1st Quintile,At least once per week,0.39676,256,664,0.35952,0.43399
2007,North Rhine-Westphalia,1st Quintile,At least once per month,0.32505,215,664,0.28939,0.36070
2007,North Rhine-Westphalia,1st Quintile,Seldom,0.21733,150,664,0.18594,0.24873
2007,North Rhine-Westphalia,1st Quintile,Never,0.06086,43,664,0.04267,0.07906
2007,North Rhine-Westphalia,2nd Quintile,At least once per week,0.36606,252,606,0.32767,0.40444
2007,North Rhine-Westphalia,2nd Quintile,At least once per month,0.36617,223,606,0.32778,0.40455
2007,North Rhine-Westphalia,2nd Quintile,Seldom,0.22516,131,606,0.19188,0.25844
2007,North Rhine-Westphalia,3rd Quintile,At least once per week,0.43285,330,727,0.39681,0.46889
2007,North Rhine-Westphalia,3rd Quintile,At least once per month,0.40616,303,727,0.37043,0.44188
2007,North Rhine-Westphalia,3rd Quintile,Seldom,0.14784,94,727,0.12202,0.17366
2007,North Rhine-Westphalia,4th Quintile,At least once per week,0.42677,371,842,0.39334,0.46020
2007,North Rhine-Westphalia,4th Quintile,At least once per month,0.39939,341,842,0.36628,0.43249
2007,North Rhine-Westphalia,4th Quintile,Seldom,0.15970,130,842,0.13494,0.18445
2007,North Rhine-Westphalia,5th Quintile,At least once per week,0.45888,584,1285,0.43162,0.48614
2007,North Rhine-Westphalia,5th Quintile,At least once per month,0.40649,548,1285,0.37962,0.43335
2007,North Rhine-Westphalia,5th Quintile,Seldom,0.11873,153,1285,0.10103,0.13642
2007,Hesse,1st Quintile,At least once per week,0.54201,100,147,0.46119,0.62283
2007,Hesse,1st Quintile,At least once per month,0.26012,47,147,0.18895,0.33128
2007,Hesse,2nd Quintile,At least once per week,0.49704,114,199,0.42740,0.56669
2007,Hesse,2nd Quintile,At least once per month,0.28251,53,199,0.21979,0.34522
2007,Hesse,2nd Quintile,Seldom,0.16114,32,199,0.10993,0.21236
2007,Hesse,3rd Quintile,At least once per week,0.47036,109,189,0.39901,0.54171
2007,Hesse,3rd Quintile,At least once per month,0.37577,80,189,0.30654,0.44500
2007,Hesse,4th Quintile,At least once per week,0.54641,153,285,0.48851,0.60431
2007,Hesse,4th Quintile,At least once per month,0.30798,92,285,0.25428,0.36167
2007,Hesse,4th Quintile,Seldom,0.13556,40,285,0.09575,0.17538
2007,Hesse,5th Quintile,At least once per week,0.50024,245,482,0.45555,0.54492
2007,Hesse,5th Quintile,At least once per month,0.30450,161,482,0.26337,0.34563
2007,Hesse,5th Quintile,Seldom,0.18624,76,482,0.15144,0.22103
2007,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per week,0.54704,81,122,0.45835,0.63574
2007,"Rhineland-Palatinate, Saarland",1st Quintile,At least once per month,0.19386,41,122,0.12342,0.26430
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per week,0.45764,92,192,0.38698,0.52829
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,At least once per month,0.26123,57,192,0.19893,0.32354
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,Seldom,0.24968,43,192,0.18829,0.31106
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per week,0.46318,94,205,0.39476,0.53161
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,At least once per month,0.33528,74,205,0.27050,0.40006
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,Seldom,0.18934,37,205,0.13557,0.24310
2007,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per week,0.39601,110,252,0.33551,0.45652
2007,"Rhineland-Palatinate, Saarland",4th Quintile,At least once per month,0.33932,93,252,0.28074,0.39790
2007,"Rhineland-Palatinate, Saarland",4th Quintile,Seldom,0.21966,49,252,0.16844,0.27088
2007,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per week,0.41431,143,321,0.36033,0.46828
2007,"Rhineland-Palatinate, Saarland",5th Quintile,At least once per month,0.37281,126,321,0.31983,0.42579
2007,"Rhineland-Palatinate, Saarland",5th Quintile,Seldom,0.20279,52,321,0.15874,0.24684
2007,Baden-Wuerttemberg,1st Quintile,At least once per week,0.50508,179,305,0.44888,0.56129
2007,Baden-Wuerttemberg,1st Quintile,At least once per month,0.28069,82,305,0.23018,0.33120
2007,Baden-Wuerttemberg,1st Quintile,Seldom,0.15506,44,305,0.11437,0.19575
2007,Baden-Wuerttemberg,2nd Quintile,At least once per week,0.48666,193,353,0.43445,0.53888
2007,Baden-Wuerttemberg,2nd Quintile,At least once per month,0.31128,105,353,0.26291,0.35965
2007,Baden-Wuerttemberg,2nd Quintile,Seldom,0.17635,55,353,0.13653,0.21616
2007,Baden-Wuerttemberg,3rd Quintile,At least once per week,0.51912,235,417,0.47111,0.56714
2007,Baden-Wuerttemberg,3rd Quintile,At least once per month,0.32897,131,417,0.28382,0.37412
2007,Baden-Wuerttemberg,3rd Quintile,Seldom,0.12203,51,417,0.09057,0.15348
2007,Baden-Wuerttemberg,4th Quintile,At least once per week,0.48847,301,539,0.44623,0.53071
2007,Baden-Wuerttemberg,4th Quintile,At least once per month,0.39185,184,539,0.35060,0.43310
2007,Baden-Wuerttemberg,4th Quintile,Seldom,0.11231,54,539,0.08563,0.13899
2007,Baden-Wuerttemberg,5th Quintile,At least once per week,0.53734,448,819,0.50317,0.57151
2007,Baden-Wuerttemberg,5th Quintile,At least once per month,0.34746,283,819,0.31483,0.38010
2007,Baden-Wuerttemberg,5th Quintile,Seldom,0.11030,88,819,0.08884,0.13177
2007,Bavaria,1st Quintile,At least once per week,0.48744,174,332,0.43359,0.54129
2007,Bavaria,1st Quintile,At least once per month,0.25066,94,332,0.20397,0.29735
2007,Bavaria,1st Quintile,Seldom,0.18411,64,332,0.14235,0.22586
2007,Bavaria,2nd Quintile,At least once per week,0.44646,205,442,0.40006,0.49286
2007,Bavaria,2nd Quintile,At least once per month,0.33625,163,442,0.29216,0.38035
2007,Bavaria,2nd Quintile,Seldom,0.17414,74,442,0.13875,0.20954
2007,Bavaria,3rd Quintile,At least once per week,0.45531,243,536,0.41311,0.49751
2007,Bavaria,3rd Quintile,At least once per month,0.34572,198,536,0.30542,0.38602
2007,Bavaria,3rd Quintile,Seldom,0.18229,95,536,0.14957,0.21501
2007,Bavaria,4th Quintile,At least once per week,0.50618,315,632,0.46717,0.54519
2007,Bavaria,4th Quintile,At least once per month,0.31113,216,632,0.27500,0.34725
2007,Bavaria,4th Quintile,Seldom,0.16388,101,632,0.13500,0.19277
2007,Bavaria,5th Quintile,At least once per week,0.50478,477,925,0.47254,0.53701
2007,Bavaria,5th Quintile,At least once per month,0.32415,315,925,0.29397,0.35433
2007,Bavaria,5th Quintile,Seldom,0.15246,133,925,0.12929,0.17564
2007,Berlin,1st Quintile,At least once per week,0.48777,69,113,0.39520,0.58035
