year,bula_h,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,"Rhineland-Palatinate, Saarland",Seldom,0.14027,96,653,0.11361,0.16692
1992,"Rhineland-Palatinate, Saarland",Never,0.05767,36,653,0.03978,0.07557
1992,Baden-Wuerttemberg,At least once per week,0.33977,893,1748,0.31756,0.36198
1992,Baden-Wuerttemberg,At least once per month,0.29311,549,1748,0.27176,0.31445
1992,Baden-Wuerttemberg,Seldom,0.13212,253,1748,0.11624,0.14800
1992,Baden-Wuerttemberg,Never,0.03437,53,1748,0.02583,0.04292
1992,Bavaria,At least once per week,0.36570,777,1622,0.34225,0.38914
1992,Bavaria,At least once per month,0.25477,507,1622,0.23356,0.27598
1992,Bavaria,Seldom,0.16533,287,1622,0.14725,0.18342
1992,Bavaria,Never,0.02631,51,1622,0.01852,0.03410
1992,Berlin,At least once per week,0.36600,248,583,0.32686,0.40514
1992,Berlin,At least once per month,0.31414,238,583,0.27643,0.35185
1992,Berlin,Seldom,0.13436,97,583,0.10665,0.16207
1992,Brandenburg,At least once per week,0.17965,126,637,0.14981,0.20948
1992,Brandenburg,At least once per month,0.33791,287,637,0.30115,0.37467
1992,Brandenburg,Seldom,0.27193,224,637,0.23735,0.30651
1992,Mecklenburg-Western Pomerania,At least once per week,0.17792,88,415,0.14108,0.21476
1992,Mecklenburg-Western Pomerania,At least once per month,0.32979,176,415,0.28451,0.37508
1992,Mecklenburg-Western Pomerania,Seldom,0.29182,151,415,0.24803,0.33561
1992,Saxony,At least once per week,0.18073,248,1157,0.15855,0.20291
1992,Saxony,At least once per month,0.32362,476,1157,0.29665,0.35059
1992,Saxony,Seldom,0.25627,375,1157,0.23110,0.28144
1992,Saxony,Never,0.05180,58,1157,0.03902,0.06457
1992,Saxony-Anhalt,At least once per week,0.18755,183,739,0.15938,0.21571
1992,Saxony-Anhalt,At least once per month,0.32668,292,739,0.29284,0.36051
1992,Saxony-Anhalt,Seldom,0.28303,264,739,0.25053,0.31553
1992,Thuringa,At least once per week,0.21198,170,659,0.18075,0.24321
1992,Thuringa,At least once per month,0.31208,268,659,0.27668,0.34749
1992,Thuringa,Seldom,0.23479,221,659,0.20240,0.26718
1994,Schleswig-Holstein,At least once per week,0.29903,102,272,0.24452,0.35354
1994,Schleswig-Holstein,At least once per month,0.26064,94,272,0.20838,0.31291
1994,Schleswig-Holstein,Seldom,0.21428,76,272,0.16543,0.26313
1994,Hamburg,At least once per week,0.36792,67,116,0.27978,0.45606
1994,Hamburg,At least once per month,0.27094,49,116,0.18970,0.35217
1994,Lower Saxony,At least once per week,0.28397,380,934,0.25503,0.31290
1994,Lower Saxony,At least once per month,0.34250,384,934,0.31205,0.37295
1994,Lower Saxony,Seldom,0.16240,170,934,0.13874,0.18607
1994,Bremen,At least once per week,0.30835,34,34,0.15078,0.46592
1994,North Rhine-Westphalia,At least once per week,0.33119,1058,2439,0.31251,0.34988
1994,North Rhine-Westphalia,At least once per month,0.28331,825,2439,0.26542,0.30120
1994,North Rhine-Westphalia,Seldom,0.18045,501,2439,0.16518,0.19571
1994,North Rhine-Westphalia,Never,0.01567,55,2439,0.01074,0.02060
1994,Hesse,At least once per week,0.38344,471,916,0.35194,0.41495
1994,Hesse,At least once per month,0.26878,272,916,0.24005,0.29750
1994,Hesse,Seldom,0.13957,131,916,0.11711,0.16202
1994,Hesse,Never,0.05450,42,916,0.03979,0.06921
1994,"Rhineland-Palatinate, Saarland",At least once per week,0.31094,265,609,0.27415,0.34773
1994,"Rhineland-Palatinate, Saarland",At least once per month,0.29658,214,609,0.26028,0.33289
1994,"Rhineland-Palatinate, Saarland",Seldom,0.17344,130,609,0.14334,0.20353
1994,Baden-Wuerttemberg,At least once per week,0.34518,870,1724,0.32273,0.36763
1994,Baden-Wuerttemberg,At least once per month,0.26434,533,1724,0.24352,0.28516
1994,Baden-Wuerttemberg,Seldom,0.17569,280,1724,0.15772,0.19366
1994,Baden-Wuerttemberg,Never,0.01985,41,1724,0.01326,0.02643
1994,Bavaria,At least once per week,0.34043,693,1576,0.31703,0.36383
1994,Bavaria,At least once per month,0.26735,534,1576,0.24549,0.28921
1994,Bavaria,Seldom,0.18259,310,1576,0.16351,0.20167
1994,Bavaria,Never,0.02432,39,1576,0.01671,0.03193
1994,Berlin,At least once per week,0.32705,225,534,0.28722,0.36687
1994,Berlin,At least once per month,0.27395,186,534,0.23609,0.31181
1994,Berlin,Seldom,0.18900,123,534,0.15576,0.22224
1994,Brandenburg,At least once per week,0.16159,110,581,0.13163,0.19155
1994,Brandenburg,At least once per month,0.30769,238,581,0.27013,0.34525
1994,Brandenburg,Seldom,0.32168,233,581,0.28366,0.35969
1994,Mecklenburg-Western Pomerania,At least once per week,0.16534,87,399,0.12885,0.20184
1994,Mecklenburg-Western Pomerania,At least once per month,0.32634,160,399,0.28027,0.37240
1994,Mecklenburg-Western Pomerania,Seldom,0.26873,152,399,0.22518,0.31228
1994,Saxony,At least once per week,0.15850,217,1122,0.13712,0.17987
1994,Saxony,At least once per month,0.34116,491,1122,0.31341,0.36891
1994,Saxony,Seldom,0.27870,374,1122,0.25245,0.30494
1994,Saxony,Never,0.04160,40,1122,0.02991,0.05329
1994,Saxony-Anhalt,At least once per week,0.23077,177,700,0.19953,0.26200
1994,Saxony-Anhalt,At least once per month,0.28821,244,700,0.25464,0.32179
1994,Saxony-Anhalt,Seldom,0.24519,234,700,0.21330,0.27709
1994,Saxony-Anhalt,Never,0.07018,45,700,0.05124,0.08912
1994,Thuringa,At least once per week,0.20739,163,636,0.17585,0.23892
1994,Thuringa,At least once per month,0.31143,258,636,0.27541,0.34745
1994,Thuringa,Seldom,0.24624,215,636,0.21273,0.27975
1996,Schleswig-Holstein,At least once per week,0.31340,103,274,0.25837,0.36842
1996,Schleswig-Holstein,At least once per month,0.26477,102,274,0.21243,0.31711
1996,Schleswig-Holstein,Seldom,0.19142,69,274,0.14475,0.23809
1996,Hamburg,At least once per week,0.37255,62,103,0.27872,0.46638
1996,Hamburg,At least once per month,0.25915,41,103,0.17411,0.34418
1996,Lower Saxony,At least once per week,0.32147,460,1013,0.29270,0.35025
1996,Lower Saxony,At least once per month,0.27990,354,1013,0.25224,0.30756
1996,Lower Saxony,Seldom,0.18311,199,1013,0.15928,0.20694
1996,Bremen,At least once per week,0.34727,41,41,0.19972,0.49482
1996,North Rhine-Westphalia,At least once per week,0.37352,1219,2547,0.35473,0.39231
1996,North Rhine-Westphalia,At least once per month,0.29740,874,2547,0.27965,0.31516
1996,North Rhine-Westphalia,Seldom,0.13243,394,2547,0.11926,0.14560
1996,North Rhine-Westphalia,Never,0.01704,60,2547,0.01201,0.02207
1996,Hesse,At least once per week,0.40654,491,905,0.37452,0.43856
1996,Hesse,At least once per month,0.23663,239,905,0.20893,0.26434
1996,Hesse,Seldom,0.15229,140,905,0.12887,0.17571
1996,Hesse,Never,0.03887,35,905,0.02627,0.05147
1996,"Rhineland-Palatinate, Saarland",At least once per week,0.39533,358,675,0.35842,0.43224
1996,"Rhineland-Palatinate, Saarland",At least once per month,0.26317,217,675,0.22993,0.29642
1996,"Rhineland-Palatinate, Saarland",Seldom,0.12180,100,675,0.09711,0.14649
1996,Baden-Wuerttemberg,At least once per week,0.35867,907,1677,0.33570,0.38163
1996,Baden-Wuerttemberg,At least once per month,0.28999,542,1677,0.26827,0.31172
1996,Baden-Wuerttemberg,Seldom,0.14166,228,1677,0.12497,0.15835
1996,Bavaria,At least once per week,0.36023,779,1625,0.33688,0.38357
1996,Bavaria,At least once per month,0.28642,590,1625,0.26443,0.30840
1996,Bavaria,Seldom,0.15343,256,1625,0.13590,0.17096
1996,Berlin,At least once per week,0.37195,241,536,0.33099,0.41290
1996,Berlin,At least once per month,0.31783,207,536,0.27837,0.35729
1996,Berlin,Seldom,0.13536,88,536,0.10637,0.16435
1996,Brandenburg,At least once per week,0.22231,152,590,0.18873,0.25589
1996,Brandenburg,At least once per month,0.34740,255,590,0.30895,0.38586
1996,Brandenburg,Seldom,0.25089,183,590,0.21588,0.28591
1996,Mecklenburg-Western Pomerania,At least once per week,0.28380,132,392,0.23911,0.32849
1996,Mecklenburg-Western Pomerania,At least once per month,0.30756,149,392,0.26182,0.35331
1996,Mecklenburg-Western Pomerania,Seldom,0.22088,111,392,0.17976,0.26200
1996,Saxony,At least once per week,0.22216,298,1078,0.19733,0.24699
1996,Saxony,At least once per month,0.34526,476,1078,0.31686,0.37365
1996,Saxony,Seldom,0.23273,304,1078,0.20750,0.25797
1996,Saxony-Anhalt,At least once per week,0.24170,205,654,0.20886,0.27453
1996,Saxony-Anhalt,At least once per month,0.33742,259,654,0.30115,0.37369
1996,Saxony-Anhalt,Seldom,0.23506,190,654,0.20254,0.26759
1996,Thuringa,At least once per week,0.25136,193,648,0.21793,0.28478
1996,Thuringa,At least once per month,0.33210,275,648,0.29581,0.36839
1996,Thuringa,Seldom,0.20894,180,648,0.17762,0.24027
1997,Schleswig-Holstein,At least once per week,0.29852,99,260,0.24279,0.35425
1997,Schleswig-Holstein,At least once per month,0.25929,95,260,0.20591,0.31266
1997,Schleswig-Holstein,Seldom,0.20165,66,260,0.15278,0.25051
1997,Hamburg,At least once per week,0.42749,67,104,0.33195,0.52303
1997,Hamburg,At least once per month,0.24308,37,104,0.16024,0.32592
1997,Lower Saxony,At least once per week,0.31889,430,1012,0.29016,0.34762
1997,Lower Saxony,At least once per month,0.31570,422,1012,0.28705,0.34435
1997,Lower Saxony,Seldom,0.15378,160,1012,0.13154,0.17602
1997,Bremen,At least once per week,0.33123,40,73,0.22251,0.43995
1997,Bremen,At least once per month,0.34388,33,73,0.23416,0.45360
1997,North Rhine-Westphalia,At least once per week,0.37271,1181,2496,0.35374,0.39169
1997,North Rhine-Westphalia,At least once per month,0.29231,878,2496,0.27446,0.31015
1997,North Rhine-Westphalia,Seldom,0.14028,387,2496,0.12665,0.15391
1997,North Rhine-Westphalia,Never,0.01605,50,2496,0.01112,0.02099
1997,Hesse,At least once per week,0.41742,464,841,0.38407,0.45077
1997,Hesse,At least once per month,0.25464,252,841,0.22518,0.28410
1997,Hesse,Seldom,0.10602,92,841,0.08520,0.12684
1997,Hesse,Never,0.04678,33,841,0.03250,0.06106
1997,"Rhineland-Palatinate, Saarland",At least once per week,0.39809,364,689,0.36152,0.43467
1997,"Rhineland-Palatinate, Saarland",At least once per month,0.24581,210,689,0.21363,0.27798
1997,"Rhineland-Palatinate, Saarland",Seldom,0.13758,115,689,0.11184,0.16332
1997,Baden-Wuerttemberg,At least once per week,0.38675,983,1700,0.36359,0.40990
1997,Baden-Wuerttemberg,At least once per month,0.24743,462,1700,0.22691,0.26795
1997,Baden-Wuerttemberg,Seldom,0.14735,217,1700,0.13050,0.16421
1997,Baden-Wuerttemberg,Never,0.01823,38,1700,0.01187,0.02459
1997,Bavaria,At least once per week,0.39110,853,1616,0.36730,0.41490
1997,Bavaria,At least once per month,0.23815,478,1616,0.21737,0.25892
1997,Bavaria,Seldom,0.17271,254,1616,0.15428,0.19115
1997,Bavaria,Never,0.01407,31,1616,0.00832,0.01981
1997,Berlin,At least once per week,0.37987,229,497,0.33716,0.42259
1997,Berlin,At least once per month,0.26284,171,497,0.22410,0.30158
1997,Berlin,Seldom,0.16481,97,497,0.13216,0.19747
1997,Brandenburg,At least once per week,0.25969,164,582,0.22403,0.29534
1997,Brandenburg,At least once per month,0.35807,263,582,0.31909,0.39706
1997,Brandenburg,Seldom,0.21006,155,582,0.17694,0.24319
1997,Mecklenburg-Western Pomerania,At least once per week,0.26647,124,379,0.22190,0.31104
1997,Mecklenburg-Western Pomerania,At least once per month,0.31498,151,379,0.26815,0.36180
1997,Mecklenburg-Western Pomerania,Seldom,0.22987,104,379,0.18745,0.27228
1997,Saxony,At least once per week,0.25630,326,1052,0.22990,0.28269
1997,Saxony,At least once per month,0.31865,445,1052,0.29048,0.34682
1997,Saxony,Seldom,0.22206,281,1052,0.19693,0.24719
1997,Saxony-Anhalt,At least once per week,0.29110,221,649,0.25613,0.32608
1997,Saxony-Anhalt,At least once per month,0.31973,255,649,0.28382,0.35564
1997,Saxony-Anhalt,Seldom,0.23468,173,649,0.20205,0.26731
1997,Thuringa,At least once per week,0.28149,204,647,0.24681,0.31617
1997,Thuringa,At least once per month,0.28917,263,647,0.25421,0.32413
1997,Thuringa,Seldom,0.20749,180,647,0.17622,0.23876
1999,Schleswig-Holstein,At least once per week,0.25962,104,315,0.21113,0.30811
1999,Schleswig-Holstein,At least once per month,0.32771,122,315,0.27580,0.37963
1999,Schleswig-Holstein,Seldom,0.19798,89,315,0.15390,0.24205
1999,Hamburg,At least once per week,0.43747,73,119,0.34796,0.52698
1999,Hamburg,At least once per month,0.27735,46,119,0.19657,0.35812
1999,Lower Saxony,At least once per week,0.31084,461,1144,0.28401,0.33768
1999,Lower Saxony,At least once per month,0.30569,461,1144,0.27898,0.33239
1999,Lower Saxony,Seldom,0.18542,222,1144,0.16289,0.20795
1999,Bremen,At least once per week,0.33305,38,73,0.22419,0.44192
1999,Bremen,At least once per month,0.35996,35,73,0.24909,0.47083
1999,North Rhine-Westphalia,At least once per week,0.33123,1157,2684,0.31342,0.34904
1999,North Rhine-Westphalia,At least once per month,0.30621,947,2684,0.28877,0.32365
1999,North Rhine-Westphalia,Seldom,0.15514,505,2684,0.14144,0.16884
1999,North Rhine-Westphalia,Never,0.02766,75,2684,0.02145,0.03386
1999,Hesse,At least once per week,0.41342,458,873,0.38073,0.44610
1999,Hesse,At least once per month,0.24604,277,873,0.21746,0.27463
1999,Hesse,Seldom,0.14412,138,873,0.12081,0.16743
1999,"Rhineland-Palatinate, Saarland",At least once per week,0.38508,358,741,0.35002,0.42014
1999,"Rhineland-Palatinate, Saarland",At least once per month,0.23866,243,741,0.20795,0.26938
1999,"Rhineland-Palatinate, Saarland",Seldom,0.16779,140,741,0.14086,0.19471
1999,Baden-Wuerttemberg,At least once per week,0.37160,897,1725,0.34879,0.39441
1999,Baden-Wuerttemberg,At least once per month,0.24702,509,1725,0.22666,0.26738
1999,Baden-Wuerttemberg,Seldom,0.15904,277,1725,0.14177,0.17630
1999,Baden-Wuerttemberg,Never,0.03230,42,1725,0.02396,0.04065
1999,Bavaria,At least once per week,0.36657,843,1758,0.34404,0.38911
1999,Bavaria,At least once per month,0.26921,589,1758,0.24847,0.28995
1999,Bavaria,Seldom,0.17204,326,1758,0.15439,0.18968
1999,Berlin,At least once per week,0.31993,205,503,0.27913,0.36074
1999,Berlin,At least once per month,0.29688,184,503,0.25691,0.33685
1999,Berlin,Seldom,0.19403,114,503,0.15943,0.22862
1999,Brandenburg,At least once per week,0.23285,154,582,0.19848,0.26721
1999,Brandenburg,At least once per month,0.34395,249,582,0.30532,0.38257
1999,Brandenburg,Seldom,0.24507,179,582,0.21010,0.28005
1999,Mecklenburg-Western Pomerania,At least once per week,0.25645,129,388,0.21294,0.29995
1999,Mecklenburg-Western Pomerania,At least once per month,0.34068,161,388,0.29346,0.38790
1999,Mecklenburg-Western Pomerania,Seldom,0.20408,98,388,0.16392,0.24423
1999,Saxony,At least once per week,0.23857,335,1130,0.21371,0.26343
1999,Saxony,At least once per month,0.35634,491,1130,0.32840,0.38428
1999,Saxony,Seldom,0.23333,304,1130,0.20866,0.25800
1999,Saxony-Anhalt,At least once per week,0.25199,215,676,0.21923,0.28474
1999,Saxony-Anhalt,At least once per month,0.37789,280,676,0.34131,0.41447
1999,Saxony-Anhalt,Seldom,0.23024,181,676,0.19848,0.26199
1999,Thuringa,At least once per week,0.21683,193,704,0.18637,0.24730
1999,Thuringa,At least once per month,0.32927,304,704,0.29453,0.36401
1999,Thuringa,Seldom,0.24964,207,704,0.21764,0.28163
2001,Schleswig-Holstein,At least once per week,0.34364,273,615,0.30608,0.38121
2001,Schleswig-Holstein,At least once per month,0.29167,231,615,0.25572,0.32762
2001,Schleswig-Holstein,Seldom,0.15191,111,615,0.12351,0.18030
2001,Hamburg,At least once per week,0.44967,145,231,0.38537,0.51396
2001,Hamburg,At least once per month,0.25228,86,231,0.19615,0.30841
2001,Lower Saxony,At least once per week,0.34314,803,1839,0.32143,0.36484
2001,Lower Saxony,At least once per month,0.28258,655,1839,0.26200,0.30316
2001,Lower Saxony,Seldom,0.16572,346,1839,0.14872,0.18272
2001,Lower Saxony,Never,0.01265,35,1839,0.00754,0.01776
2001,Bremen,At least once per week,0.37449,75,125,0.28930,0.45968
2001,Bremen,At least once per month,0.25689,50,125,0.17998,0.33379
2001,North Rhine-Westphalia,At least once per week,0.36241,2087,4626,0.34856,0.37627
2001,North Rhine-Westphalia,At least once per month,0.28889,1619,4626,0.27583,0.30196
2001,North Rhine-Westphalia,Seldom,0.14675,783,4626,0.13656,0.15695
2001,North Rhine-Westphalia,Never,0.02685,137,4626,0.02219,0.03150
2001,Hesse,At least once per week,0.42013,777,1477,0.39495,0.44531
2001,Hesse,At least once per month,0.23653,433,1477,0.21485,0.25821
2001,Hesse,Seldom,0.13498,217,1477,0.11754,0.15241
2001,Hesse,Never,0.02672,50,1477,0.01849,0.03494
2001,"Rhineland-Palatinate, Saarland",At least once per week,0.31864,569,1348,0.29376,0.34353
2001,"Rhineland-Palatinate, Saarland",At least once per month,0.24490,423,1348,0.22193,0.26786
