year,pgisced97,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,First Stage of Tertiary Education,At least once per month,0.37230,282,721,0.33699,0.40761
1994,First Stage of Tertiary Education,Seldom,0.30914,220,721,0.27538,0.34289
1994,Second Stage of Tertiary Education,At least once per week,0.33989,482,1621,0.31682,0.36296
1994,Second Stage of Tertiary Education,At least once per month,0.40086,673,1621,0.37699,0.42472
1994,Second Stage of Tertiary Education,Seldom,0.23974,466,1621,0.21895,0.26053
1996,No answer / don't know,At least once per week,0.59013,155,228,0.52615,0.65411
1996,No answer / don't know,At least once per month,0.31724,73,228,0.25670,0.37779
1996,Pre-primary Level,At least once per week,0.81432,235,271,0.76794,0.86071
1996,Pre-primary Level,At least once per month,0.12179,36,271,0.08278,0.16080
1996,Primary Level,At least once per week,0.52621,285,465,0.48078,0.57164
1996,Primary Level,At least once per month,0.22262,122,465,0.18477,0.26047
1996,Primary Level,Seldom,0.18927,58,465,0.15363,0.22492
1996,Lower Secondary Level,At least once per week,0.43074,1161,2372,0.41081,0.45067
1996,Lower Secondary Level,At least once per month,0.31684,704,2372,0.29811,0.33557
1996,Lower Secondary Level,Seldom,0.21513,431,2372,0.19859,0.23167
1996,Lower Secondary Level,Never,0.03729,76,2372,0.02966,0.04491
1996,Upper Secondary Level,At least once per week,0.39680,2694,6602,0.38500,0.40860
1996,Upper Secondary Level,At least once per month,0.36991,2442,6602,0.35827,0.38156
1996,Upper Secondary Level,Seldom,0.20787,1332,6602,0.19808,0.21766
1996,Upper Secondary Level,Never,0.02542,134,6602,0.02162,0.02922
1996,Post-secondary Non-tertiary Level,At least once per week,0.55813,253,467,0.51304,0.60322
1996,Post-secondary Non-tertiary Level,At least once per month,0.31381,152,467,0.27168,0.35594
1996,Post-secondary Non-tertiary Level,Seldom,0.12445,62,467,0.09448,0.15442
1996,First Stage of Tertiary Education,At least once per week,0.35679,264,748,0.32243,0.39114
1996,First Stage of Tertiary Education,At least once per month,0.38944,317,748,0.35447,0.42441
1996,First Stage of Tertiary Education,Seldom,0.23211,167,748,0.20184,0.26239
1996,Second Stage of Tertiary Education,At least once per week,0.38582,594,1746,0.36298,0.40866
1996,Second Stage of Tertiary Education,At least once per month,0.41487,764,1746,0.39176,0.43799
1996,Second Stage of Tertiary Education,Seldom,0.19011,388,1746,0.17170,0.20852
1997,No answer / don't know,At least once per week,0.59451,164,259,0.53460,0.65442
1997,No answer / don't know,At least once per month,0.19615,59,259,0.14770,0.24460
1997,No answer / don't know,Seldom,0.18892,36,259,0.14115,0.23668
1997,Pre-primary Level,At least once per week,0.82929,256,297,0.78642,0.87215
1997,Pre-primary Level,At least once per month,0.10938,41,297,0.07382,0.14494
1997,Primary Level,At least once per week,0.53530,278,446,0.48896,0.58164
1997,Primary Level,At least once per month,0.27705,117,446,0.23547,0.31864
1997,Primary Level,Seldom,0.15653,51,446,0.12277,0.19029
1997,Lower Secondary Level,At least once per week,0.44335,1185,2317,0.42312,0.46358
1997,Lower Secondary Level,At least once per month,0.30072,655,2317,0.28204,0.31939
1997,Lower Secondary Level,Seldom,0.20537,389,2317,0.18892,0.22182
1997,Lower Secondary Level,Never,0.05056,88,2317,0.04164,0.05948
1997,Upper Secondary Level,At least once per week,0.41721,2710,6445,0.40517,0.42925
1997,Upper Secondary Level,At least once per month,0.35629,2371,6445,0.34460,0.36798
1997,Upper Secondary Level,Seldom,0.20214,1223,6445,0.19234,0.21195
1997,Upper Secondary Level,Never,0.02436,141,6445,0.02060,0.02812
1997,Post-secondary Non-tertiary Level,At least once per week,0.52864,238,446,0.48226,0.57502
1997,Post-secondary Non-tertiary Level,At least once per month,0.34126,157,446,0.29721,0.38532
1997,Post-secondary Non-tertiary Level,Seldom,0.12030,51,446,0.09007,0.15052
1997,First Stage of Tertiary Education,At least once per week,0.40094,287,740,0.36560,0.43628
1997,First Stage of Tertiary Education,At least once per month,0.34888,282,740,0.31452,0.38324
1997,First Stage of Tertiary Education,Seldom,0.23752,171,740,0.20684,0.26820
1997,Second Stage of Tertiary Education,At least once per week,0.40863,632,1741,0.38553,0.43173
1997,Second Stage of Tertiary Education,At least once per month,0.37297,733,1741,0.35024,0.39569
1997,Second Stage of Tertiary Education,Seldom,0.20524,376,1741,0.18627,0.22422
1999,No answer / don't know,At least once per week,0.52651,167,272,0.46707,0.58596
1999,No answer / don't know,At least once per month,0.28950,73,272,0.23550,0.34350
1999,No answer / don't know,Seldom,0.14279,32,272,0.10114,0.18445
1999,Pre-primary Level,At least once per week,0.77332,242,293,0.72529,0.82134
1999,Pre-primary Level,At least once per month,0.16391,51,293,0.12145,0.20637
1999,Primary Level,At least once per week,0.44319,210,407,0.39487,0.49152
1999,Primary Level,At least once per month,0.27563,116,407,0.23216,0.31909
1999,Primary Level,Seldom,0.23174,81,407,0.19070,0.27279
1999,Lower Secondary Level,At least once per week,0.42851,1128,2432,0.40884,0.44819
1999,Lower Secondary Level,At least once per month,0.29422,735,2432,0.27610,0.31233
1999,Lower Secondary Level,Seldom,0.23090,484,2432,0.21415,0.24765
1999,Lower Secondary Level,Never,0.04637,85,2432,0.03801,0.05473
1999,Upper Secondary Level,At least once per week,0.38623,2698,6903,0.37475,0.39772
1999,Upper Secondary Level,At least once per month,0.36805,2577,6903,0.35667,0.37942
1999,Upper Secondary Level,Seldom,0.22077,1493,6903,0.21098,0.23055
1999,Upper Secondary Level,Never,0.02496,135,6903,0.02128,0.02864
1999,Post-secondary Non-tertiary Level,At least once per week,0.48857,234,497,0.44458,0.53256
1999,Post-secondary Non-tertiary Level,At least once per month,0.36716,194,497,0.32474,0.40959
1999,Post-secondary Non-tertiary Level,Seldom,0.13728,69,497,0.10700,0.16757
1999,First Stage of Tertiary Education,At least once per week,0.34182,272,796,0.30884,0.37479
1999,First Stage of Tertiary Education,At least once per month,0.41663,354,796,0.38236,0.45090
1999,First Stage of Tertiary Education,Seldom,0.22158,170,796,0.19271,0.25045
1999,Second Stage of Tertiary Education,At least once per week,0.36444,669,1930,0.34296,0.38592
1999,Second Stage of Tertiary Education,At least once per month,0.39923,798,1930,0.37738,0.42109
1999,Second Stage of Tertiary Education,Seldom,0.22447,463,1930,0.20585,0.24309
2001,No answer / don't know,At least once per week,0.51648,65,96,0.41599,0.61698
2001,No answer / don't know,At least once per month,0.26860,31,96,0.17947,0.35773
2001,Pre-primary Level,At least once per week,0.82419,449,531,0.79178,0.85659
2001,Pre-primary Level,At least once per month,0.10246,48,531,0.07664,0.12828
2001,Pre-primary Level,Seldom,0.06005,34,531,0.03982,0.08028
2001,Primary Level,At least once per week,0.40080,137,311,0.34625,0.45536
2001,Primary Level,At least once per month,0.24881,78,311,0.20068,0.29693
2001,Primary Level,Seldom,0.21830,58,311,0.17232,0.26429
2001,Primary Level,Never,0.13209,38,311,0.09440,0.16978
2001,Lower Secondary Level,At least once per week,0.43769,1489,3065,0.42012,0.45525
2001,Lower Secondary Level,At least once per month,0.29622,852,3065,0.28005,0.31239
2001,Lower Secondary Level,Seldom,0.20872,562,3065,0.19433,0.22311
2001,Lower Secondary Level,Never,0.05737,162,3065,0.04914,0.06560
2001,Upper Secondary Level,At least once per week,0.41597,4792,11516,0.40696,0.42497
2001,Upper Secondary Level,At least once per month,0.35674,4196,11516,0.34799,0.36549
2001,Upper Secondary Level,Seldom,0.19255,2169,11516,0.18535,0.19976
2001,Upper Secondary Level,Never,0.03473,359,11516,0.03139,0.03808
2001,Post-secondary Non-tertiary Level,At least once per week,0.55501,575,1032,0.52468,0.58535
2001,Post-secondary Non-tertiary Level,At least once per month,0.30204,333,1032,0.27401,0.33006
2001,Post-secondary Non-tertiary Level,Seldom,0.11635,124,1032,0.09678,0.13592
2001,First Stage of Tertiary Education,At least once per week,0.39693,641,1666,0.37343,0.42043
2001,First Stage of Tertiary Education,At least once per month,0.37612,682,1666,0.35285,0.39939
2001,First Stage of Tertiary Education,Seldom,0.20324,311,1666,0.18391,0.22257
2001,First Stage of Tertiary Education,Never,0.02371,32,1666,0.01640,0.03102
2001,Second Stage of Tertiary Education,At least once per week,0.42769,1413,3535,0.41138,0.44400
2001,Second Stage of Tertiary Education,At least once per month,0.37631,1418,3535,0.36034,0.39228
2001,Second Stage of Tertiary Education,Seldom,0.18259,660,3535,0.16985,0.19533
2001,Second Stage of Tertiary Education,Never,0.01341,44,3535,0.00962,0.01720
2005,No answer / don't know,At least once per week,0.65704,209,299,0.60314,0.71093
2005,No answer / don't know,At least once per month,0.16415,53,299,0.12209,0.20620
2005,No answer / don't know,Seldom,0.14563,37,299,0.10558,0.18568
2005,Pre-primary Level,At least once per week,0.85369,544,615,0.82573,0.88164
2005,Pre-primary Level,At least once per month,0.09676,71,615,0.07337,0.12014
2005,Primary Level,At least once per week,0.51425,131,218,0.44775,0.58075
2005,Primary Level,At least once per month,0.16181,39,218,0.11281,0.21081
2005,Primary Level,Seldom,0.24081,48,218,0.18392,0.29770
2005,Lower Secondary Level,At least once per week,0.45610,1170,2378,0.43608,0.47612
2005,Lower Secondary Level,At least once per month,0.28224,641,2378,0.26414,0.30033
2005,Lower Secondary Level,Seldom,0.21628,463,2378,0.19973,0.23283
2005,Lower Secondary Level,Never,0.04538,104,2378,0.03701,0.05375
2005,Upper Secondary Level,At least once per week,0.40049,4139,10207,0.39098,0.40999
2005,Upper Secondary Level,At least once per month,0.36096,3715,10207,0.35164,0.37028
2005,Upper Secondary Level,Seldom,0.20960,2094,10207,0.20170,0.21749
2005,Upper Secondary Level,Never,0.02895,259,10207,0.02570,0.03221
2005,Post-secondary Non-tertiary Level,At least once per week,0.53155,558,1110,0.50218,0.56091
2005,Post-secondary Non-tertiary Level,At least once per month,0.32131,404,1110,0.29383,0.34880
2005,Post-secondary Non-tertiary Level,Seldom,0.13576,148,1110,0.11560,0.15592
2005,First Stage of Tertiary Education,At least once per week,0.37055,561,1553,0.34652,0.39457
2005,First Stage of Tertiary Education,At least once per month,0.39244,643,1553,0.36815,0.41674
2005,First Stage of Tertiary Education,Seldom,0.20794,318,1553,0.18775,0.22813
2005,First Stage of Tertiary Education,Never,0.02907,31,1553,0.02071,0.03743
2005,Second Stage of Tertiary Education,At least once per week,0.42090,1658,4150,0.40588,0.43592
2005,Second Stage of Tertiary Education,At least once per month,0.38177,1688,4150,0.36698,0.39655
2005,Second Stage of Tertiary Education,Seldom,0.18059,755,4150,0.16889,0.19230
2005,Second Stage of Tertiary Education,Never,0.01674,49,4150,0.01283,0.02064
2007,No answer / don't know,At least once per week,0.70663,242,298,0.65485,0.75841
2007,No answer / don't know,At least once per month,0.17860,56,298,0.13504,0.22216
2007,Pre-primary Level,At least once per week,0.89599,300,334,0.86320,0.92878
2007,Pre-primary Level,At least once per month,0.09237,34,334,0.06127,0.12348
2007,Primary Level,At least once per week,0.46163,105,196,0.39165,0.53160
2007,Primary Level,At least once per month,0.22305,44,196,0.16462,0.28148
2007,Primary Level,Seldom,0.22952,47,196,0.17049,0.28854
2007,Lower Secondary Level,At least once per week,0.46097,1044,2187,0.44008,0.48187
2007,Lower Secondary Level,At least once per month,0.29055,627,2187,0.27152,0.30959
2007,Lower Secondary Level,Seldom,0.18779,387,2187,0.17142,0.20416
2007,Lower Secondary Level,Never,0.06068,129,2187,0.05068,0.07069
2007,Upper Secondary Level,At least once per week,0.40048,4176,10272,0.39100,0.40996
2007,Upper Secondary Level,At least once per month,0.37265,3866,10272,0.36330,0.38200
2007,Upper Secondary Level,Seldom,0.19557,1923,10272,0.18790,0.20324
2007,Upper Secondary Level,Never,0.03130,307,10272,0.02793,0.03467
2007,Post-secondary Non-tertiary Level,At least once per week,0.50347,579,1149,0.47455,0.53239
2007,Post-secondary Non-tertiary Level,At least once per month,0.34355,412,1149,0.31608,0.37102
2007,Post-secondary Non-tertiary Level,Seldom,0.13908,158,1149,0.11906,0.15910
2007,First Stage of Tertiary Education,At least once per week,0.37406,560,1504,0.34960,0.39852
2007,First Stage of Tertiary Education,At least once per month,0.40607,637,1504,0.38125,0.43090
2007,First Stage of Tertiary Education,Seldom,0.20330,307,1504,0.18295,0.22364
2007,Second Stage of Tertiary Education,At least once per week,0.42387,1763,4371,0.40922,0.43852
2007,Second Stage of Tertiary Education,At least once per month,0.39825,1830,4371,0.38374,0.41277
2007,Second Stage of Tertiary Education,Seldom,0.16283,731,4371,0.15189,0.17378
2007,Second Stage of Tertiary Education,Never,0.01504,47,4371,0.01144,0.01865
2009,No answer / don't know,At least once per week,0.69592,225,300,0.64378,0.74806
2009,No answer / don't know,At least once per month,0.21086,75,300,0.16462,0.25709
2009,Pre-primary Level,At least once per week,0.80890,256,305,0.76470,0.85310
2009,Pre-primary Level,At least once per month,0.17676,49,305,0.13388,0.21964
2009,Primary Level,At least once per week,0.44165,77,147,0.36110,0.52221
2009,Primary Level,At least once per month,0.22795,35,147,0.15990,0.29600
2009,Primary Level,Seldom,0.22484,35,147,0.15713,0.29256
2009,Lower Secondary Level,At least once per week,0.45900,838,1779,0.43584,0.48217
2009,Lower Secondary Level,At least once per month,0.29136,513,1779,0.27024,0.31248
2009,Lower Secondary Level,Seldom,0.19585,341,1779,0.17740,0.21429
2009,Lower Secondary Level,Never,0.05379,87,1779,0.04330,0.06428
2009,Upper Secondary Level,At least once per week,0.39105,3409,9006,0.38097,0.40113
2009,Upper Secondary Level,At least once per month,0.37853,3533,9006,0.36851,0.38855
2009,Upper Secondary Level,Seldom,0.20603,1852,9006,0.19767,0.21438
2009,Upper Secondary Level,Never,0.02439,212,9006,0.02120,0.02757
2009,Post-secondary Non-tertiary Level,At least once per week,0.47555,450,975,0.44419,0.50692
2009,Post-secondary Non-tertiary Level,At least once per month,0.35738,377,975,0.32728,0.38748
2009,Post-secondary Non-tertiary Level,Seldom,0.14756,148,975,0.12529,0.16983
2009,First Stage of Tertiary Education,At least once per week,0.34009,439,1310,0.31443,0.36576
2009,First Stage of Tertiary Education,At least once per month,0.44388,594,1310,0.41696,0.47080
2009,First Stage of Tertiary Education,Seldom,0.20281,277,1310,0.18103,0.22460
2009,Second Stage of Tertiary Education,At least once per week,0.40790,1567,4021,0.39270,0.42309
2009,Second Stage of Tertiary Education,At least once per month,0.39366,1687,4021,0.37856,0.40877
2009,Second Stage of Tertiary Education,Seldom,0.18493,728,4021,0.17293,0.19693
2009,Second Stage of Tertiary Education,Never,0.01351,39,4021,0.00994,0.01708
2011,No answer / don't know,At least once per week,0.61393,360,558,0.57350,0.65437
2011,No answer / don't know,At least once per month,0.25040,134,558,0.21442,0.28638
2011,No answer / don't know,Seldom,0.09965,64,558,0.07478,0.12453
2011,Pre-primary Level,At least once per week,0.84385,407,463,0.81075,0.87695
2011,Pre-primary Level,At least once per month,0.13781,56,463,0.10638,0.16925
2011,Primary Level,At least once per week,0.42240,181,407,0.37435,0.47045
2011,Primary Level,At least once per month,0.23451,101,407,0.19329,0.27572
2011,Primary Level,Seldom,0.22750,72,407,0.18672,0.26827
2011,Primary Level,Never,0.11560,53,407,0.08450,0.14670
2011,Lower Secondary Level,At least once per week,0.43155,1367,2936,0.41363,0.44946
2011,Lower Secondary Level,At least once per month,0.27300,808,2936,0.25689,0.28912
2011,Lower Secondary Level,Seldom,0.23332,584,2936,0.21802,0.24863
2011,Lower Secondary Level,Never,0.06213,177,2936,0.05339,0.07086
2011,Upper Secondary Level,At least once per week,0.39702,5611,13858,0.38887,0.40517
2011,Upper Secondary Level,At least once per month,0.35591,5068,13858,0.34794,0.36388
2011,Upper Secondary Level,Seldom,0.21287,2729,13858,0.20605,0.21968
2011,Upper Secondary Level,Never,0.03420,450,13858,0.03118,0.03723
2011,Post-secondary Non-tertiary Level,At least once per week,0.53466,1014,1998,0.51278,0.55653
2011,Post-secondary Non-tertiary Level,At least once per month,0.31312,685,1998,0.29278,0.33346
2011,Post-secondary Non-tertiary Level,Seldom,0.13777,262,1998,0.12265,0.15289
2011,Post-secondary Non-tertiary Level,Never,0.01445,37,1998,0.00922,0.01969
2011,First Stage of Tertiary Education,At least once per week,0.37445,693,1844,0.35235,0.39655
2011,First Stage of Tertiary Education,At least once per month,0.41011,761,1844,0.38766,0.43257
2011,First Stage of Tertiary Education,Seldom,0.19289,352,1844,0.17487,0.21090
2011,First Stage of Tertiary Education,Never,0.02255,38,1844,0.01577,0.02933
2011,Second Stage of Tertiary Education,At least once per week,0.43437,2723,6188,0.42202,0.44672
2011,Second Stage of Tertiary Education,At least once per month,0.38591,2444,6188,0.37378,0.39804
2011,Second Stage of Tertiary Education,Seldom,0.16417,945,6188,0.15494,0.17340
2011,Second Stage of Tertiary Education,Never,0.01555,76,6188,0.01246,0.01863
2015,No answer / don't know,At least once per week,0.64577,429,619,0.60806,0.68348
2015,No answer / don't know,At least once per month,0.20495,133,619,0.17312,0.23678
2015,No answer / don't know,Seldom,0.10218,57,619,0.07830,0.12607
2015,Pre-primary Level,At least once per week,0.77983,302,360,0.73697,0.82270
2015,Pre-primary Level,At least once per month,0.19416,58,360,0.15325,0.23508
2015,Primary Level,At least once per week,0.46788,258,533,0.42548,0.51028
2015,Primary Level,At least once per month,0.23290,120,533,0.19698,0.26882
2015,Primary Level,Seldom,0.20685,99,533,0.17243,0.24127
2015,Primary Level,Never,0.09237,56,533,0.06777,0.11698
2015,Lower Secondary Level,At least once per week,0.44341,1403,2959,0.42551,0.46131
2015,Lower Secondary Level,At least once per month,0.27886,836,2959,0.26270,0.29502
2015,Lower Secondary Level,Seldom,0.22136,557,2959,0.20640,0.23632
2015,Lower Secondary Level,Never,0.05637,163,2959,0.04806,0.06468
2015,Upper Secondary Level,At least once per week,0.39600,4906,12123,0.38730,0.40471
2015,Upper Secondary Level,At least once per month,0.36999,4496,12123,0.36140,0.37859
