year,pgisced97,quintil_oecd,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Upper Secondary Level,1st Quintile,Never,0.05413,62,1196,0.04130,0.06696
1994,Upper Secondary Level,2nd Quintile,At least once per week,0.33176,464,1405,0.30713,0.35639
1994,Upper Secondary Level,2nd Quintile,At least once per month,0.37378,528,1405,0.34847,0.39909
1994,Upper Secondary Level,2nd Quintile,Seldom,0.26193,374,1405,0.23893,0.28493
1994,Upper Secondary Level,2nd Quintile,Never,0.03254,39,1405,0.02326,0.04182
1994,Upper Secondary Level,3rd Quintile,At least once per week,0.34793,456,1368,0.32268,0.37318
1994,Upper Secondary Level,3rd Quintile,At least once per month,0.38579,553,1368,0.35999,0.41160
1994,Upper Secondary Level,3rd Quintile,Seldom,0.23446,325,1368,0.21200,0.25692
1994,Upper Secondary Level,3rd Quintile,Never,0.03182,34,1368,0.02252,0.04113
1994,Upper Secondary Level,4th Quintile,At least once per week,0.38364,545,1371,0.35789,0.40939
1994,Upper Secondary Level,4th Quintile,At least once per month,0.34497,487,1371,0.31980,0.37014
1994,Upper Secondary Level,4th Quintile,Seldom,0.24360,306,1371,0.22087,0.26633
1994,Upper Secondary Level,4th Quintile,Never,0.02779,33,1371,0.01908,0.03649
1994,Upper Secondary Level,5th Quintile,At least once per week,0.37902,478,1180,0.35133,0.40672
1994,Upper Secondary Level,5th Quintile,At least once per month,0.38910,460,1180,0.36127,0.41693
1994,Upper Secondary Level,5th Quintile,Seldom,0.21888,242,1180,0.19528,0.24248
1994,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.51607,33,33,0.34292,0.68922
1994,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.66424,53,53,0.53588,0.79260
1994,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.43425,46,82,0.32631,0.54220
1994,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.39575,36,82,0.28925,0.50224
1994,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.52517,45,45,0.37762,0.67272
1994,First Stage of Tertiary Education,1st Quintile,Seldom,0.35529,33,33,0.18946,0.52112
1994,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.25618,37,130,0.18085,0.33151
1994,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.37847,54,130,0.29477,0.46216
1994,First Stage of Tertiary Education,2nd Quintile,Seldom,0.32033,39,130,0.23981,0.40086
1994,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.28728,43,161,0.21717,0.35740
1994,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.32004,59,161,0.24775,0.39232
1994,First Stage of Tertiary Education,3rd Quintile,Seldom,0.36838,59,161,0.29364,0.44312
1994,First Stage of Tertiary Education,4th Quintile,At least once per week,0.30690,54,151,0.23309,0.38071
1994,First Stage of Tertiary Education,4th Quintile,At least once per month,0.36500,57,151,0.28796,0.44205
1994,First Stage of Tertiary Education,4th Quintile,Seldom,0.30899,40,151,0.23504,0.38294
1994,First Stage of Tertiary Education,5th Quintile,At least once per week,0.30938,65,199,0.24499,0.37376
1994,First Stage of Tertiary Education,5th Quintile,At least once per month,0.42652,85,199,0.35763,0.49541
1994,First Stage of Tertiary Education,5th Quintile,Seldom,0.24217,49,199,0.18250,0.30185
1994,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.38644,36,116,0.29744,0.47543
1994,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.29727,39,116,0.21373,0.38081
1994,Second Stage of Tertiary Education,1st Quintile,Seldom,0.28744,41,116,0.20472,0.37015
1994,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.29770,58,249,0.24079,0.35461
1994,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.41782,112,249,0.35644,0.47920
1994,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.27479,79,249,0.21923,0.33035
1994,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.29836,92,339,0.24958,0.34713
1994,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.37995,132,339,0.32820,0.43169
1994,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.30433,115,339,0.25528,0.35339
1994,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.30984,97,355,0.26167,0.35801
1994,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.42780,157,355,0.37626,0.47934
1994,Second Stage of Tertiary Education,4th Quintile,Seldom,0.23526,101,355,0.19107,0.27945
1994,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.37398,199,562,0.33394,0.41402
1994,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.40835,233,562,0.36768,0.44903
1994,Second Stage of Tertiary Education,5th Quintile,Seldom,0.20015,130,562,0.16704,0.23326
1996,No answer / don't know,1st Quintile,At least once per week,0.61839,50,50,0.48237,0.75441
1996,No answer / don't know,2nd Quintile,At least once per week,0.50973,31,31,0.33084,0.68862
1996,No answer / don't know,3rd Quintile,At least once per week,0.57357,32,32,0.39948,0.74767
1996,Pre-primary Level,1st Quintile,At least once per week,0.68800,47,47,0.55411,0.82189
1996,Pre-primary Level,2nd Quintile,At least once per week,0.70545,45,45,0.57075,0.84014
1996,Pre-primary Level,3rd Quintile,At least once per week,0.93099,53,53,0.86209,0.99988
1996,Pre-primary Level,4th Quintile,At least once per week,0.86497,47,47,0.76620,0.96373
1996,Pre-primary Level,5th Quintile,At least once per week,0.85853,43,43,0.75313,0.96393
1996,Primary Level,1st Quintile,At least once per week,0.57400,112,151,0.49486,0.65313
1996,Primary Level,1st Quintile,At least once per month,0.15967,39,151,0.10105,0.21829
1996,Primary Level,2nd Quintile,At least once per week,0.54857,80,111,0.45557,0.64157
1996,Primary Level,2nd Quintile,At least once per month,0.23385,31,111,0.15474,0.31295
1996,Primary Level,3rd Quintile,At least once per week,0.38952,37,68,0.27275,0.50629
1996,Primary Level,3rd Quintile,At least once per month,0.36008,31,68,0.24514,0.47502
1996,Primary Level,4th Quintile,At least once per week,0.53503,38,38,0.37432,0.69575
1996,Lower Secondary Level,1st Quintile,At least once per week,0.42523,363,751,0.38985,0.46061
1996,Lower Secondary Level,1st Quintile,At least once per month,0.30711,222,751,0.27409,0.34012
1996,Lower Secondary Level,1st Quintile,Seldom,0.20662,129,751,0.17764,0.23560
1996,Lower Secondary Level,1st Quintile,Never,0.06104,37,751,0.04391,0.07817
1996,Lower Secondary Level,2nd Quintile,At least once per week,0.41787,255,509,0.37498,0.46076
1996,Lower Secondary Level,2nd Quintile,At least once per month,0.32658,157,509,0.28580,0.36737
1996,Lower Secondary Level,2nd Quintile,Seldom,0.22391,97,509,0.18766,0.26016
1996,Lower Secondary Level,3rd Quintile,At least once per week,0.44076,248,465,0.39558,0.48593
1996,Lower Secondary Level,3rd Quintile,At least once per month,0.29026,129,465,0.24896,0.33156
1996,Lower Secondary Level,3rd Quintile,Seldom,0.23600,88,465,0.19736,0.27463
1996,Lower Secondary Level,4th Quintile,At least once per week,0.44329,196,388,0.39380,0.49278
1996,Lower Secondary Level,4th Quintile,At least once per month,0.31945,114,388,0.27299,0.36590
1996,Lower Secondary Level,4th Quintile,Seldom,0.22102,78,388,0.17968,0.26236
1996,Lower Secondary Level,5th Quintile,At least once per week,0.42508,98,219,0.35946,0.49071
1996,Lower Secondary Level,5th Quintile,At least once per month,0.37970,82,219,0.31528,0.44412
1996,Lower Secondary Level,5th Quintile,Seldom,0.17456,39,219,0.12417,0.22495
1996,Upper Secondary Level,1st Quintile,At least once per week,0.42730,495,1186,0.39913,0.45546
1996,Upper Secondary Level,1st Quintile,At least once per month,0.31760,391,1186,0.29109,0.34410
1996,Upper Secondary Level,1st Quintile,Seldom,0.22212,257,1186,0.19845,0.24579
1996,Upper Secondary Level,1st Quintile,Never,0.03299,43,1186,0.02282,0.04315
1996,Upper Secondary Level,2nd Quintile,At least once per week,0.36485,526,1421,0.33981,0.38989
1996,Upper Secondary Level,2nd Quintile,At least once per month,0.36362,546,1421,0.33859,0.38864
1996,Upper Secondary Level,2nd Quintile,Seldom,0.23652,312,1421,0.21442,0.25863
1996,Upper Secondary Level,2nd Quintile,Never,0.03501,37,1421,0.02545,0.04457
1996,Upper Secondary Level,3rd Quintile,At least once per week,0.39921,570,1398,0.37353,0.42489
1996,Upper Secondary Level,3rd Quintile,At least once per month,0.35676,521,1398,0.33164,0.38188
1996,Upper Secondary Level,3rd Quintile,Seldom,0.21404,307,1398,0.19253,0.23555
1996,Upper Secondary Level,4th Quintile,At least once per week,0.40080,607,1407,0.37518,0.42642
1996,Upper Secondary Level,4th Quintile,At least once per month,0.41327,561,1407,0.38753,0.43901
1996,Upper Secondary Level,4th Quintile,Seldom,0.16707,239,1407,0.14757,0.18657
1996,Upper Secondary Level,5th Quintile,At least once per week,0.39949,496,1133,0.37096,0.42802
1996,Upper Secondary Level,5th Quintile,At least once per month,0.38832,423,1133,0.35993,0.41672
1996,Upper Secondary Level,5th Quintile,Seldom,0.19999,214,1133,0.17669,0.22329
1996,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.66991,58,58,0.54783,0.79199
1996,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.49275,41,76,0.37960,0.60590
1996,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.41976,35,76,0.30807,0.53146
1996,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.59385,45,77,0.48343,0.70426
1996,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.28566,32,77,0.18410,0.38722
1996,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.51763,60,96,0.41714,0.61811
1996,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.38015,36,96,0.28253,0.47776
1996,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.52630,49,49,0.38505,0.66756
1996,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.26529,31,97,0.17697,0.35360
1996,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.46537,66,97,0.36559,0.56515
1996,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.32061,59,179,0.25205,0.38918
1996,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.38849,73,179,0.31688,0.46009
1996,First Stage of Tertiary Education,3rd Quintile,Seldom,0.28662,47,179,0.22019,0.35305
1996,First Stage of Tertiary Education,4th Quintile,At least once per week,0.35822,68,189,0.28968,0.42676
1996,First Stage of Tertiary Education,4th Quintile,At least once per month,0.41125,80,189,0.34091,0.48159
1996,First Stage of Tertiary Education,4th Quintile,Seldom,0.22194,41,189,0.16254,0.28134
1996,First Stage of Tertiary Education,5th Quintile,At least once per week,0.43432,81,197,0.36493,0.50372
1996,First Stage of Tertiary Education,5th Quintile,At least once per month,0.35170,76,197,0.28485,0.41855
1996,First Stage of Tertiary Education,5th Quintile,Seldom,0.21398,40,197,0.15656,0.27139
1996,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.56633,62,103,0.47016,0.66251
1996,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.27971,41,103,0.19260,0.36682
1996,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.34439,64,217,0.28102,0.40776
1996,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.44549,94,217,0.37921,0.51177
1996,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.20830,59,217,0.15414,0.26246
1996,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.34130,97,319,0.28919,0.39342
1996,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.36442,128,319,0.31153,0.41732
1996,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.28439,94,319,0.23480,0.33397
1996,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.37868,140,422,0.33235,0.42502
1996,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.46160,203,422,0.41398,0.50922
1996,Second Stage of Tertiary Education,4th Quintile,Seldom,0.14357,79,422,0.11007,0.17707
1996,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.38374,231,663,0.34669,0.42078
1996,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.42421,298,663,0.38657,0.46186
1996,Second Stage of Tertiary Education,5th Quintile,Seldom,0.18504,134,663,0.15546,0.21462
1997,No answer / don't know,1st Quintile,At least once per week,0.65326,52,52,0.52264,0.78389
1997,No answer / don't know,2nd Quintile,At least once per week,0.67082,43,43,0.52870,0.81294
1997,Pre-primary Level,1st Quintile,At least once per week,0.80109,53,53,0.69259,0.90959
1997,Pre-primary Level,2nd Quintile,At least once per week,0.84644,63,63,0.75670,0.93618
1997,Pre-primary Level,3rd Quintile,At least once per week,0.82558,61,61,0.72956,0.92160
1997,Pre-primary Level,4th Quintile,At least once per week,0.83626,38,38,0.71703,0.95550
1997,Pre-primary Level,5th Quintile,At least once per week,0.83609,41,41,0.72136,0.95081
1997,Primary Level,1st Quintile,At least once per week,0.58813,109,154,0.51014,0.66612
1997,Primary Level,1st Quintile,At least once per month,0.24767,45,154,0.17927,0.31607
1997,Primary Level,2nd Quintile,At least once per week,0.45653,78,112,0.36387,0.54920
1997,Primary Level,2nd Quintile,At least once per month,0.29509,34,112,0.21024,0.37994
1997,Primary Level,3rd Quintile,At least once per week,0.42894,40,40,0.27360,0.58427
1997,Primary Level,4th Quintile,At least once per week,0.55124,34,34,0.38154,0.72094
1997,Lower Secondary Level,1st Quintile,At least once per week,0.43191,366,683,0.39473,0.46909
1997,Lower Secondary Level,1st Quintile,At least once per month,0.30101,198,683,0.26658,0.33543
1997,Lower Secondary Level,1st Quintile,Seldom,0.21291,119,683,0.18218,0.24363
1997,Lower Secondary Level,2nd Quintile,At least once per week,0.48003,312,556,0.43847,0.52160
1997,Lower Secondary Level,2nd Quintile,At least once per month,0.29960,164,556,0.26149,0.33771
1997,Lower Secondary Level,2nd Quintile,Seldom,0.15729,80,556,0.12700,0.18759
1997,Lower Secondary Level,3rd Quintile,At least once per week,0.41514,207,418,0.36785,0.46243
1997,Lower Secondary Level,3rd Quintile,At least once per month,0.29878,126,418,0.25484,0.34271
1997,Lower Secondary Level,3rd Quintile,Seldom,0.23180,85,418,0.19130,0.27230
1997,Lower Secondary Level,4th Quintile,At least once per week,0.44321,193,363,0.39204,0.49439
1997,Lower Secondary Level,4th Quintile,At least once per month,0.29408,102,363,0.24715,0.34102
1997,Lower Secondary Level,4th Quintile,Seldom,0.23114,68,363,0.18772,0.27457
1997,Lower Secondary Level,5th Quintile,At least once per week,0.44494,107,209,0.37741,0.51248
1997,Lower Secondary Level,5th Quintile,At least once per month,0.31690,65,209,0.25367,0.38013
1997,Lower Secondary Level,5th Quintile,Seldom,0.20448,37,209,0.14967,0.25929
1997,Upper Secondary Level,1st Quintile,At least once per week,0.41306,456,1082,0.38371,0.44241
1997,Upper Secondary Level,1st Quintile,At least once per month,0.29455,349,1082,0.26737,0.32172
1997,Upper Secondary Level,1st Quintile,Seldom,0.24851,238,1082,0.22275,0.27427
1997,Upper Secondary Level,1st Quintile,Never,0.04389,39,1082,0.03168,0.05610
1997,Upper Secondary Level,2nd Quintile,At least once per week,0.37622,531,1427,0.35108,0.40137
1997,Upper Secondary Level,2nd Quintile,At least once per month,0.37556,562,1427,0.35042,0.40070
1997,Upper Secondary Level,2nd Quintile,Seldom,0.21987,302,1427,0.19837,0.24137
1997,Upper Secondary Level,2nd Quintile,Never,0.02835,32,1427,0.01973,0.03696
1997,Upper Secondary Level,3rd Quintile,At least once per week,0.40991,588,1427,0.38438,0.43544
1997,Upper Secondary Level,3rd Quintile,At least once per month,0.36639,545,1427,0.34139,0.39140
1997,Upper Secondary Level,3rd Quintile,Seldom,0.19410,262,1427,0.17357,0.21463
1997,Upper Secondary Level,3rd Quintile,Never,0.02960,32,1427,0.02080,0.03839
1997,Upper Secondary Level,4th Quintile,At least once per week,0.44042,606,1370,0.41412,0.46672
1997,Upper Secondary Level,4th Quintile,At least once per month,0.36417,520,1370,0.33868,0.38966
1997,Upper Secondary Level,4th Quintile,Seldom,0.17954,244,1370,0.15920,0.19987
1997,Upper Secondary Level,5th Quintile,At least once per week,0.44365,529,1101,0.41429,0.47301
1997,Upper Secondary Level,5th Quintile,At least once per month,0.36848,395,1101,0.33998,0.39699
1997,Upper Secondary Level,5th Quintile,Seldom,0.17980,177,1101,0.15711,0.20250
1997,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.68067,49,49,0.54878,0.81257
1997,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.44130,38,38,0.28130,0.60130
1997,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.55922,42,42,0.40725,0.71120
1997,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.58910,68,101,0.49267,0.68553
1997,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.29614,33,101,0.20665,0.38562
1997,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.38508,41,82,0.27910,0.49105
1997,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.51728,41,82,0.40845,0.62610
1997,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.41893,50,130,0.33379,0.50407
1997,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.35944,48,130,0.27664,0.44225
1997,First Stage of Tertiary Education,2nd Quintile,Seldom,0.21043,32,130,0.14009,0.28077
1997,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.35517,60,173,0.28365,0.42669
1997,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.35307,75,173,0.28165,0.42450
1997,First Stage of Tertiary Education,3rd Quintile,Seldom,0.27306,38,173,0.20647,0.33964
1997,First Stage of Tertiary Education,4th Quintile,At least once per week,0.37598,66,186,0.30618,0.44578
1997,First Stage of Tertiary Education,4th Quintile,At least once per month,0.41748,77,186,0.34642,0.48855
1997,First Stage of Tertiary Education,4th Quintile,Seldom,0.20504,43,186,0.14686,0.26322
1997,First Stage of Tertiary Education,5th Quintile,At least once per week,0.46299,89,196,0.39301,0.53298
1997,First Stage of Tertiary Education,5th Quintile,At least once per month,0.31665,66,196,0.25136,0.38194
1997,First Stage of Tertiary Education,5th Quintile,Seldom,0.21562,41,196,0.15790,0.27335
1997,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.52886,51,91,0.42573,0.63199
1997,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.28776,40,91,0.19422,0.38129
1997,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.29911,72,227,0.23941,0.35881
1997,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.38350,88,227,0.32010,0.44689
1997,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.30027,67,227,0.24051,0.36003
1997,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.35667,98,296,0.30200,0.41133
1997,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.38251,132,296,0.32705,0.43797
1997,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.23484,66,296,0.18647,0.28321
1997,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.42097,160,436,0.37458,0.46737
1997,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.36917,186,436,0.32382,0.41453
1997,Second Stage of Tertiary Education,4th Quintile,Seldom,0.19817,90,436,0.16071,0.23563
1997,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.42112,251,668,0.38365,0.45859
1997,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.38493,287,668,0.34800,0.42185
1997,Second Stage of Tertiary Education,5th Quintile,Seldom,0.18550,130,668,0.15600,0.21500
1999,No answer / don't know,1st Quintile,At least once per week,0.62446,62,62,0.50293,0.74598
1999,No answer / don't know,2nd Quintile,At least once per week,0.52843,38,38,0.36758,0.68928
1999,Pre-primary Level,1st Quintile,At least once per week,0.74157,50,50,0.61900,0.86415
1999,Pre-primary Level,2nd Quintile,At least once per week,0.70222,67,67,0.59189,0.81254
1999,Pre-primary Level,3rd Quintile,At least once per week,0.83892,43,43,0.72775,0.95010
1999,Pre-primary Level,4th Quintile,At least once per week,0.71931,32,32,0.56113,0.87749
1999,Pre-primary Level,5th Quintile,At least once per week,0.86473,50,50,0.76897,0.96049
1999,Primary Level,1st Quintile,At least once per week,0.42285,89,170,0.34836,0.49733
1999,Primary Level,1st Quintile,At least once per month,0.28414,45,170,0.21614,0.35213
1999,Primary Level,1st Quintile,Seldom,0.24885,36,170,0.18366,0.31403
1999,Primary Level,2nd Quintile,At least once per week,0.44966,51,86,0.34390,0.55541
1999,Primary Level,2nd Quintile,At least once per month,0.26222,35,86,0.16871,0.35573
1999,Primary Level,3rd Quintile,At least once per week,0.45049,37,37,0.28796,0.61302
1999,Lower Secondary Level,1st Quintile,At least once per week,0.45461,353,698,0.41765,0.49158
1999,Lower Secondary Level,1st Quintile,At least once per month,0.26179,200,698,0.22916,0.29443
1999,Lower Secondary Level,1st Quintile,Seldom,0.23373,145,698,0.20231,0.26514
1999,Lower Secondary Level,2nd Quintile,At least once per week,0.41574,277,579,0.37556,0.45592
1999,Lower Secondary Level,2nd Quintile,At least once per month,0.30110,189,579,0.26370,0.33850
1999,Lower Secondary Level,2nd Quintile,Seldom,0.21980,113,579,0.18604,0.25357
1999,Lower Secondary Level,3rd Quintile,At least once per week,0.44653,239,474,0.40173,0.49133
1999,Lower Secondary Level,3rd Quintile,At least once per month,0.28708,143,474,0.24631,0.32785
1999,Lower Secondary Level,3rd Quintile,Seldom,0.21869,92,474,0.18144,0.25594
1999,Lower Secondary Level,4th Quintile,At least once per week,0.38348,153,359,0.33311,0.43384
1999,Lower Secondary Level,4th Quintile,At least once per month,0.33501,120,359,0.28612,0.38390
1999,Lower Secondary Level,4th Quintile,Seldom,0.24399,86,359,0.19950,0.28848
1999,Lower Secondary Level,5th Quintile,At least once per week,0.42063,106,237,0.35765,0.48362
1999,Lower Secondary Level,5th Quintile,At least once per month,0.31910,83,237,0.25963,0.37857
1999,Lower Secondary Level,5th Quintile,Seldom,0.25153,48,237,0.19617,0.30689
1999,Upper Secondary Level,1st Quintile,At least once per week,0.41608,517,1224,0.38845,0.44370
1999,Upper Secondary Level,1st Quintile,At least once per month,0.31762,398,1224,0.29152,0.34371
1999,Upper Secondary Level,1st Quintile,Seldom,0.22788,270,1224,0.20437,0.25139
1999,Upper Secondary Level,1st Quintile,Never,0.03843,39,1224,0.02765,0.04920
1999,Upper Secondary Level,2nd Quintile,At least once per week,0.34161,538,1546,0.31796,0.36525
1999,Upper Secondary Level,2nd Quintile,At least once per month,0.39189,617,1546,0.36754,0.41623
1999,Upper Secondary Level,2nd Quintile,Seldom,0.22073,348,1546,0.20005,0.24141
1999,Upper Secondary Level,2nd Quintile,Never,0.04578,43,1546,0.03536,0.05620
1999,Upper Secondary Level,3rd Quintile,At least once per week,0.37091,542,1496,0.34642,0.39540
1999,Upper Secondary Level,3rd Quintile,At least once per month,0.36365,587,1496,0.33927,0.38804
1999,Upper Secondary Level,3rd Quintile,Seldom,0.24242,367,1496,0.22069,0.26414
1999,Upper Secondary Level,4th Quintile,At least once per week,0.42172,604,1408,0.39592,0.44753
1999,Upper Secondary Level,4th Quintile,At least once per month,0.37019,527,1408,0.34496,0.39542
1999,Upper Secondary Level,4th Quintile,Seldom,0.19516,277,1408,0.17445,0.21587
1999,Upper Secondary Level,5th Quintile,At least once per week,0.38614,497,1176,0.35830,0.41397
1999,Upper Secondary Level,5th Quintile,At least once per month,0.38871,448,1176,0.36084,0.41658
1999,Upper Secondary Level,5th Quintile,Seldom,0.21874,231,1176,0.19510,0.24237
1999,Post-secondary Non-tertiary Level,1st Quintile,At least once per week,0.56629,44,44,0.41816,0.71442
1999,Post-secondary Non-tertiary Level,2nd Quintile,At least once per week,0.44734,36,70,0.33002,0.56466
1999,Post-secondary Non-tertiary Level,2nd Quintile,At least once per month,0.40396,34,70,0.28818,0.51974
1999,Post-secondary Non-tertiary Level,3rd Quintile,At least once per week,0.48677,40,74,0.37211,0.60143
1999,Post-secondary Non-tertiary Level,3rd Quintile,At least once per month,0.35451,34,74,0.24477,0.46424
1999,Post-secondary Non-tertiary Level,4th Quintile,At least once per week,0.53094,65,121,0.44165,0.62023
1999,Post-secondary Non-tertiary Level,4th Quintile,At least once per month,0.36525,56,121,0.27910,0.45140
1999,Post-secondary Non-tertiary Level,5th Quintile,At least once per week,0.42214,49,94,0.32176,0.52253
1999,Post-secondary Non-tertiary Level,5th Quintile,At least once per month,0.39445,45,94,0.29512,0.49379
1999,First Stage of Tertiary Education,2nd Quintile,At least once per week,0.23263,35,108,0.15257,0.31268
1999,First Stage of Tertiary Education,2nd Quintile,At least once per month,0.53419,73,108,0.43968,0.62871
1999,First Stage of Tertiary Education,3rd Quintile,At least once per week,0.39216,72,189,0.32237,0.46195
1999,First Stage of Tertiary Education,3rd Quintile,At least once per month,0.35792,75,189,0.28939,0.42645
1999,First Stage of Tertiary Education,3rd Quintile,Seldom,0.21748,42,189,0.15851,0.27645
1999,First Stage of Tertiary Education,4th Quintile,At least once per week,0.34458,73,207,0.27968,0.40948
1999,First Stage of Tertiary Education,4th Quintile,At least once per month,0.42720,95,207,0.35965,0.49476
1999,First Stage of Tertiary Education,4th Quintile,Seldom,0.21793,39,207,0.16156,0.27431
1999,First Stage of Tertiary Education,5th Quintile,At least once per week,0.36707,65,191,0.29854,0.43561
1999,First Stage of Tertiary Education,5th Quintile,At least once per month,0.43831,90,191,0.36776,0.50886
1999,First Stage of Tertiary Education,5th Quintile,Seldom,0.18522,36,191,0.12998,0.24046
1999,Second Stage of Tertiary Education,1st Quintile,At least once per week,0.42869,53,100,0.33120,0.52618
1999,Second Stage of Tertiary Education,1st Quintile,At least once per month,0.33984,47,100,0.24653,0.43314
1999,Second Stage of Tertiary Education,2nd Quintile,At least once per week,0.39996,78,234,0.33705,0.46286
1999,Second Stage of Tertiary Education,2nd Quintile,At least once per month,0.31475,83,234,0.25512,0.37439
1999,Second Stage of Tertiary Education,2nd Quintile,Seldom,0.28013,73,234,0.22246,0.33779
1999,Second Stage of Tertiary Education,3rd Quintile,At least once per week,0.29703,107,343,0.24860,0.34546
1999,Second Stage of Tertiary Education,3rd Quintile,At least once per month,0.39698,138,343,0.34512,0.44883
1999,Second Stage of Tertiary Education,3rd Quintile,Seldom,0.28660,98,343,0.23867,0.33452
1999,Second Stage of Tertiary Education,4th Quintile,At least once per week,0.33428,146,466,0.29141,0.37716
1999,Second Stage of Tertiary Education,4th Quintile,At least once per month,0.43196,220,466,0.38694,0.47699
1999,Second Stage of Tertiary Education,4th Quintile,Seldom,0.22641,100,466,0.18837,0.26445
1999,Second Stage of Tertiary Education,5th Quintile,At least once per week,0.38436,285,758,0.34971,0.41902
1999,Second Stage of Tertiary Education,5th Quintile,At least once per month,0.41250,310,758,0.37743,0.44757
1999,Second Stage of Tertiary Education,5th Quintile,Seldom,0.19270,163,758,0.16460,0.22079
2001,Pre-primary Level,1st Quintile,At least once per week,0.82790,96,96,0.75200,0.90381
2001,Pre-primary Level,2nd Quintile,At least once per week,0.77293,93,93,0.68732,0.85853
2001,Pre-primary Level,3rd Quintile,At least once per week,0.78315,84,84,0.69449,0.87181
2001,Pre-primary Level,4th Quintile,At least once per week,0.84408,90,90,0.76871,0.91945
2001,Pre-primary Level,5th Quintile,At least once per week,0.90799,86,86,0.84654,0.96944
2001,Primary Level,1st Quintile,At least once per week,0.35653,63,96,0.26021,0.45285
2001,Primary Level,1st Quintile,At least once per month,0.26073,33,96,0.17244,0.34902
2001,Primary Level,2nd Quintile,At least once per week,0.41000,38,38,0.25152,0.56848
2001,Lower Secondary Level,1st Quintile,At least once per week,0.43800,478,992,0.40711,0.46889
2001,Lower Secondary Level,1st Quintile,At least once per month,0.25493,247,992,0.22780,0.28207
