year,bula_h,regtyp,pli0094_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,North Rhine-Westphalia,Urban regions,Never,0.04076,87,2611,0.03317,0.04835
1988,North Rhine-Westphalia,Rural regions,At least once per week,0.70919,51,51,0.58331,0.83507
1988,Hesse,Urban regions,At least once per week,0.46096,476,856,0.42754,0.49437
1988,Hesse,Urban regions,At least once per month,0.29592,221,856,0.26532,0.32651
1988,Hesse,Urban regions,Seldom,0.16465,110,856,0.13979,0.18951
1988,Hesse,Urban regions,Never,0.07848,49,856,0.06045,0.09650
1988,Hesse,Rural regions,At least once per week,0.39630,60,104,0.30183,0.49076
1988,Hesse,Rural regions,At least once per month,0.35350,44,104,0.26117,0.44582
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.42653,286,603,0.38702,0.46604
1988,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.31455,182,603,0.27745,0.35164
1988,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.19526,104,603,0.16359,0.22693
1988,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.06367,31,603,0.04416,0.08317
1988,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.25264,34,122,0.17521,0.33006
1988,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.34265,46,122,0.25808,0.42721
1988,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.32616,42,122,0.24262,0.40969
1988,Baden-Wuerttemberg,Urban regions,At least once per week,0.47759,899,1629,0.45333,0.50185
1988,Baden-Wuerttemberg,Urban regions,At least once per month,0.31613,469,1629,0.29354,0.33871
1988,Baden-Wuerttemberg,Urban regions,Seldom,0.17668,221,1629,0.15815,0.19521
1988,Baden-Wuerttemberg,Urban regions,Never,0.02960,40,1629,0.02137,0.03784
1988,Baden-Wuerttemberg,Rural regions,At least once per week,0.39290,120,238,0.33072,0.45508
1988,Baden-Wuerttemberg,Rural regions,At least once per month,0.36006,82,238,0.29895,0.42118
1988,Baden-Wuerttemberg,Rural regions,Seldom,0.18122,36,238,0.13218,0.23026
1988,Bavaria,Urban regions,At least once per week,0.48913,473,859,0.45568,0.52258
1988,Bavaria,Urban regions,At least once per month,0.28717,239,859,0.25689,0.31744
1988,Bavaria,Urban regions,Seldom,0.19647,147,859,0.16988,0.22305
1988,Bavaria,Rural regions,At least once per week,0.43810,355,724,0.40194,0.47427
1988,Bavaria,Rural regions,At least once per month,0.29671,215,724,0.26341,0.33001
1988,Bavaria,Rural regions,Seldom,0.21358,154,724,0.18370,0.24345
1988,Berlin,Urban regions,At least once per week,0.38299,139,324,0.32997,0.43600
1988,Berlin,Urban regions,At least once per month,0.46047,143,324,0.40611,0.51483
1988,Berlin,Urban regions,Seldom,0.13888,42,324,0.10116,0.17659
1990,Berlin,Urban regions,At least once per week,0.39356,106,274,0.33561,0.45151
1990,Berlin,Urban regions,At least once per month,0.35106,105,274,0.29444,0.40768
1990,Berlin,Urban regions,Seldom,0.22169,63,274,0.17241,0.27096
1990,Brandenburg,Rural regions,At least once per week,0.23670,157,629,0.20345,0.26994
1990,Brandenburg,Rural regions,At least once per month,0.36026,247,629,0.32272,0.39781
1990,Brandenburg,Rural regions,Seldom,0.36714,225,629,0.32944,0.40484
1990,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.31135,134,425,0.26728,0.35543
1990,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.34958,157,425,0.30419,0.39496
1990,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.29396,134,425,0.25060,0.33733
1990,Saxony,Urban regions,At least once per week,0.26188,184,682,0.22886,0.29490
1990,Saxony,Urban regions,At least once per month,0.36995,259,682,0.33369,0.40621
1990,Saxony,Urban regions,Seldom,0.31214,207,682,0.27734,0.34694
1990,Saxony,Urban regions,Never,0.05603,32,682,0.03876,0.07330
1990,Saxony,Rural regions,At least once per week,0.23954,149,619,0.20589,0.27320
1990,Saxony,Rural regions,At least once per month,0.36927,245,619,0.33122,0.40732
1990,Saxony,Rural regions,Seldom,0.32586,191,619,0.28891,0.36282
1990,Saxony,Rural regions,Never,0.06533,34,619,0.04584,0.08481
1990,Saxony-Anhalt,Urban regions,At least once per week,0.37834,61,165,0.30412,0.45257
1990,Saxony-Anhalt,Urban regions,At least once per month,0.35503,60,165,0.28179,0.42827
1990,Saxony-Anhalt,Urban regions,Seldom,0.23204,44,165,0.16744,0.29665
1990,Saxony-Anhalt,Rural regions,At least once per week,0.29038,188,623,0.25471,0.32606
1990,Saxony-Anhalt,Rural regions,At least once per month,0.34521,219,623,0.30784,0.38257
1990,Saxony-Anhalt,Rural regions,Seldom,0.29270,179,623,0.25694,0.32845
1990,Saxony-Anhalt,Rural regions,Never,0.07172,37,623,0.05144,0.09200
1990,Thuringa,Urban regions,At least once per week,0.36866,71,192,0.30024,0.43708
1990,Thuringa,Urban regions,At least once per month,0.32804,75,192,0.26145,0.39462
1990,Thuringa,Urban regions,Seldom,0.25902,46,192,0.19689,0.32115
1990,Thuringa,Rural regions,At least once per week,0.28888,139,493,0.24883,0.32893
1990,Thuringa,Rural regions,At least once per month,0.33743,178,493,0.29565,0.37921
1990,Thuringa,Rural regions,Seldom,0.32139,176,493,0.28013,0.36266
1992,Schleswig-Holstein,Urban regions,At least once per week,0.38425,52,126,0.29898,0.46953
1992,Schleswig-Holstein,Urban regions,At least once per month,0.29012,37,126,0.21057,0.36968
1992,Schleswig-Holstein,Urban regions,Seldom,0.24181,37,126,0.16675,0.31687
1992,Schleswig-Holstein,Rural regions,At least once per week,0.35905,49,94,0.26155,0.45655
1992,Schleswig-Holstein,Rural regions,At least once per month,0.36548,45,94,0.26760,0.46335
1992,Hamburg,Urban regions,At least once per week,0.47109,82,131,0.38528,0.55690
1992,Hamburg,Urban regions,At least once per month,0.31957,49,131,0.23941,0.39973
1992,Lower Saxony,Urban regions,At least once per week,0.44800,222,455,0.40226,0.49374
1992,Lower Saxony,Urban regions,At least once per month,0.38491,172,455,0.34015,0.42967
1992,Lower Saxony,Urban regions,Seldom,0.13639,61,455,0.10482,0.16796
1992,Lower Saxony,Rural regions,At least once per week,0.35643,179,474,0.31326,0.39959
1992,Lower Saxony,Rural regions,At least once per month,0.36967,191,474,0.32617,0.41317
1992,Lower Saxony,Rural regions,Seldom,0.22888,104,474,0.19102,0.26674
1992,Bremen,Urban regions,At least once per week,0.35292,34,69,0.23934,0.46651
1992,Bremen,Urban regions,At least once per month,0.39991,35,69,0.28347,0.51635
1992,North Rhine-Westphalia,Urban regions,At least once per week,0.44138,1178,2440,0.42167,0.46108
1992,North Rhine-Westphalia,Urban regions,At least once per month,0.34882,800,2440,0.32990,0.36773
1992,North Rhine-Westphalia,Urban regions,Seldom,0.18345,402,2440,0.16809,0.19881
1992,North Rhine-Westphalia,Urban regions,Never,0.02636,60,2440,0.02000,0.03272
1992,North Rhine-Westphalia,Rural regions,At least once per month,0.55287,36,36,0.38815,0.71759
1992,Hesse,Urban regions,At least once per week,0.43507,416,804,0.40078,0.46936
1992,Hesse,Urban regions,At least once per month,0.34080,247,804,0.30801,0.37358
1992,Hesse,Urban regions,Seldom,0.15350,93,804,0.12857,0.17843
1992,Hesse,Urban regions,Never,0.07063,48,804,0.05291,0.08835
1992,Hesse,Rural regions,At least once per week,0.32270,52,131,0.24234,0.40307
1992,Hesse,Rural regions,At least once per month,0.37575,44,131,0.29250,0.45901
1992,Hesse,Rural regions,Seldom,0.25056,35,131,0.17606,0.32505
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.40781,253,546,0.36655,0.44906
1992,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.34895,184,546,0.30893,0.38897
1992,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.16910,78,546,0.13763,0.20057
1992,"Rhineland-Palatinate, Saarland",Urban regions,Never,0.07414,31,546,0.05214,0.09614
1992,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.34965,35,84,0.24706,0.45224
1992,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.43899,49,84,0.33223,0.54576
1992,Baden-Wuerttemberg,Urban regions,At least once per week,0.42803,770,1511,0.40308,0.45299
1992,Baden-Wuerttemberg,Urban regions,At least once per month,0.38007,496,1511,0.35559,0.40455
1992,Baden-Wuerttemberg,Urban regions,Seldom,0.15763,204,1511,0.13925,0.17601
1992,Baden-Wuerttemberg,Urban regions,Never,0.03426,41,1511,0.02509,0.04344
1992,Baden-Wuerttemberg,Rural regions,At least once per week,0.40345,122,224,0.33906,0.46784
1992,Baden-Wuerttemberg,Rural regions,At least once per month,0.28771,53,224,0.22829,0.34713
1992,Baden-Wuerttemberg,Rural regions,Seldom,0.21262,49,224,0.15892,0.26632
1992,Bavaria,Urban regions,At least once per week,0.48183,425,810,0.44740,0.51626
1992,Bavaria,Urban regions,At least once per month,0.31688,258,810,0.28482,0.34894
1992,Bavaria,Urban regions,Seldom,0.17616,127,810,0.14991,0.20241
1992,Bavaria,Rural regions,At least once per week,0.41972,351,791,0.38531,0.45414
1992,Bavaria,Rural regions,At least once per month,0.31028,248,791,0.27802,0.34254
1992,Bavaria,Rural regions,Seldom,0.23051,160,791,0.20114,0.25988
1992,Bavaria,Rural regions,Never,0.03949,32,791,0.02591,0.05307
1992,Berlin,Urban regions,At least once per week,0.43637,241,569,0.39558,0.47715
1992,Berlin,Urban regions,At least once per month,0.37809,232,569,0.33821,0.41797
1992,Berlin,Urban regions,Seldom,0.16335,96,569,0.13295,0.19376
1992,Brandenburg,Rural regions,At least once per week,0.20686,107,559,0.17325,0.24047
1992,Brandenburg,Rural regions,At least once per month,0.42427,255,559,0.38326,0.46528
1992,Brandenburg,Rural regions,Seldom,0.33991,197,559,0.30061,0.37921
1992,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.22255,74,357,0.17934,0.26576
1992,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.40000,150,357,0.34911,0.45089
1992,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.37082,133,357,0.32064,0.42099
1992,Saxony,Urban regions,At least once per week,0.24277,128,558,0.20716,0.27837
1992,Saxony,Urban regions,At least once per month,0.40815,251,558,0.36733,0.44896
1992,Saxony,Urban regions,Seldom,0.29621,179,558,0.25829,0.33413
1992,Saxony,Rural regions,At least once per week,0.19819,113,546,0.16472,0.23166
1992,Saxony,Rural regions,At least once per month,0.38685,213,546,0.34596,0.42774
1992,Saxony,Rural regions,Seldom,0.33772,189,546,0.29801,0.37742
1992,Saxony,Rural regions,Never,0.07724,31,546,0.05483,0.09966
1992,Saxony-Anhalt,Urban regions,At least once per week,0.25930,43,163,0.19182,0.32679
1992,Saxony-Anhalt,Urban regions,At least once per month,0.35546,66,163,0.28175,0.42917
1992,Saxony-Anhalt,Urban regions,Seldom,0.30497,54,163,0.23407,0.37587
1992,Saxony-Anhalt,Rural regions,At least once per week,0.20982,135,563,0.17616,0.24349
1992,Saxony-Anhalt,Rural regions,At least once per month,0.39987,221,563,0.35937,0.44037
1992,Saxony-Anhalt,Rural regions,Seldom,0.35204,207,563,0.31255,0.39152
1992,Thuringa,Urban regions,At least once per week,0.29809,50,173,0.22973,0.36645
1992,Thuringa,Urban regions,At least once per month,0.45281,76,173,0.37842,0.52720
1992,Thuringa,Urban regions,Seldom,0.22884,47,173,0.16605,0.29162
1992,Thuringa,Rural regions,At least once per week,0.24470,107,459,0.20532,0.28407
1992,Thuringa,Rural regions,At least once per month,0.37243,184,459,0.32815,0.41671
1992,Thuringa,Rural regions,Seldom,0.33125,168,459,0.28814,0.37435
1994,Schleswig-Holstein,Urban regions,At least once per week,0.38945,52,132,0.30595,0.47295
1994,Schleswig-Holstein,Urban regions,At least once per month,0.28720,39,132,0.20972,0.36468
1994,Schleswig-Holstein,Urban regions,Seldom,0.26735,41,132,0.19156,0.34313
1994,Schleswig-Holstein,Rural regions,At least once per week,0.35839,50,140,0.27867,0.43811
1994,Schleswig-Holstein,Rural regions,At least once per month,0.35173,55,140,0.27234,0.43111
1994,Schleswig-Holstein,Rural regions,Seldom,0.26565,35,140,0.19222,0.33907
1994,Hamburg,Urban regions,At least once per week,0.41742,67,116,0.32729,0.50755
1994,Hamburg,Urban regions,At least once per month,0.30739,49,116,0.22306,0.39172
1994,Lower Saxony,Urban regions,At least once per week,0.37775,210,468,0.33378,0.42172
1994,Lower Saxony,Urban regions,At least once per month,0.42249,184,468,0.37769,0.46729
1994,Lower Saxony,Urban regions,Seldom,0.18087,74,468,0.14596,0.21578
1994,Lower Saxony,Rural regions,At least once per week,0.31608,170,466,0.27382,0.35834
1994,Lower Saxony,Rural regions,At least once per month,0.41306,200,466,0.36830,0.45781
1994,Lower Saxony,Rural regions,Seldom,0.21455,96,466,0.17724,0.25186
1994,Bremen,Urban regions,At least once per week,0.34234,34,34,0.18044,0.50423
1994,North Rhine-Westphalia,Urban regions,At least once per week,0.40954,1034,2378,0.38977,0.42931
1994,North Rhine-Westphalia,Urban regions,At least once per month,0.34876,800,2378,0.32960,0.36792
1994,North Rhine-Westphalia,Urban regions,Seldom,0.22266,491,2378,0.20593,0.23938
1994,North Rhine-Westphalia,Urban regions,Never,0.01904,53,2378,0.01355,0.02454
1994,Hesse,Urban regions,At least once per week,0.46515,419,795,0.43046,0.49985
1994,Hesse,Urban regions,At least once per month,0.30401,229,795,0.27201,0.33600
1994,Hesse,Urban regions,Seldom,0.16891,110,795,0.14285,0.19497
1994,Hesse,Urban regions,Never,0.06193,37,795,0.04516,0.07869
1994,Hesse,Rural regions,At least once per week,0.38284,52,95,0.28457,0.48110
1994,Hesse,Rural regions,At least once per month,0.39675,43,95,0.29785,0.49565
1994,"Rhineland-Palatinate, Saarland",Urban regions,At least once per week,0.39165,229,500,0.34882,0.43447
1994,"Rhineland-Palatinate, Saarland",Urban regions,At least once per month,0.35683,176,500,0.31480,0.39886
1994,"Rhineland-Palatinate, Saarland",Urban regions,Seldom,0.20525,95,500,0.16982,0.24069
1994,"Rhineland-Palatinate, Saarland",Rural regions,At least once per week,0.33757,36,109,0.24839,0.42676
1994,"Rhineland-Palatinate, Saarland",Rural regions,At least once per month,0.40547,38,109,0.31287,0.49807
1994,"Rhineland-Palatinate, Saarland",Rural regions,Seldom,0.25416,35,109,0.17204,0.33627
1994,Baden-Wuerttemberg,Urban regions,At least once per week,0.43998,776,1507,0.41491,0.46505
1994,Baden-Wuerttemberg,Urban regions,At least once per month,0.32951,470,1507,0.30577,0.35325
1994,Baden-Wuerttemberg,Urban regions,Seldom,0.20913,229,1507,0.18859,0.22967
1994,Baden-Wuerttemberg,Urban regions,Never,0.02138,32,1507,0.01408,0.02869
1994,Baden-Wuerttemberg,Rural regions,At least once per week,0.35893,94,208,0.29358,0.42427
1994,Baden-Wuerttemberg,Rural regions,At least once per month,0.32114,63,208,0.25753,0.38474
1994,Baden-Wuerttemberg,Rural regions,Seldom,0.27492,51,208,0.21410,0.33575
1994,Bavaria,Urban regions,At least once per week,0.42407,362,785,0.38947,0.45866
1994,Bavaria,Urban regions,At least once per month,0.33726,269,785,0.30417,0.37035
1994,Bavaria,Urban regions,Seldom,0.21456,154,785,0.18582,0.24329
1994,Bavaria,Rural regions,At least once per week,0.41170,331,752,0.37650,0.44690
1994,Bavaria,Rural regions,At least once per month,0.31912,265,752,0.28578,0.35246
1994,Bavaria,Rural regions,Seldom,0.23362,156,752,0.20335,0.26388
1994,Berlin,Urban regions,At least once per week,0.40134,225,534,0.35973,0.44296
1994,Berlin,Urban regions,At least once per month,0.33619,186,534,0.29608,0.37629
1994,Berlin,Urban regions,Seldom,0.23194,123,534,0.19610,0.26777
1994,Brandenburg,Rural regions,At least once per week,0.17512,94,523,0.14251,0.20772
1994,Brandenburg,Rural regions,At least once per month,0.36722,213,523,0.32587,0.40857
1994,Brandenburg,Rural regions,Seldom,0.41014,216,523,0.36794,0.45233
1994,Mecklenburg-Western Pomerania,Rural regions,At least once per week,0.20902,72,343,0.16592,0.25211
1994,Mecklenburg-Western Pomerania,Rural regions,At least once per month,0.42095,142,343,0.36863,0.47328
1994,Mecklenburg-Western Pomerania,Rural regions,Seldom,0.33806,129,343,0.28792,0.38820
1994,Saxony,Urban regions,At least once per week,0.19893,114,561,0.16587,0.23199
1994,Saxony,Urban regions,At least once per month,0.40467,239,561,0.36401,0.44532
1994,Saxony,Urban regions,Seldom,0.35209,208,561,0.31253,0.39165
1994,Saxony,Rural regions,At least once per week,0.18741,103,521,0.15387,0.22095
1994,Saxony,Rural regions,At least once per month,0.42799,252,521,0.38546,0.47052
1994,Saxony,Rural regions,Seldom,0.32715,166,521,0.28682,0.36747
1994,Saxony-Anhalt,Urban regions,At least once per week,0.30491,38,149,0.23074,0.37908
1994,Saxony-Anhalt,Urban regions,At least once per month,0.37498,65,149,0.29698,0.45297
1994,Saxony-Anhalt,Urban regions,Seldom,0.24518,46,149,0.17587,0.31449
1994,Saxony-Anhalt,Rural regions,At least once per week,0.26851,139,543,0.23120,0.30582
1994,Saxony-Anhalt,Rural regions,At least once per month,0.33702,179,543,0.29722,0.37681
